Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity RFWD2-N1,Intensity RFWD2-N2,Intensity BirA-alone-N1,Intensity BirA-alone-N2
Q5HYN5;Q5DJT8;P0DMU8;Q8NHU0;P0DMV2;P0DMV1;P0DMV0;P0DMU9;P0DMU7,Q5HYN5;Q5DJT8;P0DMU8;Q8NHU0;P0DMV2;P0DMV1;P0DMV0;P0DMU9;P0DMU7,2;2;2;2;2;2;2;2;2,2;2;2;2;2;2;2;2;2,2;2;2;2;2;2;2;2;2,Cancer/testis antigen family 45 member A1;Cancer/testis antigen family 45 member A2;Cancer/testis antigen family 45 member A5;Cancer/testis antigen family 45 member A3;Cancer/testis antigen family 45 member A9;Cancer/testis antigen family 45 member A8;Cancer/testis antigen family 45 member A7;Cancer/testis antigen family 45 member A10;Cancer/testis antigen family 45 member A6,CT45A1;CT45A2;CT45A5;CT45A3;CT45A9;CT45A8;CT45A7;CT45A10;CT45A6,sp|Q5HYN5|CT451_HUMAN Cancer/testis antigen family 45 member A1 OS=Homo sapiens OX=9606 GN=CT45A1 PE=1 SV=1;sp|Q5DJT8|CT452_HUMAN Cancer/testis antigen family 45 member A2 OS=Homo sapiens OX=9606 GN=CT45A2 PE=2 SV=3;sp|P0DMU8|CT455_HUMAN Cancer/testis anti,2,2,11.6,4.52842334622658,4.50098623350307,23.8013412925756,24.5952547492903
Q6UX04;D6REK3,Q6UX04;D6REK3,2;2,2;2,2;2,Peptidyl-prolyl cis-trans isomerase CWC27 homolog,CWC27,sp|Q6UX04|CWC27_HUMAN Spliceosome-associated protein CWC27 homolog OS=Homo sapiens OX=9606 GN=CWC27 PE=1 SV=1;tr|D6REK3|D6REK3_HUMAN Spliceosome-associated protein CWC27 homolog OS=Homo sapiens OX=9606 GN=CWC27 PE=1 SV=1,2,2,5.9,25.9319066613558,26.1769501385057,25.4682431868939,25.3817240666834
Q96F07;E7EVJ5;E7EW33;H7C229;A0A087WZL7;A0A087WVE1;A0A087WTQ3;A0A087WWZ1,Q96F07;E7EVJ5;E7EW33;H7C229,7;7;6;6;1;1;1;1,2;2;2;2;0;0;0;0,2;2;2;2;0;0;0;0,Cytoplasmic FMR1-interacting protein 2,CYFIP2,sp|Q96F07|CYFP2_HUMAN Cytoplasmic FMR1-interacting protein 2 OS=Homo sapiens OX=9606 GN=CYFIP2 PE=1 SV=2;tr|E7EVJ5|E7EVJ5_HUMAN Cytoplasmic FMR1-interacting protein OS=Homo sapiens OX=9606 GN=CYFIP2 PE=1 SV=1;tr|E7EW33|E7EW33_HUMAN Cytoplasmic FMR1-interac,7,2,6.2,4.52842334622658,4.50098623350307,21.6644889514324,23.2702782144449
P81605,P81605,2,2,2,Dermcidin;Survival-promoting peptide;DCD-1,DCD,sp|P81605|DCD_HUMAN Dermcidin OS=Homo sapiens OX=9606 GN=DCD PE=1 SV=2,2,2,25.5,27.1440406358127,26.5194585721084,4.41334328787,4.32921797042726
F6UJC5;A0A140TA18;A0A140T9X9;H0YCC6,F6UJC5;A0A140TA18;A0A140T9X9,7;7;5;1,2;2;0;0,2;2;0;0,,DDX39B,tr|F6UJC5|F6UJC5_HUMAN Spliceosome RNA helicase DDX39B (Fragment) OS=Homo sapiens OX=9606 GN=DDX39B PE=1 SV=1;tr|A0A140TA18|A0A140TA18_HUMAN Spliceosome RNA helicase DDX39B (Fragment) OS=Homo sapiens OX=9606 GN=DDX39B PE=1 SV=1;tr|A0A140T9X9|A0A140T9X9_HUM,7,2,26.5,23.6392740020762,23.2769649447154,26.6193291533945,26.3345685867232
Q9NXZ2,Q9NXZ2,2,2,2,Probable ATP-dependent RNA helicase DDX43,DDX43,sp|Q9NXZ2|DDX43_HUMAN Probable ATP-dependent RNA helicase DDX43 OS=Homo sapiens OX=9606 GN=DDX43 PE=1 SV=2,2,2,3.5,4.52842334622658,4.50098623350307,23.4125206308151,22.85918062675
A0A3B3ISW2;Q15700;F8VYC1;E9PIW2;B7Z2T4;E9PN83;A0A3B3ITF1,A0A3B3ISW2;Q15700;F8VYC1;E9PIW2;B7Z2T4;E9PN83;A0A3B3ITF1,3;2;2;2;2;2;2,2;1;1;1;1;1;1,2;1;1;1;1;1;1,Disks large homolog 2,DLG2,tr|A0A3B3ISW2|A0A3B3ISW2_HUMAN Disks large homolog 2 OS=Homo sapiens OX=9606 GN=DLG2 PE=1 SV=1;sp|Q15700|DLG2_HUMAN Disks large homolog 2 OS=Homo sapiens OX=9606 GN=DLG2 PE=1 SV=3;tr|F8VYC1|F8VYC1_HUMAN Disks large homolog 2 (Fragment) OS=Homo sapiens OX=9,3,2,6.6,4.52842334622658,4.50098623350307,25.317551728622,23.3390572890842
P11532;A0A087WV90;A0A5H1ZRP8;A0A087WTU7;A0A075B6G3;H0Y3E8;A0A5H1ZRP7;A0A5H1ZRR9;A0A5H1ZRQ1;A0A5H1ZRP9;A0A5H1ZRQ8;H0Y304,P11532;A0A087WV90;A0A5H1ZRP8;A0A087WTU7;A0A075B6G3,3;3;3;3;3;1;1;1;1;1;1;1,2;2;2;2;2;1;1;1;1;1;1;1,2;2;2;2;2;1;1;1;1;1;1;1,Dystrophin,DMD,sp|P11532|DMD_HUMAN Dystrophin OS=Homo sapiens OX=9606 GN=DMD PE=1 SV=3;tr|A0A087WV90|A0A087WV90_HUMAN Dystrophin OS=Homo sapiens OX=9606 GN=DMD PE=1 SV=1;tr|A0A5H1ZRP8|A0A5H1ZRP8_HUMAN Dystrophin OS=Homo sapiens OX=9606 GN=DMD PE=1 SV=1;tr|A0A087WTU7|A0A0,3,2,1.5,22.2644196913963,24.0132561046283,24.7979543378814,24.0174180849729
P31689,P31689,2,2,2,DnaJ homolog subfamily A member 1,DNAJA1,sp|P31689|DNJA1_HUMAN DnaJ homolog subfamily A member 1 OS=Homo sapiens OX=9606 GN=DNAJA1 PE=1 SV=2,2,2,8.6,23.8624867040574,23.438348209892,23.849244187749,23.3671971633763
Q9NVM6,Q9NVM6,2,2,2,DnaJ homolog subfamily C member 17,DNAJC17,sp|Q9NVM6|DJC17_HUMAN DnaJ homolog subfamily C member 17 OS=Homo sapiens OX=9606 GN=DNAJC17 PE=1 SV=1,2,2,6.9,4.52842334622658,4.50098623350307,24.0638163676226,23.3751752207998
Q8N4W6,Q8N4W6,2,2,2,DnaJ homolog subfamily C member 22,DNAJC22,sp|Q8N4W6|DJC22_HUMAN DnaJ homolog subfamily C member 22 OS=Homo sapiens OX=9606 GN=DNAJC22 PE=1 SV=1,2,2,8.2,4.52842334622658,4.50098623350307,25.0808685872898,24.2024355092623
Q08554,Q08554,2,2,2,Desmocollin-1,DSC1,sp|Q08554|DSC1_HUMAN Desmocollin-1 OS=Homo sapiens OX=9606 GN=DSC1 PE=1 SV=2,2,2,4.1,25.8492390036859,24.9176153715503,4.41334328787,4.32921797042726
P51452;K7ES89,P51452;K7ES89,2;1,2;1,2;1,Dual specificity protein phosphatase 3,DUSP3,sp|P51452|DUS3_HUMAN Dual specificity protein phosphatase 3 OS=Homo sapiens OX=9606 GN=DUSP3 PE=1 SV=1;tr|K7ES89|K7ES89_HUMAN Dual specificity protein phosphatase (Fragment) OS=Homo sapiens OX=9606 GN=DUSP3 PE=1 SV=1,2,2,14.6,23.5634944334008,23.6714166720235,23.7209848377199,24.3778909763675
Q13409;E7EQL5;E9PGG1;E7EU01;E7ERR6;E7ETL8;E7EQU2;E7EV09,Q13409;E7EQL5;E9PGG1;E7EU01;E7ERR6;E7ETL8;E7EQU2;E7EV09,4;3;2;2;2;2;2;2,4;3;2;2;2;2;2;2,2;1;0;0;0;0;0;0,Cytoplasmic dynein 1 intermediate chain 2,DYNC1I2,sp|Q13409|DC1I2_HUMAN Cytoplasmic dynein 1 intermediate chain 2 OS=Homo sapiens OX=9606 GN=DYNC1I2 PE=1 SV=3;tr|E7EQL5|E7EQL5_HUMAN Cytoplasmic dynein 1 intermediate chain 2 (Fragment) OS=Homo sapiens OX=9606 GN=DYNC1I2 PE=1 SV=1;tr|E9PGG1|E9PGG1_HUMAN Cyt,4,2,7.8,23.8531001118144,24.3774938679034,24.7738434757309,24.5539718655667
O75461,O75461,2,2,2,Transcription factor E2F6,E2F6,sp|O75461|E2F6_HUMAN Transcription factor E2F6 OS=Homo sapiens OX=9606 GN=E2F6 PE=1 SV=1,2,2,9.6,24.6720644435112,24.5277881483136,22.9799791514766,22.6995411068076
Q5VYK3;J3KN16,Q5VYK3;J3KN16,2;2,2;2,2;2,Proteasome-associated protein ECM29 homolog,ECM29;KIAA0368,sp|Q5VYK3|ECM29_HUMAN Proteasome adapter and scaffold protein ECM29 OS=Homo sapiens OX=9606 GN=ECPAS PE=1 SV=2;tr|J3KN16|J3KN16_HUMAN Proteasome adapter and scaffold protein ECM29 OS=Homo sapiens OX=9606 GN=ECPAS PE=1 SV=1,2,2,1.5,24.1942272243964,24.5347678971879,22.7683612320097,22.5817586928209
Q96F86;H3BPN4,Q96F86;H3BPN4,2;1,2;1,2;1,Enhancer of mRNA-decapping protein 3,EDC3,sp|Q96F86|EDC3_HUMAN Enhancer of mRNA-decapping protein 3 OS=Homo sapiens OX=9606 GN=EDC3 PE=1 SV=1;tr|H3BPN4|H3BPN4_HUMAN Enhancer of mRNA-decapping protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=EDC3 PE=1 SV=1,2,2,4.3,4.52842334622658,4.50098623350307,23.9500247098922,24.2256010933299
O60869,O60869,2,2,2,Endothelial differentiation-related factor 1,EDF1,sp|O60869|EDF1_HUMAN Endothelial differentiation-related factor 1 OS=Homo sapiens OX=9606 GN=EDF1 PE=1 SV=1,2,2,18.2,4.52842334622658,4.50098623350307,25.6716866121573,25.631481052565
Q9GZT9;Q9H6Z9;G3V3M1;A0A590UJK7;F8W1G2;A0A590UJT7;A0A590UJ78,Q9GZT9;Q9H6Z9;G3V3M1;A0A590UJK7;F8W1G2;A0A590UJT7;A0A590UJ78,2;1;1;1;1;1;1,2;1;1;1;1;1;1,2;1;1;1;1;1;1,Egl nine homolog 1;Egl nine homolog 3,EGLN1;EGLN3,sp|Q9GZT9|EGLN1_HUMAN Egl nine homolog 1 OS=Homo sapiens OX=9606 GN=EGLN1 PE=1 SV=1;sp|Q9H6Z9|EGLN3_HUMAN Prolyl hydroxylase EGLN3 OS=Homo sapiens OX=9606 GN=EGLN3 PE=1 SV=1;tr|G3V3M1|G3V3M1_HUMAN Egl nine homolog 3 (Fragment) OS=Homo sapiens OX=9606 GN=EG,2,2,7.5,4.52842334622658,4.50098623350307,23.4909380113479,22.4899586680496
Q9H223,Q9H223,3,2,2,EH domain-containing protein 4,EHD4,sp|Q9H223|EHD4_HUMAN EH domain-containing protein 4 OS=Homo sapiens OX=9606 GN=EHD4 PE=1 SV=1,3,2,8.5,26.2209050860253,24.9744317455713,27.2439981730468,27.3246586575008
Q9NR50;H0Y580,Q9NR50;H0Y580,2;1,2;1,2;1,Translation initiation factor eIF-2B subunit gamma,EIF2B3,sp|Q9NR50|EI2BG_HUMAN Translation initiation factor eIF-2B subunit gamma OS=Homo sapiens OX=9606 GN=EIF2B3 PE=1 SV=1;tr|H0Y580|H0Y580_HUMAN Translation initiation factor eIF-2B subunit gamma (Fragment) OS=Homo sapiens OX=9606 GN=EIF2B3 PE=1 SV=1,2,2,4.4,23.6823530732035,23.6909374885751,4.41334328787,4.32921797042726
Q7L2H7;E9PRI2;E9PN86;E7ESM3;J3KNJ2,Q7L2H7;E9PRI2;E9PN86;E7ESM3;J3KNJ2,2;1;1;1;1,2;1;1;1;1,2;1;1;1;1,Eukaryotic translation initiation factor 3 subunit M,EIF3M,sp|Q7L2H7|EIF3M_HUMAN Eukaryotic translation initiation factor 3 subunit M OS=Homo sapiens OX=9606 GN=EIF3M PE=1 SV=1;tr|E9PRI2|E9PRI2_HUMAN Eukaryotic translation initiation factor 3 subunit M OS=Homo sapiens OX=9606 GN=EIF3M PE=1 SV=1;tr|E9PN86|E9PN86_HU,2,2,8.3,4.52842334622658,4.50098623350307,24.2185975266551,23.9590765261506
Q9BQ52;E7ES68;G5E9D5,Q9BQ52;E7ES68;G5E9D5,2;2;2,2;2;2,2;2;2,Zinc phosphodiesterase ELAC protein 2,ELAC2,sp|Q9BQ52|RNZ2_HUMAN Zinc phosphodiesterase ELAC protein 2 OS=Homo sapiens OX=9606 GN=ELAC2 PE=1 SV=2;tr|E7ES68|E7ES68_HUMAN Zinc phosphodiesterase ELAC protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=ELAC2 PE=1 SV=2;tr|G5E9D5|G5E9D5_HUMAN ElaC homolog 2 (,2,2,3.5,24.6416862013676,24.6747798642045,22.0062452556187,21.8970388893848
Q6IA86;F5GWY6;K7ER35;F5GYE9,Q6IA86;F5GWY6;K7ER35;F5GYE9,2;1;1;1,2;1;1;1,2;1;1;1,Elongator complex protein 2,ELP2,sp|Q6IA86|ELP2_HUMAN Elongator complex protein 2 OS=Homo sapiens OX=9606 GN=ELP2 PE=1 SV=2;tr|F5GWY6|F5GWY6_HUMAN Elongator complex protein 2 OS=Homo sapiens OX=9606 GN=ELP2 PE=1 SV=1;tr|K7ER35|K7ER35_HUMAN Elongator complex protein 2 OS=Homo sapiens OX=96,2,2,3.8,25.2609433593007,25.3046599167936,22.7782022867331,22.6777738283878
Q9HCM4;Q9H329,Q9HCM4;Q9H329,2;1,2;1,2;1,Band 4.1-like protein 5;Band 4.1-like protein 4B,EPB41L5;EPB41L4B,sp|Q9HCM4|E41L5_HUMAN Band 4.1-like protein 5 OS=Homo sapiens OX=9606 GN=EPB41L5 PE=1 SV=3;sp|Q9H329|E41LB_HUMAN Band 4.1-like protein 4B OS=Homo sapiens OX=9606 GN=EPB41L4B PE=2 SV=2,2,2,2.2,4.52842334622658,4.50098623350307,23.018657958821,23.631786317307
B1AKC9;P29323,B1AKC9;P29323,3;2,2;1,2;1,Receptor protein-tyrosine kinase;Ephrin type-B receptor 2,EPHB2,tr|B1AKC9|B1AKC9_HUMAN Ephrin type-B receptor 2 OS=Homo sapiens OX=9606 GN=EPHB2 PE=1 SV=1;sp|P29323|EPHB2_HUMAN Ephrin type-B receptor 2 OS=Homo sapiens OX=9606 GN=EPHB2 PE=1 SV=5,3,2,6.2,4.52842334622658,4.50098623350307,24.399979717404,24.7971905025005
O95208;F6PQP6;E9PBC1;I3L2B2;I3L356;I3L2H1,O95208;F6PQP6;E9PBC1;I3L2B2;I3L356;I3L2H1,2;2;2;2;1;1,2;2;2;2;1;1,2;2;2;2;1;1,Epsin-2,EPN2,sp|O95208|EPN2_HUMAN Epsin-2 OS=Homo sapiens OX=9606 GN=EPN2 PE=1 SV=3;tr|F6PQP6|F6PQP6_HUMAN Epsin-2 (Fragment) OS=Homo sapiens OX=9606 GN=EPN2 PE=1 SV=8;tr|E9PBC1|E9PBC1_HUMAN Epsin-2 OS=Homo sapiens OX=9606 GN=EPN2 PE=1 SV=1;tr|I3L2B2|I3L2B2_HUMAN Epsin,2,2,3.1,4.52842334622658,4.50098623350307,24.3943638746378,23.7462215261033
P58107;A0A075B730,P58107;A0A075B730,6;6,2;2,2;2,Epiplakin,EPPK1,sp|P58107|EPIPL_HUMAN Epiplakin OS=Homo sapiens OX=9606 GN=EPPK1 PE=1 SV=3;tr|A0A075B730|A0A075B730_HUMAN Epiplakin OS=Homo sapiens OX=9606 GN=EPPK1 PE=1 SV=2,6,2,6.7,26.2010693186231,25.7754268251208,23.2684232084496,22.4197493443523
Q12929;A0A2R8YE63;A0A2R8Y4W2,Q12929;A0A2R8YE63;A0A2R8Y4W2,2;2;2,2;2;2,2;2;2,Epidermal growth factor receptor kinase substrate 8,EPS8,sp|Q12929|EPS8_HUMAN Epidermal growth factor receptor kinase substrate 8 OS=Homo sapiens OX=9606 GN=EPS8 PE=1 SV=1;tr|A0A2R8YE63|A0A2R8YE63_HUMAN Epidermal growth factor receptor kinase substrate 8 OS=Homo sapiens OX=9606 GN=EPS8 PE=1 SV=1;tr|A0A2R8Y4W2|A0,2,2,4.5,4.52842334622658,4.50098623350307,24.8186551160885,23.6346692689283
O15083;H7C4G9,O15083;H7C4G9,8;6,2;2,2;2,ERC protein 2,ERC2,sp|O15083|ERC2_HUMAN ERC protein 2 OS=Homo sapiens OX=9606 GN=ERC2 PE=1 SV=3;tr|H7C4G9|H7C4G9_HUMAN ERC protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=ERC2 PE=1 SV=1,8,2,6.5,24.4424672111156,24.9251776822893,24.8815703184077,24.2416177946756
P14921,P14921,2,2,2,Protein C-ets-1,ETS1,sp|P14921|ETS1_HUMAN Protein C-ets-1 OS=Homo sapiens OX=9606 GN=ETS1 PE=1 SV=1,2,2,7.9,24.0280834453947,25.8898080626868,4.41334328787,4.32921797042726
Q6P995,Q6P995,2,2,2,Protein FAM171B,FAM171B,sp|Q6P995|F171B_HUMAN Protein FAM171B OS=Homo sapiens OX=9606 GN=FAM171B PE=2 SV=3,2,2,3.6,4.52842334622658,4.50098623350307,24.8962906394933,23.7827679079175
C9JLW8;I3L2L5;I3L317;I3L4Q0,C9JLW8;I3L2L5;I3L317;I3L4Q0,2;2;2;2,2;2;2;2,2;2;2;2,Protein FAM195B,FAM195B,sp|C9JLW8|MCRI1_HUMAN Mapk-regulated corepressor-interacting protein 1 OS=Homo sapiens OX=9606 GN=MCRIP1 PE=1 SV=1;tr|I3L2L5|I3L2L5_HUMAN Mapk-regulated corepressor-interacting protein 1 OS=Homo sapiens OX=9606 GN=MCRIP1 PE=1 SV=1;tr|I3L317|I3L317_HUMAN Ma,2,2,20.6,4.52842334622658,4.50098623350307,23.1742472853396,23.0263267702138
Q9Y285;K7ER16;K7EK06;K7EPH2;K7ER00,Q9Y285;K7ER16;K7EK06;K7EPH2;K7ER00,2;2;1;1;1,2;2;1;1;1,2;2;1;1;1,Phenylalanine--tRNA ligase alpha subunit,FARSA,sp|Q9Y285|SYFA_HUMAN Phenylalanine--tRNA ligase alpha subunit OS=Homo sapiens OX=9606 GN=FARSA PE=1 SV=3;tr|K7ER16|K7ER16_HUMAN Phenylalanine--tRNA ligase alpha subunit OS=Homo sapiens OX=9606 GN=FARSA PE=1 SV=1;tr|K7EK06|K7EK06_HUMAN Phenylalanine--tRNA l,2,2,7.3,25.4232859907154,24.7802666155664,22.5995060973031,21.9395892572259
Q9NYY8,Q9NYY8,2,2,2,FAST kinase domain-containing protein 2,FASTKD2,"sp|Q9NYY8|FAKD2_HUMAN FAST kinase domain-containing protein 2, mitochondrial OS=Homo sapiens OX=9606 GN=FASTKD2 PE=1 SV=1",2,2,4.2,25.381196775815,25.53189779947,4.41334328787,4.32921797042726
Q14CZ7;D6RAR6;D6RC07;D6RHY4,Q14CZ7;D6RAR6;D6RC07;D6RHY4,2;2;1;1,2;2;1;1,2;2;1;1,FAST kinase domain-containing protein 3,FASTKD3,"sp|Q14CZ7|FAKD3_HUMAN FAST kinase domain-containing protein 3, mitochondrial OS=Homo sapiens OX=9606 GN=FASTKD3 PE=1 SV=2;tr|D6RAR6|D6RAR6_HUMAN FAST kinase domain-containing protein 3, mitochondrial OS=Homo sapiens OX=9606 GN=FASTKD3 PE=1 SV=1;tr|D6RC07|D",2,2,6.5,23.3352453154457,25.0135898386697,4.41334328787,4.32921797042726
Q6V0I7,Q6V0I7,2,2,2,Protocadherin Fat 4,FAT4,sp|Q6V0I7|FAT4_HUMAN Protocadherin Fat 4 OS=Homo sapiens OX=9606 GN=FAT4 PE=1 SV=2,2,2,0.9,4.52842334622658,4.50098623350307,29.7632083389711,23.5493372151286
P62861;E9PR30,P62861;E9PR30,2;2,2;2,2;2,40S ribosomal protein S30,FAU,sp|P62861|RS30_HUMAN 40S ribosomal protein S30 OS=Homo sapiens OX=9606 GN=FAU PE=1 SV=1;tr|E9PR30|E9PR30_HUMAN 40S ribosomal protein S30 OS=Homo sapiens OX=9606 GN=FAU PE=1 SV=1,2,2,18.6,25.7660522606115,25.4936583193252,25.1506208949026,24.8716883257178
Q0JRZ9;H0YAE2;H7BXJ4,Q0JRZ9;H0YAE2;H7BXJ4,2;1;1,2;1;1,2;1;1,F-BAR domain only protein 2,FCHO2,sp|Q0JRZ9|FCHO2_HUMAN F-BAR domain only protein 2 OS=Homo sapiens OX=9606 GN=FCHO2 PE=1 SV=2;tr|H0YAE2|H0YAE2_HUMAN F-BAR domain only protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=FCHO2 PE=1 SV=9;tr|H7BXJ4|H7BXJ4_HUMAN F-BAR domain only protein 2 OS=Homo,2,2,3.1,4.52842334622658,4.50098623350307,23.1259866214458,22.9616220848894
Q13642;A0A0D9SFI6;A0A0D9SFB0;Q5JXH9;A0A0D9SFZ9;Q5JXH8;Q5JXH7;Q5JXI3;Q5JXI2;Q5JXI8;A0A494C0D6;A0A494C0J3;A0A0D9SGD1;A0A0D9SGB2;Q5JXI0,Q13642;A0A0D9SFI6;A0A0D9SFB0;Q5JXH9;A0A0D9SFZ9;Q5JXH8;Q5JXH7;Q5JXI3;Q5JXI2;Q5JXI8;A0A494C0D6;A0A494C0J3;A0A0D9SGD1;A0A0D9SGB2;Q5JXI0,2;2;2;2;2;2;2;2;2;2;2;1;1;1;1,2;2;2;2;2;2;2;2;2;2;2;1;1;1;1,2;2;2;2;2;2;2;2;2;2;2;1;1;1;1,Four and a half LIM domains protein 1,FHL1,sp|Q13642|FHL1_HUMAN Four and a half LIM domains protein 1 OS=Homo sapiens OX=9606 GN=FHL1 PE=1 SV=4;tr|A0A0D9SFI6|A0A0D9SFI6_HUMAN Four and a half LIM domains protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=FHL1 PE=1 SV=1;tr|A0A0D9SFB0|A0A0D9SFB0_HUMAN Fo,2,2,5.9,23.0219477967195,23.8137224866112,24.5689469641965,24.8047911850015
Q13045;J3KS39;J3KS54,Q13045;J3KS39;J3KS54,2;1;1,2;1;1,2;1;1,Protein flightless-1 homolog,FLII,sp|Q13045|FLII_HUMAN Protein flightless-1 homolog OS=Homo sapiens OX=9606 GN=FLII PE=1 SV=2;tr|J3KS39|J3KS39_HUMAN Protein flightless-1 homolog OS=Homo sapiens OX=9606 GN=FLII PE=1 SV=1;tr|J3KS54|J3KS54_HUMAN Protein flightless-1 homolog OS=Homo sapiens OX,2,2,2.1,23.9858989340367,22.7547268741653,23.2868668026721,22.9321610513564
Q60FE5;A0A087WWY3,Q60FE5;A0A087WWY3,214;176,2;2,2;2,,FLNA,tr|Q60FE5|Q60FE5_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=1;tr|A0A087WWY3|A0A087WWY3_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=1,214,2,77.9,31.9821995005993,31.9863085362945,30.4711151495626,30.9903720871198
Q06787;R9WNI0;A8MQB8;G3V0J0;Q8IXW7;A0A087WXI3;A0A087WWR6;A0A087WY29;A0A087X1M7;A0A087WWU4,Q06787;R9WNI0;A8MQB8;G3V0J0;Q8IXW7;A0A087WXI3;A0A087WWR6;A0A087WY29,4;4;4;4;3;3;2;2;1;1,2;2;2;2;2;2;1;1;1;1,2;2;2;2;2;2;1;1;1;1,Fragile X mental retardation protein 1,FMR1,sp|Q06787|FMR1_HUMAN Synaptic functional regulator FMR1 OS=Homo sapiens OX=9606 GN=FMR1 PE=1 SV=1;tr|R9WNI0|R9WNI0_HUMAN Fragile X mental retardation 1 OS=Homo sapiens OX=9606 GN=FMR1 PE=1 SV=1;tr|A8MQB8|A8MQB8_HUMAN Synaptic functional regulator FMR1 OS=H,4,2,7.9,4.52842334622658,4.50098623350307,23.6332285132463,22.2837903616895
Q5T0N5;A0A075B6Q2;S4R347,Q5T0N5;A0A075B6Q2;S4R347,2;2;2,2;2;2,2;2;2,Formin-binding protein 1-like,FNBP1L,sp|Q5T0N5|FBP1L_HUMAN Formin-binding protein 1-like OS=Homo sapiens OX=9606 GN=FNBP1L PE=1 SV=3;tr|A0A075B6Q2|A0A075B6Q2_HUMAN Formin-binding protein 1-like (Fragment) OS=Homo sapiens OX=9606 GN=FNBP1L PE=1 SV=1;tr|S4R347|S4R347_HUMAN Formin-binding protei,2,2,5.1,4.52842334622658,4.50098623350307,23.8538615791625,22.1381180275846
Q08050;H0YG99;A0A0D9SFF0,Q08050;H0YG99;A0A0D9SFF0,2;1;1,2;1;1,2;1;1,Forkhead box protein M1,FOXM1,sp|Q08050|FOXM1_HUMAN Forkhead box protein M1 OS=Homo sapiens OX=9606 GN=FOXM1 PE=1 SV=3;tr|H0YG99|H0YG99_HUMAN Forkhead box protein M1 (Fragment) OS=Homo sapiens OX=9606 GN=FOXM1 PE=1 SV=1;tr|A0A0D9SFF0|A0A0D9SFF0_HUMAN Forkhead box protein M1 OS=Homo sap,2,2,5.1,25.0444354779874,25.2330098905516,23.7940199606498,23.9088102973451
Q14331;E9PRR7,Q14331;E9PRR7,2;2,2;2,2;2,Protein FRG1,FRG1,sp|Q14331|FRG1_HUMAN Protein FRG1 OS=Homo sapiens OX=9606 GN=FRG1 PE=1 SV=1;tr|E9PRR7|E9PRR7_HUMAN Protein FRG1 (Fragment) OS=Homo sapiens OX=9606 GN=FRG1 PE=1 SV=1,2,2,12.0,25.7318340295066,25.9918754071879,4.41334328787,4.32921797042726
Q16658;C9JPH9;C9JFC0;A0A0A0MSB2,Q16658;C9JPH9;C9JFC0;A0A0A0MSB2,2;1;1;1,2;1;1;1,2;1;1;1,Fascin,FSCN1,sp|Q16658|FSCN1_HUMAN Fascin OS=Homo sapiens OX=9606 GN=FSCN1 PE=1 SV=3;tr|C9JPH9|C9JPH9_HUMAN Fascin (Fragment) OS=Homo sapiens OX=9606 GN=FSCN1 PE=1 SV=1;tr|C9JFC0|C9JFC0_HUMAN Fascin (Fragment) OS=Homo sapiens OX=9606 GN=FSCN1 PE=1 SV=1;tr|A0A0A0MSB2|A0,2,2,5.3,25.3636594265228,25.0580872090134,4.41334328787,4.32921797042726
Q5CZC0,Q5CZC0,2,2,2,Fibrous sheath-interacting protein 2,FSIP2,sp|Q5CZC0|FSIP2_HUMAN Fibrous sheath-interacting protein 2 OS=Homo sapiens OX=9606 GN=FSIP2 PE=2 SV=4,2,2,0.3,23.8146506672184,22.6209348303945,23.6231027342434,23.729264745243
C9JSZ1,C9JSZ1,8,2,2,,FUBP1,tr|C9JSZ1|C9JSZ1_HUMAN Far upstream element-binding protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=FUBP1 PE=1 SV=1,8,2,44.4,23.2614097458548,24.0063368151753,23.6778813357496,23.6104529851373
P51116,P51116,6,3,2,Fragile X mental retardation syndrome-related protein 2,FXR2,sp|P51116|FXR2_HUMAN Fragile X mental retardation syndrome-related protein 2 OS=Homo sapiens OX=9606 GN=FXR2 PE=1 SV=2,6,2,10.5,4.52842334622658,4.50098623350307,24.9732058203012,23.1876583456248
Q14697;F5H6X6;E9PKU7,Q14697;F5H6X6;E9PKU7,2;2;2,2;2;2,2;2;2,Neutral alpha-glucosidase AB,GANAB,sp|Q14697|GANAB_HUMAN Neutral alpha-glucosidase AB OS=Homo sapiens OX=9606 GN=GANAB PE=1 SV=3;tr|F5H6X6|F5H6X6_HUMAN Neutral alpha-glucosidase AB OS=Homo sapiens OX=9606 GN=GANAB PE=1 SV=1;tr|E9PKU7|E9PKU7_HUMAN Neutral alpha-glucosidase AB OS=Homo sapiens,2,2,2.9,24.3931626091121,25.1611564920648,4.41334328787,4.32921797042726
