Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity RBBP4_N1,Intensity RBBP4_N2,Intensity U2OS-BirA-alone_N1,Intensity U2OS-BirA-alone_N2
Q5HYN5;Q5DJT8;P0DMU8;Q8NHU0;P0DMV2;P0DMV1;P0DMV0;P0DMU9;P0DMU7,Q5HYN5;Q5DJT8;P0DMU8;Q8NHU0;P0DMV2;P0DMV1;P0DMV0;P0DMU9;P0DMU7,2;2;2;2;2;2;2;2;2,2;2;2;2;2;2;2;2;2,2;2;2;2;2;2;2;2;2,Cancer/testis antigen family 45 member A1;Cancer/testis antigen family 45 member A2;Cancer/testis antigen family 45 member A5;Cancer/testis antigen family 45 member A3;Cancer/testis antigen family 45 member A9;Cancer/testis antigen family 45 member A8;Cancer/testis antigen family 45 member A7;Cancer/testis antigen family 45 member A10;Cancer/testis antigen family 45 member A6,CT45A1;CT45A2;CT45A5;CT45A3;CT45A9;CT45A8;CT45A7;CT45A10;CT45A6,sp|Q5HYN5|CT451_HUMAN Cancer/testis antigen family 45 member A1 OS=Homo sapiens OX=9606 GN=CT45A1 PE=1 SV=1;sp|Q5DJT8|CT452_HUMAN Cancer/testis antigen family 45 member A2 OS=Homo sapiens OX=9606 GN=CT45A2 PE=2 SV=3;sp|P0DMU8|CT455_HUMAN Cancer/testis anti,2,2,11.6,4.31753116899141,4.15777444202647,23.8013412925756,24.5952547492903
Q9H467,Q9H467,2,2,2,CUE domain-containing protein 2,CUEDC2,sp|Q9H467|CUED2_HUMAN CUE domain-containing protein 2 OS=Homo sapiens OX=9606 GN=CUEDC2 PE=1 SV=1,2,2,7.0,4.31753116899141,4.15777444202647,23.6549086895753,22.1812262789066
P39880;A0A2R8Y8D0,P39880,38;5,38;5,2;0,Homeobox protein cut-like 1,CUX1,sp|P39880|CUX1_HUMAN Homeobox protein cut-like 1 OS=Homo sapiens OX=9606 GN=CUX1 PE=1 SV=3,38,2,30.6,29.5500458431576,27.9324136508914,23.1010446624755,23.6879514244439
Q6UX04;D6REK3,Q6UX04;D6REK3,2;2,2;2,2;2,Peptidyl-prolyl cis-trans isomerase CWC27 homolog,CWC27,sp|Q6UX04|CWC27_HUMAN Spliceosome-associated protein CWC27 homolog OS=Homo sapiens OX=9606 GN=CWC27 PE=1 SV=1;tr|D6REK3|D6REK3_HUMAN Spliceosome-associated protein CWC27 homolog OS=Homo sapiens OX=9606 GN=CWC27 PE=1 SV=1,2,2,5.9,4.31753116899141,4.15777444202647,25.4682431868939,25.3817240666834
P78310,P78310,2,2,2,Coxsackievirus and adenovirus receptor,CXADR,sp|P78310|CXAR_HUMAN Coxsackievirus and adenovirus receptor OS=Homo sapiens OX=9606 GN=CXADR PE=1 SV=1,2,2,7.9,4.31753116899141,4.15777444202647,24.5744433927687,24.0617294437298
Q96F07;E7EVJ5;E7EW33;H7C229;A0A087WVE1;A0A087WTQ3;A0A087WWZ1,Q96F07;E7EVJ5;E7EW33;H7C229,4;4;3;3;1;1;1,2;2;2;2;0;0;0,2;2;2;2;0;0;0,Cytoplasmic FMR1-interacting protein 2,CYFIP2,sp|Q96F07|CYFP2_HUMAN Cytoplasmic FMR1-interacting protein 2 OS=Homo sapiens OX=9606 GN=CYFIP2 PE=1 SV=2;tr|E7EVJ5|E7EVJ5_HUMAN Cytoplasmic FMR1-interacting protein OS=Homo sapiens OX=9606 GN=CYFIP2 PE=1 SV=1;tr|E7EW33|E7EW33_HUMAN Cytoplasmic FMR1-interac,4,2,3.6,4.31753116899141,4.15777444202647,21.6644889514324,23.2702782144449
Q9NQI0;D6RCM4,Q9NQI0;D6RCM4,4;3,2;1,2;1,Probable ATP-dependent RNA helicase DDX4,DDX4,sp|Q9NQI0|DDX4_HUMAN Probable ATP-dependent RNA helicase DDX4 OS=Homo sapiens OX=9606 GN=DDX4 PE=1 SV=2;tr|D6RCM4|D6RCM4_HUMAN Probable ATP-dependent RNA helicase DDX4 (Fragment) OS=Homo sapiens OX=9606 GN=DDX4 PE=1 SV=1,4,2,5.8,25.4250878174431,24.0489311554788,25.2754027409452,25.1006197131985
Q9NXZ2,Q9NXZ2,2,2,2,Probable ATP-dependent RNA helicase DDX43,DDX43,sp|Q9NXZ2|DDX43_HUMAN Probable ATP-dependent RNA helicase DDX43 OS=Homo sapiens OX=9606 GN=DDX43 PE=1 SV=2,2,2,3.5,4.31753116899141,4.15777444202647,24.3036823373968,22.85918062675
P35659;D6R9L5;H0Y8X0;A0A494C198;H0Y993;B4DFG0;A0A494C028,P35659;D6R9L5;H0Y8X0;A0A494C198;H0Y993;B4DFG0;A0A494C028,2;2;2;2;2;1;1,2;2;2;2;2;1;1,2;2;2;2;2;1;1,Protein DEK,DEK,sp|P35659|DEK_HUMAN Protein DEK OS=Homo sapiens OX=9606 GN=DEK PE=1 SV=1;tr|D6R9L5|D6R9L5_HUMAN Protein DEK OS=Homo sapiens OX=9606 GN=DEK PE=1 SV=2;tr|H0Y8X0|H0Y8X0_HUMAN Protein DEK OS=Homo sapiens OX=9606 GN=DEK PE=1 SV=2;tr|A0A494C198|A0A494C198_HUMAN,2,2,8.3,25.3368121665472,23.9040434170509,24.2476929220093,22.8914870660134
P11532;A0A087WV90;A0A5H1ZRP8;A0A087WTU7;A0A075B6G3;H0Y3E8;A0A5H1ZRP7;A0A5H1ZRR9;A0A5H1ZRQ1;A0A5H1ZRP9;A0A5H1ZRQ8;H0Y304,P11532;A0A087WV90;A0A5H1ZRP8;A0A087WTU7;A0A075B6G3,3;3;3;3;3;1;1;1;1;1;1;1,2;2;2;2;2;1;1;1;1;1;1;1,2;2;2;2;2;1;1;1;1;1;1;1,Dystrophin,DMD,sp|P11532|DMD_HUMAN Dystrophin OS=Homo sapiens OX=9606 GN=DMD PE=1 SV=3;tr|A0A087WV90|A0A087WV90_HUMAN Dystrophin OS=Homo sapiens OX=9606 GN=DMD PE=1 SV=1;tr|A0A5H1ZRP8|A0A5H1ZRP8_HUMAN Dystrophin OS=Homo sapiens OX=9606 GN=DMD PE=1 SV=1;tr|A0A087WTU7|A0A0,3,2,0.9,22.1487682595114,21.7806514132422,24.8786725939553,24.0174180849729
Q8N4W6,Q8N4W6,2,2,2,DnaJ homolog subfamily C member 22,DNAJC22,sp|Q8N4W6|DJC22_HUMAN DnaJ homolog subfamily C member 22 OS=Homo sapiens OX=9606 GN=DNAJC22 PE=1 SV=1,2,2,8.2,4.31753116899141,4.15777444202647,25.0808685872898,24.3789646600901
Q05193;A0A1B0GU67;A0A0D9SFB1;A0A0U1RQP1;A0A0D9SFE4;P50570;Q9UQ16;A0A1B0GUX5;E5RIK2;E5RHK8,Q05193;A0A1B0GU67;A0A0D9SFB1;A0A0U1RQP1;A0A0D9SFE4;P50570;Q9UQ16;A0A1B0GUX5;E5RIK2;E5RHK8,2;2;2;2;2;1;1;1;1;1,2;2;2;2;2;1;1;1;1;1,2;2;2;2;2;1;1;1;1;1,Dynamin-1;Dynamin-2;Dynamin-3,DNM1;DNM2;DNM3,sp|Q05193|DYN1_HUMAN Dynamin-1 OS=Homo sapiens OX=9606 GN=DNM1 PE=1 SV=2;tr|A0A1B0GU67|A0A1B0GU67_HUMAN Dynamin-1 (Fragment) OS=Homo sapiens OX=9606 GN=DNM1 PE=1 SV=1;tr|A0A0D9SFB1|A0A0D9SFB1_HUMAN Dynamin-1 OS=Homo sapiens OX=9606 GN=DNM1 PE=1 SV=1;tr|A0A,2,2,2.4,4.31753116899141,4.15777444202647,22.7722332125255,23.748270663641
P55039;A8MZF9;J3QL90;J3KRL5;J3QR71;J3QKV7;J3QRI9;J3QKW7,P55039;A8MZF9;J3QL90;J3KRL5;J3QR71;J3QKV7;J3QRI9;J3QKW7,2;1;1;1;1;1;1;1,2;1;1;1;1;1;1;1,2;1;1;1;1;1;1;1,Developmentally-regulated GTP-binding protein 2,DRG2,sp|P55039|DRG2_HUMAN Developmentally-regulated GTP-binding protein 2 OS=Homo sapiens OX=9606 GN=DRG2 PE=1 SV=1;tr|A8MZF9|A8MZF9_HUMAN Developmentally-regulated GTP-binding protein 2 OS=Homo sapiens OX=9606 GN=DRG2 PE=1 SV=1;tr|J3QL90|J3QL90_HUMAN Developme,2,2,5.8,4.31753116899141,4.15777444202647,23.0084183631855,23.8900400855633
Q08554,Q08554,2,2,2,Desmocollin-1,DSC1,sp|Q08554|DSC1_HUMAN Desmocollin-1 OS=Homo sapiens OX=9606 GN=DSC1 PE=1 SV=2,2,2,3.1,25.1035359424025,24.6094713987047,4.51593238036728,4.43639371883917
P51452;K7ES89,P51452;K7ES89,2;1,2;1,2;1,Dual specificity protein phosphatase 3,DUSP3,sp|P51452|DUS3_HUMAN Dual specificity protein phosphatase 3 OS=Homo sapiens OX=9606 GN=DUSP3 PE=1 SV=1;tr|K7ES89|K7ES89_HUMAN Dual specificity protein phosphatase (Fragment) OS=Homo sapiens OX=9606 GN=DUSP3 PE=1 SV=1,2,2,14.6,4.31753116899141,4.15777444202647,23.7209848377199,24.3778909763675
P42892;B4DKB2;A0A3B3ISF9;E9PN99;E9PHZ1,P42892;B4DKB2;A0A3B3ISF9;E9PN99;E9PHZ1,2;2;2;1;1,2;2;2;1;1,2;2;2;1;1,Endothelin-converting enzyme 1,ECE1,sp|P42892|ECE1_HUMAN Endothelin-converting enzyme 1 OS=Homo sapiens OX=9606 GN=ECE1 PE=1 SV=2;tr|B4DKB2|B4DKB2_HUMAN Endothelin-converting enzyme 1 OS=Homo sapiens OX=9606 GN=ECE1 PE=1 SV=1;tr|A0A3B3ISF9|A0A3B3ISF9_HUMAN Endothelin-converting enzyme 1 OS=H,2,2,6.5,4.31753116899141,4.15777444202647,20.6856864288762,24.9021001575754
Q96F86;H3BPN4,Q96F86;H3BPN4,2;1,2;1,2;1,Enhancer of mRNA-decapping protein 3,EDC3,sp|Q96F86|EDC3_HUMAN Enhancer of mRNA-decapping protein 3 OS=Homo sapiens OX=9606 GN=EDC3 PE=1 SV=1;tr|H3BPN4|H3BPN4_HUMAN Enhancer of mRNA-decapping protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=EDC3 PE=1 SV=1,2,2,4.3,4.31753116899141,4.15777444202647,23.9500247098922,24.2256010933299
O60869,O60869,2,2,2,Endothelial differentiation-related factor 1,EDF1,sp|O60869|EDF1_HUMAN Endothelial differentiation-related factor 1 OS=Homo sapiens OX=9606 GN=EDF1 PE=1 SV=1,2,2,18.2,23.7883551156123,22.904511954834,25.6716866121573,25.631481052565
Q9GZT9;Q9H6Z9;G3V3M1;A0A590UJK7;F8W1G2;A0A590UJT7;A0A590UJ78,Q9GZT9;Q9H6Z9;G3V3M1;A0A590UJK7;F8W1G2;A0A590UJT7;A0A590UJ78,2;1;1;1;1;1;1,2;1;1;1;1;1;1,2;1;1;1;1;1;1,Egl nine homolog 1;Egl nine homolog 3,EGLN1;EGLN3,sp|Q9GZT9|EGLN1_HUMAN Egl nine homolog 1 OS=Homo sapiens OX=9606 GN=EGLN1 PE=1 SV=1;sp|Q9H6Z9|EGLN3_HUMAN Prolyl hydroxylase EGLN3 OS=Homo sapiens OX=9606 GN=EGLN3 PE=1 SV=1;tr|G3V3M1|G3V3M1_HUMAN Egl nine homolog 3 (Fragment) OS=Homo sapiens OX=9606 GN=EG,2,2,7.5,4.31753116899141,4.15777444202647,23.4909380113479,22.4899586680496
Q7L2H7;E9PRI2;E9PN86;E7ESM3;J3KNJ2,Q7L2H7;E9PRI2;E9PN86;E7ESM3;J3KNJ2,2;1;1;1;1,2;1;1;1;1,2;1;1;1;1,Eukaryotic translation initiation factor 3 subunit M,EIF3M,sp|Q7L2H7|EIF3M_HUMAN Eukaryotic translation initiation factor 3 subunit M OS=Homo sapiens OX=9606 GN=EIF3M PE=1 SV=1;tr|E9PRI2|E9PRI2_HUMAN Eukaryotic translation initiation factor 3 subunit M OS=Homo sapiens OX=9606 GN=EIF3M PE=1 SV=1;tr|E9PN86|E9PN86_HU,2,2,8.3,4.31753116899141,4.15777444202647,24.2185975266551,23.9590765261506
O95208;F6PQP6;E9PBC1;I3L2B2;I3L356;I3L2H1,O95208;F6PQP6;E9PBC1;I3L2B2;I3L356;I3L2H1,2;2;2;2;1;1,2;2;2;2;1;1,2;2;2;2;1;1,Epsin-2,EPN2,sp|O95208|EPN2_HUMAN Epsin-2 OS=Homo sapiens OX=9606 GN=EPN2 PE=1 SV=3;tr|F6PQP6|F6PQP6_HUMAN Epsin-2 (Fragment) OS=Homo sapiens OX=9606 GN=EPN2 PE=1 SV=8;tr|E9PBC1|E9PBC1_HUMAN Epsin-2 OS=Homo sapiens OX=9606 GN=EPN2 PE=1 SV=1;tr|I3L2B2|I3L2B2_HUMAN Epsin,2,2,3.1,4.31753116899141,4.15777444202647,24.5762591811886,23.7462215261033
P58107;A0A075B730,P58107;A0A075B730,6;6,2;2,2;2,Epiplakin,EPPK1,sp|P58107|EPIPL_HUMAN Epiplakin OS=Homo sapiens OX=9606 GN=EPPK1 PE=1 SV=3;tr|A0A075B730|A0A075B730_HUMAN Epiplakin OS=Homo sapiens OX=9606 GN=EPPK1 PE=1 SV=2,6,2,5.7,24.7816678735211,23.16156559115,23.2684232084496,22.4197493443523
Q12929;A0A2R8YE63;A0A2R8Y4W2,Q12929;A0A2R8YE63;A0A2R8Y4W2,2;2;2,2;2;2,2;2;2,Epidermal growth factor receptor kinase substrate 8,EPS8,sp|Q12929|EPS8_HUMAN Epidermal growth factor receptor kinase substrate 8 OS=Homo sapiens OX=9606 GN=EPS8 PE=1 SV=1;tr|A0A2R8YE63|A0A2R8YE63_HUMAN Epidermal growth factor receptor kinase substrate 8 OS=Homo sapiens OX=9606 GN=EPS8 PE=1 SV=1;tr|A0A2R8Y4W2|A0,2,2,4.5,4.31753116899141,4.15777444202647,24.8186551160885,23.6346692689283
O15083;H7C4G9,O15083;H7C4G9,8;6,2;2,2;2,ERC protein 2,ERC2,sp|O15083|ERC2_HUMAN ERC protein 2 OS=Homo sapiens OX=9606 GN=ERC2 PE=1 SV=3;tr|H7C4G9|H7C4G9_HUMAN ERC protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=ERC2 PE=1 SV=1,8,2,6.5,4.31753116899141,4.15777444202647,24.8815703184077,24.2416177946756
G3V279;P84090,G3V279;P84090,2;1,2;1,2;1,Enhancer of rudimentary homolog,ERH,tr|G3V279|G3V279_HUMAN Enhancer of rudimentary homolog OS=Homo sapiens OX=9606 GN=ERH PE=1 SV=1;sp|P84090|ERH_HUMAN Enhancer of rudimentary homolog OS=Homo sapiens OX=9606 GN=ERH PE=1 SV=1,2,2,57.7,4.31753116899141,4.15777444202647,25.1032958134005,25.3850532249545
P61578;Q69384;Q69383;P61579;P61575;P61574;P61573;P61572;P61570;Q9UKH3;Q902F9;Q902F8;O71037,P61578,3;1;1;1;1;1;1;1;1;1;1;1;1,3;1;1;1;1;1;1;1;1;1;1;1;1,2;0;0;0;0;0;0;0;0;0;0;0;0,Endogenous retrovirus group K member 16 Rec protein,ERVK-16,sp|P61578|REC16_HUMAN Endogenous retrovirus group K member 16 Rec protein OS=Homo sapiens OX=9606 GN=ERVK-16 PE=1 SV=1,3,2,28.6,4.31753116899141,4.15777444202647,23.7766571188283,22.807328977013
Q92817;K7EKI0;A8MZ36,Q92817;K7EKI0;A8MZ36,2;2;1,2;2;1,2;2;1,Envoplakin;Envoplakin-like protein,EVPL;EVPLL,sp|Q92817|EVPL_HUMAN Envoplakin OS=Homo sapiens OX=9606 GN=EVPL PE=1 SV=3;tr|K7EKI0|K7EKI0_HUMAN Envoplakin OS=Homo sapiens OX=9606 GN=EVPL PE=1 SV=1;sp|A8MZ36|EVPLL_HUMAN Envoplakin-like protein OS=Homo sapiens OX=9606 GN=EVPLL PE=2 SV=1,2,2,1.4,25.1380670626611,22.7628783469462,29.2878224442474,29.2538798291949
Q6P995,Q6P995,2,2,2,Protein FAM171B,FAM171B,sp|Q6P995|F171B_HUMAN Protein FAM171B OS=Homo sapiens OX=9606 GN=FAM171B PE=2 SV=3,2,2,3.6,4.31753116899141,4.15777444202647,24.8962906394933,23.7827679079175
Q15884;A0A0A0MR12,Q15884;A0A0A0MR12,2;2,2;2,2;2,Protein FAM189A2,FAM189A2,sp|Q15884|F1892_HUMAN Protein FAM189A2 OS=Homo sapiens OX=9606 GN=FAM189A2 PE=1 SV=3;tr|A0A0A0MR12|A0A0A0MR12_HUMAN Protein FAM189A2 OS=Homo sapiens OX=9606 GN=FAM189A2 PE=1 SV=2,2,2,6.9,26.5415598645369,25.377725527791,22.5551077214977,22.113656969413
C9JLW8;I3L2L5;I3L317;I3L4Q0,C9JLW8;I3L2L5;I3L317;I3L4Q0,2;2;2;2,2;2;2;2,2;2;2;2,Protein FAM195B,FAM195B,sp|C9JLW8|MCRI1_HUMAN Mapk-regulated corepressor-interacting protein 1 OS=Homo sapiens OX=9606 GN=MCRIP1 PE=1 SV=1;tr|I3L2L5|I3L2L5_HUMAN Mapk-regulated corepressor-interacting protein 1 OS=Homo sapiens OX=9606 GN=MCRIP1 PE=1 SV=1;tr|I3L317|I3L317_HUMAN Ma,2,2,20.6,4.31753116899141,4.15777444202647,23.1742472853396,24.4543376522878
Q6V0I7,Q6V0I7,2,2,2,Protocadherin Fat 4,FAT4,sp|Q6V0I7|FAT4_HUMAN Protocadherin Fat 4 OS=Homo sapiens OX=9606 GN=FAT4 PE=1 SV=2,2,2,0.9,4.31753116899141,4.15777444202647,29.7632083389711,23.5493372151286
P62861;E9PR30,P62861;E9PR30,2;2,2;2,2;2,40S ribosomal protein S30,FAU,sp|P62861|RS30_HUMAN 40S ribosomal protein S30 OS=Homo sapiens OX=9606 GN=FAU PE=1 SV=1;tr|E9PR30|E9PR30_HUMAN 40S ribosomal protein S30 OS=Homo sapiens OX=9606 GN=FAU PE=1 SV=1,2,2,18.6,24.904353111806,23.7339791558945,25.1506208949026,24.8716883257178
Q0JRZ9;H0YAE2;H7BXJ4,Q0JRZ9;H0YAE2;H7BXJ4,2;1;1,2;1;1,2;1;1,F-BAR domain only protein 2,FCHO2,sp|Q0JRZ9|FCHO2_HUMAN F-BAR domain only protein 2 OS=Homo sapiens OX=9606 GN=FCHO2 PE=1 SV=2;tr|H0YAE2|H0YAE2_HUMAN F-BAR domain only protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=FCHO2 PE=1 SV=9;tr|H7BXJ4|H7BXJ4_HUMAN F-BAR domain only protein 2 OS=Homo,2,2,3.1,4.31753116899141,4.15777444202647,23.1259866214458,22.9616220848894
Q13642;A0A0D9SFI6;A0A0D9SFB0;Q5JXH9;A0A0D9SFZ9;Q5JXH8;Q5JXH7;Q5JXI3;Q5JXI2;Q5JXI8;A0A494C0D6;A0A494C0J3;A0A0D9SGD1;A0A0D9SGB2;Q5JXI0,Q13642;A0A0D9SFI6;A0A0D9SFB0;Q5JXH9;A0A0D9SFZ9;Q5JXH8;Q5JXH7;Q5JXI3;Q5JXI2;Q5JXI8;A0A494C0D6;A0A494C0J3;A0A0D9SGD1;A0A0D9SGB2;Q5JXI0,2;2;2;2;2;2;2;2;2;2;2;1;1;1;1,2;2;2;2;2;2;2;2;2;2;2;1;1;1;1,2;2;2;2;2;2;2;2;2;2;2;1;1;1;1,Four and a half LIM domains protein 1,FHL1,sp|Q13642|FHL1_HUMAN Four and a half LIM domains protein 1 OS=Homo sapiens OX=9606 GN=FHL1 PE=1 SV=4;tr|A0A0D9SFI6|A0A0D9SFI6_HUMAN Four and a half LIM domains protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=FHL1 PE=1 SV=1;tr|A0A0D9SFB0|A0A0D9SFB0_HUMAN Fo,2,2,5.9,4.31753116899141,4.15777444202647,24.5689469641965,24.8047911850015
Q60FE5;A0A087WWY3,Q60FE5;A0A087WWY3,175;142,2;2,2;2,,FLNA,tr|Q60FE5|Q60FE5_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=1;tr|A0A087WWY3|A0A087WWY3_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=1,175,2,72.9,29.1664578340908,27.4903719095785,30.4711151495626,30.9903720871198
Q06787;R9WNI0;A8MQB8;G3V0J0;Q8IXW7;A0A087WXI3;A0A087WWR6;A0A087WY29;A0A087X1M7;A0A087WWU4,Q06787;R9WNI0;A8MQB8;G3V0J0;Q8IXW7;A0A087WXI3;A0A087WWR6;A0A087WY29,4;4;4;4;3;3;2;2;1;1,2;2;2;2;2;2;1;1;1;1,2;2;2;2;2;2;1;1;1;1,Fragile X mental retardation protein 1,FMR1,sp|Q06787|FMR1_HUMAN Synaptic functional regulator FMR1 OS=Homo sapiens OX=9606 GN=FMR1 PE=1 SV=1;tr|R9WNI0|R9WNI0_HUMAN Fragile X mental retardation 1 OS=Homo sapiens OX=9606 GN=FMR1 PE=1 SV=1;tr|A8MQB8|A8MQB8_HUMAN Synaptic functional regulator FMR1 OS=H,4,2,7.9,4.31753116899141,4.15777444202647,23.6332285132463,22.2837903616895
Q9HA64;I3L2G3;I3L139,Q9HA64;I3L2G3;I3L139,2;2;1,2;2;1,2;2;1,Ketosamine-3-kinase,FN3KRP,sp|Q9HA64|KT3K_HUMAN Ketosamine-3-kinase OS=Homo sapiens OX=9606 GN=FN3KRP PE=1 SV=2;tr|I3L2G3|I3L2G3_HUMAN Ketosamine-3-kinase (Fragment) OS=Homo sapiens OX=9606 GN=FN3KRP PE=1 SV=1;tr|I3L139|I3L139_HUMAN Ketosamine-3-kinase OS=Homo sapiens OX=9606 GN=FN3,2,2,8.4,24.4431631108616,23.4887335533014,4.51593238036728,4.43639371883917
Q9Y2H6;H7C507;A0A087X1M6;G5E9X3,Q9Y2H6;H7C507;A0A087X1M6;G5E9X3,2;1;1;1,2;1;1;1,2;1;1;1,Fibronectin type-III domain-containing protein 3A,FNDC3A,sp|Q9Y2H6|FND3A_HUMAN Fibronectin type-III domain-containing protein 3A OS=Homo sapiens OX=9606 GN=FNDC3A PE=1 SV=4;tr|H7C507|H7C507_HUMAN Fibronectin type-III domain-containing protein 3A (Fragment) OS=Homo sapiens OX=9606 GN=FNDC3A PE=1 SV=1;tr|A0A087X1M,2,2,3.0,4.31753116899141,4.15777444202647,23.6713086818261,24.2073950971306
P15407,P15407,2,2,2,Fos-related antigen 1,FOSL1,sp|P15407|FOSL1_HUMAN Fos-related antigen 1 OS=Homo sapiens OX=9606 GN=FOSL1 PE=1 SV=1,2,2,11.4,4.31753116899141,4.15777444202647,24.4896524868815,24.6611213397781
P51116,P51116,5,3,2,Fragile X mental retardation syndrome-related protein 2,FXR2,sp|P51116|FXR2_HUMAN Fragile X mental retardation syndrome-related protein 2 OS=Homo sapiens OX=9606 GN=FXR2 PE=1 SV=2,5,2,9.8,4.31753116899141,4.15777444202647,24.9732058203012,23.1876583456248
Q9HCQ5;J3KNN1;F5H557;H3BM10,Q9HCQ5;J3KNN1;F5H557;H3BM10,2;2;1;1,2;2;1;1,2;2;1;1,Polypeptide N-acetylgalactosaminyltransferase 9;Polypeptide N-acetylgalactosaminyltransferase,GALNT9,sp|Q9HCQ5|GALT9_HUMAN Polypeptide N-acetylgalactosaminyltransferase 9 OS=Homo sapiens OX=9606 GN=GALNT9 PE=1 SV=3;tr|J3KNN1|J3KNN1_HUMAN Polypeptide N-acetylgalactosaminyltransferase OS=Homo sapiens OX=9606 GN=GALNT9 PE=1 SV=1;tr|F5H557|F5H557_HUMAN Polype,2,2,7.8,4.31753116899141,4.15777444202647,23.1049483301475,22.2527751362941
H8Y6P7;P0CAP2;Q9BZD3;P0CAP1,H8Y6P7;P0CAP2;Q9BZD3;P0CAP1,2;1;1;1,2;1;1;1,2;1;1;1,DNA-directed RNA polymerase II subunit GRINL1A;Putative GRINL1B complex locus protein 2;Myocardial zonula adherens protein,GCOM1;POLR2M;GCOM2;MYZAP,tr|H8Y6P7|H8Y6P7_HUMAN GRINL1A combined protein 15 OS=Homo sapiens OX=9606 GN=GCOM1 PE=2 SV=1;sp|P0CAP2|GRL1A_HUMAN DNA-directed RNA polymerase II subunit GRINL1A OS=Homo sapiens OX=9606 GN=POLR2M PE=1 SV=1;sp|Q9BZD3|GCOM2_HUMAN Putative GRINL1B complex lo,2,2,3.3,4.31753116899141,4.15777444202647,23.4754355958402,22.1372738617277
Q92990;M0QX84;M0QXG8,Q92990;M0QX84;M0QXG8,2;1;1,2;1;1,2;1;1,Glomulin,GLMN,sp|Q92990|GLMN_HUMAN Glomulin OS=Homo sapiens OX=9606 GN=GLMN PE=1 SV=2;tr|M0QX84|M0QX84_HUMAN Glomulin (Fragment) OS=Homo sapiens OX=9606 GN=GLMN PE=1 SV=1;tr|M0QXG8|M0QXG8_HUMAN Glomulin (Fragment) OS=Homo sapiens OX=9606 GN=GLMN PE=1 SV=2,2,2,3.5,4.31753116899141,4.15777444202647,24.1801793028267,23.7201498843343
Q8N9W4;H3BS38,Q8N9W4;H3BS38,3;3,3;3,2;2,Golgin subfamily A member 6-like protein 2,GOLGA6L2,sp|Q8N9W4|GG6L2_HUMAN Golgin subfamily A member 6-like protein 2 OS=Homo sapiens OX=9606 GN=GOLGA6L2 PE=1 SV=3;tr|H3BS38|H3BS38_HUMAN Golgin subfamily A member 6-like protein 2 OS=Homo sapiens OX=9606 GN=GOLGA6L2 PE=1 SV=1,3,2,3.4,27.8039664255518,25.839676041555,23.2519806975274,21.6448684684032
Q8IYD1,Q8IYD1,7,2,2,Eukaryotic peptide chain release factor GTP-binding subunit ERF3B,GSPT2,sp|Q8IYD1|ERF3B_HUMAN Eukaryotic peptide chain release factor GTP-binding subunit ERF3B OS=Homo sapiens OX=9606 GN=GSPT2 PE=1 SV=2,7,2,12.3,4.31753116899141,4.15777444202647,25.1480234344689,24.9875016979316
Q8NEC7;D6RCC4;D6RCC9;D6R9W2,Q8NEC7;D6RCC4;D6RCC9;D6R9W2,2;1;1;1,2;1;1;1,2;1;1;1,Glutathione S-transferase C-terminal domain-containing protein,GSTCD,sp|Q8NEC7|GSTCD_HUMAN Glutathione S-transferase C-terminal domain-containing protein OS=Homo sapiens OX=9606 GN=GSTCD PE=1 SV=2;tr|D6RCC4|D6RCC4_HUMAN Glutathione S-transferase C-terminal domain-containing protein (Fragment) OS=Homo sapiens OX=9606 GN=GSTC,2,2,4.3,4.31753116899141,4.15777444202647,22.3283856721932,23.2843270943648
Q9UBP9;H0Y6R1,Q9UBP9;H0Y6R1,2;1,2;1,2;1,PTB domain-containing engulfment adapter protein 1,GULP1,sp|Q9UBP9|GULP1_HUMAN PTB domain-containing engulfment adapter protein 1 OS=Homo sapiens OX=9606 GN=GULP1 PE=1 SV=1;tr|H0Y6R1|H0Y6R1_HUMAN PTB domain-containing engulfment adapter protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=GULP1 PE=1 SV=1,2,2,6.9,4.31753116899141,4.15777444202647,24.4560711067733,24.2888507905717
P07305,P07305,2,2,2,"Histone H1.0;Histone H1.0, N-terminally processed",H1F0,sp|P07305|H10_HUMAN Histone H1.0 OS=Homo sapiens OX=9606 GN=H1-0 PE=1 SV=3,2,2,10.8,25.3005813039412,22.8417831493038,23.6927474453229,24.6321747426747
Q92522,Q92522,2,2,2,Histone H1x,H1FX,sp|Q92522|H1X_HUMAN Histone H1.10 OS=Homo sapiens OX=9606 GN=H1-10 PE=1 SV=1,2,2,15.0,24.8311309294789,22.6306414640135,23.6996470043406,23.540141285228
