AMBRA1_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
PITPNB,0.5044722859,0.196592693989991,0,P48739;A0A0A0MSW4;B3KYB6;B3KYB7,P48739;A0A0A0MSW4;B3KYB6;B3KYB7,7;7;4;4,7;7;4;4,6;6;3;3,Phosphatidylinositol transfer protein beta isoform,PITPNB,sp|P48739|PIPNB_HUMAN Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens OX=9606 GN=PITPNB PE=1 SV=2;tr|A0A0A0MSW4|A0A0A0MSW4_HUMAN Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens OX=9606 GN=PITPNB PE=1 SV=1;tr|B3KYB6|B3K,7,6,39.1,271
RBP1,0.1474903936,0.840589214709858,0,A0A0A0MTB9;H0YAK8;P09455;A0A0A0MQT0,A0A0A0MTB9;H0YAK8;P09455;A0A0A0MQT0,2;2;2;1,2;2;2;1,2;2;2;1,Retinol-binding protein 1,RBP1,tr|A0A0A0MTB9|A0A0A0MTB9_HUMAN Retinol-binding protein 1 OS=Homo sapiens OX=9606 GN=RBP1 PE=1 SV=1;tr|H0YAK8|H0YAK8_HUMAN Retinol-binding protein 1 OS=Homo sapiens OX=9606 GN=RBP1 PE=1 SV=2;sp|P09455|RET1_HUMAN Retinol-binding protein 1 OS=Homo sapiens OX=,2,2,23.1,91
ADSL,1.2880232782,0.00374438324820855,1,P30566;A0A1B0GWJ0;A0A1B0GTJ7;A0A0A6YY92;A0A096LNY5;A0A096LNY6;A0A1B0GTG9;A0A1B0GWF8;B4DEP1;A0A1W2PRX2;A0A096LP72;A0A096LNY4;V9GY96;A0A096LP92;A0A096LP76;A0A096LPA2,P30566;A0A1B0GWJ0;A0A1B0GTJ7;A0A0A6YY92;A0A096LNY5;A0A096LNY6;A0A1B0GTG9;A0A1B0GWF8,5;5;5;5;3;3;3;3;2;2;2;2;1;1;1;1,5;5;5;5;3;3;3;3;2;2;2;2;1;1;1;1,5;5;5;5;3;3;3;3;2;2;2;2;1;1;1;1,Adenylosuccinate lyase,ADSL,sp|P30566|PUR8_HUMAN Adenylosuccinate lyase OS=Homo sapiens OX=9606 GN=ADSL PE=1 SV=2;tr|A0A1B0GWJ0|A0A1B0GWJ0_HUMAN Adenylosuccinate lyase OS=Homo sapiens OX=9606 GN=ADSL PE=1 SV=1;tr|A0A1B0GTJ7|A0A1B0GTJ7_HUMAN Adenylosuccinate lyase OS=Homo sapiens OX=9,5,5,17.6,484
TMED7;TMED7-TICAM2,0.9438068938,0.0887921740733358,0,Q9Y3B3;A0A0A6YYA0,Q9Y3B3;A0A0A6YYA0,3;3,3;3,3;3,Transmembrane emp24 domain-containing protein 7,TMED7;TMED7-TICAM2,sp|Q9Y3B3|TMED7_HUMAN Transmembrane emp24 domain-containing protein 7 OS=Homo sapiens OX=9606 GN=TMED7 PE=1 SV=2;tr|A0A0A6YYA0|A0A0A6YYA0_HUMAN Protein TMED7-TICAM2 OS=Homo sapiens OX=9606 GN=TMED7-TICAM2 PE=3 SV=1,3,3,18.8,224
NAA15,0.6180196276,0.382616300643605,0,Q9BXJ9;A0A0B4J1W3,Q9BXJ9;A0A0B4J1W3,3;3,3;3,3;3,"N-alpha-acetyltransferase 15, NatA auxiliary subunit",NAA15,"sp|Q9BXJ9|NAA15_HUMAN N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1;tr|A0A0B4J1W3|A0A0B4J1W3_HUMAN N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1",3,3,4.5,866
SRSF7,0.7196312776,0.0561002088942203,0,Q16629;A0A0B4J1Z1;C9JAB2,Q16629;A0A0B4J1Z1;C9JAB2,7;7;7,7;7;7,7;7;7,Serine/arginine-rich splicing factor 7,SRSF7,sp|Q16629|SRSF7_HUMAN Serine/arginine-rich splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1;tr|A0A0B4J1Z1|A0A0B4J1Z1_HUMAN Serine/arginine-rich-splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1;tr|C9JAB2|C9JAB2_HUMAN Serine/arginine-,7,7,20.6,238
TPT1,-0.4310149288,0.22826100360083,0,P13693;Q5W0H4;A0A0B4J2C3;J3KPG2;E9PJF7;Q56UQ5;Q9HAU6;H0YCX0,P13693;Q5W0H4;A0A0B4J2C3;J3KPG2;E9PJF7,9;9;9;5;5;2;1;1,9;9;9;5;5;2;1;1,9;9;9;5;5;2;1;1,Translationally-controlled tumor protein,TPT1,sp|P13693|TCTP_HUMAN Translationally-controlled tumor protein OS=Homo sapiens OX=9606 GN=TPT1 PE=1 SV=1;tr|Q5W0H4|Q5W0H4_HUMAN Translationally-controlled tumor protein OS=Homo sapiens OX=9606 GN=TPT1 PE=1 SV=1;tr|A0A0B4J2C3|A0A0B4J2C3_HUMAN Translationally,9,9,35.5,172
SET;SETSIP,-0.1403471047,0.650598495129073,0,Q01105;A0A0C4DFV9;P0DME0;A0A087X027,Q01105;A0A0C4DFV9;P0DME0;A0A087X027,8;8;5;5,8;8;5;5,8;8;5;5,Protein SET;Protein SETSIP,SET;SETSIP,sp|Q01105|SET_HUMAN Protein SET OS=Homo sapiens OX=9606 GN=SET PE=1 SV=3;tr|A0A0C4DFV9|A0A0C4DFV9_HUMAN Protein SET OS=Homo sapiens OX=9606 GN=SET PE=1 SV=1;sp|P0DME0|SETLP_HUMAN Protein SETSIP OS=Homo sapiens OX=9606 GN=SETSIP PE=1 SV=1;tr|A0A087X027|A0A0,8,8,32.1,290
RPSA,0.1148555372,0.717475922089716,0,P08865;C9J9K3;A0A0C4DG17;F8WD59,P08865;C9J9K3;A0A0C4DG17;F8WD59,23;23;23;13,23;23;23;13,23;23;23;13,40S ribosomal protein SA,RPSA,sp|P08865|RSSA_HUMAN 40S ribosomal protein SA OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=4;tr|C9J9K3|C9J9K3_HUMAN 40S ribosomal protein SA (Fragment) OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=8;tr|A0A0C4DG17|A0A0C4DG17_HUMAN 40S ribosomal protein SA OS=Homo sap,23,23,68.8,295
CHD4,0.4579946749,0.523904291423422,0,Q14839;A0A0C4DGG9;A0A2R8Y521;A0A2R8Y212;F5GWX5;A0A2R8YFD8;A0A2U3TZM0;A0A2R8YFK9;A0A2R8Y5J0;A0A2R8Y425;A0A2R8Y8C1;A0A2R8Y445;A0A2R8YER1;A0A2R8YDJ9;A0A2R8YD40;A0A2R8Y4X2;A0A2R8YDW2;A0A2R8Y7I0;A0A2R8Y7M9;A0A2R8YE38;A0A2R8Y5M9;A0A2R8Y5Z7;A0A2R8Y685;A0A2R8Y8B3;F5H6N4,Q14839;A0A0C4DGG9;A0A2R8Y521;A0A2R8Y212;F5GWX5;A0A2R8YFD8;A0A2U3TZM0;A0A2R8YFK9;A0A2R8Y5J0;A0A2R8Y425;A0A2R8Y8C1;A0A2R8Y445;A0A2R8YER1;A0A2R8YDJ9;A0A2R8YD40;A0A2R8Y4X2;A0A2R8YDW2;A0A2R8Y7I0;A0A2R8Y7M9;A0A2R8YE38;A0A2R8Y5M9,5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;3;3;1;1;1;1,5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;3;3;1;1;1;1,3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1,Chromodomain-helicase-DNA-binding protein 4,CHD4,sp|Q14839|CHD4_HUMAN Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=2;tr|A0A0C4DGG9|A0A0C4DGG9_HUMAN Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=1;tr|A0A2R8Y521|A0A2R8Y521_HUMAN C,5,3,3.3,1912
CAPNS1,0.8043948464,0.122582280638938,0,P04632;A0A0C4DGQ5;K7EM73;K7EIV0;A0A075B7C0;K7ELJ7;U3KQE2;K7EKD8;U3KPR7;K7ES78;K7EMQ1,P04632;A0A0C4DGQ5;K7EM73;K7EIV0;A0A075B7C0;K7ELJ7;U3KQE2;K7EKD8,9;9;8;8;8;8;7;5;4;1;1,9;9;8;8;8;8;7;5;4;1;1,9;9;8;8;8;8;7;5;4;1;1,Calpain small subunit 1,CAPNS1,sp|P04632|CPNS1_HUMAN Calpain small subunit 1 OS=Homo sapiens OX=9606 GN=CAPNS1 PE=1 SV=1;tr|A0A0C4DGQ5|A0A0C4DGQ5_HUMAN Calpain small subunit 1 OS=Homo sapiens OX=9606 GN=CAPNS1 PE=1 SV=1;tr|K7EM73|K7EM73_HUMAN Calpain small subunit 1 (Fragment) OS=Homo s,9,9,34.3,268
DDOST,0.2684482293,0.284888241752944,0,P39656;A0A0C4DGS1;U3KQ84,P39656;A0A0C4DGS1;U3KQ84,10;10;6,10;10;6,10;10;6,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,DDOST,sp|P39656|OST48_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Homo sapiens OX=9606 GN=DDOST PE=1 SV=4;tr|A0A0C4DGS1|A0A0C4DGS1_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=H,10,10,24.3,456
DDX3X;DDX3Y,-0.1347892784,0.659938554158797,0,O00571;F6S8Q4;A0A2R8Y645;A0A2R8Y4A4;A0A2R8YFS5;A0A2U3TZJ9;A0A2R8YFR4;A0A2R8YCW1;A0A0D9SG12;A0A2R8YF78;A0A0D9SFB3;A0A2R8Y5G6;A0A2R8Y7T2;A0A2R8YDT5;A0A0D9SF53;O15523;A0A2R8YDH3;A0A0J9YVQ7;A0A087WVZ1;C9J081;D6RCM4;Q9NQI0;H0Y960;C9J8G5;A0A2R8Y4D2,O00571;F6S8Q4;A0A2R8Y645;A0A2R8Y4A4;A0A2R8YFS5;A0A2U3TZJ9;A0A2R8YFR4;A0A2R8YCW1;A0A0D9SG12;A0A2R8YF78;A0A0D9SFB3;A0A2R8Y5G6;A0A2R8Y7T2;A0A2R8YDT5;A0A0D9SF53;O15523;A0A2R8YDH3,19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;17;14;8;6;2;2;2;1;1;1,18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;16;13;8;6;2;2;2;1;1;1,18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;16;13;8;6;2;2;2;1;1;1,ATP-dependent RNA helicase DDX3X;ATP-dependent RNA helicase DDX3Y,DDX3X;DDX3Y,sp|O00571|DDX3X_HUMAN ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3;tr|F6S8Q4|F6S8Q4_HUMAN ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=1;tr|A0A2R8Y645|A0A2R8Y645_HUMAN ATP-dependent RNA helicase D,19,18,27,662
SPTAN1,1.3359490357,0.0209545396365928,1,Q13813;A0A0D9SF54;A0A0D9SGF6,Q13813;A0A0D9SF54;A0A0D9SGF6,10;10;10,10;10;10,10;10;10,"Spectrin alpha chain, non-erythrocytic 1",SPTAN1,"sp|Q13813|SPTN1_HUMAN Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=3;tr|A0A0D9SF54|A0A0D9SF54_HUMAN Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=1;tr|A0A0D9SGF6|A0A0D9SGF6_HUMAN Sp",10,10,6.1,2472
DNM2;DNM1,-1.4773982804,0.00816674411218004,1,P50570;Q05193;A0A1B0GUX5;A0A0D9SFB1;A0A0U1RQP1;A0A0D9SFE4;A0A1B0GU67,P50570;Q05193;A0A1B0GUX5;A0A0D9SFB1;A0A0U1RQP1;A0A0D9SFE4;A0A1B0GU67,3;3;3;3;3;3;2,3;3;3;3;3;3;2,2;2;2;2;2;2;2,Dynamin-2;Dynamin-1,DNM2;DNM1,sp|P50570|DYN2_HUMAN Dynamin-2 OS=Homo sapiens OX=9606 GN=DNM2 PE=1 SV=2;sp|Q05193|DYN1_HUMAN Dynamin-1 OS=Homo sapiens OX=9606 GN=DNM1 PE=1 SV=2;tr|A0A1B0GUX5|A0A1B0GUX5_HUMAN Dynamin-1 OS=Homo sapiens OX=9606 GN=DNM1 PE=1 SV=1;tr|A0A0D9SFB1|A0A0D9SFB1_HU,3,2,3.8,870
HSPA1A;HSPA1B,0.6400586198,0.0984095145611298,0,P0DMV8;A0A0G2JIW1;P0DMV9;V9GZ37,P0DMV8;A0A0G2JIW1;P0DMV9;V9GZ37,37;37;37;21,34;34;34;21,22;22;22;13,Heat shock 70 kDa protein 1A;Heat shock 70 kDa protein 1B,HSPA1A;HSPA1B,sp|P0DMV8|HS71A_HUMAN Heat shock 70 kDa protein 1A OS=Homo sapiens OX=9606 GN=HSPA1A PE=1 SV=1;tr|A0A0G2JIW1|A0A0G2JIW1_HUMAN Heat shock 70 kDa protein 1B OS=Homo sapiens OX=9606 GN=HSPA1B PE=1 SV=1;sp|P0DMV9|HS71B_HUMAN Heat shock 70 kDa protein 1B OS=Hom,37,22,55.2,641
PSMB9,3.5016213657,0.000159436138905108,1,P28065;A2ACR1;A0A0G2JJA7;A2ACR0;A0A0G2JJQ0;A0A0G2JJ13;A0A0G2JHI2,P28065;A2ACR1;A0A0G2JJA7,3;3;3;1;1;1;1,3;3;3;1;1;1;1,3;3;3;1;1;1;1,Proteasome subunit beta type-9;Proteasome subunit beta type,PSMB9,sp|P28065|PSB9_HUMAN Proteasome subunit beta type-9 OS=Homo sapiens OX=9606 GN=PSMB9 PE=1 SV=2;tr|A2ACR1|A2ACR1_HUMAN Proteasome subunit beta OS=Homo sapiens OX=9606 GN=PSMB9 PE=1 SV=1;tr|A0A0G2JJA7|A0A0G2JJA7_HUMAN Proteasome subunit beta OS=Homo sapiens ,3,3,18.3,219
PUF60,1.1194748495,0.0480215969365807,1,A0A0J9YVR6;E9PQ56;A0A0J9YYL3;A0A0J9YVP6;Q9UHX1;A0A0J9YWM1;H0YEM1;A0A0J9YXJ8;A0A0J9YXX5;E9PMU7;E9PN18;H0YCP8;E9PL19,A0A0J9YVR6;E9PQ56;A0A0J9YYL3;A0A0J9YVP6;Q9UHX1;A0A0J9YWM1;H0YEM1;A0A0J9YXJ8;A0A0J9YXX5;E9PMU7;E9PN18;H0YCP8,7;7;7;7;6;6;6;6;6;5;5;4;3,7;7;7;7;6;6;6;6;6;5;5;4;3,7;7;7;7;6;6;6;6;6;5;5;4;3,Poly(U)-binding-splicing factor PUF60,PUF60,tr|A0A0J9YVR6|A0A0J9YVR6_HUMAN Poly(U)-binding-splicing factor PUF60 (Fragment) OS=Homo sapiens OX=9606 GN=PUF60 PE=1 SV=3;tr|E9PQ56|E9PQ56_HUMAN Poly(U)-binding-splicing factor PUF60 (Fragment) OS=Homo sapiens OX=9606 GN=PUF60 PE=1 SV=8;tr|A0A0J9YYL3|A0A0,7,7,39.2,314
MATR3,0.6147130104,0.101335830292372,0,P43243;A0A0R4J2E8;A8MXP9;D6REM6;D6R991;B3KM87;H0Y8T4;D6R8Z5;Q68E03;D6RCM3;D6REK4;D6RIA2;D6RB45;D6RE02;A0A1B0GX04;D6RBS2;D6R9F3;D6RBI2;D6RAY2;D6RAM9;D6RBK5,P43243;A0A0R4J2E8;A8MXP9;D6REM6;D6R991;B3KM87,24;24;24;20;15;13;9;6;6;5;5;4;4;4;4;4;4;4;3;3;3,24;24;24;20;15;13;9;6;6;5;5;4;4;4;4;4;4;4;3;3;3,24;24;24;20;15;13;9;6;6;5;5;4;4;4;4;4;4;4;3;3;3,Matrin-3,MATR3,sp|P43243|MATR3_HUMAN Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=2;tr|A0A0R4J2E8|A0A0R4J2E8_HUMAN Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=1;tr|A8MXP9|A8MXP9_HUMAN Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=1;tr|D6REM6|D6REM6_HUMAN M,24,24,35.3,847
RBM39,2.1450659237,0.00582000045452186,1,Q14498;A0A0U1RQH7;H0Y4X3;G3XAC6;Q5QP23;A0A0U1RQW2;Q5QP22;Q86U06;A0A087X122,Q14498;A0A0U1RQH7;H0Y4X3;G3XAC6;Q5QP23,6;6;6;6;3;2;2;1;1,6;6;6;6;3;2;2;1;1,6;6;6;6;3;2;2;1;1,RNA-binding protein 39,RBM39,sp|Q14498|RBM39_HUMAN RNA-binding protein 39 OS=Homo sapiens OX=9606 GN=RBM39 PE=1 SV=2;tr|A0A0U1RQH7|A0A0U1RQH7_HUMAN RNA-binding protein 39 (Fragment) OS=Homo sapiens OX=9606 GN=RBM39 PE=1 SV=1;tr|H0Y4X3|H0Y4X3_HUMAN RNA-binding protein 39 (Fragment) OS=,6,6,12.3,530
HLA-A,0.1104680806,0.747401702205291,0,A0A140T955;A0A140T933;A0A1W2PRT9;Q53Z42;A0A140T9I0;A0A140T9X5;A0A140T913;A0A1W2PPQ2;P10321;A0A1W2PRU9;A2AEA2,A0A140T955;A0A140T933;A0A1W2PRT9;Q53Z42;A0A140T9I0;A0A140T9X5;A0A140T913;A0A1W2PPQ2,11;11;11;11;11;11;11;10;4;4;4,11;11;11;11;11;11;11;10;4;4;4,4;4;4;4;4;4;4;4;0;0;0,,HLA-A,"tr|A0A140T955|A0A140T955_HUMAN HLA class I histocompatibility antigen, A alpha chain OS=Homo sapiens OX=9606 GN=HLA-A PE=1 SV=1;tr|A0A140T933|A0A140T933_HUMAN HLA class I histocompatibility antigen, A alpha chain (Fragment) OS=Homo sapiens OX=9606 GN=HLA-A",11,4,43.8,299
EPB41L3,1.1833804616,0.0402788884812318,1,A0A1B0GTF8;A8K968;A0A0A0MSA4;A0A0A0MRA8;Q9Y2J2;J3KT37;A0A2R8YFR9;A0A2U3TZH6;A0A3B3IU06;A0A2R8Y5Z6;A0A2R8Y5G2;A0A2R8Y570;A0A2R8YCW8;A0A2R8Y6G5;P11171;Q4VB86;A0A3B3IUD6;A0A2R8Y7Y3;A0A2R8Y7N0;A0A2R8Y420;A0A3B3ITP0;A0A2R8Y6D0;A0A1B0GWG0;A0A2R8Y4N6;J3QS55;A0A2R8YD30,A0A1B0GTF8;A8K968;A0A0A0MSA4;A0A0A0MRA8;Q9Y2J2;J3KT37,5;5;4;4;4;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,4;4;3;3;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,4;4;3;3;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,"Band 4.1-like protein 3;Band 4.1-like protein 3, N-terminally processed",EPB41L3,tr|A0A1B0GTF8|A0A1B0GTF8_HUMAN Band 4.1-like protein 3 OS=Homo sapiens OX=9606 GN=EPB41L3 PE=1 SV=1;tr|A8K968|A8K968_HUMAN Band 4.1-like protein 3 OS=Homo sapiens OX=9606 GN=EPB41L3 PE=1 SV=1;tr|A0A0A0MSA4|A0A0A0MSA4_HUMAN Band 4.1-like protein 3 OS=Homo s,5,4,8.9,571
ALDH7A1,0.7888416132,0.323665725312371,0,P49419;A0A1B0GTG2;A0A1B0GW77;A0A1B0GV49;A0A1B0GTJ4;A0A1B0GUA1;A0A1B0GW82;A0A1B0GTY9;A0A1B0GUY0;A0A0J9YWF7;F8WDY6;A0A1B0GVU0;F8VVF2;H0YHM6,P49419;A0A1B0GTG2;A0A1B0GW77;A0A1B0GV49;A0A1B0GTJ4;A0A1B0GUA1;A0A1B0GW82;A0A1B0GTY9,9;9;9;8;8;8;8;7;4;3;1;1;1;1,9;9;9;8;8;8;8;7;4;3;1;1;1;1,9;9;9;8;8;8;8;7;4;3;1;1;1;1,Alpha-aminoadipic semialdehyde dehydrogenase,ALDH7A1,sp|P49419|AL7A1_HUMAN Alpha-aminoadipic semialdehyde dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH7A1 PE=1 SV=5;tr|A0A1B0GTG2|A0A1B0GTG2_HUMAN Alpha-aminoadipic semialdehyde dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH7A1 PE=1 SV=1;tr|A0A1B0GW77|A0A1B0GW7,9,9,30.1,539
CTSD,-0.6540966247,0.196736651524297,0,P07339;A0A1B0GW44;A0A1B0GV23;A0A1B0GVD5;A0A1B0GWE8;A0A1B0GU92;A0A1B0GU03;H7C469;A0A1B0GVP3;H7C1V0;F8W787;F8WD96;C9JH19;A0A1B0GV01,P07339;A0A1B0GW44;A0A1B0GV23;A0A1B0GVD5;A0A1B0GWE8;A0A1B0GU92;A0A1B0GU03;H7C469;A0A1B0GVP3;H7C1V0,9;9;9;9;9;7;7;6;6;5;4;4;4;1,9;9;9;9;9;7;7;6;6;5;4;4;4;1,9;9;9;9;9;7;7;6;6;5;4;4;4;1,Cathepsin D;Cathepsin D light chain;Cathepsin D heavy chain,CTSD,sp|P07339|CATD_HUMAN Cathepsin D OS=Homo sapiens OX=9606 GN=CTSD PE=1 SV=1;tr|A0A1B0GW44|A0A1B0GW44_HUMAN Cathepsin D OS=Homo sapiens OX=9606 GN=CTSD PE=1 SV=1;tr|A0A1B0GV23|A0A1B0GV23_HUMAN Cathepsin D OS=Homo sapiens OX=9606 GN=CTSD PE=1 SV=1;tr|A0A1B0GV,9,9,25.2,412
ZEB2,0.14216111,0.79819264654066,0,A0A1B0GW50;O60315;A0A0D9SF74;A0JP08;A0A1X7SC99;H7C0G0;U3KPV5;A0A0D9SGG5;A0A1B0GWA7;E7EVG9;C9JU62;C9JUQ1;U3KQ33;A0A0D9SG93;A0A0D9SF71;A0A1B0GV02;A0A1B0GUM8,A0A1B0GW50;O60315;A0A0D9SF74;A0JP08;A0A1X7SC99;H7C0G0;U3KPV5;A0A0D9SGG5;A0A1B0GWA7;E7EVG9;C9JU62;C9JUQ1;U3KQ33;A0A0D9SG93;A0A0D9SF71;A0A1B0GV02;A0A1B0GUM8,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,Zinc finger E-box-binding homeobox 2,ZEB2,tr|A0A1B0GW50|A0A1B0GW50_HUMAN Zinc finger E-box-binding homeobox 2 OS=Homo sapiens OX=9606 GN=ZEB2 PE=1 SV=1;sp|O60315|ZEB2_HUMAN Zinc finger E-box-binding homeobox 2 OS=Homo sapiens OX=9606 GN=ZEB2 PE=1 SV=1;tr|A0A0D9SF74|A0A0D9SF74_HUMAN Zinc finger E-b,2,2,2.1,1202
DPYSL2,0.3225880205,0.42449728226923,0,Q16555;A0A1C7CYX9;E5RFU4,Q16555;A0A1C7CYX9,15;15;2,15;15;2,13;13;2,Dihydropyrimidinase-related protein 2,DPYSL2,sp|Q16555|DPYL2_HUMAN Dihydropyrimidinase-related protein 2 OS=Homo sapiens OX=9606 GN=DPYSL2 PE=1 SV=1;tr|A0A1C7CYX9|A0A1C7CYX9_HUMAN Dihydropyrimidinase-related protein 2 OS=Homo sapiens OX=9606 GN=DPYSL2 PE=1 SV=1,15,13,39.3,572
MAPK15,0.486081534,0.159892996263869,0,Q8TD08;A0A1C7CYZ1,Q8TD08;A0A1C7CYZ1,1;1,1;1,1;1,Mitogen-activated protein kinase 15,MAPK15,sp|Q8TD08|MK15_HUMAN Mitogen-activated protein kinase 15 OS=Homo sapiens OX=9606 GN=MAPK15 PE=1 SV=1;tr|A0A1C7CYZ1|A0A1C7CYZ1_HUMAN Mitogen-activated protein kinase 15 (Fragment) OS=Homo sapiens OX=9606 GN=MAPK15 PE=1 SV=1,1,1,1.5,544
SFXN3,0.7842762888,0.0451894986309905,0,A0A1P0AYU5;Q9BWM7;S4R3N9,A0A1P0AYU5;Q9BWM7;S4R3N9,10;9;6,10;9;6,9;8;6,Sideroflexin-3,SFXN3,tr|A0A1P0AYU5|A0A1P0AYU5_HUMAN Sidoreflexin OS=Homo sapiens OX=9606 GN=SFXN3 PE=1 SV=1;sp|Q9BWM7|SFXN3_HUMAN Sideroflexin-3 OS=Homo sapiens OX=9606 GN=SFXN3 PE=1 SV=3;tr|S4R3N9|S4R3N9_HUMAN Sideroflexin-3 OS=Homo sapiens OX=9606 GN=SFXN3 PE=1 SV=1,10,9,42.2,325
TCEA1,-0.0089139046,0.968248312286688,0,P23193;A0A1W2PPZ5;A0A1W2PRL9;E5RJ93;E5RIS7;E5RK46;A0A1W2PS15;E5RFI1;A0A1W2PPV7,P23193;A0A1W2PPZ5;A0A1W2PRL9;E5RJ93;E5RIS7,6;6;4;3;3;2;2;2;2,6;6;4;3;3;2;2;2;2,2;2;1;1;1;0;0;0;0,Transcription elongation factor A protein 1,TCEA1,sp|P23193|TCEA1_HUMAN Transcription elongation factor A protein 1 OS=Homo sapiens OX=9606 GN=TCEA1 PE=1 SV=2;tr|A0A1W2PPZ5|A0A1W2PPZ5_HUMAN Transcription elongation factor A protein 1 OS=Homo sapiens OX=9606 GN=TCEA1 PE=1 SV=1;tr|A0A1W2PRL9|A0A1W2PRL9_HUMA,6,2,25.9,301
DDX17,0.182083017,0.555772083801481,0,Q92841;A0A1X7SBZ2;A0A5H1ZRQ2;A0A1W2PQ51,Q92841;A0A1X7SBZ2;A0A5H1ZRQ2;A0A1W2PQ51,25;25;25;25,15;15;15;15,13;13;13;13,Probable ATP-dependent RNA helicase DDX17,DDX17,sp|Q92841|DDX17_HUMAN Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens OX=9606 GN=DDX17 PE=1 SV=2;tr|A0A1X7SBZ2|A0A1X7SBZ2_HUMAN Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens OX=9606 GN=DDX17 PE=1 SV=1;tr|A0A5H1ZRQ2|A0A5H1ZRQ2_HUMAN Pr,25,13,33.5,729
ME2,2.7922972749,0.00558816670797857,1,P23368;A0A1W2PQF8;A0A1W2PQT3;A0A1W2PQY8;A0A1W2PQ37;A0A1W2PPH1;A0A1W2PQH3;A0A1W2PR68;A0A1W2PRS2;A0A1W2PRY9;A0A1W2PQH4;A0A1W2PRH1,P23368;A0A1W2PQF8;A0A1W2PQT3;A0A1W2PQY8;A0A1W2PQ37;A0A1W2PPH1;A0A1W2PQH3;A0A1W2PR68,7;7;7;7;6;6;6;5;2;2;2;1,7;7;7;7;6;6;6;5;2;2;2;1,7;7;7;7;6;6;6;5;2;2;2;1,"NAD-dependent malic enzyme, mitochondrial",ME2,"sp|P23368|MAOM_HUMAN NAD-dependent malic enzyme, mitochondrial OS=Homo sapiens OX=9606 GN=ME2 PE=1 SV=1;tr|A0A1W2PQF8|A0A1W2PQF8_HUMAN Malic enzyme OS=Homo sapiens OX=9606 GN=ME2 PE=1 SV=1;tr|A0A1W2PQT3|A0A1W2PQT3_HUMAN Malic enzyme OS=Homo sapiens OX=9606",7,7,22.1,584
