WSB1_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
RYR3,-1.3154166244,0.160062113956127,0,Q15413;A0A087X080;A0A0U1RRH1;A0A0X1KG73;A0A1B0GVS2;A0A0U1RR54;A0A1B0GTF2,Q15413;A0A087X080;A0A0U1RRH1;A0A0X1KG73,6;6;5;5;1;1;1,6;6;5;5;1;1;1,6;6;5;5;1;1;1,Ryanodine receptor 3,RYR3,sp|Q15413|RYR3_HUMAN Ryanodine receptor 3 OS=Homo sapiens OX=9606 GN=RYR3 PE=1 SV=3;tr|A0A087X080|A0A087X080_HUMAN Ryanodine receptor 3 OS=Homo sapiens OX=9606 GN=RYR3 PE=1 SV=1;tr|A0A0U1RRH1|A0A0U1RRH1_HUMAN Ryanodine receptor 3 OS=Homo sapiens OX=9606 GN,6,6,2.9,4870
SNX12,-0.8397262388,0.00622228086760486,0,Q9UMY4;A0A087X0R6,Q9UMY4;A0A087X0R6,6;6,6;6,5;5,Sorting nexin-12,SNX12,sp|Q9UMY4|SNX12_HUMAN Sorting nexin-12 OS=Homo sapiens OX=9606 GN=SNX12 PE=1 SV=4;tr|A0A087X0R6|A0A087X0R6_HUMAN Sorting nexin-12 OS=Homo sapiens OX=9606 GN=SNX12 PE=1 SV=1,6,5,40.1,162
ACOT2;ACOT1,-0.8954374197,0.0103770710136894,0,A0A087X0W7;P49753;Q86TX2;A0A087WT95;G3V4F2;A0A2R8Y7H3,A0A087X0W7;P49753;Q86TX2;A0A087WT95;G3V4F2,12;11;11;11;10;2,12;11;11;11;10;2,12;11;11;11;10;2,"Acyl-coenzyme A thioesterase 2, mitochondrial;Acyl-coenzyme A thioesterase 1",ACOT2;ACOT1,"tr|A0A087X0W7|A0A087X0W7_HUMAN Acyl-coenzyme A thioesterase 2, mitochondrial OS=Homo sapiens OX=9606 GN=ACOT2 PE=1 SV=1;sp|P49753|ACOT2_HUMAN Acyl-coenzyme A thioesterase 2, mitochondrial OS=Homo sapiens OX=9606 GN=ACOT2 PE=1 SV=6;sp|Q86TX2|ACOT1_HUMAN Acy",12,12,45.4,421
RELA,-0.6580437271,0.0159398601049785,0,Q04206;Q2TAM5;A0A087X0W8;E9PKV4;A0A087WVP0;E9PKH5;E9PMD5;E9PI38;E9PQS6;E9PNV4;E9PM47;E9PNK5;E9PJR1;E9PRX2;E9PN69,Q04206;Q2TAM5;A0A087X0W8;E9PKV4;A0A087WVP0;E9PKH5;E9PMD5;E9PI38;E9PQS6,5;5;5;4;4;4;3;3;3;2;1;1;1;1;1,5;5;5;4;4;4;3;3;3;2;1;1;1;1;1,5;5;5;4;4;4;3;3;3;2;1;1;1;1;1,Transcription factor p65,RELA,sp|Q04206|TF65_HUMAN Transcription factor p65 OS=Homo sapiens OX=9606 GN=RELA PE=1 SV=2;tr|Q2TAM5|Q2TAM5_HUMAN RELA protein OS=Homo sapiens OX=9606 GN=RELA PE=1 SV=1;tr|A0A087X0W8|A0A087X0W8_HUMAN Transcription factor p65 OS=Homo sapiens OX=9606 GN=RELA PE,5,5,16.2,551
SEPT8,-0.2712505322,0.186179455041465,0,Q92599;A0A087X142;A6NMH6;A6NFQ9;F8W8I8;C9JV02;A0A0A0MRP8;C9J4G8,Q92599;A0A087X142;A6NMH6;A6NFQ9;F8W8I8,8;8;8;8;8;2;1;1,6;6;6;6;6;1;1;1,6;6;6;6;6;1;1;1,Septin-8,SEPT8,sp|Q92599|SEPT8_HUMAN Septin-8 OS=Homo sapiens OX=9606 GN=SEPTIN8 PE=1 SV=4;tr|A0A087X142|A0A087X142_HUMAN Septin-8 OS=Homo sapiens OX=9606 GN=SEPTIN8 PE=1 SV=1;tr|A6NMH6|A6NMH6_HUMAN Septin-8 OS=Homo sapiens OX=9606 GN=SEPTIN8 PE=1 SV=1;tr|A6NFQ9|A6NFQ9_H,8,6,28.4,483
STAU1,0.2711829853,0.359757992078041,0,O95793;A0A087X1A5;Q5JW30;Q5JW28,O95793;A0A087X1A5;Q5JW30,6;6;5;1,6;6;5;1,6;6;5;1,Double-stranded RNA-binding protein Staufen homolog 1,STAU1,sp|O95793|STAU1_HUMAN Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens OX=9606 GN=STAU1 PE=1 SV=2;tr|A0A087X1A5|A0A087X1A5_HUMAN Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens OX=9606 GN=STAU1 PE=1 SV=1;tr|Q5JW30,6,6,16.1,577
TMSB15A;TMSB15B,0.009677284,0.951260466969718,0,P0CG34;P0CG35;H3BU88;A0A087X1C1,P0CG34;P0CG35;H3BU88;A0A087X1C1,1;1;1;1,1;1;1;1,1;1;1;1,Thymosin beta-15A;Thymosin beta-15B,TMSB15A;TMSB15B,sp|P0CG34|TB15A_HUMAN Thymosin beta-15A OS=Homo sapiens OX=9606 GN=TMSB15A PE=1 SV=1;sp|P0CG35|TB15B_HUMAN Thymosin beta-15B OS=Homo sapiens OX=9606 GN=TMSB15B PE=1 SV=1;tr|H3BU88|H3BU88_HUMAN Thymosin beta-15B OS=Homo sapiens OX=9606 GN=TMSB15B PE=4 SV=1;,1,1,31.1,45
PSME2,-0.2628939846,0.0846073616021344,0,Q9UL46;A0A087X1Z3;H0YM70;H0YKU2,Q9UL46;A0A087X1Z3;H0YM70,10;10;8;2,10;10;8;2,10;10;8;2,Proteasome activator complex subunit 2,PSME2,sp|Q9UL46|PSME2_HUMAN Proteasome activator complex subunit 2 OS=Homo sapiens OX=9606 GN=PSME2 PE=1 SV=4;tr|A0A087X1Z3|A0A087X1Z3_HUMAN Proteasome activator complex subunit 2 OS=Homo sapiens OX=9606 GN=PSME2 PE=1 SV=1;tr|H0YM70|H0YM70_HUMAN Proteasome activ,10,10,51.9,239
BSG,-0.2449997603,0.134238789688677,0,P35613;A0A087X2B5;A0A087WUV8;I3L192;R4GMX5;R4GN83;A0A2R8YDZ0,P35613;A0A087X2B5;A0A087WUV8;I3L192;R4GMX5,6;6;5;4;3;2;1,6;6;5;4;3;2;1,6;6;5;4;3;2;1,Basigin,BSG,sp|P35613|BASI_HUMAN Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=2;tr|A0A087X2B5|A0A087X2B5_HUMAN Basigin (Fragment) OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=1;tr|A0A087WUV8|A0A087WUV8_HUMAN Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=1;tr|I3L192|I3L19,6,6,21,385
SRSF3,-0.0315717912,0.789077395460371,0,P84103;A0A087X2D0,P84103;A0A087X2D0,5;5,5;5,5;5,Serine/arginine-rich splicing factor 3,SRSF3,sp|P84103|SRSF3_HUMAN Serine/arginine-rich splicing factor 3 OS=Homo sapiens OX=9606 GN=SRSF3 PE=1 SV=1;tr|A0A087X2D0|A0A087X2D0_HUMAN Serine/arginine-rich-splicing factor 3 OS=Homo sapiens OX=9606 GN=SRSF3 PE=1 SV=1,5,5,38.4,164
GPS1,-0.4393200999,0.0730319500659869,0,Q13098;C9JFE4;A0A096LP07;A0A096LPJ3;A8K070;J3QS84;J3QS88;J3KTB0;J3QLE8;J3QLT0;J3QL53;J3KRE8;J3KSA5;J3KRJ4;J3QQX0,Q13098;C9JFE4;A0A096LP07;A0A096LPJ3;A8K070;J3QS84;J3QS88;J3KTB0;J3QLE8;J3QLT0;J3QL53;J3KRE8;J3KSA5;J3KRJ4,4;4;4;4;4;3;3;3;3;3;3;3;3;3;1,4;4;4;4;4;3;3;3;3;3;3;3;3;3;1,4;4;4;4;4;3;3;3;3;3;3;3;3;3;1,COP9 signalosome complex subunit 1,GPS1,sp|Q13098|CSN1_HUMAN COP9 signalosome complex subunit 1 OS=Homo sapiens OX=9606 GN=GPS1 PE=1 SV=4;tr|C9JFE4|C9JFE4_HUMAN COP9 signalosome complex subunit 1 OS=Homo sapiens OX=9606 GN=GPS1 PE=1 SV=2;tr|A0A096LP07|A0A096LP07_HUMAN COP9 signalosome complex su,4,4,8.4,491
PYCRL,-0.2962663722,0.0847923003335239,0,Q53H96;A0A0A0MQS1;F8WEI0;B5MD87,Q53H96;A0A0A0MQS1;F8WEI0;B5MD87,2;2;1;1,2;2;1;1,2;2;1;1,Pyrroline-5-carboxylate reductase 3;Pyrroline-5-carboxylate reductase,PYCRL,sp|Q53H96|P5CR3_HUMAN Pyrroline-5-carboxylate reductase 3 OS=Homo sapiens OX=9606 GN=PYCR3 PE=1 SV=3;tr|A0A0A0MQS1|A0A0A0MQS1_HUMAN Pyrroline-5-carboxylate reductase OS=Homo sapiens OX=9606 GN=PYCR3 PE=1 SV=1;tr|F8WEI0|F8WEI0_HUMAN Pyrroline-5-carboxylate ,2,2,8.8,274
WDR18,-0.3030182338,0.603846062538697,0,Q9BV38;U3KQC1;A0A0A0MQU0;K7EIR0;A0A087X237;K7EKX5;K7EML4,Q9BV38;U3KQC1;A0A0A0MQU0;K7EIR0,3;3;3;2;1;1;1,3;3;3;2;1;1;1,3;3;3;2;1;1;1,WD repeat-containing protein 18,WDR18,sp|Q9BV38|WDR18_HUMAN WD repeat-containing protein 18 OS=Homo sapiens OX=9606 GN=WDR18 PE=1 SV=2;tr|U3KQC1|U3KQC1_HUMAN WD repeat-containing protein 18 (Fragment) OS=Homo sapiens OX=9606 GN=WDR18 PE=1 SV=1;tr|A0A0A0MQU0|A0A0A0MQU0_HUMAN WD repeat-containin,3,3,8.1,432
VDAC2,0.2247279309,0.0804845958636961,0,P45880;A0A0A0MR02;Q5JSD2;Q5JSD1;A2A3S1,P45880;A0A0A0MR02;Q5JSD2;Q5JSD1,14;14;10;10;6,14;14;10;10;6,14;14;10;10;6,Voltage-dependent anion-selective channel protein 2,VDAC2,sp|P45880|VDAC2_HUMAN Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=2;tr|A0A0A0MR02|A0A0A0MR02_HUMAN Voltage-dependent anion-selective channel protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=1;tr,14,14,47.3,294
GSTZ1,0.0439957357,0.923619366826055,0,O43708;A0A0A0MR33;G3V267;G3V5T0;A0A0C4DFM0;G3V3B9;G3V4T6,O43708;A0A0A0MR33;G3V267;G3V5T0;A0A0C4DFM0;G3V3B9;G3V4T6,4;4;4;4;4;3;3,4;4;4;4;4;3;3,4;4;4;4;4;3;3,Maleylacetoacetate isomerase,GSTZ1,sp|O43708|MAAI_HUMAN Maleylacetoacetate isomerase OS=Homo sapiens OX=9606 GN=GSTZ1 PE=1 SV=3;tr|A0A0A0MR33|A0A0A0MR33_HUMAN Maleylacetoacetate isomerase OS=Homo sapiens OX=9606 GN=GSTZ1 PE=1 SV=1;tr|G3V267|G3V267_HUMAN Maleylacetoacetate isomerase OS=Homo ,4,4,25,216
HNRNPUL1,-0.6729478546,0.00967598245289618,0,Q9BUJ2;M0R3F1;A0A0A0MRA5;B7Z4B8;M0QYZ0;M0QYI8;M0QYM5,Q9BUJ2;M0R3F1;A0A0A0MRA5;B7Z4B8;M0QYZ0,9;9;9;9;6;2;1,9;9;9;9;6;2;1,9;9;9;9;6;2;1,Heterogeneous nuclear ribonucleoprotein U-like protein 1,HNRNPUL1,sp|Q9BUJ2|HNRL1_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens OX=9606 GN=HNRNPUL1 PE=1 SV=2;tr|M0R3F1|M0R3F1_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=HNRNPUL1 PE=1,9,9,15,856
EPB41L3,0.1319516499,0.585552510088457,0,Q9Y2J2;A0A0A0MRA8;A0A0A0MSA4;A8K968;A0A1B0GTF8;J3KT37;J3QS55;A0A0J9YY18;A0A2R8Y4N6;A0A3B3IUD6;A0A1B0GWG0;J3QRQ6;J3KS70;J3QR33;J3QKK4;J3KRD1;J3QKY2;J3QLU5;A0A0J9YW31,Q9Y2J2;A0A0A0MRA8;A0A0A0MSA4;A8K968;A0A1B0GTF8,8;8;7;7;5;3;2;2;1;1;1;1;1;1;1;1;1;1;1,7;7;6;6;4;2;2;2;1;1;1;1;1;1;1;1;1;1;1,6;6;5;5;3;1;2;2;0;0;0;1;1;1;1;1;1;1;1,"Band 4.1-like protein 3;Band 4.1-like protein 3, N-terminally processed",EPB41L3,sp|Q9Y2J2|E41L3_HUMAN Band 4.1-like protein 3 OS=Homo sapiens OX=9606 GN=EPB41L3 PE=1 SV=2;tr|A0A0A0MRA8|A0A0A0MRA8_HUMAN Band 4.1-like protein 3 OS=Homo sapiens OX=9606 GN=EPB41L3 PE=1 SV=1;tr|A0A0A0MSA4|A0A0A0MSA4_HUMAN Band 4.1-like protein 3 OS=Homo sa,8,6,10.5,1087
SNX6,-0.0588563395,0.670903974876099,0,Q9UNH7;A0A0A0MRI2;G3V5X9;H0YJF8;G3V4Z5;G3V2U1;G3V5U2,Q9UNH7;A0A0A0MRI2,9;9;3;2;2;1;1,9;9;3;2;2;1;1,9;9;3;2;2;1;1,"Sorting nexin-6;Sorting nexin-6, N-terminally processed",SNX6,sp|Q9UNH7|SNX6_HUMAN Sorting nexin-6 OS=Homo sapiens OX=9606 GN=SNX6 PE=1 SV=1;tr|A0A0A0MRI2|A0A0A0MRI2_HUMAN Sorting nexin OS=Homo sapiens OX=9606 GN=SNX6 PE=1 SV=1,9,9,29.3,406
PCMT1,-0.1758460408,0.39748624773215,0,P22061;A0A3F2YNX8;A0A0A0MRJ6;H7BY58;F6S8N6;C9J0F2,P22061;A0A3F2YNX8;A0A0A0MRJ6;H7BY58;F6S8N6,5;5;5;5;4;1,5;5;5;5;4;1,5;5;5;5;4;1,Protein-L-isoaspartate(D-aspartate) O-methyltransferase;Protein-L-isoaspartate O-methyltransferase,PCMT1,sp|P22061|PIMT_HUMAN Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=4;tr|A0A3F2YNX8|A0A3F2YNX8_HUMAN Protein-L-isoaspartate O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=1;tr|A0A0A0MRJ6|A0A0A,5,5,45.4,227
NOLC1,0.1116091112,0.305769943929828,0,Q14978;A0A0A0MRM9;S4R349;S4R402;S4R341,Q14978;A0A0A0MRM9,9;9;4;3;3,9;9;4;3;3,9;9;4;3;3,Nucleolar and coiled-body phosphoprotein 1,NOLC1,sp|Q14978|NOLC1_HUMAN Nucleolar and coiled-body phosphoprotein 1 OS=Homo sapiens OX=9606 GN=NOLC1 PE=1 SV=2;tr|A0A0A0MRM9|A0A0A0MRM9_HUMAN Nucleolar and coiled-body phosphoprotein 1 (Fragment) OS=Homo sapiens OX=9606 GN=NOLC1 PE=1 SV=1,9,9,15.9,699
OGFR,-0.2930479792,0.231461834519882,0,Q9NZT2;A0A0A0MRN5;A0A087X028,Q9NZT2;A0A0A0MRN5;A0A087X028,5;5;4,5;5;4,5;5;4,Opioid growth factor receptor,OGFR,sp|Q9NZT2|OGFR_HUMAN Opioid growth factor receptor OS=Homo sapiens OX=9606 GN=OGFR PE=1 SV=3;tr|A0A0A0MRN5|A0A0A0MRN5_HUMAN Opioid growth factor receptor OS=Homo sapiens OX=9606 GN=OGFR PE=1 SV=1;tr|A0A087X028|A0A087X028_HUMAN Opioid growth factor receptor,5,5,8.4,677
ABI1,-0.1376054018,0.623887695881321,0,Q8IZP0;B6VEX4;A0A0A0MRT6,Q8IZP0;B6VEX4;A0A0A0MRT6,2;2;2,2;2;2,2;2;2,Abl interactor 1,ABI1,sp|Q8IZP0|ABI1_HUMAN Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1 PE=1 SV=4;tr|B6VEX4|B6VEX4_HUMAN Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1 PE=1 SV=1;tr|A0A0A0MRT6|A0A0A0MRT6_HUMAN Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1 PE=1 SV=1,2,2,6.3,508
CASP8,-0.902546446,0.00606834592981181,0,Q14790;A0A0A0MS31;E7EQ01;E7EVN1;E7ETB7;E7EQ06;C9JB29,Q14790;A0A0A0MS31;E7EQ01;E7EVN1;E7ETB7;E7EQ06,3;3;2;2;2;2;1,3;3;2;2;2;2;1,3;3;2;2;2;2;1,Caspase-8;Caspase-8 subunit p18;Caspase-8 subunit p10,CASP8,sp|Q14790|CASP8_HUMAN Caspase-8 OS=Homo sapiens OX=9606 GN=CASP8 PE=1 SV=1;tr|A0A0A0MS31|A0A0A0MS31_HUMAN Caspase-8 OS=Homo sapiens OX=9606 GN=CASP8 PE=1 SV=1;tr|E7EQ01|E7EQ01_HUMAN Caspase-8 (Fragment) OS=Homo sapiens OX=9606 GN=CASP8 PE=1 SV=1;tr|E7EVN1|,3,3,7.3,479
HADH,-1.1256768022,0.0163902717538381,1,Q16836;A0A1W2PQV5;A0A1W2PNM1;A0A0A0MSE2;A0A0D9SFP2;E9PF18;A0A1W2PQC2;A0A1W2PRT2,Q16836;A0A1W2PQV5;A0A1W2PNM1;A0A0A0MSE2;A0A0D9SFP2;E9PF18,3;3;3;3;3;3;1;1,3;3;3;3;3;3;1;1,1;1;1;1;1;1;1;1,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",HADH,"sp|Q16836|HCDH_HUMAN Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=HADH PE=1 SV=3;tr|A0A1W2PQV5|A0A1W2PQV5_HUMAN Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=HADH PE=1 SV=1;tr|A0A1W2PNM1|A0",3,1,14,314
PRDX1,0.0450697548,0.681024457655542,0,Q06830;A0A0A0MSI0;A0A0A0MRQ5,Q06830;A0A0A0MSI0,25;25;7,25;25;7,22;22;4,Peroxiredoxin-1,PRDX1,sp|Q06830|PRDX1_HUMAN Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1;tr|A0A0A0MSI0|A0A0A0MSI0_HUMAN Peroxiredoxin-1 (Fragment) OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1,25,22,80.4,199
DDX42,-0.4633376624,0.545294195258662,0,Q86XP3;A0A0A0MSJ0;J3KRE3,Q86XP3;A0A0A0MSJ0,7;7;1,7;7;1,7;7;1,ATP-dependent RNA helicase DDX42,DDX42,sp|Q86XP3|DDX42_HUMAN ATP-dependent RNA helicase DDX42 OS=Homo sapiens OX=9606 GN=DDX42 PE=1 SV=1;tr|A0A0A0MSJ0|A0A0A0MSJ0_HUMAN ATP-dependent RNA helicase DDX42 OS=Homo sapiens OX=9606 GN=DDX42 PE=1 SV=1,7,7,9.5,938
PITPNB,-0.3676268851,0.138358008704762,0,P48739;A0A0A0MSW4;B3KYB6;B3KYB7,P48739;A0A0A0MSW4;B3KYB6,8;8;4;3,8;8;4;3,7;7;3;2,Phosphatidylinositol transfer protein beta isoform,PITPNB,sp|P48739|PIPNB_HUMAN Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens OX=9606 GN=PITPNB PE=1 SV=2;tr|A0A0A0MSW4|A0A0A0MSW4_HUMAN Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens OX=9606 GN=PITPNB PE=1 SV=1;tr|B3KYB6|B3K,8,7,31.4,271
IVD,-0.428852964,0.0189666790704879,0,P26440;A0A0A0MT83;A0A0S2Z4K7;H0YLC3;H7C4G6;H0YKV0;H0YN10;A0A087WVD3,P26440;A0A0A0MT83;A0A0S2Z4K7;H0YLC3,8;8;7;4;3;2;2;1,8;8;7;4;3;2;2;1,8;8;7;4;3;2;2;1,"Isovaleryl-CoA dehydrogenase, mitochondrial",IVD,"sp|P26440|IVD_HUMAN Isovaleryl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=IVD PE=1 SV=2;tr|A0A0A0MT83|A0A0A0MT83_HUMAN Isovaleryl-CoA dehydrogenase isoform 1 OS=Homo sapiens OX=9606 GN=IVD PE=1 SV=2;tr|A0A0S2Z4K7|A0A0S2Z4K7_HUMAN Isovalery",8,8,19.5,426
RBP1,-0.7224050088,0.00538526454025215,0,A0A0A0MTB9;H0YAK8;P09455;A0A0A0MQT0,A0A0A0MTB9;H0YAK8;P09455;A0A0A0MQT0,3;3;3;2,3;3;3;2,3;3;3;2,Retinol-binding protein 1,RBP1,tr|A0A0A0MTB9|A0A0A0MTB9_HUMAN Retinol-binding protein 1 OS=Homo sapiens OX=9606 GN=RBP1 PE=1 SV=1;tr|H0YAK8|H0YAK8_HUMAN Retinol-binding protein 1 OS=Homo sapiens OX=9606 GN=RBP1 PE=1 SV=2;sp|P09455|RET1_HUMAN Retinol-binding protein 1 OS=Homo sapiens OX=,3,3,48.4,91
ILK,-0.4158300567,0.0760112386357641,0,Q13418;A0A0A0MTH3;E9PQ52;A0A087WW45;A0A087WWY6,Q13418;A0A0A0MTH3,7;7;1;1;1,7;7;1;1;1,7;7;1;1;1,Integrin-linked protein kinase,ILK,sp|Q13418|ILK_HUMAN Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=2;tr|A0A0A0MTH3|A0A0A0MTH3_HUMAN Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=1,7,7,18.1,452
ELOVL5,0.1897214799,0.162731271019152,0,Q9NYP7;A0A0A0MTI6,Q9NYP7;A0A0A0MTI6,1;1,1;1,1;1,Elongation of very long chain fatty acids protein 5;Elongation of very long chain fatty acids protein,ELOVL5,sp|Q9NYP7|ELOV5_HUMAN Elongation of very long chain fatty acids protein 5 OS=Homo sapiens OX=9606 GN=ELOVL5 PE=1 SV=1;tr|A0A0A0MTI6|A0A0A0MTI6_HUMAN Elongation of very long chain fatty acids protein OS=Homo sapiens OX=9606 GN=ELOVL5 PE=1 SV=1,1,1,4.3,299
TTN,0.3284625247,0.705567584032476,0,Q8WZ42;A0A0A0MTS7;A0A0A0MRA3,Q8WZ42;A0A0A0MTS7;A0A0A0MRA3,8;8;6,8;8;6,8;8;6,Titin,TTN,sp|Q8WZ42|TITIN_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=4;tr|A0A0A0MTS7|A0A0A0MTS7_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=1;tr|A0A0A0MRA3|A0A0A0MRA3_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=1,8,8,0.3,34350
TMED7;TMED7-TICAM2,-0.0481553145,0.76845571612316,0,Q9Y3B3;A0A0A6YYA0,Q9Y3B3;A0A0A6YYA0,2;2,2;2,2;2,Transmembrane emp24 domain-containing protein 7,TMED7;TMED7-TICAM2,sp|Q9Y3B3|TMED7_HUMAN Transmembrane emp24 domain-containing protein 7 OS=Homo sapiens OX=9606 GN=TMED7 PE=1 SV=2;tr|A0A0A6YYA0|A0A0A6YYA0_HUMAN Protein TMED7-TICAM2 OS=Homo sapiens OX=9606 GN=TMED7-TICAM2 PE=3 SV=1,2,2,10.3,224
NAA15,-0.283702596,0.0788355991998097,0,Q9BXJ9;A0A0B4J1W3;Q6N069,Q9BXJ9;A0A0B4J1W3,8;8;2,8;8;2,8;8;2,"N-alpha-acetyltransferase 15, NatA auxiliary subunit",NAA15,"sp|Q9BXJ9|NAA15_HUMAN N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1;tr|A0A0B4J1W3|A0A0B4J1W3_HUMAN N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1",8,8,12.4,866
SRSF7,0.1440519375,0.474617924844174,0,Q16629;A0A0B4J1Z1;C9JAB2,Q16629;A0A0B4J1Z1;C9JAB2,6;6;6,6;6;6,6;6;6,Serine/arginine-rich splicing factor 7,SRSF7,sp|Q16629|SRSF7_HUMAN Serine/arginine-rich splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1;tr|A0A0B4J1Z1|A0A0B4J1Z1_HUMAN Serine/arginine-rich-splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1;tr|C9JAB2|C9JAB2_HUMAN Serine/arginine-,6,6,26.9,238
TCEB2,-0.1702326284,0.183802597859061,0,Q15370;A0A0B4J296;B8ZZU8;I3L0M9,Q15370;A0A0B4J296,3;3;1;1,3;3;1;1,3;3;1;1,Transcription elongation factor B polypeptide 2,TCEB2,sp|Q15370|ELOB_HUMAN Elongin-B OS=Homo sapiens OX=9606 GN=ELOB PE=1 SV=1;tr|A0A0B4J296|A0A0B4J296_HUMAN Elongin-B OS=Homo sapiens OX=9606 GN=ELOB PE=1 SV=1,3,3,13.6,118
TPT1,0.547705288,0.0749603588678073,0,P13693;Q5W0H4;A0A0B4J2C3;J3KPG2;E9PJF7;Q56UQ5;Q9HAU6;H0YCX0,P13693;Q5W0H4;A0A0B4J2C3;J3KPG2;E9PJF7,10;10;10;6;6;3;1;1,10;10;10;6;6;3;1;1,10;10;10;6;6;3;1;1,Translationally-controlled tumor protein,TPT1,sp|P13693|TCTP_HUMAN Translationally-controlled tumor protein OS=Homo sapiens OX=9606 GN=TPT1 PE=1 SV=1;tr|Q5W0H4|Q5W0H4_HUMAN Translationally-controlled tumor protein OS=Homo sapiens OX=9606 GN=TPT1 PE=1 SV=1;tr|A0A0B4J2C3|A0A0B4J2C3_HUMAN Translationally,10,10,35.5,172
PWP2,0.4361021686,0.0111494314899131,0,Q15269;A0A0B4J2E5;C9J544,Q15269;A0A0B4J2E5,3;3;1,3;3;1,3;3;1,Periodic tryptophan protein 2 homolog,PWP2,sp|Q15269|PWP2_HUMAN Periodic tryptophan protein 2 homolog OS=Homo sapiens OX=9606 GN=PWP2 PE=2 SV=2;tr|A0A0B4J2E5|A0A0B4J2E5_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 GN=LOC102724159 PE=1 SV=1,3,3,4.2,919
SET;SETSIP,-0.3938880025,0.0477649898794861,0,Q01105;A0A0C4DFV9;P0DME0;A0A087X027,Q01105;A0A0C4DFV9;P0DME0;A0A087X027,10;10;7;7,10;10;7;7,10;10;7;7,Protein SET;Protein SETSIP,SET;SETSIP,sp|Q01105|SET_HUMAN Protein SET OS=Homo sapiens OX=9606 GN=SET PE=1 SV=3;tr|A0A0C4DFV9|A0A0C4DFV9_HUMAN Protein SET OS=Homo sapiens OX=9606 GN=SET PE=1 SV=1;sp|P0DME0|SETLP_HUMAN Protein SETSIP OS=Homo sapiens OX=9606 GN=SETSIP PE=1 SV=1;tr|A0A087X027|A0A0,10,10,32.1,290
RPSA,0.4525835654,0.0147744231582323,0,P08865;C9J9K3;A0A0C4DG17;F8WD59,P08865;C9J9K3;A0A0C4DG17;F8WD59,25;25;25;15,25;25;25;15,25;25;25;15,40S ribosomal protein SA,RPSA,sp|P08865|RSSA_HUMAN 40S ribosomal protein SA OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=4;tr|C9J9K3|C9J9K3_HUMAN 40S ribosomal protein SA (Fragment) OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=8;tr|A0A0C4DG17|A0A0C4DG17_HUMAN 40S ribosomal protein SA OS=Homo sap,25,25,69.2,295
