Gene_names,DCAF17_vs_zBirA_logFC,DCAF17_vs_zBirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_DCAF17_N1,Peptides_DCAF17_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_DCAF17_N1,Razor___unique_peptides_DCAF17_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_DCAF17_N1,Unique_peptides_DCAF17_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_DCAF17_N1,Identification_type_DCAF17_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_DCAF17_N1,Ratio_H_L_DCAF17_N2,X,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_DCAF17_N1,Ratio_H_L_normalized_DCAF17_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____DCAF17_N1,Ratio_H_L_variability_____DCAF17_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_DCAF17_N1,Ratio_H_L_count_DCAF17_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_DCAF17_N1,Ratio_H_L_iso_count_DCAF17_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_DCAF17_N1,Ratio_H_L_type_DCAF17_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_DCAF17_N1____,Sequence_coverage_DCAF17_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_DCAF17_N1,Intensity_L_DCAF17_N1,Intensity_H_DCAF17_N1,Intensity_DCAF17_N2,Intensity_L_DCAF17_N2,Intensity_H_DCAF17_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_DCAF17_N1,metacell_Intensity_L_DCAF17_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
ACTR2,-1.33908113216016,0.00696505303589035,P61160;F5H6T1;A0A1B0GWD0;A0A1B0GWH0,P61160;F5H6T1,10;7;2;2,10;7;2;2,10;7;2;2,Actin-related protein 2,sp|P61160|ARP2_HUMAN Actin-related protein 2 OS=Homo sapiens OX=9606 GN=ACTR2 PE=1 SV=1;tr|F5H6T1|F5H6T1_HUMAN Actin-related protein 2 OS=Homo sapiens OX=9606 GN=ACTR2 PE=1 SV=2,4,10,10,10,7,7,3,4,7,7,3,4,7,7,3,4,26.6,26.6,26.6,44.76,394,394;339;53;65,0.0,12.568,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.53121,1.4803,27.25,21,7,Leave out requantified,0.52256,0.5345,0.33767,0.72721,,1.5018,1.3145,1.0091,1.8599,26.374,23.619,134.36,43.727,7,7,3,4,2,2,2,1,Leave out requantified,Leave out requantified,Median,Leave out requantified,18.0,16.5,10.4,15.2,1272100000,667490000,604570000,268180000,174550000,93636000,271520000,168470000,103040000,327090000,149810000,177280000,405260000,174660000,230600000,,,,1880,3763;6570;7841;7842;9250;14737;15930;18464;18831;19709,True;True;True;True;True;True;True;True;True;True,4025;7072;8460;8461;9980;15774;17031;19715;20126;21069,10825;10826;18756;18757;18758;22682;22683;22684;22685;22686;22687;26812;26813;42172;45581;45582;52911;52912;54098;54099;56682,20196;34703;34704;34705;34706;42269;42270;42271;42272;42273;42274;42275;42276;42277;49699;49700;49701;49702;77481;83687;83688;98019;98020;100280;100281;100282;100283;105339,20196;34703;42270;42277;49700;77481;83688;98020;100283;105339,,,,,-1;-1;-1;-1,protein_1881,quanti,quanti,quanti,quanti
ACTR1A,-1.6938474270859,0.00147991193698274,P61163;R4GMT0;A0A1B0GVS3,P61163;R4GMT0;A0A1B0GVS3,13;9;7,13;9;7,6;4;2,Alpha-centractin,sp|P61163|ACTZ_HUMAN Alpha-centractin OS=Homo sapiens OX=9606 GN=ACTR1A PE=1 SV=1;tr|R4GMT0|R4GMT0_HUMAN Alpha-centractin OS=Homo sapiens OX=9606 GN=ACTR1A PE=1 SV=1;tr|A0A1B0GVS3|A0A1B0GVS3_HUMAN Alpha-centractin OS=Homo sapiens OX=9606 GN=ACTR1A PE=1 SV=,3,13,13,6,9,7,6,6,9,7,6,6,5,3,2,3,44.9,44.9,24.5,42.613,376,376;332;221,0.0,16.535,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.38671,1.0841,24.428,31,6,Leave out requantified,0.33213,0.43542,0.30936,0.37616,,0.984,1.1941,0.93185,0.95389,24.159,14.17,37.696,21.99,9,8,7,7,3,0,2,1,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,27.4,26.9,21.5,24.7,2200300000,1502400000,697910000,543420000,419180000,124230000,701830000,444900000,256930000,517860000,338570000,179290000,437180000,299720000,137460000,,,,1881,691;692;1816;5444;7195;8597;8598;12054;12940;17230;17231;17664;20089,True;True;True;True;True;True;True;True;True;True;True;True;True,726;727;1950;5821;7765;9262;9263;12960;13904;18402;18403;18856;21464,1942;1943;1944;1945;1946;5461;5462;15322;20718;20719;24859;24860;24861;24862;34817;34818;34819;34820;37284;49345;49346;49347;49348;49349;49350;49351;49352;49353;49354;50520;57731;57732;57733;57734,3523;3524;3525;3526;3527;3528;3529;3530;10279;10280;28417;28418;38534;38535;46331;46332;46333;46334;46335;64225;64226;64227;68678;90965;90966;90967;90968;90969;90970;90971;90972;90973;90974;90975;90976;90977;90978;93222;93223;93224;93225;107145;107146;107147;107148;107149;107150;107151;107152;107153;107154,3525;3530;10280;28417;38534;46331;46333;64226;68678;90975;90977;93225;107148,,,,,-1;-1;-1,protein_1882,quanti,quanti,quanti,quanti
ABCE1,-1.82108070349209,0.00218210476203066,P61221;D6R9I9;H0Y990;D6RGF4,P61221;D6R9I9,6;5;2;2,6;5;2;2,6;5;2;2,ATP-binding cassette sub-family E member 1,sp|P61221|ABCE1_HUMAN ATP-binding cassette sub-family E member 1 OS=Homo sapiens OX=9606 GN=ABCE1 PE=1 SV=1;tr|D6R9I9|D6R9I9_HUMAN ATP-binding cassette sub-family E member 1 OS=Homo sapiens OX=9606 GN=ABCE1 PE=1 SV=1,4,6,6,6,5,4,2,2,5,4,2,2,5,4,2,2,10.7,10.7,10.7,67.314,599,599;421;147;210,0.0,8.597,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.34672,0.87482,16.083,12,4,Leave out requantified,0.33745,0.35265,0.20744,0.43314,,0.82157,0.83957,0.6904,1.0162,28.583,61.914,,1.3171,5,4,1,2,2,2,0,0,Leave out requantified,Median,Median,Median,8.5,7.0,3.8,3.7,420320000,296500000,123820000,129140000,89570000,39571000,125220000,87184000,38032000,70055000,55093000,14962000,95908000,64655000,31253000,,,,1882,962;4190;4901;6283;9164;13756,True;True;True;True;True;True,1020;4479;5229;6757;9876;14747,2772;2773;11867;11868;13801;13802;17964;17965;17966;26530;26531;39536;39537,5068;5069;5070;21988;21989;25530;33337;33338;33339;33340;33341;49280;72952;72953;72954;72955,5068;21989;25530;33338;49280;72952,,,,,-1;-1;-1;-1,protein_1883,quanti,quanti,quanti,quanti
RPS3A,0.468303268384442,0.123777246863138,P61247;D6RAT0;D6RG13;D6RB09;E9PFI5;H0Y8L7;H0Y9Y4;D6R9B6;D6RAS7;D6RED7;D6RI02;D6RGE0,P61247;D6RAT0;D6RG13;D6RB09;E9PFI5;H0Y8L7;H0Y9Y4;D6R9B6,22;19;17;15;15;14;14;11;10;8;6;5,22;19;17;15;15;14;14;11;10;8;6;5,22;19;17;15;15;14;14;11;10;8;6;5,40S ribosomal protein S3a,sp|P61247|RS3A_HUMAN 40S ribosomal protein S3a OS=Homo sapiens OX=9606 GN=RPS3A PE=1 SV=2;tr|D6RAT0|D6RAT0_HUMAN 40S ribosomal protein S3a OS=Homo sapiens OX=9606 GN=RPS3A PE=1 SV=1;tr|D6RG13|D6RG13_HUMAN 40S ribosomal protein S3a (Fragment) OS=Homo sapien,12,22,22,22,17,18,18,17,17,18,18,17,17,18,18,17,61.0,61.0,61.0,29.945,264,264;227;223;193;205;190;208;145;125;101;95;65,0.0,95.277,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.26928,0.80052,21.221,90,35,Leave out requantified,0.23548,0.25741,0.20852,0.37445,,0.76519,0.73309,0.73644,1.0181,36.732,8.5375,18.277,12.192,20,20,25,25,7,10,11,7,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,50.8,55.7,56.4,55.7,16149000000,12538000000,3611200000,1528600000,1219100000,309490000,2178200000,1711200000,466970000,6564900000,5382700000,1182200000,5877100000,4224600000,1652500000,,,,1885,322;323;355;1642;2061;4117;4591;6269;9755;9756;10280;10309;10310;10878;12630;13046;13047;18249;18296;18297;19576;19577,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,339;340;341;373;1760;1761;2208;4402;4403;4902;6743;10525;10526;10527;11080;11110;11111;11721;11722;13568;14012;14013;14014;14015;19475;19529;19530;20923;20924,887;888;889;890;891;892;893;894;895;896;897;898;899;989;990;991;4949;4950;4951;4952;6196;6197;11666;11667;11668;11669;11670;11671;11672;11673;11674;11675;12961;12962;12963;12964;12965;12966;12967;12968;17932;17933;28376;28377;28378;28379;28380;29871;29872;29873;29874;29875;29876;29877;29963;29964;29965;29966;29967;29968;31632;31633;31634;31635;36391;36392;36393;36394;37576;37577;37578;37579;37580;37581;37582;37583;37584;37585;37586;37587;37588;52207;52208;52360;52361;52362;52363;52364;52365;52366;52367;56277;56278;56279;56280;56281,1654;1655;1656;1657;1658;1659;1660;1661;1662;1663;1664;1665;1666;1667;1668;1669;1670;1671;1672;1673;1674;1675;1676;1677;1678;1679;1680;1835;1836;1837;1838;1839;1840;9360;9361;9362;9363;9364;9365;11583;21666;21667;21668;21669;21670;21671;21672;21673;21674;21675;21676;21677;21678;21679;21680;21681;21682;21683;21684;21685;24026;24027;24028;24029;24030;24031;24032;24033;24034;24035;24036;24037;24038;33278;33279;52567;52568;52569;52570;52571;52572;52573;52574;52575;52576;52577;55373;55374;55375;55376;55377;55378;55379;55380;55381;55382;55620;55621;55622;55623;55624;55625;55626;55627;55628;58566;58567;58568;58569;58570;67031;67032;67033;67034;67035;67036;67037;67038;67039;67040;67041;67042;67043;67044;67045;67046;67047;67048;67049;69282;69283;69284;69285;69286;69287;69288;69289;69290;69291;69292;69293;69294;69295;69296;69297;69298;69299;69300;69301;69302;69303;69304;69305;96658;96934;96935;96936;96937;96938;96939;96940;96941;96942;96943;96944;96945;96946;96947;96948;96949;96950;96951;96952;96953;96954;96955;96956;96957;96958;96959;104577;104578;104579;104580;104581,1656;1668;1840;9362;11583;21671;24036;33279;52574;52577;55377;55622;55627;58566;67039;69288;69304;96658;96936;96955;104577;104581,,138,,103,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_1886,quanti,quanti,quanti,quanti
RPL26;RPL26L1,-0.515567069554248,0.179889181859084,P61254;Q9UNX3;J3QRI7;J3QQQ9;J3QQV1;E5RIT6;J3QRC4;J3KSS0;E5RHH1;J3KS10,P61254;Q9UNX3;J3QRI7;J3QQQ9;J3QQV1;E5RIT6;J3QRC4,15;13;13;13;13;13;11;7;5;4,15;13;13;13;13;13;11;7;5;4,15;13;13;13;13;13;11;7;5;4,60S ribosomal protein L26;60S ribosomal protein L26-like 1,sp|P61254|RL26_HUMAN 60S ribosomal protein L26 OS=Homo sapiens OX=9606 GN=RPL26 PE=1 SV=1;sp|Q9UNX3|RL26L_HUMAN 60S ribosomal protein L26-like 1 OS=Homo sapiens OX=9606 GN=RPL26L1 PE=1 SV=1;tr|J3QRI7|J3QRI7_HUMAN 60S ribosomal protein L26 (Fragment) OS=Hom,10,15,15,15,12,9,9,9,12,9,9,9,12,9,9,9,71.0,71.0,71.0,17.258,145,145;145;107;107;110;128;135;63;38;63,0.0,88.133,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.25926,0.84905,16.626,52,9,Leave out requantified,0.23563,0.27722,0.24606,0.40875,,0.86077,0.75895,0.89058,1.1094,19.257,24.893,22.515,16.0,14,11,13,14,1,3,3,2,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,64.1,53.1,48.3,35.9,7714200000,5872100000,1842100000,1562500000,1252100000,310430000,1232400000,954780000,277580000,2512900000,1996700000,516240000,2406400000,1668500000,737820000,,,,1886,1594;2716;4821;5652;6688;7968;7969;8906;8942;9283;12493;12494;15941;20348;20714,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1711;2907;5143;6056;7202;8601;8602;9597;9634;10016;13430;13431;17042;17043;17044;21733;22119,4820;4821;4822;4823;8085;13564;13565;13566;15986;19133;19134;23075;23076;23077;23078;23079;23080;25742;25859;25860;25861;25862;26909;26910;36039;36040;36041;36042;36043;36044;36045;36046;36047;36048;45599;45600;45601;45602;45603;45604;45605;45606;45607;45608;45609;45610;45611;45612;58431;58432;59482;59483;59484;59485,9127;9128;9129;9130;9131;15201;25106;25107;25108;25109;25110;25111;25112;29709;29710;35427;35428;35429;43010;43011;43012;43013;43014;43015;43016;43017;43018;43019;47948;48180;48181;48182;48183;48184;48185;48186;49872;49873;49874;49875;66464;66465;66466;66467;66468;66469;66470;66471;66472;66473;66474;66475;66476;66477;66478;66479;66480;66481;66482;66483;66484;83704;83705;83706;83707;83708;83709;83710;83711;83712;83713;83714;83715;83716;83717;83718;83719;83720;83721;83722;83723;83724;83725;83726;83727;83728;83729;83730;83731;108351;108352;110274;110275;110276;110277;110278;110279;110280;110281;110282;110283;110284;110285;110286;110287;110288;110289,9131;15201;25111;29710;35427;43012;43019;47948;48180;49874;66468;66483;83708;108351;110278,127,139,51,47,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_1887,quanti,quanti,quanti,quanti
RPL27,0.710712007402016,0.0462184716173023,P61353;K7ELC7;K7EQQ9;K7ERY7,P61353;K7ELC7,8;7;1;1,8;7;1;1,8;7;1;1,60S ribosomal protein L27,sp|P61353|RL27_HUMAN 60S ribosomal protein L27 OS=Homo sapiens OX=9606 GN=RPL27 PE=1 SV=2;tr|K7ELC7|K7ELC7_HUMAN 60S ribosomal protein L27 (Fragment) OS=Homo sapiens OX=9606 GN=RPL27 PE=1 SV=1,4,8,8,8,6,5,7,6,6,5,7,6,6,5,7,6,57.4,57.4,57.4,15.798,136,136;144;38;40,0.0,66.511,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.37271,1.1901,22.039,36,8,Leave out requantified,0.28859,0.32735,0.35493,0.459,,0.9662,0.92993,1.1773,1.2401,29.194,16.35,16.791,24.153,7,6,11,12,2,1,4,1,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,46.3,43.4,54.4,49.3,8535700000,6044500000,2491200000,747740000,590410000,157320000,863230000,639370000,223860000,3056600000,2214400000,842260000,3868100000,2600400000,1267800000,,,,1888,3221;13211;13317;15294;17855;19650;19783;20660,True;True;True;True;True;True;True;True,3448;14183;14184;14293;16354;19062;21007;21008;21145;21146;22063,9417;9418;38002;38003;38004;38005;38006;38007;38008;38009;38010;38312;38313;38314;43655;51132;51133;51134;56508;56509;56510;56511;56512;56513;56514;56879;56880;56881;56882;56883;56884;56885;59317;59318;59319;59320,17621;17622;70019;70020;70021;70022;70023;70024;70025;70026;70027;70028;70029;70030;70031;70032;70033;70034;70035;70036;70037;70038;70039;70040;70041;70042;70043;70044;70045;70046;70047;70048;70049;70625;70626;70627;80018;80019;94564;94565;94566;94567;94568;105018;105019;105020;105021;105022;105023;105024;105025;105026;105027;105028;105029;105030;105031;105032;105033;105034;105035;105036;105037;105694;105695;105696;105697;105698;105699;105700;105701;105702;105703;105704;105705;105706;105707;105708;105709;105710;105711;105712;105713;105714;105715;105716;105717;105718;105719;105720;109991;109992;109993;109994;109995;109996;109997,17622;70028;70626;80018;94568;105026;105706;109996,,,,,-1;-1;-1;-1,protein_1889,quanti,quanti,quanti,quanti
PCBD1,22.0584676836789,7.07684646163926e-08,P61457,P61457,3,3,3,Pterin-4-alpha-carbinolamine dehydratase,sp|P61457|PHS_HUMAN Pterin-4-alpha-carbinolamine dehydratase OS=Homo sapiens OX=9606 GN=PCBD1 PE=1 SV=2,1,3,3,3,0,0,2,3,0,0,2,3,0,0,2,3,29.8,29.8,29.8,11.999,104,104,0.0,4.593,,,By MS/MS,By MS/MS,0.33921,1.0213,3.8094,5,1,Leave out requantified,,,0.32669,0.33911,,,,1.138,0.92113,,,8.3357,17.747,0,0,2,3,0,0,0,1,Median,Median,Median,Plateau,0.0,0.0,23.1,29.8,437260000,327100000,110160000,0,0,0,0,0,0,189960000,146240000,43722000,247300000,180870000,66439000,,,,1889,574;2217;11329,True;True;True,600;2381;12195,1606;6691;6692;32834;32835,2913;12637;12638;12639;12640;60599;60600;60601;60602;60603;60604;60605;60606,2913;12639;60601,,,,,-1,protein_1890,quanti,quanti,imputed MEC,imputed MEC
RHOA,-0.290802493781584,0.354910393779508,P61586;C9JX21;C9JNR4;C9JRM1,P61586;C9JX21;C9JNR4,11;7;7;4,11;7;7;4,4;1;1;1,Transforming protein RhoA,sp|P61586|RHOA_HUMAN Transforming protein RhoA OS=Homo sapiens OX=9606 GN=RHOA PE=1 SV=1;tr|C9JX21|C9JX21_HUMAN Transforming protein RhoA OS=Homo sapiens OX=9606 GN=RHOA PE=1 SV=1;tr|C9JNR4|C9JNR4_HUMAN Transforming protein RhoA (Fragment) OS=Homo sapiens ,4,11,11,4,8,7,8,9,8,7,8,9,3,3,3,3,53.4,53.4,25.9,21.768,193,193;187;138;90,0.0,42.061,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.72953,2.1581,14.235,40,10,Leave out requantified,0.58756,0.77431,0.69207,0.77082,,2.1256,1.9846,2.2264,1.9177,39.269,16.093,12.808,19.334,10,9,10,11,1,2,2,5,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,32.1,27.5,43.0,51.8,4708400000,2750400000,1957900000,750800000,472750000,278050000,799890000,456460000,343430000,1364500000,821240000,543280000,1793100000,999960000,793180000,,,,1890,2828;3106;4082;6676;6677;7368;9049;11805;14510;16776;17148,True;True;True;True;True;True;True;True;True;True;True,3029;3325;4366;7188;7189;7190;7945;9753;12697;15537;17916;18311,8407;8408;8409;8410;9128;9129;11589;11590;11591;11592;11593;11594;19100;19101;19102;19103;19104;19105;19106;19107;19108;19109;19110;19111;19112;21174;21175;21176;21177;21178;26178;26179;34096;34097;34098;34099;41536;47976;47977;47978;49100;49101;49102;49103,15833;15834;15835;15836;15837;15838;15839;15840;17148;17149;17150;17151;21530;21531;21532;21533;21534;21535;21536;21537;21538;35365;35366;35367;35368;35369;35370;35371;35372;35373;35374;35375;35376;35377;35378;35379;35380;35381;35382;35383;35384;35385;35386;35387;35388;35389;39354;39355;39356;39357;39358;39359;39360;48705;48706;62811;62812;62813;62814;62815;62816;62817;62818;76383;88116;88117;88118;88119;88120;88121;90519;90520;90521;90522;90523;90524;90525;90526,15834;17150;21536;35366;35385;39354;48705;62813;76383;88119;90524,,,,,-1;-1;-1;-1,protein_1891,quanti,quanti,quanti,quanti
HSPE1,0.195170775458692,0.435621884032931,P61604;B8ZZL8;B8ZZ54,P61604;B8ZZL8,21;18;7,21;18;7,9;6;7,"10 kDa heat shock protein, mitochondrial","sp|P61604|CH10_HUMAN 10 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPE1 PE=1 SV=2;tr|B8ZZL8|B8ZZL8_HUMAN 10 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPE1 PE=1 SV=1",3,21,21,9,15,17,14,11,15,17,14,11,5,7,7,6,93.1,93.1,60.8,10.932,102,102;101;47,0.0,248.72,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.23402,0.69291,18.191,103,42,Leave out requantified,0.21557,0.25958,0.1964,0.31758,,0.70536,0.74666,0.65506,0.76537,26.331,22.621,18.718,21.936,23,29,29,22,9,14,10,9,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,79.4,93.1,88.2,78.4,34738000000,27471000000,7266300000,4248800000,3391600000,857130000,5152400000,3955900000,1196500000,13485000000,11106000000,2378800000,11852000000,9017700000,2833900000,,,,1891,2779;4717;4718;5548;5549;5574;5575;5576;5817;8777;8778;14953;14954;16116;18385;18932;18976;18977;18978;19626;19627,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,2974;5034;5035;5943;5944;5945;5972;5973;5974;6242;6243;9454;9455;9456;9457;15999;16000;16001;16002;17223;19630;19631;20237;20238;20284;20285;20286;20287;20979;20980;20981;20982,8254;8255;8256;8257;13290;13291;13292;13293;13294;13295;15710;15711;15712;15713;15714;15715;15716;15717;15787;15788;15789;15790;15791;15792;15793;15794;16578;16579;16580;25353;25354;25355;25356;25357;25358;25359;25360;25361;25362;25363;25364;42734;42735;42736;42737;42738;42739;42740;42741;42742;42743;42744;42745;42746;42747;42748;42749;46052;46053;52677;52678;52679;52680;52681;52682;52683;52684;52685;54415;54416;54417;54418;54538;54539;54540;54541;54542;54543;54544;54545;54546;54547;54548;54549;54550;54551;54552;54553;54554;54555;56435;56436;56437;56438;56439;56440;56441;56442;56443;56444;56445;56446;56447;56448;56449,15547;15548;15549;15550;15551;15552;15553;15554;24586;24587;24588;24589;24590;24591;24592;24593;24594;24595;24596;24597;24598;24599;24600;24601;24602;24603;24604;24605;24606;24607;24608;24609;24610;24611;24612;24613;24614;24615;24616;24617;24618;24619;29178;29179;29180;29181;29182;29183;29184;29185;29186;29334;29335;29336;29337;29338;29339;29340;29341;29342;29343;29344;29345;29346;29347;29348;29349;29350;29351;30825;30826;30827;47249;47250;47251;47252;47253;47254;47255;47256;47257;47258;47259;47260;47261;47262;47263;47264;47265;47266;47267;47268;47269;47270;47271;47272;47273;47274;47275;47276;47277;47278;47279;47280;47281;47282;78420;78421;78422;78423;78424;78425;78426;78427;78428;78429;78430;78431;78432;78433;78434;78435;78436;78437;78438;78439;78440;78441;78442;78443;78444;78445;78446;78447;84566;84567;97597;97598;97599;97600;97601;97602;97603;97604;97605;97606;97607;97608;97609;97610;100941;100942;100943;100944;100945;100946;100947;100948;100949;100950;100951;100952;101185;101186;101187;101188;101189;101190;101191;101192;101193;101194;101195;101196;101197;101198;101199;101200;101201;101202;101203;101204;101205;101206;101207;101208;101209;101210;101211;101212;101213;101214;101215;101216;101217;101218;101219;101220;101221;101222;101223;101224;101225;101226;101227;101228;101229;101230;101231;101232;101233;101234;101235;101236;101237;101238;101239;101240;101241;101242;101243;104889;104890;104891;104892;104893;104894;104895;104896;104897;104898;104899;104900;104901;104902;104903;104904;104905;104906;104907;104908;104909;104910;104911;104912;104913;104914;104915;104916;104917;104918,15549;24600;24618;29184;29186;29336;29343;29347;30825;47273;47282;78425;78441;84567;97607;100951;101211;101238;101243;104891;104918,128;129;130;131,140,8;56;70;86,32,-1;-1;-1,protein_1892,quanti,quanti,quanti,quanti
B2M,1.1467778442377,0.029778275718612,P61769;H0YLF3;F5H6I0,P61769;H0YLF3;F5H6I0,4;2;2,4;2;2,4;2;2,Beta-2-microglobulin;Beta-2-microglobulin form pI 5.3,sp|P61769|B2MG_HUMAN Beta-2-microglobulin OS=Homo sapiens OX=9606 GN=B2M PE=1 SV=1;tr|H0YLF3|H0YLF3_HUMAN Beta-2-microglobulin (Fragment) OS=Homo sapiens OX=9606 GN=B2M PE=1 SV=1;tr|F5H6I0|F5H6I0_HUMAN Beta-2-microglobulin OS=Homo sapiens OX=9606 GN=B2M PE,3,4,4,4,2,1,4,2,2,1,4,2,2,1,4,2,37.0,37.0,37.0,13.714,119,119;71;101,0.0030185,1.1045,By MS/MS,By MS/MS,By MS/MS,By MS/MS,1.3975,4.362,15.062,9,0,Leave out requantified,2.0544,1.9928,1.2383,1.2486,,7.1725,5.8523,3.9679,3.3954,0.65186,,4.5387,5.219,2,1,4,2,0,0,0,0,Median,Median,Leave out requantified,Median,25.2,18.5,37.0,26.9,1049900000,458210000,591670000,132840000,41878000,90963000,98357000,30885000,67471000,471560000,224820000,246740000,347120000,160630000,186490000,,,,1893,8508;15971;15972;19150,True;True;True;True,9167;17074;17075;20473,24622;24623;45698;45699;45700;45701;45702;55049;55050,45791;45792;45793;45794;83881;83882;83883;83884;83885;83886;83887;83888;83889;83890;83891;83892;83893;102202,45794;83891;83893;102202,,,,,-1;-1;-1,protein_1894,quanti,quanti,quanti,quanti
WDR5,21.5575919398612,6.08502600860597e-08,P61964;V9GZ59,P61964,4;1,4;1,4;1,WD repeat-containing protein 5,sp|P61964|WDR5_HUMAN WD repeat-containing protein 5 OS=Homo sapiens OX=9606 GN=WDR5 PE=1 SV=1,2,4,4,4,0,0,4,3,0,0,4,3,0,0,4,3,15.3,15.3,15.3,36.588,334,334;96,0.00050916,2.0612,,,By MS/MS,By MS/MS,0.51639,1.3414,15.171,7,4,Median,,,0.42963,0.52994,,,,1.3274,1.3414,,,20.946,5.6854,0,0,4,3,0,0,2,2,Median,Median,Median,Median,0.0,0.0,15.3,12.0,352920000,232610000,120310000,0,0,0,0,0,0,204470000,134140000,70328000,148460000,98473000,49984000,,,,1894,2818;8585;8589;17252,True;True;True;True,3019;9249;9253;18424,8389;8390;24828;24829;24838;49406;49407,15811;15812;46254;46255;46256;46269;91076;91077;91078;91079;91080,15811;46256;46269;91076,,,,,-1;-1,protein_1895,quanti,quanti,imputed MEC,imputed MEC
