GNB2_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
GPS1,-0.5299306224,0.0914490804290435,0,Q13098;C9JFE4;A0A096LP07;A0A096LPJ3;A8K070;J3QS84;J3QS88;J3KTB0;J3QLE8;J3QLT0;J3QL53;J3KRE8;J3KSA5;J3KRJ4;J3QQX0,Q13098;C9JFE4;A0A096LP07;A0A096LPJ3;A8K070;J3QS84;J3QS88;J3KTB0;J3QLE8;J3QLT0;J3QL53;J3KRE8;J3KSA5;J3KRJ4,4;4;4;4;4;3;3;3;3;3;3;3;3;3;1,4;4;4;4;4;3;3;3;3;3;3;3;3;3;1,4;4;4;4;4;3;3;3;3;3;3;3;3;3;1,COP9 signalosome complex subunit 1,GPS1,sp|Q13098|CSN1_HUMAN COP9 signalosome complex subunit 1 OS=Homo sapiens OX=9606 GN=GPS1 PE=1 SV=4;tr|C9JFE4|C9JFE4_HUMAN COP9 signalosome complex subunit 1 OS=Homo sapiens OX=9606 GN=GPS1 PE=1 SV=2;tr|A0A096LP07|A0A096LP07_HUMAN COP9 signalosome complex su,4,4,8.4,491
WDR18,-0.8563934047,0.282834934759453,0,Q9BV38;U3KQC1;A0A0A0MQU0;K7EIR0,Q9BV38;U3KQC1;A0A0A0MQU0;K7EIR0,2;2;2;1,2;2;2;1,2;2;2;1,WD repeat-containing protein 18,WDR18,sp|Q9BV38|WDR18_HUMAN WD repeat-containing protein 18 OS=Homo sapiens OX=9606 GN=WDR18 PE=1 SV=2;tr|U3KQC1|U3KQC1_HUMAN WD repeat-containing protein 18 (Fragment) OS=Homo sapiens OX=9606 GN=WDR18 PE=1 SV=1;tr|A0A0A0MQU0|A0A0A0MQU0_HUMAN WD repeat-containin,2,2,4.2,432
NSA2,-0.5518319677,0.0590299771214653,0,O95478;A0A0A0MQZ6;H0YAI9,O95478;A0A0A0MQZ6;H0YAI9,2;2;1,2;2;1,2;2;1,Ribosome biogenesis protein NSA2 homolog,NSA2,sp|O95478|NSA2_HUMAN Ribosome biogenesis protein NSA2 homolog OS=Homo sapiens OX=9606 GN=NSA2 PE=1 SV=1;tr|A0A0A0MQZ6|A0A0A0MQZ6_HUMAN Ribosome biogenesis protein NSA2 homolog OS=Homo sapiens OX=9606 GN=NSA2 PE=1 SV=1;tr|H0YAI9|H0YAI9_HUMAN Ribosome biogen,2,2,7.7,260
GSTZ1,1.2642410602,0.183716827287581,0,O43708;A0A0A0MR33;G3V267;G3V5T0;A0A0C4DFM0;G3V3B9;G3V4T6,O43708;A0A0A0MR33;G3V267;G3V5T0;A0A0C4DFM0;G3V3B9;G3V4T6,4;4;4;4;4;3;3,4;4;4;4;4;3;3,4;4;4;4;4;3;3,Maleylacetoacetate isomerase,GSTZ1,sp|O43708|MAAI_HUMAN Maleylacetoacetate isomerase OS=Homo sapiens OX=9606 GN=GSTZ1 PE=1 SV=3;tr|A0A0A0MR33|A0A0A0MR33_HUMAN Maleylacetoacetate isomerase OS=Homo sapiens OX=9606 GN=GSTZ1 PE=1 SV=1;tr|G3V267|G3V267_HUMAN Maleylacetoacetate isomerase OS=Homo ,4,4,25,216
TTN,0.528317165,0.285922081561881,0,Q8WZ42;A0A0A0MRA3;A0A0A0MTS7,Q8WZ42;A0A0A0MRA3;A0A0A0MTS7,10;10;10,10;10;10,10;10;10,Titin,TTN,sp|Q8WZ42|TITIN_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=4;tr|A0A0A0MRA3|A0A0A0MRA3_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=1;tr|A0A0A0MTS7|A0A0A0MTS7_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=1,10,10,0.5,34350
HNRNPUL1,-0.6191514409,0.0318243112322124,0,Q9BUJ2;A0A0A0MRA5;B7Z4B8;M0R3F1;M0QYZ0;M0QYI8;M0R203;M0QYM5;M0QZV6;M0R0K8,Q9BUJ2;A0A0A0MRA5;B7Z4B8;M0R3F1;M0QYZ0,12;12;12;11;7;2;1;1;1;1,12;12;12;11;7;2;1;1;1;1,12;12;12;11;7;2;1;1;1;1,Heterogeneous nuclear ribonucleoprotein U-like protein 1,HNRNPUL1,sp|Q9BUJ2|HNRL1_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens OX=9606 GN=HNRNPUL1 PE=1 SV=2;tr|A0A0A0MRA5|A0A0A0MRA5_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens OX=9606 GN=HNRNPUL1 PE=1 SV,12,12,15.2,856
EPB41L3,0.1427526908,0.582854084442774,0,Q9Y2J2;A0A1B0GTF8;A8K968;A0A0A0MRA8;A0A0A0MSA4;J3KT37;J3QS55,Q9Y2J2;A0A1B0GTF8;A8K968;A0A0A0MRA8;A0A0A0MSA4;J3KT37,5;5;5;5;4;3;1,3;3;3;3;2;1;1,3;3;3;3;2;1;1,"Band 4.1-like protein 3;Band 4.1-like protein 3, N-terminally processed",EPB41L3,sp|Q9Y2J2|E41L3_HUMAN Band 4.1-like protein 3 OS=Homo sapiens OX=9606 GN=EPB41L3 PE=1 SV=2;tr|A0A1B0GTF8|A0A1B0GTF8_HUMAN Band 4.1-like protein 3 OS=Homo sapiens OX=9606 GN=EPB41L3 PE=1 SV=1;tr|A8K968|A8K968_HUMAN Band 4.1-like protein 3 OS=Homo sapiens OX,5,3,4.6,1087
NOLC1,0.3126431013,0.159043412560389,0,Q14978;A0A0A0MRM9;S4R402;S4R349,Q14978;A0A0A0MRM9,9;9;2;2,9;9;2;2,7;7;0;0,Nucleolar and coiled-body phosphoprotein 1,NOLC1,sp|Q14978|NOLC1_HUMAN Nucleolar and coiled-body phosphoprotein 1 OS=Homo sapiens OX=9606 GN=NOLC1 PE=1 SV=2;tr|A0A0A0MRM9|A0A0A0MRM9_HUMAN Nucleolar and coiled-body phosphoprotein 1 (Fragment) OS=Homo sapiens OX=9606 GN=NOLC1 PE=1 SV=1,9,7,12.6,699
HADH,0.0733665561,0.826603211659453,0,Q16836;A0A1W2PQV5;A0A1W2PNM1;A0A0A0MSE2;A0A0D9SFP2;E9PF18;A0A1W2PQ78;A0A1W2PQC2,Q16836;A0A1W2PQV5;A0A1W2PNM1;A0A0A0MSE2;A0A0D9SFP2;E9PF18;A0A1W2PQ78,3;3;3;3;3;3;2;1,3;3;3;3;3;3;2;1,2;2;2;2;2;2;2;0,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",HADH,"sp|Q16836|HCDH_HUMAN Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=HADH PE=1 SV=3;tr|A0A1W2PQV5|A0A1W2PQV5_HUMAN Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=HADH PE=1 SV=1;tr|A0A1W2PNM1|A0",3,2,14,314
DDX42,0.3717870247,0.226057869026533,0,Q86XP3;A0A0A0MSJ0;J3KRE3,Q86XP3;A0A0A0MSJ0,10;10;1,10;10;1,10;10;1,ATP-dependent RNA helicase DDX42,DDX42,sp|Q86XP3|DDX42_HUMAN ATP-dependent RNA helicase DDX42 OS=Homo sapiens OX=9606 GN=DDX42 PE=1 SV=1;tr|A0A0A0MSJ0|A0A0A0MSJ0_HUMAN ATP-dependent RNA helicase DDX42 OS=Homo sapiens OX=9606 GN=DDX42 PE=1 SV=1,10,10,12.5,938
PLS3,0.7381423911,0.219494118520772,0,P13797;A0A0A0MSQ0;Q5TBN3,P13797;A0A0A0MSQ0,6;6;1,6;6;1,2;2;0,Plastin-3,PLS3,sp|P13797|PLST_HUMAN Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=4;tr|A0A0A0MSQ0|A0A0A0MSQ0_HUMAN Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=1,6,2,11.1,630
TAPBP,-0.1131305739,0.622116374960964,0,O15533;Q6P1N7;A0A0G2JKZ1;A2AB90;A0A0G2JH37;A0A0A0MSV9;C9JA35;A0A140T9B2;A0A0G2JJI5;A0A0A0MT98,O15533;Q6P1N7;A0A0G2JKZ1;A2AB90;A0A0G2JH37;A0A0A0MSV9;C9JA35,3;3;3;3;3;3;2;1;1;1,3;3;3;3;3;3;2;1;1;1,3;3;3;3;3;3;2;1;1;1,Tapasin,TAPBP,sp|O15533|TPSN_HUMAN Tapasin OS=Homo sapiens OX=9606 GN=TAPBP PE=1 SV=1;tr|Q6P1N7|Q6P1N7_HUMAN TAPBP protein OS=Homo sapiens OX=9606 GN=TAPBP PE=1 SV=1;tr|A0A0G2JKZ1|A0A0G2JKZ1_HUMAN Tapasin OS=Homo sapiens OX=9606 GN=TAPBP PE=1 SV=1;tr|A2AB90|A2AB90_HUMAN,3,3,7.6,448
SMARCA4;SMARCA2,1.0352841406,0.0270977912112183,1,P51532;Q9HBD4;A0A0A0MT49;A0A2R8Y4P4;A0A2R8Y7S2;A0A2R8YGG3;A0A2R8YGP5;A0A2R8Y7Y7;A0A2R8YG32;A0A2R8Y440;A0A2R8Y7F3;A0A2R8YF80;A0A2R8Y526;A0A2R8YF58;A0A2R8Y4C5;A0A2R8Y6V2;A0A2R8YDA1;A0A2R8YCY3;A0A2R8Y6N0;P51531;A0A0U1RQZ9;A0A2R8YFV8;A0A2R8Y4R6;A0A2R8Y523;F6VDE0;A0A0U1RQE1,P51532;Q9HBD4;A0A0A0MT49;A0A2R8Y4P4;A0A2R8Y7S2;A0A2R8YGG3;A0A2R8YGP5;A0A2R8Y7Y7;A0A2R8YG32;A0A2R8Y440;A0A2R8Y7F3;A0A2R8YF80;A0A2R8Y526;A0A2R8YF58;A0A2R8Y4C5;A0A2R8Y6V2;A0A2R8YDA1;A0A2R8YCY3;A0A2R8Y6N0;P51531;A0A0U1RQZ9;A0A2R8YFV8,5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;2;2;2;1,5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;2;2;2;1,5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;2;2;2;1,Transcription activator BRG1;Probable global transcription activator SNF2L2,SMARCA4;SMARCA2,sp|P51532|SMCA4_HUMAN Transcription activator BRG1 OS=Homo sapiens OX=9606 GN=SMARCA4 PE=1 SV=2;tr|Q9HBD4|Q9HBD4_HUMAN SMARCA4 isoform 2 OS=Homo sapiens OX=9606 GN=SMARCA4 PE=1 SV=1;tr|A0A0A0MT49|A0A0A0MT49_HUMAN Transcription activator BRG1 OS=Homo sapien,5,5,3.8,1647
IVD,-0.0180102898,0.878623568247234,0,P26440;A0A0A0MT83;A0A0S2Z4K7;H0YLC3;H7C4G6;H0YKV0;H0YN10;A0A087WVD3,P26440;A0A0A0MT83;A0A0S2Z4K7;H0YLC3;H7C4G6,9;9;8;5;5;3;3;2,9;9;8;5;5;3;3;2,9;9;8;5;5;3;3;2,"Isovaleryl-CoA dehydrogenase, mitochondrial",IVD,"sp|P26440|IVD_HUMAN Isovaleryl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=IVD PE=1 SV=2;tr|A0A0A0MT83|A0A0A0MT83_HUMAN Isovaleryl-CoA dehydrogenase isoform 1 OS=Homo sapiens OX=9606 GN=IVD PE=1 SV=2;tr|A0A0S2Z4K7|A0A0S2Z4K7_HUMAN Isovalery",9,9,26.8,426
ILK,-0.2077414753,0.362436448276558,0,Q13418;A0A0A0MTH3;E9PQ52;A0A087WW45;A0A087WWY6,Q13418;A0A0A0MTH3,5;5;1;1;1,5;5;1;1;1,5;5;1;1;1,Integrin-linked protein kinase,ILK,sp|Q13418|ILK_HUMAN Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=2;tr|A0A0A0MTH3|A0A0A0MTH3_HUMAN Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=1,5,5,12.2,452
ELOVL5,-0.4984912583,0.0152682315297366,0,Q9NYP7;A0A0A0MTI6,Q9NYP7;A0A0A0MTI6,1;1,1;1,1;1,Elongation of very long chain fatty acids protein 5;Elongation of very long chain fatty acids protein,ELOVL5,sp|Q9NYP7|ELOV5_HUMAN Elongation of very long chain fatty acids protein 5 OS=Homo sapiens OX=9606 GN=ELOVL5 PE=1 SV=1;tr|A0A0A0MTI6|A0A0A0MTI6_HUMAN Elongation of very long chain fatty acids protein OS=Homo sapiens OX=9606 GN=ELOVL5 PE=1 SV=1,1,1,4.3,299
TMED7;TMED7-TICAM2,0.0524820175,0.7100359247685,0,Q9Y3B3;A0A0A6YYA0;G3V2Y2,Q9Y3B3;A0A0A6YYA0,3;3;1,3;3;1,3;3;1,Transmembrane emp24 domain-containing protein 7,TMED7;TMED7-TICAM2,sp|Q9Y3B3|TMED7_HUMAN Transmembrane emp24 domain-containing protein 7 OS=Homo sapiens OX=9606 GN=TMED7 PE=1 SV=2;tr|A0A0A6YYA0|A0A0A6YYA0_HUMAN Protein TMED7-TICAM2 OS=Homo sapiens OX=9606 GN=TMED7-TICAM2 PE=3 SV=1,3,3,15.6,224
NAA15,-0.2285037922,0.184362563693379,0,Q9BXJ9;A0A0B4J1W3;Q6N069,Q9BXJ9;A0A0B4J1W3,4;4;1,4;4;1,4;4;1,"N-alpha-acetyltransferase 15, NatA auxiliary subunit",NAA15,"sp|Q9BXJ9|NAA15_HUMAN N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1;tr|A0A0B4J1W3|A0A0B4J1W3_HUMAN N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1",4,4,5.4,866
SRSF7,-0.2077487206,0.167676609570931,0,Q16629;A0A0B4J1Z1;C9JAB2,Q16629;A0A0B4J1Z1;C9JAB2,9;9;9,9;9;9,9;9;9,Serine/arginine-rich splicing factor 7,SRSF7,sp|Q16629|SRSF7_HUMAN Serine/arginine-rich splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1;tr|A0A0B4J1Z1|A0A0B4J1Z1_HUMAN Serine/arginine-rich-splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1;tr|C9JAB2|C9JAB2_HUMAN Serine/arginine-,9,9,31.9,238
TCEB2,-0.2260780818,0.220999135928392,0,Q15370;A0A0B4J296;B8ZZU8;I3L0M9,Q15370;A0A0B4J296,3;3;1;1,3;3;1;1,3;3;1;1,Transcription elongation factor B polypeptide 2,TCEB2,sp|Q15370|ELOB_HUMAN Elongin-B OS=Homo sapiens OX=9606 GN=ELOB PE=1 SV=1;tr|A0A0B4J296|A0A0B4J296_HUMAN Elongin-B OS=Homo sapiens OX=9606 GN=ELOB PE=1 SV=1,3,3,13.6,118
TPT1,-0.0243496847,0.92564095301734,0,P13693;Q5W0H4;A0A0B4J2C3;J3KPG2;E9PJF7;Q56UQ5;Q9HAU6;H0YCX0,P13693;Q5W0H4;A0A0B4J2C3;J3KPG2;E9PJF7,10;10;10;6;6;2;2;1,10;10;10;6;6;2;2;1,10;10;10;6;6;2;2;1,Translationally-controlled tumor protein,TPT1,sp|P13693|TCTP_HUMAN Translationally-controlled tumor protein OS=Homo sapiens OX=9606 GN=TPT1 PE=1 SV=1;tr|Q5W0H4|Q5W0H4_HUMAN Translationally-controlled tumor protein OS=Homo sapiens OX=9606 GN=TPT1 PE=1 SV=1;tr|A0A0B4J2C3|A0A0B4J2C3_HUMAN Translationally,10,10,36,172
PWP2,-0.1861402613,0.232006322563801,0,Q15269;A0A0B4J2E5;C9J544,Q15269;A0A0B4J2E5,4;4;1,4;4;1,3;3;1,Periodic tryptophan protein 2 homolog,PWP2,sp|Q15269|PWP2_HUMAN Periodic tryptophan protein 2 homolog OS=Homo sapiens OX=9606 GN=PWP2 PE=2 SV=2;tr|A0A0B4J2E5|A0A0B4J2E5_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 GN=LOC102724159 PE=1 SV=1,4,3,5.3,919
SET;SETSIP,-0.1284107625,0.505355951557816,0,Q01105;A0A0C4DFV9;P0DME0;A0A087X027,Q01105;A0A0C4DFV9;P0DME0;A0A087X027,11;11;8;8,11;11;8;8,11;11;8;8,Protein SET;Protein SETSIP,SET;SETSIP,sp|Q01105|SET_HUMAN Protein SET OS=Homo sapiens OX=9606 GN=SET PE=1 SV=3;tr|A0A0C4DFV9|A0A0C4DFV9_HUMAN Protein SET OS=Homo sapiens OX=9606 GN=SET PE=1 SV=1;sp|P0DME0|SETLP_HUMAN Protein SETSIP OS=Homo sapiens OX=9606 GN=SETSIP PE=1 SV=1;tr|A0A087X027|A0A0,11,11,32.1,290
RPSA,0.0926928129,0.505989695518553,0,P08865;C9J9K3;A0A0C4DG17;F8WD59,P08865;C9J9K3;A0A0C4DG17;F8WD59,23;23;23;13,23;23;23;13,23;23;23;13,40S ribosomal protein SA,RPSA,sp|P08865|RSSA_HUMAN 40S ribosomal protein SA OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=4;tr|C9J9K3|C9J9K3_HUMAN 40S ribosomal protein SA (Fragment) OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=8;tr|A0A0C4DG17|A0A0C4DG17_HUMAN 40S ribosomal protein SA OS=Homo sap,23,23,68.8,295
DDX46,-0.0037127104,0.976410734617345,0,Q7L014;A0A0C4DG89;D6RJA6,Q7L014;A0A0C4DG89,12;12;4,12;12;4,12;12;4,Probable ATP-dependent RNA helicase DDX46,DDX46,sp|Q7L014|DDX46_HUMAN Probable ATP-dependent RNA helicase DDX46 OS=Homo sapiens OX=9606 GN=DDX46 PE=1 SV=2;tr|A0A0C4DG89|A0A0C4DG89_HUMAN Probable ATP-dependent RNA helicase DDX46 OS=Homo sapiens OX=9606 GN=DDX46 PE=1 SV=1,12,12,13,1031
ECI2,-1.113051358,0.0379061454179135,1,O75521;A0A0C4DGA2;F1LLU7,O75521;A0A0C4DGA2,3;3;1,3;3;1,3;3;1,"Enoyl-CoA delta isomerase 2, mitochondrial",ECI2,"sp|O75521|ECI2_HUMAN Enoyl-CoA delta isomerase 2 OS=Homo sapiens OX=9606 GN=ECI2 PE=1 SV=4;tr|A0A0C4DGA2|A0A0C4DGA2_HUMAN Enoyl-CoA delta isomerase 2, mitochondrial OS=Homo sapiens OX=9606 GN=ECI2 PE=1 SV=1",3,3,13.5,394
CHD4,-0.1030091351,0.432207305054068,0,Q14839;A0A2R8YDJ9;A0A0C4DGG9;A0A2R8Y521;A0A2R8Y212;F5GWX5;A0A2R8YFD8;A0A2U3TZM0;A0A2R8YFK9;A0A2R8Y5J0;A0A2R8YD40;A0A2R8Y425;A0A2R8Y4X2;A0A2R8Y8C1;A0A2R8Y445;A0A2R8YER1;A0A2R8Y7I0;A0A2R8Y7M9;Q8TDI0;A0A2R8Y5Z7;A0A2R8Y685;A0A2R8Y8B3;K7EMY3;A0A2R8YE38;A0A2R8Y5M9;F2Z2R5;F6T542,Q14839;A0A2R8YDJ9;A0A0C4DGG9;A0A2R8Y521;A0A2R8Y212;F5GWX5;A0A2R8YFD8;A0A2U3TZM0;A0A2R8YFK9;A0A2R8Y5J0;A0A2R8YD40;A0A2R8Y425;A0A2R8Y4X2;A0A2R8Y8C1;A0A2R8Y445;A0A2R8YER1;A0A2R8Y7I0;A0A2R8Y7M9,16;16;16;16;16;16;16;16;16;16;16;16;15;10;10;10;10;10;7;6;6;5;5;4;4;3;1,16;16;16;16;16;16;16;16;16;16;16;16;15;10;10;10;10;10;7;6;6;5;5;4;4;3;1,2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0,Chromodomain-helicase-DNA-binding protein 4,CHD4,sp|Q14839|CHD4_HUMAN Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=2;tr|A0A2R8YDJ9|A0A2R8YDJ9_HUMAN Chromodomain-helicase-DNA-binding protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=1;tr|A0A0C4DGG9|A0A0C4D,16,2,11.6,1912
DDOST,-0.1627800029,0.27883368426076,0,P39656;A0A0C4DGS1;U3KQ84,P39656;A0A0C4DGS1;U3KQ84,11;11;7,11;11;7,11;11;7,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,DDOST,sp|P39656|OST48_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Homo sapiens OX=9606 GN=DDOST PE=1 SV=4;tr|A0A0C4DGS1|A0A0C4DGS1_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=H,11,11,25.9,456
DDX3X;DDX3Y,-0.3189383186,0.0619953402321002,0,O00571;A0A2R8YCW1;A0A2R8Y645;A0A2R8Y4A4;A0A2U3TZJ9;A0A2R8YFS5;A0A2R8YFR4;A0A0D9SG12;A0A0D9SFB3;A0A2R8Y5G6;A0A2R8Y7T2;A0A2R8YDT5;A0A0D9SF53;A0A2R8YF78;O15523;F6S8Q4;A0A2R8YDH3;A0A0J9YVQ7;A0A087WVZ1;H0Y960,O00571;A0A2R8YCW1;A0A2R8Y645;A0A2R8Y4A4;A0A2U3TZJ9;A0A2R8YFS5;A0A2R8YFR4;A0A0D9SG12;A0A0D9SFB3;A0A2R8Y5G6;A0A2R8Y7T2;A0A2R8YDT5;A0A0D9SF53;A0A2R8YF78;O15523;F6S8Q4;A0A2R8YDH3,24;24;24;24;24;24;24;24;24;24;24;24;24;24;22;21;19;8;6;1,23;23;23;23;23;23;23;23;23;23;23;23;23;23;21;20;18;8;6;1,21;21;21;21;21;21;21;21;21;21;21;21;21;21;19;18;16;8;6;0,ATP-dependent RNA helicase DDX3X;ATP-dependent RNA helicase DDX3Y,DDX3X;DDX3Y,sp|O00571|DDX3X_HUMAN ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3;tr|A0A2R8YCW1|A0A2R8YCW1_HUMAN ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=1;tr|A0A2R8Y645|A0A2R8Y645_HUMAN ATP-dependent RNA he,24,21,33.4,662
TBL1XR1,-0.4293777118,0.0581343323537765,0,Q9BZK7;A0A0D9SF63;C9JCW4;C9JTW8;C9JY82;C9JEC9;C9J3H2;C9J903;A0A0D9SEW5;C9J7E1;A0A1B0GUU2;F8W9D8;C9IYU9;A0A1B0GVH3,Q9BZK7;A0A0D9SF63;C9JCW4;C9JTW8;C9JY82;C9JEC9;C9J3H2;C9J903;A0A0D9SEW5;C9J7E1;A0A1B0GUU2;F8W9D8;C9IYU9;A0A1B0GVH3,2;2;1;1;1;1;1;1;1;1;1;1;1;1,2;2;1;1;1;1;1;1;1;1;1;1;1;1,2;2;1;1;1;1;1;1;1;1;1;1;1;1,F-box-like/WD repeat-containing protein TBL1XR1,TBL1XR1,sp|Q9BZK7|TBL1R_HUMAN F-box-like/WD repeat-containing protein TBL1XR1 OS=Homo sapiens OX=9606 GN=TBL1XR1 PE=1 SV=1;tr|A0A0D9SF63|A0A0D9SF63_HUMAN F-box-like/WD repeat-containing protein TBL1XR1 OS=Homo sapiens OX=9606 GN=TBL1XR1 PE=1 SV=1;tr|C9JCW4|C9JCW4_,2,2,6,514
SPTAN1,0.0735046201,0.760597535928701,0,Q13813;A0A0D9SGF6;A0A0D9SF54;A0A0D9SFF6;A0A1B0GTB7;A0A1B0GV13,Q13813;A0A0D9SGF6;A0A0D9SF54,36;36;34;3;2;1,36;36;34;3;2;1,36;36;34;3;2;1,"Spectrin alpha chain, non-erythrocytic 1",SPTAN1,"sp|Q13813|SPTN1_HUMAN Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=3;tr|A0A0D9SGF6|A0A0D9SGF6_HUMAN Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=1;tr|A0A0D9SF54|A0A0D9SF54_HUMAN Sp",36,36,19.5,2472
HSPA1A;HSPA1B,0.4363875149,0.0309252332397646,0,P0DMV8;A0A0G2JIW1;P0DMV9;V9GZ37,P0DMV8;A0A0G2JIW1;P0DMV9;V9GZ37,34;34;34;20,30;30;30;19,18;18;18;11,Heat shock 70 kDa protein 1A;Heat shock 70 kDa protein 1B,HSPA1A;HSPA1B,sp|P0DMV8|HS71A_HUMAN Heat shock 70 kDa protein 1A OS=Homo sapiens OX=9606 GN=HSPA1A PE=1 SV=1;tr|A0A0G2JIW1|A0A0G2JIW1_HUMAN Heat shock 70 kDa protein 1B OS=Homo sapiens OX=9606 GN=HSPA1B PE=1 SV=1;sp|P0DMV9|HS71B_HUMAN Heat shock 70 kDa protein 1B OS=Hom,34,18,50.4,641
SCRIB,-0.1829973293,0.332955383556246,0,Q14160;A0A0G2JMS7;A0A0G2JNZ2;A0A0G2JPP5;A0A669KB89;H0YCG0,Q14160;A0A0G2JMS7;A0A0G2JNZ2;A0A0G2JPP5;A0A669KB89,5;5;5;5;5;2,5;5;5;5;5;2,5;5;5;5;5;2,Protein scribble homolog,SCRIB,sp|Q14160|SCRIB_HUMAN Protein scribble homolog OS=Homo sapiens OX=9606 GN=SCRIB PE=1 SV=4;tr|A0A0G2JMS7|A0A0G2JMS7_HUMAN Protein scribble homolog OS=Homo sapiens OX=9606 GN=SCRIB PE=1 SV=1;tr|A0A0G2JNZ2|A0A0G2JNZ2_HUMAN Protein scribble homolog OS=Homo sap,5,5,5.1,1630
PUF60,0.4098853251,0.246869829593072,0,A0A0J9YYL3;A0A0J9YVP6;Q9UHX1;A0A0J9YVR6;E9PQ56;A0A0J9YXJ8;A0A0J9YXX5;A0A0J9YWM1;H0YEM1;E9PMU7;E9PN18;E9PL19;H0YCP8,A0A0J9YYL3;A0A0J9YVP6;Q9UHX1;A0A0J9YVR6;E9PQ56;A0A0J9YXJ8;A0A0J9YXX5;A0A0J9YWM1;H0YEM1;E9PMU7;E9PN18,13;13;11;11;11;11;11;9;9;8;8;5;4,13;13;11;11;11;11;11;9;9;8;8;5;4,13;13;11;11;11;11;11;9;9;8;8;5;4,Poly(U)-binding-splicing factor PUF60,PUF60,tr|A0A0J9YYL3|A0A0J9YYL3_HUMAN Poly(U)-binding-splicing factor PUF60 (Fragment) OS=Homo sapiens OX=9606 GN=PUF60 PE=1 SV=1;tr|A0A0J9YVP6|A0A0J9YVP6_HUMAN Poly(U)-binding-splicing factor PUF60 (Fragment) OS=Homo sapiens OX=9606 GN=PUF60 PE=1 SV=1;sp|Q9UHX1|,13,13,40.2,505
