Gene_names,GNB2_vs_BirA_logFC,GNB2_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_GNB2_N1,Peptides_GNB2_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_GNB2_N1,Razor___unique_peptides_GNB2_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_GNB2_N1,Unique_peptides_GNB2_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_GNB2_N1,Identification_type_GNB2_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_GNB2_N1,Ratio_H_L_GNB2_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_GNB2_N1,Ratio_H_L_normalized_GNB2_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____GNB2_N1,Ratio_H_L_variability_____GNB2_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_GNB2_N1,Ratio_H_L_count_GNB2_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_GNB2_N1,Ratio_H_L_iso_count_GNB2_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_GNB2_N1,Ratio_H_L_type_GNB2_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_GNB2_N1____,Sequence_coverage_GNB2_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_GNB2_N1,Intensity_L_GNB2_N1,Intensity_H_GNB2_N1,Intensity_GNB2_N2,Intensity_L_GNB2_N2,Intensity_H_GNB2_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_GNB2_N1,metacell_Intensity_L_GNB2_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
STIP1,-1.72186171860556,0.0869666981542674,P31948;F5H783;F5GXD8;H0YGI8,P31948;F5H783,26;15;9;4,26;15;9;4,26;15;9;4,Stress-induced-phosphoprotein 1,sp|P31948|STIP1_HUMAN Stress-induced-phosphoprotein 1 OS=Homo sapiens OX=9606 GN=STIP1 PE=1 SV=1;tr|F5H783|F5H783_HUMAN Stress-induced-phosphoprotein 1 OS=Homo sapiens OX=9606 GN=STIP1 PE=1 SV=1,4,26,26,26,12,13,11,22,12,13,11,22,12,13,11,22,47.1,47.1,47.1,62.639,543,543;236;138;137,0.0,178.78,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.31275,0.8816,30.197,75,24,Leave out requantified,0.25499,0.33168,0.38346,0.29113,0.86684,0.89421,0.91264,0.89765,34.256,33.641,50.112,22.123,15,16,13,31,5,4,5,10,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,31.5,33.9,22.5,42.2,6388700000,4786600000,1602200000,1850400000,1409200000,441200000,2355000000,1731800000,623190000,420330000,320740000,99591000,1763000000,1324800000,438210000,,,,1807,35;36;1214;1476;1555;4686;4687;7442;8119;8640;8641;8806;9730;9828;11076;12492;12493;13536;14417;17604;17605;18056;18214;18215;20766;20767,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,35;36;1627;1986;2095;6225;6226;6227;10116;11035;11036;11697;11698;11699;11957;13384;13518;15133;15134;16919;16920;16921;18237;19340;23451;23452;23453;24012;24211;24212;24213;27595;27596;27597,85;86;87;88;89;90;3763;3764;3765;3766;3767;3768;4598;4599;4600;4865;4866;4867;4868;4869;14022;14023;14024;14025;14026;22846;25026;25027;25028;26513;26514;26515;26516;26517;26518;26519;27003;27004;30096;30097;30098;30099;30434;34006;34007;34008;34009;34010;34011;38021;38022;38023;38024;38025;38026;40904;43300;52562;52563;52564;52565;52566;52567;53857;53858;54358;54359;54360;54361;54362;54363;54364;54365;62108;62109;62110,146;147;148;149;150;151;152;153;154;155;156;157;158;6848;6849;6850;6851;6852;6853;6854;6855;6856;6857;6858;8339;8340;8341;8342;8343;8344;8345;8940;8941;8942;8943;8944;8945;8946;25505;25506;25507;25508;25509;25510;41454;45409;45410;45411;45412;48275;48276;48277;48278;48279;48280;48281;48282;48283;48284;49116;49117;54291;54292;54293;54294;54295;54908;61228;61229;61230;61231;61232;61233;61234;61235;61236;61237;61238;61239;61240;68190;68191;68192;68193;68194;68195;68196;68197;68198;68199;68200;68201;68202;73256;77595;94244;94245;94246;94247;94248;94249;94250;94251;94252;94253;94254;96662;96663;96664;97729;97730;97731;97732;97733;97734;97735;97736;97737;97738;97739;97740;97741;97742;97743;112079;112080;112081;112082;112083,150;155;6853;8343;8942;25505;25510;41454;45409;48275;48283;49117;54294;54908;61231;68193;68202;73256;77595;94244;94249;96662;97729;97734;112080;112082,2227;2228;2229;2230;2231;2232;2233;2234;2235;2236;2237;2238,,8;78;109;136;169;301;312;317;325;434;442;533,,-1;-1;-1;-1,protein_1808,quanti,quanti,quanti,quanti
S100A11,-0.176170252565278,0.760396604631661,P31949,P31949,8,8,8,"Protein S100-A11;Protein S100-A11, N-terminally processed",sp|P31949|S10AB_HUMAN Protein S100-A11 OS=Homo sapiens OX=9606 GN=S100A11 PE=1 SV=2,1,8,8,8,5,5,5,4,5,5,5,4,5,5,5,4,58.1,58.1,58.1,11.74,105,105,0.0,91.283,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.2986,0.9435,6.4405,22,5,Leave out requantified,0.31762,0.39134,0.29685,0.29242,0.96822,1.0352,0.97352,0.86812,11.41,2.1009,9.7734,9.6436,5,5,6,6,1,2,1,1,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,46.7,46.7,54.3,45.7,1202400000,838070000,364330000,326580000,231680000,94903000,212210000,146400000,65813000,408150000,280600000,127550000,255450000,179380000,76065000,,,,1808,1099;2565;2884;8318;13807;17150;20444;20445,True;True;True;True;True;True;True;True,1448;3405;3406;3841;11279;18584;22829;27187;27188,3386;3387;7948;7949;7950;7951;7952;7953;8923;25588;25589;41702;41703;51190;51191;51192;51193;51194;61193;61194;61195;61196,6184;6185;6186;14681;14682;14683;14684;14685;14686;14687;14688;14689;14690;14691;14692;14693;14694;14695;14696;16518;16519;46505;46506;46507;46508;74760;74761;74762;74763;74764;91470;91471;91472;91473;91474;91475;91476;91477;91478;91479;91480;91481;91482;91483;110469;110470;110471;110472;110473;110474;110475,6185;14689;16518;46508;74763;91477;110469;110471,2239;2240,,3;55,,-1,protein_1809,quanti,quanti,quanti,quanti
PRDX2,-4.23013908294645,0.00983345897823593,P32119;A6NIW5,P32119,7;2,6;2,6;2,Peroxiredoxin-2,sp|P32119|PRDX2_HUMAN Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5,2,7,6,6,7,7,2,4,6,6,1,3,6,6,1,3,36.4,30.8,30.8,21.892,198,198;136,0.0,43.694,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.38294,1.2546,20.959,24,4,Leave out requantified,0.3504,0.44558,0.3252,0.32117,1.2318,1.2231,0.61038,0.90535,36.51,10.759,1.0777,29.212,8,8,2,6,1,0,2,1,Leave out requantified,Leave out requantified,Median,Leave out requantified,36.4,36.4,11.6,20.7,1681400000,1181900000,499530000,758280000,544320000,213960000,758230000,520360000,237870000,19688000,14893000,4794800,145190000,102300000,42896000,,,,1809,2041;5849;5850;8758;11573;14473;15087,True;True;True;True;True;False;True,2717;7887;7888;7889;7890;7891;11875;15767;19414;19415;20229,6384;6385;17779;17780;17781;17782;17783;17784;17785;17786;17787;17788;17789;17790;17791;26845;26846;35392;35393;43460;43461;43462;43463;43464;43465;43466;43467;43468;43469;45177;45178;45179;45180;45181,11774;11775;11776;11777;32306;32307;32308;32309;32310;32311;32312;32313;32314;32315;32316;32317;32318;32319;32320;32321;32322;32323;32324;32325;32326;32327;32328;32329;32330;48837;48838;48839;48840;63489;63490;63491;63492;63493;63494;77859;77860;77861;77862;77863;77864;77865;77866;77867;77868;77869;77870;77871;77872;77873;77874;77875;77876;77877;77878;77879;77880;77881;77882;77883;77884;77885;77886;77887;77888;77889;77890;77891;80662;80663;80664;80665;80666;80667;80668;80669;80670;80671;80672;80673,11774;32310;32321;48838;63492;77880;80670,2241,,135,,-1;-1,protein_1810,quanti,quanti,quanti,quanti
CDA,-21.7286040647117,6.90016451800887e-07,P32320,P32320,2,2,2,Cytidine deaminase,sp|P32320|CDD_HUMAN Cytidine deaminase OS=Homo sapiens OX=9606 GN=CDA PE=1 SV=2,1,2,2,2,2,1,0,0,2,1,0,0,2,1,0,0,27.4,27.4,27.4,16.185,146,146,0.0,5.065,By MS/MS,By MS/MS,,,0.30838,0.85512,27.326,5,2,Median,0.2978,0.47881,,,0.83107,1.202,,,16.423,5.0738,,,3,2,0,0,2,0,0,0,Median,Median,Median,Median,27.4,13.7,0.0,0.0,185620000,141280000,44335000,118910000,98452000,20458000,66707000,42830000,23877000,0,0,0,0,0,0,,,,1810,912;7314,True;True,1179;9951,2757;2758;2759;2760;22452,5002;5003;5004;5005;5006;5007;5008;40703;40704,5005;40703,,,,,-1,protein_1811,imputed MEC,imputed MEC,quanti,quanti
PYCR1,0.554494336567647,0.291837940021789,P32322;E2QRB3;J3KQ22;J3QL24;J3QLK9;J3QL32;J3QR88;J3QKT4;J3KTA8;J3QKT3;J3QRZ0;J3KSA9,P32322;E2QRB3;J3KQ22;J3QL24;J3QLK9;J3QL32,16;15;11;10;9;9;7;7;5;5;5;3,16;15;11;10;9;9;7;7;5;5;5;3,7;6;3;2;1;1;1;2;1;1;1;0,"Pyrroline-5-carboxylate reductase 1, mitochondrial;Pyrroline-5-carboxylate reductase","sp|P32322|P5CR1_HUMAN Pyrroline-5-carboxylate reductase 1, mitochondrial OS=Homo sapiens OX=9606 GN=PYCR1 PE=1 SV=2;tr|E2QRB3|E2QRB3_HUMAN Pyrroline-5-carboxylate reductase 1, isoform CRA_c OS=Homo sapiens OX=9606 GN=PYCR1 PE=1 SV=2;tr|J3KQ22|J3KQ22_HUMAN ",12,16,16,7,8,10,12,9,8,10,12,9,4,5,4,3,55.8,55.8,30.4,33.36,319,319;288;253;225;165;217;132;242;84;94;115;109,0.0,160.07,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.44726,1.3816,25.392,49,16,Leave out requantified,0.35915,0.52394,0.47719,0.52134,1.1836,1.4578,1.6074,1.4452,12.305,19.683,29.173,17.779,10,9,17,13,3,2,5,6,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,37.9,38.6,47.0,37.0,4221500000,2785500000,1436100000,592160000,421090000,171060000,744850000,483710000,261140000,1771800000,1168200000,603630000,1112700000,712490000,400240000,,,,1812,2606;3116;3467;3767;5424;5425;7897;7898;9108;9837;10098;11544;16123;16812;17414;17882,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,3462;3463;4162;4611;5001;7272;7273;7274;10749;10750;12442;13527;13844;13845;15732;21557;21558;22411;23187;23797,8068;8069;8070;8071;8072;9637;10602;10603;11432;11433;16414;16415;16416;16417;16418;16419;24371;24372;24373;24374;24375;24376;28024;30449;30450;31115;31116;31117;31118;31119;31120;35311;48181;48182;48183;48184;48185;48186;48187;48188;48189;48190;48191;50184;50185;50186;50187;52014;52015;53307,14882;14883;14884;14885;14886;14887;14888;17794;19477;19478;19479;19480;20939;20940;29923;29924;29925;29926;29927;29928;29929;29930;29931;29932;44304;44305;44306;44307;44308;44309;44310;50791;54934;56091;56092;56093;56094;56095;56096;56097;56098;56099;56100;56101;56102;56103;56104;56105;56106;56107;56108;56109;56110;63314;86066;86067;86068;86069;86070;86071;86072;86073;86074;86075;86076;86077;86078;86079;86080;86081;86082;86083;86084;86085;86086;86087;86088;86089;86090;86091;86092;89556;89557;89558;89559;89560;89561;89562;89563;89564;89565;89566;89567;89568;89569;89570;89571;89572;89573;89574;89575;93179;93180;93181;93182;93183;95534,14883;17794;19478;20939;29930;29932;44306;44309;50791;54934;56099;63314;86076;89570;93181;95534,2242;2243,,29;307,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_1813,quanti,quanti,quanti,quanti
RPL9,0.789026128343711,0.137090761014803,P32969;D6RAN4;A0A2R8Y5Y7;E7ESE0;H0Y9V9;H0Y9R4,P32969;D6RAN4;A0A2R8Y5Y7;E7ESE0,15;14;13;12;7;4,15;14;13;12;7;4,15;14;13;12;7;4,60S ribosomal protein L9,sp|P32969|RL9_HUMAN 60S ribosomal protein L9 OS=Homo sapiens OX=9606 GN=RPL9 PE=1 SV=1;tr|D6RAN4|D6RAN4_HUMAN 60S ribosomal protein L9 (Fragment) OS=Homo sapiens OX=9606 GN=RPL9 PE=1 SV=8;tr|A0A2R8Y5Y7|A0A2R8Y5Y7_HUMAN 60S ribosomal protein L9 OS=Homo sapi,6,15,15,15,8,8,11,12,8,8,11,12,8,8,11,12,60.4,60.4,60.4,21.863,192,192;181;220;166;113;90,0.0,127.88,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.29847,0.83439,21.144,55,15,Leave out requantified,0.28897,0.30144,0.29958,0.30259,0.91886,0.72683,0.94657,0.88817,15.388,19.619,20.772,24.815,10,9,18,18,4,2,4,5,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,43.8,39.6,53.1,53.6,3873000000,2857700000,1015300000,543600000,412100000,131510000,577810000,429530000,148290000,1220200000,885810000,334410000,1531400000,1130300000,401070000,,,,1813,2805;2806;4535;6495;8798;8799;12739;13343;13344;14910;16912;17378;17379;17423;18102,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,3741;3742;3743;6029;8771;8772;11945;11946;11947;17232;17989;17990;17991;17992;19998;22536;23135;23136;23137;23138;23200;24074;24075,8675;8676;8677;8678;8679;8680;8681;8682;8683;13616;13617;13618;19710;19711;19712;19713;19714;19715;26983;26984;26985;26986;38671;40366;40367;40368;40369;40370;40371;40372;40373;44645;50492;50493;50494;51899;51900;51901;51902;51903;51904;51905;51906;51907;51908;51909;51910;51911;51912;52038;52039;54001;54002;54003;54004,16044;16045;16046;16047;16048;16049;16050;16051;16052;16053;16054;24797;24798;24799;24800;24801;35707;35708;35709;35710;35711;35712;35713;35714;35715;35716;35717;35718;35719;35720;49069;49070;49071;49072;49073;69293;69294;69295;69296;69297;72292;72293;72294;72295;72296;72297;72298;72299;72300;72301;79788;90130;90131;90132;90133;92924;92925;92926;92927;92928;92929;92930;92931;92932;92933;92934;92935;92936;92937;92938;92939;92940;92941;92942;92943;92944;92945;92946;92947;92948;92949;92950;92951;92952;92953;92954;92955;92956;92957;92958;92959;92960;92961;93228;93229;96958;96959;96960;96961;96962;96963;96964;96965;96966;96967;96968,16046;16054;24799;35714;49069;49073;69297;72292;72301;79788;90133;92940;92957;93228;96963,2244;2245;2246,,28;82;121,,-1;-1;-1;-1;-1;-1,protein_1814,quanti,quanti,quanti,quanti
CD70,1.4721968375078,0.10561254190566,P32970,P32970,5,5,5,CD70 antigen,sp|P32970|CD70_HUMAN CD70 antigen OS=Homo sapiens OX=9606 GN=CD70 PE=1 SV=2,1,5,5,5,3,2,5,3,3,2,5,3,3,2,5,3,35.2,35.2,35.2,21.118,193,193,0.0,40.892,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.26849,0.88548,28.326,17,6,Leave out requantified,0.27396,0.98434,0.26206,0.2666,0.94838,2.611,0.83932,0.85522,33.279,12.325,30.376,14.883,3,2,8,4,1,1,3,1,Median,Median,Leave out requantified,Leave out requantified,19.7,13.0,35.2,21.2,1087700000,781570000,306120000,138110000,97442000,40665000,113520000,53029000,60492000,621360000,471170000,150190000,214700000,159930000,54765000,,,,1814,6706;11598;12257;13909;15610,True;True;True;True;True,9109;9110;15797;15798;16643;16644;18709;18710;20878;20879,20559;20560;35449;35450;37397;37398;37399;37400;37401;37402;37403;42012;42013;46561;46562;46563;46564;46565;46566,37307;37308;37309;63590;63591;63592;67077;67078;67079;67080;67081;67082;67083;67084;67085;67086;67087;67088;67089;67090;67091;75363;75364;75365;83080;83081;83082;83083;83084;83085;83086;83087,37307;63592;67085;75365;83083,2247,,93,,-1,protein_1815,quanti,quanti,quanti,quanti
KIF5B,-1.97176792589011,0.0947428481773002,P33176,P33176,11,11,8,Kinesin-1 heavy chain,sp|P33176|KINH_HUMAN Kinesin-1 heavy chain OS=Homo sapiens OX=9606 GN=KIF5B PE=1 SV=1,1,11,11,8,6,8,1,3,6,8,1,3,5,5,1,2,13.2,13.2,9.0,109.68,963,963,0.0,21.097,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.38136,1.0846,21.826,16,5,Leave out requantified,0.37963,0.38301,0.40178,0.4062,1.2771,0.99597,1.1904,1.3151,10.864,20.865,,83.548,5,7,1,3,2,1,0,2,Leave out requantified,Leave out requantified,Median,Median,8.9,10.3,1.6,3.7,520950000,353920000,167040000,124910000,85308000,39603000,227010000,155740000,71270000,28272000,17079000,11194000,140750000,95786000,44969000,,,,1815,384;385;5464;7839;8227;9055;10075;10509;16208;17238;17996,True;True;True;True;True;True;True;True;True;True;True,489;490;7328;7329;10677;11161;12357;13818;14370;21659;22946;23937,1133;1134;1135;16538;16539;16540;16541;24220;24221;24222;25301;27859;31052;31053;32300;48423;51459;53668;53669,2094;2095;2096;2097;30151;30152;30153;30154;44014;44015;44016;44017;44018;44019;44020;44021;45916;50541;50542;55952;55953;55954;55955;58355;86476;92018;96259;96260,2094;2097;30152;44020;45916;50541;55953;58355;86476;92018;96260,2248,,801,,-1,protein_1816,quanti,quanti,quanti,quanti
CSTF2,1.2077271913362,0.0623745313449204,P33240;E9PID8;E7EWR4;Q9H0L4;A0A0A0MT56,P33240;E9PID8;E7EWR4,12;11;11;5;4,12;11;11;5;4,12;11;11;5;4,Cleavage stimulation factor subunit 2,sp|P33240|CSTF2_HUMAN Cleavage stimulation factor subunit 2 OS=Homo sapiens OX=9606 GN=CSTF2 PE=1 SV=1;tr|E9PID8|E9PID8_HUMAN Cleavage stimulation factor subunit 2 OS=Homo sapiens OX=9606 GN=CSTF2 PE=1 SV=1;tr|E7EWR4|E7EWR4_HUMAN Cleavage stimulation facto,5,12,12,12,5,5,10,10,5,5,10,10,5,5,10,10,22.5,22.5,22.5,60.959,577,577;438;597;616;225,0.0,26.977,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.34487,0.98979,18.238,29,9,Leave out requantified,0.35939,0.44068,0.26931,0.32753,0.98438,1.0692,0.82581,0.88095,21.663,19.212,19.185,26.62,5,5,9,10,1,1,3,4,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,11.4,11.6,20.6,20.6,1215500000,860470000,354990000,131880000,95558000,36317000,158690000,103240000,55454000,593910000,429560000,164350000,330990000,232120000,98871000,,,,1816,779;5533;5914;5915;6201;6268;6576;8452;8453;9777;13714;14717,True;True;True;True;True;True;True;True;True;True;True;True,999;7423;7987;7988;8379;8458;8899;8900;11455;11456;13441;18472;19734,2297;2298;2299;16720;16721;16722;16723;18008;18009;18010;18874;18875;19038;19039;20026;20027;25989;25990;25991;25992;25993;25994;30232;30233;41443;41444;41445;41446;44116;44117,4116;4117;4118;4119;4120;4121;4122;4123;30484;30485;30486;30487;30488;32708;32709;32710;32711;32712;34258;34259;34487;34488;34489;36274;36275;47200;47201;47202;47203;47204;47205;47206;47207;54499;54500;74277;74278;74279;74280;74281;74282;74283;74284;74285;74286;78900,4118;30488;32708;32710;34259;34487;36274;47200;47207;54500;74286;78900,2249,,189,,-1;-1;-1;-1;-1,protein_1817,quanti,quanti,quanti,quanti
CKS2,-18.8844442335767,7.05516343413613e-06,P33552,P33552,3,3,3,Cyclin-dependent kinases regulatory subunit 2,sp|P33552|CKS2_HUMAN Cyclin-dependent kinases regulatory subunit 2 OS=Homo sapiens OX=9606 GN=CKS2 PE=1 SV=1,1,3,3,3,3,2,0,0,3,2,0,0,3,2,0,0,69.6,69.6,69.6,9.8602,79,79,0.0,4.2457,By MS/MS,By MS/MS,,,3.253,8.7894,38.105,4,3,Median,3.4495,3.0677,,,9.214,7.1223,,,38.494,,,,3,1,0,0,2,1,0,0,Median,Median,Median,Median,69.6,38.0,0.0,0.0,186480000,23538000,162940000,102710000,19301000,83410000,83769000,4236800,79532000,0,0,0,0,0,0,,,,1817,878;10293;17339,True;True;True,1130;14074;23079,2609;2610;31629;51764;51765,4707;4708;57012;92640;92641,4707;57012;92640,,,,,-1,protein_1818,imputed MEC,imputed MEC,quanti,quanti
MCM5,0.199977130259143,0.663962086283869,P33992;B1AHB1;B1AHB2;B1AHA9;F8WFD7,P33992;B1AHB1,23;22;5;5;1,23;22;5;5;1,23;22;5;5;1,DNA replication licensing factor MCM5;DNA helicase,sp|P33992|MCM5_HUMAN DNA replication licensing factor MCM5 OS=Homo sapiens OX=9606 GN=MCM5 PE=1 SV=5;tr|B1AHB1|B1AHB1_HUMAN DNA helicase OS=Homo sapiens OX=9606 GN=MCM5 PE=1 SV=1,5,23,23,23,14,14,16,17,14,14,16,17,14,14,16,17,36.8,36.8,36.8,82.285,734,734;691;150;230;57,0.0,74.243,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.44528,1.2217,33.411,67,19,Leave out requantified,0.38743,0.57283,0.32962,0.46932,1.0911,1.4693,1.0233,1.3352,15.718,16.398,61.797,28.726,14,14,18,21,5,1,6,7,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,25.1,23.7,28.2,27.7,2946900000,1934900000,1012000000,506460000,342710000,163750000,658640000,406150000,252490000,757560000,532170000,225390000,1024200000,653820000,370410000,,,,1818,743;904;2656;4132;6284;8045;8675;9243;9455;11344;11414;13931;14520;14943;15438;15579;15807;16110;16588;18823;19209;19337;19859,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,950;1166;1167;3534;3535;5463;8477;10941;10942;11753;12656;13010;15496;15576;18739;19477;20043;20674;20847;21147;21539;22136;25001;25570;25746;25747;26402,2162;2163;2164;2165;2166;2723;2724;2725;2726;2727;8215;8216;8217;12398;12399;19076;19077;19078;24817;24818;24819;24820;24821;24822;26620;28453;29189;29190;29191;29192;34767;34768;34953;34954;42072;42073;42074;42075;43587;43588;44751;44752;44753;46129;46505;46506;46507;46508;47236;47237;47238;48142;48143;49567;49568;56184;56185;57510;57511;57512;57513;57927;57928;57929;57930;57931;57932;59401;59402,3861;3862;3863;3864;3865;3866;3867;3868;3869;3870;4929;4930;4931;4932;4933;4934;4935;15118;15119;15120;15121;15122;15123;22637;22638;34536;34537;34538;34539;34540;34541;34542;45078;45079;45080;45081;45082;45083;45084;45085;45086;45087;45088;48450;51462;52609;52610;52611;52612;52613;52614;52615;52616;52617;62481;62482;62758;62759;75480;75481;75482;75483;75484;75485;75486;75487;75488;75489;78049;79970;79971;79972;79973;79974;79975;79976;82351;82352;82353;83005;83006;83007;83008;83009;83010;83011;83012;83013;84375;84376;84377;84378;85987;85988;88481;101136;101137;101138;103630;103631;103632;103633;103634;103635;103636;104428;104429;104430;104431;104432;104433;104434;107220;107221;107222,3862;4935;15119;22637;34537;45084;48450;51462;52615;62481;62759;75488;78049;79973;82352;83013;84377;85987;88481;101138;103631;104428;107221,2250;2251,,141;351,,-1;-1;-1;-1;-1,protein_1819,quanti,quanti,quanti,quanti
MCM7,0.374925115138453,0.430159738546009,P33993;C9J8M6,P33993,26;6,26;6,26;6,DNA replication licensing factor MCM7,sp|P33993|MCM7_HUMAN DNA replication licensing factor MCM7 OS=Homo sapiens OX=9606 GN=MCM7 PE=1 SV=4,2,26,26,26,21,18,17,16,21,18,17,16,21,18,17,16,49.0,49.0,49.0,81.307,719,719;183,0.0,151.22,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.98248,2.99,28.98,86,21,Leave out requantified,0.93579,1.3942,0.6332,0.98248,2.983,3.6875,1.6854,2.6014,25.226,24.065,37.879,24.981,22,20,22,22,5,1,10,5,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,41.4,35.9,33.4,31.7,4925000000,2614500000,2310500000,902740000,488450000,414290000,1058600000,449750000,608860000,1474700000,889500000,585250000,1488900000,786810000,702080000,,,,1819,415;737;1327;2650;3646;4046;4223;4454;5430;6077;6289;7095;9650;9934;9935;11082;12881;12952;14846;15911;16038;16411;16466;16467;17587;17864,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,532;940;941;1783;3526;3527;4850;5348;5584;5898;7280;8205;8484;9693;9694;13272;13639;13640;15142;17403;17492;19914;19915;21277;21445;21446;21910;21980;21981;23430;23774,1236;1237;1238;2136;2137;2138;2139;2140;4136;4137;8204;8205;8206;11114;11115;12130;12671;12672;12673;12674;13358;13359;16433;16434;16435;16436;18517;18518;18519;18520;18521;19089;19090;19091;21896;21897;21898;21899;21900;21901;29797;29798;30655;30656;30657;30658;30659;34024;34025;39025;39209;39210;39211;39212;44478;44479;44480;47543;47544;47545;47546;47547;47898;47899;47900;47901;47902;47903;47904;47905;47906;49001;49002;49157;49158;49159;49160;49161;52522;52523;52524;52525;53244;53245;53246;53247,2263;2264;2265;2266;3800;3801;3802;3803;3804;3805;3806;3807;3808;3809;3810;7510;7511;7512;7513;7514;15102;15103;15104;20401;20402;20403;22131;22132;23158;23159;23160;23161;23162;23163;23164;23165;24382;24383;29951;29952;29953;29954;29955;29956;29957;29958;29959;29960;29961;33658;33659;33660;33661;33662;33663;33664;34559;34560;34561;34562;39778;39779;39780;39781;39782;39783;39784;39785;39786;39787;39788;39789;39790;39791;39792;53734;53735;53736;53737;53738;53739;55252;55253;55254;55255;55256;55257;55258;55259;61267;61268;61269;69870;70167;70168;70169;70170;70171;70172;70173;70174;70175;70176;70177;70178;70179;70180;79477;79478;79479;79480;79481;79482;79483;79484;79485;79486;79487;79488;84973;84974;84975;84976;84977;84978;84979;84980;84981;84982;84983;85541;85542;85543;85544;85545;85546;85547;85548;85549;85550;85551;85552;85553;85554;87528;87529;87530;87780;87781;87782;87783;87784;87785;87786;94149;94150;94151;94152;94153;94154;95420;95421;95422;95423;95424;95425;95426;95427;95428;95429;95430,2266;3803;7511;15102;20403;22132;23158;24382;29955;33664;34560;39788;53737;55258;55259;61268;69870;70180;79478;84974;85545;87528;87785;87786;94153;95424,,,,,-1;-1,protein_1820,quanti,quanti,quanti,quanti
