Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity WDTC1-N1,Intensity WDTC1-N2,Intensity BirA-alone-N1,Intensity BirA-alone-N2
Q9NYQ7,Q9NYQ7,2,2,2,Cadherin EGF LAG seven-pass G-type receptor 3,CELSR3,sp|Q9NYQ7|CELR3_HUMAN Cadherin EGF LAG seven-pass G-type receptor 3 OS=Homo sapiens OX=9606 GN=CELSR3 PE=1 SV=2,2,2,1.1,24.0525596529179,23.048049775021,4.51797218234219,4.43654697102791
Q96BT3;H3BUW2;H3BTR4;H3BQJ0;I3L4F8,Q96BT3;H3BUW2;H3BTR4;H3BQJ0;I3L4F8,2;2;2;1;1,2;2;2;1;1,2;2;2;1;1,Centromere protein T,CENPT,sp|Q96BT3|CENPT_HUMAN Centromere protein T OS=Homo sapiens OX=9606 GN=CENPT PE=1 SV=2;tr|H3BUW2|H3BUW2_HUMAN Centromere protein T (Fragment) OS=Homo sapiens OX=9606 GN=CENPT PE=1 SV=1;tr|H3BTR4|H3BTR4_HUMAN Centromere protein T OS=Homo sapiens OX=9606 GN=C,2,2,4.5,4.09524828417093,4.01027517941627,23.3580829546643,22.0052517229406
Q99439;B4DDF4;B4DUT8;H3BVI6;A0A087X1X5;H3BQH0;U3KPS3,Q99439;B4DDF4;B4DUT8;H3BVI6;A0A087X1X5,10;10;10;9;6;2;1,9;9;9;8;6;2;1,2;2;2;1;2;1;1,Calponin-2;Calponin,CNN2,sp|Q99439|CNN2_HUMAN Calponin-2 OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=4;tr|B4DDF4|B4DDF4_HUMAN Calponin OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=1;tr|B4DUT8|B4DUT8_HUMAN Calponin OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=1;tr|H3BVI6|H3BVI6_HUMAN Calponin OS,10,2,38.2,26.457449517844,25.2199271315178,29.6597441950181,29.8748892338091
Q9UNS2;J3QL22;J3QS85;J3KTQ1;J3QKR0;C9JLV5;H7C3P9,Q9UNS2;J3QL22;J3QS85;J3KTQ1;J3QKR0;C9JLV5;H7C3P9,2;1;1;1;1;1;1,2;1;1;1;1;1;1,2;1;1;1;1;1;1,COP9 signalosome complex subunit 3,COPS3,sp|Q9UNS2|CSN3_HUMAN COP9 signalosome complex subunit 3 OS=Homo sapiens OX=9606 GN=COPS3 PE=1 SV=3;tr|J3QL22|J3QL22_HUMAN COP9 signalosome complex subunit 3 OS=Homo sapiens OX=9606 GN=COPS3 PE=1 SV=1;tr|J3QS85|J3QS85_HUMAN COP9 signalosome complex subunit,2,2,5.9,23.9789324561168,21.7331825235941,24.6266077194529,24.0583762724662
Q99627;H7C3S9;E9PGT6,Q99627;H7C3S9;E9PGT6,2;2;2,2;2;2,2;2;2,COP9 signalosome complex subunit 8,COPS8,sp|Q99627|CSN8_HUMAN COP9 signalosome complex subunit 8 OS=Homo sapiens OX=9606 GN=COPS8 PE=1 SV=1;tr|H7C3S9|H7C3S9_HUMAN COP9 signalosome complex subunit 8 (Fragment) OS=Homo sapiens OX=9606 GN=COPS8 PE=1 SV=1;tr|E9PGT6|E9PGT6_HUMAN COP9 signalosome compl,2,2,16.7,24.4489392815501,23.5886368705258,24.5201018044877,23.8568084748116
Q5TZA2;B1AKD8;A0A087WW81,Q5TZA2;B1AKD8;A0A087WW81,2;2;1,2;2;1,2;2;1,Rootletin,CROCC,sp|Q5TZA2|CROCC_HUMAN Rootletin OS=Homo sapiens OX=9606 GN=CROCC PE=1 SV=1;tr|B1AKD8|B1AKD8_HUMAN Rootletin (Fragment) OS=Homo sapiens OX=9606 GN=CROCC PE=1 SV=2;tr|A0A087WW81|A0A087WW81_HUMAN Rootletin (Fragment) OS=Homo sapiens OX=9606 GN=CROCC PE=1 SV=6,2,2,1.0,22.5973706220082,25.1436320202571,25.5081511709835,25.2228405876449
P04080;A0A1W2PS52,P04080;A0A1W2PS52,2;1,2;1,2;1,Cystatin-B,CSTB,sp|P04080|CYTB_HUMAN Cystatin-B OS=Homo sapiens OX=9606 GN=CSTB PE=1 SV=2;tr|A0A1W2PS52|A0A1W2PS52_HUMAN Cystatin-B OS=Homo sapiens OX=9606 GN=CSTB PE=1 SV=1,2,2,24.5,23.7435031527248,22.7366546160196,24.402300643813,24.1044560668272
Q5HYN5;Q5DJT8;P0DMU8;Q8NHU0;P0DMV2;P0DMV1;P0DMV0;P0DMU9;P0DMU7,Q5HYN5;Q5DJT8;P0DMU8;Q8NHU0;P0DMV2;P0DMV1;P0DMV0;P0DMU9;P0DMU7,2;2;2;2;2;2;2;2;2,2;2;2;2;2;2;2;2;2,2;2;2;2;2;2;2;2;2,Cancer/testis antigen family 45 member A1;Cancer/testis antigen family 45 member A2;Cancer/testis antigen family 45 member A5;Cancer/testis antigen family 45 member A3;Cancer/testis antigen family 45 member A9;Cancer/testis antigen family 45 member A8;Cancer/testis antigen family 45 member A7;Cancer/testis antigen family 45 member A10;Cancer/testis antigen family 45 member A6,CT45A1;CT45A2;CT45A5;CT45A3;CT45A9;CT45A8;CT45A7;CT45A10;CT45A6,sp|Q5HYN5|CT451_HUMAN Cancer/testis antigen family 45 member A1 OS=Homo sapiens OX=9606 GN=CT45A1 PE=1 SV=1;sp|Q5DJT8|CT452_HUMAN Cancer/testis antigen family 45 member A2 OS=Homo sapiens OX=9606 GN=CT45A2 PE=2 SV=3;sp|P0DMU8|CT455_HUMAN Cancer/testis anti,2,2,11.6,4.09524828417093,4.01027517941627,23.8013412925756,24.5952547492903
P07858;R4GMQ5;E9PR54;E9PJ67;E9PCB3;E9PKQ7;E9PNL5;E9PHZ5;E9PLY3;E9PSG5;E9PQM1,P07858;R4GMQ5;E9PR54;E9PJ67;E9PCB3;E9PKQ7;E9PNL5;E9PHZ5;E9PLY3;E9PSG5;E9PQM1,2;1;1;1;1;1;1;1;1;1;1,2;1;1;1;1;1;1;1;1;1;1,2;1;1;1;1;1;1;1;1;1;1,Cathepsin B;Cathepsin B light chain;Cathepsin B heavy chain,CTSB,sp|P07858|CATB_HUMAN Cathepsin B OS=Homo sapiens OX=9606 GN=CTSB PE=1 SV=3;tr|R4GMQ5|R4GMQ5_HUMAN Cathepsin B (Fragment) OS=Homo sapiens OX=9606 GN=CTSB PE=1 SV=1;tr|E9PR54|E9PR54_HUMAN Cathepsin B (Fragment) OS=Homo sapiens OX=9606 GN=CTSB PE=1 SV=1;tr|E9,2,2,8.3,4.09524828417093,4.01027517941627,25.1872958859938,24.6084001253472
Q9H467,Q9H467,2,2,2,CUE domain-containing protein 2,CUEDC2,sp|Q9H467|CUED2_HUMAN CUE domain-containing protein 2 OS=Homo sapiens OX=9606 GN=CUEDC2 PE=1 SV=1,2,2,7.0,4.09524828417093,4.01027517941627,23.6549086895753,22.1812262789066
P00167;J3KNC7,P00167;J3KNC7,2;1,2;1,2;1,Cytochrome b5,CYB5A,sp|P00167|CYB5_HUMAN Cytochrome b5 OS=Homo sapiens OX=9606 GN=CYB5A PE=1 SV=2;tr|J3KNC7|J3KNC7_HUMAN Cytochrome b5 OS=Homo sapiens OX=9606 GN=CYB5A PE=1 SV=1,2,2,18.7,21.9525507298937,21.1526012415414,23.745401055453,24.2366043120431
Q6NT55,Q6NT55,2,2,2,Cytochrome P450 4F22,CYP4F22,sp|Q6NT55|CP4FN_HUMAN Cytochrome P450 4F22 OS=Homo sapiens OX=9606 GN=CYP4F22 PE=1 SV=1,2,2,3.6,23.5541475718542,22.7085358099778,4.51797218234219,4.43654697102791
P14868;C9JQM9;C9J7S3;C9JLC1,P14868;C9JQM9;C9J7S3;C9JLC1,2;1;1;1,2;1;1;1,2;1;1;1,"Aspartate--tRNA ligase, cytoplasmic",DARS,"sp|P14868|SYDC_HUMAN Aspartate--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=DARS1 PE=1 SV=2;tr|C9JQM9|C9JQM9_HUMAN Aspartate--tRNA ligase, cytoplasmic (Fragment) OS=Homo sapiens OX=9606 GN=DARS1 PE=1 SV=1;tr|C9J7S3|C9J7S3_HUMAN Aspartate--tRNA liga",2,2,3.8,22.4888806220134,22.5413884531557,23.1371018414418,22.7853646598171
Q9NQI0;D6RCM4,Q9NQI0;D6RCM4,4;4,2;2,2;2,Probable ATP-dependent RNA helicase DDX4,DDX4,sp|Q9NQI0|DDX4_HUMAN Probable ATP-dependent RNA helicase DDX4 OS=Homo sapiens OX=9606 GN=DDX4 PE=1 SV=2;tr|D6RCM4|D6RCM4_HUMAN Probable ATP-dependent RNA helicase DDX4 (Fragment) OS=Homo sapiens OX=9606 GN=DDX4 PE=1 SV=1,4,2,5.9,21.6794285541258,25.0403439077725,25.2754027409452,24.9524973654452
Q9NXZ2,Q9NXZ2,2,2,2,Probable ATP-dependent RNA helicase DDX43,DDX43,sp|Q9NXZ2|DDX43_HUMAN Probable ATP-dependent RNA helicase DDX43 OS=Homo sapiens OX=9606 GN=DDX43 PE=1 SV=2,2,2,3.5,4.09524828417093,4.01027517941627,24.4805318978669,22.85918062675
A0A3B3ISW2;Q15700;H7C325;F8W750;B5MCC5;F8VYC1;E9PIW2;B7Z2T4;E9PN83;A0A3B3ITF1,A0A3B3ISW2;Q15700;H7C325;F8W750;B5MCC5;F8VYC1;E9PIW2;B7Z2T4;E9PN83;A0A3B3ITF1,3;2;2;2;2;2;2;2;2;2,2;1;1;1;1;1;1;1;1;1,2;1;1;1;1;1;1;1;1;1,Disks large homolog 2,DLG2,tr|A0A3B3ISW2|A0A3B3ISW2_HUMAN Disks large homolog 2 OS=Homo sapiens OX=9606 GN=DLG2 PE=1 SV=1;sp|Q15700|DLG2_HUMAN Disks large homolog 2 OS=Homo sapiens OX=9606 GN=DLG2 PE=1 SV=3;tr|H7C325|H7C325_HUMAN Disks large homolog 2 (Fragment) OS=Homo sapiens OX=9,3,2,6.2,24.4061086184954,23.951715142436,23.8773798272158,23.3390572890842
B7Z3U2;B9EGL1;P78352;A0A3B3IU19;A0A3B3ISR0;B7Z647;A0A3B3IS17;A0A3B3ISQ5,B7Z3U2;B9EGL1;P78352;A0A3B3IU19;A0A3B3ISR0;B7Z647;A0A3B3IS17;A0A3B3ISQ5,3;3;2;2;2;2;2;2,2;2;1;1;1;1;1;1,2;2;1;1;1;1;1;1,Disks large homolog 4,DLG4,tr|B7Z3U2|B7Z3U2_HUMAN Disks large homolog 4 OS=Homo sapiens OX=9606 GN=DLG4 PE=1 SV=1;tr|B9EGL1|B9EGL1_HUMAN DLG4 protein OS=Homo sapiens OX=9606 GN=DLG4 PE=1 SV=1;sp|P78352|DLG4_HUMAN Disks large homolog 4 OS=Homo sapiens OX=9606 GN=DLG4 PE=1 SV=3;tr|A0A,3,2,4.8,21.176516500372,21.1337668529126,4.51797218234219,4.43654697102791
P11532;A0A087WV90;A0A5H1ZRP8;A0A087WTU7;A0A075B6G3;H0Y3E8;A0A5H1ZRP7;A0A5H1ZRR9;A0A5H1ZRQ1;A0A5H1ZRP9;A0A5H1ZRQ8;H0Y304,P11532;A0A087WV90;A0A5H1ZRP8;A0A087WTU7;A0A075B6G3,3;3;3;3;3;1;1;1;1;1;1;1,2;2;2;2;2;1;1;1;1;1;1;1,2;2;2;2;2;1;1;1;1;1;1;1,Dystrophin,DMD,sp|P11532|DMD_HUMAN Dystrophin OS=Homo sapiens OX=9606 GN=DMD PE=1 SV=3;tr|A0A087WV90|A0A087WV90_HUMAN Dystrophin OS=Homo sapiens OX=9606 GN=DMD PE=1 SV=1;tr|A0A5H1ZRP8|A0A5H1ZRP8_HUMAN Dystrophin OS=Homo sapiens OX=9606 GN=DMD PE=1 SV=1;tr|A0A087WTU7|A0A0,3,2,0.9,23.3426654470642,21.782887860944,24.8426632448267,24.0174180849729
Q8N4W6,Q8N4W6,2,2,2,DnaJ homolog subfamily C member 22,DNAJC22,sp|Q8N4W6|DJC22_HUMAN DnaJ homolog subfamily C member 22 OS=Homo sapiens OX=9606 GN=DNAJC22 PE=1 SV=1,2,2,8.2,4.09524828417093,4.01027517941627,25.0808685872898,24.3837201203175
P55039;A8MZF9;J3QL90;J3KRL5;J3QR71;J3QKV7;J3QRI9;J3QKW7,P55039;A8MZF9;J3QL90;J3KRL5;J3QR71;J3QKV7;J3QRI9;J3QKW7,2;1;1;1;1;1;1;1,2;1;1;1;1;1;1;1,2;1;1;1;1;1;1;1,Developmentally-regulated GTP-binding protein 2,DRG2,sp|P55039|DRG2_HUMAN Developmentally-regulated GTP-binding protein 2 OS=Homo sapiens OX=9606 GN=DRG2 PE=1 SV=1;tr|A8MZF9|A8MZF9_HUMAN Developmentally-regulated GTP-binding protein 2 OS=Homo sapiens OX=9606 GN=DRG2 PE=1 SV=1;tr|J3QL90|J3QL90_HUMAN Developme,2,2,5.8,4.09524828417093,4.01027517941627,23.0084183631855,23.8900400855633
P51452;K7ES89,P51452;K7ES89,2;1,2;1,2;1,Dual specificity protein phosphatase 3,DUSP3,sp|P51452|DUS3_HUMAN Dual specificity protein phosphatase 3 OS=Homo sapiens OX=9606 GN=DUSP3 PE=1 SV=1;tr|K7ES89|K7ES89_HUMAN Dual specificity protein phosphatase (Fragment) OS=Homo sapiens OX=9606 GN=DUSP3 PE=1 SV=1,2,2,14.6,4.09524828417093,4.01027517941627,23.7209848377199,24.3778909763675
O14640;P54792;A0A087WWA7;A0A0J9YWZ5,O14640;P54792;A0A087WWA7,5;4;3;1,2;1;1;1,2;1;1;1,Segment polarity protein dishevelled homolog DVL-1;Putative segment polarity protein dishevelled homolog DVL1P1,DVL1;DVL1P1,sp|O14640|DVL1_HUMAN Segment polarity protein dishevelled homolog DVL-1 OS=Homo sapiens OX=9606 GN=DVL1 PE=1 SV=2;sp|P54792|DVLP1_HUMAN Putative segment polarity protein dishevelled homolog DVL1P1 OS=Homo sapiens OX=9606 GN=DVL1P1 PE=5 SV=1;tr|A0A087WWA7|A,5,2,8.2,22.4748664707212,22.0947588702359,4.51797218234219,4.43654697102791
Q5VYK3;J3KN16;R4GMY1,Q5VYK3;J3KN16;R4GMY1,2;1;1,2;1;1,2;1;1,Proteasome-associated protein ECM29 homolog,ECM29;KIAA0368,sp|Q5VYK3|ECM29_HUMAN Proteasome adapter and scaffold protein ECM29 OS=Homo sapiens OX=9606 GN=ECPAS PE=1 SV=2;tr|J3KN16|J3KN16_HUMAN Proteasome adapter and scaffold protein ECM29 OS=Homo sapiens OX=9606 GN=ECPAS PE=1 SV=1;tr|R4GMY1|R4GMY1_HUMAN Proteasome,2,2,1.8,22.6238618476736,22.2682211381325,22.7683612320097,22.5817586928209
Q96F86;H3BPN4,Q96F86;H3BPN4,2;1,2;1,2;1,Enhancer of mRNA-decapping protein 3,EDC3,sp|Q96F86|EDC3_HUMAN Enhancer of mRNA-decapping protein 3 OS=Homo sapiens OX=9606 GN=EDC3 PE=1 SV=1;tr|H3BPN4|H3BPN4_HUMAN Enhancer of mRNA-decapping protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=EDC3 PE=1 SV=1,2,2,4.3,4.09524828417093,4.01027517941627,23.9500247098922,24.2256010933299
O60869,O60869,2,2,2,Endothelial differentiation-related factor 1,EDF1,sp|O60869|EDF1_HUMAN Endothelial differentiation-related factor 1 OS=Homo sapiens OX=9606 GN=EDF1 PE=1 SV=1,2,2,18.2,23.1953091217604,22.5647207464043,25.6716866121573,25.631481052565
Q9GZT9;Q9H6Z9;G3V3M1;A0A590UJK7;F8W1G2;A0A590UJT7;A0A590UJ78,Q9GZT9;Q9H6Z9;G3V3M1;A0A590UJK7;F8W1G2;A0A590UJT7;A0A590UJ78,2;1;1;1;1;1;1,2;1;1;1;1;1;1,2;1;1;1;1;1;1,Egl nine homolog 1;Egl nine homolog 3,EGLN1;EGLN3,sp|Q9GZT9|EGLN1_HUMAN Egl nine homolog 1 OS=Homo sapiens OX=9606 GN=EGLN1 PE=1 SV=1;sp|Q9H6Z9|EGLN3_HUMAN Prolyl hydroxylase EGLN3 OS=Homo sapiens OX=9606 GN=EGLN3 PE=1 SV=1;tr|G3V3M1|G3V3M1_HUMAN Egl nine homolog 3 (Fragment) OS=Homo sapiens OX=9606 GN=EG,2,2,7.5,21.8646123742702,21.1134957512381,23.4909380113479,22.4899586680496
Q9H223,Q9H223,3,2,2,EH domain-containing protein 4,EHD4,sp|Q9H223|EHD4_HUMAN EH domain-containing protein 4 OS=Homo sapiens OX=9606 GN=EHD4 PE=1 SV=1,3,2,8.5,25.9006730000193,23.1770338080561,27.3002912805764,27.3246586575008
O15371;B0QYA4;B0QYA5,O15371;B0QYA4;B0QYA5,2;1;1,2;1;1,2;1;1,Eukaryotic translation initiation factor 3 subunit D,EIF3D,sp|O15371|EIF3D_HUMAN Eukaryotic translation initiation factor 3 subunit D OS=Homo sapiens OX=9606 GN=EIF3D PE=1 SV=1;tr|B0QYA4|B0QYA4_HUMAN Eukaryotic translation initiation factor 3 subunit D (Fragment) OS=Homo sapiens OX=9606 GN=EIF3D PE=1 SV=2;tr|B0QYA,2,2,4.4,22.5665334987602,21.951702219403,23.7983776616219,23.3614522942989
Q7L2H7;E9PRI2;E9PN86;E7ESM3;J3KNJ2,Q7L2H7;E9PRI2;E9PN86;E7ESM3;J3KNJ2,2;1;1;1;1,2;1;1;1;1,2;1;1;1;1,Eukaryotic translation initiation factor 3 subunit M,EIF3M,sp|Q7L2H7|EIF3M_HUMAN Eukaryotic translation initiation factor 3 subunit M OS=Homo sapiens OX=9606 GN=EIF3M PE=1 SV=1;tr|E9PRI2|E9PRI2_HUMAN Eukaryotic translation initiation factor 3 subunit M OS=Homo sapiens OX=9606 GN=EIF3M PE=1 SV=1;tr|E9PN86|E9PN86_HU,2,2,8.3,4.09524828417093,4.01027517941627,24.2185975266551,23.9590765261506
Q16206;B1AKF7;A0A0C4DGT9,Q16206;B1AKF7;A0A0C4DGT9,2;2;1,2;2;1,2;2;1,Ecto-NOX disulfide-thiol exchanger 2;Hydroquinone [NADH] oxidase;Protein disulfide-thiol oxidoreductase,ENOX2,sp|Q16206|ENOX2_HUMAN Ecto-NOX disulfide-thiol exchanger 2 OS=Homo sapiens OX=9606 GN=ENOX2 PE=1 SV=2;tr|B1AKF7|B1AKF7_HUMAN Ecto-NOX disulfide-thiol exchanger 2 (Fragment) OS=Homo sapiens OX=9606 GN=ENOX2 PE=1 SV=1;tr|A0A0C4DGT9|A0A0C4DGT9_HUMAN Ecto-NOX,2,2,5.4,28.8999151064018,28.1097852314671,25.4462905124092,25.5767528744388
Q52LR7;E9PBA8;E7ETK1;C9J1X4,Q52LR7;E9PBA8;E7ETK1;C9J1X4,2;1;1;1,2;1;1;1,2;1;1;1,Enhancer of polycomb homolog 2;Enhancer of polycomb homolog,EPC2,sp|Q52LR7|EPC2_HUMAN Enhancer of polycomb homolog 2 OS=Homo sapiens OX=9606 GN=EPC2 PE=1 SV=2;tr|E9PBA8|E9PBA8_HUMAN Enhancer of polycomb homolog 2 OS=Homo sapiens OX=9606 GN=EPC2 PE=1 SV=1;tr|E7ETK1|E7ETK1_HUMAN Enhancer of polycomb homolog (Fragment) OS=,2,2,5.8,25.9836597946081,25.113744391267,24.5700530591404,23.7496010439823
B1AKC9;P29323,B1AKC9;P29323,3;2,2;1,2;1,Receptor protein-tyrosine kinase;Ephrin type-B receptor 2,EPHB2,tr|B1AKC9|B1AKC9_HUMAN Ephrin type-B receptor 2 OS=Homo sapiens OX=9606 GN=EPHB2 PE=1 SV=1;sp|P29323|EPHB2_HUMAN Ephrin type-B receptor 2 OS=Homo sapiens OX=9606 GN=EPHB2 PE=1 SV=5,3,2,6.2,23.8171429336956,22.7877939883486,24.6325283385044,24.7971905025005
P54753,P54753,3,2,2,Ephrin type-B receptor 3,EPHB3,sp|P54753|EPHB3_HUMAN Ephrin type-B receptor 3 OS=Homo sapiens OX=9606 GN=EPHB3 PE=1 SV=2,3,2,6.0,25.6669824321163,22.7421967540321,4.51797218234219,4.43654697102791
O95208;F6PQP6;E9PBC1;I3L2B2;I3L356;I3L2H1,O95208;F6PQP6;E9PBC1;I3L2B2;I3L356;I3L2H1,2;2;2;2;1;1,2;2;2;2;1;1,2;2;2;2;1;1,Epsin-2,EPN2,sp|O95208|EPN2_HUMAN Epsin-2 OS=Homo sapiens OX=9606 GN=EPN2 PE=1 SV=3;tr|F6PQP6|F6PQP6_HUMAN Epsin-2 (Fragment) OS=Homo sapiens OX=9606 GN=EPN2 PE=1 SV=8;tr|E9PBC1|E9PBC1_HUMAN Epsin-2 OS=Homo sapiens OX=9606 GN=EPN2 PE=1 SV=1;tr|I3L2B2|I3L2B2_HUMAN Epsin,2,2,3.1,4.09524828417093,4.01027517941627,24.2677782652794,23.7462215261033
P58107;A0A075B730,P58107;A0A075B730,6;6,2;2,2;2,Epiplakin,EPPK1,sp|P58107|EPIPL_HUMAN Epiplakin OS=Homo sapiens OX=9606 GN=EPPK1 PE=1 SV=3;tr|A0A075B730|A0A075B730_HUMAN Epiplakin OS=Homo sapiens OX=9606 GN=EPPK1 PE=1 SV=2,6,2,6.7,22.4334917163906,22.0647586277505,23.5834418206732,22.4197493443523
Q12929;A0A2R8YE63;A0A2R8Y4W2,Q12929;A0A2R8YE63;A0A2R8Y4W2,2;2;2,2;2;2,2;2;2,Epidermal growth factor receptor kinase substrate 8,EPS8,sp|Q12929|EPS8_HUMAN Epidermal growth factor receptor kinase substrate 8 OS=Homo sapiens OX=9606 GN=EPS8 PE=1 SV=1;tr|A0A2R8YE63|A0A2R8YE63_HUMAN Epidermal growth factor receptor kinase substrate 8 OS=Homo sapiens OX=9606 GN=EPS8 PE=1 SV=1;tr|A0A2R8Y4W2|A0,2,2,4.5,4.09524828417093,4.01027517941627,24.8186551160885,23.6346692689283
O15083;H7C4G9,O15083;H7C4G9,9;6,2;2,2;2,ERC protein 2,ERC2,sp|O15083|ERC2_HUMAN ERC protein 2 OS=Homo sapiens OX=9606 GN=ERC2 PE=1 SV=3;tr|H7C4G9|H7C4G9_HUMAN ERC protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=ERC2 PE=1 SV=1,9,2,7.3,23.2331791072813,21.6109923674368,24.8815703184077,24.2416177946756
O76042,O76042,2,2,2,Putative uncharacterized protein encoded by ERC2-IT1,ERC2-IT1,sp|O76042|ERIT1_HUMAN Putative uncharacterized protein encoded by ERC2-IT1 OS=Homo sapiens OX=9606 GN=ERC2-IT1 PE=5 SV=2,2,2,8.1,22.5796658135258,21.9602199585605,4.51797218234219,4.43654697102791
Q92817;K7EKI0;A8MZ36,Q92817;K7EKI0;A8MZ36,2;2;1,2;2;1,2;2;1,Envoplakin;Envoplakin-like protein,EVPL;EVPLL,sp|Q92817|EVPL_HUMAN Envoplakin OS=Homo sapiens OX=9606 GN=EVPL PE=1 SV=3;tr|K7EKI0|K7EKI0_HUMAN Envoplakin OS=Homo sapiens OX=9606 GN=EVPL PE=1 SV=1;sp|A8MZ36|EVPLL_HUMAN Envoplakin-like protein OS=Homo sapiens OX=9606 GN=EVPLL PE=2 SV=1,2,2,1.4,27.0779590449944,21.6569607324386,29.2878224442474,29.2538798291949
Q01469,Q01469,2,2,2,"Fatty acid-binding protein, epidermal",FABP5,sp|Q01469|FABP5_HUMAN Fatty acid-binding protein 5 OS=Homo sapiens OX=9606 GN=FABP5 PE=1 SV=3,2,2,13.3,24.2381657998355,22.7075461844138,4.51797218234219,4.43654697102791
Q6P995,Q6P995,2,2,2,Protein FAM171B,FAM171B,sp|Q6P995|F171B_HUMAN Protein FAM171B OS=Homo sapiens OX=9606 GN=FAM171B PE=2 SV=3,2,2,3.6,4.09524828417093,4.01027517941627,24.8962906394933,23.7827679079175
Q8NB25;B9DI78;H0YBC0;A0A0C4DGZ2;H0YBA5;A0A087X2A7,Q8NB25;B9DI78;H0YBC0;A0A0C4DGZ2;H0YBA5;A0A087X2A7,2;1;1;1;1;1,2;1;1;1;1;1,2;1;1;1;1;1,Protein FAM184A,FAM184A,sp|Q8NB25|F184A_HUMAN Protein FAM184A OS=Homo sapiens OX=9606 GN=FAM184A PE=1 SV=3;tr|B9DI78|B9DI78_HUMAN Protein FAM184A (Fragment) OS=Homo sapiens OX=9606 GN=FAM184A PE=1 SV=1;tr|H0YBC0|H0YBC0_HUMAN Protein FAM184A (Fragment) OS=Homo sapiens OX=9606 GN=F,2,2,3.1,21.2164380024202,20.9649777881549,23.7736422910924,24.1811490053963
Q15884;A0A0A0MR12,Q15884;A0A0A0MR12,2;2,2;2,2;2,Protein FAM189A2,FAM189A2,sp|Q15884|F1892_HUMAN Protein FAM189A2 OS=Homo sapiens OX=9606 GN=FAM189A2 PE=1 SV=3;tr|A0A0A0MR12|A0A0A0MR12_HUMAN Protein FAM189A2 OS=Homo sapiens OX=9606 GN=FAM189A2 PE=1 SV=2,2,2,6.9,22.9942083976106,22.6122529923187,22.5551077214977,22.113656969413
C9JLW8;I3L2L5;I3L317;I3L4Q0,C9JLW8;I3L2L5;I3L317;I3L4Q0,2;2;2;2,2;2;2;2,2;2;2;2,Protein FAM195B,FAM195B,sp|C9JLW8|MCRI1_HUMAN Mapk-regulated corepressor-interacting protein 1 OS=Homo sapiens OX=9606 GN=MCRIP1 PE=1 SV=1;tr|I3L2L5|I3L2L5_HUMAN Mapk-regulated corepressor-interacting protein 1 OS=Homo sapiens OX=9606 GN=MCRIP1 PE=1 SV=1;tr|I3L317|I3L317_HUMAN Ma,2,2,20.6,4.09524828417093,4.01027517941627,23.1742472853396,24.4534874367957
Q6V0I7,Q6V0I7,2,2,2,Protocadherin Fat 4,FAT4,sp|Q6V0I7|FAT4_HUMAN Protocadherin Fat 4 OS=Homo sapiens OX=9606 GN=FAT4 PE=1 SV=2,2,2,0.9,4.09524828417093,4.01027517941627,29.7632083389711,23.5493372151286
Q0JRZ9;H0YAE2;H7BXJ4,Q0JRZ9;H0YAE2;H7BXJ4,2;1;1,2;1;1,2;1;1,F-BAR domain only protein 2,FCHO2,sp|Q0JRZ9|FCHO2_HUMAN F-BAR domain only protein 2 OS=Homo sapiens OX=9606 GN=FCHO2 PE=1 SV=2;tr|H0YAE2|H0YAE2_HUMAN F-BAR domain only protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=FCHO2 PE=1 SV=9;tr|H7BXJ4|H7BXJ4_HUMAN F-BAR domain only protein 2 OS=Homo,2,2,3.1,4.09524828417093,4.01027517941627,23.1259866214458,22.9616220848894
Q9UIM3,Q9UIM3,2,2,2,FK506-binding protein-like,FKBPL,sp|Q9UIM3|FKBPL_HUMAN FK506-binding protein-like OS=Homo sapiens OX=9606 GN=FKBPL PE=1 SV=1,2,2,6.0,4.09524828417093,4.01027517941627,24.8870618369574,23.8416296078128
Q60FE5;A0A087WWY3,Q60FE5;A0A087WWY3,188;161,2;2,2;2,,FLNA,tr|Q60FE5|Q60FE5_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=1;tr|A0A087WWY3|A0A087WWY3_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=1,188,2,76.2,30.9116367246489,29.9819614293041,30.4711151495626,30.9903720871198
