Gene_names,PHIP_vs_BirA_logFC,PHIP_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_DCAF14_N1,Peptides_DCAF14_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_DCAF14_N1,Razor___unique_peptides_DCAF14_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_DCAF14_N1,Unique_peptides_DCAF14_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_DCAF14_N1,Identification_type_DCAF14_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_DCAF14_N1,Ratio_H_L_DCAF14_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_DCAF14_N1,Ratio_H_L_normalized_DCAF14_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____DCAF14_N1,Ratio_H_L_variability_____DCAF14_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_DCAF14_N1,Ratio_H_L_count_DCAF14_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_DCAF14_N1,Ratio_H_L_iso_count_DCAF14_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_DCAF14_N1,Ratio_H_L_type_DCAF14_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_DCAF14_N1____,Sequence_coverage_DCAF14_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_DCAF14_N1,Intensity_L_DCAF14_N1,Intensity_H_DCAF14_N1,Intensity_DCAF14_N2,Intensity_L_DCAF14_N2,Intensity_H_DCAF14_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_DCAF14_N1,metacell_Intensity_L_DCAF14_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
PSMB9,-21.6163718361947,6.15457493637989e-08,P28065;A0A0G2JJA7;A2ACR1,P28065;A0A0G2JJA7;A2ACR1,2;2;2,2;2;2,2;2;2,Proteasome subunit beta type-9;Proteasome subunit beta type,sp|P28065|PSB9_HUMAN Proteasome subunit beta type-9 OS=Homo sapiens OX=9606 GN=PSMB9 PE=1 SV=2;tr|A0A0G2JJA7|A0A0G2JJA7_HUMAN Proteasome subunit beta OS=Homo sapiens OX=9606 GN=PSMB9 PE=1 SV=1;tr|A2ACR1|A2ACR1_HUMAN Proteasome subunit beta OS=Homo sapiens ,3,2,2,2,2,2,0,0,2,2,0,0,2,2,0,0,11.4,11.4,11.4,23.264,219,219;196;196,0.0,4.4471,By MS/MS,By MS/MS,,,0.48931,1.4272,37.523,4,1,Median,0.44005,0.68734,,,1.3717,1.8351,,,23.3,53.234,,,2,2,0,0,0,1,0,0,Median,Median,Median,Median,11.4,11.4,0.0,0.0,153730000,94367000,59360000,62571000,44235000,18336000,91156000,50132000,41024000,0,0,0,0,0,0,,,,181,5500;20190,True;True,5859;21570,14840;14841;55496;55497,28164;28165;28166;28167;104962;104963,28165;104962,,,,,-1;-1;-1,protein_182,imputed MEC,imputed MEC,quanti,quanti
SCRIB,2.94142226984866,0.00446962264016215,Q14160;A0A0G2JMS7;A0A0G2JNZ2;A0A0G2JPP5;A0A669KB89;H0YCG0,Q14160;A0A0G2JMS7;A0A0G2JNZ2;A0A0G2JPP5;A0A669KB89,8;8;8;8;8;3,8;8;8;8;8;3,8;8;8;8;8;3,Protein scribble homolog,sp|Q14160|SCRIB_HUMAN Protein scribble homolog OS=Homo sapiens OX=9606 GN=SCRIB PE=1 SV=4;tr|A0A0G2JMS7|A0A0G2JMS7_HUMAN Protein scribble homolog OS=Homo sapiens OX=9606 GN=SCRIB PE=1 SV=1;tr|A0A0G2JNZ2|A0A0G2JNZ2_HUMAN Protein scribble homolog OS=Homo sap,6,8,8,8,1,1,7,4,1,1,7,4,1,1,7,4,6.7,6.7,6.7,174.88,1630,1630;1549;1630;1655;1658;650,0.0,10.254,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.47007,1.1548,12.655,12,3,Leave out requantified,0.62394,0.44536,0.41556,0.5204,1.4189,0.90597,1.1465,1.1424,,,3.4508,14.461,1,1,6,4,0,1,2,0,Median,Median,Leave out requantified,Leave out requantified,0.9,0.9,5.4,3.6,518100000,361050000,157050000,11525000,6739600,4785300,16273000,10321000,5951800,346530000,248180000,98353000,143770000,95807000,47961000,,,,184,1208;1305;1616;8408;11563;12281;16029;20611,True;True;True;True;True;True;True;True,1284;1389;1727;9059;12453;13211;17156;22038,3397;3398;3695;3696;3697;4650;23273;32165;34021;34022;43961;43962;56753,6372;6373;6374;6909;6910;6911;6912;8883;44350;60837;60838;60839;64214;64215;64216;64217;64218;64219;82441;107554;107555,6373;6912;8883;44350;60837;64219;82441;107554,,,,,-1;-1;-1;-1;-1;-1,protein_185,quanti,quanti,quanti,quanti
SMARCB1,22.1065377886108,6.4310045737461e-08,Q12824;A0A2R8YEE8;A0A0G2JSE9;C9JTA6;A0A2R8Y5N5;G5E975;A0A0U1RQQ2;A0A0U1RRB8;B5MCL5;A0A0G2JRV3,Q12824;A0A2R8YEE8;A0A0G2JSE9;C9JTA6;A0A2R8Y5N5;G5E975;A0A0U1RQQ2;A0A0U1RRB8,3;3;3;3;3;3;2;2;1;1,3;3;3;3;3;3;2;2;1;1,3;3;3;3;3;3;2;2;1;1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1,sp|Q12824|SNF5_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1 OS=Homo sapiens OX=9606 GN=SMARCB1 PE=1 SV=2;tr|A0A2R8YEE8|A0A2R8YEE8_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of ch,10,3,3,3,0,0,2,3,0,0,2,3,0,0,2,3,14.3,14.3,14.3,44.141,385,385;216;227;248;271;394;81;90;147;339,0.0,4.5991,,,By MS/MS,By MS/MS,0.55582,1.4687,7.4288,5,0,Leave out requantified,,,0.48832,0.55582,,,1.4423,1.4687,,,6.2762,10.395,0,0,2,3,0,0,0,0,Median,Median,Median,Leave out requantified,0.0,0.0,10.1,14.3,525620000,335430000,190190000,0,0,0,0,0,0,288090000,184250000,103850000,237530000,151180000,86345000,,,,187,2026;2465;14806,True;True;True,2164;2636;15880,5820;7089;7090;40859;40860,11124;13682;13683;13684;13685;77022;77023;77024;77025,11124;13682;77022,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_188,quanti,quanti,imputed MEC,imputed MEC
PUF60,2.99486888449096,0.000294234319740543,A0A0J9YYL3;A0A0J9YVP6;Q9UHX1;A0A0J9YVR6;E9PQ56;A0A0J9YXJ8;A0A0J9YXX5;A0A0J9YWM1;H0YEM1;H0YCP8,A0A0J9YYL3;A0A0J9YVP6;Q9UHX1;A0A0J9YVR6;E9PQ56;A0A0J9YXJ8;A0A0J9YXX5;A0A0J9YWM1;H0YEM1;H0YCP8,12;12;11;11;11;11;11;10;10;6,12;12;11;11;11;11;11;10;10;6,5;5;5;4;4;5;5;4;4;3,Poly(U)-binding-splicing factor PUF60,tr|A0A0J9YYL3|A0A0J9YYL3_HUMAN Poly(U)-binding-splicing factor PUF60 (Fragment) OS=Homo sapiens OX=9606 GN=PUF60 PE=1 SV=1;tr|A0A0J9YVP6|A0A0J9YVP6_HUMAN Poly(U)-binding-splicing factor PUF60 (Fragment) OS=Homo sapiens OX=9606 GN=PUF60 PE=1 SV=1;sp|Q9UHX1|,10,12,12,5,2,3,11,12,2,3,11,12,1,1,4,5,44.2,44.2,19.4,54.626,505,505;534;559;314;322;522;551;329;336;273,0.0,24.427,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.61968,1.7716,28.665,34,5,Leave out requantified,0.35851,0.62086,0.5936,0.70679,1.0972,1.59,1.6791,1.8556,16.45,27.362,16.672,28.998,2,3,14,15,0,0,2,3,Median,Leave out requantified,Leave out requantified,Leave out requantified,9.3,15.2,41.8,44.2,3325600000,1900000000,1425600000,60279000,41533000,18747000,85879000,53173000,32706000,1609400000,944910000,664490000,1570000000,860360000,709670000,,,,188,1928;2494;7195;7382;9405;10939;15136;15286;15703;16795;20041;21499,True;True;True;True;True;True;True;True;True;True;True;True,2063;2667;7728;7937;10127;11783;16226;16380;16812;17967;21400;22982,5555;5556;7171;7172;7173;7174;7175;7176;19648;19649;20265;20266;20267;25994;25995;30371;30372;30373;30374;30375;30376;41698;41699;42075;43070;43071;45991;45992;55010;55011;59196;59197;59198;59199,10650;10651;10652;10653;13832;13833;13834;13835;13836;13837;13838;13839;13840;13841;13842;13843;13844;37279;37280;38570;38571;38572;38573;38574;38575;49554;49555;49556;49557;57577;57578;57579;57580;57581;57582;57583;78594;78595;78596;78597;78598;78599;79299;80947;80948;80949;80950;86138;86139;86140;86141;86142;86143;86144;86145;104034;104035;112169;112170;112171;112172;112173,10650;13840;37279;38574;49554;57582;78596;79299;80948;86140;104035;112171,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_189,quanti,quanti,quanti,quanti
PON2,21.8333950569889,5.681455992946e-07,A0A0J9YXF2;Q15165;A0A0J9YXU7;A0A0J9YYJ1;G3XAK4,A0A0J9YXF2;Q15165,4;3;1;1;1,4;3;1;1;1,4;3;1;1;1,Serum paraoxonase/arylesterase 2,"tr|A0A0J9YXF2|A0A0J9YXF2_HUMAN Paraoxonase 2, isoform CRA_a OS=Homo sapiens OX=9606 GN=PON2 PE=1 SV=1;sp|Q15165|PON2_HUMAN Serum paraoxonase/arylesterase 2 OS=Homo sapiens OX=9606 GN=PON2 PE=1 SV=4",5,4,4,4,0,0,3,3,0,0,3,3,0,0,3,3,19.2,19.2,19.2,41.527,375,375;354;113;122;219,0.0,4.6693,,,By MS/MS,By MS/MS,0.36566,0.90613,8.3431,8,2,Leave out requantified,,,0.2688,0.39105,,,0.81013,0.97759,,,11.747,21.379,0,0,5,3,0,0,1,1,Median,Median,Leave out requantified,Median,0.0,0.0,14.9,9.9,418650000,299610000,119030000,0,0,0,0,0,0,282560000,207840000,74726000,136080000,91775000,44307000,,,,191,1797;10789;11631;19274,True;True;True;True,1923;11624;12525;12526;20577,5183;5184;29947;32337;32338;32339;32340;52835,9964;9965;56759;61157;61158;61159;61160;61161;99546,9964;56759;61157;99546,,,,,-1;-1;-1;-1;-1,protein_192,quanti,quanti,imputed MEC,imputed MEC
MATR3,1.01032786023387,0.0305017075090652,P43243;A0A0R4J2E8;A8MXP9;D6REM6;D6R991;B3KM87;H0Y8T4;Q68E03;D6RCM3;D6REK4;D6R8Z5;D6RIA2;D6RB45;D6RE02;D6RBI2;D6RBS2;D6R9F3;D6RAY2;D6RAM9;D6RBK5,P43243;A0A0R4J2E8;A8MXP9;D6REM6;D6R991,32;32;32;28;23;13;10;6;5;5;5;4;4;4;4;4;4;3;3;3,32;32;32;28;23;13;10;6;5;5;5;4;4;4;4;4;4;3;3;3,28;28;28;24;19;13;10;4;1;1;1;4;0;4;4;0;0;3;3;3,Matrin-3,sp|P43243|MATR3_HUMAN Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=2;tr|A0A0R4J2E8|A0A0R4J2E8_HUMAN Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=1;tr|A8MXP9|A8MXP9_HUMAN Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=1;tr|D6REM6|D6REM6_HUMAN M,20,32,32,28,15,15,22,23,15,15,22,23,11,11,20,21,44.0,44.0,39.0,94.622,847,847;847;895;794;433;509;334;283;99;100;107;172;47;124;109;87;78;86;81;121,0.0,188.62,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.3247,0.89228,17.795,92,18,Leave out requantified,0.34098,0.37542,0.29908,0.3444,1.1924,0.98536,0.8413,0.88233,36.862,12.4,19.927,18.911,18,17,29,28,3,7,4,4,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,22.7,21.3,36.8,31.2,14720000000,10732000000,3987700000,1215900000,851470000,364430000,1432600000,961960000,470660000,6987300000,5254800000,1732400000,5084100000,3663900000,1420200000,,,,192,1615;2759;3167;3168;3259;3406;3422;5136;5817;6665;6726;6838;8123;8372;9145;9146;10350;10440;10441;13315;15860;16144;16157;16588;16966;17463;17478;18251;20170;20171;21293;22363,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1726;2949;3383;3384;3477;3478;3638;3655;5476;6210;7158;7224;7342;8746;9022;9851;9852;11151;11249;11250;14300;16981;17273;17286;17743;18147;18671;18686;19491;21542;21543;21544;22762;22763;23886,4646;4647;4648;4649;7872;7873;8922;8923;8924;9133;9134;9135;9136;9137;9549;9550;9551;9552;9553;9591;9592;13870;15697;15698;15699;15700;18254;18255;18256;18257;18394;18395;18693;22359;22360;22361;22362;22363;22364;23153;23154;23155;23156;23157;23158;25325;25326;25327;25328;28726;28727;29015;29016;29017;29018;29019;29020;29021;29022;36798;43465;44222;44250;44251;45372;45373;45374;45375;45376;46509;46510;47847;47848;47882;47883;49999;50000;55401;55402;55403;55404;55405;55406;55407;55408;58627;58628;58629;58630;58631;58632;61484;61485;61486,8877;8878;8879;8880;8881;8882;15068;15069;15070;15071;15072;17143;17144;17145;17146;17147;17148;17149;17495;17496;17497;17498;17499;17500;17501;18316;18317;18318;18319;18320;18321;18322;18323;18324;18325;18326;18327;18328;18329;18330;18331;18418;18419;18420;26319;29853;29854;29855;29856;29857;29858;29859;34815;34816;34817;34818;34819;34820;34821;35054;35055;35056;35057;35058;35572;42554;42555;42556;42557;42558;42559;42560;42561;42562;44137;44138;44139;44140;44141;44142;44143;44144;44145;48238;48239;48240;48241;54429;54430;54431;54432;54433;54434;54435;54986;54987;54988;54989;54990;54991;54992;54993;54994;54995;54996;54997;54998;54999;55000;55001;55002;55003;69363;81637;82907;82958;82959;82960;84966;84967;84968;84969;84970;84971;84972;84973;84974;84975;87133;87134;87135;89635;89636;89637;89682;89683;89684;89685;89686;89687;93682;93683;93684;93685;93686;104771;104772;104773;104774;104775;104776;104777;104778;104779;104780;104781;104782;104783;104784;104785;104786;104787;104788;104789;104790;104791;111043;111044;111045;111046;111047;111048;111049;111050;111051;111052;111053;111054;111055;111056;116254;116255;116256;116257;116258;116259;116260;116261;116262;116263;116264;116265,8879;15071;17144;17148;17495;18324;18418;26319;29854;34815;35056;35572;42557;44137;48238;48241;54430;54993;55001;69363;81637;82907;82958;84967;87134;89635;89683;93684;104782;104791;111048;116255,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_193,quanti,quanti,quanti,quanti
CLN6,20.4270251742082,3.2708171535454e-05,Q9NWW5;A0A0S2Z5D0;H3BUV4;A0A1B0GTU6;A0A1B0GW73;H3BRN7;H3BNF1;A0A1B0GTV3;H3BTY4;A0A1B0GUD2;H3BUT1,Q9NWW5;A0A0S2Z5D0;H3BUV4;A0A1B0GTU6;A0A1B0GW73;H3BRN7;H3BNF1;A0A1B0GTV3;H3BTY4;A0A1B0GUD2;H3BUT1,2;2;2;2;1;1;1;1;1;1;1,2;2;2;2;1;1;1;1;1;1;1,2;2;2;2;1;1;1;1;1;1;1,Ceroid-lipofuscinosis neuronal protein 6,sp|Q9NWW5|CLN6_HUMAN Ceroid-lipofuscinosis neuronal protein 6 OS=Homo sapiens OX=9606 GN=CLN6 PE=1 SV=1;tr|A0A0S2Z5D0|A0A0S2Z5D0_HUMAN Ceroid-lipofuscinosis neuronal 6 late infantile variant isoform 2 OS=Homo sapiens OX=9606 GN=CLN6 PE=1 SV=1;tr|H3BUV4|H3B,11,2,2,2,0,0,2,1,0,0,2,1,0,0,2,1,10.9,10.9,10.9,35.919,311,311;171;213;251;77;92;105;108;158;215;248,0.0,9.659,,,By MS/MS,By matching,0.5615,1.4618,6.9039,4,2,Median,,,0.55301,0.65548,,,1.5371,1.3902,,,7.3384,,0,0,3,1,0,0,2,0,Median,Median,Median,Median,0.0,0.0,10.9,4.2,271570000,179690000,91876000,0,0,0,0,0,0,240840000,163040000,77806000,30721000,16651000,14070000,,,,195,11577;15336,True;True,12468;16430,32197;32198;32199;42184,60892;60893;60894;79481,60892;79481,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_196,quanti,quanti,imputed MEC,imputed MEC
PACSIN2,-1.2159528629706,0.0742962631152732,Q9UNF0;A0A0U1RR22;B0QYG7;B0QYG8;H0Y923,Q9UNF0;A0A0U1RR22,5;5;2;2;1,5;5;2;2;1,5;5;2;2;1,Protein kinase C and casein kinase substrate in neurons protein 2,sp|Q9UNF0|PACN2_HUMAN Protein kinase C and casein kinase substrate in neurons protein 2 OS=Homo sapiens OX=9606 GN=PACSIN2 PE=1 SV=2;tr|A0A0U1RR22|A0A0U1RR22_HUMAN Protein kinase C and casein kinase substrate in neurons protein 2 (Fragment) OS=Homo sapiens,5,5,5,5,2,3,1,4,2,3,1,4,2,3,1,4,12.6,12.6,12.6,55.738,486,486;451;152;155;59,0.0,9.6111,By MS/MS,By MS/MS,By matching,By MS/MS,0.4677,1.2953,32.043,9,0,Leave out requantified,0.37261,0.59553,0.5425,0.3995,1.1992,1.4158,1.5013,0.79459,2.5265,6.2881,,38.939,2,3,1,3,0,0,0,0,Median,Leave out requantified,Median,Leave out requantified,4.7,7.0,2.3,10.1,353460000,225580000,127880000,68276000,48373000,19903000,95638000,57733000,37905000,56206000,35856000,20350000,133340000,83615000,49724000,,,,197,56;1139;1621;2541;2557,True;True;True;True;True,56;1209;1732;2719;2736,142;143;3200;3201;3202;4657;7311;7349;7350;7351,248;249;250;251;252;253;5995;5996;5997;5998;5999;8892;14084;14138;14139,251;5996;8892;14084;14138,,,,,-1;-1;-1;-1;-1,protein_198,quanti,quanti,quanti,quanti
SPATA20,19.9351247472274,1.05579563031344e-07,Q8TB22;A0A0U1RRL8,Q8TB22;A0A0U1RRL8,2;2,2;2,2;2,Spermatogenesis-associated protein 20,sp|Q8TB22|SPT20_HUMAN Spermatogenesis-associated protein 20 OS=Homo sapiens OX=9606 GN=SPATA20 PE=2 SV=3;tr|A0A0U1RRL8|A0A0U1RRL8_HUMAN Spermatogenesis-associated protein 20 OS=Homo sapiens OX=9606 GN=SPATA20 PE=1 SV=1,2,2,2,2,0,0,1,2,0,0,1,2,0,0,1,2,3.7,3.7,3.7,87.898,786,786;786,0.0,2.4362,,,By MS/MS,By MS/MS,0.38948,1.0643,15.866,3,0,Median,,,0.38948,0.46016,,,1.0706,0.92906,,,,19.22,0,0,1,2,0,0,0,0,Median,Median,Median,Median,0.0,0.0,1.8,3.7,116640000,74560000,42081000,0,0,0,0,0,0,66051000,41413000,24638000,50590000,33147000,17443000,,,,199,1601;20488,True;True,1712;21903,4607;4608;56404,8802;8803;106769,8802;106769,,,,,-1;-1,protein_200,quanti,quanti,imputed MEC,imputed MEC
GATAD2B,20.6771930954537,1.36654987935496e-06,Q8WXI9;A0A0U1RRM1;A0A0U1RR30,Q8WXI9;A0A0U1RRM1;A0A0U1RR30,3;3;2,3;3;2,3;3;2,Transcriptional repressor p66-beta,sp|Q8WXI9|P66B_HUMAN Transcriptional repressor p66-beta OS=Homo sapiens OX=9606 GN=GATAD2B PE=1 SV=1;tr|A0A0U1RRM1|A0A0U1RRM1_HUMAN Transcriptional repressor p66-beta OS=Homo sapiens OX=9606 GN=GATAD2B PE=1 SV=1;tr|A0A0U1RR30|A0A0U1RR30_HUMAN Transcription,3,3,3,3,0,0,3,2,0,0,3,2,0,0,3,2,8.4,8.4,8.4,65.26,593,593;577;263,0.0,2.7466,,,By MS/MS,By MS/MS,1.0973,2.8663,16.747,5,0,Leave out requantified,,,0.97527,1.1751,,,2.7082,2.8506,,,18.437,8.8007,0,0,3,2,0,0,0,0,Median,Median,Leave out requantified,Median,0.0,0.0,8.4,4.9,277990000,139830000,138160000,0,0,0,0,0,0,194890000,102290000,92605000,83096000,37542000,45554000,,,,200,12111;19190;20118,True;True;True,13028;20489;21485,33556;33557;52586;55256;55257,63440;99048;104506,63440;99048;104506,,,,,-1;-1;-1,protein_201,quanti,quanti,imputed MEC,imputed MEC
GNL1,-20.4254718997464,1.26390679259443e-07,P36915;A0A140T8Y2,P36915;A0A140T8Y2,2;2,2;2,2;2,Guanine nucleotide-binding protein-like 1,sp|P36915|GNL1_HUMAN Guanine nucleotide-binding protein-like 1 OS=Homo sapiens OX=9606 GN=GNL1 PE=1 SV=2;tr|A0A140T8Y2|A0A140T8Y2_HUMAN Guanine nucleotide-binding protein-like 1 (Fragment) OS=Homo sapiens OX=9606 GN=GNL1 PE=1 SV=1,2,2,2,2,2,2,0,0,2,2,0,0,2,2,0,0,3.5,3.5,3.5,68.66,607,607;407,0.0,2.3141,By MS/MS,By MS/MS,,,0.44408,0.98393,11.334,4,2,Median,0.39523,0.54848,,,0.95442,1.0877,,,4.1742,14.041,,,2,2,0,0,2,0,0,0,Median,Median,Median,Median,3.5,3.5,0.0,0.0,61521000,41321000,20200000,31587000,21830000,9757500,29933000,19491000,10443000,0,0,0,0,0,0,,,,201,1358;21899,True;True,1445;23390,3843;3844;60228;60229,7200;7201;113939;113940;113941,7200;113939,,,,,-1;-1,protein_202,imputed MEC,imputed MEC,quanti,quanti
HLA-A,0.613573848941108,0.111590313743628,A0A140T955;A0A140T933;A0A1W2PRT9;Q53Z42;A0A140T9I0;A0A140T9X5;A0A140T913;A0A1W2PPQ2,A0A140T955;A0A140T933;A0A1W2PRT9;Q53Z42;A0A140T9I0;A0A140T9X5;A0A140T913;A0A1W2PPQ2,15;15;15;15;15;15;15;13,15;15;15;15;15;15;15;13,5;5;5;5;5;5;5;5,,"tr|A0A140T955|A0A140T955_HUMAN HLA class I histocompatibility antigen, A alpha chain OS=Homo sapiens OX=9606 GN=HLA-A PE=1 SV=1;tr|A0A140T933|A0A140T933_HUMAN HLA class I histocompatibility antigen, A alpha chain (Fragment) OS=Homo sapiens OX=9606 GN=HLA-A",8,15,15,5,10,9,11,12,10,9,11,12,4,3,4,3,56.5,56.5,18.4,34.288,299,299;299;362;365;365;371;371;339,0.0,82.157,By MS/MS,By MS/MS,By MS/MS,By MS/MS,1.409,3.7932,31.366,50,5,Leave out requantified,1.5322,1.8816,1.0179,1.29,5.513,5.064,2.573,3.5343,25.226,20.81,25.963,28.081,11,10,14,15,1,3,0,1,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,41.5,37.1,49.2,50.5,4399800000,1989200000,2410600000,561280000,223200000,338080000,544820000,201910000,342910000,1654800000,802470000,852380000,1638800000,761600000,877250000,,,,204,1823;1824;2586;2587;2980;4932;7396;14048;17999;19712;21503;21879;21880;22156;22449,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1950;1951;2765;2766;3188;5261;7952;15095;19226;21047;22986;23370;23371;23661;23975,5246;5247;5248;5249;5250;5251;5252;5253;5254;7413;7414;7415;7416;7417;7418;7419;8456;8457;8458;8459;13341;20298;38825;38826;38827;38828;49348;49349;49350;54093;59210;59211;59212;59213;60183;60184;60185;60186;60187;60924;60925;60926;60927;60928;61728;61729;61730;61731;61732;61733,10076;10077;10078;10079;10080;10081;10082;10083;14243;14244;14245;14246;14247;14248;14249;14250;14251;14252;14253;14254;14255;14256;14257;14258;14259;14260;14261;14262;14263;14264;16302;16303;16304;16305;16306;16307;25378;25379;38627;73075;73076;73077;73078;73079;73080;73081;73082;73083;73084;73085;92350;92351;92352;92353;102184;112191;112192;112193;112194;112195;112196;112197;112198;112199;112200;112201;113877;113878;113879;113880;113881;113882;113883;113884;115189;115190;115191;115192;115193;115194;115195;115196;116724;116725;116726;116727;116728;116729;116730;116731;116732;116733;116734;116735;116736;116737;116738;116739;116740;116741;116742;116743;116744,10081;10083;14244;14257;16306;25378;38627;73075;92351;102184;112194;113878;113880;115196;116728,,,,,-1;-1;-1;-1;-1;-1;-1;-1,protein_205,quanti,quanti,quanti,quanti
PSMB8;PSM8,-21.0753422991432,1.03772734501007e-07,P28062;Q5JNW7;A0A140T998;X5D2R7,P28062;Q5JNW7;A0A140T998;X5D2R7,2;2;2;2,2;2;2;2,2;2;2;2,Proteasome subunit beta type-8;Proteasome subunit beta type,sp|P28062|PSB8_HUMAN Proteasome subunit beta type-8 OS=Homo sapiens OX=9606 GN=PSMB8 PE=1 SV=3;tr|Q5JNW7|Q5JNW7_HUMAN Proteasome subunit beta type-8 OS=Homo sapiens OX=9606 GN=PSMB8 PE=1 SV=1;tr|A0A140T998|A0A140T998_HUMAN Proteasome subunit beta type-8 OS,4,2,2,2,2,2,0,0,2,2,0,0,2,2,0,0,8.0,8.0,8.0,30.354,276,276;252;252;276,0.0,2.8498,By MS/MS,By MS/MS,,,0.49268,1.2664,20.721,4,1,Median,0.49268,0.4602,,,1.2664,1.133,,,14.76,30.76,,,2,2,0,0,0,1,0,0,Median,Median,Median,Median,8.0,8.0,0.0,0.0,94009000,66271000,27738000,38166000,26031000,12135000,55843000,40240000,15603000,0,0,0,0,0,0,,,,207,5304;11803,True;True,5653;12710,14318;14319;32803;32804,27163;27164;62123;62124;62125,27164;62123,,,,,-1;-1;-1;-1,protein_208,imputed MEC,imputed MEC,quanti,quanti
QIL1,18.7189335522699,2.2105165365025e-05,Q5XKP0;A0A140TA86;K7EIR2;A0A140TA84,Q5XKP0;A0A140TA86,3;3;1;1,3;3;1;1,3;3;1;1,Protein QIL1,sp|Q5XKP0|MIC13_HUMAN MICOS complex subunit MIC13 OS=Homo sapiens OX=9606 GN=MICOS13 PE=1 SV=1;tr|A0A140TA86|A0A140TA86_HUMAN MICOS complex subunit MIC13 OS=Homo sapiens OX=9606 GN=MICOS13 PE=1 SV=1,4,3,3,3,0,0,3,1,0,0,3,1,0,0,3,1,49.2,49.2,49.2,13.087,118,118;140;88;110,0.031623,0.49454,,,By MS/MS,By MS/MS,0.41403,0.82054,18.472,4,0,Leave out requantified,,,0.41,0.4181,,,0.82054,0.77467,,,19.401,,0,0,3,1,0,0,0,0,Median,Median,Leave out requantified,Median,0.0,0.0,49.2,16.9,72427000,47200000,25227000,0,0,0,0,0,0,62968000,40997000,21971000,9459500,6203100,3256400,,,,211,741;3429;9355,True;True;True,776;3662;10077,2003;9603;9604;25884,3686;18433;18434;18435;49359,3686;18433;49359,,,,,-1;-1;-1;-1,protein_212,quanti,quanti,imputed MEC,imputed MEC
