PHIP_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
PSME2,-0.0290563531,0.816407512315529,0,Q9UL46;A0A087X1Z3;H0YM70,Q9UL46;A0A087X1Z3;H0YM70,7;7;5,7;7;5,7;7;5,Proteasome activator complex subunit 2,PSME2,sp|Q9UL46|PSME2_HUMAN Proteasome activator complex subunit 2 OS=Homo sapiens OX=9606 GN=PSME2 PE=1 SV=4;tr|A0A087X1Z3|A0A087X1Z3_HUMAN Proteasome activator complex subunit 2 OS=Homo sapiens OX=9606 GN=PSME2 PE=1 SV=1;tr|H0YM70|H0YM70_HUMAN Proteasome activ,7,7,34.7,239
BSG,-0.0896955872,0.549354242080268,0,P35613;A0A087X2B5;A0A087WUV8;I3L192;R4GMX5;R4GN83;A0A2R8YDZ0,P35613;A0A087X2B5;A0A087WUV8;I3L192;R4GMX5,7;7;6;5;4;3;1,7;7;6;5;4;3;1,7;7;6;5;4;3;1,Basigin,BSG,sp|P35613|BASI_HUMAN Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=2;tr|A0A087X2B5|A0A087X2B5_HUMAN Basigin (Fragment) OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=1;tr|A0A087WUV8|A0A087WUV8_HUMAN Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=1;tr|I3L192|I3L19,7,7,22.3,385
SRSF3,-0.0003400353,0.99783983025459,0,P84103;A0A087X2D0,P84103;A0A087X2D0,5;5,5;5,5;5,Serine/arginine-rich splicing factor 3,SRSF3,sp|P84103|SRSF3_HUMAN Serine/arginine-rich splicing factor 3 OS=Homo sapiens OX=9606 GN=SRSF3 PE=1 SV=1;tr|A0A087X2D0|A0A087X2D0_HUMAN Serine/arginine-rich-splicing factor 3 OS=Homo sapiens OX=9606 GN=SRSF3 PE=1 SV=1,5,5,38.4,164
MRPL45,0.3747212313,0.426406020073408,0,Q9BRJ2;A0A087X2D5;A0A0G2JMS5;A0A087WU62,Q9BRJ2;A0A087X2D5;A0A0G2JMS5;A0A087WU62,6;6;5;5,6;6;5;5,6;6;5;5,"39S ribosomal protein L45, mitochondrial",MRPL45,"sp|Q9BRJ2|RM45_HUMAN 39S ribosomal protein L45, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL45 PE=1 SV=2;tr|A0A087X2D5|A0A087X2D5_HUMAN 39S ribosomal protein L45, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL45 PE=1 SV=1;tr|A0A0G2JMS5|A0A0G2JMS5_HUMAN 39S",6,6,25.8,306
GPS1,-0.3456151758,0.13841316538952,0,Q13098;C9JFE4;A0A096LP07;A0A096LPJ3;A8K070;J3QS84;J3QS88;J3KTB0;J3QLE8;J3QLT0;J3QL53;J3KRE8;J3KSA5;J3KRJ4;J3QQX0,Q13098;C9JFE4;A0A096LP07;A0A096LPJ3;A8K070;J3QS84;J3QS88;J3KTB0;J3QLE8;J3QLT0;J3QL53;J3KRE8;J3KSA5;J3KRJ4,4;4;4;4;4;3;3;3;3;3;3;3;3;3;1,4;4;4;4;4;3;3;3;3;3;3;3;3;3;1,4;4;4;4;4;3;3;3;3;3;3;3;3;3;1,COP9 signalosome complex subunit 1,GPS1,sp|Q13098|CSN1_HUMAN COP9 signalosome complex subunit 1 OS=Homo sapiens OX=9606 GN=GPS1 PE=1 SV=4;tr|C9JFE4|C9JFE4_HUMAN COP9 signalosome complex subunit 1 OS=Homo sapiens OX=9606 GN=GPS1 PE=1 SV=2;tr|A0A096LP07|A0A096LP07_HUMAN COP9 signalosome complex su,4,4,8.4,491
C21orf33,-0.8223297433,0.00495045445512319,0,A0A096LPI6;P0DPI2;A0A0B4J2D5;A0A096LNH5;H7C1F6;H7C2G3;A0A096LNJ1;A0A096LP73;A0A2R8Y6K9;A0A2R8YDR7;F2Z2Q0;A0A096LP12,A0A096LPI6;P0DPI2;A0A0B4J2D5;A0A096LNH5;H7C1F6;H7C2G3,10;8;8;7;5;5;3;3;3;3;3;3,8;8;8;7;5;5;3;3;3;3;3;3,8;8;8;7;5;5;3;3;3;3;3;3,,C21orf33,"tr|A0A096LPI6|A0A096LPI6_HUMAN Utp12 domain-containing protein (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=2;sp|P0DPI2|GAL3A_HUMAN Glutamine amidotransferase-like class 1 domain-containing protein 3A, mitochondrial OS=Homo sapiens OX=9606 GN=GATD3A PE=1 SV=",10,8,58.8,279
WDR18,-0.7282133745,0.272566753193205,0,Q9BV38;U3KQC1;A0A0A0MQU0;K7EIR0;A0A087X237;K7EKX5;K7EML4,Q9BV38;U3KQC1;A0A0A0MQU0;K7EIR0,3;3;3;2;1;1;1,3;3;3;2;1;1;1,3;3;3;2;1;1;1,WD repeat-containing protein 18,WDR18,sp|Q9BV38|WDR18_HUMAN WD repeat-containing protein 18 OS=Homo sapiens OX=9606 GN=WDR18 PE=1 SV=2;tr|U3KQC1|U3KQC1_HUMAN WD repeat-containing protein 18 (Fragment) OS=Homo sapiens OX=9606 GN=WDR18 PE=1 SV=1;tr|A0A0A0MQU0|A0A0A0MQU0_HUMAN WD repeat-containin,3,3,8.1,432
FGF2,0.4138411342,0.119239144979791,0,P09038;A0A0A0MQV6,P09038;A0A0A0MQV6,2;2,2;2,2;2,Fibroblast growth factor 2,FGF2,sp|P09038|FGF2_HUMAN Fibroblast growth factor 2 OS=Homo sapiens OX=9606 GN=FGF2 PE=1 SV=3;tr|A0A0A0MQV6|A0A0A0MQV6_HUMAN Fibroblast growth factor OS=Homo sapiens OX=9606 GN=FGF2 PE=1 SV=1,2,2,3.8,288
HNRNPUL1,-0.6904152103,0.00213668918662396,0,Q9BUJ2;A0A0A0MRA5;B7Z4B8;M0QYZ0;M0R3F1;M0R203;M0QZV6;M0R0K8;M0QYI8;M0QYM5,Q9BUJ2;A0A0A0MRA5;B7Z4B8;M0QYZ0;M0R3F1,13;13;13;10;10;3;3;3;2;1,13;13;13;10;10;3;3;3;2;1,13;13;13;10;10;3;3;3;2;1,Heterogeneous nuclear ribonucleoprotein U-like protein 1,HNRNPUL1,sp|Q9BUJ2|HNRL1_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens OX=9606 GN=HNRNPUL1 PE=1 SV=2;tr|A0A0A0MRA5|A0A0A0MRA5_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens OX=9606 GN=HNRNPUL1 PE=1 SV,13,13,19.4,856
EPB41L3,0.055960837,0.800231905453075,0,Q9Y2J2;A0A0A0MRA8;A0A0A0MSA4;J3KT37;A0A0J9YY18;J3QS55;J3KS70;A0A0J9YW31;J3QRQ6;J3QR33;J3QKK4;J3KRD1;J3QKY2;J3QLU5;A0A2R8YFR9;A0A2U3TZH6;A0A3B3IU06;A0A2R8Y5Z6;A0A2R8Y5G2;A0A2R8Y570;A0A2R8YCW8;A0A2R8Y6G5;P11171;A0A2R8YD30;Q4VB86;A0A3B3IUD6;A0A2R8Y7Y3;A0A3B3ITP0;A0A2R8Y6D0;A0A1B0GWG0;A0A2R8Y4N6;A0A2R8Y420;A0A2R8Y7N0,Q9Y2J2;A0A0A0MRA8;A0A0A0MSA4,12;12;11;4;3;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,11;11;10;3;3;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2;2;2;0;0;2;2;0;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,"Band 4.1-like protein 3;Band 4.1-like protein 3, N-terminally processed",EPB41L3,sp|Q9Y2J2|E41L3_HUMAN Band 4.1-like protein 3 OS=Homo sapiens OX=9606 GN=EPB41L3 PE=1 SV=2;tr|A0A0A0MRA8|A0A0A0MRA8_HUMAN Band 4.1-like protein 3 OS=Homo sapiens OX=9606 GN=EPB41L3 PE=1 SV=1;tr|A0A0A0MSA4|A0A0A0MSA4_HUMAN Band 4.1-like protein 3 OS=Homo sa,12,2,15.4,1087
PCMT1,0.297120526,0.117493278775647,0,P22061;A0A3F2YNX8;A0A0A0MRJ6;H7BY58;F6S8N6;C9J0F2,P22061;A0A3F2YNX8;A0A0A0MRJ6;H7BY58;F6S8N6,4;4;4;4;3;1,4;4;4;4;3;1,4;4;4;4;3;1,Protein-L-isoaspartate(D-aspartate) O-methyltransferase;Protein-L-isoaspartate O-methyltransferase,PCMT1,sp|P22061|PIMT_HUMAN Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=4;tr|A0A3F2YNX8|A0A3F2YNX8_HUMAN Protein-L-isoaspartate O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=1;tr|A0A0A0MRJ6|A0A0A,4,4,37.9,227
NOLC1,0.4540028901,0.0150367314128929,0,Q14978;A0A0A0MRM9;S4R349;S4R402,Q14978;A0A0A0MRM9,8;8;3;2,8;8;3;2,6;6;1;0,Nucleolar and coiled-body phosphoprotein 1,NOLC1,sp|Q14978|NOLC1_HUMAN Nucleolar and coiled-body phosphoprotein 1 OS=Homo sapiens OX=9606 GN=NOLC1 PE=1 SV=2;tr|A0A0A0MRM9|A0A0A0MRM9_HUMAN Nucleolar and coiled-body phosphoprotein 1 (Fragment) OS=Homo sapiens OX=9606 GN=NOLC1 PE=1 SV=1,8,6,11.4,699
ABI1,-0.204011707,0.42696891551714,0,Q8IZP0;B6VEX4;A0A0A0MRT6,Q8IZP0;B6VEX4;A0A0A0MRT6,3;3;3,3;3;3,3;3;3,Abl interactor 1,ABI1,sp|Q8IZP0|ABI1_HUMAN Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1 PE=1 SV=4;tr|B6VEX4|B6VEX4_HUMAN Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1 PE=1 SV=1;tr|A0A0A0MRT6|A0A0A0MRT6_HUMAN Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1 PE=1 SV=1,3,3,5.5,508
HADH,-0.338586181,0.226416995679557,0,Q16836;A0A1W2PNM1;A0A0A0MSE2;A0A0D9SFP2;E9PF18;A0A1W2PQV5;A0A1W2PQ78;A0A1W2PQC2,Q16836;A0A1W2PNM1;A0A0A0MSE2;A0A0D9SFP2;E9PF18;A0A1W2PQV5;A0A1W2PQ78;A0A1W2PQC2,6;6;6;6;6;5;4;3,6;6;6;6;6;5;4;3,3;3;3;3;3;2;3;0,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",HADH,"sp|Q16836|HCDH_HUMAN Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=HADH PE=1 SV=3;tr|A0A1W2PNM1|A0A1W2PNM1_HUMAN Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=HADH PE=1 SV=1;tr|A0",6,3,29,314
DDX42,0.2766225672,0.318964091170322,0,Q86XP3;A0A0A0MSJ0;J3KRE3,Q86XP3;A0A0A0MSJ0,9;9;1,9;9;1,9;9;1,ATP-dependent RNA helicase DDX42,DDX42,sp|Q86XP3|DDX42_HUMAN ATP-dependent RNA helicase DDX42 OS=Homo sapiens OX=9606 GN=DDX42 PE=1 SV=1;tr|A0A0A0MSJ0|A0A0A0MSJ0_HUMAN ATP-dependent RNA helicase DDX42 OS=Homo sapiens OX=9606 GN=DDX42 PE=1 SV=1,9,9,12.6,938
NUP214,0.0193127419,0.946899705339477,0,P35658;A0A0A0MSW3;A0A494C1F2;H0Y837;H0YF36;E9PKD2;B7ZAV2;A0A494C104,P35658;A0A0A0MSW3;A0A494C1F2;H0Y837,5;5;5;3;2;2;2;1,5;5;5;3;2;2;2;1,5;5;5;3;2;2;2;1,Nuclear pore complex protein Nup214,NUP214,sp|P35658|NU214_HUMAN Nuclear pore complex protein Nup214 OS=Homo sapiens OX=9606 GN=NUP214 PE=1 SV=2;tr|A0A0A0MSW3|A0A0A0MSW3_HUMAN Nuclear pore complex protein Nup214 OS=Homo sapiens OX=9606 GN=NUP214 PE=1 SV=1;tr|A0A494C1F2|A0A494C1F2_HUMAN Nuclear pore,5,5,4,2090
PITPNB,-0.3732542646,0.102812877340332,0,P48739;A0A0A0MSW4;B3KYB6;B3KYB7;Q00169;I3L3W1;I3L2X8;I3L471;I3L4C0;I3L4U7;I3L459;I3L4H1;F5GWE5,P48739;A0A0A0MSW4;B3KYB6;B3KYB7,5;5;4;3;1;1;1;1;1;1;1;1;1,5;5;4;3;1;1;1;1;1;1;1;1;1,5;5;4;3;1;1;1;1;1;1;1;1;1,Phosphatidylinositol transfer protein beta isoform,PITPNB,sp|P48739|PIPNB_HUMAN Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens OX=9606 GN=PITPNB PE=1 SV=2;tr|A0A0A0MSW4|A0A0A0MSW4_HUMAN Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens OX=9606 GN=PITPNB PE=1 SV=1;tr|B3KYB6|B3K,5,5,25.1,271
PPP1R8,0.9590917329,0.00359854857715414,0,Q12972;A0A0A0MT09,Q12972;A0A0A0MT09,1;1,1;1,1;1,Nuclear inhibitor of protein phosphatase 1;Activator of RNA decay,PPP1R8,sp|Q12972|PP1R8_HUMAN Nuclear inhibitor of protein phosphatase 1 OS=Homo sapiens OX=9606 GN=PPP1R8 PE=1 SV=2;tr|A0A0A0MT09|A0A0A0MT09_HUMAN Nuclear inhibitor of protein phosphatase 1 (Fragment) OS=Homo sapiens OX=9606 GN=PPP1R8 PE=1 SV=1,1,1,4.8,351
SMARCA4;SMARCA2,0.7976332216,0.00413258767255375,0,P51532;Q9HBD4;A0A0A0MT49;A0A2R8Y4P4;A0A2R8Y7S2;A0A2R8Y7Y7;A0A2R8YGG3;A0A2R8YG32;A0A2R8Y440;A0A2R8YGP5;A0A2R8Y7F3;A0A2R8YF80;A0A2R8Y526;A0A2R8YF58;A0A2R8Y4C5;A0A2R8Y6V2;A0A2R8YDA1;A0A2R8Y6N0;A0A2R8Y523;A0A2R8YCY3;P51531;A0A2R8YFV8;A0A0U1RQZ9;A0A2R8Y4R6;F6VDE0;A0A2R8Y5K3,P51532;Q9HBD4;A0A0A0MT49;A0A2R8Y4P4;A0A2R8Y7S2;A0A2R8Y7Y7;A0A2R8YGG3;A0A2R8YG32;A0A2R8Y440;A0A2R8YGP5;A0A2R8Y7F3;A0A2R8YF80;A0A2R8Y526;A0A2R8YF58;A0A2R8Y4C5;A0A2R8Y6V2;A0A2R8YDA1;A0A2R8Y6N0;A0A2R8Y523;A0A2R8YCY3;P51531;A0A2R8YFV8;A0A0U1RQZ9;A0A2R8Y4R6,6;6;6;6;6;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;3;3;3;3;2;1,6;6;6;6;6;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;3;3;3;3;2;1,6;6;6;6;6;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;3;3;3;3;2;1,Transcription activator BRG1;Probable global transcription activator SNF2L2,SMARCA4;SMARCA2,sp|P51532|SMCA4_HUMAN Transcription activator BRG1 OS=Homo sapiens OX=9606 GN=SMARCA4 PE=1 SV=2;tr|Q9HBD4|Q9HBD4_HUMAN SMARCA4 isoform 2 OS=Homo sapiens OX=9606 GN=SMARCA4 PE=1 SV=1;tr|A0A0A0MT49|A0A0A0MT49_HUMAN Transcription activator BRG1 OS=Homo sapien,6,6,4.8,1647
IVD,-0.1615460448,0.193576732769065,0,P26440;A0A0A0MT83;A0A0S2Z4K7;H0YKV0;H0YN10;H0YLC3;H7C4G6;A0A087WVD3,P26440;A0A0A0MT83;A0A0S2Z4K7,7;7;6;3;3;3;3;2,7;7;6;3;3;3;3;2,7;7;6;3;3;3;3;2,"Isovaleryl-CoA dehydrogenase, mitochondrial",IVD,"sp|P26440|IVD_HUMAN Isovaleryl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=IVD PE=1 SV=2;tr|A0A0A0MT83|A0A0A0MT83_HUMAN Isovaleryl-CoA dehydrogenase isoform 1 OS=Homo sapiens OX=9606 GN=IVD PE=1 SV=2;tr|A0A0S2Z4K7|A0A0S2Z4K7_HUMAN Isovalery",7,7,19.5,426
RBP1,-1.0933681725,0.00110073040799229,1,A0A0A0MTB9;H0YAK8;P09455;A0A0A0MQT0,A0A0A0MTB9;H0YAK8;P09455;A0A0A0MQT0,2;2;2;1,2;2;2;1,2;2;2;1,Retinol-binding protein 1,RBP1,tr|A0A0A0MTB9|A0A0A0MTB9_HUMAN Retinol-binding protein 1 OS=Homo sapiens OX=9606 GN=RBP1 PE=1 SV=1;tr|H0YAK8|H0YAK8_HUMAN Retinol-binding protein 1 OS=Homo sapiens OX=9606 GN=RBP1 PE=1 SV=2;sp|P09455|RET1_HUMAN Retinol-binding protein 1 OS=Homo sapiens OX=,2,2,23.1,91
TUSC3,-0.3944411825,0.022354078699227,0,Q13454;D6RDV0;D6RA37;A0A0A0MTC2;D6RIY7,Q13454;D6RDV0;D6RA37;A0A0A0MTC2;D6RIY7,1;1;1;1;1,1;1;1;1;1,1;1;1;1;1,Tumor suppressor candidate 3,TUSC3,sp|Q13454|TUSC3_HUMAN Tumor suppressor candidate 3 OS=Homo sapiens OX=9606 GN=TUSC3 PE=1 SV=1;tr|D6RDV0|D6RDV0_HUMAN Tumor suppressor candidate 3 OS=Homo sapiens OX=9606 GN=TUSC3 PE=1 SV=1;tr|D6RA37|D6RA37_HUMAN Tumor suppressor candidate 3 OS=Homo sapiens,1,1,2.9,348
ILK,-0.337371154,0.121164460037829,0,Q13418;A0A0A0MTH3;E9PQ52;A0A087WW45;A0A087WWY6,Q13418;A0A0A0MTH3,5;5;1;1;1,5;5;1;1;1,5;5;1;1;1,Integrin-linked protein kinase,ILK,sp|Q13418|ILK_HUMAN Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=2;tr|A0A0A0MTH3|A0A0A0MTH3_HUMAN Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=1,5,5,12.8,452
ADSL,0.3118882575,0.038507578323223,0,P30566;A0A1B0GWJ0;A0A1B0GTJ7;A0A0A6YY92;A0A096LNY6;A0A096LNY5;A0A1B0GTG9;A0A1B0GWF8;B4DEP1;A0A1W2PRX2;A0A096LP72;A0A096LNY4;V9GY96;A0A096LP92;A0A096LP76;A0A096LPA2,P30566;A0A1B0GWJ0;A0A1B0GTJ7;A0A0A6YY92;A0A096LNY6;A0A096LNY5;A0A1B0GTG9;A0A1B0GWF8,6;6;6;6;4;3;3;3;2;2;2;2;1;1;1;1,6;6;6;6;4;3;3;3;2;2;2;2;1;1;1;1,6;6;6;6;4;3;3;3;2;2;2;2;1;1;1;1,Adenylosuccinate lyase,ADSL,sp|P30566|PUR8_HUMAN Adenylosuccinate lyase OS=Homo sapiens OX=9606 GN=ADSL PE=1 SV=2;tr|A0A1B0GWJ0|A0A1B0GWJ0_HUMAN Adenylosuccinate lyase OS=Homo sapiens OX=9606 GN=ADSL PE=1 SV=1;tr|A0A1B0GTJ7|A0A1B0GTJ7_HUMAN Adenylosuccinate lyase OS=Homo sapiens OX=9,6,6,17.6,484
TMED7;TMED7-TICAM2,-0.0906775448,0.445326668293277,0,Q9Y3B3;A0A0A6YYA0;G3V2Y2,Q9Y3B3;A0A0A6YYA0,4;4;1,4;4;1,4;4;1,Transmembrane emp24 domain-containing protein 7,TMED7;TMED7-TICAM2,sp|Q9Y3B3|TMED7_HUMAN Transmembrane emp24 domain-containing protein 7 OS=Homo sapiens OX=9606 GN=TMED7 PE=1 SV=2;tr|A0A0A6YYA0|A0A0A6YYA0_HUMAN Protein TMED7-TICAM2 OS=Homo sapiens OX=9606 GN=TMED7-TICAM2 PE=3 SV=1,4,4,24.1,224
NAA15,0.0525628398,0.707220441003027,0,Q9BXJ9;A0A0B4J1W3,Q9BXJ9;A0A0B4J1W3,3;3,3;3,3;3,"N-alpha-acetyltransferase 15, NatA auxiliary subunit",NAA15,"sp|Q9BXJ9|NAA15_HUMAN N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1;tr|A0A0B4J1W3|A0A0B4J1W3_HUMAN N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1",3,3,4.5,866
SRSF7,-0.2707020653,0.0674319344562157,0,Q16629;A0A0B4J1Z1;C9JAB2,Q16629;A0A0B4J1Z1;C9JAB2,8;8;8,8;8;8,8;8;8,Serine/arginine-rich splicing factor 7,SRSF7,sp|Q16629|SRSF7_HUMAN Serine/arginine-rich splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1;tr|A0A0B4J1Z1|A0A0B4J1Z1_HUMAN Serine/arginine-rich-splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1;tr|C9JAB2|C9JAB2_HUMAN Serine/arginine-,8,8,26.9,238
TPT1,0.0132314563,0.957807428649623,0,P13693;Q5W0H4;A0A0B4J2C3;J3KPG2;E9PJF7;Q56UQ5;Q9HAU6;H0YCX0,P13693;Q5W0H4;A0A0B4J2C3;J3KPG2;E9PJF7,9;9;9;5;5;2;1;1,9;9;9;5;5;2;1;1,9;9;9;5;5;2;1;1,Translationally-controlled tumor protein,TPT1,sp|P13693|TCTP_HUMAN Translationally-controlled tumor protein OS=Homo sapiens OX=9606 GN=TPT1 PE=1 SV=1;tr|Q5W0H4|Q5W0H4_HUMAN Translationally-controlled tumor protein OS=Homo sapiens OX=9606 GN=TPT1 PE=1 SV=1;tr|A0A0B4J2C3|A0A0B4J2C3_HUMAN Translationally,9,9,35.5,172
PWP2,-0.0976655089,0.524057000536811,0,Q15269;A0A0B4J2E5;C9J544,Q15269;A0A0B4J2E5,10;10;2,10;10;2,8;8;2,Periodic tryptophan protein 2 homolog,PWP2,sp|Q15269|PWP2_HUMAN Periodic tryptophan protein 2 homolog OS=Homo sapiens OX=9606 GN=PWP2 PE=2 SV=2;tr|A0A0B4J2E5|A0A0B4J2E5_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 GN=LOC102724159 PE=1 SV=1,10,8,14.6,919
SET,-0.2188675207,0.197955318319325,0,Q01105;A0A0C4DFV9,Q01105;A0A0C4DFV9,10;10,10;10,3;3,Protein SET,SET,sp|Q01105|SET_HUMAN Protein SET OS=Homo sapiens OX=9606 GN=SET PE=1 SV=3;tr|A0A0C4DFV9|A0A0C4DFV9_HUMAN Protein SET OS=Homo sapiens OX=9606 GN=SET PE=1 SV=1,10,3,32.1,290
CNPY3,-0.1066666457,0.800860996074633,0,Q9BT09;A0A0C4DFY8,Q9BT09;A0A0C4DFY8,1;1,1;1,1;1,Protein canopy homolog 3,CNPY3,sp|Q9BT09|CNPY3_HUMAN Protein canopy homolog 3 OS=Homo sapiens OX=9606 GN=CNPY3 PE=1 SV=1;tr|A0A0C4DFY8|A0A0C4DFY8_HUMAN Protein canopy homolog 3 OS=Homo sapiens OX=9606 GN=CNPY3 PE=1 SV=1,1,1,4,278
RPSA,0.2166142785,0.138585963819149,0,P08865;C9J9K3;A0A0C4DG17;F8WD59,P08865;C9J9K3;A0A0C4DG17;F8WD59,24;24;24;14,24;24;24;14,24;24;24;14,40S ribosomal protein SA,RPSA,sp|P08865|RSSA_HUMAN 40S ribosomal protein SA OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=4;tr|C9J9K3|C9J9K3_HUMAN 40S ribosomal protein SA (Fragment) OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=8;tr|A0A0C4DG17|A0A0C4DG17_HUMAN 40S ribosomal protein SA OS=Homo sap,24,24,68.8,295
HTRA2,0.0603567553,0.697809706984732,0,O43464;A0A0C4DG44;P83110,O43464;A0A0C4DG44,3;3;1,3;3;1,3;3;1,"Serine protease HTRA2, mitochondrial",HTRA2,"sp|O43464|HTRA2_HUMAN Serine protease HTRA2, mitochondrial OS=Homo sapiens OX=9606 GN=HTRA2 PE=1 SV=2;tr|A0A0C4DG44|A0A0C4DG44_HUMAN Serine protease HTRA2, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=HTRA2 PE=1 SV=1",3,3,8.5,458
DDX46,-0.3166299049,0.0397356312886113,0,Q7L014;A0A0C4DG89;D6RJA6,Q7L014;A0A0C4DG89,11;11;3,11;11;3,11;11;3,Probable ATP-dependent RNA helicase DDX46,DDX46,sp|Q7L014|DDX46_HUMAN Probable ATP-dependent RNA helicase DDX46 OS=Homo sapiens OX=9606 GN=DDX46 PE=1 SV=2;tr|A0A0C4DG89|A0A0C4DG89_HUMAN Probable ATP-dependent RNA helicase DDX46 OS=Homo sapiens OX=9606 GN=DDX46 PE=1 SV=1,11,11,13.5,1031
CHD4,-0.2888159206,0.0546406727781633,0,Q14839;A0A0C4DGG9;A0A2R8Y521;A0A2R8Y212;F5GWX5;A0A2R8YFD8;A0A2U3TZM0;A0A2R8YFK9;A0A2R8Y5J0;A0A2R8Y425;A0A2R8YD40;A0A2R8YDJ9;A0A2R8Y4X2;A0A2R8YDW2;A0A2R8YER1;A0A2R8Y8C1;A0A2R8Y445;A0A2R8Y5Z7;A0A2R8Y685;A0A2R8Y7I0;A0A2R8Y7M9;A0A2R8Y8B3;Q8TDI0;K7EMY3;A0A2R8Y5M9;A0A2R8YE38;F2Z2R5;F5H6N4,Q14839;A0A0C4DGG9;A0A2R8Y521;A0A2R8Y212;F5GWX5;A0A2R8YFD8;A0A2U3TZM0;A0A2R8YFK9;A0A2R8Y5J0;A0A2R8Y425;A0A2R8YD40;A0A2R8YDJ9;A0A2R8Y4X2;A0A2R8YDW2;A0A2R8YER1;A0A2R8Y8C1;A0A2R8Y445;A0A2R8Y5Z7;A0A2R8Y685,21;21;21;21;21;21;21;21;21;21;20;20;19;18;15;15;15;11;11;10;10;9;8;6;5;5;4;1,21;21;21;21;21;21;21;21;21;21;20;20;19;18;15;15;15;11;11;10;10;9;8;6;5;5;4;1,16;16;16;16;16;16;16;16;16;16;15;15;14;13;11;11;11;8;8;8;8;7;4;3;4;4;2;1,Chromodomain-helicase-DNA-binding protein 4,CHD4,sp|Q14839|CHD4_HUMAN Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=2;tr|A0A0C4DGG9|A0A0C4DGG9_HUMAN Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=1;tr|A0A2R8Y521|A0A2R8Y521_HUMAN C,21,16,15.4,1912
