Unnamed: 0,BTRCvsBirA,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
PSMB3,0.47463970850655,0.103081746777245,0,P49720;A0A087WXQ8;A0A087WY10;A0A087WUL2,8;8;8;7,8;8;8;7,8;8;8;7,Proteasome subunit beta type-3,PSMB3,sp|P49720|PSB3_HUMAN Proteasome subunit beta type-3 OS=Homo sapiens OX=9606 GN=PSMB3 PE=1 SV=2;tr|A0A087WXQ8|A0A087WXQ8_HUMAN Proteasome subunit beta type-3 OS=Homo sapiens OX=9606 GN=PSMB3 PE=1 SV=1;tr|A0A087WY10|A0A087WY10_HUMAN Proteasome subunit beta t,8,8,37.6,205,-0.47463970850655,0.103081746777245
VTA1,-0.549228433928595,0.0784768612638773,0,Q9NP79;A0A087WY55;Q5TGM0,3;3;2,3;3;2,3;3;2,Vacuolar protein sorting-associated protein VTA1 homolog,VTA1,"sp|Q9NP79|VTA1_HUMAN Vacuolar protein sorting-associated protein VTA1 homolog OS=Homo sapiens OX=9606 GN=VTA1 PE=1 SV=1;tr|A0A087WY55|A0A087WY55_HUMAN Chromosome 6 open reading frame 55, isoform CRA_b OS=Homo sapiens OX=9606 GN=VTA1 PE=1 SV=1;tr|Q5TGM0|Q5T",3,3,13.7,307,0.549228433928595,0.0784768612638773
AP2M1,0.402131323442652,0.468089502789788,0,Q96CW1;A0A087WY71;E9PFW3;C9JTK4;C9JGT8;C9JJ47,2;2;2;1;1;1,2;2;2;1;1;1,2;2;2;1;1;1,AP-2 complex subunit mu,AP2M1,sp|Q96CW1|AP2M1_HUMAN AP-2 complex subunit mu OS=Homo sapiens OX=9606 GN=AP2M1 PE=1 SV=2;tr|A0A087WY71|A0A087WY71_HUMAN AP-2 complex subunit mu OS=Homo sapiens OX=9606 GN=AP2M1 PE=1 SV=1;tr|E9PFW3|E9PFW3_HUMAN AP-2 complex subunit mu OS=Homo sapiens OX=960,2,2,6.7,435,-0.402131323442652,0.468089502789788
UGP2,-0.233083870662804,0.460447029560674,0,Q16851;A0A087WYS1;E7EUC7;C9JNZ1,15;15;15;9;5;5;4;4;3;1,15;15;15;9;5;5;4;4;3;1,15;15;15;9;5;5;4;4;3;1,UTP--glucose-1-phosphate uridylyltransferase,UGP2,sp|Q16851|UGPA_HUMAN UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens OX=9606 GN=UGP2 PE=1 SV=5;tr|A0A087WYS1|A0A087WYS1_HUMAN UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens OX=9606 GN=UGP2 PE=1 SV=1;tr|E7EUC7|E7EUC7_HUMAN UTP--gl,15,15,32.1,508,0.233083870662804,0.460447029560674
PTGES3,0.469033077975196,0.0740891979384983,0,Q15185;A0A087WYT3,6;6;1,6;6;1,6;6;1,Prostaglandin E synthase 3,PTGES3,sp|Q15185|TEBP_HUMAN Prostaglandin E synthase 3 OS=Homo sapiens OX=9606 GN=PTGES3 PE=1 SV=1;tr|A0A087WYT3|A0A087WYT3_HUMAN Prostaglandin E synthase 3 OS=Homo sapiens OX=9606 GN=PTGES3 PE=1 SV=1,6,6,33.8,160,-0.469033077975196,0.0740891979384983
SYNJ2BP;SYNJ2BP-COX16,-0.215857398634254,0.327263976237457,0,P57105;A0A087WYV9;A0A087X1F5,2;2;2,2;2;2,2;2;2,Synaptojanin-2-binding protein,SYNJ2BP;SYNJ2BP-COX16,sp|P57105|SYJ2B_HUMAN Synaptojanin-2-binding protein OS=Homo sapiens OX=9606 GN=SYNJ2BP PE=1 SV=2;tr|A0A087WYV9|A0A087WYV9_HUMAN SYNJ2BP-COX16 readthrough OS=Homo sapiens OX=9606 GN=SYNJ2BP-COX16 PE=4 SV=1;tr|A0A087X1F5|A0A087X1F5_HUMAN SYNJ2BP-COX16 readt,2,2,14.5,145,0.215857398634254,0.327263976237457
EIF3H,1.1265523242857,0.00472114158693381,1,O15372;A0A087WZK9;B3KS98;E5RJT0,5;5;5;3;2,5;5;5;3;2,4;4;4;2;1,Eukaryotic translation initiation factor 3 subunit H,EIF3H,sp|O15372|EIF3H_HUMAN Eukaryotic translation initiation factor 3 subunit H OS=Homo sapiens OX=9606 GN=EIF3H PE=1 SV=1;tr|A0A087WZK9|A0A087WZK9_HUMAN Eukaryotic translation initiation factor 3 subunit H OS=Homo sapiens OX=9606 GN=EIF3H PE=1 SV=1;tr|B3KS98|B,5,4,23,352,-1.1265523242857,0.00472114158693381
NDUFB6,-0.149130503300645,0.574453977478558,0,O95139;A0A087WZX2,2;2,2;2,2;2,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6,NDUFB6,sp|O95139|NDUB6_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6 OS=Homo sapiens OX=9606 GN=NDUFB6 PE=1 SV=3;tr|A0A087WZX2|A0A087WZX2_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6 OS=Homo sapiens OX=9606 GN=NDUFB6 PE=1,2,2,27.3,128,0.149130503300645,0.574453977478558
SBDS,0.179594916939855,0.470957470528882,0,Q9Y3A5;A0A087X020;F8WE72,3;3;2,3;3;2,3;3;2,Ribosome maturation protein SBDS,SBDS,sp|Q9Y3A5|SBDS_HUMAN Ribosome maturation protein SBDS OS=Homo sapiens OX=9606 GN=SBDS PE=1 SV=4;tr|A0A087X020|A0A087X020_HUMAN Ribosome maturation protein SBDS OS=Homo sapiens OX=9606 GN=SBDS PE=1 SV=1;tr|F8WE72|F8WE72_HUMAN Ribosome maturation protein SBD,3,3,11.2,250,-0.179594916939855,0.470957470528882
OGFR,0.0528092546630501,0.781425952607586,0,Q9NZT2;A0A087X028;A0A0A0MRN5,5;5;5,5;5;5,5;5;5,Opioid growth factor receptor,OGFR,sp|Q9NZT2|OGFR_HUMAN Opioid growth factor receptor OS=Homo sapiens OX=9606 GN=OGFR PE=1 SV=3;tr|A0A087X028|A0A087X028_HUMAN Opioid growth factor receptor OS=Homo sapiens OX=9606 GN=OGFR PE=1 SV=1;tr|A0A0A0MRN5|A0A0A0MRN5_HUMAN Opioid growth factor receptor,5,5,8.9,677,-0.0528092546630501,0.781425952607586
HYOU1,0.632506412499444,0.0909100694113209,0,Q9Y4L1;A0A087X054;A0A494C039;E9PJ21;A0A087WWI4;K7EQK2,11;11;11;10;10;10;3;2;2;2;2;2;1,11;11;11;10;10;10;3;2;2;2;2;2;1,11;11;11;10;10;10;3;2;2;2;2;2;1,Hypoxia up-regulated protein 1,HYOU1,sp|Q9Y4L1|HYOU1_HUMAN Hypoxia up-regulated protein 1 OS=Homo sapiens OX=9606 GN=HYOU1 PE=1 SV=1;tr|A0A087X054|A0A087X054_HUMAN Hypoxia up-regulated protein 1 OS=Homo sapiens OX=9606 GN=HYOU1 PE=1 SV=1;tr|A0A494C039|A0A494C039_HUMAN Hypoxia up-regulated pro,11,11,14.5,999,-0.632506412499444,0.0909100694113209
SNX12,-0.520429207149102,0.103113263388665,0,Q9UMY4;A0A087X0R6,5;5,5;5,4;4,Sorting nexin-12,SNX12,sp|Q9UMY4|SNX12_HUMAN Sorting nexin-12 OS=Homo sapiens OX=9606 GN=SNX12 PE=1 SV=4;tr|A0A087X0R6|A0A087X0R6_HUMAN Sorting nexin-12 OS=Homo sapiens OX=9606 GN=SNX12 PE=1 SV=1,5,4,35.8,162,0.520429207149102,0.103113263388665
ACOT1;ACOT2,-0.444207819994401,0.119505349079521,0,Q86TX2;A0A087X0W7;P49753;G3V4F2;A0A087WT95,8;8;7;7;7;2,8;8;7;7;7;2,8;8;7;7;7;2,"Acyl-coenzyme A thioesterase 1;Acyl-coenzyme A thioesterase 2, mitochondrial",ACOT1;ACOT2,"sp|Q86TX2|ACOT1_HUMAN Acyl-coenzyme A thioesterase 1 OS=Homo sapiens OX=9606 GN=ACOT1 PE=1 SV=1;tr|A0A087X0W7|A0A087X0W7_HUMAN Acyl-coenzyme A thioesterase 2, mitochondrial OS=Homo sapiens OX=9606 GN=ACOT2 PE=1 SV=1;sp|P49753|ACOT2_HUMAN Acyl-coenzyme A th",8,8,28.3,421,0.444207819994401,0.119505349079521
RELA,0.384327330993248,0.520994922529304,0,Q04206;Q2TAM5;E9PKH5;A0A087X0W8;E9PKV4;A0A087WVP0;E9PI38;E9PQS6,5;5;5;5;4;4;3;3;2;1;1;1;1,5;5;5;5;4;4;3;3;2;1;1;1;1,5;5;5;5;4;4;3;3;2;1;1;1;1,Transcription factor p65,RELA,sp|Q04206|TF65_HUMAN Transcription factor p65 OS=Homo sapiens OX=9606 GN=RELA PE=1 SV=2;tr|Q2TAM5|Q2TAM5_HUMAN RELA protein OS=Homo sapiens OX=9606 GN=RELA PE=1 SV=1;tr|E9PKH5|E9PKH5_HUMAN Transcription factor p65 (Fragment) OS=Homo sapiens OX=9606 GN=RELA,5,5,15.6,551,-0.384327330993248,0.520994922529304
SEPT8,1.162910040418,0.0927499942855071,0,Q92599;A0A087X142;A6NMH6;A6NFQ9;F8W8I8,10;10;10;10;10;3;1;1,6;6;6;6;6;1;1;1,6;6;6;6;6;1;1;1,Septin-8,SEPT8,sp|Q92599|SEPT8_HUMAN Septin-8 OS=Homo sapiens OX=9606 GN=SEPTIN8 PE=1 SV=4;tr|A0A087X142|A0A087X142_HUMAN Septin-8 OS=Homo sapiens OX=9606 GN=SEPTIN8 PE=1 SV=1;tr|A6NMH6|A6NMH6_HUMAN Septin-8 OS=Homo sapiens OX=9606 GN=SEPTIN8 PE=1 SV=1;tr|A6NFQ9|A6NFQ9_H,10,6,33.5,483,-1.162910040418,0.0927499942855071
STAU1,-0.513423466041146,0.153641830334637,0,O95793;A0A087X1A5;Q5JW30,7;7;6;1,7;7;6;1,7;7;6;1,Double-stranded RNA-binding protein Staufen homolog 1,STAU1,sp|O95793|STAU1_HUMAN Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens OX=9606 GN=STAU1 PE=1 SV=2;tr|A0A087X1A5|A0A087X1A5_HUMAN Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens OX=9606 GN=STAU1 PE=1 SV=1;tr|Q5JW30,7,7,18.9,577,0.513423466041146,0.153641830334637
CHTOP,-0.29909846980322,0.141246111657908,0,Q9Y3Y2;A0A087X1B7;X6R700;Q5T7Y7,2;2;2;1,2;2;2;1,2;2;2;1,Chromatin target of PRMT1 protein,CHTOP,sp|Q9Y3Y2|CHTOP_HUMAN Chromatin target of PRMT1 protein OS=Homo sapiens OX=9606 GN=CHTOP PE=1 SV=2;tr|A0A087X1B7|A0A087X1B7_HUMAN Chromatin target of PRMT1 protein OS=Homo sapiens OX=9606 GN=CHTOP PE=1 SV=1;tr|X6R700|X6R700_HUMAN Chromatin target of PRMT1,2,2,11.7,248,0.29909846980322,0.141246111657908
PSME2,0.39210801566345,0.133751868208826,0,Q9UL46;A0A087X1Z3;H0YM70,12;12;10;2,12;12;10;2,12;12;10;2,Proteasome activator complex subunit 2,PSME2,sp|Q9UL46|PSME2_HUMAN Proteasome activator complex subunit 2 OS=Homo sapiens OX=9606 GN=PSME2 PE=1 SV=4;tr|A0A087X1Z3|A0A087X1Z3_HUMAN Proteasome activator complex subunit 2 OS=Homo sapiens OX=9606 GN=PSME2 PE=1 SV=1;tr|H0YM70|H0YM70_HUMAN Proteasome activ,12,12,69.9,239,-0.39210801566345,0.133751868208826
BSG,0.00933748951364688,0.959797701553578,0,P35613;A0A087X2B5;A0A087WUV8;I3L192;R4GMX5,6;6;5;4;3;2;1,6;6;5;4;3;2;1,6;6;5;4;3;2;1,Basigin,BSG,sp|P35613|BASI_HUMAN Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=2;tr|A0A087X2B5|A0A087X2B5_HUMAN Basigin (Fragment) OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=1;tr|A0A087WUV8|A0A087WUV8_HUMAN Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=1;tr|I3L192|I3L19,6,6,21,385,-0.00933748951364688,0.959797701553578
SRSF3,0.364281700517048,0.286105016419333,0,P84103;A0A087X2D0,5;5,5;5,5;5,Serine/arginine-rich splicing factor 3,SRSF3,sp|P84103|SRSF3_HUMAN Serine/arginine-rich splicing factor 3 OS=Homo sapiens OX=9606 GN=SRSF3 PE=1 SV=1;tr|A0A087X2D0|A0A087X2D0_HUMAN Serine/arginine-rich-splicing factor 3 OS=Homo sapiens OX=9606 GN=SRSF3 PE=1 SV=1,5,5,38.4,164,-0.364281700517048,0.286105016419333
DDX1,0.449636133190951,0.0604173228753725,0,Q92499;A0A087X2G1;F1T0B3,22;22;22,22;22;22,22;22;22,ATP-dependent RNA helicase DDX1,DDX1,sp|Q92499|DDX1_HUMAN ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=2;tr|A0A087X2G1|A0A087X2G1_HUMAN ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=1;tr|F1T0B3|F1T0B3_HUMAN ATP-dependent RNA helicase DDX1 O,22,22,41.1,740,-0.449636133190951,0.0604173228753725
GPS1,0.265778047573249,0.182450521708705,0,Q13098;C9JFE4;A0A096LP07;A0A096LPJ3;A8K070;J3QS88;J3KTB0;J3QLT0;J3KSA5;J3KRJ4;J3QS84;J3QLE8;J3QL53;J3KRE8,5;5;5;5;5;4;4;4;4;4;3;3;3;3;1,5;5;5;5;5;4;4;4;4;4;3;3;3;3;1,5;5;5;5;5;4;4;4;4;4;3;3;3;3;1,COP9 signalosome complex subunit 1,GPS1,sp|Q13098|CSN1_HUMAN COP9 signalosome complex subunit 1 OS=Homo sapiens OX=9606 GN=GPS1 PE=1 SV=4;tr|C9JFE4|C9JFE4_HUMAN COP9 signalosome complex subunit 1 OS=Homo sapiens OX=9606 GN=GPS1 PE=1 SV=2;tr|A0A096LP07|A0A096LP07_HUMAN COP9 signalosome complex su,5,5,14.1,491,-0.265778047573249,0.182450521708705
PYCRL,-0.126157932015099,0.679578034248069,0,Q53H96;A0A0A0MQS1;F8WEI0;B5MD87,2;2;1;1,2;2;1;1,2;2;1;1,Pyrroline-5-carboxylate reductase 3;Pyrroline-5-carboxylate reductase,PYCRL,sp|Q53H96|P5CR3_HUMAN Pyrroline-5-carboxylate reductase 3 OS=Homo sapiens OX=9606 GN=PYCR3 PE=1 SV=3;tr|A0A0A0MQS1|A0A0A0MQS1_HUMAN Pyrroline-5-carboxylate reductase OS=Homo sapiens OX=9606 GN=PYCR3 PE=1 SV=1;tr|F8WEI0|F8WEI0_HUMAN Pyrroline-5-carboxylate,2,2,8.8,274,0.126157932015099,0.679578034248069
WDR18,0.169861898593054,0.482159394394896,0,Q9BV38;U3KQC1;A0A0A0MQU0;K7EIR0,3;3;3;2;1;1;1,3;3;3;2;1;1;1,3;3;3;2;1;1;1,WD repeat-containing protein 18,WDR18,sp|Q9BV38|WDR18_HUMAN WD repeat-containing protein 18 OS=Homo sapiens OX=9606 GN=WDR18 PE=1 SV=2;tr|U3KQC1|U3KQC1_HUMAN WD repeat-containing protein 18 (Fragment) OS=Homo sapiens OX=9606 GN=WDR18 PE=1 SV=1;tr|A0A0A0MQU0|A0A0A0MQU0_HUMAN WD repeat-containin,3,3,8.1,432,-0.169861898593054,0.482159394394896
INF2,0.965889007798831,0.00293220293575308,0,Q27J81;A0A0A0MQU1,2;2,2;2,2;2,Inverted formin-2,INF2,sp|Q27J81|INF2_HUMAN Inverted formin-2 OS=Homo sapiens OX=9606 GN=INF2 PE=1 SV=2;tr|A0A0A0MQU1|A0A0A0MQU1_HUMAN Inverted formin-2 (Fragment) OS=Homo sapiens OX=9606 GN=INF2 PE=1 SV=1,2,2,1.8,1249,-0.965889007798831,0.00293220293575308
VDAC2,0.653603753349106,0.0148167170252868,0,P45880;A0A0A0MR02;Q5JSD2;Q5JSD1,14;14;10;10;6,14;14;10;10;6,14;14;10;10;6,Voltage-dependent anion-selective channel protein 2,VDAC2,sp|P45880|VDAC2_HUMAN Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=2;tr|A0A0A0MR02|A0A0A0MR02_HUMAN Voltage-dependent anion-selective channel protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=1;tr,14,14,47.3,294,-0.653603753349106,0.0148167170252868
CTDP1,-0.579086956989568,0.0221280098960816,0,Q9Y5B0;A0A0J9YWJ4;K7EJD2;A0A0J9YWB6;A0A0A0MR03,2;2;2;2;2,2;2;2;2;2,2;2;2;2;2,RNA polymerase II subunit A C-terminal domain phosphatase,CTDP1,sp|Q9Y5B0|CTDP1_HUMAN RNA polymerase II subunit A C-terminal domain phosphatase OS=Homo sapiens OX=9606 GN=CTDP1 PE=1 SV=3;tr|A0A0J9YWJ4|A0A0J9YWJ4_HUMAN RNA polymerase II subunit A C-terminal domain phosphatase (Fragment) OS=Homo sapiens OX=9606 GN=CTDP1,2,2,2.4,961,0.579086956989568,0.0221280098960816
GSTZ1,0.593799832695299,0.0574471191033297,0,O43708;G3V3B9;A0A0A0MR33;G3V267;G3V5T0;A0A0C4DFM0;G3V4T6,3;3;3;3;3;3;3,3;3;3;3;3;3;3,3;3;3;3;3;3;3,Maleylacetoacetate isomerase,GSTZ1,sp|O43708|MAAI_HUMAN Maleylacetoacetate isomerase OS=Homo sapiens OX=9606 GN=GSTZ1 PE=1 SV=3;tr|G3V3B9|G3V3B9_HUMAN Maleylacetoacetate isomerase OS=Homo sapiens OX=9606 GN=GSTZ1 PE=1 SV=1;tr|A0A0A0MR33|A0A0A0MR33_HUMAN Maleylacetoacetate isomerase OS=Homo,3,3,19,216,-0.593799832695299,0.0574471191033297
HNRNPUL1,-0.670337058734952,0.0457985159822192,0,Q9BUJ2;M0R3F1;A0A0A0MRA5;B7Z4B8;M0QYZ0,6;6;6;6;4;1;1,6;6;6;6;4;1;1,6;6;6;6;4;1;1,Heterogeneous nuclear ribonucleoprotein U-like protein 1,HNRNPUL1,sp|Q9BUJ2|HNRL1_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens OX=9606 GN=HNRNPUL1 PE=1 SV=2;tr|M0R3F1|M0R3F1_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=HNRNPUL1 PE=1,6,6,10.5,856,0.670337058734952,0.0457985159822192
SNX6,0.182149769306453,0.421431891207409,0,Q9UNH7;A0A0A0MRI2,10;10;4;2;2;1;1,10;10;4;2;2;1;1,10;10;4;2;2;1;1,"Sorting nexin-6;Sorting nexin-6, N-terminally processed",SNX6,sp|Q9UNH7|SNX6_HUMAN Sorting nexin-6 OS=Homo sapiens OX=9606 GN=SNX6 PE=1 SV=1;tr|A0A0A0MRI2|A0A0A0MRI2_HUMAN Sorting nexin OS=Homo sapiens OX=9606 GN=SNX6 PE=1 SV=1,10,10,30.3,406,-0.182149769306453,0.421431891207409
PCMT1,0.315011131191451,0.266879686269722,0,P22061;A0A3F2YNX8;A0A0A0MRJ6;H7BY58;F6S8N6,6;6;6;6;5;1;1;1;1;1,6;6;6;6;5;1;1;1;1;1,6;6;6;6;5;1;1;1;1;1,Protein-L-isoaspartate(D-aspartate) O-methyltransferase;Protein-L-isoaspartate O-methyltransferase,PCMT1,sp|P22061|PIMT_HUMAN Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=4;tr|A0A3F2YNX8|A0A3F2YNX8_HUMAN Protein-L-isoaspartate O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=1;tr|A0A0A0MRJ6|A0A0A,6,6,51.5,227,-0.315011131191451,0.266879686269722
NRAP,-0.299605457194471,0.149614981668206,0,Q86VF7;A0A0A0MRM2,3;3,3;3,3;3,Nebulin-related-anchoring protein,NRAP,sp|Q86VF7|NRAP_HUMAN Nebulin-related-anchoring protein OS=Homo sapiens OX=9606 GN=NRAP PE=1 SV=2;tr|A0A0A0MRM2|A0A0A0MRM2_HUMAN Nebulin-related-anchoring protein OS=Homo sapiens OX=9606 GN=NRAP PE=1 SV=1,3,3,2.9,1730,0.299605457194471,0.149614981668206
NOLC1,0.467897754476348,0.108348512175807,0,Q14978;A0A0A0MRM9;S4R349,6;6;3;2,6;6;3;2,4;4;1;0,Nucleolar and coiled-body phosphoprotein 1,NOLC1,sp|Q14978|NOLC1_HUMAN Nucleolar and coiled-body phosphoprotein 1 OS=Homo sapiens OX=9606 GN=NOLC1 PE=1 SV=2;tr|A0A0A0MRM9|A0A0A0MRM9_HUMAN Nucleolar and coiled-body phosphoprotein 1 (Fragment) OS=Homo sapiens OX=9606 GN=NOLC1 PE=1 SV=1;tr|S4R349|S4R349_HUM,6,4,9.9,699,-0.467897754476348,0.108348512175807
ABI1,-0.189788629497905,0.583501553275687,0,Q8IZP0;B6VEX4;A0A0A0MRT6,3;3;3,3;3;3,3;3;3,Abl interactor 1,ABI1,sp|Q8IZP0|ABI1_HUMAN Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1 PE=1 SV=4;tr|B6VEX4|B6VEX4_HUMAN Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1 PE=1 SV=1;tr|A0A0A0MRT6|A0A0A0MRT6_HUMAN Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1 PE=1 SV=1,3,3,8.7,508,0.189788629497905,0.583501553275687
CASP8,-0.529495385157199,0.0951758691748302,0,Q14790;A0A0A0MS31;E7EQ01;E7EVN1;E7ETB7;E7EQ06,3;3;2;2;2;2;1,3;3;2;2;2;2;1,3;3;2;2;2;2;1,Caspase-8;Caspase-8 subunit p18;Caspase-8 subunit p10,CASP8,sp|Q14790|CASP8_HUMAN Caspase-8 OS=Homo sapiens OX=9606 GN=CASP8 PE=1 SV=1;tr|A0A0A0MS31|A0A0A0MS31_HUMAN Caspase-8 OS=Homo sapiens OX=9606 GN=CASP8 PE=1 SV=1;tr|E7EQ01|E7EQ01_HUMAN Caspase-8 (Fragment) OS=Homo sapiens OX=9606 GN=CASP8 PE=1 SV=1;tr|E7EVN1|,3,3,7.3,479,0.529495385157199,0.0951758691748302
GSN,-1.19629228890712,0.00157189125943684,1,P06396;A0A0A0MS51;A0A0A0MT01,9;9;9;4;2;2,9;9;9;4;2;2,9;9;9;4;2;2,Gelsolin,GSN,sp|P06396|GELS_HUMAN Gelsolin OS=Homo sapiens OX=9606 GN=GSN PE=1 SV=1;tr|A0A0A0MS51|A0A0A0MS51_HUMAN Gelsolin OS=Homo sapiens OX=9606 GN=GSN PE=1 SV=1;tr|A0A0A0MT01|A0A0A0MT01_HUMAN Gelsolin OS=Homo sapiens OX=9606 GN=GSN PE=1 SV=1,9,9,24,782,1.19629228890712,0.00157189125943684
HADH,-0.2325609803336,0.482787858807869,0,Q16836;A0A1W2PQV5;A0A1W2PNM1;A0A0A0MSE2;A0A0D9SFP2;E9PF18;A0A1W2PQ78,3;3;3;3;3;3;2;1;1,3;3;3;3;3;3;2;1;1,3;3;3;3;3;3;2;1;1,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",HADH,"sp|Q16836|HCDH_HUMAN Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=HADH PE=1 SV=3;tr|A0A1W2PQV5|A0A1W2PQV5_HUMAN Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=HADH PE=1 SV=1;tr|A0A1W2PNM1|A0",3,3,14,314,0.2325609803336,0.482787858807869
PRDX1,0.196247367447148,0.436717976021844,0,Q06830;A0A0A0MSI0,25;25;7,25;25;7,22;22;4,Peroxiredoxin-1,PRDX1,sp|Q06830|PRDX1_HUMAN Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1;tr|A0A0A0MSI0|A0A0A0MSI0_HUMAN Peroxiredoxin-1 (Fragment) OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1,25,22,65.3,199,-0.196247367447148,0.436717976021844
DDX42,0.432215013899002,0.18690232024409,0,Q86XP3;A0A0A0MSJ0,8;8;1,8;8;1,8;8;1,ATP-dependent RNA helicase DDX42,DDX42,sp|Q86XP3|DDX42_HUMAN ATP-dependent RNA helicase DDX42 OS=Homo sapiens OX=9606 GN=DDX42 PE=1 SV=1;tr|A0A0A0MSJ0|A0A0A0MSJ0_HUMAN ATP-dependent RNA helicase DDX42 OS=Homo sapiens OX=9606 GN=DDX42 PE=1 SV=1,8,8,14,938,-0.432215013899002,0.18690232024409
PLS3,0.226523665945902,0.245075167184735,0,P13797;A0A0A0MSQ0,12;12;4,12;12;4,7;7;3,Plastin-3,PLS3,sp|P13797|PLST_HUMAN Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=4;tr|A0A0A0MSQ0|A0A0A0MSQ0_HUMAN Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=1,12,7,30.6,630,-0.226523665945902,0.245075167184735
PITPNB,0.531897755750504,0.0413694274382678,0,P48739;A0A0A0MSW4;B3KYB6,7;7;4;3;1;1;1;1;1;1,7;7;4;3;1;1;1;1;1;1,6;6;3;2;0;0;0;0;0;0,Phosphatidylinositol transfer protein beta isoform,PITPNB,sp|P48739|PIPNB_HUMAN Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens OX=9606 GN=PITPNB PE=1 SV=2;tr|A0A0A0MSW4|A0A0A0MSW4_HUMAN Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens OX=9606 GN=PITPNB PE=1 SV=1;tr|B3KYB6|B3K,7,6,31,271,-0.531897755750504,0.0413694274382678
IVD,0.114056338845254,0.702419017074572,0,P26440;A0A0A0MT83;A0A0S2Z4K7;H0YLC3,7;7;6;4;3;2;2;1,7;7;6;4;3;2;2;1,7;7;6;4;3;2;2;1,"Isovaleryl-CoA dehydrogenase, mitochondrial",IVD,"sp|P26440|IVD_HUMAN Isovaleryl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=IVD PE=1 SV=2;tr|A0A0A0MT83|A0A0A0MT83_HUMAN Isovaleryl-CoA dehydrogenase isoform 1 OS=Homo sapiens OX=9606 GN=IVD PE=1 SV=2;tr|A0A0S2Z4K7|A0A0S2Z4K7_HUMAN Isovalery",7,7,19.5,426,-0.114056338845254,0.702419017074572
WDR36,0.4321172406519,0.112274052769145,0,Q8NI36;A0A0A0MTB8,4;4,4;4,4;4,WD repeat-containing protein 36,WDR36,sp|Q8NI36|WDR36_HUMAN WD repeat-containing protein 36 OS=Homo sapiens OX=9606 GN=WDR36 PE=1 SV=1;tr|A0A0A0MTB8|A0A0A0MTB8_HUMAN WD repeat-containing protein 36 OS=Homo sapiens OX=9606 GN=WDR36 PE=1 SV=1,4,4,5.4,951,-0.4321172406519,0.112274052769145
ILK,0.535878917019402,0.169826734179926,0,Q13418;A0A0A0MTH3,6;6;2;1;1,6;6;2;1;1,6;6;2;1;1,Integrin-linked protein kinase,ILK,sp|Q13418|ILK_HUMAN Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=2;tr|A0A0A0MTH3|A0A0A0MTH3_HUMAN Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=1,6,6,16.2,452,-0.535878917019402,0.169826734179926
