Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity DCAF12_N1,Intensity DCAF12_N2,Intensity U2OS-BirA-alone_N1,Intensity U2OS-BirA-alone_N2
Q5HYN5;Q5DJT8;P0DMU8;Q8NHU0;P0DMV2;P0DMV1;P0DMV0;P0DMU9;P0DMU7,Q5HYN5;Q5DJT8;P0DMU8;Q8NHU0;P0DMV2;P0DMV1;P0DMV0;P0DMU9;P0DMU7,2;2;2;2;2;2;2;2;2,2;2;2;2;2;2;2;2;2,2;2;2;2;2;2;2;2;2,Cancer/testis antigen family 45 member A1;Cancer/testis antigen family 45 member A2;Cancer/testis antigen family 45 member A5;Cancer/testis antigen family 45 member A3;Cancer/testis antigen family 45 member A9;Cancer/testis antigen family 45 member A8;Cancer/testis antigen family 45 member A7;Cancer/testis antigen family 45 member A10;Cancer/testis antigen family 45 member A6,CT45A1;CT45A2;CT45A5;CT45A3;CT45A9;CT45A8;CT45A7;CT45A10;CT45A6,sp|Q5HYN5|CT451_HUMAN Cancer/testis antigen family 45 member A1 OS=Homo sapiens OX=9606 GN=CT45A1 PE=1 SV=1;sp|Q5DJT8|CT452_HUMAN Cancer/testis antigen family 45 member A2 OS=Homo sapiens OX=9606 GN=CT45A2 PE=2 SV=3;sp|P0DMU8|CT455_HUMAN Cancer/testis anti,2,2,11.6,4.25377280271413,4.41538556284283,23.8013412925756,24.5952547492903
Q16531;F5GY55;F5GYG8;F5GZY8;F5H198,Q16531;F5GY55;F5GYG8;F5GZY8;F5H198,2;2;1;1;1,2;2;1;1;1,2;2;1;1;1,DNA damage-binding protein 1,DDB1,sp|Q16531|DDB1_HUMAN DNA damage-binding protein 1 OS=Homo sapiens OX=9606 GN=DDB1 PE=1 SV=1;tr|F5GY55|F5GY55_HUMAN DNA damage-binding protein 1 OS=Homo sapiens OX=9606 GN=DDB1 PE=1 SV=1;tr|F5GYG8|F5GYG8_HUMAN DNA damage-binding protein 1 (Fragment) OS=Homo,2,2,3.8,25.2805772480016,26.2671733023989,4.42724936884613,4.39090484493968
F6UJC5;A0A140TA18;A0A140T9X9;H0YCC6,F6UJC5;A0A140TA18;A0A140T9X9,7;7;5;1,2;2;0;0,2;2;0;0,,DDX39B,tr|F6UJC5|F6UJC5_HUMAN Spliceosome RNA helicase DDX39B (Fragment) OS=Homo sapiens OX=9606 GN=DDX39B PE=1 SV=1;tr|A0A140TA18|A0A140TA18_HUMAN Spliceosome RNA helicase DDX39B (Fragment) OS=Homo sapiens OX=9606 GN=DDX39B PE=1 SV=1;tr|A0A140T9X9|A0A140T9X9_HUM,7,2,26.5,24.2980306744884,25.0167791350895,4.42724936884613,4.39090484493968
Q9NQI0;D6RCM4,Q9NQI0;D6RCM4,4;3,2;1,2;1,Probable ATP-dependent RNA helicase DDX4,DDX4,sp|Q9NQI0|DDX4_HUMAN Probable ATP-dependent RNA helicase DDX4 OS=Homo sapiens OX=9606 GN=DDX4 PE=1 SV=2;tr|D6RCM4|D6RCM4_HUMAN Probable ATP-dependent RNA helicase DDX4 (Fragment) OS=Homo sapiens OX=9606 GN=DDX4 PE=1 SV=1,4,2,5.8,23.3758380717377,24.9262840489192,25.2754027409452,24.8392764605773
Q9NXZ2,Q9NXZ2,2,2,2,Probable ATP-dependent RNA helicase DDX43,DDX43,sp|Q9NXZ2|DDX43_HUMAN Probable ATP-dependent RNA helicase DDX43 OS=Homo sapiens OX=9606 GN=DDX43 PE=1 SV=2,2,2,3.5,4.25377280271413,4.41538556284283,24.3287522404652,22.85918062675
A0A3B3ISW2;Q15700;F8VYC1;E9PIW2;B7Z2T4;E9PN83;A0A3B3ITF1,A0A3B3ISW2;Q15700;F8VYC1;E9PIW2;B7Z2T4;E9PN83;A0A3B3ITF1,3;2;2;2;2;2;2,2;1;1;1;1;1;1,2;1;1;1;1;1;1,Disks large homolog 2,DLG2,tr|A0A3B3ISW2|A0A3B3ISW2_HUMAN Disks large homolog 2 OS=Homo sapiens OX=9606 GN=DLG2 PE=1 SV=1;sp|Q15700|DLG2_HUMAN Disks large homolog 2 OS=Homo sapiens OX=9606 GN=DLG2 PE=1 SV=3;tr|F8VYC1|F8VYC1_HUMAN Disks large homolog 2 (Fragment) OS=Homo sapiens OX=9,3,2,6.6,4.25377280271413,4.41538556284283,25.317551728622,23.3390572890842
Q8N4W6,Q8N4W6,2,2,2,DnaJ homolog subfamily C member 22,DNAJC22,sp|Q8N4W6|DJC22_HUMAN DnaJ homolog subfamily C member 22 OS=Homo sapiens OX=9606 GN=DNAJC22 PE=1 SV=1,2,2,8.2,4.25377280271413,4.41538556284283,25.0808685872898,24.3491465599075
P51452;K7ES89,P51452;K7ES89,2;1,2;1,2;1,Dual specificity protein phosphatase 3,DUSP3,sp|P51452|DUS3_HUMAN Dual specificity protein phosphatase 3 OS=Homo sapiens OX=9606 GN=DUSP3 PE=1 SV=1;tr|K7ES89|K7ES89_HUMAN Dual specificity protein phosphatase (Fragment) OS=Homo sapiens OX=9606 GN=DUSP3 PE=1 SV=1,2,2,14.6,4.25377280271413,4.41538556284283,23.7209848377199,24.3778909763675
Q8WXU2,Q8WXU2,2,2,2,Dyslexia susceptibility 1 candidate gene 1 protein,DYX1C1,"sp|Q8WXU2|DAAF4_HUMAN Dynein assembly factor 4, axonemal OS=Homo sapiens OX=9606 GN=DNAAF4 PE=1 SV=2",2,2,8.1,22.8080364020305,24.4299471033306,23.8491912710505,23.8428766596895
Q5VYK3;J3KN16,Q5VYK3;J3KN16,2;2,2;2,2;2,Proteasome-associated protein ECM29 homolog,ECM29;KIAA0368,sp|Q5VYK3|ECM29_HUMAN Proteasome adapter and scaffold protein ECM29 OS=Homo sapiens OX=9606 GN=ECPAS PE=1 SV=2;tr|J3KN16|J3KN16_HUMAN Proteasome adapter and scaffold protein ECM29 OS=Homo sapiens OX=9606 GN=ECPAS PE=1 SV=1,2,2,1.4,4.25377280271413,4.41538556284283,22.7683612320097,25.3990437004014
Q96F86;H3BPN4,Q96F86;H3BPN4,2;1,2;1,2;1,Enhancer of mRNA-decapping protein 3,EDC3,sp|Q96F86|EDC3_HUMAN Enhancer of mRNA-decapping protein 3 OS=Homo sapiens OX=9606 GN=EDC3 PE=1 SV=1;tr|H3BPN4|H3BPN4_HUMAN Enhancer of mRNA-decapping protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=EDC3 PE=1 SV=1,2,2,4.3,4.25377280271413,4.41538556284283,23.9500247098922,24.2256010933299
O60869,O60869,2,2,2,Endothelial differentiation-related factor 1,EDF1,sp|O60869|EDF1_HUMAN Endothelial differentiation-related factor 1 OS=Homo sapiens OX=9606 GN=EDF1 PE=1 SV=1,2,2,18.2,23.842015027903,23.715234750232,25.6716866121573,25.631481052565
O15371;B0QYA4;B0QYA5,O15371;B0QYA4;B0QYA5,2;1;1,2;1;1,2;1;1,Eukaryotic translation initiation factor 3 subunit D,EIF3D,sp|O15371|EIF3D_HUMAN Eukaryotic translation initiation factor 3 subunit D OS=Homo sapiens OX=9606 GN=EIF3D PE=1 SV=1;tr|B0QYA4|B0QYA4_HUMAN Eukaryotic translation initiation factor 3 subunit D (Fragment) OS=Homo sapiens OX=9606 GN=EIF3D PE=1 SV=2;tr|B0QYA,2,2,4.4,23.9314173714138,23.751543241872,23.7983776616219,23.3614522942989
Q7L2H7;E9PRI2;E9PN86;E7ESM3;J3KNJ2,Q7L2H7;E9PRI2;E9PN86;E7ESM3;J3KNJ2,2;1;1;1;1,2;1;1;1;1,2;1;1;1;1,Eukaryotic translation initiation factor 3 subunit M,EIF3M,sp|Q7L2H7|EIF3M_HUMAN Eukaryotic translation initiation factor 3 subunit M OS=Homo sapiens OX=9606 GN=EIF3M PE=1 SV=1;tr|E9PRI2|E9PRI2_HUMAN Eukaryotic translation initiation factor 3 subunit M OS=Homo sapiens OX=9606 GN=EIF3M PE=1 SV=1;tr|E9PN86|E9PN86_HU,2,2,8.3,4.25377280271413,4.41538556284283,24.2185975266551,23.9590765261506
Q9BQ52;E7ES68;G5E9D5,Q9BQ52;E7ES68;G5E9D5,2;2;2,2;2;2,2;2;2,Zinc phosphodiesterase ELAC protein 2,ELAC2,sp|Q9BQ52|RNZ2_HUMAN Zinc phosphodiesterase ELAC protein 2 OS=Homo sapiens OX=9606 GN=ELAC2 PE=1 SV=2;tr|E7ES68|E7ES68_HUMAN Zinc phosphodiesterase ELAC protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=ELAC2 PE=1 SV=2;tr|G5E9D5|G5E9D5_HUMAN ElaC homolog 2 (,2,2,4.2,23.9532925015079,23.9462809208455,22.0062452556187,21.8970388893848
O95208;F6PQP6;E9PBC1;I3L2B2;I3L356;I3L2H1,O95208;F6PQP6;E9PBC1;I3L2B2;I3L356;I3L2H1,2;2;2;2;1;1,2;2;2;2;1;1,2;2;2;2;1;1,Epsin-2,EPN2,sp|O95208|EPN2_HUMAN Epsin-2 OS=Homo sapiens OX=9606 GN=EPN2 PE=1 SV=3;tr|F6PQP6|F6PQP6_HUMAN Epsin-2 (Fragment) OS=Homo sapiens OX=9606 GN=EPN2 PE=1 SV=8;tr|E9PBC1|E9PBC1_HUMAN Epsin-2 OS=Homo sapiens OX=9606 GN=EPN2 PE=1 SV=1;tr|I3L2B2|I3L2B2_HUMAN Epsin,2,2,3.1,4.25377280271413,4.41538556284283,24.319793256871,23.7462215261033
Q12929;A0A2R8YE63;A0A2R8Y4W2,Q12929;A0A2R8YE63;A0A2R8Y4W2,2;2;2,2;2;2,2;2;2,Epidermal growth factor receptor kinase substrate 8,EPS8,sp|Q12929|EPS8_HUMAN Epidermal growth factor receptor kinase substrate 8 OS=Homo sapiens OX=9606 GN=EPS8 PE=1 SV=1;tr|A0A2R8YE63|A0A2R8YE63_HUMAN Epidermal growth factor receptor kinase substrate 8 OS=Homo sapiens OX=9606 GN=EPS8 PE=1 SV=1;tr|A0A2R8Y4W2|A0,2,2,4.5,4.25377280271413,4.41538556284283,24.8186551160885,23.6346692689283
G3V279;P84090,G3V279;P84090,2;1,2;1,2;1,Enhancer of rudimentary homolog,ERH,tr|G3V279|G3V279_HUMAN Enhancer of rudimentary homolog OS=Homo sapiens OX=9606 GN=ERH PE=1 SV=1;sp|P84090|ERH_HUMAN Enhancer of rudimentary homolog OS=Homo sapiens OX=9606 GN=ERH PE=1 SV=1,2,2,57.7,22.6413003287449,24.7057652065849,25.1032958134005,28.8721464528033
Q92817;K7EKI0;A8MZ36,Q92817;K7EKI0;A8MZ36,2;2;1,2;2;1,2;2;1,Envoplakin;Envoplakin-like protein,EVPL;EVPLL,sp|Q92817|EVPL_HUMAN Envoplakin OS=Homo sapiens OX=9606 GN=EVPL PE=1 SV=3;tr|K7EKI0|K7EKI0_HUMAN Envoplakin OS=Homo sapiens OX=9606 GN=EVPL PE=1 SV=1;sp|A8MZ36|EVPLL_HUMAN Envoplakin-like protein OS=Homo sapiens OX=9606 GN=EVPLL PE=2 SV=1,2,2,1.4,26.3158256449999,27.5841984661649,29.2878224442474,29.2538798291949
C9JLW8;I3L2L5;I3L317;I3L4Q0,C9JLW8;I3L2L5;I3L317;I3L4Q0,2;2;2;2,2;2;2;2,2;2;2;2,Protein FAM195B,FAM195B,sp|C9JLW8|MCRI1_HUMAN Mapk-regulated corepressor-interacting protein 1 OS=Homo sapiens OX=9606 GN=MCRIP1 PE=1 SV=1;tr|I3L2L5|I3L2L5_HUMAN Mapk-regulated corepressor-interacting protein 1 OS=Homo sapiens OX=9606 GN=MCRIP1 PE=1 SV=1;tr|I3L317|I3L317_HUMAN Ma,2,2,20.6,4.25377280271413,4.41538556284283,23.1742472853396,24.4404587100234
Q9Y285;K7EK06;K7ER16,Q9Y285;K7EK06;K7ER16,2;2;2,2;2;2,2;2;2,Phenylalanine--tRNA ligase alpha subunit,FARSA,sp|Q9Y285|SYFA_HUMAN Phenylalanine--tRNA ligase alpha subunit OS=Homo sapiens OX=9606 GN=FARSA PE=1 SV=3;tr|K7EK06|K7EK06_HUMAN Phenylalanine--tRNA ligase alpha subunit (Fragment) OS=Homo sapiens OX=9606 GN=FARSA PE=1 SV=8;tr|K7ER16|K7ER16_HUMAN Phenylalan,2,2,2.6,4.25377280271413,4.41538556284283,22.5995060973031,23.4693616033648
Q6V0I7,Q6V0I7,2,2,2,Protocadherin Fat 4,FAT4,sp|Q6V0I7|FAT4_HUMAN Protocadherin Fat 4 OS=Homo sapiens OX=9606 GN=FAT4 PE=1 SV=2,2,2,0.5,4.25377280271413,4.41538556284283,29.7284518025637,23.6895518702401
P62861;E9PR30,P62861;E9PR30,2;2,2;2,2;2,40S ribosomal protein S30,FAU,sp|P62861|RS30_HUMAN 40S ribosomal protein S30 OS=Homo sapiens OX=9606 GN=FAU PE=1 SV=1;tr|E9PR30|E9PR30_HUMAN 40S ribosomal protein S30 OS=Homo sapiens OX=9606 GN=FAU PE=1 SV=1,2,2,18.6,25.6446869706937,25.3706929933748,25.1506208949026,24.8716883257178
Q0JRZ9;H0YAE2;H7BXJ4,Q0JRZ9;H0YAE2;H7BXJ4,2;1;1,2;1;1,2;1;1,F-BAR domain only protein 2,FCHO2,sp|Q0JRZ9|FCHO2_HUMAN F-BAR domain only protein 2 OS=Homo sapiens OX=9606 GN=FCHO2 PE=1 SV=2;tr|H0YAE2|H0YAE2_HUMAN F-BAR domain only protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=FCHO2 PE=1 SV=9;tr|H7BXJ4|H7BXJ4_HUMAN F-BAR domain only protein 2 OS=Homo,2,2,3.1,4.25377280271413,4.41538556284283,23.1259866214458,22.9616220848894
P05230;C9JUP6;C9JDC5;B5MCF4,P05230;C9JUP6;C9JDC5;B5MCF4,2;1;1;1,2;1;1;1,2;1;1;1,Fibroblast growth factor 1,FGF1,sp|P05230|FGF1_HUMAN Fibroblast growth factor 1 OS=Homo sapiens OX=9606 GN=FGF1 PE=1 SV=1;tr|C9JUP6|C9JUP6_HUMAN Fibroblast growth factor 1 (Fragment) OS=Homo sapiens OX=9606 GN=FGF1 PE=1 SV=1;tr|C9JDC5|C9JDC5_HUMAN Fibroblast growth factor 1 (Fragment) OS,2,2,15.5,21.9568809123702,23.4121195281687,23.4634643951922,22.3286869783668
Q13642;A0A0D9SFI6;A0A0D9SFB0;Q5JXH9;A0A0D9SFZ9;Q5JXH8;Q5JXH7;Q5JXI3;Q5JXI2;Q5JXI8;A0A494C0D6;A0A494C0J3;A0A0D9SGD1;A0A0D9SGB2;Q5JXI0,Q13642;A0A0D9SFI6;A0A0D9SFB0;Q5JXH9;A0A0D9SFZ9;Q5JXH8;Q5JXH7;Q5JXI3;Q5JXI2;Q5JXI8;A0A494C0D6;A0A494C0J3;A0A0D9SGD1;A0A0D9SGB2;Q5JXI0,2;2;2;2;2;2;2;2;2;2;2;1;1;1;1,2;2;2;2;2;2;2;2;2;2;2;1;1;1;1,2;2;2;2;2;2;2;2;2;2;2;1;1;1;1,Four and a half LIM domains protein 1,FHL1,sp|Q13642|FHL1_HUMAN Four and a half LIM domains protein 1 OS=Homo sapiens OX=9606 GN=FHL1 PE=1 SV=4;tr|A0A0D9SFI6|A0A0D9SFI6_HUMAN Four and a half LIM domains protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=FHL1 PE=1 SV=1;tr|A0A0D9SFB0|A0A0D9SFB0_HUMAN Fo,2,2,5.9,4.25377280271413,4.41538556284283,24.5689469641965,24.8047911850015
Q60FE5;A0A087WWY3,Q60FE5;A0A087WWY3,174;140,2;2,2;2,,FLNA,tr|Q60FE5|Q60FE5_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=1;tr|A0A087WWY3|A0A087WWY3_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=1,174,2,72.8,27.5543939080662,28.6193291533945,30.4711151495626,30.9903720871198
Q06787;Q8IXW7;A0A087WXI3;R9WNI0;A8MQB8;G3V0J0;A0A087WWR6;A0A087WY29;A0A087X1M7;A0A087WWU4,Q06787;Q8IXW7;A0A087WXI3;R9WNI0;A8MQB8;G3V0J0;A0A087WWR6;A0A087WY29,3;3;3;3;3;3;2;2;1;1,2;2;2;2;2;2;1;1;1;1,2;2;2;2;2;2;1;1;1;1,Fragile X mental retardation protein 1,FMR1,sp|Q06787|FMR1_HUMAN Synaptic functional regulator FMR1 OS=Homo sapiens OX=9606 GN=FMR1 PE=1 SV=1;tr|Q8IXW7|Q8IXW7_HUMAN FMR1 protein OS=Homo sapiens OX=9606 GN=FMR1 PE=1 SV=1;tr|A0A087WXI3|A0A087WXI3_HUMAN Synaptic functional regulator FMR1 OS=Homo sapien,3,2,6.6,4.25377280271413,4.41538556284283,23.6332285132463,22.2837903616895
Q14331;E9PRR7,Q14331;E9PRR7,2;2,2;2,2;2,Protein FRG1,FRG1,sp|Q14331|FRG1_HUMAN Protein FRG1 OS=Homo sapiens OX=9606 GN=FRG1 PE=1 SV=1;tr|E9PRR7|E9PRR7_HUMAN Protein FRG1 (Fragment) OS=Homo sapiens OX=9606 GN=FRG1 PE=1 SV=1,2,2,12.4,24.0928113276667,23.7168052301297,4.42724936884613,4.39090484493968
Q9C0B1;A0A1B0GUC3;A0A1B0GV98;A0A1B0GTC5;A0A1B0GU26;A0A1B0GTC3;A0A1B0GVH5;A0A1B0GTZ8;X6R3I0;A0A1B0GUY7;A0A1B0GTI3;A0A1B0GTY1,Q9C0B1;A0A1B0GUC3;A0A1B0GV98;A0A1B0GTC5;A0A1B0GU26;A0A1B0GTC3;A0A1B0GVH5;A0A1B0GTZ8;X6R3I0;A0A1B0GUY7;A0A1B0GTI3;A0A1B0GTY1,2;2;2;2;2;2;2;1;1;1;1;1,2;2;2;2;2;2;2;1;1;1;1;1,2;2;2;2;2;2;2;1;1;1;1;1,Alpha-ketoglutarate-dependent dioxygenase FTO,FTO,sp|Q9C0B1|FTO_HUMAN Alpha-ketoglutarate-dependent dioxygenase FTO OS=Homo sapiens OX=9606 GN=FTO PE=1 SV=3;tr|A0A1B0GUC3|A0A1B0GUC3_HUMAN Alpha-ketoglutarate-dependent dioxygenase FTO OS=Homo sapiens OX=9606 GN=FTO PE=1 SV=1;tr|A0A1B0GV98|A0A1B0GV98_HUMAN,2,2,7.1,22.4437448784383,23.8263863326321,24.4091230736841,22.7925909404206
P51116,P51116,4,3,2,Fragile X mental retardation syndrome-related protein 2,FXR2,sp|P51116|FXR2_HUMAN Fragile X mental retardation syndrome-related protein 2 OS=Homo sapiens OX=9606 GN=FXR2 PE=1 SV=2,4,2,8.6,4.25377280271413,4.41538556284283,24.9732058203012,23.1876583456248
Q9HCQ5;J3KNN1;F5H557;H3BM10,Q9HCQ5;J3KNN1;F5H557;H3BM10,2;2;1;1,2;2;1;1,2;2;1;1,Polypeptide N-acetylgalactosaminyltransferase 9;Polypeptide N-acetylgalactosaminyltransferase,GALNT9,sp|Q9HCQ5|GALT9_HUMAN Polypeptide N-acetylgalactosaminyltransferase 9 OS=Homo sapiens OX=9606 GN=GALNT9 PE=1 SV=3;tr|J3KNN1|J3KNN1_HUMAN Polypeptide N-acetylgalactosaminyltransferase OS=Homo sapiens OX=9606 GN=GALNT9 PE=1 SV=1;tr|F5H557|F5H557_HUMAN Polype,2,2,7.8,4.25377280271413,4.41538556284283,23.5714952018308,22.2527751362941
Q9Y2X7;J3QLH1;J3QRU8;A0A0C4DGN6,Q9Y2X7;J3QLH1;J3QRU8;A0A0C4DGN6,2;2;2;2,2;2;2;2,2;2;2;2,ARF GTPase-activating protein GIT1,GIT1,sp|Q9Y2X7|GIT1_HUMAN ARF GTPase-activating protein GIT1 OS=Homo sapiens OX=9606 GN=GIT1 PE=1 SV=2;tr|J3QLH1|J3QLH1_HUMAN ARF GTPase-activating protein GIT1 (Fragment) OS=Homo sapiens OX=9606 GN=GIT1 PE=1 SV=8;tr|J3QRU8|J3QRU8_HUMAN ARF GTPase-activating pr,2,2,4.6,4.25377280271413,4.41538556284283,24.4673727075945,22.8367076321382
Q9HC38;F6TLX2;I3L1I0;I3L3Q4,Q9HC38;F6TLX2;I3L1I0;I3L3Q4,2;2;1;1,2;2;1;1,2;2;1;1,Glyoxalase domain-containing protein 4,GLOD4,sp|Q9HC38|GLOD4_HUMAN Glyoxalase domain-containing protein 4 OS=Homo sapiens OX=9606 GN=GLOD4 PE=1 SV=1;tr|F6TLX2|F6TLX2_HUMAN Glyoxalase domain-containing protein 4 OS=Homo sapiens OX=9606 GN=GLOD4 PE=1 SV=1;tr|I3L1I0|I3L1I0_HUMAN Glyoxalase domain-contai,2,2,7.3,21.9766270497694,24.9728988276638,23.6712006835448,23.4542520958071
P62879;C9JZN1;C9JIS1;C9JXA5;P62873;B1AKQ8;F6X3N5;F6UT28;E7EP32,P62879;C9JZN1;C9JIS1;C9JXA5;P62873;B1AKQ8;F6X3N5;F6UT28;E7EP32,2;2;2;2;1;1;1;1;1,2;2;2;2;1;1;1;1;1,2;2;2;2;1;1;1;1;1,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2;Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,GNB2;GNB1,sp|P62879|GBB2_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Homo sapiens OX=9606 GN=GNB2 PE=1 SV=3;tr|C9JZN1|C9JZN1_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 (Fragment) OS=Homo sapiens OX=9606 GN=GN,2,2,9.1,23.3079978803941,25.0440185020485,4.42724936884613,4.39090484493968
Q8IXQ4;A0A0A0MRI1,Q8IXQ4;A0A0A0MRI1,2;2,2;2,2;2,GPALPP motifs-containing protein 1,GPALPP1,sp|Q8IXQ4|GPAM1_HUMAN GPALPP motifs-containing protein 1 OS=Homo sapiens OX=9606 GN=GPALPP1 PE=1 SV=1;tr|A0A0A0MRI1|A0A0A0MRI1_HUMAN GPALPP motifs-containing protein 1 OS=Homo sapiens OX=9606 GN=GPALPP1 PE=1 SV=1,2,2,7.4,24.2654322596158,24.1189404392333,4.42724936884613,4.39090484493968
Q6IC98;X6RIP6,Q6IC98;X6RIP6,2;1,2;1,2;1,GRAM domain-containing protein 4,GRAMD4,sp|Q6IC98|GRAM4_HUMAN GRAM domain-containing protein 4 OS=Homo sapiens OX=9606 GN=GRAMD4 PE=1 SV=1;tr|X6RIP6|X6RIP6_HUMAN GRAM domain-containing protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=GRAMD4 PE=1 SV=1,2,2,3.1,24.0943638000301,22.9437260071968,4.42724936884613,4.39090484493968
Q96QA5;J3KRG2,Q96QA5;J3KRG2,2;2,2;2,2;2,Gasdermin-A,GSDMA,sp|Q96QA5|GSDMA_HUMAN Gasdermin-A OS=Homo sapiens OX=9606 GN=GSDMA PE=1 SV=4;tr|J3KRG2|J3KRG2_HUMAN Gasdermin-A (Fragment) OS=Homo sapiens OX=9606 GN=GSDMA PE=1 SV=8,2,2,3.1,24.058045909506,23.6458140869903,4.42724936884613,4.39090484493968
Q8IYD1,Q8IYD1,7,2,2,Eukaryotic peptide chain release factor GTP-binding subunit ERF3B,GSPT2,sp|Q8IYD1|ERF3B_HUMAN Eukaryotic peptide chain release factor GTP-binding subunit ERF3B OS=Homo sapiens OX=9606 GN=GSPT2 PE=1 SV=2,7,2,12.3,4.25377280271413,4.41538556284283,25.1480234344689,24.9875016979316
Q8NEC7;D6RCC4;D6RCC9;D6R9W2,Q8NEC7;D6RCC4;D6RCC9;D6R9W2,2;1;1;1,2;1;1;1,2;1;1;1,Glutathione S-transferase C-terminal domain-containing protein,GSTCD,sp|Q8NEC7|GSTCD_HUMAN Glutathione S-transferase C-terminal domain-containing protein OS=Homo sapiens OX=9606 GN=GSTCD PE=1 SV=2;tr|D6RCC4|D6RCC4_HUMAN Glutathione S-transferase C-terminal domain-containing protein (Fragment) OS=Homo sapiens OX=9606 GN=GSTC,2,2,4.3,4.25377280271413,4.41538556284283,22.3283856721932,23.2843270943648
Q9Y5Q9;H7C0C0;A0A494C1S7;H7BZV8,Q9Y5Q9;H7C0C0;A0A494C1S7;H7BZV8,2;2;2;1,2;2;2;1,2;2;2;1,General transcription factor 3C polypeptide 3,GTF3C3,sp|Q9Y5Q9|TF3C3_HUMAN General transcription factor 3C polypeptide 3 OS=Homo sapiens OX=9606 GN=GTF3C3 PE=1 SV=1;tr|H7C0C0|H7C0C0_HUMAN General transcription factor 3C polypeptide 3 (Fragment) OS=Homo sapiens OX=9606 GN=GTF3C3 PE=1 SV=1;tr|A0A494C1S7|A0A494,2,2,4.9,23.110362871196,23.3721221777558,24.3200886346873,22.6949801437942
Q9UBP9;H0Y6R1,Q9UBP9;H0Y6R1,2;1,2;1,2;1,PTB domain-containing engulfment adapter protein 1,GULP1,sp|Q9UBP9|GULP1_HUMAN PTB domain-containing engulfment adapter protein 1 OS=Homo sapiens OX=9606 GN=GULP1 PE=1 SV=1;tr|H0Y6R1|H0Y6R1_HUMAN PTB domain-containing engulfment adapter protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=GULP1 PE=1 SV=1,2,2,6.9,4.25377280271413,4.41538556284283,24.4560711067733,24.5272203995222
O75367;D6RCF2;Q9P0M6,O75367;D6RCF2;Q9P0M6,2;2;1,2;2;1,2;2;1,Core histone macro-H2A.1;Histone H2A;Core histone macro-H2A.2,H2AFY;H2AFY2,sp|O75367|H2AY_HUMAN Core histone macro-H2A.1 OS=Homo sapiens OX=9606 GN=MACROH2A1 PE=1 SV=4;tr|D6RCF2|D6RCF2_HUMAN Histone H2A OS=Homo sapiens OX=9606 GN=MACROH2A1 PE=1 SV=1;sp|Q9P0M6|H2AW_HUMAN Core histone macro-H2A.2 OS=Homo sapiens OX=9606 GN=MACROH2A,2,2,9.9,24.3497585172699,24.9090316805636,4.42724936884613,4.39090484493968
B7Z3P7;B5MCF1;C9J835;C9IZS0;C9J1W4;C9JD56,B7Z3P7;B5MCF1,5;5;2;2;2;1,4;4;2;2;2;1,2;2;1;1;1;0,,HDAC9,tr|B7Z3P7|B7Z3P7_HUMAN Histone deacetylase 9 OS=Homo sapiens OX=9606 GN=HDAC9 PE=1 SV=1;tr|B5MCF1|B5MCF1_HUMAN Histone deacetylase 9 OS=Homo sapiens OX=9606 GN=HDAC9 PE=1 SV=2,5,2,10.0,4.25377280271413,4.41538556284283,24.3320381878664,24.2423449228805
Q9NRV9;A0A3B3IRV5;F5GWX2,Q9NRV9;A0A3B3IRV5;F5GWX2,3;3;2,3;3;2,2;2;1,Heme-binding protein 1,HEBP1,sp|Q9NRV9|HEBP1_HUMAN Heme-binding protein 1 OS=Homo sapiens OX=9606 GN=HEBP1 PE=1 SV=1;tr|A0A3B3IRV5|A0A3B3IRV5_HUMAN Heme-binding protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=HEBP1 PE=1 SV=1;tr|F5GWX2|F5GWX2_HUMAN Heme-binding protein 1 OS=Homo sapien,3,2,26.5,4.25377280271413,4.41538556284283,25.7306040535249,25.1092073603647
