Unnamed: 0,CIAO1_vs_BirA,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
RPL17;RPL17-C18orf32,-1.9354928139,0.00389697312731519,1,P18621;A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;J3KRB3;A0A087WWH0;J3QS96;J3QLC8;A0A087WY81;A0A0A0MRF8;J3KSJ0,P18621;A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;J3KRB3;A0A087WWH0;J3QS96;J3QLC8;A0A087WY81;A0A0A0MRF8,13;13;13;13;13;12;12;12;10;9;9;5,13;13;13;13;13;12;12;12;10;9;9;5,13;13;13;13;13;12;12;12;10;9;9;5,60S ribosomal protein L17,RPL17;RPL17-C18orf32,sp|P18621|RL17_HUMAN 60S ribosomal protein L17 OS=Homo sapiens OX=9606 GN=RPL17 PE=1 SV=3;tr|A0A087WXM6|A0A087WXM6_HUMAN 60S ribosomal protein L17 (Fragment) OS=Homo sapiens OX=9606 GN=RPL17 PE=1 SV=1;tr|J3QQT2|J3QQT2_HUMAN 60S ribosomal protein L17 (Fragm,13,13,56.5,184,1.9354928138548,0.00389697312731519
PSMB3,-1.7135348705,0.00394199070021057,1,P49720;A0A087WXQ8;A0A087WY10;A0A087WUL2,P49720;A0A087WXQ8;A0A087WY10;A0A087WUL2,7;7;7;5,7;7;7;5,7;7;7;5,Proteasome subunit beta type-3,PSMB3,sp|P49720|PSB3_HUMAN Proteasome subunit beta type-3 OS=Homo sapiens OX=9606 GN=PSMB3 PE=1 SV=2;tr|A0A087WXQ8|A0A087WXQ8_HUMAN Proteasome subunit beta type-3 OS=Homo sapiens OX=9606 GN=PSMB3 PE=1 SV=1;tr|A0A087WY10|A0A087WY10_HUMAN Proteasome subunit beta t,7,7,29.3,205,1.71353487052275,0.00394199070021057
VTA1,-1.7847006894,0.00544833548817635,1,Q9NP79;A0A087WY55;Q5TGM0,Q9NP79;A0A087WY55,5;5;2,5;5;2,5;5;2,Vacuolar protein sorting-associated protein VTA1 homolog,VTA1,"sp|Q9NP79|VTA1_HUMAN Vacuolar protein sorting-associated protein VTA1 homolog OS=Homo sapiens OX=9606 GN=VTA1 PE=1 SV=1;tr|A0A087WY55|A0A087WY55_HUMAN Chromosome 6 open reading frame 55, isoform CRA_b OS=Homo sapiens OX=9606 GN=VTA1 PE=1 SV=1",5,5,18.9,307,1.78470068940209,0.00544833548817635
AP2M1,0.2325594622,0.596854769797537,0,Q96CW1;A0A087WY71;E9PFW3,Q96CW1;A0A087WY71;E9PFW3,2;2;2,2;2;2,2;2;2,AP-2 complex subunit mu,AP2M1,sp|Q96CW1|AP2M1_HUMAN AP-2 complex subunit mu OS=Homo sapiens OX=9606 GN=AP2M1 PE=1 SV=2;tr|A0A087WY71|A0A087WY71_HUMAN AP-2 complex subunit mu OS=Homo sapiens OX=9606 GN=AP2M1 PE=1 SV=1;tr|E9PFW3|E9PFW3_HUMAN AP-2 complex subunit mu OS=Homo sapiens OX=960,2,2,7.6,435,-0.232559462200553,0.596854769797537
UBE2D3;UBE2D2;UBE2D4;UBE2D1,-2.4888767608,0.00394386251824478,1,P61077;P62837;D6RAW0;D6RFM0;D6RAH7;H9KV45;A0A0A0MQU3;A0A087WY85;Q9Y2X8;P51668;D6RA11;A0A087WW00;C9J9H9,P61077;P62837;D6RAW0;D6RFM0;D6RAH7;H9KV45;A0A0A0MQU3;A0A087WY85;Q9Y2X8;P51668;D6RA11;A0A087WW00;C9J9H9,2;2;2;2;2;2;2;2;1;1;1;1;1,2;2;2;2;2;2;2;2;1;1;1;1;1,2;2;2;2;2;2;2;2;1;1;1;1;1,Ubiquitin-conjugating enzyme E2 D3;Ubiquitin-conjugating enzyme E2 D2;Ubiquitin-conjugating enzyme E2 D4;Ubiquitin-conjugating enzyme E2 D1,UBE2D3;UBE2D2;UBE2D4;UBE2D1,sp|P61077|UB2D3_HUMAN Ubiquitin-conjugating enzyme E2 D3 OS=Homo sapiens OX=9606 GN=UBE2D3 PE=1 SV=1;sp|P62837|UB2D2_HUMAN Ubiquitin-conjugating enzyme E2 D2 OS=Homo sapiens OX=9606 GN=UBE2D2 PE=1 SV=1;tr|D6RAW0|D6RAW0_HUMAN Ubiquitin-conjugating enzyme E2,2,2,19.7,147,2.48887676082895,0.00394386251824478
SIRT2,1.1453706472,0.0109598647766915,1,A0A087WYM3;Q8IXJ6;C9JZQ0;B5MCS1;A0A0A0MRF5;E7EWX6,A0A087WYM3;Q8IXJ6;C9JZQ0;B5MCS1;A0A0A0MRF5;E7EWX6,2;1;1;1;1;1,2;1;1;1;1;1,2;1;1;1;1;1,NAD-dependent protein deacetylase sirtuin-2,SIRT2,tr|A0A087WYM3|A0A087WYM3_HUMAN NAD-dependent protein deacetylase OS=Homo sapiens OX=9606 GN=SIRT2 PE=1 SV=1;sp|Q8IXJ6|SIR2_HUMAN NAD-dependent protein deacetylase sirtuin-2 OS=Homo sapiens OX=9606 GN=SIRT2 PE=1 SV=2;tr|C9JZQ0|C9JZQ0_HUMAN NAD-dependent pro,2,2,9.5,389,-1.14537064722606,0.0109598647766915
UGP2,-0.3853747117,0.397288504556371,0,Q16851;A0A087WYS1;E7EUC7;C9JNZ1;C9JWG0;C9JVG3;C9JQU9;C9JTZ5;C9JUW1;F2Z3H1,Q16851;A0A087WYS1;E7EUC7;C9JNZ1,12;12;12;7;4;4;4;3;3;1,12;12;12;7;4;4;4;3;3;1,12;12;12;7;4;4;4;3;3;1,UTP--glucose-1-phosphate uridylyltransferase,UGP2,sp|Q16851|UGPA_HUMAN UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens OX=9606 GN=UGP2 PE=1 SV=5;tr|A0A087WYS1|A0A087WYS1_HUMAN UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens OX=9606 GN=UGP2 PE=1 SV=1;tr|E7EUC7|E7EUC7_HUMAN UTP--gl,12,12,25.8,508,0.385374711712602,0.397288504556371
PTGES3,-3.0898037576,0.000229397993482328,1,Q15185;A0A087WYT3,Q15185;A0A087WYT3,4;4,4;4,4;4,Prostaglandin E synthase 3,PTGES3,sp|Q15185|TEBP_HUMAN Prostaglandin E synthase 3 OS=Homo sapiens OX=9606 GN=PTGES3 PE=1 SV=1;tr|A0A087WYT3|A0A087WYT3_HUMAN Prostaglandin E synthase 3 OS=Homo sapiens OX=9606 GN=PTGES3 PE=1 SV=1,4,4,15.6,160,3.08980375762375,0.000229397993482328
EIF3H,-0.2750226446,0.533714373769765,0,O15372;A0A087WZK9;B3KS98;E5RJT0;E5RGU4,O15372;A0A087WZK9;B3KS98;E5RJT0,5;5;5;3;1,5;5;5;3;1,5;5;5;3;1,Eukaryotic translation initiation factor 3 subunit H,EIF3H,sp|O15372|EIF3H_HUMAN Eukaryotic translation initiation factor 3 subunit H OS=Homo sapiens OX=9606 GN=EIF3H PE=1 SV=1;tr|A0A087WZK9|A0A087WZK9_HUMAN Eukaryotic translation initiation factor 3 subunit H OS=Homo sapiens OX=9606 GN=EIF3H PE=1 SV=1;tr|B3KS98|B,5,5,20.7,352,0.275022644575948,0.533714373769765
NDUFB6,-0.559259498,0.148437421726486,0,O95139;A0A087WZX2,O95139;A0A087WZX2,2;2,2;2,2;2,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6,NDUFB6,sp|O95139|NDUB6_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6 OS=Homo sapiens OX=9606 GN=NDUFB6 PE=1 SV=3;tr|A0A087WZX2|A0A087WZX2_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6 OS=Homo sapiens OX=9606 GN=NDUFB6 PE=1,2,2,27.3,128,0.559259497965886,0.148437421726486
SBDS,-1.3046794005,0.0181712862338963,1,Q9Y3A5;A0A087X020;F8WE72,Q9Y3A5;A0A087X020;F8WE72,4;4;2,4;4;2,4;4;2,Ribosome maturation protein SBDS,SBDS,sp|Q9Y3A5|SBDS_HUMAN Ribosome maturation protein SBDS OS=Homo sapiens OX=9606 GN=SBDS PE=1 SV=4;tr|A0A087X020|A0A087X020_HUMAN Ribosome maturation protein SBDS OS=Homo sapiens OX=9606 GN=SBDS PE=1 SV=1;tr|F8WE72|F8WE72_HUMAN Ribosome maturation protein SBD,4,4,14.8,250,1.3046794004651,0.0181712862338963
OGFR,-1.124185915,0.0782915076771697,0,Q9NZT2;A0A087X028;A0A0A0MRN5,Q9NZT2;A0A087X028;A0A0A0MRN5,3;3;3,3;3;3,3;3;3,Opioid growth factor receptor,OGFR,sp|Q9NZT2|OGFR_HUMAN Opioid growth factor receptor OS=Homo sapiens OX=9606 GN=OGFR PE=1 SV=3;tr|A0A087X028|A0A087X028_HUMAN Opioid growth factor receptor OS=Homo sapiens OX=9606 GN=OGFR PE=1 SV=1;tr|A0A0A0MRN5|A0A0A0MRN5_HUMAN Opioid growth factor receptor,3,3,5.2,677,1.12418591500955,0.0782915076771697
RYR3,-1.5711581558,0.0382564873665126,1,Q15413;A0A0U1RRH1;A0A0X1KG73;A0A087X080;A0A1B0GVS2;A0A0U1RR54,Q15413;A0A0U1RRH1;A0A0X1KG73;A0A087X080,3;3;3;3;1;1,3;3;3;3;1;1,3;3;3;3;1;1,Ryanodine receptor 3,RYR3,sp|Q15413|RYR3_HUMAN Ryanodine receptor 3 OS=Homo sapiens OX=9606 GN=RYR3 PE=1 SV=3;tr|A0A0U1RRH1|A0A0U1RRH1_HUMAN Ryanodine receptor 3 OS=Homo sapiens OX=9606 GN=RYR3 PE=1 SV=1;tr|A0A0X1KG73|A0A0X1KG73_HUMAN Ryanodine receptor 3 OS=Homo sapiens OX=9606 GN,3,3,1.5,4870,1.571158155813,0.0382564873665126
SNX12,-1.4807326477,0.0113656745096432,1,Q9UMY4;A0A087X0R6,Q9UMY4;A0A087X0R6,3;3,3;3,2;2,Sorting nexin-12,SNX12,sp|Q9UMY4|SNX12_HUMAN Sorting nexin-12 OS=Homo sapiens OX=9606 GN=SNX12 PE=1 SV=4;tr|A0A087X0R6|A0A087X0R6_HUMAN Sorting nexin-12 OS=Homo sapiens OX=9606 GN=SNX12 PE=1 SV=1,3,2,21.6,162,1.48073264770625,0.0113656745096432
MYH7B,1.5785642216,0.304596737334796,0,A7E2Y1;A0A087X0T3,A7E2Y1;A0A087X0T3,3;3,2;2,2;2,Myosin-7B,MYH7B,sp|A7E2Y1|MYH7B_HUMAN Myosin-7B OS=Homo sapiens OX=9606 GN=MYH7B PE=1 SV=4;tr|A0A087X0T3|A0A087X0T3_HUMAN Myosin-7B OS=Homo sapiens OX=9606 GN=MYH7B PE=1 SV=1,3,2,1.6,1983,-1.57856422164883,0.304596737334796
ACOT1;ACOT2,-2.2177034477,0.00238589202708771,1,Q86TX2;A0A087X0W7;P49753;G3V4F2;A0A087WT95,Q86TX2;A0A087X0W7;P49753;G3V4F2;A0A087WT95,8;8;7;7;7,8;8;7;7;7,6;6;6;5;6,"Acyl-coenzyme A thioesterase 1;Acyl-coenzyme A thioesterase 2, mitochondrial",ACOT1;ACOT2,"sp|Q86TX2|ACOT1_HUMAN Acyl-coenzyme A thioesterase 1 OS=Homo sapiens OX=9606 GN=ACOT1 PE=1 SV=1;tr|A0A087X0W7|A0A087X0W7_HUMAN Acyl-coenzyme A thioesterase 2, mitochondrial OS=Homo sapiens OX=9606 GN=ACOT2 PE=1 SV=1;sp|P49753|ACOT2_HUMAN Acyl-coenzyme A th",8,6,27.8,421,2.21770344767395,0.00238589202708771
STAU1,-1.3404894416,0.227403214864329,0,O95793;A0A087X1A5;Q5JW30,O95793;A0A087X1A5;Q5JW30,3;3;3,3;3;3,3;3;3,Double-stranded RNA-binding protein Staufen homolog 1,STAU1,sp|O95793|STAU1_HUMAN Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens OX=9606 GN=STAU1 PE=1 SV=2;tr|A0A087X1A5|A0A087X1A5_HUMAN Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens OX=9606 GN=STAU1 PE=1 SV=1;tr|Q5JW30,3,3,5.7,577,1.34048944160544,0.227403214864329
LYPLA1,-2.2310437678,0.000767027988688749,1,O75608;A0A087X1K9;E5RGR0;E5RJ48,O75608;A0A087X1K9;E5RGR0;E5RJ48,2;2;2;1,2;2;2;1,2;2;2;1,Acyl-protein thioesterase 1,LYPLA1,sp|O75608|LYPA1_HUMAN Acyl-protein thioesterase 1 OS=Homo sapiens OX=9606 GN=LYPLA1 PE=1 SV=1;tr|A0A087X1K9|A0A087X1K9_HUMAN Acyl-protein thioesterase 1 OS=Homo sapiens OX=9606 GN=LYPLA1 PE=1 SV=1;tr|E5RGR0|E5RGR0_HUMAN Acyl-protein thioesterase 1 (Fragmen,2,2,11.7,230,2.23104376783897,0.000767027988688749
NEB,5.0209858221,0.000772031423118469,1,P20929;A0A087X1N7;H7BZD5;H0Y786;H0Y3P5,P20929;A0A087X1N7;H7BZD5;H0Y786,3;3;2;2;1,3;3;2;2;1,3;3;2;2;1,Nebulin,NEB,sp|P20929|NEBU_HUMAN Nebulin OS=Homo sapiens OX=9606 GN=NEB PE=1 SV=5;tr|A0A087X1N7|A0A087X1N7_HUMAN Nebulin OS=Homo sapiens OX=9606 GN=NEB PE=1 SV=1;tr|H7BZD5|H7BZD5_HUMAN Nebulin (Fragment) OS=Homo sapiens OX=9606 GN=NEB PE=1 SV=1;tr|H0Y786|H0Y786_HUMAN,3,3,0.6,6669,-5.0209858220879,0.000772031423118469
PSME2,-2.6568682569,0.000533301264428211,1,Q9UL46;A0A087X1Z3;H0YM70,Q9UL46;A0A087X1Z3;H0YM70,6;6;4,6;6;4,6;6;4,Proteasome activator complex subunit 2,PSME2,sp|Q9UL46|PSME2_HUMAN Proteasome activator complex subunit 2 OS=Homo sapiens OX=9606 GN=PSME2 PE=1 SV=4;tr|A0A087X1Z3|A0A087X1Z3_HUMAN Proteasome activator complex subunit 2 OS=Homo sapiens OX=9606 GN=PSME2 PE=1 SV=1;tr|H0YM70|H0YM70_HUMAN Proteasome activ,6,6,29.7,239,2.65686825687915,0.000533301264428211
SRSF3,-3.6196983044,0.000392741343451212,1,P84103;A0A087X2D0,P84103;A0A087X2D0,5;5,5;5,5;5,Serine/arginine-rich splicing factor 3,SRSF3,sp|P84103|SRSF3_HUMAN Serine/arginine-rich splicing factor 3 OS=Homo sapiens OX=9606 GN=SRSF3 PE=1 SV=1;tr|A0A087X2D0|A0A087X2D0_HUMAN Serine/arginine-rich-splicing factor 3 OS=Homo sapiens OX=9606 GN=SRSF3 PE=1 SV=1,5,5,38.4,164,3.61969830442435,0.000392741343451212
DDX1,-0.8391885484,0.0331814813605169,0,Q92499;A0A087X2G1;F1T0B3,Q92499;A0A087X2G1;F1T0B3,18;18;18,18;18;18,18;18;18,ATP-dependent RNA helicase DDX1,DDX1,sp|Q92499|DDX1_HUMAN ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=2;tr|A0A087X2G1|A0A087X2G1_HUMAN ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=1;tr|F1T0B3|F1T0B3_HUMAN ATP-dependent RNA helicase DDX1 O,18,18,35.5,740,0.839188548413248,0.0331814813605169
GPS1,-1.3372061357,0.0136337387148923,1,Q13098;C9JFE4;A0A096LP07;A0A096LPJ3;A8K070;J3QS84;J3QS88;J3KTB0;J3QLE8;J3QLT0;J3QL53;J3KRE8;J3KSA5;J3KRJ4;J3QQX0,Q13098;C9JFE4;A0A096LP07;A0A096LPJ3;A8K070;J3QS84;J3QS88;J3KTB0;J3QLE8;J3QLT0;J3QL53;J3KRE8;J3KSA5;J3KRJ4,4;4;4;4;4;3;3;3;3;3;3;3;3;3;1,4;4;4;4;4;3;3;3;3;3;3;3;3;3;1,4;4;4;4;4;3;3;3;3;3;3;3;3;3;1,COP9 signalosome complex subunit 1,GPS1,sp|Q13098|CSN1_HUMAN COP9 signalosome complex subunit 1 OS=Homo sapiens OX=9606 GN=GPS1 PE=1 SV=4;tr|C9JFE4|C9JFE4_HUMAN COP9 signalosome complex subunit 1 OS=Homo sapiens OX=9606 GN=GPS1 PE=1 SV=2;tr|A0A096LP07|A0A096LP07_HUMAN COP9 signalosome complex su,4,4,8.4,491,1.33720613570356,0.0136337387148923
PYCRL,0.488021031,0.223981322565889,0,Q53H96;A0A0A0MQS1;F8WEI0;B5MD87,Q53H96;A0A0A0MQS1;F8WEI0;B5MD87,2;2;1;1,2;2;1;1,2;2;1;1,Pyrroline-5-carboxylate reductase 3;Pyrroline-5-carboxylate reductase,PYCRL,sp|Q53H96|P5CR3_HUMAN Pyrroline-5-carboxylate reductase 3 OS=Homo sapiens OX=9606 GN=PYCR3 PE=1 SV=3;tr|A0A0A0MQS1|A0A0A0MQS1_HUMAN Pyrroline-5-carboxylate reductase OS=Homo sapiens OX=9606 GN=PYCR3 PE=1 SV=1;tr|F8WEI0|F8WEI0_HUMAN Pyrroline-5-carboxylate,2,2,8.8,274,-0.48802103103285,0.223981322565889
WDR18,-0.2402670961,0.463625028856275,0,Q9BV38;U3KQC1;A0A0A0MQU0;K7EIR0;A0A087X237;K7EKX5;K7EML4,Q9BV38;U3KQC1;A0A0A0MQU0;K7EIR0,3;3;3;2;1;1;1,3;3;3;2;1;1;1,3;3;3;2;1;1;1,WD repeat-containing protein 18,WDR18,sp|Q9BV38|WDR18_HUMAN WD repeat-containing protein 18 OS=Homo sapiens OX=9606 GN=WDR18 PE=1 SV=2;tr|U3KQC1|U3KQC1_HUMAN WD repeat-containing protein 18 (Fragment) OS=Homo sapiens OX=9606 GN=WDR18 PE=1 SV=1;tr|A0A0A0MQU0|A0A0A0MQU0_HUMAN WD repeat-containin,3,3,8.1,432,0.240267096072187,0.463625028856275
MYO10,-2.039579546,0.00137788398909777,1,Q9HD67;D6RGD1;A0A0A0MQX1,Q9HD67;D6RGD1;A0A0A0MQX1,2;2;2,2;2;2,2;2;2,Unconventional myosin-X,MYO10,sp|Q9HD67|MYO10_HUMAN Unconventional myosin-X OS=Homo sapiens OX=9606 GN=MYO10 PE=1 SV=3;tr|D6RGD1|D6RGD1_HUMAN Unconventional myosin-X (Fragment) OS=Homo sapiens OX=9606 GN=MYO10 PE=1 SV=1;tr|A0A0A0MQX1|A0A0A0MQX1_HUMAN Unconventional myosin-X OS=Homo sap,2,2,1.4,2058,2.03957954600978,0.00137788398909777
MBNL1;MBNL2;MBNL3;MBLL,-3.0670825984,0.0050352263033807,1,Q9NR56;C9JP00;A0A0A0MQX8;Q5VZF2;Q9NUK0;O95205;H7C4T5;B1AKI6,Q9NR56;C9JP00;A0A0A0MQX8;Q5VZF2;Q9NUK0;O95205;H7C4T5;B1AKI6,2;2;2;1;1;1;1;1,2;2;2;1;1;1;1;1,2;2;2;1;1;1;1;1,Muscleblind-like protein 1;Muscleblind-like protein 2;Muscleblind-like protein 3,MBNL1;MBNL2;MBNL3;MBLL,sp|Q9NR56|MBNL1_HUMAN Muscleblind-like protein 1 OS=Homo sapiens OX=9606 GN=MBNL1 PE=1 SV=2;tr|C9JP00|C9JP00_HUMAN Muscleblind-like protein 1 OS=Homo sapiens OX=9606 GN=MBNL1 PE=1 SV=1;tr|A0A0A0MQX8|A0A0A0MQX8_HUMAN Muscleblind-like protein 1 OS=Homo sapie,2,2,4.9,388,3.0670825983577,0.0050352263033807
VDAC2,-0.202669065,0.854787784031668,0,P45880;A0A0A0MR02;Q5JSD2;Q5JSD1;A2A3S1,P45880;A0A0A0MR02;Q5JSD2;Q5JSD1,13;13;9;9;5,13;13;9;9;5,13;13;9;9;5,Voltage-dependent anion-selective channel protein 2,VDAC2,sp|P45880|VDAC2_HUMAN Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=2;tr|A0A0A0MR02|A0A0A0MR02_HUMAN Voltage-dependent anion-selective channel protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=1;tr,13,13,47.3,294,0.202669064954849,0.854787784031668
GSTZ1,0.2115249457,0.526146389502192,0,O43708;G3V3B9;A0A0A0MR33;G3V267;G3V5T0;A0A0C4DFM0;G3V4T6,O43708;G3V3B9;A0A0A0MR33;G3V267;G3V5T0;A0A0C4DFM0;G3V4T6,3;3;3;3;3;3;3,3;3;3;3;3;3;3,3;3;3;3;3;3;3,Maleylacetoacetate isomerase,GSTZ1,sp|O43708|MAAI_HUMAN Maleylacetoacetate isomerase OS=Homo sapiens OX=9606 GN=GSTZ1 PE=1 SV=3;tr|G3V3B9|G3V3B9_HUMAN Maleylacetoacetate isomerase OS=Homo sapiens OX=9606 GN=GSTZ1 PE=1 SV=1;tr|A0A0A0MR33|A0A0A0MR33_HUMAN Maleylacetoacetate isomerase OS=Homo,3,3,19,216,-0.211524945664898,0.526146389502192
TTN,-2.559959895,0.0675953948380544,0,Q8WZ42;A0A0A0MRA3;A0A0A0MTS7,Q8WZ42;A0A0A0MRA3;A0A0A0MTS7,4;4;4,4;4;4,4;4;4,Titin,TTN,sp|Q8WZ42|TITIN_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=4;tr|A0A0A0MRA3|A0A0A0MRA3_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=1;tr|A0A0A0MTS7|A0A0A0MTS7_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=1,4,4,0.2,34350,2.55995989503945,0.0675953948380544
HNRNPUL1,-3.4735668411,0.000118868262324225,1,Q9BUJ2;M0R3F1;A0A0A0MRA5;B7Z4B8;M0QYZ0;M0R203;M0QZV6;M0R0K8;M0QYI8,Q9BUJ2;M0R3F1;A0A0A0MRA5;B7Z4B8;M0QYZ0,9;9;9;9;5;1;1;1;1,9;9;9;9;5;1;1;1;1,9;9;9;9;5;1;1;1;1,Heterogeneous nuclear ribonucleoprotein U-like protein 1,HNRNPUL1,sp|Q9BUJ2|HNRL1_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens OX=9606 GN=HNRNPUL1 PE=1 SV=2;tr|M0R3F1|M0R3F1_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=HNRNPUL1 PE=1,9,9,12.9,856,3.4735668411293,0.000118868262324225
EPB41L3,-1.7427944917,0.0148719778909329,1,Q9Y2J2;A0A1B0GTF8;A8K968;A0A0A0MRA8;A0A0A0MSA4;J3KT37;J3QS55,Q9Y2J2;A0A1B0GTF8;A8K968;A0A0A0MRA8;A0A0A0MSA4;J3KT37,3;3;3;3;3;2;1,2;2;2;2;2;1;1,2;2;2;2;2;1;1,"Band 4.1-like protein 3;Band 4.1-like protein 3, N-terminally processed",EPB41L3,sp|Q9Y2J2|E41L3_HUMAN Band 4.1-like protein 3 OS=Homo sapiens OX=9606 GN=EPB41L3 PE=1 SV=2;tr|A0A1B0GTF8|A0A1B0GTF8_HUMAN Band 4.1-like protein 3 OS=Homo sapiens OX=9606 GN=EPB41L3 PE=1 SV=1;tr|A8K968|A8K968_HUMAN Band 4.1-like protein 3 OS=Homo sapiens OX,3,2,3.4,1087,1.7427944916627,0.0148719778909329
SNX6,1.8182715762,0.0023291452897831,1,Q9UNH7;A0A0A0MRI2;G3V5X9;H0YJF8;G3V4Z5;G3V2U1;G3V5U2,Q9UNH7;A0A0A0MRI2,7;7;3;2;2;1;1,7;7;3;2;2;1;1,7;7;3;2;2;1;1,"Sorting nexin-6;Sorting nexin-6, N-terminally processed",SNX6,sp|Q9UNH7|SNX6_HUMAN Sorting nexin-6 OS=Homo sapiens OX=9606 GN=SNX6 PE=1 SV=1;tr|A0A0A0MRI2|A0A0A0MRI2_HUMAN Sorting nexin OS=Homo sapiens OX=9606 GN=SNX6 PE=1 SV=1,7,7,21.9,406,-1.8182715762482,0.0023291452897831
PCMT1,-2.6838985622,0.00284304601156053,1,P22061;A0A3F2YNX8;A0A0A0MRJ6;H7BY58;F6S8N6;C9J0F2,P22061;A0A3F2YNX8;A0A0A0MRJ6;H7BY58;F6S8N6,4;4;4;4;3;1,4;4;4;4;3;1,4;4;4;4;3;1,Protein-L-isoaspartate(D-aspartate) O-methyltransferase;Protein-L-isoaspartate O-methyltransferase,PCMT1,sp|P22061|PIMT_HUMAN Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=4;tr|A0A3F2YNX8|A0A3F2YNX8_HUMAN Protein-L-isoaspartate O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=1;tr|A0A0A0MRJ6|A0A0A,4,4,37.9,227,2.68389856220165,0.00284304601156053
NRAP,-2.7589942587,0.0013426471966649,1,Q86VF7;A0A0A0MRM2,Q86VF7;A0A0A0MRM2,2;2,2;2,2;2,Nebulin-related-anchoring protein,NRAP,sp|Q86VF7|NRAP_HUMAN Nebulin-related-anchoring protein OS=Homo sapiens OX=9606 GN=NRAP PE=1 SV=2;tr|A0A0A0MRM2|A0A0A0MRM2_HUMAN Nebulin-related-anchoring protein OS=Homo sapiens OX=9606 GN=NRAP PE=1 SV=1,2,2,2.3,1730,2.75899425872187,0.0013426471966649
NOLC1,-0.770495146,0.0588604506627945,0,Q14978;A0A0A0MRM9;S4R402;S4R341;S4R349,Q14978;A0A0A0MRM9,5;5;1;1;1,5;5;1;1;1,5;5;1;1;1,Nucleolar and coiled-body phosphoprotein 1,NOLC1,sp|Q14978|NOLC1_HUMAN Nucleolar and coiled-body phosphoprotein 1 OS=Homo sapiens OX=9606 GN=NOLC1 PE=1 SV=2;tr|A0A0A0MRM9|A0A0A0MRM9_HUMAN Nucleolar and coiled-body phosphoprotein 1 (Fragment) OS=Homo sapiens OX=9606 GN=NOLC1 PE=1 SV=1,5,5,8.3,699,0.770495146001701,0.0588604506627945
ABI1,-0.0220737772,0.941401872235632,0,Q8IZP0;B6VEX4;A0A0A0MRT6,Q8IZP0;B6VEX4;A0A0A0MRT6,3;3;3,3;3;3,3;3;3,Abl interactor 1,ABI1,sp|Q8IZP0|ABI1_HUMAN Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1 PE=1 SV=4;tr|B6VEX4|B6VEX4_HUMAN Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1 PE=1 SV=1;tr|A0A0A0MRT6|A0A0A0MRT6_HUMAN Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1 PE=1 SV=1,3,3,7.7,508,0.0220737771534085,0.941401872235632
CASP8,-2.5604843009,0.0345226134258067,1,Q14790;A0A0A0MS31;E7EQ01;E7EVN1;E7ETB7;E7EQ06;C9JB29,Q14790;A0A0A0MS31;E7EQ01;E7EVN1;E7ETB7;E7EQ06,3;3;2;2;2;2;1,3;3;2;2;2;2;1,3;3;2;2;2;2;1,Caspase-8;Caspase-8 subunit p18;Caspase-8 subunit p10,CASP8,sp|Q14790|CASP8_HUMAN Caspase-8 OS=Homo sapiens OX=9606 GN=CASP8 PE=1 SV=1;tr|A0A0A0MS31|A0A0A0MS31_HUMAN Caspase-8 OS=Homo sapiens OX=9606 GN=CASP8 PE=1 SV=1;tr|E7EQ01|E7EQ01_HUMAN Caspase-8 (Fragment) OS=Homo sapiens OX=9606 GN=CASP8 PE=1 SV=1;tr|E7EVN1|,3,3,7.7,479,2.56048430094455,0.0345226134258067
