Gene_names,WDR26_vs_BirA_logFC,WDR26_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_Bira_alone_N1,Peptides_Bira_alone_N2,Peptides_WDR26_N1,Peptides_WDR26_N2,Razor___unique_peptides_Bira_alone_N1,Razor___unique_peptides_Bira_alone_N2,Razor___unique_peptides_WDR26_N1,Razor___unique_peptides_WDR26_N2,Unique_peptides_Bira_alone_N1,Unique_peptides_Bira_alone_N2,Unique_peptides_WDR26_N1,Unique_peptides_WDR26_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_Bira_alone_N1,Identification_type_Bira_alone_N2,Identification_type_WDR26_N1,Identification_type_WDR26_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_Bira_alone_N1,Ratio_H_L_Bira_alone_N2,Ratio_H_L_WDR26_N1,Ratio_H_L_WDR26_N2,Ratio_H_L_normalized_Bira_alone_N1,Ratio_H_L_normalized_Bira_alone_N2,Ratio_H_L_normalized_WDR26_N1,Ratio_H_L_normalized_WDR26_N2,Ratio_H_L_variability_____Bira_alone_N1,Ratio_H_L_variability_____Bira_alone_N2,Ratio_H_L_variability_____WDR26_N1,Ratio_H_L_variability_____WDR26_N2,Ratio_H_L_count_Bira_alone_N1,Ratio_H_L_count_Bira_alone_N2,Ratio_H_L_count_WDR26_N1,Ratio_H_L_count_WDR26_N2,Ratio_H_L_iso_count_Bira_alone_N1,Ratio_H_L_iso_count_Bira_alone_N2,Ratio_H_L_iso_count_WDR26_N1,Ratio_H_L_iso_count_WDR26_N2,Ratio_H_L_type_Bira_alone_N1,Ratio_H_L_type_Bira_alone_N2,Ratio_H_L_type_WDR26_N1,Ratio_H_L_type_WDR26_N2,Sequence_coverage_Bira_alone_N1____,Sequence_coverage_Bira_alone_N2____,Sequence_coverage_WDR26_N1____,Sequence_coverage_WDR26_N2____,Intensity,Intensity_L,Intensity_H,Intensity_Bira_alone_N1,Intensity_L_Bira_alone_N1,Intensity_H_Bira_alone_N1,Intensity_Bira_alone_N2,Intensity_L_Bira_alone_N2,Intensity_H_Bira_alone_N2,Intensity_WDR26_N1,Intensity_L_WDR26_N1,Intensity_H_WDR26_N1,Intensity_WDR26_N2,Intensity_L_WDR26_N2,Intensity_H_WDR26_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_WDR26_N1,metacell_Intensity_L_WDR26_N2,metacell_Intensity_L_Bira_alone_N1,metacell_Intensity_L_Bira_alone_N2
EIF3F,0.324968528027192,0.337712331082043,O00303;H0YDT6;E9PQV8;A0A1W2PP79,O00303,13;3;2;2,13;3;2;2,13;3;2;2,Eukaryotic translation initiation factor 3 subunit F,sp|O00303|EIF3F_HUMAN Eukaryotic translation initiation factor 3 subunit F OS=Homo sapiens OX=9606 GN=EIF3F PE=1 SV=1,4,13,13,13,8,10,11,9,8,10,11,9,8,10,11,9,49.9,49.9,49.9,37.563,357,357;100;124;124,0.0,37.379,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.34855,0.91408,19.97,46,11,Leave out requantified,0.31657,0.36095,0.33434,0.33834,0.95303,0.90442,0.90118,0.921,17.165,17.938,15.495,20.568,8,12,13,13,2,2,3,4,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,31.4,41.5,40.1,29.4,3565100000,2577300000,987780000,381700000,283810000,97890000,717500000,509050000,208450000,1048000000,743330000,304700000,1417800000,1041100000,376750000,,,,1132,2548;3458;4750;7606;8211;10413;10414;16838;17423;18687;18696;19577;20289,True;True;True;True;True;True;True;True;True;True;True;True;True,2973;2974;4059;5548;9038;9769;12385;12386;19791;20482;21924;21925;21936;22997;23818,7446;7447;7448;7449;7450;7451;7452;7453;9868;9869;13216;13217;13218;13219;21715;21716;21717;21718;23633;29956;29957;29958;29959;29960;29961;47770;47771;49472;49473;49474;49475;53090;53091;53092;53093;53094;53095;53096;53122;53123;55718;55719;55720;55721;57717;57718,14644;14645;14646;14647;14648;14649;14650;14651;14652;14653;14654;14655;14656;14657;19252;19253;19254;19255;19256;25598;25599;25600;25601;25602;25603;25604;25605;25606;25607;25608;25609;25610;25611;25612;25613;42079;42080;42081;42082;42083;42084;42085;42086;42087;45867;57725;57726;57727;57728;57729;57730;57731;57732;57733;57734;57735;57736;57737;57738;57739;57740;57741;91225;91226;91227;91228;91229;91230;91231;94783;94784;94785;94786;94787;94788;94789;94790;94791;102142;102143;102144;102145;102146;102147;102148;102149;102150;102151;102152;102153;102154;102219;102220;107358;107359;107360;111226;111227;111228,14649;19255;25603;42083;45867;57735;57741;91231;94790;102153;102220;107360;111226,,,,,-1;-1;-1;-1,protein_1133,quanti,quanti,quanti,quanti
IPO5,-1.4434052831715,0.00379858550141559,O00410;H0Y8C6;E7ETV3;E7EQT5;E7EV12;E7EWK4;H0Y3V4;E7EX05;E7ESZ1;E7ETV8;C9JZD8;C9JQT6;C9J875;O60518;C9JXE0;F8WF30;C9JZ53;C9J583,O00410;H0Y8C6,13;12;3;3;3;2;2;2;2;2;2;2;2;1;1;1;1;1,13;12;3;3;3;2;2;2;2;2;2;2;2;1;1;1;1;1,13;12;3;3;3;2;2;2;2;2;2;2;2;1;1;1;1;1,Importin-5,sp|O00410|IPO5_HUMAN Importin-5 OS=Homo sapiens OX=9606 GN=IPO5 PE=1 SV=4;tr|H0Y8C6|H0Y8C6_HUMAN Importin-5 (Fragment) OS=Homo sapiens OX=9606 GN=IPO5 PE=1 SV=1,18,13,13,13,8,9,4,4,8,9,4,4,8,9,4,4,17.5,17.5,17.5,123.63,1097,1097;1099;170;126;124;99;151;101;88;80;74;70;57;1105;46;45;36;34,0.0,25.926,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.29604,0.83652,35.421,24,6,Leave out requantified,0.24005,0.28698,0.33597,0.35942,0.79601,0.77497,0.85089,0.9123,27.576,20.533,10.948,44.266,8,8,4,4,2,2,0,2,Leave out requantified,Leave out requantified,Leave out requantified,Median,11.9,13.3,4.8,4.8,969380000,728370000,241010000,236120000,182430000,53691000,323240000,251310000,71926000,164740000,124050000,40691000,245280000,170580000,74699000,,,,1134,12;2084;3831;8519;11211;12123;12924;16426;17219;17963;18176;18766;20224,True;True;True;True;True;True;True;True;True;True;True;True;True,12;2426;4501;10127;13351;14402;15310;19329;20243;21088;21337;22032;23748,28;29;6094;6095;10843;24501;24502;24503;32283;32284;32285;34803;36967;36968;46616;46617;48887;51003;51004;51622;51623;51624;53382;53383;57542;57543,57;58;59;60;61;11977;11978;11979;21092;47510;47511;47512;47513;62289;62290;66878;70966;70967;88857;88858;93616;97980;97981;99231;99232;99233;99234;99235;102784;102785;110933;110934,61;11979;21092;47510;62290;66878;70966;88858;93616;97980;99234;102784;110934,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_1135,quanti,quanti,quanti,quanti
SAP18,0.207566699711013,0.742001722049953,O00422;U3KQ12;U3KPY7,O00422;U3KQ12;U3KPY7,2;1;1,2;1;1,2;1;1,Histone deacetylase complex subunit SAP18,sp|O00422|SAP18_HUMAN Histone deacetylase complex subunit SAP18 OS=Homo sapiens OX=9606 GN=SAP18 PE=1 SV=1;tr|U3KQ12|U3KQ12_HUMAN Histone deacetylase complex subunit SAP18 (Fragment) OS=Homo sapiens OX=9606 GN=SAP18 PE=1 SV=1;tr|U3KPY7|U3KPY7_HUMAN Histone,3,2,2,2,1,1,1,2,1,1,1,2,1,1,1,2,19.6,19.6,19.6,17.561,153,153;59;78,0.0039164,1.4645,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.68101,1.7529,70.627,5,2,Median,0.52901,0.68101,1.6084,1.0336,1.7239,1.7529,4.3588,2.8215,,,,118.06,1,1,1,2,0,0,1,1,Median,Median,Median,Median,4.6,4.6,4.6,19.6,352360000,159530000,192830000,35386000,22137000,13249000,34688000,21972000,12715000,81653000,24296000,57357000,200630000,91129000,109510000,,,,1135,4910;16845,True;True,5736;19799,13665;47786;47787;47788;47789,26438;91264;91265;91266;91267;91268;91269,26438;91268,,,,,-1;-1;-1,protein_1136,quanti,quanti,quanti,quanti
DNM1L,-1.36191470977766,0.00723257675158807,O00429;F8VZ52;F8VR28;F8VYL3;B4DPZ9;F8W1W3;B4DDQ3;H0YHY4;F8VUJ9;H0YI79,O00429,19;7;4;4;4;4;4;3;3;1,19;7;4;4;4;4;4;3;3;1,19;7;4;4;4;4;4;3;3;1,Dynamin-1-like protein,sp|O00429|DNM1L_HUMAN Dynamin-1-like protein OS=Homo sapiens OX=9606 GN=DNM1L PE=1 SV=2,10,19,19,19,11,12,6,6,11,12,6,6,11,12,6,6,27.2,27.2,27.2,81.876,736,736;261;97;117;156;168;180;54;172;48,0.0,35.29,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.34333,0.79439,16.417,35,10,Leave out requantified,0.26608,0.38371,0.34333,0.35684,0.70605,0.86085,0.72849,0.86626,35.724,17.079,18.399,17.699,11,12,6,6,5,3,1,1,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,16.4,17.7,10.1,9.4,1107800000,755180000,352570000,324330000,202820000,121510000,325040000,230300000,94738000,170930000,118680000,52247000,287460000,203380000,84079000,,,,1137,1469;1470;2679;7304;7747;7748;10243;10380;12533;14978;16369;16413;16414;16639;16700;16701;17280;18756;20519,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1716;1717;3128;8697;9205;9206;12204;12347;14872;17667;19269;19316;19317;19569;19638;19639;20317;22022;24080,4259;4260;4261;4262;7787;20929;20930;20931;20932;22176;22177;29517;29518;29519;29845;35956;35957;35958;35959;42454;46469;46589;46590;46591;46592;47226;47404;47405;47406;47407;49071;53361;53362;53363;58345;58346,8173;8174;8175;8176;8177;8178;8179;8180;15235;40594;40595;40596;40597;40598;43112;43113;56888;56889;56890;56891;56892;56893;56894;57449;69107;69108;69109;69110;69111;69112;69113;81110;88639;88828;88829;88830;88831;88832;90088;90089;90494;90495;90496;90497;93954;102756;102757;102758;112382;112383;112384;112385,8174;8177;15235;40594;43112;43113;56892;57449;69109;81110;88639;88828;88831;90089;90495;90497;93954;102756;112382,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_1138,quanti,quanti,quanti,quanti
NDUFA4,21.2586439900764,9.29295826890332e-08,O00483,O00483,3,3,3,Cytochrome c oxidase subunit NDUFA4,sp|O00483|NDUA4_HUMAN Cytochrome c oxidase subunit NDUFA4 OS=Homo sapiens OX=9606 GN=NDUFA4 PE=1 SV=1,1,3,3,3,0,1,3,2,0,1,3,2,0,1,3,2,37.0,37.0,37.0,9.3697,81,81,0.0,3.4683,,By MS/MS,By MS/MS,By MS/MS,1.472,3.5488,24.438,5,1,Leave out requantified,,,1.6235,1.4565,,,3.532,3.8351,,,36.995,10.3,0,0,3,2,0,0,1,0,Median,Median,Median,Median,0.0,12.3,37.0,37.0,410880000,163040000,247840000,0,0,0,0,0,0,185070000,68854000,116210000,225810000,94187000,131620000,,,,1138,5219;9628;9629,True;True;True,6093;11483;11484,14558;14559;14560;27777;27778;27779,28232;28233;28234;28235;28236;28237;28238;28239;28240;53508;53509,28239;53508;53509,,,,,-1,protein_1139,quanti,quanti,imputed MEC,imputed MEC
PSMD14,0.465954801784012,0.129916552520097,O00487,O00487,4,4,4,26S proteasome non-ATPase regulatory subunit 14,sp|O00487|PSDE_HUMAN 26S proteasome non-ATPase regulatory subunit 14 OS=Homo sapiens OX=9606 GN=PSMD14 PE=1 SV=1,1,4,4,4,3,3,3,4,3,3,3,4,3,3,3,4,19.4,19.4,19.4,34.577,310,310,0.0,11.213,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.33067,0.93475,19.59,15,2,Leave out requantified,0.24718,0.34156,0.3009,0.41062,0.85172,0.86334,0.76427,1.067,23.834,10.58,24.33,18.83,3,3,4,5,0,0,1,1,Leave out requantified,Leave out requantified,Median,Leave out requantified,17.1,17.1,17.1,19.4,967040000,681770000,285270000,125770000,89205000,36570000,143860000,102630000,41230000,305760000,225410000,80344000,391650000,264520000,127130000,,,,1139,2249;10549;18667;19796,True;True;True;True,2612;2613;12552;21903;23264,6535;6536;6537;6538;6539;6540;30337;30338;30339;30340;53044;53045;53046;53047;56420,12781;12782;12783;12784;12785;12786;12787;12788;12789;12790;12791;12792;12793;12794;12795;12796;58492;58493;58494;58495;58496;58497;58498;58499;58500;58501;58502;58503;58504;102050;102051;102052;102053;102054;102055;102056;102057;102058;108831,12782;58493;102051;108831,,,,,-1,protein_1140,quanti,quanti,quanti,quanti
KPNA3,1.93394917808823,0.00129133867727117,O00505;H0Y4S9,O00505,4;1,4;1,3;1,Importin subunit alpha-4,sp|O00505|IMA4_HUMAN Importin subunit alpha-4 OS=Homo sapiens OX=9606 GN=KPNA3 PE=1 SV=2,2,4,4,3,1,1,3,2,1,1,3,2,1,1,3,1,9.0,9.0,6.1,57.81,521,521;91,0.0,3.1138,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.52291,1.2344,24.823,7,2,Leave out requantified,0.41072,0.5399,0.47279,0.51127,0.92082,1.011,1.061,1.2989,,,63.478,17.624,1,1,3,2,0,0,2,0,Median,Median,Median,Median,1.7,1.7,6.1,4.6,194540000,117450000,77090000,11107000,6633500,4473900,11312000,7749100,3562800,80549000,41859000,38690000,91569000,61206000,30363000,,,,1140,503;3235;3373;15497,True;True;True;True,574;3797;3965;18268,1378;9308;9662;43890;43891;43892;43893,2665;18213;18919;83767;83768;83769;83770,2665;18213;18919;83767,,,,,-1;-1,protein_1141,quanti,quanti,quanti,quanti
NOP56,3.5432532239767,0.000264421426311921,O00567;A0A494C128;H0Y653;H0YDU4;Q5JXT2,O00567;A0A494C128,19;18;9;9;8,19;18;9;9;8,19;18;9;9;8,Nucleolar protein 56,sp|O00567|NOP56_HUMAN Nucleolar protein 56 OS=Homo sapiens OX=9606 GN=NOP56 PE=1 SV=4;tr|A0A494C128|A0A494C128_HUMAN Nucleolar protein 56 OS=Homo sapiens OX=9606 GN=NOP56 PE=1 SV=1,5,19,19,19,4,4,16,14,4,4,16,14,4,4,16,14,42.4,42.4,42.4,66.049,594,594;478;219;252;281,0.0,76.037,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.35132,0.9571,15.609,48,15,Leave out requantified,0.31734,0.32859,0.34382,0.37017,0.8613,0.86183,0.8109,0.99773,7.0874,13.149,17.839,13.912,4,4,18,22,3,3,3,6,Median,Linear,Leave out requantified,Leave out requantified,7.4,7.1,37.5,25.6,4209400000,3023700000,1185700000,89729000,67691000,22038000,85989000,63133000,22856000,1545700000,1115800000,429890000,2487900000,1777000000,710880000,,,,1141,1834;3450;3861;7309;7728;9486;9688;10437;10942;10943;11707;12013;13125;13656;19046;19471;19874;20446;20798,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,2150;4051;4535;8702;9179;11324;11554;12413;12414;13039;13040;13041;13042;13922;14275;15541;16132;22389;22876;23363;23997;23998;24397,5403;5404;9852;9853;10916;20941;22082;22083;27363;27957;27958;30023;30024;30025;30026;30027;30028;31549;31550;31551;31552;31553;31554;31555;33604;33605;34475;37528;37529;37530;38958;54302;55442;55443;56659;56660;56661;56662;58145;58146;58147;58148;58149;58150;58151;59073;59074;59075;59076;59077,10616;10617;10618;19221;19222;21203;21204;21205;40614;40615;40616;42870;42871;52715;53873;53874;53875;53876;57862;57863;57864;57865;57866;57867;57868;57869;57870;57871;57872;57873;57874;57875;57876;57877;57878;57879;60840;60841;60842;60843;60844;60845;60846;60847;60848;60849;64634;64635;64636;66239;66240;71968;71969;71970;71971;71972;71973;71974;74770;104567;106868;106869;109350;109351;109352;109353;109354;109355;109356;109357;112001;112002;112003;112004;112005;112006;112007;112008;112009;112010;112011;112012;112013;112014;112015;112016;113702;113703;113704;113705;113706;113707;113708,10618;19221;21203;40614;42871;52715;53874;57873;60841;60847;64636;66239;71971;74770;104567;106868;109351;112003;113706,,,,,-1;-1;-1;-1;-1,protein_1142,quanti,quanti,quanti,quanti
PODXL,1.05254666190666,0.0745865042281028,O00592,O00592,6,6,6,Podocalyxin,sp|O00592|PODXL_HUMAN Podocalyxin OS=Homo sapiens OX=9606 GN=PODXL PE=1 SV=2,1,6,6,6,3,3,4,3,3,3,4,3,3,3,4,3,14.2,14.2,14.2,58.635,558,558,0.0,21.064,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.42181,1.1533,24.404,13,1,Leave out requantified,0.28385,0.52238,0.42181,0.22553,0.97818,1.3793,1.1488,0.53772,30.0,24.915,23.826,0.58774,3,3,5,2,0,0,0,1,Leave out requantified,Leave out requantified,Leave out requantified,Median,5.9,5.9,10.6,5.2,1486000000,1081300000,404730000,148530000,105150000,43380000,182100000,114840000,67264000,737730000,520580000,217140000,417630000,340680000,76946000,,,,1142,2140;9730;9731;10576;11306;11874,True;True;True;True;True;True,2491;11602;11603;11604;12583;13463;14114,6265;6266;28077;28078;28079;28080;28081;28082;28083;30406;30407;32545;32546;34054,12252;12253;54077;54078;54079;54080;54081;54082;54083;54084;54085;54086;54087;54088;54089;54090;54091;54092;54093;58611;58612;58613;62753;62754;65463,12252;54088;54093;58613;62753;65463,,,,,-1,protein_1143,quanti,quanti,quanti,quanti
PPP6C,-1.91838091681065,0.00215002517955713,O00743,O00743,2,2,2,"Serine/threonine-protein phosphatase 6 catalytic subunit;Serine/threonine-protein phosphatase 6 catalytic subunit, N-terminally processed",sp|O00743|PPP6_HUMAN Serine/threonine-protein phosphatase 6 catalytic subunit OS=Homo sapiens OX=9606 GN=PPP6C PE=1 SV=1,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,8.2,8.2,8.2,35.144,305,305,0.0,4.1052,By MS/MS,By MS/MS,By MS/MS,By matching,0.39987,1.0555,2.3023,6,2,Leave out requantified,0.3303,0.42199,0.41928,0.50425,0.8971,1.0322,0.96814,1.0882,25.301,0.86346,,,2,2,1,1,0,1,1,0,Median,Median,Median,Median,8.2,8.2,4.3,4.3,152300000,103300000,48997000,43743000,32190000,11553000,58133000,37255000,20878000,24761000,16704000,8057100,25661000,17153000,8508200,,,,1145,1737;19678,True;True,2034;23117,5120;5121;5122;5123;56014;56015,10083;10084;10085;10086;107995;107996,10083;107995,,,,,-1,protein_1146,quanti,quanti,quanti,quanti
PDXK,-3.82736092433667,9.39959302040743e-05,O00764;F2Z2Y4;A8MV33,O00764;F2Z2Y4,8;6;2,8;6;2,8;6;2,Pyridoxal kinase,sp|O00764|PDXK_HUMAN Pyridoxal kinase OS=Homo sapiens OX=9606 GN=PDXK PE=1 SV=1;tr|F2Z2Y4|F2Z2Y4_HUMAN Pyridoxal kinase OS=Homo sapiens OX=9606 GN=PDXK PE=1 SV=1,3,8,8,8,7,8,2,1,7,8,2,1,7,8,2,1,47.1,47.1,47.1,35.102,312,312;272;87,0.0,17.398,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.34864,1.0026,64.662,23,5,Leave out requantified,0.26757,0.45233,0.45754,0.36774,0.904,1.2191,0.86996,0.92725,76.38,9.8418,156.95,2.7105,8,10,3,2,1,3,0,1,Leave out requantified,Leave out requantified,Median,Median,42.0,47.1,8.3,3.2,1586000000,1066700000,519360000,546770000,422370000,124410000,763140000,521660000,241480000,183410000,56091000,127320000,92695000,66546000,26149000,,,,1147,1786;9378;11267;12242;12552;17979;19138;19859,True;True;True;True;True;True;True;True,2093;11186;13416;14551;14892;21108;22497;22498;23346,5255;5256;27012;27013;32447;32448;32449;35186;35187;36012;36013;51049;54555;54556;54557;54558;54559;54560;54561;54562;54563;54564;56624;56625,10310;10311;10312;10313;10314;52112;52113;52114;52115;62577;67686;67687;67688;67689;69221;69222;69223;69224;69225;69226;69227;98074;105137;105138;105139;105140;105141;105142;105143;105144;105145;105146;105147;105148;105149;109289;109290;109291;109292;109293,10310;52114;62577;67688;69222;98074;105147;109290,,,,,-1;-1;-1,protein_1148,quanti,quanti,quanti,quanti
PDCD5,-0.312080613092398,0.579546959432075,O14737;K7EQA1;K7ESJ4;Q3HM38;X6R2P6,O14737;K7EQA1;K7ESJ4,4;3;2;1;1,4;3;2;1;1,4;3;2;1;1,Programmed cell death protein 5,sp|O14737|PDCD5_HUMAN Programmed cell death protein 5 OS=Homo sapiens OX=9606 GN=PDCD5 PE=1 SV=3;tr|K7EQA1|K7EQA1_HUMAN Programmed cell death protein 5 OS=Homo sapiens OX=9606 GN=PDCD5 PE=1 SV=1;tr|K7ESJ4|K7ESJ4_HUMAN Programmed cell death protein 5 OS=Hom,5,4,4,4,2,3,4,2,2,3,4,2,2,3,4,2,36.0,36.0,36.0,14.285,125,125;87;65;40;55,0.0,13.047,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.51451,1.4782,39.808,11,3,Leave out requantified,0.57383,0.51331,0.71949,1.1187,1.8966,1.3376,1.9054,3.0438,21.117,31.134,35.783,20.589,2,3,4,2,0,0,2,1,Median,Leave out requantified,Median,Median,19.2,28.0,36.0,19.2,583620000,334760000,248860000,79441000,49334000,30107000,129010000,85108000,43899000,236900000,127220000,109680000,138270000,73098000,65170000,,,,1148,344;2284;11764;13956,True;True;True;True,391;2659;13988;16476,954;6661;6662;6663;6664;6665;33757;33758;39797;39798;39799;39800,1876;13065;13066;13067;13068;13069;13070;13071;13072;13073;13074;64922;76422;76423;76424;76425;76426;76427;76428,1876;13067;64922;76425,,,,,-1;-1;-1;-1;-1,protein_1149,quanti,quanti,quanti,quanti
PRMT5,-2.02225582452179,0.0748502451691696,O14744;G3V580;G3V2L6;G3V5L5;C9JSX3;G3V2X6;H0YJX6;G3V507;G3V2F5;H0YJ77;H0YJD3;H7BZ44,O14744;G3V580;G3V2L6,8;5;5;3;3;2;2;1;1;1;1;1,8;5;5;3;3;2;2;1;1;1;1;1,8;5;5;3;3;2;2;1;1;1;1;1,"Protein arginine N-methyltransferase 5;Protein arginine N-methyltransferase 5, N-terminally processed",sp|O14744|ANM5_HUMAN Protein arginine N-methyltransferase 5 OS=Homo sapiens OX=9606 GN=PRMT5 PE=1 SV=4;tr|G3V580|G3V580_HUMAN Protein arginine N-methyltransferase 5 (Fragment) OS=Homo sapiens OX=9606 GN=PRMT5 PE=1 SV=1;tr|G3V2L6|G3V2L6_HUMAN Protein argini,12,8,8,8,3,6,1,4,3,6,1,4,3,6,1,4,15.1,15.1,15.1,72.683,637,637;180;183;169;186;185;279;42;86;138;177;179,0.0,12.567,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.23321,0.5201,35.801,14,7,Leave out requantified,0.21144,0.21279,0.45845,0.39147,0.58677,0.50813,1.0248,0.9923,125.13,5.01,,31.995,3,6,1,4,2,3,0,2,Median,Leave out requantified,Median,Median,6.9,12.9,1.4,7.2,441480000,310650000,130820000,92231000,62390000,29841000,171750000,131000000,40757000,23482000,16836000,6645400,154010000,100430000,53577000,,,,1149,124;170;3331;3714;6246;11786;14394;15270,True;True;True;True;True;True;True;True,135;190;3914;4365;7384;14012;16979;18007,317;464;9555;10561;17764;17765;17766;33819;33820;33821;40918;40919;40920;43279;43280,618;619;896;18702;20588;34473;34474;34475;65026;65027;65028;78499;78500;78501;82633;82634;82635;82636;82637;82638;82639;82640,619;896;18702;20588;34475;65028;78499;82640,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_1150,quanti,quanti,quanti,quanti
SLC9A3R1,0.0990466043355092,0.919249535016125,O14745;J3QRP6;J3QRA3,O14745;J3QRP6,8;5;1,8;5;1,8;5;1,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,sp|O14745|NHRF1_HUMAN Na(+)/H(+) exchange regulatory cofactor NHE-RF1 OS=Homo sapiens OX=9606 GN=SLC9A3R1 PE=1 SV=4;tr|J3QRP6|J3QRP6_HUMAN Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (Fragment) OS=Homo sapiens OX=9606 GN=SLC9A3R1 PE=1 SV=1,3,8,8,8,3,4,6,3,3,4,6,3,3,4,6,3,29.1,29.1,29.1,38.868,358,358;215;35,0.0,42.994,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.43566,1.1282,15.379,15,6,Leave out requantified,0.35405,0.44541,0.43959,0.49839,1.1027,1.1209,1.1276,1.1802,39.844,11.168,21.932,17.435,3,4,5,3,1,0,3,2,Median,Leave out requantified,Median,Median,12.0,14.2,22.1,11.5,712740000,490180000,222550000,71376000,48780000,22596000,140860000,98953000,41903000,383570000,273280000,110300000,116930000,69172000,47757000,,,,1150,3424;8621;11134;11135;11137;12058;15123;16538,True;True;True;True;True;True;True;True,4023;10244;13260;13261;13263;14326;17840;19453,9788;9789;9790;9791;24781;24782;32078;32079;32080;32081;32084;34614;42864;42865;42866;42867;42868;46917,19140;19141;19142;19143;19144;19145;19146;19147;48071;48072;61911;61912;61913;61914;61915;61918;66489;81825;81826;81827;81828;81829;81830;81831;81832;81833;81834;81835;89479,19143;48072;61913;61915;61918;66489;81834;89479,,,,,-1;-1;-1,protein_1151,quanti,quanti,quanti,quanti
TCERG1,0.764742032558004,0.0807160635461464,O14776;G3V220,O14776;G3V220,13;10,13;10,13;10,Transcription elongation regulator 1,sp|O14776|TCRG1_HUMAN Transcription elongation regulator 1 OS=Homo sapiens OX=9606 GN=TCERG1 PE=1 SV=2;tr|G3V220|G3V220_HUMAN Transcription elongation regulator 1 OS=Homo sapiens OX=9606 GN=TCERG1 PE=1 SV=1,2,13,13,13,3,5,8,7,3,5,8,7,3,5,8,7,14.5,14.5,14.5,123.9,1098,1098;1032,0.0,16.349,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.3699,0.86041,47.706,23,11,Leave out requantified,0.93463,0.54219,0.33641,0.3699,3.1411,1.1696,0.82132,0.90325,27.085,40.709,12.369,31.297,3,5,8,7,2,4,3,2,Plateau,Median,Leave out requantified,Leave out requantified,2.6,6.0,8.9,7.8,909380000,603210000,306180000,97876000,50827000,47049000,159650000,99490000,60158000,265480000,188460000,77015000,386380000,264430000,121960000,,,,1151,525;1406;2141;3433;6253;7823;10562;11582;11759;12827;18388;20665;20719,True;True;True;True;True;True;True;True;True;True;True;True;True,597;1643;2492;4032;7391;9310;12567;13784;13981;15202;21567;24251;24310,1428;4059;4060;4061;6267;6268;9808;17779;17780;22463;22464;22465;30378;33295;33738;33739;36729;52143;58728;58729;58868;58869;58870,2739;2740;7807;7808;7809;12254;12255;19158;34497;34498;34499;43664;43665;43666;58572;64088;64089;64886;64887;64888;70578;100257;100258;113030;113031;113335;113336;113337;113338,2740;7807;12254;19158;34499;43666;58572;64089;64886;70578;100257;113030;113337,,,,,-1;-1,protein_1152,quanti,quanti,quanti,quanti
