POC1B_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
AP2B1,0.0825415491,0.624428220989568,0,P63010;A0A087X253;A0A087WYD1;A0A087WU93;A0A087WZQ6;K7EJX1;K7EN71;K7ERB2,P63010;A0A087X253,9;9;4;4;4;1;1;1,9;9;4;4;4;1;1;1,4;4;0;0;0;0;0;0,AP-2 complex subunit beta,AP2B1,sp|P63010|AP2B1_HUMAN AP-2 complex subunit beta OS=Homo sapiens OX=9606 GN=AP2B1 PE=1 SV=1;tr|A0A087X253|A0A087X253_HUMAN AP complex subunit beta OS=Homo sapiens OX=9606 GN=AP2B1 PE=1 SV=1,9,4,11.1,937
SRSF3,-0.042642306,0.727157318337073,0,P84103;A0A087X2D0,P84103;A0A087X2D0,5;5,5;5,5;5,Serine/arginine-rich splicing factor 3,SRSF3,sp|P84103|SRSF3_HUMAN Serine/arginine-rich splicing factor 3 OS=Homo sapiens OX=9606 GN=SRSF3 PE=1 SV=1;tr|A0A087X2D0|A0A087X2D0_HUMAN Serine/arginine-rich-splicing factor 3 OS=Homo sapiens OX=9606 GN=SRSF3 PE=1 SV=1,5,5,38.4,164
DDX1,-0.1110944285,0.297907157509792,0,Q92499;A0A087X2G1;F1T0B3,Q92499;A0A087X2G1;F1T0B3,16;16;16,16;16;16,16;16;16,ATP-dependent RNA helicase DDX1,DDX1,sp|Q92499|DDX1_HUMAN ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=2;tr|A0A087X2G1|A0A087X2G1_HUMAN ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=1;tr|F1T0B3|F1T0B3_HUMAN ATP-dependent RNA helicase DDX1 O,16,16,35.9,740
VDAC2,0.2058820324,0.101822069483666,0,P45880;A0A0A0MR02;Q5JSD2;Q5JSD1;A2A3S1,P45880;A0A0A0MR02;Q5JSD2;Q5JSD1,14;14;10;10;6,14;14;10;10;6,14;14;10;10;6,Voltage-dependent anion-selective channel protein 2,VDAC2,sp|P45880|VDAC2_HUMAN Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=2;tr|A0A0A0MR02|A0A0A0MR02_HUMAN Voltage-dependent anion-selective channel protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=1;tr,14,14,47.3,294
GSTZ1,0.59765888,0.100431883215819,0,O43708;G3V3B9;A0A0A0MR33;G3V267;G3V5T0;A0A0C4DFM0;G3V4T6,O43708;G3V3B9;A0A0A0MR33;G3V267;G3V5T0;A0A0C4DFM0;G3V4T6,3;3;3;3;3;3;3,3;3;3;3;3;3;3,3;3;3;3;3;3;3,Maleylacetoacetate isomerase,GSTZ1,sp|O43708|MAAI_HUMAN Maleylacetoacetate isomerase OS=Homo sapiens OX=9606 GN=GSTZ1 PE=1 SV=3;tr|G3V3B9|G3V3B9_HUMAN Maleylacetoacetate isomerase OS=Homo sapiens OX=9606 GN=GSTZ1 PE=1 SV=1;tr|A0A0A0MR33|A0A0A0MR33_HUMAN Maleylacetoacetate isomerase OS=Homo ,3,3,19,216
TTN,0.4293981918,0.117309920058461,0,Q8WZ42;A0A0A0MRA3;A0A0A0MTS7,Q8WZ42;A0A0A0MRA3;A0A0A0MTS7,5;5;5,5;5;5,5;5;5,Titin,TTN,sp|Q8WZ42|TITIN_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=4;tr|A0A0A0MRA3|A0A0A0MRA3_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=1;tr|A0A0A0MTS7|A0A0A0MTS7_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=1,5,5,0.2,34350
HNRNPUL1,-0.823074656,0.0494425261972734,0,Q9BUJ2;M0R3F1;A0A0A0MRA5;B7Z4B8;M0QYZ0;M0QYM5;M0QYI8,Q9BUJ2;M0R3F1;A0A0A0MRA5;B7Z4B8;M0QYZ0,5;5;5;5;3;1;1,5;5;5;5;3;1;1,5;5;5;5;3;1;1,Heterogeneous nuclear ribonucleoprotein U-like protein 1,HNRNPUL1,sp|Q9BUJ2|HNRL1_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens OX=9606 GN=HNRNPUL1 PE=1 SV=2;tr|M0R3F1|M0R3F1_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=HNRNPUL1 PE=1,5,5,8.8,856
SNX6,0.0220043941,0.904209314028459,0,Q9UNH7;A0A0A0MRI2;G3V5X9;H0YJF8;G3V4Z5;G3V2U1;G3V5U2,Q9UNH7;A0A0A0MRI2,9;9;3;2;2;1;1,9;9;3;2;2;1;1,9;9;3;2;2;1;1,"Sorting nexin-6;Sorting nexin-6, N-terminally processed",SNX6,sp|Q9UNH7|SNX6_HUMAN Sorting nexin-6 OS=Homo sapiens OX=9606 GN=SNX6 PE=1 SV=1;tr|A0A0A0MRI2|A0A0A0MRI2_HUMAN Sorting nexin OS=Homo sapiens OX=9606 GN=SNX6 PE=1 SV=1,9,9,27.8,406
PCMT1,-0.0842918606,0.564041784087544,0,P22061;A0A3F2YNX8;A0A0A0MRJ6;H7BY58;F6S8N6;C9J0F2,P22061;A0A3F2YNX8;A0A0A0MRJ6;H7BY58;F6S8N6,4;4;4;4;3;1,4;4;4;4;3;1,4;4;4;4;3;1,Protein-L-isoaspartate(D-aspartate) O-methyltransferase;Protein-L-isoaspartate O-methyltransferase,PCMT1,sp|P22061|PIMT_HUMAN Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=4;tr|A0A3F2YNX8|A0A3F2YNX8_HUMAN Protein-L-isoaspartate O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=1;tr|A0A0A0MRJ6|A0A0A,4,4,37.9,227
NOLC1,0.0753732239,0.464236131732647,0,Q14978;A0A0A0MRM9,Q14978;A0A0A0MRM9,4;4,4;4,3;3,Nucleolar and coiled-body phosphoprotein 1,NOLC1,sp|Q14978|NOLC1_HUMAN Nucleolar and coiled-body phosphoprotein 1 OS=Homo sapiens OX=9606 GN=NOLC1 PE=1 SV=2;tr|A0A0A0MRM9|A0A0A0MRM9_HUMAN Nucleolar and coiled-body phosphoprotein 1 (Fragment) OS=Homo sapiens OX=9606 GN=NOLC1 PE=1 SV=1,4,3,7,699
DCTN3,0.4162420595,0.582065848771571,0,O75935;X6RA56;A0A0A0MRV8;X6RLR1;X6RCK5,O75935;X6RA56;A0A0A0MRV8;X6RLR1;X6RCK5,3;3;3;3;2,3;3;3;3;2,3;3;3;3;2,Dynactin subunit 3,DCTN3,sp|O75935|DCTN3_HUMAN Dynactin subunit 3 OS=Homo sapiens OX=9606 GN=DCTN3 PE=1 SV=1;tr|X6RA56|X6RA56_HUMAN Dynactin subunit 3 OS=Homo sapiens OX=9606 GN=DCTN3 PE=1 SV=1;tr|A0A0A0MRV8|A0A0A0MRV8_HUMAN Dynactin subunit 3 (Fragment) OS=Homo sapiens OX=9606 GN,3,3,18.8,186
NOL6,-0.9541971137,0.000437216240469702,0,Q9H6R4;A0A0A0MRW6,Q9H6R4;A0A0A0MRW6,4;4,4;4,4;4,Nucleolar protein 6,NOL6,sp|Q9H6R4|NOL6_HUMAN Nucleolar protein 6 OS=Homo sapiens OX=9606 GN=NOL6 PE=1 SV=2;tr|A0A0A0MRW6|A0A0A0MRW6_HUMAN Nucleolar protein 6 OS=Homo sapiens OX=9606 GN=NOL6 PE=1 SV=1,4,4,5.9,1146
HADH,-0.8654511376,0.0255232144852508,0,Q16836;A0A1W2PQV5;A0A1W2PNM1;A0A0A0MSE2;A0A0D9SFP2;E9PF18;A0A1W2PQ78;A0A1W2PQC2;A0A1W2PRT2,Q16836;A0A1W2PQV5;A0A1W2PNM1;A0A0A0MSE2;A0A0D9SFP2;E9PF18;A0A1W2PQ78,3;3;3;3;3;3;2;1;1,3;3;3;3;3;3;2;1;1,3;3;3;3;3;3;2;1;1,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",HADH,"sp|Q16836|HCDH_HUMAN Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=HADH PE=1 SV=3;tr|A0A1W2PQV5|A0A1W2PQV5_HUMAN Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=HADH PE=1 SV=1;tr|A0A1W2PNM1|A0",3,3,14,314
DDX42,-0.037672547,0.91242034574078,0,Q86XP3;A0A0A0MSJ0;J3KRE3,Q86XP3;A0A0A0MSJ0,4;4;1,4;4;1,4;4;1,ATP-dependent RNA helicase DDX42,DDX42,sp|Q86XP3|DDX42_HUMAN ATP-dependent RNA helicase DDX42 OS=Homo sapiens OX=9606 GN=DDX42 PE=1 SV=1;tr|A0A0A0MSJ0|A0A0A0MSJ0_HUMAN ATP-dependent RNA helicase DDX42 OS=Homo sapiens OX=9606 GN=DDX42 PE=1 SV=1,4,4,5.2,938
PLS3,-0.2653193247,0.0360039267220692,0,P13797;A0A0A0MSQ0;U3KQI3;H7C4N2;Q5TBN3,P13797;A0A0A0MSQ0,6;6;2;2;1,6;6;2;2;1,4;4;1;1;0,Plastin-3,PLS3,sp|P13797|PLST_HUMAN Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=4;tr|A0A0A0MSQ0|A0A0A0MSQ0_HUMAN Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=1,6,4,11.1,630
PITPNB,-0.6683264463,0.0912935627896773,0,P48739;B3KYB6;A0A0A0MSW4;B3KYB7;Q00169;I3L3W1;I3L2X8;I3L471;I3L4C0;I3L4U7;I3L459;I3L4H1;F5GWE5,P48739;B3KYB6;A0A0A0MSW4;B3KYB7,4;4;4;3;1;1;1;1;1;1;1;1;1,4;4;4;3;1;1;1;1;1;1;1;1;1,4;4;4;3;1;1;1;1;1;1;1;1;1,Phosphatidylinositol transfer protein beta isoform,PITPNB,sp|P48739|PIPNB_HUMAN Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens OX=9606 GN=PITPNB PE=1 SV=2;tr|B3KYB6|B3KYB6_HUMAN Phosphatidylinositol transfer protein beta isoform (Fragment) OS=Homo sapiens OX=9606 GN=PITPNB PE=1 SV=1;tr|A0A0A0M,4,4,20.3,271
IVD,-0.3289012584,0.0238448081772454,0,P26440;A0A0A0MT83;A0A0S2Z4K7;H0YLC3;H7C4G6;H0YKV0;H0YN10;A0A087WVD3,P26440;A0A0A0MT83;A0A0S2Z4K7;H0YLC3,7;7;6;4;3;2;2;1,7;7;6;4;3;2;2;1,7;7;6;4;3;2;2;1,"Isovaleryl-CoA dehydrogenase, mitochondrial",IVD,"sp|P26440|IVD_HUMAN Isovaleryl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=IVD PE=1 SV=2;tr|A0A0A0MT83|A0A0A0MT83_HUMAN Isovaleryl-CoA dehydrogenase isoform 1 OS=Homo sapiens OX=9606 GN=IVD PE=1 SV=2;tr|A0A0S2Z4K7|A0A0S2Z4K7_HUMAN Isovalery",7,7,19.5,426
ILK,-0.0513008216,0.789269247731003,0,Q13418;A0A0A0MTH3;A0A087WWY6,Q13418;A0A0A0MTH3,4;4;1,4;4;1,4;4;1,Integrin-linked protein kinase,ILK,sp|Q13418|ILK_HUMAN Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=2;tr|A0A0A0MTH3|A0A0A0MTH3_HUMAN Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=1,4,4,10.2,452
ADSL,0.2460453006,0.0944058580866294,0,P30566;A0A1B0GWJ0;A0A1B0GTJ7;A0A0A6YY92;A0A096LNY6;A0A096LNY5;A0A1B0GTG9;A0A1B0GWF8;B4DEP1;A0A1W2PRX2;A0A096LP72;A0A096LNY4;V9GY96;A0A096LP92;A0A096LP76;A0A096LPA2,P30566;A0A1B0GWJ0;A0A1B0GTJ7;A0A0A6YY92;A0A096LNY6;A0A096LNY5;A0A1B0GTG9;A0A1B0GWF8,6;6;6;6;4;3;3;3;2;2;2;2;1;1;1;1,6;6;6;6;4;3;3;3;2;2;2;2;1;1;1;1,6;6;6;6;4;3;3;3;2;2;2;2;1;1;1;1,Adenylosuccinate lyase,ADSL,sp|P30566|PUR8_HUMAN Adenylosuccinate lyase OS=Homo sapiens OX=9606 GN=ADSL PE=1 SV=2;tr|A0A1B0GWJ0|A0A1B0GWJ0_HUMAN Adenylosuccinate lyase OS=Homo sapiens OX=9606 GN=ADSL PE=1 SV=1;tr|A0A1B0GTJ7|A0A1B0GTJ7_HUMAN Adenylosuccinate lyase OS=Homo sapiens OX=9,6,6,17.6,484
TMED7;TMED7-TICAM2,0.2335347213,0.0622159329743739,0,Q9Y3B3;A0A0A6YYA0,Q9Y3B3;A0A0A6YYA0,2;2,2;2,2;2,Transmembrane emp24 domain-containing protein 7,TMED7;TMED7-TICAM2,sp|Q9Y3B3|TMED7_HUMAN Transmembrane emp24 domain-containing protein 7 OS=Homo sapiens OX=9606 GN=TMED7 PE=1 SV=2;tr|A0A0A6YYA0|A0A0A6YYA0_HUMAN Protein TMED7-TICAM2 OS=Homo sapiens OX=9606 GN=TMED7-TICAM2 PE=3 SV=1,2,2,10.3,224
LUC7L2,-0.3706979719,0.0184986180677895,0,Q9Y383;A0A0A6YYJ8;B8ZZ10;A8MYV2,Q9Y383;A0A0A6YYJ8,5;5;2;2,5;5;2;2,3;3;0;0,Putative RNA-binding protein Luc7-like 2,LUC7L2,sp|Q9Y383|LC7L2_HUMAN Putative RNA-binding protein Luc7-like 2 OS=Homo sapiens OX=9606 GN=LUC7L2 PE=1 SV=2;tr|A0A0A6YYJ8|A0A0A6YYJ8_HUMAN Putative RNA-binding protein Luc7-like 2 OS=Homo sapiens OX=9606 GN=LUC7L2 PE=4 SV=1,5,3,19.9,392
NAA15,-0.1315641052,0.45374775420509,0,Q9BXJ9;A0A0B4J1W3,Q9BXJ9;A0A0B4J1W3,3;3,3;3,3;3,"N-alpha-acetyltransferase 15, NatA auxiliary subunit",NAA15,"sp|Q9BXJ9|NAA15_HUMAN N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1;tr|A0A0B4J1W3|A0A0B4J1W3_HUMAN N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1",3,3,3.5,866
SRSF7,0.3071074972,0.155284456002306,0,Q16629;A0A0B4J1Z1;C9JAB2,Q16629;A0A0B4J1Z1;C9JAB2,3;3;3,3;3;3,3;3;3,Serine/arginine-rich splicing factor 7,SRSF7,sp|Q16629|SRSF7_HUMAN Serine/arginine-rich splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1;tr|A0A0B4J1Z1|A0A0B4J1Z1_HUMAN Serine/arginine-rich-splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1;tr|C9JAB2|C9JAB2_HUMAN Serine/arginine-,3,3,16,238
TCEB2,-0.1314897233,0.278042838032934,0,Q15370;A0A0B4J296;B8ZZU8;I3L0M9,Q15370;A0A0B4J296;B8ZZU8;I3L0M9,4;4;2;2,4;4;2;2,4;4;2;2,Transcription elongation factor B polypeptide 2,TCEB2,sp|Q15370|ELOB_HUMAN Elongin-B OS=Homo sapiens OX=9606 GN=ELOB PE=1 SV=1;tr|A0A0B4J296|A0A0B4J296_HUMAN Elongin-B OS=Homo sapiens OX=9606 GN=ELOB PE=1 SV=1;tr|B8ZZU8|B8ZZU8_HUMAN Elongin-B OS=Homo sapiens OX=9606 GN=ELOB PE=1 SV=1;tr|I3L0M9|I3L0M9_HUMAN El,4,4,19.5,118
RPS15,-0.230438251,0.613869823151507,0,P62841;K7EM56;A0A0B4J2B4;S4R417;K7ELC2;S4R456;K7EJ78;K7EQJ5,P62841;K7EM56;A0A0B4J2B4;S4R417;K7ELC2;S4R456;K7EJ78;K7EQJ5,4;4;4;4;4;3;3;3,4;4;4;4;4;3;3;3,4;4;4;4;4;3;3;3,40S ribosomal protein S15,RPS15,sp|P62841|RS15_HUMAN 40S ribosomal protein S15 OS=Homo sapiens OX=9606 GN=RPS15 PE=1 SV=2;tr|K7EM56|K7EM56_HUMAN 40S ribosomal protein S15 OS=Homo sapiens OX=9606 GN=RPS15 PE=1 SV=2;tr|A0A0B4J2B4|A0A0B4J2B4_HUMAN 40S ribosomal protein S15 OS=Homo sapiens O,4,4,42.8,145
TPT1,0.2453970818,0.337068292426849,0,P13693;Q5W0H4;A0A0B4J2C3;J3KPG2;E9PJF7;Q56UQ5;Q9HAU6;H0YCX0,P13693;Q5W0H4;A0A0B4J2C3;J3KPG2;E9PJF7,10;10;10;6;6;3;1;1,10;10;10;6;6;3;1;1,10;10;10;6;6;3;1;1,Translationally-controlled tumor protein,TPT1,sp|P13693|TCTP_HUMAN Translationally-controlled tumor protein OS=Homo sapiens OX=9606 GN=TPT1 PE=1 SV=1;tr|Q5W0H4|Q5W0H4_HUMAN Translationally-controlled tumor protein OS=Homo sapiens OX=9606 GN=TPT1 PE=1 SV=1;tr|A0A0B4J2C3|A0A0B4J2C3_HUMAN Translationally,10,10,35.5,172
SET,-0.3371078349,0.0615441092032723,0,Q01105;A0A0C4DFV9,Q01105;A0A0C4DFV9,9;9,9;9,3;3,Protein SET,SET,sp|Q01105|SET_HUMAN Protein SET OS=Homo sapiens OX=9606 GN=SET PE=1 SV=3;tr|A0A0C4DFV9|A0A0C4DFV9_HUMAN Protein SET OS=Homo sapiens OX=9606 GN=SET PE=1 SV=1,9,3,32.1,290
RPSA,0.2957828932,0.0431530526251379,0,P08865;C9J9K3;A0A0C4DG17;F8WD59,P08865;C9J9K3;A0A0C4DG17;F8WD59,23;23;23;14,23;23;23;14,23;23;23;14,40S ribosomal protein SA,RPSA,sp|P08865|RSSA_HUMAN 40S ribosomal protein SA OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=4;tr|C9J9K3|C9J9K3_HUMAN 40S ribosomal protein SA (Fragment) OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=8;tr|A0A0C4DG17|A0A0C4DG17_HUMAN 40S ribosomal protein SA OS=Homo sap,23,23,69.2,295
DDX46,0.0703270993,0.611532403916527,0,Q7L014;A0A0C4DG89;D6RJA6,Q7L014;A0A0C4DG89,11;11;3,11;11;3,11;11;3,Probable ATP-dependent RNA helicase DDX46,DDX46,sp|Q7L014|DDX46_HUMAN Probable ATP-dependent RNA helicase DDX46 OS=Homo sapiens OX=9606 GN=DDX46 PE=1 SV=2;tr|A0A0C4DG89|A0A0C4DG89_HUMAN Probable ATP-dependent RNA helicase DDX46 OS=Homo sapiens OX=9606 GN=DDX46 PE=1 SV=1,11,11,12.7,1031
CHD4,-0.3706040055,0.112544202134603,0,Q14839;A0A2R8YFK9;A0A0C4DGG9;A0A2R8Y521;A0A2R8Y212;A0A2R8Y4X2;A0A2R8YD40;A0A2R8YDJ9;F5GWX5;A0A2R8YFD8;A0A2U3TZM0;A0A2R8Y425;A0A2R8Y5J0;A0A2R8Y7M9;A0A2R8Y7I0;A0A2R8YDW2;A0A2R8Y8C1;A0A2R8Y445;A0A2R8YER1;A0A2R8Y5M9;A0A2R8YE38;Q8TDI0;K7EMY3;A0A2R8Y8B3,Q14839;A0A2R8YFK9;A0A0C4DGG9;A0A2R8Y521;A0A2R8Y212;A0A2R8Y4X2;A0A2R8YD40;A0A2R8YDJ9;F5GWX5;A0A2R8YFD8;A0A2U3TZM0;A0A2R8Y425;A0A2R8Y5J0;A0A2R8Y7M9;A0A2R8Y7I0;A0A2R8YDW2;A0A2R8Y8C1;A0A2R8Y445;A0A2R8YER1,7;7;7;7;7;7;7;7;7;7;7;7;7;6;6;6;4;4;4;3;3;2;2;1,7;7;7;7;7;7;7;7;7;7;7;7;7;6;6;6;4;4;4;3;3;2;2;1,5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;2;2;2;2;2;1;1;0,Chromodomain-helicase-DNA-binding protein 4,CHD4,sp|Q14839|CHD4_HUMAN Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=2;tr|A0A2R8YFK9|A0A2R8YFK9_HUMAN Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=1;tr|A0A0C4DGG9|A0A0C4DGG9_HUMAN C,7,5,5,1912
CAPNS1,0.0068819485,0.953672617771772,0,P04632;A0A0C4DGQ5;K7EIV0;A0A075B7C0;K7ELJ7;U3KQE2;K7EM73;K7EKD8;U3KPR7;K7ES78;K7EMQ1,P04632;A0A0C4DGQ5;K7EIV0;A0A075B7C0;K7ELJ7;U3KQE2;K7EM73;K7EKD8,9;9;8;8;8;7;6;5;4;1;1,9;9;8;8;8;7;6;5;4;1;1,9;9;8;8;8;7;6;5;4;1;1,Calpain small subunit 1,CAPNS1,sp|P04632|CPNS1_HUMAN Calpain small subunit 1 OS=Homo sapiens OX=9606 GN=CAPNS1 PE=1 SV=1;tr|A0A0C4DGQ5|A0A0C4DGQ5_HUMAN Calpain small subunit 1 OS=Homo sapiens OX=9606 GN=CAPNS1 PE=1 SV=1;tr|K7EIV0|K7EIV0_HUMAN Calpain small subunit 1 (Fragment) OS=Homo s,9,9,41.4,268
DDOST,-0.3522119265,0.0301047884736696,0,P39656;A0A0C4DGS1;U3KQ84,P39656;A0A0C4DGS1;U3KQ84,8;8;5,8;8;5,8;8;5,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,DDOST,sp|P39656|OST48_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Homo sapiens OX=9606 GN=DDOST PE=1 SV=4;tr|A0A0C4DGS1|A0A0C4DGS1_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=H,8,8,17.3,456
DDX3X;DDX3Y,-0.1924086364,0.094697024149602,0,O00571;A0A0D9SFB3;A0A2R8Y645;A0A2R8Y4A4;A0A2R8YFS5;A0A2U3TZJ9;A0A2R8YFR4;A0A2R8YCW1;A0A0D9SG12;A0A2R8YF78;A0A2R8Y5G6;A0A2R8Y7T2;A0A2R8YDT5;A0A0D9SF53;F6S8Q4;O15523;A0A2R8YDH3;A0A0J9YVQ7;A0A087WVZ1;C9J081;H0Y960;C9J8G5;D6RCM4;Q9NQI0;A0A2R8Y4D2,O00571;A0A0D9SFB3;A0A2R8Y645;A0A2R8Y4A4;A0A2R8YFS5;A0A2U3TZJ9;A0A2R8YFR4;A0A2R8YCW1;A0A0D9SG12;A0A2R8YF78;A0A2R8Y5G6;A0A2R8Y7T2;A0A2R8YDT5;A0A0D9SF53;F6S8Q4;O15523;A0A2R8YDH3,20;20;20;20;20;20;20;20;20;20;20;20;20;20;18;17;15;6;5;2;1;1;1;1;1,19;19;19;19;19;19;19;19;19;19;19;19;19;19;17;16;14;6;5;2;1;1;1;1;1,19;19;19;19;19;19;19;19;19;19;19;19;19;19;17;16;14;6;5;2;1;1;1;1;1,ATP-dependent RNA helicase DDX3X;ATP-dependent RNA helicase DDX3Y,DDX3X;DDX3Y,sp|O00571|DDX3X_HUMAN ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3;tr|A0A0D9SFB3|A0A0D9SFB3_HUMAN ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=1;tr|A0A2R8Y645|A0A2R8Y645_HUMAN ATP-dependent RNA he,20,19,27,662
SPTAN1,-0.1240447846,0.553491202646741,0,Q13813;A0A0D9SF54;A0A0D9SGF6,Q13813;A0A0D9SF54;A0A0D9SGF6,8;8;8,8;8;8,8;8;8,"Spectrin alpha chain, non-erythrocytic 1",SPTAN1,"sp|Q13813|SPTN1_HUMAN Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=3;tr|A0A0D9SF54|A0A0D9SF54_HUMAN Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=1;tr|A0A0D9SGF6|A0A0D9SGF6_HUMAN Sp",8,8,4.7,2472
DNM2;DNM1;DNM3,-0.5700238613,0.00918120653314653,0,P50570;Q05193;A0A1B0GUX5;A0A0D9SFB1;A0A0U1RQP1;A0A0D9SFE4;Q9UQ16;A0A1B0GU67;E5RHK8,P50570;Q05193;A0A1B0GUX5;A0A0D9SFB1;A0A0U1RQP1;A0A0D9SFE4;Q9UQ16;A0A1B0GU67;E5RHK8,2;2;2;2;2;2;1;1;1,2;2;2;2;2;2;1;1;1,2;2;2;2;2;2;1;1;1,Dynamin-2;Dynamin-1;Dynamin-3,DNM2;DNM1;DNM3,sp|P50570|DYN2_HUMAN Dynamin-2 OS=Homo sapiens OX=9606 GN=DNM2 PE=1 SV=2;sp|Q05193|DYN1_HUMAN Dynamin-1 OS=Homo sapiens OX=9606 GN=DNM1 PE=1 SV=2;tr|A0A1B0GUX5|A0A1B0GUX5_HUMAN Dynamin-1 OS=Homo sapiens OX=9606 GN=DNM1 PE=1 SV=1;tr|A0A0D9SFB1|A0A0D9SFB1_HU,2,2,2.6,870
HSPA1A;HSPA1B,0.3238880999,0.0463258465906886,0,P0DMV8;A0A0G2JIW1;P0DMV9;V9GZ37,P0DMV8;A0A0G2JIW1;P0DMV9;V9GZ37,34;34;34;20,32;32;32;20,21;21;21;13,Heat shock 70 kDa protein 1A;Heat shock 70 kDa protein 1B,HSPA1A;HSPA1B,sp|P0DMV8|HS71A_HUMAN Heat shock 70 kDa protein 1A OS=Homo sapiens OX=9606 GN=HSPA1A PE=1 SV=1;tr|A0A0G2JIW1|A0A0G2JIW1_HUMAN Heat shock 70 kDa protein 1B OS=Homo sapiens OX=9606 GN=HSPA1B PE=1 SV=1;sp|P0DMV9|HS71B_HUMAN Heat shock 70 kDa protein 1B OS=Hom,34,21,41.8,641
PSMB9,-1.1286416806,0.00206394453941013,1,P28065;A2ACR1;A0A0G2JJA7;A2ACR0;A0A0G2JJQ0;A0A0G2JJ13;A0A0G2JHI2,P28065;A2ACR1;A0A0G2JJA7,4;4;4;1;1;1;1,4;4;4;1;1;1;1,4;4;4;1;1;1;1,Proteasome subunit beta type-9;Proteasome subunit beta type,PSMB9,sp|P28065|PSB9_HUMAN Proteasome subunit beta type-9 OS=Homo sapiens OX=9606 GN=PSMB9 PE=1 SV=2;tr|A2ACR1|A2ACR1_HUMAN Proteasome subunit beta OS=Homo sapiens OX=9606 GN=PSMB9 PE=1 SV=1;tr|A0A0G2JJA7|A0A0G2JJA7_HUMAN Proteasome subunit beta OS=Homo sapiens ,4,4,27.9,219
