Gene_names,POC1B_vs_BirA_logFC,POC1B_vs_BirA_pval,ID,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_POC1B_N1,Peptides_POC1B_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_POC1B_N1,Razor___unique_peptides_POC1B_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_POC1B_N1,Unique_peptides_POC1B_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_POC1B_N1,Identification_type_POC1B_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_POC1B_N1,Ratio_H_L_POC1B_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_POC1B_N1,Ratio_H_L_normalized_POC1B_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____POC1B_N1,Ratio_H_L_variability_____POC1B_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_POC1B_N1,Ratio_H_L_count_POC1B_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_POC1B_N1,Ratio_H_L_iso_count_POC1B_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_POC1B_N1,Ratio_H_L_type_POC1B_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_POC1B_N1____,Sequence_coverage_POC1B_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_POC1B_N1,Intensity_L_POC1B_N1,Intensity_H_POC1B_N1,Intensity_POC1B_N2,Intensity_L_POC1B_N2,Intensity_H_POC1B_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_POC1B_N1,metacell_Intensity_L_POC1B_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
LRPPRC,-0.148197650917243,0.528233549031261,protein_1562,P42704;B8ZZ38;A0A0C4DG06;C9JCA9;H7C3W8,P42704,36;10;10;8;1,36;10;10;8;1,36;10;10;8;1,"Leucine-rich PPR motif-containing protein, mitochondrial","sp|P42704|LPPRC_HUMAN Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens OX=9606 GN=LRPPRC PE=1 SV=3",5,36,36,36,22,25,23,22,22,25,23,22,22,25,23,22,32.4,32.4,32.4,157.9,1394,1394;504;531;359;77,0.0,100.29,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.35655,0.8763,21.631,103,32,Leave out requantified,0.2717,0.29701,0.41473,0.41011,0.92615,0.77125,0.87704,0.90415,33.486,15.884,12.899,12.057,25,28,25,25,8,9,6,9,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,20.5,22.4,22.4,21.4,3822100000,2671100000,1150900000,1008900000,722690000,286170000,1165800000,827430000,338330000,761670000,533750000,227920000,885770000,587250000,298520000,,,,1561,293;566;1258;1835;2417;3055;4281;6360;6503;7063;7076;7558;7801;7901;8110;8162;8323;8806;8920;9277;9672;9938;10013;10162;10786;10873;11775;11930;12478;12677;12678;12866;13380;13890;14565;15670,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,300;583;1319;1924;2528;3189;4462;6654;6804;7406;7422;7944;8210;8311;8527;8579;8750;9245;9362;9726;10144;10424;10499;10664;11313;11404;12362;12525;13099;13306;13307;13505;14039;14561;15273;16432,830;831;1667;1668;1669;1670;3964;5830;5831;5832;5833;5834;5835;5836;5837;7506;7507;7508;7509;9300;12880;19285;19286;19699;21400;21434;21435;21436;21437;22957;22958;22959;23796;23797;24087;24088;24089;24750;24751;24752;24753;24892;24893;25467;25468;25469;25470;26828;26829;27140;27141;28166;28167;29353;29354;30082;30083;30084;30085;30086;30281;30282;30283;30783;30784;30785;30786;32626;32627;32628;32629;32876;32877;32878;32879;35398;35832;35833;35834;35835;35836;35837;35838;35839;37496;37497;37498;38099;38100;38101;38102;38103;38104;38648;38649;40219;41719;41720;41721;43839;43840;43841;43842;47210,1623;1624;3207;3208;3209;3210;3211;3212;3213;3214;7843;11584;11585;11586;11587;11588;11589;11590;11591;11592;11593;11594;14729;14730;14731;14732;14733;18040;25095;37646;37647;38382;41676;41742;41743;41744;41745;41746;41747;41748;44480;44481;46092;46093;46094;46659;46660;46661;46662;46663;46664;46665;46666;46667;47966;47967;47968;47969;47970;47971;47972;47973;47974;48238;48239;49308;49309;49310;49311;51840;51841;52335;52336;54198;54199;54200;56525;56526;56527;56528;57848;57849;57850;58178;58179;58180;58181;59119;59120;59121;59122;59123;59124;59125;59126;62856;62857;62858;62859;62860;62861;62862;62863;62864;63265;63266;63267;63268;63269;63270;67967;68721;68722;68723;68724;68725;68726;68727;68728;68729;68730;68731;68732;68733;68734;68735;68736;71926;71927;71928;73028;73029;73030;73031;73032;73033;73990;73991;77376;77377;80329;80330;80331;80332;84675;84676;84677;84678;91257,1624;3214;7843;11589;14729;18040;25095;37646;38382;41676;41744;44481;46092;46660;47968;48238;49309;51841;52336;54200;56527;57849;58178;59126;62861;63265;67967;68725;71927;73029;73030;73991;77376;80330;84677;91257,,,,,-1;-1;-1;-1;-1,protein_1562,quanti,quanti,quanti,quanti
ACAA2,-2.1934635660282,0.0433561047630119,protein_1563,P42765;A0A0B4J2A4;K7EME0;K7ER88;K7EJB1;K7EJ68,P42765;A0A0B4J2A4;K7EME0,7;6;5;1;1;1,7;6;5;1;1;1,7;6;5;1;1;1,"3-ketoacyl-CoA thiolase, mitochondrial","sp|P42765|THIM_HUMAN 3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAA2 PE=1 SV=2;tr|A0A0B4J2A4|A0A0B4J2A4_HUMAN 3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAA2 PE=1 SV=1;tr|K7EME0|K7EME0_HUMAN 3-ketoacyl-CoA th",6,7,7,7,3,6,3,1,3,6,3,1,3,6,3,1,38.3,38.3,38.3,41.924,397,397;394;342;72;84;124,0.0,9.4988,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.35344,1.0388,32.697,13,2,Leave out requantified,0.28644,0.4037,0.36225,0.33081,0.98691,1.0729,0.75301,0.67377,44.52,28.162,74.715,,3,6,3,1,0,0,1,1,Leave out requantified,Leave out requantified,Median,Median,18.4,33.2,14.9,3.5,460870000,319170000,141700000,110460000,83696000,26760000,269290000,181460000,87826000,67685000,43192000,24493000,13441000,10819000,2622700,,,,1562,2271;5066;6695;11569;13591;14400;15544,True;True;True;True;True;True;True,2382;5286;7003;12144;14255;15091;16305,7141;15234;20291;20292;34774;34775;34776;40836;43262;43263;43264;46869;46870,14126;14127;14128;29553;39476;66795;66796;66797;78633;83520;83521;83522;83523;83524;90663,14126;29553;39476;66797;78633;83520;90663,,,,,-1;-1;-1;-1;-1;-1,protein_1563,quanti,quanti,quanti,quanti
RPL35,0.539026137491504,0.127088600376305,protein_1564,P42766;F2Z388,P42766;F2Z388,5;4,5;4,5;4,60S ribosomal protein L35,sp|P42766|RL35_HUMAN 60S ribosomal protein L35 OS=Homo sapiens OX=9606 GN=RPL35 PE=1 SV=2;tr|F2Z388|F2Z388_HUMAN 60S ribosomal protein L35 OS=Homo sapiens OX=9606 GN=RPL35 PE=1 SV=1,2,5,5,5,4,4,5,5,4,4,5,5,4,4,5,5,30.1,30.1,30.1,14.551,123,123;96,0.0,289.49,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.4303,0.99672,11.374,24,4,Leave out requantified,0.24717,0.2644,0.47387,0.43326,0.93732,0.8058,1.0617,1.0166,33.113,12.367,10.742,9.2481,6,5,6,7,3,1,0,0,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,19.5,19.5,30.1,30.1,3749300000,2663700000,1085500000,845450000,653500000,191950000,738040000,576050000,161990000,1032000000,665890000,366070000,1133800000,768300000,365520000,,,,1563,11153;14879;14880;14881;15930,True;True;True;True;True,11710;15610;15611;15612;16701,33626;33627;44847;44848;44849;44850;44851;44852;44853;44854;44855;44856;44857;44858;44859;44860;44861;44862;44863;44864;44865;47971;47972;47973;47974,64633;64634;64635;86707;86708;86709;86710;86711;86712;86713;86714;86715;86716;86717;86718;86719;86720;86721;86722;86723;86724;86725;86726;86727;86728;86729;86730;86731;86732;86733;86734;86735;86736;86737;86738;86739;86740;86741;86742;86743;86744;86745;86746;86747;86748;86749;86750;86751;92675;92676;92677;92678;92679;92680;92681;92682,64635;86718;86731;86751;92682,,,,,-1;-1,protein_1564,quanti,quanti,quanti,quanti
MSH2,0.143727594687345,0.772977809018556,protein_1567,P43246;A0A2R8Y7S8;A0A2R8YFH0;E9PHA6;A0A2R8Y6P0;A0A2R8YG02,P43246;A0A2R8Y7S8;A0A2R8YFH0;E9PHA6;A0A2R8Y6P0;A0A2R8YG02,6;4;4;4;4;4,6;4;4;4;4;4,6;4;4;4;4;4,DNA mismatch repair protein Msh2,sp|P43246|MSH2_HUMAN DNA mismatch repair protein Msh2 OS=Homo sapiens OX=9606 GN=MSH2 PE=1 SV=1;tr|A0A2R8Y7S8|A0A2R8Y7S8_HUMAN DNA mismatch repair protein Msh2 OS=Homo sapiens OX=9606 GN=MSH2 PE=1 SV=1;tr|A0A2R8YFH0|A0A2R8YFH0_HUMAN DNA mismatch repair pro,6,6,6,6,1,4,1,3,1,4,1,3,1,4,1,3,7.9,7.9,7.9,104.74,934,934;558;918;921;924;938,0.0,10.158,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.5567,1.1867,53.494,8,6,Median,0.92713,0.4559,1.0276,0.65314,3.1969,1.1166,2.2375,1.2612,,25.606,,31.878,1,3,1,3,1,1,1,3,Median,Plateau,Median,Median,1.2,5.8,1.2,3.3,200330000,115040000,85295000,46606000,21471000,25135000,56346000,39530000,16815000,40925000,19074000,21850000,56454000,34960000,21494000,,,,1566,1144;5981;7698;7729;10653;11277,True;True;True;True;True;True,1193;6251;8100;8136;11175;11841,3570;18090;23511;23621;32241;32242;32243;32244;33957,6946;35418;45535;45771;45772;62076;62077;62078;62079;65183,6946;35418;45535;45771;62078;65183,,,,,-1;-1;-1;-1;-1;-1,protein_1567,quanti,quanti,quanti,quanti
GPD2,-1.0841555267232,0.0215602649438276,protein_1568,P43304;F5GYK7,P43304;F5GYK7,6;4,6;4,6;4,"Glycerol-3-phosphate dehydrogenase, mitochondrial;Glycerol-3-phosphate dehydrogenase","sp|P43304|GPDM_HUMAN Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=GPD2 PE=1 SV=3;tr|F5GYK7|F5GYK7_HUMAN Glycerol-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GPD2 PE=1 SV=1",2,6,6,6,3,4,2,2,3,4,2,2,3,4,2,2,11.3,11.3,11.3,80.852,727,727;379,0.0,6.7925,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.24645,0.66674,45.502,11,5,Leave out requantified,0.23767,0.3965,0.35599,0.46047,0.82306,0.91834,0.74463,0.94839,41.268,55.396,47.039,71.841,3,4,2,2,0,2,2,1,Leave out requantified,Median,Median,Median,6.6,6.2,2.8,2.8,229530000,159900000,69631000,85203000,65103000,20099000,78367000,51013000,27354000,34318000,23807000,10512000,31644000,19978000,11666000,,,,1567,824;6676;9367;10002;14499;15783,True;True;True;True;True;True,855;6984;9824;10488;15196;16549,2504;2505;20235;28453;30245;30246;30247;43597;43598;43599;47533,4871;4872;4873;39370;54831;54832;58124;58125;58126;84134;84135;84136;84137;91839,4871;39370;54831;58125;84137;91839,,,,,-1;-1,protein_1568,quanti,quanti,quanti,quanti
MAGEA4,-0.484701289225413,0.121816754145919,protein_1569,P43358;C9JZJ5;C9J9C2;C9JK50;C9JIR1;P43361;P43363;P43355;P43362;O60732;O15480;A2A368;Q96M61;A8MXT2;Q3SYA6;A0A0A0MSA3,P43358,18;6;6;6;6;5;3;2;2;1;1;1;1;1;1;1,18;6;6;6;6;5;3;2;2;1;1;1;1;1;1;1,18;6;6;6;6;5;3;2;2;1;1;1;1;1;1;1,Melanoma-associated antigen 4,sp|P43358|MAGA4_HUMAN Melanoma-associated antigen 4 OS=Homo sapiens OX=9606 GN=MAGEA4 PE=1 SV=2,16,18,18,18,16,14,13,10,16,14,13,10,16,14,13,10,37.5,37.5,37.5,34.899,317,317;171;217;230;241;318;369;309;315;1142;346;324;343;336;266;356,0.0,108.75,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.55828,1.5355,13.67,61,6,Leave out requantified,0.50047,0.54111,0.63252,0.65933,1.629,1.478,1.4241,1.5268,17.466,19.83,9.0235,12.082,17,16,15,13,1,2,2,1,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,35.0,31.2,33.1,25.9,7938000000,5097800000,2840200000,2281500000,1523800000,757700000,2572300000,1692700000,879610000,1837800000,1132600000,705210000,1246400000,748710000,497730000,,,,1568,894;948;949;2043;2616;2658;2659;2997;5627;7155;8595;9823;11287;14708;14709;15096;15097;15738,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,928;987;988;2143;2740;2783;2784;3131;5887;7507;9030;10299;11851;15429;15430;15835;15836;16504,2742;2743;2744;2745;2746;2747;2748;2934;2935;2936;2937;2938;2939;6467;8090;8091;8092;8093;8215;8216;8217;8218;8219;8220;8221;8222;8223;8224;8225;9159;9160;9161;9162;17006;17007;17008;21693;21694;21695;21696;21697;21698;21699;21700;26232;26233;26234;26235;29765;29766;33984;33985;33986;33987;33988;44321;44322;45471;45472;45473;45474;47411;47412;47413;47414,5361;5362;5363;5364;5365;5366;5367;5368;5369;5370;5371;5372;5373;5374;5375;5376;5377;5378;5721;5722;5723;5724;5725;5726;5727;5728;5729;5730;5731;5732;12816;15844;15845;15846;15847;15848;15849;15850;15851;15852;16056;16057;16058;16059;16060;16061;16062;16063;16064;16065;16066;16067;16068;17816;17817;17818;17819;17820;17821;17822;17823;33240;33241;33242;33243;33244;42220;42221;42222;42223;42224;42225;42226;42227;42228;42229;42230;42231;42232;42233;42234;50786;50787;50788;50789;50790;50791;50792;50793;50794;57298;57299;57300;57301;57302;65225;65226;65227;65228;65229;65230;85606;85607;87917;87918;87919;87920;87921;91617;91618;91619;91620;91621;91622;91623;91624;91625;91626;91627;91628;91629;91630;91631;91632;91633;91634;91635;91636;91637,5369;5723;5730;12816;15850;16063;16065;17821;33243;42233;50790;57298;65227;85606;85607;87919;87921;91628,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_1569,quanti,quanti,quanti,quanti
RANBP1,-0.0609509812390243,0.766551036154453,protein_1570,P43487;F6WQW2;C9JJ34;C9JXG8;C9JGV6;C9JDM3;C9JIC6,P43487;F6WQW2;C9JJ34;C9JXG8;C9JGV6;C9JDM3,10;9;8;7;7;5;3,10;9;8;7;7;5;3,10;9;8;7;7;5;3,Ran-specific GTPase-activating protein,sp|P43487|RANG_HUMAN Ran-specific GTPase-activating protein OS=Homo sapiens OX=9606 GN=RANBP1 PE=1 SV=1;tr|F6WQW2|F6WQW2_HUMAN Ran-specific GTPase-activating protein OS=Homo sapiens OX=9606 GN=RANBP1 PE=1 SV=1;tr|C9JJ34|C9JJ34_HUMAN Ran-specific GTPase-act,7,10,10,10,6,7,8,8,6,7,8,8,6,7,8,8,62.2,62.2,62.2,23.31,201,201;278;163;145;204;165;53,0.0,22.656,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.43846,1.0359,18.205,34,6,Leave out requantified,0.3034,0.31524,0.47918,0.44648,1.0938,0.91211,1.0483,1.0411,35.745,37.936,9.8994,10.808,8,8,9,9,3,1,1,1,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,36.8,43.3,58.2,40.3,3658300000,2529800000,1128500000,949270000,681800000,267480000,1087600000,748190000,339370000,840680000,574710000,265960000,780800000,525080000,255720000,,,,1569,29;1959;3271;3272;3273;3628;3629;5629;13431;13432,True;True;True;True;True;True;True;True;True;True,29;2054;3417;3418;3419;3784;3785;5889;14090;14091,77;6219;6220;6221;6222;9918;9919;9920;9921;9922;9923;9924;9925;9926;9927;10913;10914;10915;10916;10917;10918;10919;10920;17010;17011;17012;17013;17014;17015;40360;40361;40362;40363;40364,149;12342;12343;12344;12345;12346;12347;12348;12349;12350;12351;12352;19217;19218;19219;19220;19221;19222;19223;19224;19225;19226;19227;19228;19229;19230;19231;19232;19233;19234;19235;19236;19237;19238;21135;21136;21137;21138;21139;21140;21141;21142;21143;21144;21145;21146;21147;21148;21149;33246;33247;33248;33249;33250;33251;33252;33253;33254;33255;33256;33257;77658;77659;77660;77661;77662;77663;77664;77665;77666;77667;77668;77669,149;12351;19225;19235;19237;21138;21141;33257;77658;77667,,,,,-1;-1;-1;-1;-1;-1;-1,protein_1570,quanti,quanti,quanti,quanti
NAMPT,0.630431135741031,0.134632710254055,protein_1571,P43490;A0A0C4DFS8;C9JF35;C9JG65,P43490;A0A0C4DFS8,14;10;2;2,14;10;2;2,14;10;2;2,Nicotinamide phosphoribosyltransferase,sp|P43490|NAMPT_HUMAN Nicotinamide phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=NAMPT PE=1 SV=1;tr|A0A0C4DFS8|A0A0C4DFS8_HUMAN Nicotinamide phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=NAMPT PE=1 SV=1,4,14,14,14,10,8,12,10,10,8,12,10,10,8,12,10,34.8,34.8,34.8,55.52,491,491;368;60;88,0.0,20.464,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.31121,0.70605,24.667,40,13,Leave out requantified,0.2719,0.25925,0.32384,0.2885,0.89387,0.67959,0.68249,0.61145,27.581,14.413,24.507,30.461,9,8,12,11,3,4,3,3,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,26.1,18.5,27.3,21.4,1231400000,941880000,289530000,273720000,212420000,61301000,256140000,198040000,58107000,449480000,341280000,108210000,252060000,190150000,61917000,,,,1570,1871;2406;4981;4982;6776;8541;10005;10269;12799;12996;13600;14711;15467;15996,True;True;True;True;True;True;True;True;True;True;True;True;True;True,1965;2517;5197;5198;7089;8975;10491;10776;13431;13636;14264;15432;16227;16767,5962;5963;5964;5965;7474;7475;7476;7477;14998;14999;15000;15001;15002;20504;20505;26083;26084;26085;26086;26087;30255;31088;31089;38434;38435;38436;38437;39042;39043;39044;39045;40856;44324;44325;46648;46649;46650;46651;48144;48145;48146;48147,11841;11842;11843;11844;11845;11846;11847;11848;11849;11850;11851;11852;11853;11854;14678;14679;14680;14681;29089;29090;29091;29092;29093;29094;39917;39918;50539;50540;50541;50542;58142;59810;59811;59812;73600;73601;73602;73603;73604;73605;73606;73607;73608;73609;74777;74778;74779;74780;74781;74782;78661;78662;78663;85609;85610;90251;90252;90253;90254;90255;90256;90257;92943;92944;92945;92946;92947;92948;92949,11847;14679;29089;29094;39917;50540;58142;59811;73603;74779;78663;85610;90254;92948,,,,,-1;-1;-1;-1,protein_1571,quanti,quanti,quanti,quanti
PSMC4,0.656562424692265,0.0754376274810655,protein_1572,P43686,P43686,9,9,9,26S protease regulatory subunit 6B,sp|P43686|PRS6B_HUMAN 26S proteasome regulatory subunit 6B OS=Homo sapiens OX=9606 GN=PSMC4 PE=1 SV=2,1,9,9,9,3,5,8,6,3,5,8,6,3,5,8,6,26.8,26.8,26.8,47.366,418,418,0.0,14.573,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.40373,0.89223,21.083,24,7,Leave out requantified,0.3343,0.31438,0.47595,0.45208,1.196,0.75976,0.99712,0.9319,13.03,24.1,20.097,21.041,3,5,9,7,1,1,3,2,Plateau,Leave out requantified,Leave out requantified,Leave out requantified,6.7,10.8,25.1,17.7,1010900000,672020000,338890000,158230000,118270000,39952000,240750000,178000000,62748000,369720000,228170000,141550000,242220000,147580000,94645000,,,,1571,357;2736;6205;7046;8141;8886;9676;15323;15324,True;True;True;True;True;True;True;True;True,368;2863;6494;7388;8558;9327;10148;16079;16080,1055;1056;8443;18803;18804;18805;18806;21355;21356;21357;24833;24834;24835;24836;27046;29360;29361;29362;29363;46197;46198;46199;46200;46201,2085;2086;2087;2088;16494;36758;36759;36760;36761;36762;36763;36764;41610;41611;41612;41613;48122;48123;48124;48125;48126;48127;48128;48129;48130;48131;52186;56539;56540;56541;56542;56543;56544;89363;89364;89365;89366;89367;89368;89369;89370,2087;16494;36760;41613;48130;52186;56540;89367;89369,,,,,-1,protein_1572,quanti,quanti,quanti,quanti
CBX5,-0.294140292349564,0.446130719167127,protein_1573,P45973;F8VNY3,P45973,6;2,5;2,5;2,Chromobox protein homolog 5,sp|P45973|CBX5_HUMAN Chromobox protein homolog 5 OS=Homo sapiens OX=9606 GN=CBX5 PE=1 SV=1,2,6,5,5,4,5,5,3,3,4,4,2,3,4,4,2,33.0,33.0,33.0,22.225,191,191;91,0.0,4.0978,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.79778,1.9746,17.933,13,1,Leave out requantified,0.75891,0.95095,0.72037,0.75636,2.1774,2.4709,1.4799,1.5955,34.301,16.483,27.896,7.5233,3,4,4,2,0,0,1,0,Leave out requantified,Leave out requantified,Leave out requantified,Median,30.4,33.0,30.4,18.8,364280000,197450000,166830000,82872000,46014000,36858000,142960000,72303000,70655000,94239000,51444000,42796000,44208000,27690000,16518000,,,,1572,2094;2668;4582;4884;15337;15550,False;True;True;True;True;True,2198;2793;4782;5099;16093;16311,6594;6595;6596;6597;8246;13843;13844;13845;14746;46241;46242;46243;46244;46890;46891;46892;46893,13029;13030;13031;13032;16103;26958;26959;28707;28708;89429;89430;89431;89432;89433;89434;89435;90701;90702;90703;90704;90705;90706;90707;90708;90709;90710;90711;90712;90713,13032;16103;26959;28707;89430;90705,,,,,-1;-1,protein_1573,quanti,quanti,quanti,quanti
USP5,-0.510198650039303,0.0991042278641629,protein_1574,P45974;F5H571,P45974,19;2,19;2,17;2,Ubiquitin carboxyl-terminal hydrolase 5,sp|P45974|UBP5_HUMAN Ubiquitin carboxyl-terminal hydrolase 5 OS=Homo sapiens OX=9606 GN=USP5 PE=1 SV=2,2,19,19,17,14,16,13,13,14,16,13,13,12,14,11,11,31.1,31.1,30.0,95.785,858,858;137,0.0,73.825,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.39854,0.99592,16.439,62,16,Leave out requantified,0.26318,0.39347,0.44951,0.44094,0.87923,1.0256,0.92917,0.95092,27.23,25.583,14.524,14.394,16,18,14,14,6,2,5,3,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,22.6,27.2,21.0,19.2,2342000000,1631200000,710770000,540060000,402400000,137660000,946190000,650930000,295260000,450190000,308070000,142120000,405560000,269820000,135730000,,,,1573,402;403;1472;2506;3276;3277;3880;4379;5213;5762;6955;7248;10533;11616;12638;13102;14150;15258;15750,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,414;415;1540;2624;3424;3425;4046;4560;5446;6022;7285;7602;11046;12196;13266;13746;14830;16005;16516,1178;1179;1180;1181;1182;1183;1184;4677;4678;4679;7789;7790;9943;9944;9945;9946;9947;9948;9949;11658;11659;11660;11661;13138;15734;17354;17355;17356;17357;17358;17359;17360;21050;21051;21052;21053;21913;21914;21915;21916;31857;31858;34923;34924;34925;34926;37976;37977;37978;37979;39368;39369;39370;42516;42517;42518;45941;45942;45943;47446;47447;47448,2278;2279;2280;2281;2282;2283;2284;2285;2286;9284;15283;15284;19262;19263;19264;19265;19266;19267;19268;19269;19270;19271;19272;19273;22528;22529;22530;22531;25590;30574;30575;33864;33865;33866;33867;33868;33869;33870;40942;40943;40944;40945;40946;40947;40948;40949;40950;42568;42569;42570;42571;42572;42573;42574;42575;61246;61247;61248;61249;67054;67055;67056;67057;67058;67059;67060;67061;72767;72768;72769;72770;72771;72772;72773;72774;75426;75427;82053;82054;82055;82056;88882;88883;88884;88885;91680;91681;91682,2279;2286;9284;15283;19265;19273;22528;25590;30575;33868;40948;42575;61248;67055;72772;75426;82054;88885;91681,,,,,-1;-1,protein_1574,quanti,quanti,quanti,quanti
