Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity DCAF6-N1,Intensity DCAF6-N2,Intensity BirA-alone-N1,Intensity BirA-alone-N2
A0A5F9ZH58;A0A5F9ZHJ4;A0A5F9ZI18;A0A5F9ZH38;A0A5F9ZI53;A0A5F9ZH35;A0A5F9ZHY6;A0A5F9ZHL5;A0A5F9ZGS5;A0A5F9ZHC9;A0A5F9ZHA1;A0A5F9ZGY4;A0A5F9ZHR2;A0A5F9ZHL9;A0A5F9ZHR8;A0A5F9ZI73;A0A5F9ZH34;A0A5F9ZHG3;A0A5F9ZI69;A0A5F9ZI65;A0A5F9ZGX8;A0A5F9ZH30;A0A5F9ZGY3;I6L894;A0A5F9ZI40;A0A5F9ZHN5;A0A5F9ZH19;A0A5F9ZGZ5;A0A5F9ZHE4;D6RHE1;A0A5F9ZI30;A0A5F9ZH70;Q01484;A0A5F9ZHJ6;A0A5F9ZGZ1;A0A5F9ZI56;A0A5F9ZH39;A0A5F9ZI81;A0A5F9ZHQ5;A0A5F9ZHD2;A0A5F9ZGX3;A0A5F9ZGS7;A0A5F9ZHS1;A0A5F9ZI15;A0A5F9ZGY1;A0A5F9ZHQ3;A0A5F9ZHN0;A0A5F9ZI46;A0A5F9ZHT8;A0A5F9ZHT4;A0A5F9ZHF7;A0A5F9ZH17;A0A5F9ZH03;A0A5F9ZHL3;A0A5F9ZI08;A0A5F9ZHE2;A0A5F9ZI36;A0A5F9ZHM6;A0A5F9ZI45;E9PHW9;A0A0U1RQN6;A0A5F9ZH10;E9PCH6;A0A5F9ZI16;A0A5F9ZH99;A0A669KB19;A0A5F9ZH18;B7Z651;A0A5F9ZHV4;H0Y8Y2;H0Y931;A0A5F9ZI41;A0A5K1VW73;Q12955;H0YAG3;D6RIY9;A0A087WTF3;A0A087WZ65;A0A087X0B4;D6RHY3,A0A5F9ZH58;A0A5F9ZHJ4;A0A5F9ZI18;A0A5F9ZH38;A0A5F9ZI53;A0A5F9ZH35;A0A5F9ZHY6;A0A5F9ZHL5;A0A5F9ZGS5;A0A5F9ZHC9;A0A5F9ZHA1;A0A5F9ZGY4;A0A5F9ZHR2;A0A5F9ZHL9;A0A5F9ZHR8;A0A5F9ZI73;A0A5F9ZH34;A0A5F9ZHG3;A0A5F9ZI69;A0A5F9ZI65;A0A5F9ZGX8;A0A5F9ZH30;A0A5F9ZGY3;I6L894;A0A5F9ZI40;A0A5F9ZHN5;A0A5F9ZH19;A0A5F9ZGZ5;A0A5F9ZHE4;D6RHE1;A0A5F9ZI30;A0A5F9ZH70;Q01484;A0A5F9ZHJ6;A0A5F9ZGZ1;A0A5F9ZI56;A0A5F9ZH39;A0A5F9ZI81;A0A5F9ZHQ5;A0A5F9ZHD2;A0A5F9ZGX3;A0A5F9ZGS7;A0A5F9ZHS1;A0A5F9ZI15;A0A5F9ZGY1;A0A5F9ZHQ3;A0A5F9ZHN0;A0A5F9ZI46;A0A5F9ZHT8;A0A5F9ZHT4;A0A5F9ZHF7;A0A5F9ZH17;A0A5F9ZH03;A0A5F9ZHL3;A0A5F9ZI08;A0A5F9ZHE2;A0A5F9ZI36;A0A5F9ZHM6;A0A5F9ZI45;E9PHW9;A0A0U1RQN6;A0A5F9ZH10;E9PCH6;A0A5F9ZI16;A0A5F9ZH99;A0A669KB19;A0A5F9ZH18;B7Z651;A0A5F9ZHV4;H0Y8Y2;H0Y931,24;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;22;22;22;22;22;22;22;22;22;22;22;22;22;21;21;21;21;21;21;21;21;21;21;21;21;20;19;18;15;14;14;14;14;14;14;13;12;12;12;10;4;3;3;2;1;1;1;1,24;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;22;22;22;22;22;22;22;22;22;22;22;22;22;21;21;21;21;21;21;21;21;21;21;21;21;20;19;18;15;14;14;14;14;14;14;13;12;12;12;10;4;3;3;2;1;1;1;1,23;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;19;18;17;14;14;14;14;14;14;14;12;12;12;12;10;4;3;3;2;1;1;1;1,Ankyrin-2,ANK2,tr|A0A5F9ZH58|A0A5F9ZH58_HUMAN Ankyrin-2 OS=Homo sapiens OX=9606 GN=ANK2 PE=1 SV=1;tr|A0A5F9ZHJ4|A0A5F9ZHJ4_HUMAN Ankyrin-2 OS=Homo sapiens OX=9606 GN=ANK2 PE=1 SV=1;tr|A0A5F9ZI18|A0A5F9ZI18_HUMAN Ankyrin-2 OS=Homo sapiens OX=9606 GN=ANK2 PE=1 SV=1;tr|A0A5,24,23,21.9,3.85926602610109,3.93616518704728,28.9990298206976,28.8716765769563
Q495B1;D6RD28;A0A0C4DFZ5;A0A0C4DGZ7,Q495B1;D6RD28;A0A0C4DFZ5;A0A0C4DGZ7,2;1;1;1,2;1;1;1,2;1;1;1,Ankyrin repeat and death domain-containing protein 1A,ANKDD1A,sp|Q495B1|AKD1A_HUMAN Ankyrin repeat and death domain-containing protein 1A OS=Homo sapiens OX=9606 GN=ANKDD1A PE=2 SV=2;tr|D6RD28|D6RD28_HUMAN Ankyrin repeat and death domain-containing protein 1A OS=Homo sapiens OX=9606 GN=ANKDD1A PE=4 SV=1;tr|A0A0C4DFZ5,2,2,3.4,3.85926602610109,3.93616518704728,23.3721221777558,23.343568996826
Q8IWZ3;H7C2F5;D6RHC4;H0Y4P6;H0Y785;H0Y472;A0A0A0MQZ8;H0Y7Y3,Q8IWZ3,32;12;9;7;6;6;5;5,18;4;6;6;6;6;5;5,3;0;0;3;3;3;3;3,Ankyrin repeat and KH domain-containing protein 1,ANKHD1,sp|Q8IWZ3|ANKH1_HUMAN Ankyrin repeat and KH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ANKHD1 PE=1 SV=1,32,3,17.1,3.85926602610109,3.93616518704728,28.336667474457,28.0452586515798
H7C0V5,H7C0V5,5,2,2,,ANKHD1-EIF4EBP3,tr|H7C0V5|H7C0V5_HUMAN ANKHD1-EIF4EBP3 readthrough (Fragment) OS=Homo sapiens OX=9606 GN=ANKHD1-EIF4EBP3 PE=4 SV=1,5,2,12.6,3.85926602610109,3.93616518704728,22.7074829937707,24.4367608419954
Q86XL3;F5H1D4,Q86XL3;F5H1D4,3;2,3;2,3;2,Ankyrin repeat and LEM domain-containing protein 2,ANKLE2,sp|Q86XL3|ANKL2_HUMAN Ankyrin repeat and LEM domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ANKLE2 PE=1 SV=4;tr|F5H1D4|F5H1D4_HUMAN Ankyrin repeat and LEM domain-containing protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=ANKLE2 PE=1 SV=1,3,3,5.1,3.85926602610109,3.93616518704728,24.3336085240731,22.8641211411291
Q6UB98,Q6UB98,2,2,2,Ankyrin repeat domain-containing protein 12,ANKRD12,sp|Q6UB98|ANR12_HUMAN Ankyrin repeat domain-containing protein 12 OS=Homo sapiens OX=9606 GN=ANKRD12 PE=1 SV=3,2,2,1.4,24.4827154066608,25.1606012117796,24.557832469261,24.1730436738146
O75179;H0YM23;A0A1W2PQ15;H0YLQ3,O75179;H0YM23,45;42;18;17,45;42;18;17,31;28;10;11,Ankyrin repeat domain-containing protein 17,ANKRD17,sp|O75179|ANR17_HUMAN Ankyrin repeat domain-containing protein 17 OS=Homo sapiens OX=9606 GN=ANKRD17 PE=1 SV=3;tr|H0YM23|H0YM23_HUMAN Ankyrin repeat domain-containing protein 17 (Fragment) OS=Homo sapiens OX=9606 GN=ANKRD17 PE=1 SV=1,45,31,22.0,3.85926602610109,3.93616518704728,31.4887450435844,30.2153514718477
Q8NF67,Q8NF67,3,3,3,Putative ankyrin repeat domain-containing protein 20A12 pseudogene,ANKRD20A12P,sp|Q8NF67|A2012_HUMAN Putative ankyrin repeat domain-containing protein 20A12 pseudogene OS=Homo sapiens OX=9606 GN=ANKRD20A12P PE=5 SV=3,3,3,12.2,3.85926602610109,3.93616518704728,27.7935859461941,24.2324244405929
O15084;B4DIW9,O15084;B4DIW9,7;6,7;6,7;6,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A,ANKRD28,sp|O15084|ANR28_HUMAN Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A OS=Homo sapiens OX=9606 GN=ANKRD28 PE=1 SV=5;tr|B4DIW9|B4DIW9_HUMAN Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A OS=Homo sapiens,7,7,10.0,3.85926602610109,3.93616518704728,26.6517102019078,25.1449547371923
Q8NB46,Q8NB46,5,5,5,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C,ANKRD52,sp|Q8NB46|ANR52_HUMAN Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C OS=Homo sapiens OX=9606 GN=ANKRD52 PE=1 SV=3,5,5,7.2,3.85926602610109,3.93616518704728,25.5926910715236,25.0229722186525
Q92625;A0A3B3ISP1;A0A3B3ITU5,Q92625;A0A3B3ISP1,23;22;8,23;22;8,23;22;8,Ankyrin repeat and SAM domain-containing protein 1A,ANKS1A,sp|Q92625|ANS1A_HUMAN Ankyrin repeat and SAM domain-containing protein 1A OS=Homo sapiens OX=9606 GN=ANKS1A PE=1 SV=4;tr|A0A3B3ISP1|A0A3B3ISP1_HUMAN Ankyrin repeat and SAM domain-containing protein 1A OS=Homo sapiens OX=9606 GN=ANKS1A PE=1 SV=1,23,23,28.7,3.85926602610109,3.93616518704728,28.9636418546363,28.9963113340744
Q9NQW6;H7C1K5;H7C3S1;H7C1C2;C9JJT6,Q9NQW6,33;9;8;7;4,33;9;8;7;4,33;9;8;7;4,Actin-binding protein anillin,ANLN,sp|Q9NQW6|ANLN_HUMAN Anillin OS=Homo sapiens OX=9606 GN=ANLN PE=1 SV=2,33,33,36.4,3.85926602610109,3.93616518704728,30.0383931994199,29.8593317192664
Q9BTT0;E9PPH5;Q5TB19;E9PLC4,Q9BTT0;E9PPH5,3;2;1;1,3;2;1;1,3;2;1;1,Acidic leucine-rich nuclear phosphoprotein 32 family member E,ANP32E,sp|Q9BTT0|AN32E_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member E OS=Homo sapiens OX=9606 GN=ANP32E PE=1 SV=1;tr|E9PPH5|E9PPH5_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member E (Fragment) OS=Homo sapiens OX=9606 GN=ANP32,3,3,12.3,3.85926602610109,3.93616518704728,26.6500671970334,25.5374184365192
P04083;Q5T3N1;Q5T3N0,P04083;Q5T3N1,16;8;5,16;8;5,16;8;5,Annexin A1;Annexin,ANXA1,sp|P04083|ANXA1_HUMAN Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2;tr|Q5T3N1|Q5T3N1_HUMAN Annexin (Fragment) OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=1,16,16,51.4,23.2839033746376,25.5299635525572,29.4454737775356,29.4329280933544
P07355;H0YN42;A6NMY6;H0YMU9;H0YMD0;H0YM50;H0YKS4;H0YN28;H0YNP5;H0YL33;H0YMM1;H0YKX9;H0YMT9;H0YLV6;H0YKZ7;H0YMW4;H0YKL9;H0YNA0;H0YKV8;H0YMD9;H0YN52;H0YNB8;H0YKN4;H0YLE2,P07355;H0YN42;A6NMY6;H0YMU9;H0YMD0;H0YM50;H0YKS4,29;24;22;21;21;18;17;14;14;14;12;10;10;10;10;9;9;9;8;7;7;5;5;2,29;24;22;21;21;18;17;14;14;14;12;10;10;10;10;9;9;9;8;7;7;5;5;2,29;24;22;21;21;18;17;14;14;14;12;10;10;10;10;9;9;9;8;7;7;5;5;2,Annexin A2;Annexin;Putative annexin A2-like protein,ANXA2;ANXA2P2,sp|P07355|ANXA2_HUMAN Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2;tr|H0YN42|H0YN42_HUMAN Annexin (Fragment) OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=1;sp|A6NMY6|AXA2L_HUMAN Putative annexin A2-like protein OS=Homo sapiens OX=9606 GN=ANXA2P2 PE=5,29,29,74.9,28.1739805324224,29.5894229051399,32.9195786100478,33.1380182727229
P08758;E9PHT9;D6RBL5;D6RBE9,P08758;E9PHT9;D6RBL5,4;3;2;1,4;3;2;1,4;3;2;1,Annexin A5;Annexin,ANXA5,sp|P08758|ANXA5_HUMAN Annexin A5 OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=2;tr|E9PHT9|E9PHT9_HUMAN Annexin OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=1;tr|D6RBL5|D6RBL5_HUMAN Annexin OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=1,4,4,14.7,3.85926602610109,3.93616518704728,24.7476050131339,25.0764714887988
O00203;Q13367;A0A590UJW5;A0A590UKD3;A0A590UJU0;A0A590UJ60;A0A590UK04;A0A5F9UJV3;A0A2R8Y2A8;A0A590UKC4;A0A590UK30;F5GWU4;A0A590UJU7;A0A590UJE5,O00203,15;2;2;2;2;2;2;2;2;2;1;1;1;1,15;2;2;2;2;2;2;2;2;2;1;1;1;1,15;2;2;2;2;2;2;2;2;2;1;1;1;1,AP-3 complex subunit beta-1,AP3B1,sp|O00203|AP3B1_HUMAN AP-3 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP3B1 PE=1 SV=3,15,15,15.9,3.85926602610109,3.93616518704728,27.5829790952372,27.4166733304051
O14617;A0A2R8Y611;A0A2R8Y4J3;A0A087WYN6,O14617;A0A2R8Y611;A0A2R8Y4J3,15;11;9;3,15;11;9;3,15;11;9;3,AP-3 complex subunit delta-1,AP3D1,sp|O14617|AP3D1_HUMAN AP-3 complex subunit delta-1 OS=Homo sapiens OX=9606 GN=AP3D1 PE=1 SV=1;tr|A0A2R8Y611|A0A2R8Y611_HUMAN AP-3 complex subunit delta-1 (Fragment) OS=Homo sapiens OX=9606 GN=AP3D1 PE=1 SV=1;tr|A0A2R8Y4J3|A0A2R8Y4J3_HUMAN AP-3 complex subu,15,15,17.2,3.85926602610109,3.93616518704728,28.1783091678173,27.4440325137668
O00213;A0A075B7G8;J3KPL8;A0A087X0V7;A0A087WYH9;V9GYR7;V9GY97,O00213;A0A075B7G8;J3KPL8;A0A087X0V7;A0A087WYH9;V9GYR7,8;8;8;6;6;4;3,8;8;8;6;6;4;3,8;8;8;6;6;4;3,Amyloid beta A4 precursor protein-binding family B member 1,APBB1,sp|O00213|APBB1_HUMAN Amyloid-beta A4 precursor protein-binding family B member 1 OS=Homo sapiens OX=9606 GN=APBB1 PE=1 SV=2;tr|A0A075B7G8|A0A075B7G8_HUMAN Amyloid-beta A4 precursor protein-binding family B member 1 OS=Homo sapiens OX=9606 GN=APBB1 PE=1 SV,8,8,16.1,22.6187260757396,22.293757887276,26.3792634677559,26.1567470797613
Q92870;H0YAJ5;G5E9Y1;H0Y9U9,Q92870;H0YAJ5;G5E9Y1,3;3;3;1,3;3;3;1,3;3;3;1,Amyloid beta A4 precursor protein-binding family B member 2,APBB2,sp|Q92870|APBB2_HUMAN Amyloid-beta A4 precursor protein-binding family B member 2 OS=Homo sapiens OX=9606 GN=APBB2 PE=1 SV=3;tr|H0YAJ5|H0YAJ5_HUMAN Amyloid-beta A4 precursor protein-binding family B member 2 (Fragment) OS=Homo sapiens OX=9606 GN=APBB2 PE=1,3,3,4.9,3.85926602610109,3.93616518704728,24.4466375833564,25.0604393287893
P25054;A0A2Q2SV78;E9PFT7;R4GMU6,P25054;A0A2Q2SV78;E9PFT7,4;4;4;1,4;4;4;1,4;4;4;1,Adenomatous polyposis coli protein,APC,sp|P25054|APC_HUMAN Adenomatous polyposis coli protein OS=Homo sapiens OX=9606 GN=APC PE=1 SV=2;tr|A0A2Q2SV78|A0A2Q2SV78_HUMAN Adenomatous polyposis coli protein (Fragment) OS=Homo sapiens OX=9606 GN=APC PE=1 SV=1;tr|E9PFT7|E9PFT7_HUMAN Adenomatous polypos,4,4,2.5,3.85926602610109,3.93616518704728,24.4573242621537,25.662507357669
Q9BZZ5;G3V1C3;H0YER7;E9PQK6,Q9BZZ5;G3V1C3;H0YER7,4;4;2;1,4;4;2;1,4;4;2;1,Apoptosis inhibitor 5,API5,sp|Q9BZZ5|API5_HUMAN Apoptosis inhibitor 5 OS=Homo sapiens OX=9606 GN=API5 PE=1 SV=3;tr|G3V1C3|G3V1C3_HUMAN Apoptosis inhibitor 5 OS=Homo sapiens OX=9606 GN=API5 PE=1 SV=1;tr|H0YER7|H0YER7_HUMAN Apoptosis inhibitor 5 (Fragment) OS=Homo sapiens OX=9606 GN=A,4,4,9.7,3.85926602610109,3.93616518704728,26.6687144891004,26.4730988962387
Q96AK3;Q9UH17;Q6ICH2;B0QYD3,Q96AK3;Q9UH17;Q6ICH2;B0QYD3,2;1;1;1,2;1;1;1,2;1;1;1,DNA dC->dU-editing enzyme APOBEC-3D;DNA dC->dU-editing enzyme APOBEC-3B,APOBEC3D;APOBEC3B;bK150C2.9,sp|Q96AK3|ABC3D_HUMAN DNA dC->dU-editing enzyme APOBEC-3D OS=Homo sapiens OX=9606 GN=APOBEC3D PE=1 SV=1;sp|Q9UH17|ABC3B_HUMAN DNA dC->dU-editing enzyme APOBEC-3B OS=Homo sapiens OX=9606 GN=APOBEC3B PE=1 SV=1;tr|Q6ICH2|Q6ICH2_HUMAN BK150C2.9 protein OS=Homo,2,2,7.5,22.5772241199422,22.5041642812627,28.8680438418383,28.7240986020378
P48444;B0YIW6;Q6P1Q5;E9PK34,P48444;B0YIW6;Q6P1Q5,11;11;6;2,11;11;6;2,11;11;6;2,Coatomer subunit delta,ARCN1,sp|P48444|COPD_HUMAN Coatomer subunit delta OS=Homo sapiens OX=9606 GN=ARCN1 PE=1 SV=1;tr|B0YIW6|B0YIW6_HUMAN Coatomer subunit delta OS=Homo sapiens OX=9606 GN=ARCN1 PE=1 SV=1;tr|Q6P1Q5|Q6P1Q5_HUMAN Coatomer subunit delta OS=Homo sapiens OX=9606 GN=ARCN1 P,11,11,22.7,3.85926602610109,3.93616518704728,27.0557932964461,27.4769964441479
P61204;P84077;F5H423;P84085;C9J1Z8;P18085;F5H0C7;C9JPM4;F5H1V1;F5H6T5;F8WDB3;H0YGG7;C9JAK5,P61204;P84077;F5H423;P84085;C9J1Z8,7;7;6;4;4;3;3;3;1;1;1;1;1,7;7;6;4;4;3;3;3;1;1;1;1;1,7;7;6;4;4;3;3;3;1;1;1;1;1,ADP-ribosylation factor 3;ADP-ribosylation factor 1;ADP-ribosylation factor 5,ARF3;ARF1;ARF5,sp|P61204|ARF3_HUMAN ADP-ribosylation factor 3 OS=Homo sapiens OX=9606 GN=ARF3 PE=1 SV=2;sp|P84077|ARF1_HUMAN ADP-ribosylation factor 1 OS=Homo sapiens OX=9606 GN=ARF1 PE=1 SV=2;tr|F5H423|F5H423_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=3 SV,7,7,47.0,21.0353011838477,21.9003966128335,27.0283364240389,26.79178649407
Q8N6T3;F8VWH9;E5RHC5;F8W1U7;E5RHT6;E5RHH7;F8VWB3;H0YIQ0;E5RGL6;E5RIU2,Q8N6T3;F8VWH9;E5RHC5;F8W1U7;E5RHT6,18;16;12;12;10;5;4;3;2;1,18;16;12;12;10;5;4;3;2;1,18;16;12;12;10;5;4;3;2;1,ADP-ribosylation factor GTPase-activating protein 1,ARFGAP1,sp|Q8N6T3|ARFG1_HUMAN ADP-ribosylation factor GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARFGAP1 PE=1 SV=2;tr|F8VWH9|F8VWH9_HUMAN ADP-ribosylation factor GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARFGAP1 PE=1 SV=1;tr|E5RHC5|E5RHC5_,18,18,52.2,24.1082902622052,25.5535910951828,30.2751984642832,30.6105207569956
Q8N6H7;A0A0D9SF70;G5E9L0;E9PQP3;E9PIY6;E9PMU9;H0YDN9;E9PMR9;E9PM63;E9PJT7;E9PK28;E9PN48;E9PNY8;H0YDX1;E9PM18;H0YF45,Q8N6H7;A0A0D9SF70;G5E9L0;E9PQP3;E9PIY6;E9PMU9,10;10;10;9;6;5;4;3;3;3;3;3;2;2;1;1,9;9;9;8;5;4;4;2;2;2;2;2;1;1;1;1,9;9;9;8;5;4;4;2;2;2;2;2;1;1;1;1,ADP-ribosylation factor GTPase-activating protein 2,ARFGAP2,sp|Q8N6H7|ARFG2_HUMAN ADP-ribosylation factor GTPase-activating protein 2 OS=Homo sapiens OX=9606 GN=ARFGAP2 PE=1 SV=1;tr|A0A0D9SF70|A0A0D9SF70_HUMAN ADP-ribosylation factor GTPase-activating protein 2 OS=Homo sapiens OX=9606 GN=ARFGAP2 PE=1 SV=1;tr|G5E9L0,10,9,25.7,3.85926602610109,3.93616518704728,27.7849405101916,27.911536727468
Q9NP61;H0Y6A0;B0QYV8;B0QYV9,Q9NP61;H0Y6A0,12;6;4;2,12;6;4;2,11;6;3;1,ADP-ribosylation factor GTPase-activating protein 3,ARFGAP3,sp|Q9NP61|ARFG3_HUMAN ADP-ribosylation factor GTPase-activating protein 3 OS=Homo sapiens OX=9606 GN=ARFGAP3 PE=1 SV=1;tr|H0Y6A0|H0Y6A0_HUMAN ADP-ribosylation factor GTPase-activating protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=ARFGAP3 PE=1 SV=1,12,11,33.7,3.85926602610109,3.93616518704728,27.8391803321763,28.1223315628485
Q9Y6D5;Q9Y6D6;E5RIF2,Q9Y6D5,4;1;1,4;1;1,4;1;1,Brefeldin A-inhibited guanine nucleotide-exchange protein 2,ARFGEF2,sp|Q9Y6D5|BIG2_HUMAN Brefeldin A-inhibited guanine nucleotide-exchange protein 2 OS=Homo sapiens OX=9606 GN=ARFGEF2 PE=1 SV=3,4,4,3.6,3.85926602610109,3.93616518704728,24.6317308194308,25.6692012556936
Q5TH69,Q5TH69,4,4,4,Brefeldin A-inhibited guanine nucleotide-exchange protein 3,ARFGEF3,sp|Q5TH69|BIG3_HUMAN Brefeldin A-inhibited guanine nucleotide-exchange protein 3 OS=Homo sapiens OX=9606 GN=ARFGEF3 PE=1 SV=3,4,4,3.0,3.85926602610109,3.93616518704728,25.2375755583775,25.0276195359691
P53367,P53367,3,3,3,Arfaptin-1,ARFIP1,sp|P53367|ARFP1_HUMAN Arfaptin-1 OS=Homo sapiens OX=9606 GN=ARFIP1 PE=1 SV=2,3,3,10.7,3.85926602610109,3.93616518704728,25.574183507549,25.6185732513347
P53365;A0A087X1E4,P53365;A0A087X1E4,2;2,2;2,2;2,Arfaptin-2,ARFIP2,sp|P53365|ARFP2_HUMAN Arfaptin-2 OS=Homo sapiens OX=9606 GN=ARFIP2 PE=1 SV=1;tr|A0A087X1E4|A0A087X1E4_HUMAN Arfaptin-2 OS=Homo sapiens OX=9606 GN=ARFIP2 PE=1 SV=1,2,2,4.1,3.85926602610109,3.93616518704728,23.3003369184145,22.8855414773763
Q07960;H0YE29;E9PNR6,Q07960;H0YE29,15;13;6,15;13;6,15;13;6,Rho GTPase-activating protein 1,ARHGAP1,sp|Q07960|RHG01_HUMAN Rho GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARHGAP1 PE=1 SV=1;tr|H0YE29|H0YE29_HUMAN Rho GTPase-activating protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=ARHGAP1 PE=1 SV=1,15,15,49.4,3.85926602610109,3.93616518704728,28.5822972329149,28.8053817676833
Q8IWW6;Q1RLN5;H0Y5D8,Q8IWW6;Q1RLN5,5;5;2,5;5;2,5;5;2,Rho GTPase-activating protein 12,ARHGAP12,sp|Q8IWW6|RHG12_HUMAN Rho GTPase-activating protein 12 OS=Homo sapiens OX=9606 GN=ARHGAP12 PE=1 SV=1;tr|Q1RLN5|Q1RLN5_HUMAN ARHGAP12 protein OS=Homo sapiens OX=9606 GN=ARHGAP12 PE=1 SV=1,5,5,7.8,3.85926602610109,3.93616518704728,25.6087667031265,25.8456785914294
Q5T5U3;A0A1B0GV73;A0A087WW76;A0A452Q6Z5;E7ESW5;A0A1B0GTZ9;Q5JSD8;H0Y468;A0A1B0GW11;H0Y5T2,Q5T5U3;A0A1B0GV73;A0A087WW76;A0A452Q6Z5;E7ESW5;A0A1B0GTZ9,12;10;9;9;7;6;4;2;1;1,12;10;9;9;7;6;4;2;1;1,12;10;9;9;7;6;4;2;1;1,Rho GTPase-activating protein 21,ARHGAP21,sp|Q5T5U3|RHG21_HUMAN Rho GTPase-activating protein 21 OS=Homo sapiens OX=9606 GN=ARHGAP21 PE=1 SV=2;tr|A0A1B0GV73|A0A1B0GV73_HUMAN Rho GTPase-activating protein 21 OS=Homo sapiens OX=9606 GN=ARHGAP21 PE=1 SV=1;tr|A0A087WW76|A0A087WW76_HUMAN Rho GTPase-act,12,12,7.6,3.85926602610109,3.93616518704728,26.8356913460965,26.7781872443748
Q9P227;A0A087WTU4,Q9P227;A0A087WTU4,2;1,2;1,2;1,Rho GTPase-activating protein 23,ARHGAP23,sp|Q9P227|RHG23_HUMAN Rho GTPase-activating protein 23 OS=Homo sapiens OX=9606 GN=ARHGAP23 PE=1 SV=2;tr|A0A087WTU4|A0A087WTU4_HUMAN Rho GTPase-activating protein 23 (Fragment) OS=Homo sapiens OX=9606 GN=ARHGAP23 PE=1 SV=6,2,2,1.9,23.2033809376171,24.1766838849217,23.6751912453918,23.746631586517
Q52LW3;F8VWZ8,Q52LW3;F8VWZ8,25;19,25;19,25;19,Rho GTPase-activating protein 29,ARHGAP29,sp|Q52LW3|RHG29_HUMAN Rho GTPase-activating protein 29 OS=Homo sapiens OX=9606 GN=ARHGAP29 PE=1 SV=2;tr|F8VWZ8|F8VWZ8_HUMAN Rho GTPase-activating protein 29 OS=Homo sapiens OX=9606 GN=ARHGAP29 PE=1 SV=1,25,25,25.8,3.85926602610109,3.93616518704728,28.7163996865698,28.0917425376544
Q9NRY4,Q9NRY4,6,6,6,Rho GTPase-activating protein 35,ARHGAP35,sp|Q9NRY4|RHG35_HUMAN Rho GTPase-activating protein 35 OS=Homo sapiens OX=9606 GN=ARHGAP35 PE=1 SV=3,6,6,4.6,3.85926602610109,3.93616518704728,26.4382530170549,26.4073182102561
Q6ZRI8;X6RIA0,Q6ZRI8;X6RIA0,2;1,2;1,2;1,Rho GTPase-activating protein 36,ARHGAP36,sp|Q6ZRI8|RHG36_HUMAN Rho GTPase-activating protein 36 OS=Homo sapiens OX=9606 GN=ARHGAP36 PE=2 SV=1;tr|X6RIA0|X6RIA0_HUMAN Rho GTPase-activating protein 36 (Fragment) OS=Homo sapiens OX=9606 GN=ARHGAP36 PE=1 SV=1,2,2,7.5,3.85926602610109,3.93616518704728,25.6270403450222,25.5678451611493
Q13017;A0A0A0MSK6;H0YK04,Q13017;A0A0A0MSK6,5;5;1,5;5;1,5;5;1,Rho GTPase-activating protein 5,ARHGAP5,sp|Q13017|RHG05_HUMAN Rho GTPase-activating protein 5 OS=Homo sapiens OX=9606 GN=ARHGAP5 PE=1 SV=2;tr|A0A0A0MSK6|A0A0A0MSK6_HUMAN Rho GTPase-activating protein 5 OS=Homo sapiens OX=9606 GN=ARHGAP5 PE=1 SV=1,5,5,4.5,3.85926602610109,3.93616518704728,25.3594093620907,25.4316057403059
