ATG_vs_BirA,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
MYO15A,-2.5847317145,0.00205709023327753,1,Q9UKN7;A0A087WYA1;A0A2R8Y712,Q9UKN7;A0A087WYA1;A0A2R8Y712,2;2;1,2;2;1,2;2;1,Unconventional myosin-XV,MYO15A,sp|Q9UKN7|MYO15_HUMAN Unconventional myosin-XV OS=Homo sapiens OX=9606 GN=MYO15A PE=1 SV=2;tr|A0A087WYA1|A0A087WYA1_HUMAN Unconventional myosin-XV OS=Homo sapiens OX=9606 GN=MYO15A PE=1 SV=1;tr|A0A2R8Y712|A0A2R8Y712_HUMAN Unconventional myosin-XV OS=Homo s,2,2,1.2,3530,-2.5847317144744,0.00205709023327753
SRP19,-1.2039472951,0.146335546227876,0,P09132;A0A087WYR0;A0A087WWU9;D6RBG4;A0A2R8Y4M3;A0A2U3TZN1,P09132;A0A087WYR0;A0A087WWU9,3;3;2;1;1;1,3;3;2;1;1;1,3;3;2;1;1;1,Signal recognition particle 19 kDa protein,SRP19,sp|P09132|SRP19_HUMAN Signal recognition particle 19 kDa protein OS=Homo sapiens OX=9606 GN=SRP19 PE=1 SV=3;tr|A0A087WYR0|A0A087WYR0_HUMAN Signal recognition particle 19 kDa protein OS=Homo sapiens OX=9606 GN=SRP19 PE=1 SV=1;tr|A0A087WWU9|A0A087WWU9_HUMAN,3,3,35.4,144,-1.2039472950858,0.146335546227876
UGP2,-1.3913837208,0.0210016638638608,1,Q16851;A0A087WYS1;E7EUC7;C9JNZ1;C9JWG0;C9JVG3;C9JQU9;C9JTZ5;C9JUW1;F2Z3H1,Q16851;A0A087WYS1;E7EUC7;C9JNZ1,13;13;13;7;4;4;4;3;3;1,13;13;13;7;4;4;4;3;3;1,13;13;13;7;4;4;4;3;3;1,UTP--glucose-1-phosphate uridylyltransferase,UGP2,sp|Q16851|UGPA_HUMAN UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens OX=9606 GN=UGP2 PE=1 SV=5;tr|A0A087WYS1|A0A087WYS1_HUMAN UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens OX=9606 GN=UGP2 PE=1 SV=1;tr|E7EUC7|E7EUC7_HUMAN UTP--gl,13,13,28.9,508,-1.39138372076685,0.0210016638638608
SYNJ2BP;SYNJ2BP-COX16,-0.3678115059,0.44246804497578,0,P57105;A0A087WYV9;A0A087X1F5,P57105;A0A087WYV9;A0A087X1F5,2;2;2,2;2;2,2;2;2,Synaptojanin-2-binding protein,SYNJ2BP;SYNJ2BP-COX16,sp|P57105|SYJ2B_HUMAN Synaptojanin-2-binding protein OS=Homo sapiens OX=9606 GN=SYNJ2BP PE=1 SV=2;tr|A0A087WYV9|A0A087WYV9_HUMAN SYNJ2BP-COX16 readthrough OS=Homo sapiens OX=9606 GN=SYNJ2BP-COX16 PE=4 SV=1;tr|A0A087X1F5|A0A087X1F5_HUMAN SYNJ2BP-COX16 readt,2,2,14.5,145,-0.367811505891751,0.44246804497578
EIF3H,-1.703821346,0.00768515405204674,1,O15372;A0A087WZK9;B3KS98;E5RJT0,O15372;A0A087WZK9;B3KS98,3;3;3;1,3;3;3;1,3;3;3;1,Eukaryotic translation initiation factor 3 subunit H,EIF3H,sp|O15372|EIF3H_HUMAN Eukaryotic translation initiation factor 3 subunit H OS=Homo sapiens OX=9606 GN=EIF3H PE=1 SV=1;tr|A0A087WZK9|A0A087WZK9_HUMAN Eukaryotic translation initiation factor 3 subunit H OS=Homo sapiens OX=9606 GN=EIF3H PE=1 SV=1;tr|B3KS98|B,3,3,11.9,352,-1.7038213460152,0.00768515405204674
SBDS,-1.2343654897,0.263202419682034,0,Q9Y3A5;A0A087X020;F8WE72,Q9Y3A5;A0A087X020;F8WE72,3;3;2,3;3;2,3;3;2,Ribosome maturation protein SBDS,SBDS,sp|Q9Y3A5|SBDS_HUMAN Ribosome maturation protein SBDS OS=Homo sapiens OX=9606 GN=SBDS PE=1 SV=4;tr|A0A087X020|A0A087X020_HUMAN Ribosome maturation protein SBDS OS=Homo sapiens OX=9606 GN=SBDS PE=1 SV=1;tr|F8WE72|F8WE72_HUMAN Ribosome maturation protein SBD,3,3,10.8,250,-1.23436548966875,0.263202419682034
OGFR,-1.9055871667,0.00264911139479665,1,Q9NZT2;A0A087X028;A0A0A0MRN5,Q9NZT2;A0A087X028;A0A0A0MRN5,3;3;3,3;3;3,3;3;3,Opioid growth factor receptor,OGFR,sp|Q9NZT2|OGFR_HUMAN Opioid growth factor receptor OS=Homo sapiens OX=9606 GN=OGFR PE=1 SV=3;tr|A0A087X028|A0A087X028_HUMAN Opioid growth factor receptor OS=Homo sapiens OX=9606 GN=OGFR PE=1 SV=1;tr|A0A0A0MRN5|A0A0A0MRN5_HUMAN Opioid growth factor receptor,3,3,4.9,677,-1.90558716673585,0.00264911139479665
CHL1,-1.0252849776,0.0283486260250644,1,O00533;A0A087X0M8;C9J905,O00533;A0A087X0M8;C9J905,2;2;1,2;2;1,2;2;1,Neural cell adhesion molecule L1-like protein;Processed neural cell adhesion molecule L1-like protein,CHL1,sp|O00533|NCHL1_HUMAN Neural cell adhesion molecule L1-like protein OS=Homo sapiens OX=9606 GN=CHL1 PE=1 SV=4;tr|A0A087X0M8|A0A087X0M8_HUMAN Neural cell adhesion molecule L1-like protein OS=Homo sapiens OX=9606 GN=CHL1 PE=1 SV=1;tr|C9J905|C9J905_HUMAN Neur,2,2,2.9,1208,-1.02528497760135,0.0283486260250644
SNX12,-3.0702117255,0.000748991074209933,1,Q9UMY4;A0A087X0R6,Q9UMY4;A0A087X0R6,3;3,3;3,2;2,Sorting nexin-12,SNX12,sp|Q9UMY4|SNX12_HUMAN Sorting nexin-12 OS=Homo sapiens OX=9606 GN=SNX12 PE=1 SV=4;tr|A0A087X0R6|A0A087X0R6_HUMAN Sorting nexin-12 OS=Homo sapiens OX=9606 GN=SNX12 PE=1 SV=1,3,2,24.1,162,-3.07021172550085,0.000748991074209933
ACOT1;ACOT2,-1.6467175187,0.00589400223975484,1,Q86TX2;A0A087X0W7;P49753;G3V4F2;A0A087WT95;A0A2R8Y7H3,Q86TX2;A0A087X0W7;P49753;G3V4F2;A0A087WT95,7;7;6;6;6;2,7;7;6;6;6;2,7;7;6;6;6;2,"Acyl-coenzyme A thioesterase 1;Acyl-coenzyme A thioesterase 2, mitochondrial",ACOT1;ACOT2,"sp|Q86TX2|ACOT1_HUMAN Acyl-coenzyme A thioesterase 1 OS=Homo sapiens OX=9606 GN=ACOT1 PE=1 SV=1;tr|A0A087X0W7|A0A087X0W7_HUMAN Acyl-coenzyme A thioesterase 2, mitochondrial OS=Homo sapiens OX=9606 GN=ACOT2 PE=1 SV=1;sp|P49753|ACOT2_HUMAN Acyl-coenzyme A th",7,7,26.1,421,-1.64671751874405,0.00589400223975484
SEPT8,0.0609667886,0.946506605291359,0,Q92599;A0A087X142;A6NMH6;A6NFQ9;F8W8I8;C9JV02;A0A0A0MRP8;C9J4G8,Q92599;A0A087X142;A6NMH6;A6NFQ9;F8W8I8,8;8;8;8;8;2;1;1,5;5;5;5;5;1;1;1,5;5;5;5;5;1;1;1,Septin-8,SEPT8,sp|Q92599|SEPT8_HUMAN Septin-8 OS=Homo sapiens OX=9606 GN=SEPTIN8 PE=1 SV=4;tr|A0A087X142|A0A087X142_HUMAN Septin-8 OS=Homo sapiens OX=9606 GN=SEPTIN8 PE=1 SV=1;tr|A6NMH6|A6NMH6_HUMAN Septin-8 OS=Homo sapiens OX=9606 GN=SEPTIN8 PE=1 SV=1;tr|A6NFQ9|A6NFQ9_H,8,5,28.4,483,0.0609667885863976,0.946506605291359
STAU1,-0.7598640471,0.0621590075939896,0,O95793;A0A087X1A5;Q5JW30,O95793;A0A087X1A5;Q5JW30,2;2;2,2;2;2,2;2;2,Double-stranded RNA-binding protein Staufen homolog 1,STAU1,sp|O95793|STAU1_HUMAN Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens OX=9606 GN=STAU1 PE=1 SV=2;tr|A0A087X1A5|A0A087X1A5_HUMAN Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens OX=9606 GN=STAU1 PE=1 SV=1;tr|Q5JW30,2,2,3.3,577,-0.759864047123637,0.0621590075939896
LYPLA1,-2.7582200209,0.126058219049877,0,O75608;A0A087X1K9;E5RGR0;E5RJ48,O75608;A0A087X1K9;E5RGR0;E5RJ48,2;2;2;1,2;2;2;1,2;2;2;1,Acyl-protein thioesterase 1,LYPLA1,sp|O75608|LYPA1_HUMAN Acyl-protein thioesterase 1 OS=Homo sapiens OX=9606 GN=LYPLA1 PE=1 SV=1;tr|A0A087X1K9|A0A087X1K9_HUMAN Acyl-protein thioesterase 1 OS=Homo sapiens OX=9606 GN=LYPLA1 PE=1 SV=1;tr|E5RGR0|E5RGR0_HUMAN Acyl-protein thioesterase 1 (Fragmen,2,2,11.7,230,-2.75822002094641,0.126058219049877
NEB,-4.7727110266,8.25501363983912e-05,1,P20929;A0A087X1N7,P20929;A0A087X1N7,3;3,3;3,3;3,Nebulin,NEB,sp|P20929|NEBU_HUMAN Nebulin OS=Homo sapiens OX=9606 GN=NEB PE=1 SV=5;tr|A0A087X1N7|A0A087X1N7_HUMAN Nebulin OS=Homo sapiens OX=9606 GN=NEB PE=1 SV=1,3,3,0.7,6669,-4.7727110266385,8.25501363983912e-05
PSME2,-1.9500841894,0.00273870032492142,1,Q9UL46;A0A087X1Z3;H0YM70;H0YLG1;H0YLD2,Q9UL46;A0A087X1Z3;H0YM70,8;8;5;1;1,8;8;5;1;1,8;8;5;1;1,Proteasome activator complex subunit 2,PSME2,sp|Q9UL46|PSME2_HUMAN Proteasome activator complex subunit 2 OS=Homo sapiens OX=9606 GN=PSME2 PE=1 SV=4;tr|A0A087X1Z3|A0A087X1Z3_HUMAN Proteasome activator complex subunit 2 OS=Homo sapiens OX=9606 GN=PSME2 PE=1 SV=1;tr|H0YM70|H0YM70_HUMAN Proteasome activ,8,8,34.7,239,-1.9500841894225,0.00273870032492142
SRSF3,-2.555388448,0.00339689221733762,1,P84103;A0A087X2D0,P84103;A0A087X2D0,5;5,5;5,5;5,Serine/arginine-rich splicing factor 3,SRSF3,sp|P84103|SRSF3_HUMAN Serine/arginine-rich splicing factor 3 OS=Homo sapiens OX=9606 GN=SRSF3 PE=1 SV=1;tr|A0A087X2D0|A0A087X2D0_HUMAN Serine/arginine-rich-splicing factor 3 OS=Homo sapiens OX=9606 GN=SRSF3 PE=1 SV=1,5,5,38.4,164,-2.5553884480225,0.00339689221733762
DDX1,-1.2231958011,0.011435988964602,1,Q92499;A0A087X2G1;F1T0B3,Q92499;A0A087X2G1;F1T0B3,19;19;19,19;19;19,19;19;19,ATP-dependent RNA helicase DDX1,DDX1,sp|Q92499|DDX1_HUMAN ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=2;tr|A0A087X2G1|A0A087X2G1_HUMAN ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=1;tr|F1T0B3|F1T0B3_HUMAN ATP-dependent RNA helicase DDX1 O,19,19,37.4,740,-1.22319580107319,0.011435988964602
GPS1,0.3541612579,0.249146696713008,0,Q13098;C9JFE4;A0A096LP07;A0A096LPJ3;A8K070;J3QS84;J3QS88;J3KTB0;J3QLE8;J3QLT0;J3QL53;J3KRE8;J3KSA5;J3KRJ4;J3QQX0,Q13098;C9JFE4;A0A096LP07;A0A096LPJ3;A8K070;J3QS84;J3QS88;J3KTB0;J3QLE8;J3QLT0;J3QL53;J3KRE8;J3KSA5;J3KRJ4,4;4;4;4;4;3;3;3;3;3;3;3;3;3;1,4;4;4;4;4;3;3;3;3;3;3;3;3;3;1,4;4;4;4;4;3;3;3;3;3;3;3;3;3;1,COP9 signalosome complex subunit 1,GPS1,sp|Q13098|CSN1_HUMAN COP9 signalosome complex subunit 1 OS=Homo sapiens OX=9606 GN=GPS1 PE=1 SV=4;tr|C9JFE4|C9JFE4_HUMAN COP9 signalosome complex subunit 1 OS=Homo sapiens OX=9606 GN=GPS1 PE=1 SV=2;tr|A0A096LP07|A0A096LP07_HUMAN COP9 signalosome complex su,4,4,8.4,491,0.354161257865551,0.249146696713008
PYCRL,0.5742209906,0.23710732060149,0,Q53H96;A0A0A0MQS1;F8WEI0;B5MD87,Q53H96;A0A0A0MQS1;F8WEI0;B5MD87,2;2;1;1,2;2;1;1,2;2;1;1,Pyrroline-5-carboxylate reductase 3;Pyrroline-5-carboxylate reductase,PYCRL,sp|Q53H96|P5CR3_HUMAN Pyrroline-5-carboxylate reductase 3 OS=Homo sapiens OX=9606 GN=PYCR3 PE=1 SV=3;tr|A0A0A0MQS1|A0A0A0MQS1_HUMAN Pyrroline-5-carboxylate reductase OS=Homo sapiens OX=9606 GN=PYCR3 PE=1 SV=1;tr|F8WEI0|F8WEI0_HUMAN Pyrroline-5-carboxylate,2,2,8.8,274,0.574220990592998,0.23710732060149
WDR18,-0.2801463725,0.402903063462726,0,Q9BV38;U3KQC1;A0A0A0MQU0;K7EIR0;A0A087X237;K7EKX5;K7EML4,Q9BV38;U3KQC1;A0A0A0MQU0;K7EIR0,3;3;3;2;1;1;1,3;3;3;2;1;1;1,3;3;3;2;1;1;1,WD repeat-containing protein 18,WDR18,sp|Q9BV38|WDR18_HUMAN WD repeat-containing protein 18 OS=Homo sapiens OX=9606 GN=WDR18 PE=1 SV=2;tr|U3KQC1|U3KQC1_HUMAN WD repeat-containing protein 18 (Fragment) OS=Homo sapiens OX=9606 GN=WDR18 PE=1 SV=1;tr|A0A0A0MQU0|A0A0A0MQU0_HUMAN WD repeat-containin,3,3,8.1,432,-0.280146372537391,0.402903063462726
MYO10,-4.051334137,0.000679183670807707,1,Q9HD67;A0A0A0MQX1;D6RGD1;E9PEW5,Q9HD67;A0A0A0MQX1;D6RGD1;E9PEW5,2;2;1;1,2;2;1;1,2;2;1;1,Unconventional myosin-X,MYO10,sp|Q9HD67|MYO10_HUMAN Unconventional myosin-X OS=Homo sapiens OX=9606 GN=MYO10 PE=1 SV=3;tr|A0A0A0MQX1|A0A0A0MQX1_HUMAN Unconventional myosin-X OS=Homo sapiens OX=9606 GN=MYO10 PE=1 SV=1;tr|D6RGD1|D6RGD1_HUMAN Unconventional myosin-X (Fragment) OS=Homo sap,2,2,1.2,2058,-4.05133413704865,0.000679183670807707
VDAC2,1.0322570395,0.0430143736814688,1,P45880;A0A0A0MR02;Q5JSD2;Q5JSD1;A2A3S1,P45880;A0A0A0MR02;Q5JSD2;Q5JSD1,15;15;10;10;6,15;15;10;10;6,15;15;10;10;6,Voltage-dependent anion-selective channel protein 2,VDAC2,sp|P45880|VDAC2_HUMAN Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=2;tr|A0A0A0MR02|A0A0A0MR02_HUMAN Voltage-dependent anion-selective channel protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=1;tr,15,15,49.3,294,1.03225703949595,0.0430143736814688
FGFR2,-1.0892469066,0.0241232924000717,1,P21802;S4R3B2;H7BXU9;E7EVR7;D2CGD1;A0A5S6RJB7;A0A0A0MR25;A0A087X2D1;A0A1B0GWF4;S4R381,P21802;S4R3B2;H7BXU9;E7EVR7;D2CGD1;A0A5S6RJB7;A0A0A0MR25;A0A087X2D1;A0A1B0GWF4;S4R381,2;2;2;2;2;2;2;1;1;1,2;2;2;2;2;2;2;1;1;1,2;2;2;2;2;2;2;1;1;1,Fibroblast growth factor receptor 2;Receptor protein-tyrosine kinase;Fibroblast growth factor receptor,FGFR2,sp|P21802|FGFR2_HUMAN Fibroblast growth factor receptor 2 OS=Homo sapiens OX=9606 GN=FGFR2 PE=1 SV=1;tr|S4R3B2|S4R3B2_HUMAN Fibroblast growth factor receptor 2 OS=Homo sapiens OX=9606 GN=FGFR2 PE=1 SV=1;tr|H7BXU9|H7BXU9_HUMAN Fibroblast growth factor recep,2,2,4.8,821,-1.08924690664276,0.0241232924000717
GSTZ1,0.120948987,0.81558610626898,0,O43708;G3V3B9;A0A0A0MR33;G3V267;G3V5T0;A0A0C4DFM0;G3V4T6,O43708;G3V3B9;A0A0A0MR33;G3V267;G3V5T0;A0A0C4DFM0;G3V4T6,3;3;3;3;3;3;3,3;3;3;3;3;3;3,3;3;3;3;3;3;3,Maleylacetoacetate isomerase,GSTZ1,sp|O43708|MAAI_HUMAN Maleylacetoacetate isomerase OS=Homo sapiens OX=9606 GN=GSTZ1 PE=1 SV=3;tr|G3V3B9|G3V3B9_HUMAN Maleylacetoacetate isomerase OS=Homo sapiens OX=9606 GN=GSTZ1 PE=1 SV=1;tr|A0A0A0MR33|A0A0A0MR33_HUMAN Maleylacetoacetate isomerase OS=Homo,3,3,19,216,0.120948986953598,0.81558610626898
HNRNPUL1,-3.4395939987,0.000332990972873214,1,Q9BUJ2;M0R3F1;A0A0A0MRA5;B7Z4B8;M0QYZ0,Q9BUJ2;M0R3F1;A0A0A0MRA5;B7Z4B8,9;9;9;9;4,9;9;9;9;4,9;9;9;9;4,Heterogeneous nuclear ribonucleoprotein U-like protein 1,HNRNPUL1,sp|Q9BUJ2|HNRL1_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens OX=9606 GN=HNRNPUL1 PE=1 SV=2;tr|M0R3F1|M0R3F1_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=HNRNPUL1 PE=1,9,9,12.5,856,-3.43959399874685,0.000332990972873214
IL1RAPL2,1.0328580193,0.0196839921456015,1,Q9NP60;A0A0A0MRB9,Q9NP60;A0A0A0MRB9,2;2,2;2,2;2,X-linked interleukin-1 receptor accessory protein-like 2,IL1RAPL2,sp|Q9NP60|IRPL2_HUMAN X-linked interleukin-1 receptor accessory protein-like 2 OS=Homo sapiens OX=9606 GN=IL1RAPL2 PE=2 SV=1;tr|A0A0A0MRB9|A0A0A0MRB9_HUMAN X-linked interleukin-1 receptor accessory protein-like 2 OS=Homo sapiens OX=9606 GN=IL1RAPL2 PE=4 SV,2,2,2.5,686,1.03285801934551,0.0196839921456015
SIRT2,-1.0582883441,0.115774927179562,0,C9JZQ0;B5MCS1;A0A0A0MRF5;E7EWX6;Q8IXJ6;F8WF57;F8WDM4;C9JR33;C9J3U7;F8WCF4;A0A087WYM3,C9JZQ0;B5MCS1;A0A0A0MRF5;E7EWX6;Q8IXJ6;F8WF57;F8WDM4;C9JR33;C9J3U7;F8WCF4;A0A087WYM3,2;2;2;2;1;1;1;1;1;1;1,2;2;2;2;1;1;1;1;1;1;1,2;2;2;2;1;1;1;1;1;1;1,NAD-dependent protein deacetylase sirtuin-2,SIRT2,tr|C9JZQ0|C9JZQ0_HUMAN NAD-dependent protein deacetylase sirtuin-2 (Fragment) OS=Homo sapiens OX=9606 GN=SIRT2 PE=1 SV=1;tr|B5MCS1|B5MCS1_HUMAN NAD-dependent protein deacetylase sirtuin-2 (Fragment) OS=Homo sapiens OX=9606 GN=SIRT2 PE=1 SV=1;tr|A0A0A0MRF5|,2,2,22.3,130,-1.0582883440901,0.115774927179562
NRAP,-0.7406323427,0.0752068986349033,0,Q86VF7;A0A0A0MRM2,Q86VF7;A0A0A0MRM2,3;3,3;3,3;3,Nebulin-related-anchoring protein,NRAP,sp|Q86VF7|NRAP_HUMAN Nebulin-related-anchoring protein OS=Homo sapiens OX=9606 GN=NRAP PE=1 SV=2;tr|A0A0A0MRM2|A0A0A0MRM2_HUMAN Nebulin-related-anchoring protein OS=Homo sapiens OX=9606 GN=NRAP PE=1 SV=1,3,3,2.3,1730,-0.740632342703914,0.0752068986349033
NOLC1,-1.7596241565,0.0293246305931246,1,Q14978;A0A0A0MRM9;S4R402;S4R341;S4R349,Q14978;A0A0A0MRM9,5;5;1;1;1,5;5;1;1;1,5;5;1;1;1,Nucleolar and coiled-body phosphoprotein 1,NOLC1,sp|Q14978|NOLC1_HUMAN Nucleolar and coiled-body phosphoprotein 1 OS=Homo sapiens OX=9606 GN=NOLC1 PE=1 SV=2;tr|A0A0A0MRM9|A0A0A0MRM9_HUMAN Nucleolar and coiled-body phosphoprotein 1 (Fragment) OS=Homo sapiens OX=9606 GN=NOLC1 PE=1 SV=1,5,5,7.3,699,-1.7596241565147,0.0293246305931246
SMARCA1;SMARCA5,0.5686493798,0.268103707332894,0,P28370;A0A0A0MRP6;B7ZLQ5;O60264,P28370;A0A0A0MRP6;B7ZLQ5;O60264,3;3;3;2,3;3;3;2,3;3;3;2,Probable global transcription activator SNF2L1;SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5,SMARCA1;SMARCA5,sp|P28370|SMCA1_HUMAN Probable global transcription activator SNF2L1 OS=Homo sapiens OX=9606 GN=SMARCA1 PE=1 SV=2;tr|A0A0A0MRP6|A0A0A0MRP6_HUMAN Probable global transcription activator SNF2L1 OS=Homo sapiens OX=9606 GN=SMARCA1 PE=1 SV=1;tr|B7ZLQ5|B7ZLQ5_HU,3,3,4.6,1054,0.568649379799299,0.268103707332894
ABI1,0.607545662,0.134989931720033,0,Q8IZP0;B6VEX4;A0A0A0MRT6,Q8IZP0;B6VEX4;A0A0A0MRT6,2;2;2,2;2;2,2;2;2,Abl interactor 1,ABI1,sp|Q8IZP0|ABI1_HUMAN Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1 PE=1 SV=4;tr|B6VEX4|B6VEX4_HUMAN Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1 PE=1 SV=1;tr|A0A0A0MRT6|A0A0A0MRT6_HUMAN Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1 PE=1 SV=1,2,2,5.3,508,0.607545661963747,0.134989931720033
CASP8,-2.4164784089,0.0331847561918423,1,Q14790;A0A0A0MS31;E7EQ01;E7EVN1;E7ETB7;E7EQ06;C9JB29,Q14790;A0A0A0MS31;E7EQ01;E7EVN1;E7ETB7;E7EQ06,3;3;2;2;2;2;1,3;3;2;2;2;2;1,3;3;2;2;2;2;1,Caspase-8;Caspase-8 subunit p18;Caspase-8 subunit p10,CASP8,sp|Q14790|CASP8_HUMAN Caspase-8 OS=Homo sapiens OX=9606 GN=CASP8 PE=1 SV=1;tr|A0A0A0MS31|A0A0A0MS31_HUMAN Caspase-8 OS=Homo sapiens OX=9606 GN=CASP8 PE=1 SV=1;tr|E7EQ01|E7EQ01_HUMAN Caspase-8 (Fragment) OS=Homo sapiens OX=9606 GN=CASP8 PE=1 SV=1;tr|E7EVN1|,3,3,7.7,479,-2.41647840891085,0.0331847561918423
HADH,-1.1669650664,0.0448376661160017,1,Q16836;A0A1W2PQV5;A0A1W2PNM1;A0A0A0MSE2;A0A0D9SFP2;E9PF18;A0A1W2PQ78;A0A1W2PQC2;A0A1W2PRT2,Q16836;A0A1W2PQV5;A0A1W2PNM1;A0A0A0MSE2;A0A0D9SFP2;E9PF18;A0A1W2PQ78,3;3;3;3;3;3;2;1;1,3;3;3;3;3;3;2;1;1,3;3;3;3;3;3;2;1;1,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",HADH,"sp|Q16836|HCDH_HUMAN Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=HADH PE=1 SV=3;tr|A0A1W2PQV5|A0A1W2PQV5_HUMAN Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=HADH PE=1 SV=1;tr|A0A1W2PNM1|A0",3,3,14,314,-1.16696506644535,0.0448376661160017
DDX42,1.1111078724,0.0485273596693653,1,Q86XP3;A0A0A0MSJ0;J3KRE3,Q86XP3;A0A0A0MSJ0,5;5;1,5;5;1,5;5;1,ATP-dependent RNA helicase DDX42,DDX42,sp|Q86XP3|DDX42_HUMAN ATP-dependent RNA helicase DDX42 OS=Homo sapiens OX=9606 GN=DDX42 PE=1 SV=1;tr|A0A0A0MSJ0|A0A0A0MSJ0_HUMAN ATP-dependent RNA helicase DDX42 OS=Homo sapiens OX=9606 GN=DDX42 PE=1 SV=1,5,5,6.7,938,1.11110787235635,0.0485273596693653
PLS3,-0.8040668042,0.0439353586554122,0,P13797;A0A0A0MSQ0;H7C4N2;Q5TBN3,P13797;A0A0A0MSQ0,7;7;3;1,7;7;3;1,3;3;1;0,Plastin-3,PLS3,sp|P13797|PLST_HUMAN Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=4;tr|A0A0A0MSQ0|A0A0A0MSQ0_HUMAN Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=1,7,3,13.3,630,-0.804066804153,0.0439353586554122
TAPBP,-1.6456912278,0.0032741507471416,1,O15533;Q6P1N7;C9JA35;A0A0G2JKZ1;A2AB90;A0A0G2JH37;A0A0A0MSV9,O15533;Q6P1N7;C9JA35;A0A0G2JKZ1;A2AB90;A0A0G2JH37;A0A0A0MSV9,2;2;2;2;2;2;2,2;2;2;2;2;2;2,2;2;2;2;2;2;2,Tapasin,TAPBP,sp|O15533|TPSN_HUMAN Tapasin OS=Homo sapiens OX=9606 GN=TAPBP PE=1 SV=1;tr|Q6P1N7|Q6P1N7_HUMAN TAPBP protein OS=Homo sapiens OX=9606 GN=TAPBP PE=1 SV=1;tr|C9JA35|C9JA35_HUMAN Tapasin (Fragment) OS=Homo sapiens OX=9606 GN=TAPBP PE=1 SV=1;tr|A0A0G2JKZ1|A0A0G,2,2,4.9,448,-1.6456912278444,0.0032741507471416
PITPNB,-1.2716518095,0.0082101081953672,1,P48739;A0A0A0MSW4;B3KYB6;B3KYB7;I3L3W1;I3L2X8;I3L471;I3L4C0;I3L4U7;I3L459,P48739;A0A0A0MSW4;B3KYB6;B3KYB7,5;5;3;3;1;1;1;1;1;1,5;5;3;3;1;1;1;1;1;1,4;4;2;2;0;0;0;0;0;0,Phosphatidylinositol transfer protein beta isoform,PITPNB,sp|P48739|PIPNB_HUMAN Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens OX=9606 GN=PITPNB PE=1 SV=2;tr|A0A0A0MSW4|A0A0A0MSW4_HUMAN Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens OX=9606 GN=PITPNB PE=1 SV=1;tr|B3KYB6|B3K,5,4,21.4,271,-1.27165180945694,0.0082101081953672
