RFWD2_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
BSG,-0.1708607926,0.336028815152101,0,P35613;A0A087X2B5;A0A087WUV8;I3L192;R4GMX5;R4GN83;A0A2R8YDZ0,P35613;A0A087X2B5;A0A087WUV8;I3L192;R4GMX5,6;6;5;4;3;2;1,6;6;5;4;3;2;1,6;6;5;4;3;2;1,Basigin,BSG,sp|P35613|BASI_HUMAN Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=2;tr|A0A087X2B5|A0A087X2B5_HUMAN Basigin (Fragment) OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=1;tr|A0A087WUV8|A0A087WUV8_HUMAN Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=1;tr|I3L192|I3L19,6,6,21,385;221;189;160;84;52;132
SRSF3,0.097055258,0.51206913461389,0,P84103;A0A087X2D0,P84103;A0A087X2D0,6;6,6;6,6;6,Serine/arginine-rich splicing factor 3,SRSF3,sp|P84103|SRSF3_HUMAN Serine/arginine-rich splicing factor 3 OS=Homo sapiens OX=9606 GN=SRSF3 PE=1 SV=1;tr|A0A087X2D0|A0A087X2D0_HUMAN Serine/arginine-rich-splicing factor 3 OS=Homo sapiens OX=9606 GN=SRSF3 PE=1 SV=1,6,6,38.4,164;95
MRPL45,0.4079347787,0.389319631162965,0,Q9BRJ2;A0A087X2D5;A0A0G2JMS5;A0A087WU62,Q9BRJ2;A0A087X2D5;A0A0G2JMS5;A0A087WU62,4;4;3;3,4;4;3;3,4;4;3;3,"39S ribosomal protein L45, mitochondrial",MRPL45,"sp|Q9BRJ2|RM45_HUMAN 39S ribosomal protein L45, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL45 PE=1 SV=2;tr|A0A087X2D5|A0A087X2D5_HUMAN 39S ribosomal protein L45, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL45 PE=1 SV=1;tr|A0A0G2JMS5|A0A0G2JMS5_HUMAN 39S",4,4,19.6,306;306;256;256
WDR18,-1.2851815503,0.0419635528736994,1,Q9BV38;U3KQC1;A0A0A0MQU0;K7EIR0;A0A087X237;K7EKX5;K7EML4,Q9BV38;U3KQC1;A0A0A0MQU0;K7EIR0,3;3;3;2;1;1;1,3;3;3;2;1;1;1,3;3;3;2;1;1;1,WD repeat-containing protein 18,WDR18,sp|Q9BV38|WDR18_HUMAN WD repeat-containing protein 18 OS=Homo sapiens OX=9606 GN=WDR18 PE=1 SV=2;tr|U3KQC1|U3KQC1_HUMAN WD repeat-containing protein 18 (Fragment) OS=Homo sapiens OX=9606 GN=WDR18 PE=1 SV=1;tr|A0A0A0MQU0|A0A0A0MQU0_HUMAN WD repeat-containin,3,3,8.1,432;394;429;409;144;152;268
HNRNPUL1,-0.5101972945,0.160133851468048,0,Q9BUJ2;A0A0A0MRA5;B7Z4B8;M0R3F1;M0QYZ0;M0R203;M0QZV6;M0R0K8;M0QYI8;M0QYM5,Q9BUJ2;A0A0A0MRA5;B7Z4B8;M0R3F1;M0QYZ0,11;11;11;9;7;2;2;2;2;1,11;11;11;9;7;2;2;2;2;1,11;11;11;9;7;2;2;2;2;1,Heterogeneous nuclear ribonucleoprotein U-like protein 1,HNRNPUL1,sp|Q9BUJ2|HNRL1_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens OX=9606 GN=HNRNPUL1 PE=1 SV=2;tr|A0A0A0MRA5|A0A0A0MRA5_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens OX=9606 GN=HNRNPUL1 PE=1 SV,11,11,18.6,856;766;767;641;371;81;118;158;172;90
EPB41L3,0.5338493946,0.0487464486458513,0,A0A0A0MSA4;A0A0A0MRA8;A8K968;Q9Y2J2;J3KT37;A0A0J9YW31;A0A0J9YW26;A0A0J9YY18;A0A2R8YFR9;A0A2U3TZH6;A0A3B3IU06;A0A2R8Y5Z6;A0A2R8Y5G2;A0A2R8Y570;A0A2R8YCW8;A0A2R8Y6G5;P11171;A0A2R8YD30;A0A3B3IUD6;A0A2R8Y7Y3;A0A2R8Y7N0;A0A2R8Y420;A0A2R8Y6D0;A0A3B3ITP0;A0A1B0GWG0;A0A2R8Y4N6;J3QS55;Q4VB86,A0A0A0MSA4;A0A0A0MRA8;A8K968;Q9Y2J2,9;9;9;9;4;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,8;8;8;8;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2;2;2;2;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,"Band 4.1-like protein 3;Band 4.1-like protein 3, N-terminally processed",EPB41L3,tr|A0A0A0MSA4|A0A0A0MSA4_HUMAN Band 4.1-like protein 3 OS=Homo sapiens OX=9606 GN=EPB41L3 PE=1 SV=1;tr|A0A0A0MRA8|A0A0A0MRA8_HUMAN Band 4.1-like protein 3 OS=Homo sapiens OX=9606 GN=EPB41L3 PE=1 SV=1;tr|A8K968|A8K968_HUMAN Band 4.1-like protein 3 OS=Homo s,9,2,11.1,1046;918;756;1087;147;183;188;325;675;841;807;787;782;766;748;680;864;655;607;601;565;544;542;542;483;387;162;622
NOLC1,0.1176485528,0.500546728521752,0,Q14978;A0A0A0MRM9;S4R349;S4R402;S4R3C2,Q14978;A0A0A0MRM9;S4R349,12;12;7;4;1,12;12;7;4;1,8;8;3;0;1,Nucleolar and coiled-body phosphoprotein 1,NOLC1,sp|Q14978|NOLC1_HUMAN Nucleolar and coiled-body phosphoprotein 1 OS=Homo sapiens OX=9606 GN=NOLC1 PE=1 SV=2;tr|A0A0A0MRM9|A0A0A0MRM9_HUMAN Nucleolar and coiled-body phosphoprotein 1 (Fragment) OS=Homo sapiens OX=9606 GN=NOLC1 PE=1 SV=1;tr|S4R349|S4R349_HUM,12,8,17,699;708;258;46;281
ABI1,-0.2353005388,0.230520073285692,0,Q8IZP0;B6VEX4;A0A0A0MRT6,Q8IZP0;B6VEX4;A0A0A0MRT6,2;2;2,2;2;2,2;2;2,Abl interactor 1,ABI1,sp|Q8IZP0|ABI1_HUMAN Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1 PE=1 SV=4;tr|B6VEX4|B6VEX4_HUMAN Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1 PE=1 SV=1;tr|A0A0A0MRT6|A0A0A0MRT6_HUMAN Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1 PE=1 SV=1,2,2,5.5,508;393;475
DCTN3,0.0247307043,0.869904933482882,0,O75935;X6RA56;A0A0A0MRV8;X6RLR1;X6RCK5,O75935;X6RA56;A0A0A0MRV8;X6RLR1;X6RCK5,3;3;3;3;2,3;3;3;3;2,3;3;3;3;2,Dynactin subunit 3,DCTN3,sp|O75935|DCTN3_HUMAN Dynactin subunit 3 OS=Homo sapiens OX=9606 GN=DCTN3 PE=1 SV=1;tr|X6RA56|X6RA56_HUMAN Dynactin subunit 3 OS=Homo sapiens OX=9606 GN=DCTN3 PE=1 SV=1;tr|A0A0A0MRV8|A0A0A0MRV8_HUMAN Dynactin subunit 3 (Fragment) OS=Homo sapiens OX=9606 GN,3,3,18.8,186;142;160;176;151
PLS3,-0.0624659538,0.682306649754854,0,P13797;A0A0A0MSQ0;H7C4N2;U3KQI3;Q5TBN3,P13797;A0A0A0MSQ0,12;12;4;3;1,12;12;4;3;1,9;9;2;2;0,Plastin-3,PLS3,sp|P13797|PLST_HUMAN Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=4;tr|A0A0A0MSQ0|A0A0A0MSQ0_HUMAN Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=1,12,9,22.9,630;617;190;164;246
NUP214,-0.173786234,0.428025790520169,0,P35658;A0A0A0MSW3;A0A494C1F2;H0YF36;A0A494BZU9;H0Y837;E9PKD2;B7ZAV2;A0A494C104,P35658;A0A0A0MSW3;A0A494C1F2,11;11;11;4;3;3;2;2;1,11;11;11;4;3;3;2;2;1,11;11;11;4;3;3;2;2;1,Nuclear pore complex protein Nup214,NUP214,sp|P35658|NU214_HUMAN Nuclear pore complex protein Nup214 OS=Homo sapiens OX=9606 GN=NUP214 PE=1 SV=2;tr|A0A0A0MSW3|A0A0A0MSW3_HUMAN Nuclear pore complex protein Nup214 OS=Homo sapiens OX=9606 GN=NUP214 PE=1 SV=1;tr|A0A494C1F2|A0A494C1F2_HUMAN Nuclear pore,11,11,9.7,2090;1519;2078;140;720;967;495;916;203
PITPNB,-0.3821220244,0.110945816877914,0,P48739;B3KYB6;B3KYB7;A0A0A0MSW4;I3L3W1;I3L2X8;I3L471;I3L4C0;I3L4U7;I3L459,P48739;B3KYB6;B3KYB7;A0A0A0MSW4,3;3;3;3;1;1;1;1;1;1,3;3;3;3;1;1;1;1;1;1,2;2;2;2;0;0;0;0;0;0,Phosphatidylinositol transfer protein beta isoform,PITPNB,sp|P48739|PIPNB_HUMAN Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens OX=9606 GN=PITPNB PE=1 SV=2;tr|B3KYB6|B3KYB6_HUMAN Phosphatidylinositol transfer protein beta isoform (Fragment) OS=Homo sapiens OX=9606 GN=PITPNB PE=1 SV=1;tr|B3KYB7|,3,2,12.5,271;120;167;271;44;83;98;115;121;142
SMARCA4,0.736495404,0.0143516878221155,0,P51532;A0A2R8YGP5;Q9HBD4;A0A0A0MT49;A0A2R8Y4P4;A0A2R8Y7S2;A0A2R8YGG3;A0A2R8YG32;A0A2R8Y440;A0A2R8Y7F3;A0A2R8YFV8;A0A2R8Y4R6;A0A2R8Y7Y7;A0A2R8Y526;A0A2R8YF58;A0A2R8Y4C5;A0A2R8Y6V2;A0A2R8YDA1;A0A2R8YCY3;A0A2R8Y6N0;A0A2R8YF80;P51531;A0A0U1RQZ9;A0A2R8Y523,P51532;A0A2R8YGP5;Q9HBD4;A0A0A0MT49;A0A2R8Y4P4;A0A2R8Y7S2;A0A2R8YGG3,5;5;5;5;5;5;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1,5;5;5;5;5;5;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1,5;5;5;5;5;5;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1,Transcription activator BRG1,SMARCA4,sp|P51532|SMCA4_HUMAN Transcription activator BRG1 OS=Homo sapiens OX=9606 GN=SMARCA4 PE=1 SV=2;tr|A0A2R8YGP5|A0A2R8YGP5_HUMAN Transcription activator BRG1 (Fragment) OS=Homo sapiens OX=9606 GN=SMARCA4 PE=1 SV=1;tr|Q9HBD4|Q9HBD4_HUMAN SMARCA4 isoform 2 OS=,5,5,4.6,1647;1165;1679;1681;1649;1646;1455;1198;1192;1165;375;234;1081;1068;1065;1047;1041;985;385;1145;1094;1590;1428;799
IVD,-0.0881306041,0.493324296831592,0,P26440;A0A0A0MT83;A0A0S2Z4K7;H0YLC3;H0YKV0;H0YN10;H7C4G6;A0A087WVD3,P26440;A0A0A0MT83;A0A0S2Z4K7;H0YLC3,6;6;5;3;2;2;2;1,6;6;5;3;2;2;2;1,6;6;5;3;2;2;2;1,"Isovaleryl-CoA dehydrogenase, mitochondrial",IVD,"sp|P26440|IVD_HUMAN Isovaleryl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=IVD PE=1 SV=2;tr|A0A0A0MT83|A0A0A0MT83_HUMAN Isovaleryl-CoA dehydrogenase isoform 1 OS=Homo sapiens OX=9606 GN=IVD PE=1 SV=2;tr|A0A0S2Z4K7|A0A0S2Z4K7_HUMAN Isovalery",6,6,13.6,426;423;393;243;145;212;307;211
TUSC3,-0.2889965946,0.0740709535631206,0,Q13454;D6RDV0;D6RA37;A0A0A0MTC2;D6RIY7,Q13454;D6RDV0;D6RA37;A0A0A0MTC2;D6RIY7,1;1;1;1;1,1;1;1;1;1,1;1;1;1;1,Tumor suppressor candidate 3,TUSC3,sp|Q13454|TUSC3_HUMAN Tumor suppressor candidate 3 OS=Homo sapiens OX=9606 GN=TUSC3 PE=1 SV=1;tr|D6RDV0|D6RDV0_HUMAN Tumor suppressor candidate 3 OS=Homo sapiens OX=9606 GN=TUSC3 PE=1 SV=1;tr|D6RA37|D6RA37_HUMAN Tumor suppressor candidate 3 OS=Homo sapiens,1,1,2.9,348;276;289;302;314
ILK,-0.1757401536,0.407116873450739,0,Q13418;A0A0A0MTH3;E9PQ52;A0A087WW45;A0A087WWY6,Q13418;A0A0A0MTH3,7;7;1;1;1,7;7;1;1;1,7;7;1;1;1,Integrin-linked protein kinase,ILK,sp|Q13418|ILK_HUMAN Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=2;tr|A0A0A0MTH3|A0A0A0MTH3_HUMAN Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=1,7,7,15.9,452;483;36;40;111
CUL2,-2.3606685543,0.000279561325940154,1,Q13617;Q5T2B5;A0A0A0MTN0;Q5T2B7,Q13617;Q5T2B5;A0A0A0MTN0,4;4;4;1,4;4;4;1,4;4;4;1,Cullin-2,CUL2,sp|Q13617|CUL2_HUMAN Cullin-2 OS=Homo sapiens OX=9606 GN=CUL2 PE=1 SV=2;tr|Q5T2B5|Q5T2B5_HUMAN Cullin-2 OS=Homo sapiens OX=9606 GN=CUL2 PE=1 SV=1;tr|A0A0A0MTN0|A0A0A0MTN0_HUMAN Cullin-2 OS=Homo sapiens OX=9606 GN=CUL2 PE=1 SV=1,4,4,5.8,745;706;758;90
TTN,1.6059445719,0.00463023286947248,1,A0A0A0MTS7;Q8WZ42;A0A0A0MRA3;H7C0U7,A0A0A0MTS7;Q8WZ42;A0A0A0MRA3,8;7;5;1,8;7;5;1,8;7;5;1,Titin,TTN,tr|A0A0A0MTS7|A0A0A0MTS7_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=1;sp|Q8WZ42|TITIN_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=4;tr|A0A0A0MRA3|A0A0A0MRA3_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=1,8,8,0.3,35991;34350;27118;241
TMED7;TMED7-TICAM2,0.0608299008,0.72386151203517,0,Q9Y3B3;A0A0A6YYA0;G3V2Y2,Q9Y3B3;A0A0A6YYA0,4;4;1,4;4;1,4;4;1,Transmembrane emp24 domain-containing protein 7,TMED7;TMED7-TICAM2,sp|Q9Y3B3|TMED7_HUMAN Transmembrane emp24 domain-containing protein 7 OS=Homo sapiens OX=9606 GN=TMED7 PE=1 SV=2;tr|A0A0A6YYA0|A0A0A6YYA0_HUMAN Protein TMED7-TICAM2 OS=Homo sapiens OX=9606 GN=TMED7-TICAM2 PE=3 SV=1,4,4,24.1,224;188;81
SRSF7,-0.1406480764,0.511614481525712,0,Q16629;A0A0B4J1Z1;C9JAB2,Q16629;A0A0B4J1Z1;C9JAB2,7;7;7,7;7;7,7;7;7,Serine/arginine-rich splicing factor 7,SRSF7,sp|Q16629|SRSF7_HUMAN Serine/arginine-rich splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1;tr|A0A0B4J1Z1|A0A0B4J1Z1_HUMAN Serine/arginine-rich-splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1;tr|C9JAB2|C9JAB2_HUMAN Serine/arginine-,7,7,24.8,238;137;235
RPS15,-0.5465309961,0.190790663131673,0,P62841;K7EM56;A0A0B4J2B4;S4R417;K7ELC2;S4R456;K7EJ78;K7EQJ5,P62841;K7EM56;A0A0B4J2B4;S4R417;K7ELC2;S4R456;K7EJ78;K7EQJ5,4;4;4;4;4;3;3;3,4;4;4;4;4;3;3;3,4;4;4;4;4;3;3;3,40S ribosomal protein S15,RPS15,sp|P62841|RS15_HUMAN 40S ribosomal protein S15 OS=Homo sapiens OX=9606 GN=RPS15 PE=1 SV=2;tr|K7EM56|K7EM56_HUMAN 40S ribosomal protein S15 OS=Homo sapiens OX=9606 GN=RPS15 PE=1 SV=2;tr|A0A0B4J2B4|A0A0B4J2B4_HUMAN 40S ribosomal protein S15 OS=Homo sapiens O,4,4,43.4,145;112;118;135;152;68;129;141
TPT1,-0.3606401263,0.189468505459022,0,P13693;Q5W0H4;A0A0B4J2C3;J3KPG2;E9PJF7;Q56UQ5;Q9HAU6;H0YCX0,P13693;Q5W0H4;A0A0B4J2C3;J3KPG2;E9PJF7,10;10;10;6;6;3;1;1,10;10;10;6;6;3;1;1,10;10;10;6;6;3;1;1,Translationally-controlled tumor protein,TPT1,sp|P13693|TCTP_HUMAN Translationally-controlled tumor protein OS=Homo sapiens OX=9606 GN=TPT1 PE=1 SV=1;tr|Q5W0H4|Q5W0H4_HUMAN Translationally-controlled tumor protein OS=Homo sapiens OX=9606 GN=TPT1 PE=1 SV=1;tr|A0A0B4J2C3|A0A0B4J2C3_HUMAN Translationally,10,10,35.5,172;188;197;160;162;140;139;77
PWP2,-0.0682573456,0.634729512432596,0,A0A0B4J2E5;Q15269;C9J544,A0A0B4J2E5;Q15269,11;10;3,11;10;3,10;9;3,Periodic tryptophan protein 2 homolog,PWP2,tr|A0A0B4J2E5|A0A0B4J2E5_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 GN=LOC102724159 PE=1 SV=1;sp|Q15269|PWP2_HUMAN Periodic tryptophan protein 2 homolog OS=Homo sapiens OX=9606 GN=PWP2 PE=2 SV=2,11,10,14.7,919;919;186
SET;SETSIP,-0.1624727429,0.380599109257484,0,Q01105;A0A0C4DFV9;P0DME0;A0A087X027,Q01105;A0A0C4DFV9;P0DME0;A0A087X027,10;10;7;7,10;10;7;7,10;10;7;7,Protein SET;Protein SETSIP,SET;SETSIP,sp|Q01105|SET_HUMAN Protein SET OS=Homo sapiens OX=9606 GN=SET PE=1 SV=3;tr|A0A0C4DFV9|A0A0C4DFV9_HUMAN Protein SET OS=Homo sapiens OX=9606 GN=SET PE=1 SV=1;sp|P0DME0|SETLP_HUMAN Protein SETSIP OS=Homo sapiens OX=9606 GN=SETSIP PE=1 SV=1;tr|A0A087X027|A0A0,10,10,32.1,290;266;302;292
RPSA,0.0080048118,0.953678465743507,0,P08865;C9J9K3;A0A0C4DG17;F8WD59,P08865;C9J9K3;A0A0C4DG17;F8WD59,22;22;22;12,22;22;22;12,22;22;22;12,40S ribosomal protein SA,RPSA,sp|P08865|RSSA_HUMAN 40S ribosomal protein SA OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=4;tr|C9J9K3|C9J9K3_HUMAN 40S ribosomal protein SA (Fragment) OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=8;tr|A0A0C4DG17|A0A0C4DG17_HUMAN 40S ribosomal protein SA OS=Homo sap,22,22,68.8,295;263;300;116
HTRA2,0.4746713904,0.112826881002879,0,O43464;A0A0C4DG44;P83110,O43464;A0A0C4DG44,3;3;1,3;3;1,3;3;1,"Serine protease HTRA2, mitochondrial",HTRA2,"sp|O43464|HTRA2_HUMAN Serine protease HTRA2, mitochondrial OS=Homo sapiens OX=9606 GN=HTRA2 PE=1 SV=2;tr|A0A0C4DG44|A0A0C4DG44_HUMAN Serine protease HTRA2, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=HTRA2 PE=1 SV=1",3,3,6.3,458;423;453
DDX46,-0.1409907059,0.339349812182352,0,Q7L014;A0A0C4DG89;D6RJA6,Q7L014;A0A0C4DG89,11;11;4,11;11;4,11;11;4,Probable ATP-dependent RNA helicase DDX46,DDX46,sp|Q7L014|DDX46_HUMAN Probable ATP-dependent RNA helicase DDX46 OS=Homo sapiens OX=9606 GN=DDX46 PE=1 SV=2;tr|A0A0C4DG89|A0A0C4DG89_HUMAN Probable ATP-dependent RNA helicase DDX46 OS=Homo sapiens OX=9606 GN=DDX46 PE=1 SV=1,11,11,11.6,1031;1032;471
CHD4,-0.0889711137,0.506081364818458,0,Q14839;A0A0C4DGG9;A0A2R8Y521;A0A2R8Y212;F5GWX5;A0A2R8YFD8;A0A2U3TZM0;A0A2R8YFK9;A0A2R8YD40;A0A2R8YDJ9;A0A2R8Y5J0;A0A2R8Y425;A0A2R8Y4X2;A0A2R8YDW2;A0A2R8Y445;A0A2R8YER1;A0A2R8Y8C1;A0A2R8Y7I0;A0A2R8Y7M9;A0A2R8Y5Z7;A0A2R8Y685;A0A2R8Y8B3;A0A2R8Y5M9;A0A2R8YE38;A0A2R8Y795,Q14839;A0A0C4DGG9;A0A2R8Y521;A0A2R8Y212;F5GWX5;A0A2R8YFD8;A0A2U3TZM0;A0A2R8YFK9;A0A2R8YD40;A0A2R8YDJ9;A0A2R8Y5J0;A0A2R8Y425;A0A2R8Y4X2;A0A2R8YDW2;A0A2R8Y445;A0A2R8YER1;A0A2R8Y8C1;A0A2R8Y7I0;A0A2R8Y7M9,21;21;21;21;21;21;21;21;21;21;21;21;20;19;13;13;13;12;12;9;9;7;5;4;1,21;21;21;21;21;21;21;21;21;21;21;21;20;19;13;13;13;12;12;9;9;7;5;4;1,13;13;13;13;13;13;13;13;13;13;13;13;13;12;6;6;6;8;8;5;5;5;1;1;1,Chromodomain-helicase-DNA-binding protein 4,CHD4,sp|Q14839|CHD4_HUMAN Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=2;tr|A0A0C4DGG9|A0A0C4DGG9_HUMAN Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=1;tr|A0A2R8Y521|A0A2R8Y521_HUMAN C,21,13,14.1,1912;1937;1920;1914;1905;1903;1902;1899;1484;1554;1892;1889;1262;1215;1671;1645;1669;605;560;1425;1377;1147;554;458;48
CAPNS1,0.0453007208,0.73763344287083,0,P04632;A0A0C4DGQ5;K7EM73;K7EIV0;A0A075B7C0;K7ELJ7;U3KQE2;K7EKD8;U3KPR7;K7ES78;K7EMQ1,P04632;A0A0C4DGQ5;K7EM73;K7EIV0;A0A075B7C0;K7ELJ7;U3KQE2;K7EKD8,8;8;7;7;7;7;6;4;3;1;1,8;8;7;7;7;7;6;4;3;1;1,8;8;7;7;7;7;6;4;3;1;1,Calpain small subunit 1,CAPNS1,sp|P04632|CPNS1_HUMAN Calpain small subunit 1 OS=Homo sapiens OX=9606 GN=CAPNS1 PE=1 SV=1;tr|A0A0C4DGQ5|A0A0C4DGQ5_HUMAN Calpain small subunit 1 OS=Homo sapiens OX=9606 GN=CAPNS1 PE=1 SV=1;tr|K7EM73|K7EM73_HUMAN Calpain small subunit 1 (Fragment) OS=Homo s,8,8,34.3,268;322;163;196;197;278;161;238;100;72;94
DDOST,-0.0283567659,0.844562338252162,0,P39656;A0A0C4DGS1;U3KQ84,P39656;A0A0C4DGS1;U3KQ84,12;12;6,12;12;6,12;12;6,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,DDOST,sp|P39656|OST48_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Homo sapiens OX=9606 GN=DDOST PE=1 SV=4;tr|A0A0C4DGS1|A0A0C4DGS1_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=H,12,12,30,456;439;154
LAMTOR5,-1.0933102712,0.00531299225486491,1,O43504;R4GMU8;E9PLX3;A0A0C4DGV4,O43504;R4GMU8;E9PLX3;A0A0C4DGV4,1;1;1;1,1;1;1;1,1;1;1;1,Ragulator complex protein LAMTOR5,LAMTOR5,sp|O43504|LTOR5_HUMAN Ragulator complex protein LAMTOR5 OS=Homo sapiens OX=9606 GN=LAMTOR5 PE=1 SV=1;tr|R4GMU8|R4GMU8_HUMAN Ragulator complex protein LAMTOR5 OS=Homo sapiens OX=9606 GN=LAMTOR5 PE=1 SV=1;tr|E9PLX3|E9PLX3_HUMAN Ragulator complex protein LAMT,1,1,22,91;79;90;173
DDX3X,-0.2205979006,0.122458820386328,0,O00571;A0A0D9SFB3;A0A2R8Y645;A0A2R8Y4A4;A0A2U3TZJ9;A0A2R8YFS5;A0A2R8YFR4;A0A2R8YCW1;A0A0D9SG12;A0A2R8YF78;A0A2R8Y5G6;A0A2R8Y7T2;A0A2R8YDT5;A0A0D9SF53;F6S8Q4;A0A2R8YDH3;A0A0J9YVQ7;A0A087WVZ1;C9J081;D6RCM4;Q9NQI0;H0Y960;C9J8G5;A0A2R8Y4D2,O00571;A0A0D9SFB3;A0A2R8Y645;A0A2R8Y4A4;A0A2U3TZJ9;A0A2R8YFS5;A0A2R8YFR4;A0A2R8YCW1;A0A0D9SG12;A0A2R8YF78;A0A2R8Y5G6;A0A2R8Y7T2;A0A2R8YDT5;A0A0D9SF53;F6S8Q4;A0A2R8YDH3,22;22;22;22;22;22;22;22;22;22;22;22;22;22;20;16;8;6;2;1;1;1;1;1,21;21;21;21;21;21;21;21;21;21;21;21;21;21;19;15;8;6;2;1;1;1;1;1,4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;2;0;0;0;0;0;0,ATP-dependent RNA helicase DDX3X,DDX3X,sp|O00571|DDX3X_HUMAN ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3;tr|A0A0D9SFB3|A0A0D9SFB3_HUMAN ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=1;tr|A0A2R8Y645|A0A2R8Y645_HUMAN ATP-dependent RNA he,22,4,34,662;640;716;662;661;661;660;647;647;641;622;476;475;733;629;503;222;189;250;518;724;305;224;78
DNM1,-0.175550155,0.293685028140931,0,Q05193;A0A0D9SFB1;A0A0U1RQP1;A0A0D9SFE4;A0A1B0GUX5;A0A1B0GU67;E5RIK2,Q05193;A0A0D9SFB1;A0A0U1RQP1;A0A0D9SFE4;A0A1B0GUX5;A0A1B0GU67,9;9;9;9;7;6;2,9;9;9;9;7;6;2,3;3;3;3;3;2;0,Dynamin-1,DNM1,sp|Q05193|DYN1_HUMAN Dynamin-1 OS=Homo sapiens OX=9606 GN=DNM1 PE=1 SV=2;tr|A0A0D9SFB1|A0A0D9SFB1_HUMAN Dynamin-1 OS=Homo sapiens OX=9606 GN=DNM1 PE=1 SV=1;tr|A0A0U1RQP1|A0A0U1RQP1_HUMAN Dynamin-1 OS=Homo sapiens OX=9606 GN=DNM1 PE=1 SV=1;tr|A0A0D9SFE4|A0A,9,3,10.1,864;835;856;864;320;356;445
HSPA1A;HSPA1B,-0.0834650549,0.640994149001045,0,P0DMV8;A0A0G2JIW1;P0DMV9;V9GZ37,P0DMV8;A0A0G2JIW1;P0DMV9;V9GZ37,33;33;33;20,31;31;31;20,20;20;20;13,Heat shock 70 kDa protein 1A;Heat shock 70 kDa protein 1B,HSPA1A;HSPA1B,sp|P0DMV8|HS71A_HUMAN Heat shock 70 kDa protein 1A OS=Homo sapiens OX=9606 GN=HSPA1A PE=1 SV=1;tr|A0A0G2JIW1|A0A0G2JIW1_HUMAN Heat shock 70 kDa protein 1B OS=Homo sapiens OX=9606 GN=HSPA1B PE=1 SV=1;sp|P0DMV9|HS71B_HUMAN Heat shock 70 kDa protein 1B OS=Hom,33,20,44.6,641;642;641;476
