DET1_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
SMARCA4,2.6475981792,0.000893556543488902,1,P51532;A0A0A0MT49;Q9HBD4;A0A2R8Y4P4;A0A2R8Y7S2;A0A2R8YGP5;A0A2R8Y6N0;A0A2R8YGG3;A0A2R8YG32;A0A2R8Y440;A0A2R8Y7F3;A0A2R8YF80;A0A2R8Y7Y7;A0A2R8Y526;A0A2R8YF58;A0A2R8Y4C5;A0A2R8Y6V2;A0A2R8YDA1;A0A2R8YCY3;A0A2R8YFV8;A0A2R8Y523;A0A2R8Y4R6,P51532;A0A0A0MT49;Q9HBD4;A0A2R8Y4P4;A0A2R8Y7S2;A0A2R8YGP5;A0A2R8Y6N0;A0A2R8YGG3;A0A2R8YG32;A0A2R8Y440;A0A2R8Y7F3;A0A2R8YF80;A0A2R8Y7Y7;A0A2R8Y526;A0A2R8YF58;A0A2R8Y4C5;A0A2R8Y6V2;A0A2R8YDA1;A0A2R8YCY3;A0A2R8YFV8;A0A2R8Y523;A0A2R8Y4R6,4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2,4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2,2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0,Transcription activator BRG1,SMARCA4,sp|P51532|SMCA4_HUMAN Transcription activator BRG1 OS=Homo sapiens OX=9606 GN=SMARCA4 PE=1 SV=2;tr|A0A0A0MT49|A0A0A0MT49_HUMAN Transcription activator BRG1 OS=Homo sapiens OX=9606 GN=SMARCA4 PE=1 SV=1;tr|Q9HBD4|Q9HBD4_HUMAN SMARCA4 isoform 2 OS=Homo sapien,4,2,3.2,1647
IVD,-0.1528595086,0.255803864282582,0,P26440;A0A0A0MT83;A0A0S2Z4K7;H0YLC3;H7C4G6;H0YN10;H0YKV0;A0A087WVD3,P26440;A0A0A0MT83;A0A0S2Z4K7;H0YLC3;H7C4G6,8;8;7;4;4;3;2;2,8;8;7;4;4;3;2;2,8;8;7;4;4;3;2;2,"Isovaleryl-CoA dehydrogenase, mitochondrial",IVD,"sp|P26440|IVD_HUMAN Isovaleryl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=IVD PE=1 SV=2;tr|A0A0A0MT83|A0A0A0MT83_HUMAN Isovaleryl-CoA dehydrogenase isoform 1 OS=Homo sapiens OX=9606 GN=IVD PE=1 SV=2;tr|A0A0S2Z4K7|A0A0S2Z4K7_HUMAN Isovalery",8,8,24.6,426
ILK,-0.1429787359,0.498316351647088,0,Q13418;A0A0A0MTH3;E9PQ52;A0A087WW45;A0A087WWY6,Q13418;A0A0A0MTH3,5;5;1;1;1,5;5;1;1;1,5;5;1;1;1,Integrin-linked protein kinase,ILK,sp|Q13418|ILK_HUMAN Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=2;tr|A0A0A0MTH3|A0A0A0MTH3_HUMAN Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=1,5,5,12.2,452
ELOVL5,-0.3784056913,0.0491961134063473,0,Q9NYP7;A0A0A0MTI6,Q9NYP7;A0A0A0MTI6,1;1,1;1,1;1,Elongation of very long chain fatty acids protein 5;Elongation of very long chain fatty acids protein,ELOVL5,sp|Q9NYP7|ELOV5_HUMAN Elongation of very long chain fatty acids protein 5 OS=Homo sapiens OX=9606 GN=ELOVL5 PE=1 SV=1;tr|A0A0A0MTI6|A0A0A0MTI6_HUMAN Elongation of very long chain fatty acids protein OS=Homo sapiens OX=9606 GN=ELOVL5 PE=1 SV=1,1,1,4.3,299
FKBP8,-0.2861061069,0.41774785121383,0,Q14318;U3KQI1;A0A0A0MTJ1,Q14318;U3KQI1;A0A0A0MTJ1,1;1;1,1;1;1,1;1;1,Peptidyl-prolyl cis-trans isomerase FKBP8,FKBP8,sp|Q14318|FKBP8_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP8 OS=Homo sapiens OX=9606 GN=FKBP8 PE=1 SV=2;tr|U3KQI1|U3KQI1_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP8 (Fragment) OS=Homo sapiens OX=9606 GN=FKBP8 PE=1 SV=1;tr|A0A0A0MTJ1|A0A0A0MTJ1_HUMAN,1,1,3.9,412
TTN,-1.1527187962,0.53532368516042,0,Q8WZ42;A0A0A0MTS7;A0A0A0MRA3,Q8WZ42;A0A0A0MTS7;A0A0A0MRA3,4;4;3,4;4;3,4;4;3,Titin,TTN,sp|Q8WZ42|TITIN_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=4;tr|A0A0A0MTS7|A0A0A0MTS7_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=1;tr|A0A0A0MRA3|A0A0A0MRA3_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=1,4,4,0.2,34350
TMED7;TMED7-TICAM2,0.0306254132,0.833345049625468,0,Q9Y3B3;A0A0A6YYA0,Q9Y3B3;A0A0A6YYA0,2;2,2;2,2;2,Transmembrane emp24 domain-containing protein 7,TMED7;TMED7-TICAM2,sp|Q9Y3B3|TMED7_HUMAN Transmembrane emp24 domain-containing protein 7 OS=Homo sapiens OX=9606 GN=TMED7 PE=1 SV=2;tr|A0A0A6YYA0|A0A0A6YYA0_HUMAN Protein TMED7-TICAM2 OS=Homo sapiens OX=9606 GN=TMED7-TICAM2 PE=3 SV=1,2,2,10.3,224
NAA15,-0.2100898784,0.167126377326418,0,Q9BXJ9;A0A0B4J1W3;Q6N069,Q9BXJ9;A0A0B4J1W3,3;3;1,3;3;1,3;3;1,"N-alpha-acetyltransferase 15, NatA auxiliary subunit",NAA15,"sp|Q9BXJ9|NAA15_HUMAN N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1;tr|A0A0B4J1W3|A0A0B4J1W3_HUMAN N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1",3,3,3.6,866
SRSF7,-0.2217798973,0.181862032055506,0,Q16629;A0A0B4J1Z1;C9JAB2,Q16629;A0A0B4J1Z1;C9JAB2,6;6;6,6;6;6,6;6;6,Serine/arginine-rich splicing factor 7,SRSF7,sp|Q16629|SRSF7_HUMAN Serine/arginine-rich splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1;tr|A0A0B4J1Z1|A0A0B4J1Z1_HUMAN Serine/arginine-rich-splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1;tr|C9JAB2|C9JAB2_HUMAN Serine/arginine-,6,6,23.1,238
TCEB2,-0.2228603234,0.16529018235606,0,Q15370;A0A0B4J296;B8ZZU8;I3L0M9,Q15370;A0A0B4J296,3;3;1;1,3;3;1;1,3;3;1;1,Transcription elongation factor B polypeptide 2,TCEB2,sp|Q15370|ELOB_HUMAN Elongin-B OS=Homo sapiens OX=9606 GN=ELOB PE=1 SV=1;tr|A0A0B4J296|A0A0B4J296_HUMAN Elongin-B OS=Homo sapiens OX=9606 GN=ELOB PE=1 SV=1,3,3,13.6,118
RPS15,0.1667119651,0.693462971220009,0,P62841;K7EM56;A0A0B4J2B4;S4R417;K7ELC2;S4R456;K7EJ78;K7EQJ5,P62841;K7EM56;A0A0B4J2B4;S4R417;K7ELC2;S4R456;K7EJ78;K7EQJ5,2;2;2;2;2;1;1;1,2;2;2;2;2;1;1;1,2;2;2;2;2;1;1;1,40S ribosomal protein S15,RPS15,sp|P62841|RS15_HUMAN 40S ribosomal protein S15 OS=Homo sapiens OX=9606 GN=RPS15 PE=1 SV=2;tr|K7EM56|K7EM56_HUMAN 40S ribosomal protein S15 OS=Homo sapiens OX=9606 GN=RPS15 PE=1 SV=2;tr|A0A0B4J2B4|A0A0B4J2B4_HUMAN 40S ribosomal protein S15 OS=Homo sapiens O,2,2,31.7,145
TPT1,0.4723267765,0.132932335997513,0,P13693;Q5W0H4;A0A0B4J2C3;J3KPG2;E9PJF7;Q9HAU6;H0YCX0,P13693;Q5W0H4;A0A0B4J2C3;J3KPG2;E9PJF7,9;9;9;5;5;1;1,9;9;9;5;5;1;1,7;7;7;3;3;1;0,Translationally-controlled tumor protein,TPT1,sp|P13693|TCTP_HUMAN Translationally-controlled tumor protein OS=Homo sapiens OX=9606 GN=TPT1 PE=1 SV=1;tr|Q5W0H4|Q5W0H4_HUMAN Translationally-controlled tumor protein OS=Homo sapiens OX=9606 GN=TPT1 PE=1 SV=1;tr|A0A0B4J2C3|A0A0B4J2C3_HUMAN Translationally,9,7,35.5,172
PWP2,0.0330581276,0.798163059478731,0,Q15269;A0A0B4J2E5;C9J544,Q15269;A0A0B4J2E5,3;3;1,3;3;1,3;3;1,Periodic tryptophan protein 2 homolog,PWP2,sp|Q15269|PWP2_HUMAN Periodic tryptophan protein 2 homolog OS=Homo sapiens OX=9606 GN=PWP2 PE=2 SV=2;tr|A0A0B4J2E5|A0A0B4J2E5_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 GN=LOC102724159 PE=1 SV=1,3,3,3.5,919
SET;SETSIP,-0.1512934917,0.384700850049368,0,Q01105;A0A0C4DFV9;P0DME0;A0A087X027,Q01105;A0A0C4DFV9;P0DME0;A0A087X027,11;11;8;8,11;11;8;8,11;11;8;8,Protein SET;Protein SETSIP,SET;SETSIP,sp|Q01105|SET_HUMAN Protein SET OS=Homo sapiens OX=9606 GN=SET PE=1 SV=3;tr|A0A0C4DFV9|A0A0C4DFV9_HUMAN Protein SET OS=Homo sapiens OX=9606 GN=SET PE=1 SV=1;sp|P0DME0|SETLP_HUMAN Protein SETSIP OS=Homo sapiens OX=9606 GN=SETSIP PE=1 SV=1;tr|A0A087X027|A0A0,11,11,32.1,290
RPSA,0.0935247481,0.504357438218706,0,P08865;C9J9K3;A0A0C4DG17;F8WD59,P08865;C9J9K3;A0A0C4DG17;F8WD59,23;23;23;13,23;23;23;13,23;23;23;13,40S ribosomal protein SA,RPSA,sp|P08865|RSSA_HUMAN 40S ribosomal protein SA OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=4;tr|C9J9K3|C9J9K3_HUMAN 40S ribosomal protein SA (Fragment) OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=8;tr|A0A0C4DG17|A0A0C4DG17_HUMAN 40S ribosomal protein SA OS=Homo sap,23,23,68.8,295
DDX46,-0.140542158,0.555845053453201,0,Q7L014;A0A0C4DG89;D6RJA6;H0Y9U3,Q7L014;A0A0C4DG89,12;12;3;1,12;12;3;1,12;12;3;1,Probable ATP-dependent RNA helicase DDX46,DDX46,sp|Q7L014|DDX46_HUMAN Probable ATP-dependent RNA helicase DDX46 OS=Homo sapiens OX=9606 GN=DDX46 PE=1 SV=2;tr|A0A0C4DG89|A0A0C4DG89_HUMAN Probable ATP-dependent RNA helicase DDX46 OS=Homo sapiens OX=9606 GN=DDX46 PE=1 SV=1,12,12,12,1031
CHD4,-0.1863004384,0.230319065436607,0,Q14839;A0A2R8Y425;A0A0C4DGG9;A0A2R8Y521;A0A2R8Y212;F5GWX5;A0A2R8YFD8;A0A2R8YD40;A0A2R8YDJ9;A0A2U3TZM0;A0A2R8YFK9;A0A2R8Y5J0;A0A2R8Y4X2;A0A2R8YDW2;A0A2R8Y7I0;A0A2R8YER1;A0A2R8Y445;A0A2R8Y8C1;A0A2R8Y7M9;A0A2R8Y5M9;A0A2R8Y5Z7;A0A2R8Y685;A0A2R8Y8B3;A0A2R8YE38,Q14839;A0A2R8Y425;A0A0C4DGG9;A0A2R8Y521;A0A2R8Y212;F5GWX5;A0A2R8YFD8;A0A2R8YD40;A0A2R8YDJ9;A0A2U3TZM0;A0A2R8YFK9;A0A2R8Y5J0;A0A2R8Y4X2;A0A2R8YDW2;A0A2R8Y7I0;A0A2R8YER1;A0A2R8Y445;A0A2R8Y8C1;A0A2R8Y7M9,13;13;13;13;13;13;13;13;13;13;13;13;12;11;9;8;8;8;8;4;4;4;4;4,13;13;13;13;13;13;13;13;13;13;13;13;12;11;9;8;8;8;8;4;4;4;4;4,8;8;8;8;8;8;8;8;8;8;8;8;8;7;6;3;3;3;5;1;2;2;2;1,Chromodomain-helicase-DNA-binding protein 4,CHD4,sp|Q14839|CHD4_HUMAN Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=2;tr|A0A2R8Y425|A0A2R8Y425_HUMAN Chromodomain-helicase-DNA-binding protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=1;tr|A0A0C4DGG9|A0A0C4D,13,8,9.2,1912
DDOST,-0.1887232817,0.231295797655491,0,P39656;A0A0C4DGS1;U3KQ84,P39656;A0A0C4DGS1;U3KQ84,12;12;7,12;12;7,12;12;7,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,DDOST,sp|P39656|OST48_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Homo sapiens OX=9606 GN=DDOST PE=1 SV=4;tr|A0A0C4DGS1|A0A0C4DGS1_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=H,12,12,28.3,456
DDX3X;DDX3Y,-0.1767961492,0.226300226844777,0,O00571;A0A0D9SFB3;A0A2R8Y645;A0A2R8Y4A4;A0A2R8YFS5;A0A2U3TZJ9;A0A2R8YFR4;A0A2R8YCW1;A0A0D9SG12;A0A2R8YF78;A0A2R8Y5G6;A0A2R8Y7T2;A0A2R8YDT5;A0A0D9SF53;O15523;F6S8Q4;A0A2R8YDH3;A0A0J9YVQ7;A0A087WVZ1;C9J081;C9J8G5;A0A2R8Y4D2;H0Y960;D6RCM4;Q9NQI0,O00571;A0A0D9SFB3;A0A2R8Y645;A0A2R8Y4A4;A0A2R8YFS5;A0A2U3TZJ9;A0A2R8YFR4;A0A2R8YCW1;A0A0D9SG12;A0A2R8YF78;A0A2R8Y5G6;A0A2R8Y7T2;A0A2R8YDT5;A0A0D9SF53;O15523;F6S8Q4;A0A2R8YDH3,19;19;19;19;19;19;19;19;19;19;19;19;19;19;17;17;15;5;4;3;2;2;1;1;1,18;18;18;18;18;18;18;18;18;18;18;18;18;18;16;16;14;5;4;3;2;2;1;1;1,18;18;18;18;18;18;18;18;18;18;18;18;18;18;16;16;14;5;4;3;2;2;1;1;1,ATP-dependent RNA helicase DDX3X;ATP-dependent RNA helicase DDX3Y,DDX3X;DDX3Y,sp|O00571|DDX3X_HUMAN ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3;tr|A0A0D9SFB3|A0A0D9SFB3_HUMAN ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=1;tr|A0A2R8Y645|A0A2R8Y645_HUMAN ATP-dependent RNA he,19,18,26.1,662
SPTAN1,0.0229489716,0.942029947426632,0,Q13813;A0A0D9SGF6;A0A0D9SF54;A0A1B0GTB7;A0A0D9SFF6;A0A1B0GUH3,Q13813;A0A0D9SGF6;A0A0D9SF54,31;31;30;3;3;1,31;31;30;3;3;1,31;31;30;3;3;1,"Spectrin alpha chain, non-erythrocytic 1",SPTAN1,"sp|Q13813|SPTN1_HUMAN Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=3;tr|A0A0D9SGF6|A0A0D9SGF6_HUMAN Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=1;tr|A0A0D9SF54|A0A0D9SF54_HUMAN Sp",31,31,15.9,2472
HSPA1A;HSPA1B,0.8159541821,0.0186572047711215,0,P0DMV8;A0A0G2JIW1;P0DMV9;V9GZ37,P0DMV8;A0A0G2JIW1;P0DMV9;V9GZ37,32;32;32;19,28;28;28;18,16;16;16;10,Heat shock 70 kDa protein 1A;Heat shock 70 kDa protein 1B,HSPA1A;HSPA1B,sp|P0DMV8|HS71A_HUMAN Heat shock 70 kDa protein 1A OS=Homo sapiens OX=9606 GN=HSPA1A PE=1 SV=1;tr|A0A0G2JIW1|A0A0G2JIW1_HUMAN Heat shock 70 kDa protein 1B OS=Homo sapiens OX=9606 GN=HSPA1B PE=1 SV=1;sp|P0DMV9|HS71B_HUMAN Heat shock 70 kDa protein 1B OS=Hom,32,16,45.7,641
CSNK2B;CSNK2B-LY6G5B-1181;CSNK2B-LY6G5B--991,0.8143060986,0.128026981904553,0,P67870;Q5SRQ6;Q5SRQ3;N0E472;A0A0G2JM12;N0E644;A0A0G2JM58,P67870;Q5SRQ6;Q5SRQ3;N0E472;A0A0G2JM12,4;4;4;4;4;1;1,4;4;4;4;4;1;1,4;4;4;4;4;1;1,Casein kinase II subunit beta,CSNK2B;CSNK2B-LY6G5B-1181;CSNK2B-LY6G5B--991,sp|P67870|CSK2B_HUMAN Casein kinase II subunit beta OS=Homo sapiens OX=9606 GN=CSNK2B PE=1 SV=1;tr|Q5SRQ6|Q5SRQ6_HUMAN Casein kinase II subunit beta OS=Homo sapiens OX=9606 GN=CSNK2B PE=1 SV=2;tr|Q5SRQ3|Q5SRQ3_HUMAN Casein kinase II subunit beta OS=Homo sa,4,4,22.8,215
PUF60,0.4226176375,0.246291606278551,0,A0A0J9YYL3;A0A0J9YVP6;Q9UHX1;A0A0J9YVR6;E9PQ56;A0A0J9YXJ8;A0A0J9YXX5;A0A0J9YWM1;H0YEM1;E9PMU7;E9PN18;E9PL19;H0YCP8,A0A0J9YYL3;A0A0J9YVP6;Q9UHX1;A0A0J9YVR6;E9PQ56;A0A0J9YXJ8;A0A0J9YXX5;A0A0J9YWM1;H0YEM1;E9PMU7;E9PN18,7;7;6;6;6;6;6;5;5;4;4;3;3,7;7;6;6;6;6;6;5;5;4;4;3;3,7;7;6;6;6;6;6;5;5;4;4;3;3,Poly(U)-binding-splicing factor PUF60,PUF60,tr|A0A0J9YYL3|A0A0J9YYL3_HUMAN Poly(U)-binding-splicing factor PUF60 (Fragment) OS=Homo sapiens OX=9606 GN=PUF60 PE=1 SV=1;tr|A0A0J9YVP6|A0A0J9YVP6_HUMAN Poly(U)-binding-splicing factor PUF60 (Fragment) OS=Homo sapiens OX=9606 GN=PUF60 PE=1 SV=1;sp|Q9UHX1|,7,7,22.8,505
MATR3,-0.1917798408,0.264792919734643,0,P43243;A0A0R4J2E8;A8MXP9;D6REM6;D6R991;B3KM87;H0Y8T4;Q68E03;D6R8Z5;D6RCM3;D6REK4;D6RB45;A0A1B0GX04;D6RBS2;D6R9F3;D6RBK5;D6RE02;D6RIA2;D6RBI2;D6RAY2;D6RAM9,P43243;A0A0R4J2E8;A8MXP9;D6REM6;D6R991;B3KM87,27;27;27;23;16;14;11;6;6;5;5;4;4;4;4;4;3;3;3;2;2,27;27;27;23;16;14;11;6;6;5;5;4;4;4;4;4;3;3;3;2;2,27;27;27;23;16;14;11;6;6;5;5;4;4;4;4;4;3;3;3;2;2,Matrin-3,MATR3,sp|P43243|MATR3_HUMAN Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=2;tr|A0A0R4J2E8|A0A0R4J2E8_HUMAN Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=1;tr|A8MXP9|A8MXP9_HUMAN Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=1;tr|D6REM6|D6REM6_HUMAN M,27,27,37.1,847
PACSIN2,-0.1737079192,0.572816552684232,0,Q9UNF0;A0A0U1RR22;B0QYG7;B0QYG8,Q9UNF0;A0A0U1RR22,3;3;1;1,3;3;1;1,3;3;1;1,Protein kinase C and casein kinase substrate in neurons protein 2,PACSIN2,sp|Q9UNF0|PACN2_HUMAN Protein kinase C and casein kinase substrate in neurons protein 2 OS=Homo sapiens OX=9606 GN=PACSIN2 PE=1 SV=2;tr|A0A0U1RR22|A0A0U1RR22_HUMAN Protein kinase C and casein kinase substrate in neurons protein 2 (Fragment) OS=Homo sapiens,3,3,7,486
HLA-A,-0.8613292107,0.00159513245859116,0,A0A140T955;A0A140T933;A0A1W2PRT9;Q53Z42;A0A140T9I0;A0A140T9X5;A0A140T913;A0A1W2PPQ2;A0A140T9E1;A0A140T942,A0A140T955;A0A140T933;A0A1W2PRT9;Q53Z42;A0A140T9I0;A0A140T9X5;A0A140T913;A0A1W2PPQ2,15;15;15;15;15;15;15;13;3;3,15;15;15;15;15;15;15;13;3;3,5;5;5;5;5;5;5;5;0;0,,HLA-A,"tr|A0A140T955|A0A140T955_HUMAN HLA class I histocompatibility antigen, A alpha chain OS=Homo sapiens OX=9606 GN=HLA-A PE=1 SV=1;tr|A0A140T933|A0A140T933_HUMAN HLA class I histocompatibility antigen, A alpha chain (Fragment) OS=Homo sapiens OX=9606 GN=HLA-A",15,5,56.5,299
ALDH7A1,-0.2679199116,0.302837551545366,0,P49419;A0A1B0GTG2;A0A1B0GW77;A0A1B0GV49;A0A1B0GTJ4;A0A1B0GUA1;A0A1B0GW82;A0A1B0GTY9;A0A1B0GUY0;A0A0J9YWF7;F8WDY6;A0A1B0GVU0;F8VVF2;H0YHM6,P49419;A0A1B0GTG2;A0A1B0GW77;A0A1B0GV49;A0A1B0GTJ4;A0A1B0GUA1;A0A1B0GW82;A0A1B0GTY9;A0A1B0GUY0,9;9;9;8;8;8;8;6;5;3;1;1;1;1,9;9;9;8;8;8;8;6;5;3;1;1;1;1,9;9;9;8;8;8;8;6;5;3;1;1;1;1,Alpha-aminoadipic semialdehyde dehydrogenase,ALDH7A1,sp|P49419|AL7A1_HUMAN Alpha-aminoadipic semialdehyde dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH7A1 PE=1 SV=5;tr|A0A1B0GTG2|A0A1B0GTG2_HUMAN Alpha-aminoadipic semialdehyde dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH7A1 PE=1 SV=1;tr|A0A1B0GW77|A0A1B0GW7,9,9,25.4,539
CTSD,-0.9619044959,0.00133716990282922,0,P07339;A0A1B0GW44;A0A1B0GV23;A0A1B0GVD5;A0A1B0GWE8;A0A1B0GU92;A0A1B0GU03;H7C469;A0A1B0GVP3;H7C1V0;F8W787;F8WD96;C9JH19;A0A1B0GV01,P07339;A0A1B0GW44;A0A1B0GV23;A0A1B0GVD5;A0A1B0GWE8;A0A1B0GU92;A0A1B0GU03;H7C469;A0A1B0GVP3;H7C1V0,9;9;9;9;9;7;7;6;6;5;4;4;4;1,9;9;9;9;9;7;7;6;6;5;4;4;4;1,9;9;9;9;9;7;7;6;6;5;4;4;4;1,Cathepsin D;Cathepsin D light chain;Cathepsin D heavy chain,CTSD,sp|P07339|CATD_HUMAN Cathepsin D OS=Homo sapiens OX=9606 GN=CTSD PE=1 SV=1;tr|A0A1B0GW44|A0A1B0GW44_HUMAN Cathepsin D OS=Homo sapiens OX=9606 GN=CTSD PE=1 SV=1;tr|A0A1B0GV23|A0A1B0GV23_HUMAN Cathepsin D OS=Homo sapiens OX=9606 GN=CTSD PE=1 SV=1;tr|A0A1B0GV,9,9,25.2,412
DNAH10,-1.3389850541,0.341218568084838,0,Q8IVF4;A0A1C7CYW8;A0A669KB38;A0A0J9YY17;H0YGZ2;A0A087WV07,Q8IVF4;A0A1C7CYW8;A0A669KB38;A0A0J9YY17,5;5;5;3;1;1,5;5;5;3;1;1,5;5;5;3;1;1,"Dynein heavy chain 10, axonemal",DNAH10,"sp|Q8IVF4|DYH10_HUMAN Dynein heavy chain 10, axonemal OS=Homo sapiens OX=9606 GN=DNAH10 PE=1 SV=4;tr|A0A1C7CYW8|A0A1C7CYW8_HUMAN Dynein heavy chain 10, axonemal OS=Homo sapiens OX=9606 GN=DNAH10 PE=1 SV=1;tr|A0A669KB38|A0A669KB38_HUMAN Dynein heavy chain 1",5,5,2.3,4471
DPYSL2,-0.4357932252,0.26835083467372,0,Q16555;A0A1C7CYX9;E5RFU4,Q16555;A0A1C7CYX9,15;15;3,15;15;3,13;13;2,Dihydropyrimidinase-related protein 2,DPYSL2,sp|Q16555|DPYL2_HUMAN Dihydropyrimidinase-related protein 2 OS=Homo sapiens OX=9606 GN=DPYSL2 PE=1 SV=1;tr|A0A1C7CYX9|A0A1C7CYX9_HUMAN Dihydropyrimidinase-related protein 2 OS=Homo sapiens OX=9606 GN=DPYSL2 PE=1 SV=1,15,13,43.2,572
MAPK15,0.1042401194,0.452371815869513,0,Q8TD08;A0A1C7CYZ1,Q8TD08;A0A1C7CYZ1,1;1,1;1,1;1,Mitogen-activated protein kinase 15,MAPK15,sp|Q8TD08|MK15_HUMAN Mitogen-activated protein kinase 15 OS=Homo sapiens OX=9606 GN=MAPK15 PE=1 SV=1;tr|A0A1C7CYZ1|A0A1C7CYZ1_HUMAN Mitogen-activated protein kinase 15 (Fragment) OS=Homo sapiens OX=9606 GN=MAPK15 PE=1 SV=1,1,1,1.5,544
SFXN3,-0.148409671,0.395257321442411,0,Q9BWM7;A0A1P0AYU5;S4R3N9,Q9BWM7;A0A1P0AYU5;S4R3N9,10;10;6,10;10;6,9;9;6,Sideroflexin-3,SFXN3,sp|Q9BWM7|SFXN3_HUMAN Sideroflexin-3 OS=Homo sapiens OX=9606 GN=SFXN3 PE=1 SV=3;tr|A0A1P0AYU5|A0A1P0AYU5_HUMAN Sidoreflexin OS=Homo sapiens OX=9606 GN=SFXN3 PE=1 SV=1;tr|S4R3N9|S4R3N9_HUMAN Sideroflexin-3 OS=Homo sapiens OX=9606 GN=SFXN3 PE=1 SV=1,10,9,41.1,321
ARPC1A,-0.4118886991,0.0436219077797935,0,A0A1W2PNV4;Q92747;E9PF58;F8WFD3,A0A1W2PNV4;Q92747;E9PF58,8;5;5;2,8;5;5;2,5;5;5;2,Actin-related protein 2/3 complex subunit 1A,ARPC1A,tr|A0A1W2PNV4|A0A1W2PNV4_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=4 SV=1;sp|Q92747|ARC1A_HUMAN Actin-related protein 2/3 complex subunit 1A OS=Homo sapiens OX=9606 GN=ARPC1A PE=2 SV=2;tr|E9PF58|E9PF58_HUMAN Actin-related protein 2/3 complex,8,5,14.6,684
ME2,0.0713187181,0.69943042939612,0,P23368;A0A1W2PQT3;A0A1W2PPH1;A0A1W2PQY8;A0A1W2PQF8;A0A1W2PQH3;A0A1W2PQ37;A0A1W2PR68;A0A1W2PRS2;A0A1W2PRY9;A0A1W2PQH4;A0A1W2PPY2;A0A1W2PRH1,P23368;A0A1W2PQT3;A0A1W2PPH1;A0A1W2PQY8;A0A1W2PQF8;A0A1W2PQH3;A0A1W2PQ37;A0A1W2PR68,9;9;9;9;8;8;7;7;2;2;2;1;1,9;9;9;9;8;8;7;7;2;2;2;1;1,9;9;9;9;8;8;7;7;2;2;2;1;1,"NAD-dependent malic enzyme, mitochondrial",ME2,"sp|P23368|MAOM_HUMAN NAD-dependent malic enzyme, mitochondrial OS=Homo sapiens OX=9606 GN=ME2 PE=1 SV=1;tr|A0A1W2PQT3|A0A1W2PQT3_HUMAN Malic enzyme OS=Homo sapiens OX=9606 GN=ME2 PE=1 SV=1;tr|A0A1W2PPH1|A0A1W2PPH1_HUMAN Malic enzyme OS=Homo sapiens OX=9606",9,9,19.5,584
