Gene_names,EED_vs_BirA_logFC,EED_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_EED_N1,Peptides_EED_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_EED_N1,Razor___unique_peptides_EED_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_EED_N1,Unique_peptides_EED_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_EED_N1,Identification_type_EED_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_EED_N1,Ratio_H_L_EED_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_EED_N1,Ratio_H_L_normalized_EED_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____EED_N1,Ratio_H_L_variability_____EED_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_EED_N1,Ratio_H_L_count_EED_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_EED_N1,Ratio_H_L_iso_count_EED_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_EED_N1,Ratio_H_L_type_EED_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_EED_N1____,Sequence_coverage_EED_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_EED_N1,Intensity_L_EED_N1,Intensity_H_EED_N1,Intensity_EED_N2,Intensity_L_EED_N2,Intensity_H_EED_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_EED_N1,metacell_Intensity_L_EED_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
ABCA13,22.3210505630216,0.000408459020823272,Q86UQ4;A0A0A0MT16;H0Y4D2;H7C0U5;F5H7B7,Q86UQ4;A0A0A0MT16,3;3;1;1;1,3;3;1;1;1,3;3;1;1;1,ATP-binding cassette sub-family A member 13,sp|Q86UQ4|ABCAD_HUMAN ATP-binding cassette sub-family A member 13 OS=Homo sapiens OX=9606 GN=ABCA13 PE=2 SV=3;tr|A0A0A0MT16|A0A0A0MT16_HUMAN ATP-binding cassette sub-family A member 13 OS=Homo sapiens OX=9606 GN=ABCA13 PE=1 SV=1,5,3,3,3,0,0,2,1,0,0,2,1,0,0,2,1,0.9,0.9,0.9,576.15,5058,5058;5058;831;1192;2366,0.034941,0.65978,,,By MS/MS,By MS/MS,3.3005,8.8017,166.41,3,0,Leave out requantified,,,1.0018,4.0852,,,2.2384,11.521,,,193.63,,0,0,2,1,0,0,0,0,Median,Median,Median,Median,0.0,0.0,0.6,0.4,2329600000,1710800000,618780000,0,0,0,0,0,0,2275100000,1699100000,575990000,54548000,11751000,42797000,,,,158,3942;7771;10584,True;True;True,5075;10278;14125,11532;23324;31792,21668;21669;43405;58352;58353,21668;43405;58353,,,,,-1;-1;-1;-1;-1,protein_159,quanti,quanti,imputed MEC,imputed MEC
SMARCA4,1.78563639340539,0.139079854230117,P51532;Q9HBD4;A0A0A0MT49;A0A2R8Y4P4;A0A2R8Y7S2;A0A2R8YGP5;A0A2R8YCY3;A0A2R8YGG3;A0A2R8YG32;A0A2R8Y440;A0A2R8Y7F3;A0A2R8Y6N0;A0A2R8Y7Y7;A0A2R8Y526;A0A2R8YF58;A0A2R8Y4C5;A0A2R8Y6V2;A0A2R8YDA1;A0A2R8YF80;P51531;A0A0U1RQZ9;A0A2R8Y523;A0A2R8YFV8,P51532;Q9HBD4;A0A0A0MT49;A0A2R8Y4P4;A0A2R8Y7S2;A0A2R8YGP5;A0A2R8YCY3;A0A2R8YGG3;A0A2R8YG32;A0A2R8Y440;A0A2R8Y7F3;A0A2R8Y6N0;A0A2R8Y7Y7;A0A2R8Y526;A0A2R8YF58;A0A2R8Y4C5;A0A2R8Y6V2;A0A2R8YDA1;A0A2R8YF80,3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1,3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1,2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0,Transcription activator BRG1,sp|P51532|SMCA4_HUMAN Transcription activator BRG1 OS=Homo sapiens OX=9606 GN=SMARCA4 PE=1 SV=2;tr|Q9HBD4|Q9HBD4_HUMAN SMARCA4 isoform 2 OS=Homo sapiens OX=9606 GN=SMARCA4 PE=1 SV=1;tr|A0A0A0MT49|A0A0A0MT49_HUMAN Transcription activator BRG1 OS=Homo sapien,23,3,3,2,1,1,3,1,1,1,3,1,0,0,2,0,2.6,2.6,1.8,184.64,1647,1647;1679;1681;1649;1646;1165;385;1455;1198;1192;1165;1145;1081;1068;1065;1047;1041;985;1094;1590;1428;799;375,0.0,8.0122,By MS/MS,By MS/MS,By MS/MS,By matching,0.34675,1.7239,38.261,6,3,Linear,0.24612,0.37179,0.5189,0.3234,0.61661,0.78833,1.6079,0.9129,,,32.775,,1,1,3,1,0,0,3,0,Median,Median,Plateau,Median,0.8,0.8,2.6,0.8,314300000,207930000,106370000,16916000,13365000,3551600,17871000,11935000,5936000,245100000,159630000,85475000,34411000,23002000,11409000,,,,159,5502;5683;11069,True;True;True,7231;7474;14711,16411;16938;33046;33047;33048;33049,30612;30613;31601;31602;31603;60437;60438;60439;60440,30613;31603;60440,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_160,quanti,quanti,quanti,quanti
IVD,-1.43080368998177,0.231318235920103,P26440;A0A0A0MT83;A0A0S2Z4K7;H0YLC3;H7C4G6;H0YKV0;H0YN10;A0A087WVD3,P26440;A0A0A0MT83;A0A0S2Z4K7;H0YLC3;H7C4G6,8;8;7;5;4;3;2;1,8;8;7;5;4;3;2;1,8;8;7;5;4;3;2;1,"Isovaleryl-CoA dehydrogenase, mitochondrial","sp|P26440|IVD_HUMAN Isovaleryl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=IVD PE=1 SV=2;tr|A0A0A0MT83|A0A0A0MT83_HUMAN Isovaleryl-CoA dehydrogenase isoform 1 OS=Homo sapiens OX=9606 GN=IVD PE=1 SV=2;tr|A0A0S2Z4K7|A0A0S2Z4K7_HUMAN Isovalery",8,8,8,8,5,5,4,1,5,5,4,1,5,5,4,1,21.8,21.8,21.8,46.65,426,426;423;393;243;307;145;212;211,0.0,10.221,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.41258,0.99982,41.447,14,7,Leave out requantified,0.35563,0.41258,0.60245,0.4206,0.95655,1.0199,1.7688,0.89728,19.854,1.308,104.98,,4,4,5,1,3,1,3,0,Median,Leave out requantified,Median,Median,11.3,12.0,13.4,5.9,414360000,260400000,153960000,99889000,72788000,27101000,112470000,71232000,41242000,180690000,102970000,77725000,21304000,13416000,7888500,,,,160,584;4279;5269;5270;6838;11206;11381;15856,True;True;True;True;True;True;True;True,726;5529;6892;6893;6894;9062;14875;15102;20650,1647;12513;12514;15616;15617;15618;15619;15620;20520;20521;33422;33423;33950;33951;33952;46353,3021;23424;23425;29289;29290;29291;29292;29293;29294;29295;38185;38186;61104;61105;61106;61107;61108;61109;61110;61111;61112;61113;61114;62109;62110;62111;62112;84171,3021;23425;29291;29295;38185;61107;62111;84171,129;130;131,,232;241;242,,-1;-1;-1;-1;-1;-1;-1;-1,protein_161,quanti,quanti,quanti,quanti
RBP1,-20.7066240937874,2.61014813583111e-07,A0A0A0MTB9;H0YAK8;P09455;A0A0A0MQT0,A0A0A0MTB9;H0YAK8;P09455;A0A0A0MQT0,2;2;2;1,2;2;2;1,2;2;2;1,Retinol-binding protein 1,tr|A0A0A0MTB9|A0A0A0MTB9_HUMAN Retinol-binding protein 1 OS=Homo sapiens OX=9606 GN=RBP1 PE=1 SV=1;tr|H0YAK8|H0YAK8_HUMAN Retinol-binding protein 1 OS=Homo sapiens OX=9606 GN=RBP1 PE=1 SV=2;sp|P09455|RET1_HUMAN Retinol-binding protein 1 OS=Homo sapiens OX=,4,2,2,2,2,2,0,0,2,2,0,0,2,2,0,0,23.1,23.1,23.1,10.644,91,91;98;135;197,0.0060748,1.4722,By MS/MS,By MS/MS,,,0.60286,1.4232,43.688,4,2,Median,0.60869,0.60286,,,1.8374,1.4232,,,70.879,7.0665,,,2,2,0,0,1,1,0,0,Median,Median,Median,Median,23.1,23.1,0.0,0.0,104990000,63259000,41735000,55597000,33886000,21711000,49397000,29373000,20024000,0,0,0,0,0,0,,,,162,11982;13239,True;True,15827;17379,35499;35500;38948;38949,64791;64792;71055;71056;71057;71058;71059;71060,64792;71057,,,,,-1;-1;-1;-1,protein_163,imputed MEC,imputed MEC,quanti,quanti
ILK,0.997821709381732,0.0790375093476334,Q13418;A0A0A0MTH3;A0A087WWY6,Q13418;A0A0A0MTH3;A0A087WWY6,2;2;1,2;2;1,2;2;1,Integrin-linked protein kinase,sp|Q13418|ILK_HUMAN Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=2;tr|A0A0A0MTH3|A0A0A0MTH3_HUMAN Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=1;tr|A0A087WWY6|A0A087WWY6_HUMAN Integrin-linked protein kinase,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5.3,5.3,5.3,51.419,452,452;483;111,0.0,4.926,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.65089,1.6995,10.736,11,1,Leave out requantified,0.59577,0.7951,0.67602,0.74765,1.4608,1.6112,1.6709,1.8481,16.465,33.964,30.539,13.045,2,2,4,3,0,0,1,0,Median,Median,Median,Plateau,5.3,5.3,5.3,5.3,241320000,139480000,101830000,31191000,20380000,10811000,30993000,16641000,14352000,85857000,48904000,36953000,93275000,53557000,39718000,,,,164,5564;14220,True;True,7313;7314;18641;18642,16597;16598;16599;16600;16601;16602;41641;41642;41643;41644;41645,30987;30988;30989;30990;30991;30992;30993;30994;30995;30996;30997;75624;75625;75626;75627;75628;75629;75630;75631;75632,30991;75631,,,,,-1;-1;-1,protein_165,quanti,quanti,quanti,quanti
CUL2,-19.0796973930528,2.92005760022618e-07,Q13617;A0A0A0MTN0;Q5T2B5;Q5T2B7,Q13617;A0A0A0MTN0;Q5T2B5,3;3;2;1,3;3;2;1,3;3;2;1,Cullin-2,sp|Q13617|CUL2_HUMAN Cullin-2 OS=Homo sapiens OX=9606 GN=CUL2 PE=1 SV=2;tr|A0A0A0MTN0|A0A0A0MTN0_HUMAN Cullin-2 OS=Homo sapiens OX=9606 GN=CUL2 PE=1 SV=1;tr|Q5T2B5|Q5T2B5_HUMAN Cullin-2 OS=Homo sapiens OX=9606 GN=CUL2 PE=1 SV=1,4,3,3,3,1,2,0,1,1,2,0,1,1,2,0,1,4.0,4.0,4.0,86.982,745,745;758;706;90,0.0024777,1.7637,By MS/MS,By MS/MS,,By MS/MS,1.9262,5.267,23.713,2,2,Median,1.5301,2.4247,,,4.4539,6.2285,,,,,,,1,1,0,0,1,1,0,0,Median,Median,Median,Median,1.3,2.8,0.0,1.2,62517000,20520000,41997000,25873000,9297200,16575000,36644000,11223000,25421000,0,0,0,0,0,0,,,,167,2252;12305;15536,True;True;True,2913;16225;20261,6840;6841;36413;45412,13053;13054;66467;82390,13053;66467;82390,,,,,-1;-1;-1;-1,protein_168,imputed MEC,imputed MEC,quanti,quanti
TTN,1.8783162811804,0.0102536090211116,A0A0A0MTS7;Q8WZ42;A0A0A0MRA3;H7C0U7,A0A0A0MTS7;Q8WZ42;A0A0A0MRA3,5;4;4;1,5;4;4;1,5;4;4;1,Titin,tr|A0A0A0MTS7|A0A0A0MTS7_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=1;sp|Q8WZ42|TITIN_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=4;tr|A0A0A0MRA3|A0A0A0MRA3_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=1,4,5,5,5,1,1,2,3,1,1,2,3,1,1,2,3,0.2,0.2,0.2,3994.6,35991,35991;34350;27118;241,0.040374,0.61587,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.39486,1.0175,21.036,6,1,Leave out requantified,0.40348,0.50819,0.183,0.34849,1.1504,1.2325,0.54992,0.95756,,,30.846,8.5917,1,1,2,2,0,0,1,0,Median,Median,Median,Median,0.0,0.0,0.1,0.1,274420000,208680000,65740000,23761000,15944000,7817300,25514000,17502000,8011800,126470000,106910000,19558000,98674000,68321000,30352000,,,,168,1111;2675;11897;13245;18358,True;True;True;True;True,1449;3450;15726;17387;23902,3321;8041;8042;35279;38958;53865;53866,6220;15305;64434;64435;71072;98647;98648;98649;98650,6220;15305;64434;71072;98649,134;135;136;137,,2058;2065;2068;2407,,-1;-1;-1;-1,protein_169,quanti,quanti,quanti,quanti
ADSL,-3.30688684254999,0.0136419505206377,P30566;A0A1B0GWJ0;A0A1B0GTJ7;A0A0A6YY92;A0A096LNY6;A0A096LNY5;A0A1B0GTG9;A0A1B0GWF8;B4DEP1;A0A1W2PRX2;A0A096LP72;A0A096LNY4;V9GY96;A0A096LP92;A0A096LP76;A0A096LPA2,P30566;A0A1B0GWJ0;A0A1B0GTJ7;A0A0A6YY92;A0A096LNY6;A0A096LNY5;A0A1B0GTG9;A0A1B0GWF8,6;6;6;6;4;3;3;3;2;2;2;2;1;1;1;1,6;6;6;6;4;3;3;3;2;2;2;2;1;1;1;1,6;6;6;6;4;3;3;3;2;2;2;2;1;1;1;1,Adenylosuccinate lyase,sp|P30566|PUR8_HUMAN Adenylosuccinate lyase OS=Homo sapiens OX=9606 GN=ADSL PE=1 SV=2;tr|A0A1B0GWJ0|A0A1B0GWJ0_HUMAN Adenylosuccinate lyase OS=Homo sapiens OX=9606 GN=ADSL PE=1 SV=1;tr|A0A1B0GTJ7|A0A1B0GTJ7_HUMAN Adenylosuccinate lyase OS=Homo sapiens OX=9,16,6,6,6,4,5,1,1,4,5,1,1,4,5,1,1,17.6,17.6,17.6,54.889,484,484;480;480;498;360;262;377;403;127;142;149;164;57;78;102;133,0.0,7.3528,By MS/MS,By MS/MS,By matching,By MS/MS,0.26752,0.76152,51.754,11,3,Leave out requantified,0.23594,0.26387,1.0543,0.33859,0.7338,0.76521,2.713,0.90647,61.75,3.3873,,,4,5,1,1,1,2,0,0,Leave out requantified,Leave out requantified,Median,Median,11.6,17.6,2.3,2.3,390250000,277680000,112570000,106790000,79513000,27273000,218160000,158670000,59494000,21673000,7894100,13779000,43627000,31602000,12024000,,,,169,93;557;4202;17937;17938;18941,True;True;True;True;True;True,103;689;5429;23387;23388;24665,221;222;1567;1568;12289;52709;52710;52711;52712;55603;55604,366;367;2877;2878;23018;96582;96583;96584;101915;101916,367;2877;23018;96583;96584;101915,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_170,quanti,quanti,quanti,quanti
TMED7;TMED7-TICAM2,2.01526532046198,0.0112502923425296,Q9Y3B3;A0A0A6YYA0,Q9Y3B3;A0A0A6YYA0,2;2,2;2,2;2,Transmembrane emp24 domain-containing protein 7,sp|Q9Y3B3|TMED7_HUMAN Transmembrane emp24 domain-containing protein 7 OS=Homo sapiens OX=9606 GN=TMED7 PE=1 SV=2;tr|A0A0A6YYA0|A0A0A6YYA0_HUMAN Protein TMED7-TICAM2 OS=Homo sapiens OX=9606 GN=TMED7-TICAM2 PE=3 SV=1,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,10.3,10.3,10.3,25.171,224,224;188,0.0,4.9686,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.3881,1.1581,21.445,7,2,Leave out requantified,0.34361,0.38572,0.40385,0.4452,0.97005,0.85282,1.0815,1.2553,,,15.334,34.016,1,1,3,2,1,0,1,0,Median,Median,Median,Median,4.5,4.5,10.3,10.3,285310000,195350000,89960000,22682000,14310000,8371800,19617000,14044000,5573100,155450000,108240000,47215000,87560000,58760000,28800000,,,,170,3872;15572,True;True,4986;20309,11325;11326;45550;45551;45552;45553;45554,21274;21275;21276;82656;82657;82658;82659;82660,21274;82657,,,,,-1;-1,protein_171,quanti,quanti,quanti,quanti
PPAN;PPAN-P2RY11,21.3414225625324,1.90080891060543e-07,Q9NQ55;A0A0A6YYI3;A0A0B4J1V8;H7C446;A8MV53,Q9NQ55;A0A0A6YYI3;A0A0B4J1V8;H7C446;A8MV53,2;2;2;1;1,2;2;2;1;1,2;2;2;1;1,Suppressor of SWI4 1 homolog,sp|Q9NQ55|SSF1_HUMAN Suppressor of SWI4 1 homolog OS=Homo sapiens OX=9606 GN=PPAN PE=2 SV=1;tr|A0A0A6YYI3|A0A0A6YYI3_HUMAN Protein PPAN-P2RY11 OS=Homo sapiens OX=9606 GN=PPAN-P2RY11 PE=4 SV=1;tr|A0A0B4J1V8|A0A0B4J1V8_HUMAN HCG2039996 OS=Homo sapiens OX=960,5,2,2,2,0,0,2,1,0,0,2,1,0,0,2,1,4.9,4.9,4.9,53.193,473,473;520;794;208;420,0.011821,1.1321,,,By MS/MS,By MS/MS,0.34431,0.96596,10.65,3,3,Median,,,0.37346,0.28675,,,1.0076,0.85064,,,5.9697,,0,0,2,1,0,0,2,1,Median,Median,Median,Median,0.0,0.0,4.9,3.4,198410000,144250000,54163000,0,0,0,0,0,0,113590000,80351000,33243000,84821000,63901000,20919000,,,,171,12213;12666,True;True,16110;16669,36143;37408;37409,65936;68225;68226,65936;68225,,,,,-1;-1;-1;-1;-1,protein_172,quanti,quanti,imputed MEC,imputed MEC
NAA15,0.549756424272232,0.418298817383134,Q9BXJ9;A0A0B4J1W3;Q6N069,Q9BXJ9;A0A0B4J1W3,4;4;1,4;4;1,4;4;1,"N-alpha-acetyltransferase 15, NatA auxiliary subunit","sp|Q9BXJ9|NAA15_HUMAN N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1;tr|A0A0B4J1W3|A0A0B4J1W3_HUMAN N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1",3,4,4,4,2,1,1,3,2,1,1,3,2,1,1,3,4.6,4.6,4.6,101.27,866,866;865;864,0.0,11.445,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.33232,1.2968,22.817,7,3,Linear,0.29952,0.39423,0.41651,0.32157,0.95611,0.98915,1.2739,0.78417,11.158,,,25.452,2,1,1,3,1,0,0,2,Median,Median,Median,Median,2.4,1.3,1.3,3.5,308410000,217380000,91028000,65230000,48246000,16983000,32194000,24666000,7528600,84429000,55518000,28911000,126550000,88949000,37605000,,,,173,1285;2847;9153;19472,True;True;True;True,1675;3676;12279;25347,3845;8513;27757;57045;57046;57047;57048,7130;16123;51154;104540;104541;104542;104543;104544,7130;16123;51154;104542,,,,,-1;-1;-1,protein_174,quanti,quanti,quanti,quanti
SRSF7,3.55748344419973,0.00272846118966607,Q16629;A0A0B4J1Z1;C9JAB2,Q16629;A0A0B4J1Z1;C9JAB2,8;8;8,8;8;8,8;8;8,Serine/arginine-rich splicing factor 7,sp|Q16629|SRSF7_HUMAN Serine/arginine-rich splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1;tr|A0A0B4J1Z1|A0A0B4J1Z1_HUMAN Serine/arginine-rich-splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1;tr|C9JAB2|C9JAB2_HUMAN Serine/arginine-,3,8,8,8,2,1,8,6,2,1,8,6,2,1,8,6,31.9,31.9,31.9,27.366,238,238;137;235,0.0,53.168,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.2497,0.76987,37.925,24,6,Leave out requantified,0.26354,0.34509,0.24631,0.25918,0.9372,1.0022,0.74211,0.7726,27.525,,40.123,11.706,2,1,13,8,0,1,3,2,Median,Median,Leave out requantified,Leave out requantified,8.8,7.1,31.9,31.9,4030600000,3139300000,891350000,141290000,108660000,32636000,88730000,66263000,22467000,2564400000,1996100000,568380000,1236200000,968290000,267870000,,,,175,607;5370;12863;18254;18255;18677;18678;19084,True;True;True;True;True;True;True;True,755;756;7045;16921;23779;23780;24342;24343;24344;24345;24845,1707;1708;1709;1710;1711;15970;15971;37984;37985;53592;53593;53594;53595;53596;53597;54894;54895;54896;54897;54898;54899;54900;55994;55995,3105;3106;3107;3108;3109;3110;3111;3112;3113;3114;3115;3116;3117;3118;3119;3120;3121;3122;3123;3124;3125;3126;29862;29863;29864;29865;69350;69351;69352;69353;69354;69355;98170;98171;98172;98173;98174;98175;100706;100707;100708;100709;100710;100711;100712;100713;100714;102582;102583,3108;29864;69351;98170;98173;100706;100707;102583,138;139;140,,12;24;70,,-1;-1;-1,protein_176,quanti,quanti,quanti,quanti
DAD1,21.993316182416,1.32226974858344e-06,P61803;F5H895;A0A0B4J239;F5GXX5,P61803;F5H895;A0A0B4J239;F5GXX5,2;2;2;2,2;2;2;2,2;2;2;2,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1,sp|P61803|DAD1_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 OS=Homo sapiens OX=9606 GN=DAD1 PE=1 SV=3;tr|F5H895|F5H895_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 OS=Homo sapiens OX,4,2,2,2,0,0,2,2,0,0,2,2,0,0,2,2,19.5,19.5,19.5,12.497,113,113;65;78;85,0.0,7.9657,,,By MS/MS,By MS/MS,0.35012,1.0084,36.991,8,4,Leave out requantified,,,0.38595,0.46009,,,1.1619,1.3328,,,24.683,40.474,0,0,5,3,0,0,2,2,Median,Median,Median,Median,0.0,0.0,19.5,19.5,379030000,261510000,117520000,0,0,0,0,0,0,278520000,197250000,81276000,100510000,64263000,36246000,,,,179,4205;14208,True;True,5432;5433;18626;18627;18628,12292;12293;12294;12295;12296;41614;41615;41616;41617,23021;23022;23023;23024;23025;23026;23027;23028;23029;23030;75572;75573;75574;75575;75576;75577;75578,23028;75574,,,,,-1;-1;-1;-1,protein_180,quanti,quanti,imputed MEC,imputed MEC
TCEB2,-2.41329837182044,0.0378754777938997,Q15370;A0A0B4J296;B8ZZU8;I3L0M9,Q15370;A0A0B4J296,3;3;1;1,3;3;1;1,3;3;1;1,Transcription elongation factor B polypeptide 2,sp|Q15370|ELOB_HUMAN Elongin-B OS=Homo sapiens OX=9606 GN=ELOB PE=1 SV=1;tr|A0A0B4J296|A0A0B4J296_HUMAN Elongin-B OS=Homo sapiens OX=9606 GN=ELOB PE=1 SV=1,4,3,3,3,3,3,1,2,3,3,1,2,3,3,1,2,13.6,13.6,13.6,13.133,118,118;66;113;140,0.0,3.0366,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.78127,1.7918,29.519,9,0,Leave out requantified,0.72711,0.96665,0.78933,0.72942,1.8079,1.7918,1.6828,1.7759,34.821,36.231,,13.519,3,3,1,2,0,0,0,0,Leave out requantified,Leave out requantified,Median,Median,13.6,13.6,6.8,12.7,267480000,141910000,125560000,79853000,45944000,33909000,124290000,60794000,63501000,11770000,6692400,5077300,51559000,28483000,23076000,,,,180,7835;11609;11610,True;True;True,10359;15379;15380,23509;23510;23511;34550;34551;34552;34553;34554;34555,43715;43716;43717;43718;43719;63151;63152;63153;63154;63155;63156;63157;63158;63159;63160;63161;63162;63163,43717;63153;63158,,,,,-1;-1;-1;-1,protein_181,quanti,quanti,quanti,quanti
RPS15,0.379920395853841,0.437329443110365,P62841;K7EM56;A0A0B4J2B4;S4R417;K7ELC2;S4R456;K7EJ78;K7EQJ5,P62841;K7EM56;A0A0B4J2B4;S4R417;K7ELC2;S4R456;K7EJ78;K7EQJ5,3;3;3;3;3;2;2;2,3;3;3;3;3;2;2;2,3;3;3;3;3;2;2;2,40S ribosomal protein S15,sp|P62841|RS15_HUMAN 40S ribosomal protein S15 OS=Homo sapiens OX=9606 GN=RPS15 PE=1 SV=2;tr|K7EM56|K7EM56_HUMAN 40S ribosomal protein S15 OS=Homo sapiens OX=9606 GN=RPS15 PE=1 SV=2;tr|A0A0B4J2B4|A0A0B4J2B4_HUMAN 40S ribosomal protein S15 OS=Homo sapiens O,8,3,3,3,2,1,2,3,2,1,2,3,2,1,2,3,40.0,40.0,40.0,17.04,145,145;112;118;135;152;68;129;141,0.0,2.2173,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.32644,0.89921,28.151,10,5,Leave out requantified,0.43418,0.26071,0.4004,0.30064,1.1242,0.72829,1.2053,0.75243,56.261,,25.454,20.119,2,1,3,4,1,0,1,3,Median,Median,Plateau,Median,31.7,18.6,31.7,40.0,362230000,267980000,94247000,59189000,43419000,15770000,66863000,51206000,15657000,98983000,71758000,27224000,137190000,101600000,35596000,,,,181,2865;3124;15928,True;True;True,3707;4033;4034;20738;20739,8600;8601;8602;8603;9313;9314;46571;46572;46573;46574,16332;16333;16334;16335;16336;16337;16338;16339;16340;17658;17659;84596;84597;84598;84599;84600,16335;17658;84599,141,,72,,-1;-1;-1;-1;-1;-1;-1;-1,protein_182,quanti,quanti,quanti,quanti
