EED_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
SMARCA4,0.3274358325,0.358442786901994,0,P51532;Q9HBD4;A0A0A0MT49;A0A2R8Y4P4;A0A2R8Y7S2;A0A2R8YGP5;A0A2R8YCY3;A0A2R8YGG3;A0A2R8YG32;A0A2R8Y440;A0A2R8Y7F3;A0A2R8Y6N0;A0A2R8Y7Y7;A0A2R8Y526;A0A2R8YF58;A0A2R8Y4C5;A0A2R8Y6V2;A0A2R8YDA1;A0A2R8YF80;P51531;A0A0U1RQZ9;A0A2R8Y523;A0A2R8YFV8,P51532;Q9HBD4;A0A0A0MT49;A0A2R8Y4P4;A0A2R8Y7S2;A0A2R8YGP5;A0A2R8YCY3;A0A2R8YGG3;A0A2R8YG32;A0A2R8Y440;A0A2R8Y7F3;A0A2R8Y6N0;A0A2R8Y7Y7;A0A2R8Y526;A0A2R8YF58;A0A2R8Y4C5;A0A2R8Y6V2;A0A2R8YDA1;A0A2R8YF80,3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1,3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1,2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0,Transcription activator BRG1,SMARCA4,sp|P51532|SMCA4_HUMAN Transcription activator BRG1 OS=Homo sapiens OX=9606 GN=SMARCA4 PE=1 SV=2;tr|Q9HBD4|Q9HBD4_HUMAN SMARCA4 isoform 2 OS=Homo sapiens OX=9606 GN=SMARCA4 PE=1 SV=1;tr|A0A0A0MT49|A0A0A0MT49_HUMAN Transcription activator BRG1 OS=Homo sapien,3,2,2.6,1647
IVD,0.2840923783,0.312885380879057,0,P26440;A0A0A0MT83;A0A0S2Z4K7;H0YLC3;H7C4G6;H0YKV0;H0YN10;A0A087WVD3,P26440;A0A0A0MT83;A0A0S2Z4K7;H0YLC3;H7C4G6,8;8;7;5;4;3;2;1,8;8;7;5;4;3;2;1,8;8;7;5;4;3;2;1,"Isovaleryl-CoA dehydrogenase, mitochondrial",IVD,"sp|P26440|IVD_HUMAN Isovaleryl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=IVD PE=1 SV=2;tr|A0A0A0MT83|A0A0A0MT83_HUMAN Isovaleryl-CoA dehydrogenase isoform 1 OS=Homo sapiens OX=9606 GN=IVD PE=1 SV=2;tr|A0A0S2Z4K7|A0A0S2Z4K7_HUMAN Isovalery",8,8,21.8,426
ILK,-0.0632587502,0.619219147453495,0,Q13418;A0A0A0MTH3;A0A087WWY6,Q13418;A0A0A0MTH3;A0A087WWY6,2;2;1,2;2;1,2;2;1,Integrin-linked protein kinase,ILK,sp|Q13418|ILK_HUMAN Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=2;tr|A0A0A0MTH3|A0A0A0MTH3_HUMAN Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=1;tr|A0A087WWY6|A0A087WWY6_HUMAN Integrin-linked protein kinase,2,2,5.3,452
ELOVL5,-0.441108603,0.0244831655543306,0,Q9NYP7;A0A0A0MTI6,Q9NYP7;A0A0A0MTI6,1;1,1;1,1;1,Elongation of very long chain fatty acids protein 5;Elongation of very long chain fatty acids protein,ELOVL5,sp|Q9NYP7|ELOV5_HUMAN Elongation of very long chain fatty acids protein 5 OS=Homo sapiens OX=9606 GN=ELOVL5 PE=1 SV=1;tr|A0A0A0MTI6|A0A0A0MTI6_HUMAN Elongation of very long chain fatty acids protein OS=Homo sapiens OX=9606 GN=ELOVL5 PE=1 SV=1,1,1,4.3,299
FKBP8,-0.1051642939,0.717196017333859,0,Q14318;U3KQI1;A0A0A0MTJ1,Q14318;U3KQI1;A0A0A0MTJ1,1;1;1,1;1;1,1;1;1,Peptidyl-prolyl cis-trans isomerase FKBP8,FKBP8,sp|Q14318|FKBP8_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP8 OS=Homo sapiens OX=9606 GN=FKBP8 PE=1 SV=2;tr|U3KQI1|U3KQI1_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP8 (Fragment) OS=Homo sapiens OX=9606 GN=FKBP8 PE=1 SV=1;tr|A0A0A0MTJ1|A0A0A0MTJ1_HUMAN,1,1,3.9,412
TTN,-0.952479464,0.0241113023471341,0,A0A0A0MTS7;Q8WZ42;A0A0A0MRA3;H7C0U7,A0A0A0MTS7;Q8WZ42;A0A0A0MRA3,5;4;4;1,5;4;4;1,5;4;4;1,Titin,TTN,tr|A0A0A0MTS7|A0A0A0MTS7_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=1;sp|Q8WZ42|TITIN_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=4;tr|A0A0A0MRA3|A0A0A0MRA3_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=1,5,5,0.2,35991
ADSL,1.1497254274,0.126376720789354,0,P30566;A0A1B0GWJ0;A0A1B0GTJ7;A0A0A6YY92;A0A096LNY6;A0A096LNY5;A0A1B0GTG9;A0A1B0GWF8;B4DEP1;A0A1W2PRX2;A0A096LP72;A0A096LNY4;V9GY96;A0A096LP92;A0A096LP76;A0A096LPA2,P30566;A0A1B0GWJ0;A0A1B0GTJ7;A0A0A6YY92;A0A096LNY6;A0A096LNY5;A0A1B0GTG9;A0A1B0GWF8,6;6;6;6;4;3;3;3;2;2;2;2;1;1;1;1,6;6;6;6;4;3;3;3;2;2;2;2;1;1;1;1,6;6;6;6;4;3;3;3;2;2;2;2;1;1;1;1,Adenylosuccinate lyase,ADSL,sp|P30566|PUR8_HUMAN Adenylosuccinate lyase OS=Homo sapiens OX=9606 GN=ADSL PE=1 SV=2;tr|A0A1B0GWJ0|A0A1B0GWJ0_HUMAN Adenylosuccinate lyase OS=Homo sapiens OX=9606 GN=ADSL PE=1 SV=1;tr|A0A1B0GTJ7|A0A1B0GTJ7_HUMAN Adenylosuccinate lyase OS=Homo sapiens OX=9,6,6,17.6,484
TMED7;TMED7-TICAM2,0.1099462351,0.375537361640028,0,Q9Y3B3;A0A0A6YYA0,Q9Y3B3;A0A0A6YYA0,2;2,2;2,2;2,Transmembrane emp24 domain-containing protein 7,TMED7;TMED7-TICAM2,sp|Q9Y3B3|TMED7_HUMAN Transmembrane emp24 domain-containing protein 7 OS=Homo sapiens OX=9606 GN=TMED7 PE=1 SV=2;tr|A0A0A6YYA0|A0A0A6YYA0_HUMAN Protein TMED7-TICAM2 OS=Homo sapiens OX=9606 GN=TMED7-TICAM2 PE=3 SV=1,2,2,10.3,224
NAA15,-0.0191303187,0.931676202505404,0,Q9BXJ9;A0A0B4J1W3;Q6N069,Q9BXJ9;A0A0B4J1W3,4;4;1,4;4;1,4;4;1,"N-alpha-acetyltransferase 15, NatA auxiliary subunit",NAA15,"sp|Q9BXJ9|NAA15_HUMAN N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1;tr|A0A0B4J1W3|A0A0B4J1W3_HUMAN N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1",4,4,4.6,866
SRSF7,-0.3653098536,0.0315044162026074,0,Q16629;A0A0B4J1Z1;C9JAB2,Q16629;A0A0B4J1Z1;C9JAB2,8;8;8,8;8;8,8;8;8,Serine/arginine-rich splicing factor 7,SRSF7,sp|Q16629|SRSF7_HUMAN Serine/arginine-rich splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1;tr|A0A0B4J1Z1|A0A0B4J1Z1_HUMAN Serine/arginine-rich-splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1;tr|C9JAB2|C9JAB2_HUMAN Serine/arginine-,8,8,31.9,238
TCEB2,-0.2539218012,0.153638891262356,0,Q15370;A0A0B4J296;B8ZZU8;I3L0M9,Q15370;A0A0B4J296,3;3;1;1,3;3;1;1,3;3;1;1,Transcription elongation factor B polypeptide 2,TCEB2,sp|Q15370|ELOB_HUMAN Elongin-B OS=Homo sapiens OX=9606 GN=ELOB PE=1 SV=1;tr|A0A0B4J296|A0A0B4J296_HUMAN Elongin-B OS=Homo sapiens OX=9606 GN=ELOB PE=1 SV=1,3,3,13.6,118
RPS15,-0.0656574659,0.876870169620447,0,P62841;K7EM56;A0A0B4J2B4;S4R417;K7ELC2;S4R456;K7EJ78;K7EQJ5,P62841;K7EM56;A0A0B4J2B4;S4R417;K7ELC2;S4R456;K7EJ78;K7EQJ5,3;3;3;3;3;2;2;2,3;3;3;3;3;2;2;2,3;3;3;3;3;2;2;2,40S ribosomal protein S15,RPS15,sp|P62841|RS15_HUMAN 40S ribosomal protein S15 OS=Homo sapiens OX=9606 GN=RPS15 PE=1 SV=2;tr|K7EM56|K7EM56_HUMAN 40S ribosomal protein S15 OS=Homo sapiens OX=9606 GN=RPS15 PE=1 SV=2;tr|A0A0B4J2B4|A0A0B4J2B4_HUMAN 40S ribosomal protein S15 OS=Homo sapiens O,3,3,40,145
PWP2,-0.3345154034,0.0348356409152878,0,Q15269;A0A0B4J2E5;C9J544,Q15269;A0A0B4J2E5,6;6;2,6;6;2,4;4;2,Periodic tryptophan protein 2 homolog,PWP2,sp|Q15269|PWP2_HUMAN Periodic tryptophan protein 2 homolog OS=Homo sapiens OX=9606 GN=PWP2 PE=2 SV=2;tr|A0A0B4J2E5|A0A0B4J2E5_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 GN=LOC102724159 PE=1 SV=1,6,4,6.1,919
GSTZ1,0.509167413,0.170161524388454,0,O43708;G3V267;G3V5T0;A0A0C4DFM0;A0A0A0MR33;G3V3B9;H0YJN8,O43708;G3V267;G3V5T0;A0A0C4DFM0;A0A0A0MR33;G3V3B9,5;5;5;5;4;3;1,5;5;5;5;4;3;1,1;1;1;1;1;0;0,Maleylacetoacetate isomerase,GSTZ1,sp|O43708|MAAI_HUMAN Maleylacetoacetate isomerase OS=Homo sapiens OX=9606 GN=GSTZ1 PE=1 SV=3;tr|G3V267|G3V267_HUMAN Maleylacetoacetate isomerase OS=Homo sapiens OX=9606 GN=GSTZ1 PE=1 SV=1;tr|G3V5T0|G3V5T0_HUMAN Maleylacetoacetate isomerase OS=Homo sapiens ,5,1,34.3,216
SET;SETSIP,-0.2324253857,0.184583791399377,0,Q01105;A0A0C4DFV9;P0DME0;A0A087X027,Q01105;A0A0C4DFV9;P0DME0;A0A087X027,12;12;8;8,12;12;8;8,12;12;8;8,Protein SET;Protein SETSIP,SET;SETSIP,sp|Q01105|SET_HUMAN Protein SET OS=Homo sapiens OX=9606 GN=SET PE=1 SV=3;tr|A0A0C4DFV9|A0A0C4DFV9_HUMAN Protein SET OS=Homo sapiens OX=9606 GN=SET PE=1 SV=1;sp|P0DME0|SETLP_HUMAN Protein SETSIP OS=Homo sapiens OX=9606 GN=SETSIP PE=1 SV=1;tr|A0A087X027|A0A0,12,12,32.1,290
RPSA,0.1162581319,0.401742038337897,0,P08865;C9J9K3;A0A0C4DG17;F8WD59,P08865;C9J9K3;A0A0C4DG17;F8WD59,24;24;24;14,24;24;24;14,24;24;24;14,40S ribosomal protein SA,RPSA,sp|P08865|RSSA_HUMAN 40S ribosomal protein SA OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=4;tr|C9J9K3|C9J9K3_HUMAN 40S ribosomal protein SA (Fragment) OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=8;tr|A0A0C4DG17|A0A0C4DG17_HUMAN 40S ribosomal protein SA OS=Homo sap,24,24,68.8,295
DDX46,0.0447996794,0.797844563754686,0,Q7L014;A0A0C4DG89;D6RJA6,Q7L014;A0A0C4DG89,10;10;2,10;10;2,10;10;2,Probable ATP-dependent RNA helicase DDX46,DDX46,sp|Q7L014|DDX46_HUMAN Probable ATP-dependent RNA helicase DDX46 OS=Homo sapiens OX=9606 GN=DDX46 PE=1 SV=2;tr|A0A0C4DG89|A0A0C4DG89_HUMAN Probable ATP-dependent RNA helicase DDX46 OS=Homo sapiens OX=9606 GN=DDX46 PE=1 SV=1,10,10,10.2,1031
ECI2,-1.2271430645,0.0360047952147631,1,O75521;A0A0C4DGA2;F1LLU7,O75521;A0A0C4DGA2,3;3;1,3;3;1,3;3;1,"Enoyl-CoA delta isomerase 2, mitochondrial",ECI2,"sp|O75521|ECI2_HUMAN Enoyl-CoA delta isomerase 2 OS=Homo sapiens OX=9606 GN=ECI2 PE=1 SV=4;tr|A0A0C4DGA2|A0A0C4DGA2_HUMAN Enoyl-CoA delta isomerase 2, mitochondrial OS=Homo sapiens OX=9606 GN=ECI2 PE=1 SV=1",3,3,13.5,394
CHD4,-0.4153968875,0.0240481219205991,0,Q14839;A0A0C4DGG9;A0A2R8Y521;A0A2R8Y212;F5GWX5;A0A2R8YFD8;A0A2U3TZM0;A0A2R8YFK9;A0A2R8YD40;A0A2R8YDJ9;A0A2R8Y5J0;A0A2R8Y425;A0A2R8Y4X2;A0A2R8YDW2;A0A2R8Y445;A0A2R8YER1;A0A2R8Y8C1;A0A2R8Y5Z7;A0A2R8Y685;A0A2R8Y7I0;A0A2R8Y7M9;A0A2R8Y8B3;A0A2R8YE38;A0A2R8Y5M9;F6T542,Q14839;A0A0C4DGG9;A0A2R8Y521;A0A2R8Y212;F5GWX5;A0A2R8YFD8;A0A2U3TZM0;A0A2R8YFK9;A0A2R8YD40;A0A2R8YDJ9;A0A2R8Y5J0;A0A2R8Y425;A0A2R8Y4X2;A0A2R8YDW2;A0A2R8Y445;A0A2R8YER1;A0A2R8Y8C1;A0A2R8Y5Z7;A0A2R8Y685;A0A2R8Y7I0;A0A2R8Y7M9,16;16;16;16;16;16;16;16;16;16;16;16;15;14;12;12;12;8;8;8;8;6;4;4;2,16;16;16;16;16;16;16;16;16;16;16;16;15;14;12;12;12;8;8;8;8;6;4;4;2,7;7;7;7;7;7;7;7;7;7;7;7;7;6;3;3;3;2;2;5;5;2;1;1;0,Chromodomain-helicase-DNA-binding protein 4,CHD4,sp|Q14839|CHD4_HUMAN Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=2;tr|A0A0C4DGG9|A0A0C4DGG9_HUMAN Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=1;tr|A0A2R8Y521|A0A2R8Y521_HUMAN C,16,7,10.7,1912
CAPNS1,0.0415122014,0.753226660446523,0,P04632;A0A0C4DGQ5;K7EM73;K7EIV0;A0A075B7C0;K7ELJ7;K7EKD8;K7ES78;K7EMQ1,P04632;A0A0C4DGQ5;K7EM73;K7EIV0;A0A075B7C0;K7ELJ7;K7EKD8,7;7;6;6;6;6;4;1;1,7;7;6;6;6;6;4;1;1,2;2;2;1;1;2;1;1;1,Calpain small subunit 1,CAPNS1,sp|P04632|CPNS1_HUMAN Calpain small subunit 1 OS=Homo sapiens OX=9606 GN=CAPNS1 PE=1 SV=1;tr|A0A0C4DGQ5|A0A0C4DGQ5_HUMAN Calpain small subunit 1 OS=Homo sapiens OX=9606 GN=CAPNS1 PE=1 SV=1;tr|K7EM73|K7EM73_HUMAN Calpain small subunit 1 (Fragment) OS=Homo s,7,2,34.3,268
DDOST,-0.1243543727,0.370761723547804,0,P39656;A0A0C4DGS1;U3KQ84,P39656;A0A0C4DGS1;U3KQ84,12;12;7,12;12;7,12;12;7,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,DDOST,sp|P39656|OST48_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Homo sapiens OX=9606 GN=DDOST PE=1 SV=4;tr|A0A0C4DGS1|A0A0C4DGS1_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=H,12,12,28.3,456
DDX3X;DDX3Y,-0.2942656494,0.0855236384365094,0,O00571;A0A0D9SG12;A0A2R8Y645;A0A2R8Y5G6;A0A0D9SF53;A0A2R8Y4A4;A0A2U3TZJ9;A0A2R8YDT5;A0A2R8Y7T2;A0A2R8YFS5;A0A2R8YFR4;A0A2R8YCW1;A0A0D9SFB3;A0A2R8YF78;F6S8Q4;O15523;A0A2R8YDH3;A0A0J9YVQ7;A0A087WVZ1;D6RCM4;H0Y960;C9J081;Q9NQI0,O00571;A0A0D9SG12;A0A2R8Y645;A0A2R8Y5G6;A0A0D9SF53;A0A2R8Y4A4;A0A2U3TZJ9;A0A2R8YDT5;A0A2R8Y7T2;A0A2R8YFS5;A0A2R8YFR4;A0A2R8YCW1;A0A0D9SFB3;A0A2R8YF78;F6S8Q4;O15523;A0A2R8YDH3,20;20;20;20;20;20;20;20;20;20;20;20;20;20;18;18;15;7;5;1;1;1;1,19;19;19;19;19;19;19;19;19;19;19;19;19;19;17;17;14;7;5;1;1;1;1,19;19;19;19;19;19;19;19;19;19;19;19;19;19;17;17;14;7;5;1;1;1;1,ATP-dependent RNA helicase DDX3X;ATP-dependent RNA helicase DDX3Y,DDX3X;DDX3Y,sp|O00571|DDX3X_HUMAN ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3;tr|A0A0D9SG12|A0A0D9SG12_HUMAN ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=1;tr|A0A2R8Y645|A0A2R8Y645_HUMAN ATP-dependent RNA he,20,19,30.1,662
SPTAN1,0.1037990301,0.624383689542158,0,Q13813;A0A0D9SGF6;A0A0D9SF54;A0A1B0GUH3,Q13813;A0A0D9SGF6;A0A0D9SF54,21;21;20;1,21;21;20;1,21;21;20;1,"Spectrin alpha chain, non-erythrocytic 1",SPTAN1,"sp|Q13813|SPTN1_HUMAN Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=3;tr|A0A0D9SGF6|A0A0D9SGF6_HUMAN Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=1;tr|A0A0D9SF54|A0A0D9SF54_HUMAN Sp",21,21,11.5,2472
HSPA1A;HSPA1B,-0.0383680691,0.83463665446028,0,P0DMV8;A0A0G2JIW1;P0DMV9;V9GZ37,P0DMV8;A0A0G2JIW1;P0DMV9;V9GZ37,33;33;33;18,29;29;29;17,18;18;18;10,Heat shock 70 kDa protein 1A;Heat shock 70 kDa protein 1B,HSPA1A;HSPA1B,sp|P0DMV8|HS71A_HUMAN Heat shock 70 kDa protein 1A OS=Homo sapiens OX=9606 GN=HSPA1A PE=1 SV=1;tr|A0A0G2JIW1|A0A0G2JIW1_HUMAN Heat shock 70 kDa protein 1B OS=Homo sapiens OX=9606 GN=HSPA1B PE=1 SV=1;sp|P0DMV9|HS71B_HUMAN Heat shock 70 kDa protein 1B OS=Hom,33,18,46.3,641
CSNK2B;CSNK2B-LY6G5B-1181;CSNK2B-LY6G5B--991,0.5504722817,0.268274740249578,0,P67870;Q5SRQ6;Q5SRQ3;N0E472;A0A0G2JM12;N0E644;A0A0G2JM58,P67870;Q5SRQ6;Q5SRQ3;N0E472;A0A0G2JM12,4;4;4;4;4;1;1,4;4;4;4;4;1;1,4;4;4;4;4;1;1,Casein kinase II subunit beta,CSNK2B;CSNK2B-LY6G5B-1181;CSNK2B-LY6G5B--991,sp|P67870|CSK2B_HUMAN Casein kinase II subunit beta OS=Homo sapiens OX=9606 GN=CSNK2B PE=1 SV=1;tr|Q5SRQ6|Q5SRQ6_HUMAN Casein kinase II subunit beta OS=Homo sapiens OX=9606 GN=CSNK2B PE=1 SV=2;tr|Q5SRQ3|Q5SRQ3_HUMAN Casein kinase II subunit beta OS=Homo sa,4,4,22.8,215
PUF60,0.386443961,0.256616809632253,0,A0A0J9YYL3;A0A0J9YVP6;Q9UHX1;A0A0J9YVR6;E9PQ56;A0A0J9YXJ8;A0A0J9YXX5;A0A0J9YWM1;H0YEM1;E9PMU7;E9PN18;E9PL19;H0YCP8,A0A0J9YYL3;A0A0J9YVP6;Q9UHX1;A0A0J9YVR6;E9PQ56;A0A0J9YXJ8;A0A0J9YXX5;A0A0J9YWM1;H0YEM1;E9PMU7;E9PN18,9;9;8;8;8;8;8;7;7;6;6;4;4,9;9;8;8;8;8;8;7;7;6;6;4;4,9;9;8;8;8;8;8;7;7;6;6;4;4,Poly(U)-binding-splicing factor PUF60,PUF60,tr|A0A0J9YYL3|A0A0J9YYL3_HUMAN Poly(U)-binding-splicing factor PUF60 (Fragment) OS=Homo sapiens OX=9606 GN=PUF60 PE=1 SV=1;tr|A0A0J9YVP6|A0A0J9YVP6_HUMAN Poly(U)-binding-splicing factor PUF60 (Fragment) OS=Homo sapiens OX=9606 GN=PUF60 PE=1 SV=1;sp|Q9UHX1|,9,9,29.5,505
MATR3,-0.3496254123,0.033198343836887,0,P43243;A0A0R4J2E8;A8MXP9;D6REM6;B3KM87;D6R991;H0Y8T4;Q68E03;D6R8Z5;D6RCM3;D6REK4;D6RIA2;D6RB45;D6RE02;A0A1B0GX04;D6RBS2;D6R9F3;D6RBI2;D6RBK5;D6RAY2;D6RAM9,P43243;A0A0R4J2E8;A8MXP9;D6REM6;B3KM87;D6R991,30;30;30;25;17;17;12;7;6;5;5;4;4;4;4;4;4;4;4;3;3,30;30;30;25;17;17;12;7;6;5;5;4;4;4;4;4;4;4;4;3;3,30;30;30;25;17;17;12;7;6;5;5;4;4;4;4;4;4;4;4;3;3,Matrin-3,MATR3,sp|P43243|MATR3_HUMAN Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=2;tr|A0A0R4J2E8|A0A0R4J2E8_HUMAN Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=1;tr|A8MXP9|A8MXP9_HUMAN Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=1;tr|D6REM6|D6REM6_HUMAN M,30,30,41,847
PACSIN2,0.0362218296,0.8588758137017,0,Q9UNF0;A0A0U1RR22;B0QYG7;B0QYG8,Q9UNF0;A0A0U1RR22,3;3;1;1,3;3;1;1,3;3;1;1,Protein kinase C and casein kinase substrate in neurons protein 2,PACSIN2,sp|Q9UNF0|PACN2_HUMAN Protein kinase C and casein kinase substrate in neurons protein 2 OS=Homo sapiens OX=9606 GN=PACSIN2 PE=1 SV=2;tr|A0A0U1RR22|A0A0U1RR22_HUMAN Protein kinase C and casein kinase substrate in neurons protein 2 (Fragment) OS=Homo sapiens,3,3,7,486
HLA-A,-0.5826164502,0.0046552215806577,0,A0A140T955;A0A140T933;A0A1W2PRT9;Q53Z42;A0A140T9I0;A0A140T9X5;A0A140T913;A0A1W2PPQ2,A0A140T955;A0A140T933;A0A1W2PRT9;Q53Z42;A0A140T9I0;A0A140T9X5;A0A140T913;A0A1W2PPQ2,12;12;12;12;12;12;12;11,12;12;12;12;12;12;12;11,4;4;4;4;4;4;4;4,,HLA-A,"tr|A0A140T955|A0A140T955_HUMAN HLA class I histocompatibility antigen, A alpha chain OS=Homo sapiens OX=9606 GN=HLA-A PE=1 SV=1;tr|A0A140T933|A0A140T933_HUMAN HLA class I histocompatibility antigen, A alpha chain (Fragment) OS=Homo sapiens OX=9606 GN=HLA-A",12,4,49.8,299
EPB41L3,0.0736954572,0.767703889042535,0,A0A1B0GTF8;A8K968;Q9Y2J2;A0A0A0MRA8;A0A0A0MSA4;J3KT37;J3QS55,A0A1B0GTF8;A8K968;Q9Y2J2;A0A0A0MRA8;A0A0A0MSA4;J3KT37,7;7;6;6;5;4;1,5;5;4;4;3;2;1,5;5;4;4;3;2;1,"Band 4.1-like protein 3;Band 4.1-like protein 3, N-terminally processed",EPB41L3,tr|A0A1B0GTF8|A0A1B0GTF8_HUMAN Band 4.1-like protein 3 OS=Homo sapiens OX=9606 GN=EPB41L3 PE=1 SV=1;tr|A8K968|A8K968_HUMAN Band 4.1-like protein 3 OS=Homo sapiens OX=9606 GN=EPB41L3 PE=1 SV=1;sp|Q9Y2J2|E41L3_HUMAN Band 4.1-like protein 3 OS=Homo sapiens OX,7,5,9.6,571
ALDH7A1,-0.0915258114,0.732638599786473,0,P49419;A0A1B0GTG2;A0A1B0GW77;A0A1B0GV49;A0A1B0GTJ4;A0A1B0GUA1;A0A1B0GW82;A0A1B0GTY9;A0A1B0GUY0;A0A0J9YWF7;F8WDY6;A0A1B0GVU0;F8VVF2;H0YHM6,P49419;A0A1B0GTG2;A0A1B0GW77;A0A1B0GV49;A0A1B0GTJ4;A0A1B0GUA1;A0A1B0GW82;A0A1B0GTY9;A0A1B0GUY0,8;8;8;7;7;7;7;6;4;3;1;1;1;1,8;8;8;7;7;7;7;6;4;3;1;1;1;1,8;8;8;7;7;7;7;6;4;3;1;1;1;1,Alpha-aminoadipic semialdehyde dehydrogenase,ALDH7A1,sp|P49419|AL7A1_HUMAN Alpha-aminoadipic semialdehyde dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH7A1 PE=1 SV=5;tr|A0A1B0GTG2|A0A1B0GTG2_HUMAN Alpha-aminoadipic semialdehyde dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH7A1 PE=1 SV=1;tr|A0A1B0GW77|A0A1B0GW7,8,8,28.2,539
CTSD,-0.5964929303,0.00549718645899057,0,P07339;A0A1B0GW44;A0A1B0GV23;A0A1B0GVD5;A0A1B0GWE8;H7C469;A0A1B0GVP3;A0A1B0GU92;A0A1B0GU03;H7C1V0;F8WD96;C9JH19;F8W787;A0A1B0GV01,P07339;A0A1B0GW44;A0A1B0GV23;A0A1B0GVD5;A0A1B0GWE8;H7C469;A0A1B0GVP3;A0A1B0GU92;A0A1B0GU03;H7C1V0,10;10;10;10;10;7;7;7;7;6;4;4;3;1,10;10;10;10;10;7;7;7;7;6;4;4;3;1,10;10;10;10;10;7;7;7;7;6;4;4;3;1,Cathepsin D;Cathepsin D light chain;Cathepsin D heavy chain,CTSD,sp|P07339|CATD_HUMAN Cathepsin D OS=Homo sapiens OX=9606 GN=CTSD PE=1 SV=1;tr|A0A1B0GW44|A0A1B0GW44_HUMAN Cathepsin D OS=Homo sapiens OX=9606 GN=CTSD PE=1 SV=1;tr|A0A1B0GV23|A0A1B0GV23_HUMAN Cathepsin D OS=Homo sapiens OX=9606 GN=CTSD PE=1 SV=1;tr|A0A1B0GV,10,10,24,412
DPYSL2,-0.7419759077,0.0517312207923125,0,Q16555;A0A1C7CYX9;E5RFU4,Q16555;A0A1C7CYX9,15;15;3,15;15;3,12;12;2,Dihydropyrimidinase-related protein 2,DPYSL2,sp|Q16555|DPYL2_HUMAN Dihydropyrimidinase-related protein 2 OS=Homo sapiens OX=9606 GN=DPYSL2 PE=1 SV=1;tr|A0A1C7CYX9|A0A1C7CYX9_HUMAN Dihydropyrimidinase-related protein 2 OS=Homo sapiens OX=9606 GN=DPYSL2 PE=1 SV=1,15,12,41.6,572
