Gene_names,PAFAH1B1_vs_BirA_logFC,PAFAH1B1_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_PAFAH1B1_N1,Peptides_PAFAHB_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_PAFAH1B1_N1,Razor___unique_peptides_PAFAHB_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_PAFAH1B1_N1,Unique_peptides_PAFAHB_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_PAFAH1B1_N1,Identification_type_PAFAHB_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_PAFAH1B1_N1,Ratio_H_L_PAFAHB_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_PAFAH1B1_N1,Ratio_H_L_normalized_PAFAHB_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____PAFAH1B1_N1,Ratio_H_L_variability_____PAFAHB_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_PAFAH1B1_N1,Ratio_H_L_count_PAFAHB_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_PAFAH1B1_N1,Ratio_H_L_iso_count_PAFAHB_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_PAFAH1B1_N1,Ratio_H_L_type_PAFAHB_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_PAFAH1B1_N1____,Sequence_coverage_PAFAHB_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_PAFAH1B1_N1,Intensity_L_PAFAH1B1_N1,Intensity_H_PAFAH1B1_N1,Intensity_PAFAHB_N2,Intensity_L_PAFAHB_N2,Intensity_H_PAFAHB_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_PAFAH1B1_N1,metacell_Intensity_L_PAFAHB_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
ATP5H,-0.246815677343101,0.224525541132056,O75947;F5H608,O75947;F5H608,10;5,10;5,10;5,"ATP synthase subunit d, mitochondrial","sp|O75947|ATP5H_HUMAN ATP synthase subunit d, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PD PE=1 SV=3;tr|F5H608|F5H608_HUMAN ATP synthase subunit d, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PD PE=1 SV=2",2,10,10,10,4,5,8,8,4,5,8,8,4,5,8,8,69.6,69.6,69.6,18.491,161,161;81,0.0,25.352,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.475,1.2174,18.649,30,6,Leave out requantified,0.38554,0.49658,0.51696,0.47415,1.2919,1.3444,1.1343,1.1781,35.563,18.208,15.621,16.106,5,6,11,8,0,1,4,1,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,30.4,36.0,63.4,64.0,3727000000,2434200000,1292800000,311940000,221810000,90129000,368800000,248570000,120230000,1674600000,1083500000,591070000,1371600000,880310000,491330000,,,,1552,905;1056;11293;12524;12560;18038;20340;22191;22735;27401,True;True;True;True;True;True;True;True;True;True,996;1170;1171;12748;14374;14417;20526;23048;25092;25688;30965,2518;2519;3036;3037;3038;3039;31831;35756;35757;35758;35759;35871;35872;35873;35874;50955;50956;50957;50958;50959;56991;56992;62237;62238;63820;63821;63822;63823;63824;63825;63826;63827;63828;77024;77025,4838;4839;5897;5898;5899;5900;5901;5902;5903;5904;5905;5906;5907;61034;61035;68196;68197;68198;68199;68200;68201;68437;68438;68439;68440;96657;96658;96659;96660;96661;96662;96663;96664;96665;96666;96667;96668;96669;96670;107853;107854;107855;117853;117854;121181;121182;121183;121184;121185;121186;121187;121188;121189;121190;121191;121192;121193;121194;121195;121196;121197;121198;121199;121200;121201;147326;147327,4838;5906;61034;68201;68440;96662;107854;117853;121195;147327,904,,32,,-1;-1,protein_1553,quanti,quanti,quanti,quanti
FLOT1,20.9828032604775,4.77150765108277e-07,O75955;A2AB13;A2AB11;A0A0G2JJQ6;A2AB12;A2AB10;A0A140T9R1;A0A140T974;A0A140T9B1;A0A140T957;A0A140T910;A0A140T9C3;A0A140T959;A0A140T9W4;A0A140T9X0;A2AB09,O75955;A2AB13;A2AB11;A0A0G2JJQ6;A2AB12;A2AB10;A0A140T9R1,3;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1,3;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1,3;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1,Flotillin-1,sp|O75955|FLOT1_HUMAN Flotillin-1 OS=Homo sapiens OX=9606 GN=FLOT1 PE=1 SV=3;tr|A2AB13|A2AB13_HUMAN Flotillin (Fragment) OS=Homo sapiens OX=9606 GN=FLOT1 PE=1 SV=1;tr|A2AB11|A2AB11_HUMAN Flotillin (Fragment) OS=Homo sapiens OX=9606 GN=FLOT1 PE=1 SV=1;tr|A0,16,3,3,3,0,0,2,3,0,0,2,3,0,0,2,3,9.8,9.8,9.8,47.355,427,427;185;192;210;235;252;357;90;115;138;147;165;182;186;231;238,0.0,10.05,,,By MS/MS,By MS/MS,0.3485,0.67299,11.164,5,0,Leave out requantified,,,0.33434,0.3485,,,0.70439,0.70967,,,13.955,11.959,0,0,2,3,0,0,0,0,Median,Median,Median,Leave out requantified,0.0,0.0,5.4,9.8,331950000,243460000,88486000,0,0,0,0,0,0,138020000,102610000,35413000,193930000,140860000,53072000,,,,1553,23963;24370;25863,True;True;True,27057;27512;29245,67319;68454;68455;72753;72754,128406;130642;130643;130644;139172;139173,128406;130644;139172,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_1554,quanti,quanti,imputed MEC,imputed MEC
ATP5L,2.12343163718933,0.00298719879595594,O75964;E9PN17;A0A3B3ITX4;A0A3B3IRW3;A0A3B3ISE7,O75964;E9PN17;A0A3B3ITX4,8;7;7;3;1,8;7;7;3;1,8;7;7;3;1,"ATP synthase subunit g, mitochondrial","sp|O75964|ATP5L_HUMAN ATP synthase subunit g, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5MG PE=1 SV=3;tr|E9PN17|E9PN17_HUMAN ATP synthase subunit g, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5MG PE=1 SV=1;tr|A0A3B3ITX4|A0A3B3ITX4_HUMAN Uncharacterized ",5,8,8,8,4,4,6,6,4,4,6,6,4,4,6,6,64.1,64.1,64.1,11.428,103,103;76;91;34;37,0.0,66.279,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.43408,1.1147,19.774,23,4,Leave out requantified,0.29777,0.41716,0.44138,0.4517,0.84925,1.0696,1.0643,1.1986,38.982,28.794,19.088,11.39,4,3,9,7,2,0,1,1,Median,Leave out requantified,Leave out requantified,Leave out requantified,47.6,47.6,57.3,54.4,5695000000,3913100000,1781900000,128610000,89788000,38818000,114390000,77451000,36939000,3470300000,2413300000,1057000000,1981700000,1332600000,649070000,,,,1554,2129;7539;11356;11947;12881;18146;23180;24214,True;True;True;True;True;True;True;True,2411;8425;12820;13585;13586;14774;14775;20650;26197;27324,6268;20841;20842;20843;31996;31997;33818;33819;33820;33821;36787;36788;36789;36790;36791;36792;51267;51268;51269;65089;65090;65091;67947;67948;67949;67950,12294;39977;39978;39979;39980;39981;61381;61382;61383;61384;61385;61386;61387;64826;64827;64828;64829;70120;70121;70122;70123;70124;70125;70126;70127;70128;70129;70130;70131;70132;70133;70134;70135;70136;97316;97317;97318;97319;123862;123863;123864;123865;123866;123867;123868;123869;123870;123871;123872;123873;123874;123875;129619;129620;129621;129622;129623;129624;129625;129626;129627;129628;129629,12294;39980;61386;64828;70134;97319;123870;129626,905,,55,,-1;-1;-1;-1;-1,protein_1555,quanti,quanti,quanti,quanti
GLRX3,1.52981848881348,0.122208402161861,O76003,O76003,8,8,8,Glutaredoxin-3,sp|O76003|GLRX3_HUMAN Glutaredoxin-3 OS=Homo sapiens OX=9606 GN=GLRX3 PE=1 SV=2,1,8,8,8,2,1,8,4,2,1,8,4,2,1,8,4,30.4,30.4,30.4,37.432,335,335,0.0,16.962,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.48793,1.1308,16.292,16,5,Leave out requantified,0.35089,0.37362,0.47943,0.48793,1.1422,0.92163,1.122,1.2576,0.77564,,14.208,20.964,2,1,9,4,1,0,3,1,Median,Median,Leave out requantified,Leave out requantified,3.9,3.6,30.4,16.4,1707500000,1113900000,593640000,69965000,50553000,19412000,27333000,19571000,7761500,1197000000,789150000,407900000,413170000,254610000,158570000,,,,1556,2431;3013;4915;7103;8806;12129;13095;15747,True;True;True;True;True;True;True;True,2747;3401;5481;7899;9898;13828;15018;17956,7149;7150;8828;8829;8830;13685;19417;19418;24613;24614;34435;34436;37454;44660;44661;44662,13981;13982;17272;17273;17274;17275;17276;26257;37147;37148;47131;47132;47133;47134;65887;65888;71428;71429;84883;84884;84885;84886;84887;84888,13981;17274;26257;37147;47131;65888;71428;84888,,,,,-1,protein_1557,quanti,quanti,quanti,quanti
RSL1D1,2.26135937085545,0.00162409040262127,O76021;J3QSV6;I3L3U9;I3L3C4;I3L234;I3L1A3;J3KPU7;I3L2F2;I3L4T8;I3L1Y4,O76021;J3QSV6;I3L3U9;I3L3C4,19;18;14;12;4;3;1;1;1;1,19;18;14;12;4;3;1;1;1;1,19;18;14;12;4;3;1;1;1;1,Ribosomal L1 domain-containing protein 1,sp|O76021|RL1D1_HUMAN Ribosomal L1 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=RSL1D1 PE=1 SV=3;tr|J3QSV6|J3QSV6_HUMAN Ribosomal L1 domain-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=RSL1D1 PE=1 SV=1;tr|I3L3U9|I3L3U9_HUMAN Ribosom,10,19,19,19,6,4,15,17,6,4,15,17,6,4,15,17,41.0,41.0,41.0,54.972,490,490;430;296;158;98;93;39;43;46;47,0.0,58.713,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.42831,1.0756,30.945,48,10,Leave out requantified,0.32333,0.34134,0.44087,0.46857,1.0261,0.9239,1.0836,1.2466,10.682,2.006,17.758,32.88,6,4,17,21,2,1,4,3,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,15.9,15.3,31.2,30.0,12174000000,8337700000,3836500000,181510000,130940000,50569000,298990000,217630000,81360000,5642100000,3952200000,1689900000,6051600000,4037000000,2014700000,,,,1557,2658;4629;7934;9864;11574;11602;11603;11978;12462;14358;14572;14663;16575;19917;20226;20430;23672;23673;25538,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,2995;5167;8897;11109;13067;13068;13101;13102;13629;14289;16439;16440;16678;16776;18878;22586;22916;22917;23144;26727;26728;28890,7770;7771;12951;12952;12953;12954;22087;22088;22089;27641;27642;27643;27644;32616;32617;32684;32685;32686;33929;33930;33931;35554;35555;41001;41002;41593;41594;41595;41821;41822;41823;46951;55878;55879;56647;56648;56649;56650;56651;57220;66448;66449;66450;66451;66452;66453;71963;71964,15160;15161;24959;24960;24961;24962;24963;24964;24965;24966;24967;42329;42330;42331;42332;42333;42334;53059;53060;53061;53062;53063;53064;53065;53066;53067;53068;53069;62631;62632;62750;62751;62752;62753;62754;62755;62756;62757;62758;62759;65004;65005;65006;65007;65008;65009;67841;67842;78097;78098;79300;79301;79302;79303;79304;79305;79691;79692;79693;79694;79695;79696;79697;79698;79699;79700;79701;79702;79703;89195;105766;107170;107171;107172;107173;107174;107175;107176;107177;107178;108295;108296;126595;126596;126597;126598;126599;126600;126601;126602;126603;126604;126605;126606;126607;126608;137739;137740;137741;137742;137743,15160;24967;42332;53069;62632;62757;62759;65005;67841;78098;79302;79701;89195;105766;107175;108296;126597;126607;137740,906;907,,48;254,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_1558,quanti,quanti,quanti,quanti
CIAO1,-1.96688032301914,0.00140084338432839,O76071,O76071,4,4,4,Probable cytosolic iron-sulfur protein assembly protein CIAO1,sp|O76071|CIAO1_HUMAN Probable cytosolic iron-sulfur protein assembly protein CIAO1 OS=Homo sapiens OX=9606 GN=CIAO1 PE=1 SV=1,1,4,4,4,3,4,1,1,3,4,1,1,3,4,1,1,14.2,14.2,14.2,37.84,339,339,0.0,5.8889,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.43625,1.0919,22.68,9,1,Leave out requantified,0.43655,0.44912,0.55091,0.65145,1.2811,1.0518,1.4069,1.6822,16.992,21.264,,,3,4,1,1,0,0,0,1,Leave out requantified,Leave out requantified,Median,Median,14.2,14.2,4.7,4.7,463460000,276090000,187370000,71660000,48626000,23034000,109920000,74620000,35299000,150880000,83956000,66923000,131000000,68885000,62116000,,,,1559,10894;11427;16877;22011,True;True;True;True,12303;12898;19221;24893,30725;30726;32185;47754;47755;61698;61699;61700;61701,58998;58999;61793;61794;90719;90720;116798;116799;116800;116801;116802;116803,58998;61793;90720;116802,,,,,-1,protein_1560,quanti,quanti,quanti,quanti
SRP72,2.63444969194901,0.00079118989047699,O76094;D6RDY6;R4GNC1,O76094;D6RDY6,19;12;8,19;12;8,19;12;8,Signal recognition particle subunit SRP72,sp|O76094|SRP72_HUMAN Signal recognition particle subunit SRP72 OS=Homo sapiens OX=9606 GN=SRP72 PE=1 SV=3;tr|D6RDY6|D6RDY6_HUMAN Signal recognition particle subunit SRP72 (Fragment) OS=Homo sapiens OX=9606 GN=SRP72 PE=1 SV=3,3,19,19,19,1,1,17,11,1,1,17,11,1,1,17,11,34.7,34.7,34.7,74.605,671,671;335;220,0.0,58.309,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.43588,0.98309,17.903,30,10,Leave out requantified,0.47148,0.59789,0.40607,0.44611,1.6288,1.6555,0.96083,1.0352,,,16.789,21.545,1,1,17,11,1,1,4,4,Median,Median,Leave out requantified,Leave out requantified,1.6,1.6,32.6,23.0,2706000000,1851200000,854790000,41306000,24637000,16670000,52673000,32434000,20238000,1652900000,1130100000,522750000,959180000,664050000,295130000,,,,1561,1573;2316;3500;3501;4245;4269;4971;8465;10451;10929;11935;11954;12388;14135;15799;22453;24887;26003;26734,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1784;2611;3934;3935;4751;4775;5540;9493;11801;12338;13566;13596;14173;16179;18014;25379;28148;29403;30216,4601;6794;6795;10144;10145;10146;12009;12067;12068;13818;23561;29518;30812;33773;33774;33843;33844;35234;40323;40324;44811;62982;70133;70134;70135;70136;73168;73169;75210;75211,8880;13289;13290;19764;19765;19766;19767;19768;19769;19770;19771;19772;23217;23218;23292;23293;26463;26464;45071;56781;56782;59135;64718;64719;64720;64866;64867;67299;76836;76837;76838;76839;76840;85143;119309;119310;133950;133951;133952;133953;133954;139964;139965;139966;139967;143913,8880;13289;19766;19771;23217;23293;26463;45071;56781;59135;64718;64866;67299;76839;85143;119310;133951;139964;143913,,,,,-1;-1;-1,protein_1562,quanti,quanti,quanti,quanti
MTA2,3.02062149854579,0.00095141467260359,O94776,O94776,16,16,13,Metastasis-associated protein MTA2,sp|O94776|MTA2_HUMAN Metastasis-associated protein MTA2 OS=Homo sapiens OX=9606 GN=MTA2 PE=1 SV=1,1,16,16,13,4,2,13,12,4,2,13,12,4,2,10,11,30.8,30.8,28.1,75.022,668,668,0.0,58.957,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.45417,1.0995,17.379,34,9,Leave out requantified,0.39572,0.59666,0.44545,0.4453,0.92319,1.3044,1.1697,1.0961,4.8553,13.161,18.884,10.723,4,2,14,14,1,1,3,4,Leave out requantified,Median,Leave out requantified,Leave out requantified,7.8,3.4,25.7,26.5,3835400000,2598200000,1237300000,57841000,38864000,18977000,39389000,25669000,13720000,1945300000,1335200000,610130000,1792900000,1198500000,594430000,,,,1563,1389;2956;3551;3555;3774;7443;9159;15041;18956;19054;19357;20050;21072;22972;24405;26236,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1579;3341;3986;3990;4236;8308;10326;17184;21543;21642;21972;22727;23870;25962;27551;29678,4056;8682;8683;10242;10253;10254;10255;10256;10815;10816;20519;20520;20521;20522;25757;42802;42803;53414;53415;53416;53662;53663;54419;56199;56200;56201;56202;59092;59093;64518;64519;64520;68574;68575;68576;73899,7898;16978;16979;19928;19947;19948;19949;19950;19951;19952;19953;20921;20922;20923;20924;39341;39342;39343;39344;49485;81477;81478;81479;81480;101291;101292;101293;101294;101721;101722;101723;101724;103051;103052;103053;106355;106356;106357;106358;106359;106360;106361;111849;111850;111851;122613;122614;122615;130854;130855;130856;141473,7898;16979;19928;19950;20922;39344;49485;81478;101292;101722;103052;106355;111851;122613;130855;141473,,,,,-1,protein_1564,quanti,quanti,quanti,quanti
TOMM70A,3.55929768615925,4.47756827839061e-05,O94826,O94826,16,16,16,Mitochondrial import receptor subunit TOM70,sp|O94826|TOM70_HUMAN Mitochondrial import receptor subunit TOM70 OS=Homo sapiens OX=9606 GN=TOMM70 PE=1 SV=1,1,16,16,16,2,3,14,12,2,3,14,12,2,3,14,12,41.0,41.0,41.0,67.454,608,608,0.0,72.116,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.40214,0.98287,18.788,35,13,Leave out requantified,0.29888,0.30027,0.41861,0.4025,0.79543,0.6504,1.036,1.0297,31.216,33.72,19.701,9.3269,2,2,17,14,1,1,5,6,Median,Median,Leave out requantified,Leave out requantified,2.8,4.6,40.0,30.9,5537800000,3719800000,1818000000,41646000,29226000,12420000,46683000,33514000,13169000,2967500000,1995800000,971700000,2481900000,1661200000,820720000,,,,1566,30;263;2394;2510;7884;8349;10386;15392;15393;18342;18497;18897;22220;22221;26939;27297,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,30;287;2708;2836;8844;9361;11730;17566;17567;20861;21029;21480;25123;25124;30442;30850,80;81;82;83;681;682;7068;7069;7384;7385;7386;7387;21955;21956;21957;21958;23256;23257;29357;29358;43695;43696;43697;43698;43699;51832;52263;52264;52265;53280;53281;62326;62327;75749;76735;76736,135;136;137;138;139;140;141;142;1296;1297;1298;1299;1300;13852;13853;14394;14395;14396;14397;14398;14399;42082;42083;42084;42085;42086;42087;42088;42089;42090;42091;42092;44507;44508;56506;56507;56508;56509;83034;83035;83036;83037;83038;83039;83040;83041;83042;83043;83044;83045;98378;99154;99155;99156;99157;101047;101048;101049;118068;118069;118070;118071;144916;146724;146725;146726;146727,140;1300;13852;14396;42089;44508;56506;83044;83045;98378;99157;101047;118068;118071;144916;146727,910,,441,,-1,protein_1567,quanti,quanti,quanti,quanti
UFL1,21.1554073750721,9.81103601628447e-08,O94874,O94874,5,5,5,E3 UFM1-protein ligase 1,sp|O94874|UFL1_HUMAN E3 UFM1-protein ligase 1 OS=Homo sapiens OX=9606 GN=UFL1 PE=1 SV=2,1,5,5,5,0,0,4,3,0,0,4,3,0,0,4,3,8.8,8.8,8.8,89.594,794,794,0.0,6.3906,,,By MS/MS,By MS/MS,0.50648,1.5894,28.825,7,4,Linear,,,0.47826,0.51826,,,1.4868,1.2269,,,34.284,25.282,0,0,4,3,0,0,3,1,Median,Median,Linear,Plateau,0.0,0.0,7.4,5.2,415360000,275610000,139750000,0,0,0,0,0,0,239670000,162890000,76772000,175700000,112720000,62977000,,,,1567,2702;7796;13548;23323;25388,True;True;True;True;True,3052;8740;15509;26350;28728,7940;7941;21684;38633;65455;71600;71601,15617;15618;41586;41587;73681;124554;136924;136925;136926;136927;136928;136929;136930;136931;136932;136933;136934,15618;41587;73681;124554;136933,,,,,-1,protein_1568,quanti,quanti,imputed MEC,imputed MEC
PROSC,-0.155982677345616,0.876498665488245,O94903;E5RG77;H0YBG2;E5RFX7;E5RFZ4,O94903;E5RG77;H0YBG2;E5RFX7,6;5;3;3;2,6;5;3;3;2,6;5;3;3;2,Proline synthase co-transcribed bacterial homolog protein,sp|O94903|PLPHP_HUMAN Pyridoxal phosphate homeostasis protein OS=Homo sapiens OX=9606 GN=PLPBP PE=1 SV=1;tr|E5RG77|E5RG77_HUMAN Pyridoxal phosphate homeostasis protein (Fragment) OS=Homo sapiens OX=9606 GN=PLPBP PE=1 SV=1;tr|H0YBG2|H0YBG2_HUMAN Pyridoxal p,5,6,6,6,1,2,4,1,1,2,4,1,1,2,4,1,25.5,25.5,25.5,30.344,275,275;152;128;137;74,0.0,9.4058,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.45455,1.0995,27.554,8,4,Leave out requantified,0.30742,0.36791,0.49483,0.31536,0.78807,0.85642,1.1249,0.67319,,44.589,29.54,,1,2,4,1,1,1,2,0,Median,Median,Median,Median,2.9,8.7,16.7,6.2,446060000,292640000,153420000,17642000,12498000,5144100,46261000,32329000,13932000,323720000,210070000,113650000,58439000,37739000,20700000,,,,1568,3729;9937;10477;12598;14760;22860,True;True;True;True;True;True,4181;11189;11831;14459;16877;25834,10668;10669;27855;29589;35982;42056;42057;64191,20645;20646;53457;56921;68631;68632;80103;80104;80105;80106;80107;80108;80109;80110;80111;80112;121937,20645;53457;56921;68632;80111;121937,,,,,-1;-1;-1;-1;-1,protein_1569,quanti,quanti,quanti,quanti
PRPF6,20.4870906358976,1.90846714118677e-07,O94906,O94906,3,3,3,Pre-mRNA-processing factor 6,sp|O94906|PRP6_HUMAN Pre-mRNA-processing factor 6 OS=Homo sapiens OX=9606 GN=PRPF6 PE=1 SV=1,1,3,3,3,0,0,3,2,0,0,3,2,0,0,3,2,3.5,3.5,3.5,106.92,941,941,0.0,6.1809,,,By MS/MS,By MS/MS,0.56695,1.3018,16.994,4,1,Median,,,0.70331,0.56507,,,1.464,1.3018,,,26.975,0.95721,0,0,2,2,0,0,1,0,Median,Median,Median,Median,0.0,0.0,3.5,2.6,277970000,170960000,107010000,0,0,0,0,0,0,131560000,79436000,52126000,146410000,91519000,54887000,,,,1569,1252;1448;13209,True;True;True,1395;1647;15141,3626;3627;4246;4247;37721,7103;7104;8236;8237;8238;71864,7104;8237;71864,,,,,-1,protein_1570,quanti,quanti,imputed MEC,imputed MEC
GLS,2.52938364014905,0.000856387173871277,O94925;H7BZD1;C9JIJ6;B7Z509,O94925,21;6;3;2,21;6;3;2,18;6;0;0,"Glutaminase kidney isoform, mitochondrial","sp|O94925|GLSK_HUMAN Glutaminase kidney isoform, mitochondrial OS=Homo sapiens OX=9606 GN=GLS PE=1 SV=1",4,21,21,18,4,3,19,19,4,3,19,19,3,2,17,16,44.5,44.5,37.4,73.46,669,669;114;164;174,0.0,63.77,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.42466,1.1389,39.238,49,7,Leave out requantified,0.35735,0.64621,0.46022,0.39151,1.0556,1.5342,1.1647,1.0068,6.8966,7.9882,37.069,24.487,5,4,20,20,0,0,3,4,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,9.6,7.3,40.7,41.9,7058600000,4829200000,2229400000,124360000,88389000,35969000,126250000,75554000,50699000,3309400000,2193300000,1116100000,3498600000,2471900000,1026600000,,,,1570,3188;5191;5657;5972;6549;6700;6701;7529;8386;9205;13308;15787;16406;17637;19009;19031;22065;23818;25212;25469;26662,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,3587;5773;6296;6633;7283;7446;7447;8412;9400;10380;15245;17998;18686;20089;21596;21618;24954;26897;28525;28818;30137,9279;9280;14291;14292;15561;15562;16386;16387;17905;17906;18333;18334;18335;18336;20803;20804;20805;20806;20807;20808;23345;23346;25892;37970;37971;44756;46468;46469;49877;49878;53555;53556;53602;53603;53604;53605;61869;66919;66920;66921;66922;71086;71087;71812;75009;75010;75011;75012;75013,18012;18013;18014;18015;27260;27261;29703;29704;31303;31304;34120;34121;34999;35000;35001;35002;35003;35004;35005;35006;35007;35008;35009;39888;39889;39890;39891;39892;39893;44666;44667;44668;44669;49773;72345;72346;72347;72348;72349;72350;72351;72352;72353;72354;72355;72356;72357;72358;85033;88279;88280;88281;88282;94629;94630;94631;94632;94633;94634;94635;101551;101552;101553;101554;101555;101556;101557;101558;101631;101632;101633;101634;101635;117163;127580;127581;127582;127583;127584;127585;127586;127587;127588;127589;127590;135897;135898;135899;135900;135901;137395;137396;143521;143522;143523;143524;143525;143526;143527;143528;143529;143530,18014;27260;29703;31304;34121;35002;35003;39893;44668;49773;72348;85033;88281;94635;101557;101635;117163;127590;135900;137396;143529,911,,164,,-1;-1;-1;-1,protein_1571,quanti,quanti,quanti,quanti
HEXIM1,21.5624668851084,7.80466071350063e-08,O94992,O94992,2,2,2,Protein HEXIM1,sp|O94992|HEXI1_HUMAN Protein HEXIM1 OS=Homo sapiens OX=9606 GN=HEXIM1 PE=1 SV=1,1,2,2,2,0,0,2,2,0,0,2,2,0,0,2,2,7.0,7.0,7.0,40.623,359,359,0.0,3.8992,,,By MS/MS,By MS/MS,0.4645,1.1327,19.047,4,1,Median,,,0.47443,0.42032,,,1.2046,1.0342,,,18.503,22.662,0,0,2,2,0,0,1,0,Median,Median,Median,Median,0.0,0.0,7.0,7.0,534100000,364490000,169610000,0,0,0,0,0,0,300460000,212750000,87713000,233640000,151740000,81899000,,,,1571,576;26993,True;True,630;30498,1601;1602;75880;75881,3025;3026;3027;145146;145147;145148,3027;145148,,,,,-1,protein_1572,quanti,quanti,imputed MEC,imputed MEC
MFN2,24.3488918031395,4.49740891510558e-08,O95140,O95140,6,6,6,Mitofusin-2,sp|O95140|MFN2_HUMAN Mitofusin-2 OS=Homo sapiens OX=9606 GN=MFN2 PE=1 SV=3,1,6,6,6,0,0,3,6,0,0,3,6,0,0,3,6,11.9,11.9,11.9,86.401,757,757,0.0,7.6932,,,By MS/MS,By MS/MS,1.2642,2.5064,66.586,9,2,Leave out requantified,,,0.062612,1.4677,,,0.16039,3.339,,,167.11,31.033,0,0,3,6,0,0,1,1,Median,Median,Median,Leave out requantified,0.0,0.0,6.9,11.9,2906300000,2510900000,395340000,0,0,0,0,0,0,1585000000,1454300000,130680000,1321300000,1056600000,264660000,,,,1573,982;13927;15630;15663;19182;25136,True;True;True;True;True;True,1080;15922;17821;17856;21785;28437,2743;2744;2745;39671;44320;44321;44409;44410;53993;70857,5278;5279;75631;84186;84187;84188;84352;84353;84354;84355;102298;135399;135400,5278;75631;84187;84352;102298;135399,912;913,260,416;460,450,-1,protein_1574,quanti,quanti,imputed MEC,imputed MEC
