NUP43_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
PSME2,-0.1228595488,0.373783654740267,0,Q9UL46;A0A087X1Z3;H0YM70,Q9UL46;A0A087X1Z3;H0YM70,7;7;5,7;7;5,7;7;5,Proteasome activator complex subunit 2,PSME2,sp|Q9UL46|PSME2_HUMAN Proteasome activator complex subunit 2 OS=Homo sapiens OX=9606 GN=PSME2 PE=1 SV=4;tr|A0A087X1Z3|A0A087X1Z3_HUMAN Proteasome activator complex subunit 2 OS=Homo sapiens OX=9606 GN=PSME2 PE=1 SV=1;tr|H0YM70|H0YM70_HUMAN Proteasome activ,7,7,34.7,239
BSG,-0.2452823192,0.274708050102667,0,P35613;A0A087X2B5;A0A087WUV8;I3L192;R4GMX5;R4GN83;A0A2R8YDZ0,P35613;A0A087X2B5;A0A087WUV8;I3L192;R4GMX5,7;7;6;5;4;3;1,7;7;6;5;4;3;1,7;7;6;5;4;3;1,Basigin,BSG,sp|P35613|BASI_HUMAN Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=2;tr|A0A087X2B5|A0A087X2B5_HUMAN Basigin (Fragment) OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=1;tr|A0A087WUV8|A0A087WUV8_HUMAN Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=1;tr|I3L192|I3L19,7,7,22.3,385
SRSF3,-0.0217194205,0.872406308185733,0,P84103;A0A087X2D0,P84103;A0A087X2D0,6;6,5;5,5;5,Serine/arginine-rich splicing factor 3,SRSF3,sp|P84103|SRSF3_HUMAN Serine/arginine-rich splicing factor 3 OS=Homo sapiens OX=9606 GN=SRSF3 PE=1 SV=1;tr|A0A087X2D0|A0A087X2D0_HUMAN Serine/arginine-rich-splicing factor 3 OS=Homo sapiens OX=9606 GN=SRSF3 PE=1 SV=1,6,5,38.4,164
MRPL45,0.4892528124,0.334240243626402,0,Q9BRJ2;A0A087X2D5;A0A0G2JMS5;A0A087WU62,Q9BRJ2;A0A087X2D5;A0A0G2JMS5;A0A087WU62,4;4;3;3,4;4;3;3,4;4;3;3,"39S ribosomal protein L45, mitochondrial",MRPL45,"sp|Q9BRJ2|RM45_HUMAN 39S ribosomal protein L45, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL45 PE=1 SV=2;tr|A0A087X2D5|A0A087X2D5_HUMAN 39S ribosomal protein L45, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL45 PE=1 SV=1;tr|A0A0G2JMS5|A0A0G2JMS5_HUMAN 39S",4,4,19.6,306
DDX1,-0.0177417494,0.888139329535948,0,Q92499;A0A087X2G1;F1T0B3,Q92499;A0A087X2G1;F1T0B3,22;22;22,22;22;22,22;22;22,ATP-dependent RNA helicase DDX1,DDX1,sp|Q92499|DDX1_HUMAN ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=2;tr|A0A087X2G1|A0A087X2G1_HUMAN ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=1;tr|F1T0B3|F1T0B3_HUMAN ATP-dependent RNA helicase DDX1 O,22,22,41.4,740
GPS1,-0.712768627,0.022853103388047,0,Q13098;C9JFE4;A0A096LP07;A0A096LPJ3;A8K070;J3QS84;J3QS88;J3KTB0;J3QLE8;J3QLT0;J3QL53;J3KRE8;J3KSA5;J3KRJ4;J3QQX0,Q13098;C9JFE4;A0A096LP07;A0A096LPJ3;A8K070;J3QS84;J3QS88;J3KTB0;J3QLE8;J3QLT0;J3QL53;J3KRE8;J3KSA5;J3KRJ4,3;3;3;3;3;2;2;2;2;2;2;2;2;2;1,3;3;3;3;3;2;2;2;2;2;2;2;2;2;1,3;3;3;3;3;2;2;2;2;2;2;2;2;2;1,COP9 signalosome complex subunit 1,GPS1,sp|Q13098|CSN1_HUMAN COP9 signalosome complex subunit 1 OS=Homo sapiens OX=9606 GN=GPS1 PE=1 SV=4;tr|C9JFE4|C9JFE4_HUMAN COP9 signalosome complex subunit 1 OS=Homo sapiens OX=9606 GN=GPS1 PE=1 SV=2;tr|A0A096LP07|A0A096LP07_HUMAN COP9 signalosome complex su,3,3,8.4,491
C21orf33,-0.2110877028,0.599944708785737,0,A0A096LPI6;P0DPI2;A0A0B4J2D5;A0A096LNH5;A0A096LNJ1;A0A096LP73;A0A2R8Y6K9;H7C1F6;A0A2R8YDR7;H7C2G3;F2Z2Q0;A0A096LP12,A0A096LPI6;P0DPI2;A0A0B4J2D5;A0A096LNH5;A0A096LNJ1;A0A096LP73;A0A2R8Y6K9;H7C1F6;A0A2R8YDR7;H7C2G3;F2Z2Q0;A0A096LP12,6;5;5;4;3;3;3;3;3;3;3;3,5;5;5;4;3;3;3;3;3;3;3;3,5;5;5;4;3;3;3;3;3;3;3;3,,C21orf33,"tr|A0A096LPI6|A0A096LPI6_HUMAN Utp12 domain-containing protein (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=2;sp|P0DPI2|GAL3A_HUMAN Glutamine amidotransferase-like class 1 domain-containing protein 3A, mitochondrial OS=Homo sapiens OX=9606 GN=GATD3A PE=1 SV=",6,5,39.8,279
WDR18,-0.8088131049,0.306857829724745,0,Q9BV38;U3KQC1;A0A0A0MQU0;K7EIR0;A0A087X237;K7EKX5;K7EML4,Q9BV38;U3KQC1;A0A0A0MQU0;K7EIR0,4;4;4;2;1;1;1,4;4;4;2;1;1;1,4;4;4;2;1;1;1,WD repeat-containing protein 18,WDR18,sp|Q9BV38|WDR18_HUMAN WD repeat-containing protein 18 OS=Homo sapiens OX=9606 GN=WDR18 PE=1 SV=2;tr|U3KQC1|U3KQC1_HUMAN WD repeat-containing protein 18 (Fragment) OS=Homo sapiens OX=9606 GN=WDR18 PE=1 SV=1;tr|A0A0A0MQU0|A0A0A0MQU0_HUMAN WD repeat-containin,4,4,14.8,432
FGF2,0.1096980947,0.767219401273724,0,P09038;A0A0A0MQV6,P09038;A0A0A0MQV6,2;2,2;2,2;2,Fibroblast growth factor 2,FGF2,sp|P09038|FGF2_HUMAN Fibroblast growth factor 2 OS=Homo sapiens OX=9606 GN=FGF2 PE=1 SV=3;tr|A0A0A0MQV6|A0A0A0MQV6_HUMAN Fibroblast growth factor OS=Homo sapiens OX=9606 GN=FGF2 PE=1 SV=1,2,2,3.8,288
EPB41L3,0.8082041918,0.0337555725998659,0,A0A0A0MRA8;Q9Y2J2;A0A0A0MSA4;A8K968;A0A1B0GTF8;J3KT37;J3QS55;J3QRQ6;J3QR33;J3KS70;J3QLU5;J3KRD1;J3QKY2;J3QKK4;A0A2R8YFR9;A0A2U3TZH6;A0A2R8Y5Z6;A0A2R8Y5G2;A0A2R8Y570;A0A2R8Y6G5;A0A2R8YD30;Q4VB86;A0A3B3IUD6;A0A2R8Y7Y3;A0A2R8Y420;A0A3B3ITP0;A0A2R8Y6D0;A0A2R8Y4N6;A0A0J9YY18;P11171,A0A0A0MRA8;Q9Y2J2;A0A0A0MSA4;A8K968;A0A1B0GTF8,8;8;7;6;5;3;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,7;7;6;5;4;2;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,6;6;5;4;3;1;3;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0,"Band 4.1-like protein 3;Band 4.1-like protein 3, N-terminally processed",EPB41L3,tr|A0A0A0MRA8|A0A0A0MRA8_HUMAN Band 4.1-like protein 3 OS=Homo sapiens OX=9606 GN=EPB41L3 PE=1 SV=1;sp|Q9Y2J2|E41L3_HUMAN Band 4.1-like protein 3 OS=Homo sapiens OX=9606 GN=EPB41L3 PE=1 SV=2;tr|A0A0A0MSA4|A0A0A0MSA4_HUMAN Band 4.1-like protein 3 OS=Homo sa,8,6,12.5,918
PCMT1,0.0129617804,0.955509569776232,0,P22061;A0A3F2YNX8;A0A0A0MRJ6;H7BY58;F6S8N6;C9J0F2,P22061;A0A3F2YNX8;A0A0A0MRJ6;H7BY58;F6S8N6,5;5;5;5;4;1,5;5;5;5;4;1,5;5;5;5;4;1,Protein-L-isoaspartate(D-aspartate) O-methyltransferase;Protein-L-isoaspartate O-methyltransferase,PCMT1,sp|P22061|PIMT_HUMAN Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=4;tr|A0A3F2YNX8|A0A3F2YNX8_HUMAN Protein-L-isoaspartate O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=1;tr|A0A0A0MRJ6|A0A0A,5,5,45.4,227
NOLC1,0.1752450318,0.355697565100208,0,Q14978;A0A0A0MRM9;S4R349;S4R402,Q14978;A0A0A0MRM9,9;9;4;3,9;9;4;3,6;6;1;0,Nucleolar and coiled-body phosphoprotein 1,NOLC1,sp|Q14978|NOLC1_HUMAN Nucleolar and coiled-body phosphoprotein 1 OS=Homo sapiens OX=9606 GN=NOLC1 PE=1 SV=2;tr|A0A0A0MRM9|A0A0A0MRM9_HUMAN Nucleolar and coiled-body phosphoprotein 1 (Fragment) OS=Homo sapiens OX=9606 GN=NOLC1 PE=1 SV=1,9,6,13.6,699
ABI1,0.0766948879,0.642363893731082,0,Q8IZP0;B6VEX4;A0A0A0MRT6,Q8IZP0;B6VEX4;A0A0A0MRT6,2;2;2,2;2;2,2;2;2,Abl interactor 1,ABI1,sp|Q8IZP0|ABI1_HUMAN Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1 PE=1 SV=4;tr|B6VEX4|B6VEX4_HUMAN Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1 PE=1 SV=1;tr|A0A0A0MRT6|A0A0A0MRT6_HUMAN Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1 PE=1 SV=1,2,2,5.5,508
HADH,-0.0579901592,0.83711004126871,0,Q16836;A0A1W2PQV5;A0A1W2PNM1;A0A0A0MSE2;A0A0D9SFP2;E9PF18;A0A1W2PQ78;A0A1W2PQC2;A0A1W2PRT2,Q16836;A0A1W2PQV5;A0A1W2PNM1;A0A0A0MSE2;A0A0D9SFP2;E9PF18;A0A1W2PQ78,3;3;3;3;3;3;2;1;1,3;3;3;3;3;3;2;1;1,3;3;3;3;3;3;2;1;1,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",HADH,"sp|Q16836|HCDH_HUMAN Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=HADH PE=1 SV=3;tr|A0A1W2PQV5|A0A1W2PQV5_HUMAN Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=HADH PE=1 SV=1;tr|A0A1W2PNM1|A0",3,3,14,314
DDX42,0.6286536428,0.166053789139175,0,Q86XP3;A0A0A0MSJ0;J3KRE3,Q86XP3;A0A0A0MSJ0,8;8;1,8;8;1,8;8;1,ATP-dependent RNA helicase DDX42,DDX42,sp|Q86XP3|DDX42_HUMAN ATP-dependent RNA helicase DDX42 OS=Homo sapiens OX=9606 GN=DDX42 PE=1 SV=1;tr|A0A0A0MSJ0|A0A0A0MSJ0_HUMAN ATP-dependent RNA helicase DDX42 OS=Homo sapiens OX=9606 GN=DDX42 PE=1 SV=1,8,8,13.3,938
PLS3,-0.164430478,0.400523984704753,0,P13797;A0A0A0MSQ0;U3KQI3;Q5TBN3,P13797;A0A0A0MSQ0,6;6;2;1,6;6;2;1,3;3;1;0,Plastin-3,PLS3,sp|P13797|PLST_HUMAN Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=4;tr|A0A0A0MSQ0|A0A0A0MSQ0_HUMAN Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=1,6,3,11.1,630
PITPNB;PITPNA,-0.3839220555,0.216142384239574,0,P48739;B3KYB6;B3KYB7;A0A0A0MSW4;Q00169;I3L3W1;I3L2X8;I3L471;I3L4C0;I3L4U7;I3L459;I3L4H1;F5GWE5,P48739;B3KYB6;B3KYB7;A0A0A0MSW4;Q00169;I3L3W1;I3L2X8;I3L471;I3L4C0;I3L4U7;I3L459;I3L4H1;F5GWE5,2;2;2;2;1;1;1;1;1;1;1;1;1,2;2;2;2;1;1;1;1;1;1;1;1;1,2;2;2;2;1;1;1;1;1;1;1;1;1,Phosphatidylinositol transfer protein beta isoform;Phosphatidylinositol transfer protein alpha isoform,PITPNB;PITPNA,sp|P48739|PIPNB_HUMAN Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens OX=9606 GN=PITPNB PE=1 SV=2;tr|B3KYB6|B3KYB6_HUMAN Phosphatidylinositol transfer protein beta isoform (Fragment) OS=Homo sapiens OX=9606 GN=PITPNB PE=1 SV=1;tr|B3KYB7|,2,2,8.1,271
IVD,-0.0653946248,0.668011577477413,0,P26440;A0A0A0MT83;A0A0S2Z4K7;H0YLC3;H7C4G6;H0YN10;H0YKV0;A0A087WVD3,P26440;A0A0A0MT83;A0A0S2Z4K7,9;9;8;4;4;3;2;2,9;9;8;4;4;3;2;2,9;9;8;4;4;3;2;2,"Isovaleryl-CoA dehydrogenase, mitochondrial",IVD,"sp|P26440|IVD_HUMAN Isovaleryl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=IVD PE=1 SV=2;tr|A0A0A0MT83|A0A0A0MT83_HUMAN Isovaleryl-CoA dehydrogenase isoform 1 OS=Homo sapiens OX=9606 GN=IVD PE=1 SV=2;tr|A0A0S2Z4K7|A0A0S2Z4K7_HUMAN Isovalery",9,9,24.6,426
RBP1,0.0578023316,0.914143698293628,0,A0A0A0MTB9;H0YAK8;P09455;A0A0A0MQT0,A0A0A0MTB9;H0YAK8;P09455;A0A0A0MQT0,2;2;2;1,2;2;2;1,2;2;2;1,Retinol-binding protein 1,RBP1,tr|A0A0A0MTB9|A0A0A0MTB9_HUMAN Retinol-binding protein 1 OS=Homo sapiens OX=9606 GN=RBP1 PE=1 SV=1;tr|H0YAK8|H0YAK8_HUMAN Retinol-binding protein 1 OS=Homo sapiens OX=9606 GN=RBP1 PE=1 SV=2;sp|P09455|RET1_HUMAN Retinol-binding protein 1 OS=Homo sapiens OX=,2,2,23.1,91
ILK,-0.1969664889,0.348864336280228,0,Q13418;A0A0A0MTH3;E9PQ52;A0A087WW45;A0A087WWY6,Q13418;A0A0A0MTH3,4;4;1;1;1,4;4;1;1;1,4;4;1;1;1,Integrin-linked protein kinase,ILK,sp|Q13418|ILK_HUMAN Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=2;tr|A0A0A0MTH3|A0A0A0MTH3_HUMAN Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=1,4,4,9.5,452
ELOVL5,-0.4348845167,0.0559520858809742,0,Q9NYP7;A0A0A0MTI6,Q9NYP7;A0A0A0MTI6,1;1,1;1,1;1,Elongation of very long chain fatty acids protein 5;Elongation of very long chain fatty acids protein,ELOVL5,sp|Q9NYP7|ELOV5_HUMAN Elongation of very long chain fatty acids protein 5 OS=Homo sapiens OX=9606 GN=ELOVL5 PE=1 SV=1;tr|A0A0A0MTI6|A0A0A0MTI6_HUMAN Elongation of very long chain fatty acids protein OS=Homo sapiens OX=9606 GN=ELOVL5 PE=1 SV=1,1,1,4.3,299
TMED7;TMED7-TICAM2,0.1498796526,0.276961067958054,0,Q9Y3B3;A0A0A6YYA0,Q9Y3B3;A0A0A6YYA0,3;3,3;3,3;3,Transmembrane emp24 domain-containing protein 7,TMED7;TMED7-TICAM2,sp|Q9Y3B3|TMED7_HUMAN Transmembrane emp24 domain-containing protein 7 OS=Homo sapiens OX=9606 GN=TMED7 PE=1 SV=2;tr|A0A0A6YYA0|A0A0A6YYA0_HUMAN Protein TMED7-TICAM2 OS=Homo sapiens OX=9606 GN=TMED7-TICAM2 PE=3 SV=1,3,3,18.8,224
NAA15,0.0251317935,0.886902401348883,0,Q9BXJ9;A0A0B4J1W3,Q9BXJ9;A0A0B4J1W3,4;4,4;4,3;3,"N-alpha-acetyltransferase 15, NatA auxiliary subunit",NAA15,"sp|Q9BXJ9|NAA15_HUMAN N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1;tr|A0A0B4J1W3|A0A0B4J1W3_HUMAN N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1",4,3,5.7,866
SRSF7,-0.2205946337,0.308819350183852,0,Q16629;A0A0B4J1Z1;C9JAB2,Q16629;A0A0B4J1Z1;C9JAB2,7;7;7,7;7;7,6;6;6,Serine/arginine-rich splicing factor 7,SRSF7,sp|Q16629|SRSF7_HUMAN Serine/arginine-rich splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1;tr|A0A0B4J1Z1|A0A0B4J1Z1_HUMAN Serine/arginine-rich-splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1;tr|C9JAB2|C9JAB2_HUMAN Serine/arginine-,7,6,24.4,238
TCEB2,0.0065616957,0.960992600689566,0,Q15370;A0A0B4J296;B8ZZU8;I3L0M9,Q15370;A0A0B4J296,3;3;1;1,3;3;1;1,3;3;1;1,Transcription elongation factor B polypeptide 2,TCEB2,sp|Q15370|ELOB_HUMAN Elongin-B OS=Homo sapiens OX=9606 GN=ELOB PE=1 SV=1;tr|A0A0B4J296|A0A0B4J296_HUMAN Elongin-B OS=Homo sapiens OX=9606 GN=ELOB PE=1 SV=1,3,3,13.6,118
TPT1,-0.2389550319,0.563662123917517,0,P13693;Q5W0H4;A0A0B4J2C3;J3KPG2;E9PJF7;Q56UQ5;H0YCX0;Q9HAU6,P13693;Q5W0H4;A0A0B4J2C3;J3KPG2;E9PJF7,10;10;10;6;5;2;2;1,10;10;10;6;5;2;2;1,10;10;10;6;5;2;2;1,Translationally-controlled tumor protein,TPT1,sp|P13693|TCTP_HUMAN Translationally-controlled tumor protein OS=Homo sapiens OX=9606 GN=TPT1 PE=1 SV=1;tr|Q5W0H4|Q5W0H4_HUMAN Translationally-controlled tumor protein OS=Homo sapiens OX=9606 GN=TPT1 PE=1 SV=1;tr|A0A0B4J2C3|A0A0B4J2C3_HUMAN Translationally,10,10,55.2,172
PWP2,-0.474524235,0.0257874306408068,0,Q15269;A0A0B4J2E5;C9J544,Q15269;A0A0B4J2E5,8;8;2,8;8;2,7;7;2,Periodic tryptophan protein 2 homolog,PWP2,sp|Q15269|PWP2_HUMAN Periodic tryptophan protein 2 homolog OS=Homo sapiens OX=9606 GN=PWP2 PE=2 SV=2;tr|A0A0B4J2E5|A0A0B4J2E5_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 GN=LOC102724159 PE=1 SV=1,8,7,10.7,919
GSTZ1,-0.251230344,0.335957787945269,0,O43708;G3V267;G3V5T0;A0A0C4DFM0;G3V4T6;G3V3B9;A0A0A0MR33;H0YJN8,O43708;G3V267;G3V5T0;A0A0C4DFM0;G3V4T6;G3V3B9;A0A0A0MR33,4;4;4;4;4;3;3;1,4;4;4;4;4;3;3;1,4;4;4;4;4;3;3;1,Maleylacetoacetate isomerase,GSTZ1,sp|O43708|MAAI_HUMAN Maleylacetoacetate isomerase OS=Homo sapiens OX=9606 GN=GSTZ1 PE=1 SV=3;tr|G3V267|G3V267_HUMAN Maleylacetoacetate isomerase OS=Homo sapiens OX=9606 GN=GSTZ1 PE=1 SV=1;tr|G3V5T0|G3V5T0_HUMAN Maleylacetoacetate isomerase OS=Homo sapiens ,4,4,28.2,216
SET;SETSIP,-0.2454578661,0.179593444954835,0,Q01105;A0A0C4DFV9;P0DME0;A0A087X027,Q01105;A0A0C4DFV9;P0DME0;A0A087X027,9;9;6;6,9;9;6;6,9;9;6;6,Protein SET;Protein SETSIP,SET;SETSIP,sp|Q01105|SET_HUMAN Protein SET OS=Homo sapiens OX=9606 GN=SET PE=1 SV=3;tr|A0A0C4DFV9|A0A0C4DFV9_HUMAN Protein SET OS=Homo sapiens OX=9606 GN=SET PE=1 SV=1;sp|P0DME0|SETLP_HUMAN Protein SETSIP OS=Homo sapiens OX=9606 GN=SETSIP PE=1 SV=1;tr|A0A087X027|A0A0,9,9,32.1,290
RPSA,0.2186391699,0.161352487375019,0,P08865;C9J9K3;A0A0C4DG17;F8WD59,P08865;C9J9K3;A0A0C4DG17;F8WD59,23;23;23;13,23;23;23;13,23;23;23;13,40S ribosomal protein SA,RPSA,sp|P08865|RSSA_HUMAN 40S ribosomal protein SA OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=4;tr|C9J9K3|C9J9K3_HUMAN 40S ribosomal protein SA (Fragment) OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=8;tr|A0A0C4DG17|A0A0C4DG17_HUMAN 40S ribosomal protein SA OS=Homo sap,23,23,68.8,295
HTRA2,0.2267409838,0.268151788339791,0,O43464;A0A0C4DG44;P83110,O43464;A0A0C4DG44,4;4;1,4;4;1,4;4;1,"Serine protease HTRA2, mitochondrial",HTRA2,"sp|O43464|HTRA2_HUMAN Serine protease HTRA2, mitochondrial OS=Homo sapiens OX=9606 GN=HTRA2 PE=1 SV=2;tr|A0A0C4DG44|A0A0C4DG44_HUMAN Serine protease HTRA2, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=HTRA2 PE=1 SV=1",4,4,9,458
DDX46,-0.0307197457,0.810277200492617,0,Q7L014;A0A0C4DG89;D6RJA6,Q7L014;A0A0C4DG89,11;11;2,11;11;2,11;11;2,Probable ATP-dependent RNA helicase DDX46,DDX46,sp|Q7L014|DDX46_HUMAN Probable ATP-dependent RNA helicase DDX46 OS=Homo sapiens OX=9606 GN=DDX46 PE=1 SV=2;tr|A0A0C4DG89|A0A0C4DG89_HUMAN Probable ATP-dependent RNA helicase DDX46 OS=Homo sapiens OX=9606 GN=DDX46 PE=1 SV=1,11,11,14.4,1031
CHD4,-0.3068744387,0.0785067449338722,0,Q14839;A0A2R8YDJ9;A0A0C4DGG9;A0A2R8Y521;A0A2R8Y212;F5GWX5;A0A2R8YFD8;A0A2U3TZM0;A0A2R8YFK9;A0A2R8Y5J0;A0A2R8Y425;A0A2R8YD40;A0A2R8Y4X2;A0A2R8YDW2;A0A2R8Y7M9;A0A2R8Y7I0;A0A2R8YER1;A0A2R8Y8C1;A0A2R8Y445;A0A2R8Y685;A0A2R8Y8B3;A0A2R8Y5Z7;Q8TDI0;K7EMY3;A0A2R8Y5M9;A0A2R8YE38;F2Z2R5;H7C3H7;H7C0J3;I3L229,Q14839;A0A2R8YDJ9;A0A0C4DGG9;A0A2R8Y521;A0A2R8Y212;F5GWX5;A0A2R8YFD8;A0A2U3TZM0;A0A2R8YFK9;A0A2R8Y5J0;A0A2R8Y425;A0A2R8YD40;A0A2R8Y4X2;A0A2R8YDW2;A0A2R8Y7M9;A0A2R8Y7I0;A0A2R8YER1;A0A2R8Y8C1;A0A2R8Y445,20;20;20;20;20;20;20;20;20;20;20;20;19;18;12;12;12;12;12;8;8;8;7;4;4;4;2;1;1;1,20;20;20;20;20;20;20;20;20;20;20;20;19;18;12;12;12;12;12;8;8;8;7;4;4;4;2;1;1;1,16;16;16;16;16;16;16;16;16;16;16;16;15;14;10;10;9;9;9;6;6;6;4;2;3;3;1;0;0;0,Chromodomain-helicase-DNA-binding protein 4,CHD4,sp|Q14839|CHD4_HUMAN Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=2;tr|A0A2R8YDJ9|A0A2R8YDJ9_HUMAN Chromodomain-helicase-DNA-binding protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=1;tr|A0A0C4DGG9|A0A0C4D,20,16,14.4,1912
CAPNS1,0.1517137495,0.386969491923148,0,P04632;K7ELJ7;A0A0C4DGQ5;K7EM73;K7EIV0;A0A075B7C0;K7EKD8;U3KPR7;K7ES78;K7EMQ1,P04632;K7ELJ7;A0A0C4DGQ5;K7EM73;K7EIV0;A0A075B7C0,7;7;7;6;6;6;3;2;1;1,7;7;7;6;6;6;3;2;1;1,2;2;2;2;1;1;1;0;1;1,Calpain small subunit 1,CAPNS1,sp|P04632|CPNS1_HUMAN Calpain small subunit 1 OS=Homo sapiens OX=9606 GN=CAPNS1 PE=1 SV=1;tr|K7ELJ7|K7ELJ7_HUMAN Calpain small subunit 1 OS=Homo sapiens OX=9606 GN=CAPNS1 PE=1 SV=1;tr|A0A0C4DGQ5|A0A0C4DGQ5_HUMAN Calpain small subunit 1 OS=Homo sapiens OX=9,7,2,29.5,268
DDOST,-0.0034853377,0.979754059767196,0,P39656;A0A0C4DGS1;U3KQ84,P39656;A0A0C4DGS1;U3KQ84,12;12;6,12;12;6,12;12;6,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,DDOST,sp|P39656|OST48_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Homo sapiens OX=9606 GN=DDOST PE=1 SV=4;tr|A0A0C4DGS1|A0A0C4DGS1_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=H,12,12,30,456
DDX3X;DDX3Y,-0.1804689712,0.209986723512524,0,O00571;A0A0D9SFB3;A0A2R8Y645;A0A2R8Y4A4;A0A2R8YFS5;A0A2U3TZJ9;A0A2R8YFR4;A0A2R8YCW1;A0A0D9SG12;A0A2R8YF78;A0A2R8Y5G6;A0A2R8Y7T2;A0A2R8YDT5;A0A0D9SF53;F6S8Q4;O15523;A0A2R8YDH3;A0A0J9YVQ7;A0A087WVZ1;C9J081;H0Y960;C9J8G5;D6RCM4;Q9NQI0;A0A2R8Y4D2,O00571;A0A0D9SFB3;A0A2R8Y645;A0A2R8Y4A4;A0A2R8YFS5;A0A2U3TZJ9;A0A2R8YFR4;A0A2R8YCW1;A0A0D9SG12;A0A2R8YF78;A0A2R8Y5G6;A0A2R8Y7T2;A0A2R8YDT5;A0A0D9SF53;F6S8Q4;O15523;A0A2R8YDH3,23;23;23;23;23;23;23;23;23;23;23;23;23;23;21;20;18;8;6;2;1;1;1;1;1,22;22;22;22;22;22;22;22;22;22;22;22;22;22;20;19;17;8;6;2;1;1;1;1;1,22;22;22;22;22;22;22;22;22;22;22;22;22;22;20;19;17;8;6;2;1;1;1;1;1,ATP-dependent RNA helicase DDX3X;ATP-dependent RNA helicase DDX3Y,DDX3X;DDX3Y,sp|O00571|DDX3X_HUMAN ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3;tr|A0A0D9SFB3|A0A0D9SFB3_HUMAN ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=1;tr|A0A2R8Y645|A0A2R8Y645_HUMAN ATP-dependent RNA he,23,22,34.7,662
