DDB2_vs_zBirA,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
ALDOA,-0.2693038686,0.101056175085018,0,P04075;J3KPS3;H3BQN4;H3BPS8;H3BUH7;H3BR04;H3BMQ8;H3BU78;H3BR68;P05062;A0A087WXX2;A0A3B3IS80,P04075;J3KPS3;H3BQN4;H3BPS8;H3BUH7;H3BR04,32;31;29;20;18;16;14;12;8;1;1;1,32;31;29;20;18;16;14;12;8;1;1;1,28;28;25;16;17;15;13;11;8;0;0;0,Fructose-bisphosphate aldolase A;Fructose-bisphosphate aldolase,ALDOA,sp|P04075|ALDOA_HUMAN Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2;tr|J3KPS3|J3KPS3_HUMAN Fructose-bisphosphate aldolase OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=1;tr|H3BQN4|H3BQN4_HUMAN Fructose-bisphosphate aldolase OS=Homo,32,28,86.3,145
ALYREF,0.0965987845,0.504012579224822,0,Q86V81,Q86V81,8,8,2,THO complex subunit 4,ALYREF,sp|Q86V81|THOC4_HUMAN THO complex subunit 4 OS=Homo sapiens OX=9606 GN=ALYREF PE=1 SV=3,8,2,41.6,172
AMPD2,-0.5581006912,0.0591744111103383,0,Q01433;A0A5F9UK94;H0Y360;A0A590UK85;A0A590UJY6;E9PJF6;A0A590UJX5,Q01433;A0A5F9UK94;H0Y360;A0A590UK85;A0A590UJY6,6;6;6;4;4;1;1,6;6;6;4;4;1;1,6;6;6;4;4;1;1,AMP deaminase 2,AMPD2,sp|Q01433|AMPD2_HUMAN AMP deaminase 2 OS=Homo sapiens OX=9606 GN=AMPD2 PE=1 SV=2;tr|A0A5F9UK94|A0A5F9UK94_HUMAN AMP deaminase OS=Homo sapiens OX=9606 GN=AMPD2 PE=1 SV=1;tr|H0Y360|H0Y360_HUMAN AMP deaminase OS=Homo sapiens OX=9606 GN=AMPD2 PE=1 SV=2;tr|A0A5,6,6,9.2,919
ANP32A,0.1821644081,0.466098621122223,0,P39687;H0YN26;H7BZ09;O43423,P39687;H0YN26,5;5;2;1,5;5;2;1,5;5;2;1,Acidic leucine-rich nuclear phosphoprotein 32 family member A,ANP32A,sp|P39687|AN32A_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens OX=9606 GN=ANP32A PE=1 SV=1;tr|H0YN26|H0YN26_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens OX=9606 GN=ANP32A PE=1 SV=1,5,5,24.5,290
ANXA1,-0.4085782697,0.115657555414629,0,P04083;Q5T3N1;Q5T3N0,P04083;Q5T3N1,24;13;8,24;13;8,24;13;8,Annexin A1;Annexin,ANXA1,sp|P04083|ANXA1_HUMAN Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2;tr|Q5T3N1|Q5T3N1_HUMAN Annexin (Fragment) OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=1,24,24,68.2,295
ANXA11,-0.0121048709,0.949317159261546,0,P50995;H0Y6E1,P50995;H0Y6E1,12;6,12;6,12;6,Annexin A11,ANXA11,sp|P50995|ANX11_HUMAN Annexin A11 OS=Homo sapiens OX=9606 GN=ANXA11 PE=1 SV=1;tr|H0Y6E1|H0Y6E1_HUMAN Annexin A11 (Fragment) OS=Homo sapiens OX=9606 GN=ANXA11 PE=1 SV=1,12,12,27.3,1031
ANXA2;ANXA2P2,-0.1580116458,0.349753310022479,0,P07355;H0YN42;A6NMY6;H0YMU9;H0YMD0;H0YM50;H0YNP5;H0YN28;H0YKS4;H0YL33;H0YMM1;H0YKX9;H0YMT9;H0YLV6;H0YKZ7;H0YMW4;H0YKL9;H0YNA0;H0YKV8;H0YMD9;H0YN52;H0YKN4;H0YNB8;H0YLE2,P07355;H0YN42;A6NMY6;H0YMU9;H0YMD0;H0YM50,57;44;42;38;38;36;27;26;26;26;21;17;17;17;17;15;15;13;12;8;8;6;4;4,57;44;42;38;38;36;27;26;26;26;21;17;17;17;17;15;15;13;12;8;8;6;4;4,57;44;42;38;38;36;27;26;26;26;21;17;17;17;17;15;15;13;12;8;8;6;4;4,Annexin A2;Annexin;Putative annexin A2-like protein,ANXA2;ANXA2P2,sp|P07355|ANXA2_HUMAN Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2;tr|H0YN42|H0YN42_HUMAN Annexin (Fragment) OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=1;sp|A6NMY6|AXA2L_HUMAN Putative annexin A2-like protein OS=Homo sapiens OX=9606 GN=ANXA2P2 PE=5 ,57,57,95.6,1912
ANXA3,0.2106402044,0.368868407283891,0,P12429;D6RA82;D6RFG5;D6RCA8;D6RAZ8;D6RFJ9,P12429;D6RA82;D6RFG5,8;7;4;3;2;1,8;7;4;3;2;1,8;7;4;3;2;1,Annexin A3;Annexin,ANXA3,sp|P12429|ANXA3_HUMAN Annexin A3 OS=Homo sapiens OX=9606 GN=ANXA3 PE=1 SV=3;tr|D6RA82|D6RA82_HUMAN Annexin OS=Homo sapiens OX=9606 GN=ANXA3 PE=1 SV=1;tr|D6RFG5|D6RFG5_HUMAN Annexin (Fragment) OS=Homo sapiens OX=9606 GN=ANXA3 PE=1 SV=1,8,8,29.4,456
ANXA5,0.2968825581,0.420172476925662,0,P08758;D6RBL5;E9PHT9;D6RBE9;D6RCN3,P08758;D6RBL5;E9PHT9;D6RBE9,18;13;10;10;2,18;13;10;10;2,18;13;10;10;2,Annexin A5;Annexin,ANXA5,sp|P08758|ANXA5_HUMAN Annexin A5 OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=2;tr|D6RBL5|D6RBL5_HUMAN Annexin OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=1;tr|E9PHT9|E9PHT9_HUMAN Annexin OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=1;tr|D6RBE9|D6RBE9_HUMAN Annexin O,18,18,57.5,662
ANXA6,0.21164305,0.296795491673736,0,P08133;E5RK69;E7EMC6;E5RFF0;E5RI05;H0YC77;E5RIU8;E5RJR0;E5RJF5;E5RK63,P08133;E5RK69,29;19;14;4;3;2;2;2;2;2,29;19;14;4;3;2;2;2;2;2,29;19;14;4;3;2;2;2;2;2,Annexin A6;Annexin,ANXA6,sp|P08133|ANXA6_HUMAN Annexin A6 OS=Homo sapiens OX=9606 GN=ANXA6 PE=1 SV=3;tr|E5RK69|E5RK69_HUMAN Annexin OS=Homo sapiens OX=9606 GN=ANXA6 PE=1 SV=1,29,29,43.8,2472
ANXA7,0.2222720686,0.174248738321713,0,P20073,P20073,7,7,7,Annexin A7,ANXA7,sp|P20073|ANXA7_HUMAN Annexin A7 OS=Homo sapiens OX=9606 GN=ANXA7 PE=1 SV=3,7,7,19.9,641
AP2A1,0.1019673202,0.534001491523802,0,O95782;O94973;A0A0G2JQM1;A0A0G2JS82;M0R2D9;E9PR62;A0A0G2JS17;A0A0G2JQT9;H0YDE9;H0YEG0;A0A0G2JRF9;A0A0G2JQA4,O95782,9;4;3;3;2;2;1;1;1;1;1;1,9;4;3;3;2;2;1;1;1;1;1;1,8;3;2;2;1;1;0;0;0;0;0;0,AP-2 complex subunit alpha-1,AP2A1,sp|O95782|AP2A1_HUMAN AP-2 complex subunit alpha-1 OS=Homo sapiens OX=9606 GN=AP2A1 PE=1 SV=3,9,8,10.4,215
AP2B1,0.3165334352,0.217178430686736,0,P63010;A0A087X253;A0A087WYD1;A0A087WU93;A0A087WZQ6;K7EJX1;K7EN71;K7ERB2,P63010;A0A087X253,10;10;4;4;4;1;1;1,10;10;4;4;4;1;1;1,7;7;2;2;2;0;0;0,AP-2 complex subunit beta,AP2B1,sp|P63010|AP2B1_HUMAN AP-2 complex subunit beta OS=Homo sapiens OX=9606 GN=AP2B1 PE=1 SV=1;tr|A0A087X253|A0A087X253_HUMAN AP complex subunit beta OS=Homo sapiens OX=9606 GN=AP2B1 PE=1 SV=1,10,7,12.9,505
AP2S1,-0.6634190217,0.00802388388991417,0,P53680;M0R0N4;X6R390;M0QYZ2,P53680;M0R0N4;X6R390;M0QYZ2,1;1;1;1,1;1;1;1,1;1;1;1,AP-2 complex subunit sigma,AP2S1,sp|P53680|AP2S1_HUMAN AP-2 complex subunit sigma OS=Homo sapiens OX=9606 GN=AP2S1 PE=1 SV=2;tr|M0R0N4|M0R0N4_HUMAN AP complex subunit sigma OS=Homo sapiens OX=9606 GN=AP2S1 PE=1 SV=1;tr|X6R390|X6R390_HUMAN AP complex subunit sigma OS=Homo sapiens OX=9606 G,1,1,4.9,847
APEH,-0.3030197291,0.115557541900073,0,P13798;C9JIF9;H7C393;H7C1U0;F8WEH5;C9JLK2,P13798;C9JIF9;H7C393,6;6;3;2;1;1,6;6;3;2;1;1,6;6;3;2;1;1,Acylamino-acid-releasing enzyme,APEH,sp|P13798|ACPH_HUMAN Acylamino-acid-releasing enzyme OS=Homo sapiens OX=9606 GN=APEH PE=1 SV=4;tr|C9JIF9|C9JIF9_HUMAN Acylamino-acid-releasing enzyme OS=Homo sapiens OX=9606 GN=APEH PE=1 SV=1;tr|H7C393|H7C393_HUMAN Acylamino-acid-releasing enzyme (Fragment,6,6,10.9,486
APEX1,0.0488938035,0.712775108955891,0,P27695;G3V3M6;G3V5Q1;H7C4A8;G3V5D9;A0A0C4DGK8;G3V5M0;G3V359;G3V3C7,P27695;G3V3M6;G3V5Q1,9;7;6;4;3;3;3;3;3,9;7;6;4;3;3;3;3;3,9;7;6;4;3;3;3;3;3,"DNA-(apurinic or apyrimidinic site) lyase;DNA-(apurinic or apyrimidinic site) lyase, mitochondrial",APEX1,sp|P27695|APEX1_HUMAN DNA-(apurinic or apyrimidinic site) endonuclease OS=Homo sapiens OX=9606 GN=APEX1 PE=1 SV=2;tr|G3V3M6|G3V3M6_HUMAN DNA-(apurinic or apyrimidinic site) lyase (Fragment) OS=Homo sapiens OX=9606 GN=APEX1 PE=1 SV=1;tr|G3V5Q1|G3V5Q1_HUMAN ,9,9,38.7,299
API5,-0.2146344643,0.341323867608116,0,Q9BZZ5;G3V1C3;E9PQK6;H0YER7,Q9BZZ5;G3V1C3,7;7;2;2,7;7;2;2,7;7;2;2,Apoptosis inhibitor 5,API5,sp|Q9BZZ5|API5_HUMAN Apoptosis inhibitor 5 OS=Homo sapiens OX=9606 GN=API5 PE=1 SV=3;tr|G3V1C3|G3V1C3_HUMAN Apoptosis inhibitor 5 OS=Homo sapiens OX=9606 GN=API5 PE=1 SV=1,7,7,17.7,539
APOBEC3C,0.0647531982,0.697866101796998,0,Q9NRW3;Q8IUX4;A0A087WX48,Q9NRW3,4;1;1,4;1;1,3;0;0,DNA dC->dU-editing enzyme APOBEC-3C,APOBEC3C,sp|Q9NRW3|ABC3C_HUMAN DNA dC->dU-editing enzyme APOBEC-3C OS=Homo sapiens OX=9606 GN=APOBEC3C PE=1 SV=2,4,3,25.8,412
ARF1;ARF3,0.3008262786,0.57616823256346,0,P84077;P61204;F5H423;F5H0C7;P84085;C9J1Z8;F5H1V1;F5H6T5,P84077;P61204;F5H423;F5H0C7,5;4;4;3;2;2;1;1,5;4;4;3;2;2;1;1,3;2;2;1;0;0;0;0,ADP-ribosylation factor 1;ADP-ribosylation factor 3,ARF1;ARF3,sp|P84077|ARF1_HUMAN ADP-ribosylation factor 1 OS=Homo sapiens OX=9606 GN=ARF1 PE=1 SV=2;sp|P61204|ARF3_HUMAN ADP-ribosylation factor 3 OS=Homo sapiens OX=9606 GN=ARF3 PE=1 SV=2;tr|F5H423|F5H423_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=3 SV,5,3,46.4,572
ARF6,-0.0464514494,0.788420271910075,0,P62330,P62330,3,3,3,ADP-ribosylation factor 6,ARF6,sp|P62330|ARF6_HUMAN ADP-ribosylation factor 6 OS=Homo sapiens OX=9606 GN=ARF6 PE=1 SV=2,3,3,32.6,321
ARFGAP1,0.6414140186,0.0194719931140028,0,Q8N6T3;E5RIU2;F8VWB3;E5RGL6;E5RHC5,Q8N6T3;E5RIU2;F8VWB3;E5RGL6;E5RHC5,2;2;2;2;2,2;2;2;2;2,2;2;2;2;2,ADP-ribosylation factor GTPase-activating protein 1,ARFGAP1,sp|Q8N6T3|ARFG1_HUMAN ADP-ribosylation factor GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARFGAP1 PE=1 SV=2;tr|E5RIU2|E5RIU2_HUMAN ADP-ribosylation factor GTPase-activating protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=ARFGAP1 PE=1 SV=1;tr|F8V,2,2,5.9,684
ARG2,-0.8542185653,0.0974202238132191,0,P78540,P78540,1,1,1,"Arginase-2, mitochondrial",ARG2,"sp|P78540|ARGI2_HUMAN Arginase-2, mitochondrial OS=Homo sapiens OX=9606 GN=ARG2 PE=1 SV=1",1,1,4.2,584
ARHGDIA,1.5264204159,0.0929508441262091,0,P52565;J3QQX2;J3KTF8;J3KRY1;J3KRE2;J3KS60,P52565;J3QQX2;J3KTF8;J3KRY1;J3KRE2,11;10;10;7;6;4,11;10;10;7;6;4,11;10;10;7;6;4,Rho GDP-dissociation inhibitor 1,ARHGDIA,sp|P52565|GDIR1_HUMAN Rho GDP-dissociation inhibitor 1 OS=Homo sapiens OX=9606 GN=ARHGDIA PE=1 SV=3;tr|J3QQX2|J3QQX2_HUMAN Rho GDP-dissociation inhibitor 1 OS=Homo sapiens OX=9606 GN=ARHGDIA PE=1 SV=1;tr|J3KTF8|J3KTF8_HUMAN Rho GDP-dissociation inhibitor 1,11,11,73,1174
ARMC1,0.3758812028,0.0417231326536297,0,Q9NVT9,Q9NVT9,1,1,1,Armadillo repeat-containing protein 1,ARMC1,sp|Q9NVT9|ARMC1_HUMAN Armadillo repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=ARMC1 PE=1 SV=1,1,1,7.4,478
ARPC1A,-0.6799495556,0.0386871792467941,0,A0A1W2PNV4;Q92747;E9PF58;F8WFD3,A0A1W2PNV4;Q92747;E9PF58,8;5;5;2,8;5;5;2,4;4;4;2,Actin-related protein 2/3 complex subunit 1A,ARPC1A,tr|A0A1W2PNV4|A0A1W2PNV4_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=4 SV=1;sp|Q92747|ARC1A_HUMAN Actin-related protein 2/3 complex subunit 1A OS=Homo sapiens OX=9606 GN=ARPC1A PE=2 SV=2;tr|E9PF58|E9PF58_HUMAN Actin-related protein 2/3 complex,8,4,20.8,920
ARPC1B,-0.3443513574,0.174016386143035,0,O15143;C9JEY1;C9K057;F8VXW2;C9JBJ7;C9JM51;F8WEB3;C9JTT6,O15143;C9JEY1;C9K057;F8VXW2,6;5;5;3;2;1;1;1,2;1;1;1;1;1;1;1,2;1;1;1;1;1;1;1,Actin-related protein 2/3 complex subunit 1B,ARPC1B,sp|O15143|ARC1B_HUMAN Actin-related protein 2/3 complex subunit 1B OS=Homo sapiens OX=9606 GN=ARPC1B PE=1 SV=3;tr|C9JEY1|C9JEY1_HUMAN Actin-related protein 2/3 complex subunit 1B (Fragment) OS=Homo sapiens OX=9606 GN=ARPC1B PE=1 SV=2;tr|C9K057|C9K057_HUMAN,6,2,25.5,729
ARPC3,-0.102981482,0.573370664713278,0,O15145;C9JZD1;F8VR50,O15145;C9JZD1,4;2;1,4;2;1,4;2;1,Actin-related protein 2/3 complex subunit 3,ARPC3,sp|O15145|ARPC3_HUMAN Actin-related protein 2/3 complex subunit 3 OS=Homo sapiens OX=9606 GN=ARPC3 PE=1 SV=3;tr|C9JZD1|C9JZD1_HUMAN Actin-related protein 2/3 complex subunit 3 (Fragment) OS=Homo sapiens OX=9606 GN=ARPC3 PE=1 SV=1,4,4,20.8,533
ARPC4;ARPC4-TTLL3,0.3647873266,0.0467924405130116,0,P59998;F8WCF6;F8WDD7;A0A0A6YYG9;H7C0A3;F8WDW3;F8WE39,P59998;F8WCF6;F8WDD7;A0A0A6YYG9,7;5;4;4;2;1;1,7;5;4;4;2;1;1,5;3;3;3;2;1;1,Actin-related protein 2/3 complex subunit 4,ARPC4;ARPC4-TTLL3,sp|P59998|ARPC4_HUMAN Actin-related protein 2/3 complex subunit 4 OS=Homo sapiens OX=9606 GN=ARPC4 PE=1 SV=3;tr|F8WCF6|F8WCF6_HUMAN Actin-related protein 2/3 complex subunit 4 OS=Homo sapiens OX=9606 GN=ARPC4-TTLL3 PE=3 SV=1;tr|F8WDD7|F8WDD7_HUMAN Actin-re,7,5,48.2,306
ARPC5L,0.1049812216,0.466513928278823,0,Q9BPX5,Q9BPX5,1,1,1,Actin-related protein 2/3 complex subunit 5-like protein,ARPC5L,sp|Q9BPX5|ARP5L_HUMAN Actin-related protein 2/3 complex subunit 5-like protein OS=Homo sapiens OX=9606 GN=ARPC5L PE=1 SV=1,1,1,7.8,666
ASNA1,-0.306843822,0.0897108511378722,0,O43681,O43681,4,4,4,ATPase ASNA1,ASNA1,sp|O43681|GET3_HUMAN ATPase GET3 OS=Homo sapiens OX=9606 GN=GET3 PE=1 SV=2,4,4,19.3,854
ATAD3A,0.9288195294,0.07548108437436,0,Q9NVI7;Q5T9A4;Q5T2N8;Q5SV16;A0A5K1VW56,Q9NVI7,11;5;5;5;4,11;5;5;5;4,11;5;5;5;4,ATPase family AAA domain-containing protein 3A,ATAD3A,sp|Q9NVI7|ATD3A_HUMAN ATPase family AAA domain-containing protein 3A OS=Homo sapiens OX=9606 GN=ATAD3A PE=1 SV=2,11,11,17.2,228
ATIC,1.0948143519,0.189624392716191,0,P31939;C9JLK0;H7C1S2;F8WEF0,P31939,18;8;4;3,18;8;4;3,18;8;4;3,Bifunctional purine biosynthesis protein PURH;Phosphoribosylaminoimidazolecarboxamide formyltransferase;IMP cyclohydrolase,ATIC,sp|P31939|PUR9_HUMAN Bifunctional purine biosynthesis protein ATIC OS=Homo sapiens OX=9606 GN=ATIC PE=1 SV=3,18,18,37.7,411
ATL3,0.0692960214,0.681009514573703,0,Q6DD88;F5H6I7;F5GWF8,Q6DD88;F5H6I7,5;5;1,5;5;1,5;5;1,Atlastin-3,ATL3,sp|Q6DD88|ATLA3_HUMAN Atlastin-3 OS=Homo sapiens OX=9606 GN=ATL3 PE=1 SV=1;tr|F5H6I7|F5H6I7_HUMAN Atlastin-3 OS=Homo sapiens OX=9606 GN=ATL3 PE=1 SV=1,5,5,14.6,781
ATP1A1,-0.0472442062,0.72243364972211,0,P05023;P13637;M0R116;A0A2R8YEY8;A0A0A0MT26;H0Y7C1;Q13733;P54707;P20648;E9PRA5;Q5TC01;A0A669K9X0;M0QXF2,P05023,25;12;12;12;12;10;7;5;2;2;1;1;1,25;12;12;12;12;10;7;5;2;2;1;1;1,14;1;1;1;1;0;0;0;0;0;0;0;0,Sodium/potassium-transporting ATPase subunit alpha-1,ATP1A1,sp|P05023|AT1A1_HUMAN Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens OX=9606 GN=ATP1A1 PE=1 SV=1,25,14,26,346
ATP1B1,0.2746827204,0.259038666439423,0,P05026;V9GYR2,P05026;V9GYR2,2;2,2;2,2;2,Sodium/potassium-transporting ATPase subunit beta-1,ATP1B1,sp|P05026|AT1B1_HUMAN Sodium/potassium-transporting ATPase subunit beta-1 OS=Homo sapiens OX=9606 GN=ATP1B1 PE=1 SV=1;tr|V9GYR2|V9GYR2_HUMAN Sodium/potassium-transporting ATPase subunit beta (Fragment) OS=Homo sapiens OX=9606 GN=ATP1B1 PE=1 SV=1,2,2,8.3,248
ATP1B3,-0.2810589303,0.241550763359384,0,P54709;C9JA36;C9JXZ1;H7C4L9;H7C547;F8WBY4,P54709;C9JA36;C9JXZ1,4;3;2;1;1;1,4;3;2;1;1;1,4;3;2;1;1;1,Sodium/potassium-transporting ATPase subunit beta-3,ATP1B3,sp|P54709|AT1B3_HUMAN Sodium/potassium-transporting ATPase subunit beta-3 OS=Homo sapiens OX=9606 GN=ATP1B3 PE=1 SV=1;tr|C9JA36|C9JA36_HUMAN Sodium/potassium-transporting ATPase subunit beta-3 (Fragment) OS=Homo sapiens OX=9606 GN=ATP1B3 PE=1 SV=1;tr|C9JXZ,4,4,22.9,151
ATP2A2,0.0050884091,0.97711189044417,0,P16615;H7C5W9;O14983;Q93084,P16615;H7C5W9,11;10;2;2,11;10;2;2,11;10;2;2,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,ATP2A2,sp|P16615|AT2A2_HUMAN Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens OX=9606 GN=ATP2A2 PE=1 SV=1;tr|H7C5W9|H7C5W9_HUMAN Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 (Fragment) OS=Homo sapiens OX=9606 GN=ATP2A2 PE=1 SV=1,11,11,14.3,133
ATP5A1,0.0956110603,0.53862785257926,0,P25705;K7EK77;K7ENJ4;K7ERX7;K7EJP1;K7EQH4;K7ESA0,P25705;K7EK77,44;24;19;16;13;7;2,44;24;19;16;13;7;2,44;24;19;16;13;7;2,"ATP synthase subunit alpha, mitochondrial",ATP5A1,"sp|P25705|ATPA_HUMAN ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1;tr|K7EK77|K7EK77_HUMAN ATP synthase subunit alpha, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1",44,44,61.3,736
ATP5B,-0.0875158594,0.582224221571359,0,P06576;H0YH81;F8W079;F8W0P7;H0YI37,P06576;H0YH81;F8W079,32;25;19;11;6,32;25;19;11;6,32;25;19;11;6,"ATP synthase subunit beta, mitochondrial;ATP synthase subunit beta",ATP5B,"sp|P06576|ATPB_HUMAN ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3;tr|H0YH81|H0YH81_HUMAN ATP synthase subunit beta (Fragment) OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=1;tr|F8W079|F8W079_HUMAN ATP synthase subunit ",32,32,60.7,391
ATP5C1,-0.0227472124,0.933456832410464,0,P36542,P36542,11,11,11,"ATP synthase subunit gamma, mitochondrial",ATP5C1,"sp|P36542|ATPG_HUMAN ATP synthase subunit gamma, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1C PE=1 SV=1",11,11,36.2,767
ATP5D,-0.3291679815,0.303056311348041,0,P30049,P30049,4,4,4,"ATP synthase subunit delta, mitochondrial",ATP5D,"sp|P30049|ATPD_HUMAN ATP synthase subunit delta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1D PE=1 SV=2",4,4,39.3,563
ATP5F1,-0.2855836794,0.135092615939773,0,P24539;Q5QNZ2,P24539;Q5QNZ2,7;6,7;6,7;6,"ATP synthase F(0) complex subunit B1, mitochondrial",ATP5F1,"sp|P24539|AT5F1_HUMAN ATP synthase F(0) complex subunit B1, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PB PE=1 SV=2;tr|Q5QNZ2|Q5QNZ2_HUMAN ATP synthase F(0) complex subunit B1, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PB PE=1 SV=1",7,7,32,463
ATP5H,-0.2470368484,0.224332933350438,0,O75947;F5H608,O75947;F5H608,7;5,7;5,7;5,"ATP synthase subunit d, mitochondrial",ATP5H,"sp|O75947|ATP5H_HUMAN ATP synthase subunit d, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PD PE=1 SV=3;tr|F5H608|F5H608_HUMAN ATP synthase subunit d, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PD PE=1 SV=2",7,7,49.7,128
ATP5I,-0.2071198193,0.463184311376069,0,P56385,P56385,5,5,5,"ATP synthase subunit e, mitochondrial",ATP5I,"sp|P56385|ATP5I_HUMAN ATP synthase subunit e, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5ME PE=1 SV=2",5,5,65.2,935
ATP5J2-PTCD1;ATP5J2,-0.1547134238,0.625455643639787,0,C9JJT5;G3V325;P56134;C9JU26,C9JJT5;G3V325;P56134;C9JU26,3;3;2;2,3;3;2;2,3;3;2;2,"ATP synthase subunit f, mitochondrial",ATP5J2-PTCD1;ATP5J2,"tr|C9JJT5|C9JJT5_HUMAN ATP5MF-PTCD1 readthrough OS=Homo sapiens OX=9606 GN=ATP5MF-PTCD1 PE=4 SV=2;tr|G3V325|G3V325_HUMAN ATP5MF-PTCD1 readthrough OS=Homo sapiens OX=9606 GN=ATP5MF-PTCD1 PE=4 SV=1;sp|P56134|ATPK_HUMAN ATP synthase subunit f, mitochondrial O",3,3,63,837
ATP5L,0.2571425635,0.276203844343665,0,O75964;E9PN17;A0A3B3ITX4;A0A3B3IRW3,O75964;E9PN17;A0A3B3ITX4,7;6;6;2,7;6;6;2,7;6;6;2,"ATP synthase subunit g, mitochondrial",ATP5L,"sp|O75964|ATP5L_HUMAN ATP synthase subunit g, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5MG PE=1 SV=3;tr|E9PN17|E9PN17_HUMAN ATP synthase subunit g, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5MG PE=1 SV=1;tr|A0A3B3ITX4|A0A3B3ITX4_HUMAN Uncharacterized ",7,7,59.2,1488
ATP5O,0.0783657892,0.617940648041195,0,P48047;A0A494C0K9;H7C0C1;H7C068;H7C086,P48047;A0A494C0K9;H7C0C1,11;7;7;3;2,11;7;7;3;2,11;7;7;3;2,"ATP synthase subunit O, mitochondrial",ATP5O,"sp|P48047|ATPO_HUMAN ATP synthase subunit O, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PO PE=1 SV=1;tr|A0A494C0K9|A0A494C0K9_HUMAN ATP synthase subunit O, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PO PE=4 SV=1;tr|H7C0C1|H7C0C1_HUMAN Uncharacterized p",11,11,55.9,1224
ATP6V0D1,1.4319544225,0.000216541559757434,1,P61421;J3QL14;R4GN72;F5GYQ1,P61421;J3QL14;R4GN72;F5GYQ1,1;1;1;1,1;1;1;1,1;1;1;1,V-type proton ATPase subunit d 1,ATP6V0D1,sp|P61421|VA0D1_HUMAN V-type proton ATPase subunit d 1 OS=Homo sapiens OX=9606 GN=ATP6V0D1 PE=1 SV=1;tr|J3QL14|J3QL14_HUMAN V-type proton ATPase subunit d 1 (Fragment) OS=Homo sapiens OX=9606 GN=ATP6V0D1 PE=1 SV=1;tr|R4GN72|R4GN72_HUMAN V-type proton ATPas,1,1,3.1,377
ATP6V1A,-0.0531703818,0.712357481442037,0,P38606;C9JVW8;C9JA17;F8WDJ3,P38606,15;6;5;1,15;6;5;1,15;6;5;1,V-type proton ATPase catalytic subunit A,ATP6V1A,sp|P38606|VATA_HUMAN V-type proton ATPase catalytic subunit A OS=Homo sapiens OX=9606 GN=ATP6V1A PE=1 SV=2,15,15,32.9,863
ATP6V1B2,0.3839052125,0.123461490331761,0,P21281;H0YC04;P15313;H0YAT8;E5RGH6;C9JNS9;C9JL73,P21281;H0YC04,11;9;2;2;2;2;2,11;9;2;2;2;2;2,11;9;2;2;2;2;2,"V-type proton ATPase subunit B, brain isoform",ATP6V1B2,"sp|P21281|VATB2_HUMAN V-type proton ATPase subunit B, brain isoform OS=Homo sapiens OX=9606 GN=ATP6V1B2 PE=1 SV=3;tr|H0YC04|H0YC04_HUMAN V-type proton ATPase subunit B, brain isoform (Fragment) OS=Homo sapiens OX=9606 GN=ATP6V1B2 PE=1 SV=1",11,11,28.4,159
