Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity RBBP7_N1,Intensity RBBP7_N2,Intensity U2OS-BirA-alone_N1,Intensity U2OS-BirA-alone_N2
Q96BT3;H3BUW2;H3BTR4;H3BQJ0;I3L4F8,Q96BT3;H3BUW2;H3BTR4;H3BQJ0;I3L4F8,2;2;2;1;1,2;2;2;1;1,2;2;2;1;1,Centromere protein T,CENPT,sp|Q96BT3|CENPT_HUMAN Centromere protein T OS=Homo sapiens OX=9606 GN=CENPT PE=1 SV=2;tr|H3BUW2|H3BUW2_HUMAN Centromere protein T (Fragment) OS=Homo sapiens OX=9606 GN=CENPT PE=1 SV=1;tr|H3BTR4|H3BTR4_HUMAN Centromere protein T OS=Homo sapiens OX=9606 GN=C,2,2,4.5,21.9666997673537,22.9487600393965,23.6572963636712,22.0052517229406
Q9BV73;H0Y5R2;E7ETF9;H7C0P0,Q9BV73;H0Y5R2;E7ETF9;H7C0P0,2;1;1;1,2;1;1;1,2;1;1;1,Centrosome-associated protein CEP250,CEP250,sp|Q9BV73|CP250_HUMAN Centrosome-associated protein CEP250 OS=Homo sapiens OX=9606 GN=CEP250 PE=1 SV=2;tr|H0Y5R2|H0Y5R2_HUMAN Centrosome-associated protein CEP250 (Fragment) OS=Homo sapiens OX=9606 GN=CEP250 PE=1 SV=1;tr|E7ETF9|E7ETF9_HUMAN Centrosome-asso,2,2,1.2,22.7468160756848,23.4994790252029,4.46703075912539,4.41961297623885
Q8NHU2;H0Y3Y7,Q8NHU2;H0Y3Y7,2;1,2;1,2;1,Cilia- and flagella-associated protein 61,CFAP61,sp|Q8NHU2|CFA61_HUMAN Cilia- and flagella-associated protein 61 OS=Homo sapiens OX=9606 GN=CFAP61 PE=2 SV=3;tr|H0Y3Y7|H0Y3Y7_HUMAN Cilia- and flagella-associated protein 61 (Fragment) OS=Homo sapiens OX=9606 GN=CFAP61 PE=1 SV=1,2,2,2.3,23.0804538783791,22.5165070249276,4.46703075912539,4.41961297623885
Q8WUX9;E5RFR8;E5RJI3;E5RIU9,Q8WUX9;E5RFR8;E5RJI3;E5RIU9,2;1;1;1,2;1;1;1,2;1;1;1,Charged multivesicular body protein 7,CHMP7,sp|Q8WUX9|CHMP7_HUMAN Charged multivesicular body protein 7 OS=Homo sapiens OX=9606 GN=CHMP7 PE=1 SV=1;tr|E5RFR8|E5RFR8_HUMAN Charged multivesicular body protein 7 OS=Homo sapiens OX=9606 GN=CHMP7 PE=1 SV=1;tr|E5RJI3|E5RJI3_HUMAN Charged multivesicular bod,2,2,4.2,4.05855270270621,4.16046733447314,23.9933447669109,23.6787411063596
O95741;H0YNV2;H0YNV6;H0YM67;H0YNP2;H0YNX4;H0YNM7;H0YKJ0;H0YLM2;H0YKP1;H0YLV2,O95741;H0YNV2;H0YNV6;H0YM67;H0YNP2;H0YNX4;H0YNM7;H0YKJ0;H0YLM2;H0YKP1;H0YLV2,3;2;2;2;2;2;2;2;2;2;2,2;2;2;2;2;2;2;2;2;2;2,2;2;2;2;2;2;2;2;2;2;2,Copine-6,CPNE6,sp|O95741|CPNE6_HUMAN Copine-6 OS=Homo sapiens OX=9606 GN=CPNE6 PE=1 SV=3;tr|H0YNV2|H0YNV2_HUMAN Copine-6 (Fragment) OS=Homo sapiens OX=9606 GN=CPNE6 PE=1 SV=1;tr|H0YNV6|H0YNV6_HUMAN Copine-6 OS=Homo sapiens OX=9606 GN=CPNE6 PE=1 SV=1;tr|H0YM67|H0YM67_HUMA,3,2,5.4,26.5754247590989,28.0239557410047,26.6308980949973,28.5553037710551
Q5TZA2;B1AKD8;A0A087WW81,Q5TZA2;B1AKD8;A0A087WW81,2;2;1,2;2;1,2;2;1,Rootletin,CROCC,sp|Q5TZA2|CROCC_HUMAN Rootletin OS=Homo sapiens OX=9606 GN=CROCC PE=1 SV=1;tr|B1AKD8|B1AKD8_HUMAN Rootletin (Fragment) OS=Homo sapiens OX=9606 GN=CROCC PE=1 SV=2;tr|A0A087WW81|A0A087WW81_HUMAN Rootletin (Fragment) OS=Homo sapiens OX=9606 GN=CROCC PE=1 SV=6,2,2,1.0,26.8667925633842,27.4071398906167,25.5081511709835,25.2228405876449
Q5HYN5;Q5DJT8;P0DMU8;Q8NHU0;P0DMV2;P0DMV1;P0DMV0;P0DMU9;P0DMU7,Q5HYN5;Q5DJT8;P0DMU8;Q8NHU0;P0DMV2;P0DMV1;P0DMV0;P0DMU9;P0DMU7,2;2;2;2;2;2;2;2;2,2;2;2;2;2;2;2;2;2,2;2;2;2;2;2;2;2;2,Cancer/testis antigen family 45 member A1;Cancer/testis antigen family 45 member A2;Cancer/testis antigen family 45 member A5;Cancer/testis antigen family 45 member A3;Cancer/testis antigen family 45 member A9;Cancer/testis antigen family 45 member A8;Cancer/testis antigen family 45 member A7;Cancer/testis antigen family 45 member A10;Cancer/testis antigen family 45 member A6,CT45A1;CT45A2;CT45A5;CT45A3;CT45A9;CT45A8;CT45A7;CT45A10;CT45A6,sp|Q5HYN5|CT451_HUMAN Cancer/testis antigen family 45 member A1 OS=Homo sapiens OX=9606 GN=CT45A1 PE=1 SV=1;sp|Q5DJT8|CT452_HUMAN Cancer/testis antigen family 45 member A2 OS=Homo sapiens OX=9606 GN=CT45A2 PE=2 SV=3;sp|P0DMU8|CT455_HUMAN Cancer/testis anti,2,2,11.6,4.05855270270621,4.16046733447314,23.8013412925756,24.5952547492903
P07858;R4GMQ5;E9PR54;E9PJ67;E9PCB3;E9PKQ7;E9PNL5;E9PHZ5;E9PLY3;E9PSG5;E9PQM1,P07858;R4GMQ5;E9PR54;E9PJ67;E9PCB3;E9PKQ7;E9PNL5;E9PHZ5;E9PLY3;E9PSG5;E9PQM1,2;1;1;1;1;1;1;1;1;1;1,2;1;1;1;1;1;1;1;1;1;1,2;1;1;1;1;1;1;1;1;1;1,Cathepsin B;Cathepsin B light chain;Cathepsin B heavy chain,CTSB,sp|P07858|CATB_HUMAN Cathepsin B OS=Homo sapiens OX=9606 GN=CTSB PE=1 SV=3;tr|R4GMQ5|R4GMQ5_HUMAN Cathepsin B (Fragment) OS=Homo sapiens OX=9606 GN=CTSB PE=1 SV=1;tr|E9PR54|E9PR54_HUMAN Cathepsin B (Fragment) OS=Homo sapiens OX=9606 GN=CTSB PE=1 SV=1;tr|E9,2,2,8.3,4.05855270270621,4.16046733447314,25.1872958859938,24.6084001253472
Q13619;A0A0A0MR50;A0A087WWN2,Q13619;A0A0A0MR50,9;9;3,2;2;1,2;2;1,Cullin-4A,CUL4A,sp|Q13619|CUL4A_HUMAN Cullin-4A OS=Homo sapiens OX=9606 GN=CUL4A PE=1 SV=3;tr|A0A0A0MR50|A0A0A0MR50_HUMAN Cullin-4A OS=Homo sapiens OX=9606 GN=CUL4A PE=1 SV=1,9,2,13.4,24.5612166135116,24.9350268159507,4.46703075912539,4.41961297623885
Q9HCG8;B7WP74,Q9HCG8;B7WP74,2;1,2;1,2;1,Pre-mRNA-splicing factor CWC22 homolog,CWC22,sp|Q9HCG8|CWC22_HUMAN Pre-mRNA-splicing factor CWC22 homolog OS=Homo sapiens OX=9606 GN=CWC22 PE=1 SV=3;tr|B7WP74|B7WP74_HUMAN Pre-mRNA-splicing factor CWC22 homolog (Fragment) OS=Homo sapiens OX=9606 GN=CWC22 PE=1 SV=1,2,2,4.0,4.05855270270621,4.16046733447314,23.253020496276,22.6481644513183
P78310,P78310,2,2,2,Coxsackievirus and adenovirus receptor,CXADR,sp|P78310|CXAR_HUMAN Coxsackievirus and adenovirus receptor OS=Homo sapiens OX=9606 GN=CXADR PE=1 SV=1,2,2,7.9,4.05855270270621,4.16046733447314,24.5744433927687,24.2939520358882
P00387,P00387,2,2,2,NADH-cytochrome b5 reductase 3;NADH-cytochrome b5 reductase 3 membrane-bound form;NADH-cytochrome b5 reductase 3 soluble form,CYB5R3,sp|P00387|NB5R3_HUMAN NADH-cytochrome b5 reductase 3 OS=Homo sapiens OX=9606 GN=CYB5R3 PE=1 SV=3,2,2,11.6,21.6091895617778,22.8682924525395,4.46703075912539,4.41961297623885
Q96F07;E7EVJ5;E7EW33;H7C229;A0A087WVE1;A0A087WTQ3;A0A087WWZ1,Q96F07;E7EVJ5;E7EW33;H7C229,4;4;3;3;1;1;1,2;2;2;2;0;0;0,2;2;2;2;0;0;0,Cytoplasmic FMR1-interacting protein 2,CYFIP2,sp|Q96F07|CYFP2_HUMAN Cytoplasmic FMR1-interacting protein 2 OS=Homo sapiens OX=9606 GN=CYFIP2 PE=1 SV=2;tr|E7EVJ5|E7EVJ5_HUMAN Cytoplasmic FMR1-interacting protein OS=Homo sapiens OX=9606 GN=CYFIP2 PE=1 SV=1;tr|E7EW33|E7EW33_HUMAN Cytoplasmic FMR1-interac,4,2,3.6,4.05855270270621,4.16046733447314,21.6644889514324,23.2702782144449
Q5VWQ8;H0Y3A3;A0A3B3ITG3,Q5VWQ8;H0Y3A3;A0A3B3ITG3,3;2;2,2;1;1,2;1;1,Disabled homolog 2-interacting protein,DAB2IP,sp|Q5VWQ8|DAB2P_HUMAN Disabled homolog 2-interacting protein OS=Homo sapiens OX=9606 GN=DAB2IP PE=1 SV=2;tr|H0Y3A3|H0Y3A3_HUMAN Disabled homolog 2-interacting protein (Fragment) OS=Homo sapiens OX=9606 GN=DAB2IP PE=1 SV=1;tr|A0A3B3ITG3|A0A3B3ITG3_HUMAN Dis,3,2,3.9,21.2052038083845,23.6917976128926,4.46703075912539,4.41961297623885
F6UJC5;A0A140TA18;A0A140T9X9;H0YCC6,F6UJC5;A0A140TA18;A0A140T9X9,7;7;5;1,2;2;0;0,2;2;0;0,,DDX39B,tr|F6UJC5|F6UJC5_HUMAN Spliceosome RNA helicase DDX39B (Fragment) OS=Homo sapiens OX=9606 GN=DDX39B PE=1 SV=1;tr|A0A140TA18|A0A140TA18_HUMAN Spliceosome RNA helicase DDX39B (Fragment) OS=Homo sapiens OX=9606 GN=DDX39B PE=1 SV=1;tr|A0A140T9X9|A0A140T9X9_HUM,7,2,26.5,20.7192517701695,22.8717996915073,26.6193291533945,26.1272566123736
Q13838;Q5STU3;A0A0G2JJZ9;F6WLT2;A0A140T9X3;F6TRA5;A0A0A0MT12;F6S4E6;A0A140T996;A0A140T9L4;A0A140T973;F6R6M7;A0A140T9K1;F6QYI9;H0Y400;A0A0G2JJL7;F6S2B7;K7EN69;F6U6E2;A0A0G2JHN7;K7ENP6;F6SXL5;K7EIL8;K7EL56;A0A140T9N3;A0A140T9K2,Q13838;Q5STU3;A0A0G2JJZ9;F6WLT2;A0A140T9X3;F6TRA5;A0A0A0MT12;F6S4E6;A0A140T996,12;11;9;9;8;8;8;8;6;5;5;5;5;4;4;4;3;3;3;3;2;2;2;2;2;2,12;11;9;9;8;8;8;8;6;5;5;5;5;4;4;4;3;3;3;3;2;2;2;2;2;2,2;2;1;1;1;1;1;1;0;0;0;1;0;0;1;0;1;0;1;1;0;0;0;0;0;0,Spliceosome RNA helicase DDX39B,DDX39B,sp|Q13838|DX39B_HUMAN Spliceosome RNA helicase DDX39B OS=Homo sapiens OX=9606 GN=DDX39B PE=1 SV=1;tr|Q5STU3|Q5STU3_HUMAN Spliceosome RNA helicase DDX39B OS=Homo sapiens OX=9606 GN=DDX39B PE=1 SV=2;tr|A0A0G2JJZ9|A0A0G2JJZ9_HUMAN Spliceosome RNA helicase DDX,12,2,37.1,23.8564285682812,24.4455645486912,28.1393638327732,27.8137224866112
A0A3B3ISW2;Q15700;F8VYC1;E9PIW2;B7Z2T4;E9PN83;A0A3B3ITF1,A0A3B3ISW2;Q15700;F8VYC1;E9PIW2;B7Z2T4;E9PN83;A0A3B3ITF1,3;2;2;2;2;2;2,2;1;1;1;1;1;1,2;1;1;1;1;1;1,Disks large homolog 2,DLG2,tr|A0A3B3ISW2|A0A3B3ISW2_HUMAN Disks large homolog 2 OS=Homo sapiens OX=9606 GN=DLG2 PE=1 SV=1;sp|Q15700|DLG2_HUMAN Disks large homolog 2 OS=Homo sapiens OX=9606 GN=DLG2 PE=1 SV=3;tr|F8VYC1|F8VYC1_HUMAN Disks large homolog 2 (Fragment) OS=Homo sapiens OX=9,3,2,6.6,4.05855270270621,4.16046733447314,25.317551728622,23.3390572890842
Q8N4W6,Q8N4W6,2,2,2,DnaJ homolog subfamily C member 22,DNAJC22,sp|Q8N4W6|DJC22_HUMAN DnaJ homolog subfamily C member 22 OS=Homo sapiens OX=9606 GN=DNAJC22 PE=1 SV=1,2,2,8.2,4.05855270270621,4.16046733447314,25.0808685872898,24.6227683437879
Q08554,Q08554,2,2,2,Desmocollin-1,DSC1,sp|Q08554|DSC1_HUMAN Desmocollin-1 OS=Homo sapiens OX=9606 GN=DSC1 PE=1 SV=2,2,2,3.2,23.2691369545884,23.5663941371088,4.46703075912539,4.41961297623885
P51452;K7ES89,P51452;K7ES89,2;1,2;1,2;1,Dual specificity protein phosphatase 3,DUSP3,sp|P51452|DUS3_HUMAN Dual specificity protein phosphatase 3 OS=Homo sapiens OX=9606 GN=DUSP3 PE=1 SV=1;tr|K7ES89|K7ES89_HUMAN Dual specificity protein phosphatase (Fragment) OS=Homo sapiens OX=9606 GN=DUSP3 PE=1 SV=1,2,2,14.6,4.05855270270621,4.16046733447314,23.7209848377199,24.3778909763675
Q5VYK3;J3KN16,Q5VYK3;J3KN16,2;2,2;2,2;2,Proteasome-associated protein ECM29 homolog,ECM29;KIAA0368,sp|Q5VYK3|ECM29_HUMAN Proteasome adapter and scaffold protein ECM29 OS=Homo sapiens OX=9606 GN=ECPAS PE=1 SV=2;tr|J3KN16|J3KN16_HUMAN Proteasome adapter and scaffold protein ECM29 OS=Homo sapiens OX=9606 GN=ECPAS PE=1 SV=1,2,2,1.5,4.05855270270621,4.16046733447314,22.7683612320097,22.5817586928209
Q96F86;H3BPN4,Q96F86;H3BPN4,2;1,2;1,2;1,Enhancer of mRNA-decapping protein 3,EDC3,sp|Q96F86|EDC3_HUMAN Enhancer of mRNA-decapping protein 3 OS=Homo sapiens OX=9606 GN=EDC3 PE=1 SV=1;tr|H3BPN4|H3BPN4_HUMAN Enhancer of mRNA-decapping protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=EDC3 PE=1 SV=1,2,2,4.3,4.05855270270621,4.16046733447314,23.9500247098922,24.2256010933299
O60869,O60869,2,2,2,Endothelial differentiation-related factor 1,EDF1,sp|O60869|EDF1_HUMAN Endothelial differentiation-related factor 1 OS=Homo sapiens OX=9606 GN=EDF1 PE=1 SV=1,2,2,18.2,21.7107442263565,23.3098027245434,25.6716866121573,25.631481052565
Q3B7T1,Q3B7T1,2,2,2,Erythroid differentiation-related factor 1,EDRF1,sp|Q3B7T1|EDRF1_HUMAN Erythroid differentiation-related factor 1 OS=Homo sapiens OX=9606 GN=EDRF1 PE=1 SV=1,2,2,1.9,22.455933193204,21.608377563672,4.46703075912539,4.41961297623885
Q9GZT9;Q9H6Z9;G3V3M1;A0A590UJK7;F8W1G2;A0A590UJT7;A0A590UJ78,Q9GZT9;Q9H6Z9;G3V3M1;A0A590UJK7;F8W1G2;A0A590UJT7;A0A590UJ78,2;1;1;1;1;1;1,2;1;1;1;1;1;1,2;1;1;1;1;1;1,Egl nine homolog 1;Egl nine homolog 3,EGLN1;EGLN3,sp|Q9GZT9|EGLN1_HUMAN Egl nine homolog 1 OS=Homo sapiens OX=9606 GN=EGLN1 PE=1 SV=1;sp|Q9H6Z9|EGLN3_HUMAN Prolyl hydroxylase EGLN3 OS=Homo sapiens OX=9606 GN=EGLN3 PE=1 SV=1;tr|G3V3M1|G3V3M1_HUMAN Egl nine homolog 3 (Fragment) OS=Homo sapiens OX=9606 GN=EG,2,2,7.5,4.05855270270621,4.16046733447314,23.4909380113479,23.7089880102776
P19525;F8WBH4;C9JZT2,P19525;F8WBH4;C9JZT2,2;1;1,2;1;1,2;1;1,"Interferon-induced, double-stranded RNA-activated protein kinase",EIF2AK2,"sp|P19525|E2AK2_HUMAN Interferon-induced, double-stranded RNA-activated protein kinase OS=Homo sapiens OX=9606 GN=EIF2AK2 PE=1 SV=2;tr|F8WBH4|F8WBH4_HUMAN Interferon-induced, double-stranded RNA-activated protein kinase (Fragment) OS=Homo sapiens OX=9606 G",2,2,5.3,22.3244904233909,23.6118981238099,24.3634339780651,22.8290026322445
Q9BQ52;G5E9D5;V9GZ72;E7ES68,Q9BQ52;G5E9D5;V9GZ72;E7ES68,2;2;1;1,2;2;1;1,2;2;1;1,Zinc phosphodiesterase ELAC protein 2,ELAC2,"sp|Q9BQ52|RNZ2_HUMAN Zinc phosphodiesterase ELAC protein 2 OS=Homo sapiens OX=9606 GN=ELAC2 PE=1 SV=2;tr|G5E9D5|G5E9D5_HUMAN ElaC homolog 2 (E. coli), isoform CRA_a OS=Homo sapiens OX=9606 GN=ELAC2 PE=1 SV=1;tr|V9GZ72|V9GZ72_HUMAN Zinc phosphodiesterase EL",2,2,4.1,24.0074369711633,25.3124365187678,22.0062452556187,21.8970388893848
Q6IA86;F5GWY6;K7ER35;F5GYE9,Q6IA86;F5GWY6;K7ER35;F5GYE9,2;2;2;2,2;2;2;2,2;2;2;2,Elongator complex protein 2,ELP2,sp|Q6IA86|ELP2_HUMAN Elongator complex protein 2 OS=Homo sapiens OX=9606 GN=ELP2 PE=1 SV=2;tr|F5GWY6|F5GWY6_HUMAN Elongator complex protein 2 OS=Homo sapiens OX=9606 GN=ELP2 PE=1 SV=1;tr|K7ER35|K7ER35_HUMAN Elongator complex protein 2 OS=Homo sapiens OX=96,2,2,3.4,24.9332357218283,25.673848599178,22.7782022867331,22.6777738283878
Q16206;A0A0C4DGT9;B1AKF7,Q16206;A0A0C4DGT9;B1AKF7,2;1;1,2;1;1,2;1;1,Ecto-NOX disulfide-thiol exchanger 2;Hydroquinone [NADH] oxidase;Protein disulfide-thiol oxidoreductase,ENOX2,sp|Q16206|ENOX2_HUMAN Ecto-NOX disulfide-thiol exchanger 2 OS=Homo sapiens OX=9606 GN=ENOX2 PE=1 SV=2;tr|A0A0C4DGT9|A0A0C4DGT9_HUMAN Ecto-NOX disulfide-thiol exchanger 2 OS=Homo sapiens OX=9606 GN=ENOX2 PE=1 SV=1;tr|B1AKF7|B1AKF7_HUMAN Ecto-NOX disulfide-t,2,2,5.7,29.8920773834858,25.2925648522721,25.4462905124092,25.3641270051077
Q9HCM4;Q9H329,Q9HCM4;Q9H329,2;1,2;1,2;1,Band 4.1-like protein 5;Band 4.1-like protein 4B,EPB41L5;EPB41L4B,sp|Q9HCM4|E41L5_HUMAN Band 4.1-like protein 5 OS=Homo sapiens OX=9606 GN=EPB41L5 PE=1 SV=3;sp|Q9H329|E41LB_HUMAN Band 4.1-like protein 4B OS=Homo sapiens OX=9606 GN=EPB41L4B PE=2 SV=2,2,2,2.2,4.05855270270621,4.16046733447314,23.018657958821,23.631786317307
B1AKC9;P29323,B1AKC9;P29323,3;2,2;1,2;1,Receptor protein-tyrosine kinase;Ephrin type-B receptor 2,EPHB2,tr|B1AKC9|B1AKC9_HUMAN Ephrin type-B receptor 2 OS=Homo sapiens OX=9606 GN=EPHB2 PE=1 SV=1;sp|P29323|EPHB2_HUMAN Ephrin type-B receptor 2 OS=Homo sapiens OX=9606 GN=EPHB2 PE=1 SV=5,3,2,6.2,4.05855270270621,4.16046733447314,24.6130850511675,24.7971905025005
O95208;F6PQP6;E9PBC1;I3L2B2;I3L356;I3L2H1,O95208;F6PQP6;E9PBC1;I3L2B2;I3L356;I3L2H1,2;2;2;2;1;1,2;2;2;2;1;1,2;2;2;2;1;1,Epsin-2,EPN2,sp|O95208|EPN2_HUMAN Epsin-2 OS=Homo sapiens OX=9606 GN=EPN2 PE=1 SV=3;tr|F6PQP6|F6PQP6_HUMAN Epsin-2 (Fragment) OS=Homo sapiens OX=9606 GN=EPN2 PE=1 SV=8;tr|E9PBC1|E9PBC1_HUMAN Epsin-2 OS=Homo sapiens OX=9606 GN=EPN2 PE=1 SV=1;tr|I3L2B2|I3L2B2_HUMAN Epsin,2,2,3.1,4.05855270270621,4.16046733447314,24.3514753141696,23.7462215261033
Q12929;A0A2R8YE63;A0A2R8Y4W2,Q12929;A0A2R8YE63;A0A2R8Y4W2,2;2;2,2;2;2,2;2;2,Epidermal growth factor receptor kinase substrate 8,EPS8,sp|Q12929|EPS8_HUMAN Epidermal growth factor receptor kinase substrate 8 OS=Homo sapiens OX=9606 GN=EPS8 PE=1 SV=1;tr|A0A2R8YE63|A0A2R8YE63_HUMAN Epidermal growth factor receptor kinase substrate 8 OS=Homo sapiens OX=9606 GN=EPS8 PE=1 SV=1;tr|A0A2R8Y4W2|A0,2,2,4.5,4.05855270270621,4.16046733447314,24.8186551160885,23.6346692689283
O15083;H7C4G9,O15083;H7C4G9,9;6,2;2,2;2,ERC protein 2,ERC2,sp|O15083|ERC2_HUMAN ERC protein 2 OS=Homo sapiens OX=9606 GN=ERC2 PE=1 SV=3;tr|H7C4G9|H7C4G9_HUMAN ERC protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=ERC2 PE=1 SV=1,9,2,7.3,21.434611939893,22.3678370340436,24.8815703184077,24.2416177946756
G3V279;P84090,G3V279;P84090,2;1,2;1,2;1,Enhancer of rudimentary homolog,ERH,tr|G3V279|G3V279_HUMAN Enhancer of rudimentary homolog OS=Homo sapiens OX=9606 GN=ERH PE=1 SV=1;sp|P84090|ERH_HUMAN Enhancer of rudimentary homolog OS=Homo sapiens OX=9606 GN=ERH PE=1 SV=1,2,2,57.7,4.05855270270621,4.16046733447314,25.1032958134005,28.8721464528033
Q14674,Q14674,2,2,2,Separin,ESPL1,sp|Q14674|ESPL1_HUMAN Separin OS=Homo sapiens OX=9606 GN=ESPL1 PE=1 SV=3,2,2,1.6,26.4169974733252,27.5852018807104,26.2011085230876,25.7759040023271
Q99504;B1APR7,Q99504;B1APR7,2;2,2;2,2;2,Eyes absent homolog 3;Eyes absent homolog,EYA3,sp|Q99504|EYA3_HUMAN Eyes absent homolog 3 OS=Homo sapiens OX=9606 GN=EYA3 PE=1 SV=3;tr|B1APR7|B1APR7_HUMAN Eyes absent homolog OS=Homo sapiens OX=9606 GN=EYA3 PE=1 SV=1,2,2,4.4,4.05855270270621,4.16046733447314,24.7632431705772,24.2824193748075
Q96E09;A0A590UJT9,Q96E09;A0A590UJT9,2;2,2;2,2;2,Protein FAM122A,FAM122A,sp|Q96E09|F122A_HUMAN Protein FAM122A OS=Homo sapiens OX=9606 GN=FAM122A PE=1 SV=1;tr|A0A590UJT9|A0A590UJT9_HUMAN Phosphatidylinositol 4-phosphate 5-kinase type-1 beta OS=Homo sapiens OX=9606 GN=PIP5K1B PE=4 SV=1,2,2,12.5,20.9808508178924,23.3811010783192,24.2363716251096,24.0315638950646
Q6P995,Q6P995,2,2,2,Protein FAM171B,FAM171B,sp|Q6P995|F171B_HUMAN Protein FAM171B OS=Homo sapiens OX=9606 GN=FAM171B PE=2 SV=3,2,2,3.6,4.05855270270621,4.16046733447314,24.8962906394933,23.7827679079175
C9JLW8;I3L2L5;I3L317;I3L4Q0,C9JLW8;I3L2L5;I3L317;I3L4Q0,2;2;2;2,2;2;2;2,2;2;2;2,Protein FAM195B,FAM195B,sp|C9JLW8|MCRI1_HUMAN Mapk-regulated corepressor-interacting protein 1 OS=Homo sapiens OX=9606 GN=MCRIP1 PE=1 SV=1;tr|I3L2L5|I3L2L5_HUMAN Mapk-regulated corepressor-interacting protein 1 OS=Homo sapiens OX=9606 GN=MCRIP1 PE=1 SV=1;tr|I3L317|I3L317_HUMAN Ma,2,2,20.6,4.05855270270621,4.16046733447314,23.1742472853396,24.6188719584973
Q6V0I7,Q6V0I7,2,2,2,Protocadherin Fat 4,FAT4,sp|Q6V0I7|FAT4_HUMAN Protocadherin Fat 4 OS=Homo sapiens OX=9606 GN=FAT4 PE=1 SV=2,2,2,0.9,4.05855270270621,4.16046733447314,29.7632083389711,23.5493372151286
P62861;E9PR30,P62861;E9PR30,2;2,2;2,2;2,40S ribosomal protein S30,FAU,sp|P62861|RS30_HUMAN 40S ribosomal protein S30 OS=Homo sapiens OX=9606 GN=FAU PE=1 SV=1;tr|E9PR30|E9PR30_HUMAN 40S ribosomal protein S30 OS=Homo sapiens OX=9606 GN=FAU PE=1 SV=1,2,2,18.6,25.121195485209,23.5367072821961,25.1506208949026,24.8716883257178
P22087;M0R0P1;M0R299;M0QXL5;M0R2Q4;A6NHQ2;M0R2U2;M0R1H0;M0R2B0,P22087;M0R0P1;M0R299;M0QXL5;M0R2Q4;A6NHQ2;M0R2U2;M0R1H0;M0R2B0,2;2;2;2;2;1;1;1;1,2;2;2;2;2;1;1;1;1,2;2;2;2;2;1;1;1;1,rRNA 2-O-methyltransferase fibrillarin;rRNA/tRNA 2-O-methyltransferase fibrillarin-like protein 1,FBL;FBLL1,sp|P22087|FBRL_HUMAN rRNA 2-O-methyltransferase fibrillarin OS=Homo sapiens OX=9606 GN=FBL PE=1 SV=2;tr|M0R0P1|M0R0P1_HUMAN rRNA 2-O-methyltransferase fibrillarin (Fragment) OS=Homo sapiens OX=9606 GN=FBL PE=1 SV=1;tr|M0R299|M0R299_HUMAN rRNA 2-O-methyl,2,2,7.5,22.8120973778547,24.3976541721458,23.8437393722741,23.3639935461289
Q0JRZ9;H0YAE2;H7BXJ4,Q0JRZ9;H0YAE2;H7BXJ4,2;1;1,2;1;1,2;1;1,F-BAR domain only protein 2,FCHO2,sp|Q0JRZ9|FCHO2_HUMAN F-BAR domain only protein 2 OS=Homo sapiens OX=9606 GN=FCHO2 PE=1 SV=2;tr|H0YAE2|H0YAE2_HUMAN F-BAR domain only protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=FCHO2 PE=1 SV=9;tr|H7BXJ4|H7BXJ4_HUMAN F-BAR domain only protein 2 OS=Homo,2,2,3.1,4.05855270270621,4.16046733447314,23.1259866214458,22.9616220848894
Q13642;A0A0D9SFI6;A0A0D9SFB0;Q5JXH9;A0A0D9SFZ9;Q5JXH8;Q5JXH7;Q5JXI3;Q5JXI2;Q5JXI8;A0A494C0D6;A0A494C0J3;A0A0D9SGD1;A0A0D9SGB2;Q5JXI0,Q13642;A0A0D9SFI6;A0A0D9SFB0;Q5JXH9;A0A0D9SFZ9;Q5JXH8;Q5JXH7;Q5JXI3;Q5JXI2;Q5JXI8;A0A494C0D6;A0A494C0J3;A0A0D9SGD1;A0A0D9SGB2;Q5JXI0,2;2;2;2;2;2;2;2;2;2;2;1;1;1;1,2;2;2;2;2;2;2;2;2;2;2;1;1;1;1,2;2;2;2;2;2;2;2;2;2;2;1;1;1;1,Four and a half LIM domains protein 1,FHL1,sp|Q13642|FHL1_HUMAN Four and a half LIM domains protein 1 OS=Homo sapiens OX=9606 GN=FHL1 PE=1 SV=4;tr|A0A0D9SFI6|A0A0D9SFI6_HUMAN Four and a half LIM domains protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=FHL1 PE=1 SV=1;tr|A0A0D9SFB0|A0A0D9SFB0_HUMAN Fo,2,2,5.9,4.05855270270621,4.16046733447314,24.5689469641965,24.8047911850015
Q60FE5;A0A087WWY3,Q60FE5;A0A087WWY3,166;140,2;2,2;2,,FLNA,tr|Q60FE5|Q60FE5_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=1;tr|A0A087WWY3|A0A087WWY3_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=1,166,2,73.9,27.7578628148238,28.3583784255552,30.4711151495626,30.9903720871198
