PWP1_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
SEPT8,0.4221187787,0.510522272444374,0,Q92599;A0A087X142;A6NMH6;A6NFQ9;F8W8I8;C9JV02;A0A0A0MRP8;C9J4G8,Q92599;A0A087X142;A6NMH6;A6NFQ9;F8W8I8,7;7;7;7;7;3;1;1,5;5;5;5;5;1;1;1,5;5;5;5;5;1;1;1,Septin-8,SEPT8,sp|Q92599|SEPT8_HUMAN Septin-8 OS=Homo sapiens OX=9606 GN=SEPTIN8 PE=1 SV=4;tr|A0A087X142|A0A087X142_HUMAN Septin-8 OS=Homo sapiens OX=9606 GN=SEPTIN8 PE=1 SV=1;tr|A6NMH6|A6NMH6_HUMAN Septin-8 OS=Homo sapiens OX=9606 GN=SEPTIN8 PE=1 SV=1;tr|A6NFQ9|A6NFQ9_H,7,5,22.2,483
STAU1,0.1646925175,0.501071136080559,0,O95793;A0A087X1A5;Q5JW30,O95793;A0A087X1A5;Q5JW30,5;5;4,5;5;4,5;5;4,Double-stranded RNA-binding protein Staufen homolog 1,STAU1,sp|O95793|STAU1_HUMAN Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens OX=9606 GN=STAU1 PE=1 SV=2;tr|A0A087X1A5|A0A087X1A5_HUMAN Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens OX=9606 GN=STAU1 PE=1 SV=1;tr|Q5JW30,5,5,12.3,577
PSME2,0.2273756639,0.513252506641348,0,Q9UL46;A0A087X1Z3;H0YM70,Q9UL46;A0A087X1Z3;H0YM70,6;6;4,6;6;4,6;6;4,Proteasome activator complex subunit 2,PSME2,sp|Q9UL46|PSME2_HUMAN Proteasome activator complex subunit 2 OS=Homo sapiens OX=9606 GN=PSME2 PE=1 SV=4;tr|A0A087X1Z3|A0A087X1Z3_HUMAN Proteasome activator complex subunit 2 OS=Homo sapiens OX=9606 GN=PSME2 PE=1 SV=1;tr|H0YM70|H0YM70_HUMAN Proteasome activ,6,6,29.7,239
BSG,-0.2237763281,0.150684645093377,0,P35613;A0A087X2B5;I3L192;A0A087WUV8;R4GMX5;R4GN83;A0A2R8YDZ0,P35613;A0A087X2B5;I3L192;A0A087WUV8,7;7;5;5;3;2;2,7;7;5;5;3;2;2,7;7;5;5;3;2;2,Basigin,BSG,sp|P35613|BASI_HUMAN Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=2;tr|A0A087X2B5|A0A087X2B5_HUMAN Basigin (Fragment) OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=1;tr|I3L192|I3L192_HUMAN Basigin (Fragment) OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=8;tr|A0A087WUV,7,7,21.8,385
SRSF3,0.0288272775,0.810806363663404,0,P84103;A0A087X2D0,P84103;A0A087X2D0,6;6,6;6,6;6,Serine/arginine-rich splicing factor 3,SRSF3,sp|P84103|SRSF3_HUMAN Serine/arginine-rich splicing factor 3 OS=Homo sapiens OX=9606 GN=SRSF3 PE=1 SV=1;tr|A0A087X2D0|A0A087X2D0_HUMAN Serine/arginine-rich-splicing factor 3 OS=Homo sapiens OX=9606 GN=SRSF3 PE=1 SV=1,6,6,38.4,164
MRPL45,-1.8036606852,0.106036362617544,0,Q9BRJ2;A0A087X2D5;A0A0G2JMS5;A0A087WU62,Q9BRJ2;A0A087X2D5;A0A0G2JMS5;A0A087WU62,5;5;4;4,5;5;4;4,5;5;4;4,"39S ribosomal protein L45, mitochondrial",MRPL45,"sp|Q9BRJ2|RM45_HUMAN 39S ribosomal protein L45, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL45 PE=1 SV=2;tr|A0A087X2D5|A0A087X2D5_HUMAN 39S ribosomal protein L45, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL45 PE=1 SV=1;tr|A0A0G2JMS5|A0A0G2JMS5_HUMAN 39S",5,5,28.4,306
DDX1,-0.1300394912,0.33421230995717,0,Q92499;A0A087X2G1;F1T0B3,Q92499;A0A087X2G1;F1T0B3,19;19;19,19;19;19,19;19;19,ATP-dependent RNA helicase DDX1,DDX1,sp|Q92499|DDX1_HUMAN ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=2;tr|A0A087X2G1|A0A087X2G1_HUMAN ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=1;tr|F1T0B3|F1T0B3_HUMAN ATP-dependent RNA helicase DDX1 O,19,19,42.7,740
GPS1,-0.5930874914,0.0279903721869988,0,Q13098;C9JFE4;A0A096LP07;A0A096LPJ3;A8K070;J3QS84;J3QS88;J3KTB0;J3QLE8;J3QLT0;J3QL53;J3KRE8;J3KSA5;J3KRJ4;J3QQX0,Q13098;C9JFE4;A0A096LP07;A0A096LPJ3;A8K070;J3QS84;J3QS88;J3KTB0;J3QLE8;J3QLT0;J3QL53;J3KRE8;J3KSA5;J3KRJ4,4;4;4;4;4;3;3;3;3;3;3;3;3;3;1,4;4;4;4;4;3;3;3;3;3;3;3;3;3;1,4;4;4;4;4;3;3;3;3;3;3;3;3;3;1,COP9 signalosome complex subunit 1,GPS1,sp|Q13098|CSN1_HUMAN COP9 signalosome complex subunit 1 OS=Homo sapiens OX=9606 GN=GPS1 PE=1 SV=4;tr|C9JFE4|C9JFE4_HUMAN COP9 signalosome complex subunit 1 OS=Homo sapiens OX=9606 GN=GPS1 PE=1 SV=2;tr|A0A096LP07|A0A096LP07_HUMAN COP9 signalosome complex su,4,4,8.4,491
C21orf33,-0.291045721,0.467180867187876,0,A0A096LPI6;P0DPI2;A0A0B4J2D5;A0A096LNH5;H7C1F6;H7C2G3;A0A096LNJ1;A0A096LP73;A0A2R8Y6K9;A0A2R8YDR7;F2Z2Q0;A0A096LP12,A0A096LPI6;P0DPI2;A0A0B4J2D5;A0A096LNH5;H7C1F6;H7C2G3,7;6;6;5;4;4;3;3;3;3;3;3,6;6;6;5;4;4;3;3;3;3;3;3,6;6;6;5;4;4;3;3;3;3;3;3,,C21orf33,"tr|A0A096LPI6|A0A096LPI6_HUMAN Utp12 domain-containing protein (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=2;sp|P0DPI2|GAL3A_HUMAN Glutamine amidotransferase-like class 1 domain-containing protein 3A, mitochondrial OS=Homo sapiens OX=9606 GN=GATD3A PE=1 SV=",7,6,49.1,279
WDR18,0.4950445326,0.436570460219574,0,Q9BV38;U3KQC1;A0A0A0MQU0;K7EIR0;A0A087X237;K7EKX5;K7EML4,Q9BV38;U3KQC1;A0A0A0MQU0;K7EIR0,3;3;3;2;1;1;1,3;3;3;2;1;1;1,3;3;3;2;1;1;1,WD repeat-containing protein 18,WDR18,sp|Q9BV38|WDR18_HUMAN WD repeat-containing protein 18 OS=Homo sapiens OX=9606 GN=WDR18 PE=1 SV=2;tr|U3KQC1|U3KQC1_HUMAN WD repeat-containing protein 18 (Fragment) OS=Homo sapiens OX=9606 GN=WDR18 PE=1 SV=1;tr|A0A0A0MQU0|A0A0A0MQU0_HUMAN WD repeat-containin,3,3,8.1,432
HNRNPUL1,-0.7676188294,0.01183411310494,0,Q9BUJ2;M0R3F1;A0A0A0MRA5;B7Z4B8;M0QYZ0;M0QYM5;M0QYI8,Q9BUJ2;M0R3F1;A0A0A0MRA5;B7Z4B8;M0QYZ0,11;11;11;11;7;1;1,11;11;11;11;7;1;1,11;11;11;11;7;1;1,Heterogeneous nuclear ribonucleoprotein U-like protein 1,HNRNPUL1,sp|Q9BUJ2|HNRL1_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens OX=9606 GN=HNRNPUL1 PE=1 SV=2;tr|M0R3F1|M0R3F1_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=HNRNPUL1 PE=1,11,11,17.6,856
PCMT1,0.156329633,0.377539154234872,0,P22061;A0A3F2YNX8;A0A0A0MRJ6;H7BY58;F6S8N6;C9J0F2,P22061;A0A3F2YNX8;A0A0A0MRJ6;H7BY58;F6S8N6,4;4;4;4;3;1,4;4;4;4;3;1,4;4;4;4;3;1,Protein-L-isoaspartate(D-aspartate) O-methyltransferase;Protein-L-isoaspartate O-methyltransferase,PCMT1,sp|P22061|PIMT_HUMAN Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=4;tr|A0A3F2YNX8|A0A3F2YNX8_HUMAN Protein-L-isoaspartate O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=1;tr|A0A0A0MRJ6|A0A0A,4,4,37.9,227
NOLC1,0.2515208364,0.0594034454506723,0,Q14978;A0A0A0MRM9;S4R349;S4R402,Q14978;A0A0A0MRM9;S4R349,8;8;4;3,8;8;4;3,5;5;1;0,Nucleolar and coiled-body phosphoprotein 1,NOLC1,sp|Q14978|NOLC1_HUMAN Nucleolar and coiled-body phosphoprotein 1 OS=Homo sapiens OX=9606 GN=NOLC1 PE=1 SV=2;tr|A0A0A0MRM9|A0A0A0MRM9_HUMAN Nucleolar and coiled-body phosphoprotein 1 (Fragment) OS=Homo sapiens OX=9606 GN=NOLC1 PE=1 SV=1;tr|S4R349|S4R349_HUM,8,5,13,699
ABI1,-0.5210385359,0.052051939191768,0,Q8IZP0;B6VEX4;A0A0A0MRT6,Q8IZP0;B6VEX4;A0A0A0MRT6,2;2;2,2;2;2,2;2;2,Abl interactor 1,ABI1,sp|Q8IZP0|ABI1_HUMAN Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1 PE=1 SV=4;tr|B6VEX4|B6VEX4_HUMAN Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1 PE=1 SV=1;tr|A0A0A0MRT6|A0A0A0MRT6_HUMAN Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1 PE=1 SV=1,2,2,5.5,508
HADH,-0.2159084609,0.432375054329565,0,Q16836;A0A1W2PNM1;A0A0A0MSE2;A0A0D9SFP2;E9PF18;A0A1W2PQ78;A0A1W2PQV5;A0A1W2PQC2;A0A1W2PRT2,Q16836;A0A1W2PNM1;A0A0A0MSE2;A0A0D9SFP2;E9PF18;A0A1W2PQ78;A0A1W2PQV5,5;5;5;5;5;4;4;2;2,5;5;5;5;5;4;4;2;2,5;5;5;5;5;4;4;2;2,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",HADH,"sp|Q16836|HCDH_HUMAN Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=HADH PE=1 SV=3;tr|A0A1W2PNM1|A0A1W2PNM1_HUMAN Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=HADH PE=1 SV=1;tr|A0",5,5,24.8,314
PLS3,0.2141203925,0.46608792816336,0,P13797;A0A0A0MSQ0;U3KQI3;H7C4N2;Q5TBN3,P13797;A0A0A0MSQ0,5;5;2;1;1,5;5;2;1;1,4;4;1;1;0,Plastin-3,PLS3,sp|P13797|PLST_HUMAN Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=4;tr|A0A0A0MSQ0|A0A0A0MSQ0_HUMAN Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=1,5,4,9.2,630
PITPNB,-0.4554408891,0.0694613250940565,0,P48739;B3KYB6;A0A0A0MSW4;B3KYB7;Q00169;I3L3W1;I3L2X8;I3L471;I3L4C0;I3L4U7;I3L459;I3L4H1;F5GWE5,P48739;B3KYB6;A0A0A0MSW4;B3KYB7,3;3;3;2;1;1;1;1;1;1;1;1;1,3;3;3;2;1;1;1;1;1;1;1;1;1,3;3;3;2;1;1;1;1;1;1;1;1;1,Phosphatidylinositol transfer protein beta isoform,PITPNB,sp|P48739|PIPNB_HUMAN Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens OX=9606 GN=PITPNB PE=1 SV=2;tr|B3KYB6|B3KYB6_HUMAN Phosphatidylinositol transfer protein beta isoform (Fragment) OS=Homo sapiens OX=9606 GN=PITPNB PE=1 SV=1;tr|A0A0A0M,3,3,15.9,271
SMARCA4,0.6315852208,0.011927383833603,0,A0A0A0MT49;A0A2R8Y4P4;P51532;A0A2R8Y526;Q9HBD4;A0A2R8Y7S2;A0A2R8YGG3;A0A2R8YG32;A0A2R8Y440;A0A2R8Y6N0;A0A2R8YGP5;A0A2R8Y7F3;A0A2R8YF80;A0A2R8YF58;A0A2R8Y4C5;A0A2R8Y6V2;A0A2R8YDA1;A0A2R8Y7Y7;P51531;A0A2R8Y523;A0A0U1RQZ9;A0A2R8YCY3;A0A2R8YFK5;A0A2R8Y5K3;F6VDE0;A0A2R8YFV8;A0A2R8Y4R6,A0A0A0MT49;A0A2R8Y4P4;P51532;A0A2R8Y526;Q9HBD4;A0A2R8Y7S2;A0A2R8YGG3;A0A2R8YG32;A0A2R8Y440;A0A2R8Y6N0;A0A2R8YGP5;A0A2R8Y7F3;A0A2R8YF80;A0A2R8YF58;A0A2R8Y4C5;A0A2R8Y6V2;A0A2R8YDA1;A0A2R8Y7Y7,5;5;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;2;2;2;2;1;1;1;1;1,5;5;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;2;2;2;2;1;1;1;1;1,5;5;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;2;2;2;2;1;1;1;1;1,Transcription activator BRG1,SMARCA4,tr|A0A0A0MT49|A0A0A0MT49_HUMAN Transcription activator BRG1 OS=Homo sapiens OX=9606 GN=SMARCA4 PE=1 SV=1;tr|A0A2R8Y4P4|A0A2R8Y4P4_HUMAN Transcription activator BRG1 OS=Homo sapiens OX=9606 GN=SMARCA4 PE=1 SV=1;sp|P51532|SMCA4_HUMAN Transcription activator ,5,5,4.3,1681
IVD,0.0636813295,0.571883639666502,0,P26440;A0A0A0MT83;A0A0S2Z4K7;H0YLC3;H7C4G6;H0YKV0;H0YN10;A0A087WVD3,P26440;A0A0A0MT83;A0A0S2Z4K7;H0YLC3,8;8;7;4;3;2;2;1,8;8;7;4;3;2;2;1,8;8;7;4;3;2;2;1,"Isovaleryl-CoA dehydrogenase, mitochondrial",IVD,"sp|P26440|IVD_HUMAN Isovaleryl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=IVD PE=1 SV=2;tr|A0A0A0MT83|A0A0A0MT83_HUMAN Isovaleryl-CoA dehydrogenase isoform 1 OS=Homo sapiens OX=9606 GN=IVD PE=1 SV=2;tr|A0A0S2Z4K7|A0A0S2Z4K7_HUMAN Isovalery",8,8,19.5,426
ILK,-0.1396720148,0.645797858437762,0,Q13418;A0A0A0MTH3;E9PQ52;A0A087WW45;A0A087WWY6,Q13418;A0A0A0MTH3,5;5;1;1;1,5;5;1;1;1,5;5;1;1;1,Integrin-linked protein kinase,ILK,sp|Q13418|ILK_HUMAN Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=2;tr|A0A0A0MTH3|A0A0A0MTH3_HUMAN Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=1,5,5,14.6,452
ELOVL5,-0.4798804894,0.0175144567435638,0,Q9NYP7;A0A0A0MTI6,Q9NYP7;A0A0A0MTI6,1;1,1;1,1;1,Elongation of very long chain fatty acids protein 5;Elongation of very long chain fatty acids protein,ELOVL5,sp|Q9NYP7|ELOV5_HUMAN Elongation of very long chain fatty acids protein 5 OS=Homo sapiens OX=9606 GN=ELOVL5 PE=1 SV=1;tr|A0A0A0MTI6|A0A0A0MTI6_HUMAN Elongation of very long chain fatty acids protein OS=Homo sapiens OX=9606 GN=ELOVL5 PE=1 SV=1,1,1,4.3,299
TTN,1.6445401757,0.101412204033639,0,A0A0A0MTS7;Q8WZ42;A0A0A0MRA3,A0A0A0MTS7;Q8WZ42;A0A0A0MRA3,8;7;7,8;7;7,8;7;7,Titin,TTN,tr|A0A0A0MTS7|A0A0A0MTS7_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=1;sp|Q8WZ42|TITIN_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=4;tr|A0A0A0MRA3|A0A0A0MRA3_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=1,8,8,0.5,35991
TMED7;TMED7-TICAM2,0.0520716305,0.6493826697568,0,Q9Y3B3;A0A0A6YYA0;G3V2Y2,Q9Y3B3;A0A0A6YYA0,3;3;1,3;3;1,3;3;1,Transmembrane emp24 domain-containing protein 7,TMED7;TMED7-TICAM2,sp|Q9Y3B3|TMED7_HUMAN Transmembrane emp24 domain-containing protein 7 OS=Homo sapiens OX=9606 GN=TMED7 PE=1 SV=2;tr|A0A0A6YYA0|A0A0A6YYA0_HUMAN Protein TMED7-TICAM2 OS=Homo sapiens OX=9606 GN=TMED7-TICAM2 PE=3 SV=1,3,3,15.6,224
NAA15,0.0326430515,0.875268627211466,0,Q9BXJ9;A0A0B4J1W3;Q6N069,Q9BXJ9;A0A0B4J1W3,4;4;1,4;4;1,4;4;1,"N-alpha-acetyltransferase 15, NatA auxiliary subunit",NAA15,"sp|Q9BXJ9|NAA15_HUMAN N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1;tr|A0A0B4J1W3|A0A0B4J1W3_HUMAN N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1",4,4,5.7,866
SRSF7,-0.1622540154,0.413194462495593,0,Q16629;A0A0B4J1Z1;C9JAB2,Q16629;A0A0B4J1Z1;C9JAB2,7;7;7,7;7;7,7;7;7,Serine/arginine-rich splicing factor 7,SRSF7,sp|Q16629|SRSF7_HUMAN Serine/arginine-rich splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1;tr|A0A0B4J1Z1|A0A0B4J1Z1_HUMAN Serine/arginine-rich-splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1;tr|C9JAB2|C9JAB2_HUMAN Serine/arginine-,7,7,24.8,238
LARP1,1.1249680124,0.0750566553120295,0,Q6PKG0;A0A0B4J210;E5RH50;H0YC73;H0YBW1;H0YC33,Q6PKG0;A0A0B4J210;E5RH50,7;7;6;3;3;2,7;7;6;3;3;2,7;7;6;3;3;2,La-related protein 1,LARP1,sp|Q6PKG0|LARP1_HUMAN La-related protein 1 OS=Homo sapiens OX=9606 GN=LARP1 PE=1 SV=2;tr|A0A0B4J210|A0A0B4J210_HUMAN La-related protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=LARP1 PE=1 SV=5;tr|E5RH50|E5RH50_HUMAN La-related protein 1 (Fragment) OS=Homo s,7,7,9.6,1096
TCEB2,-0.1734895005,0.248487799037719,0,Q15370;A0A0B4J296;B8ZZU8;I3L0M9,Q15370;A0A0B4J296,3;3;1;1,3;3;1;1,3;3;1;1,Transcription elongation factor B polypeptide 2,TCEB2,sp|Q15370|ELOB_HUMAN Elongin-B OS=Homo sapiens OX=9606 GN=ELOB PE=1 SV=1;tr|A0A0B4J296|A0A0B4J296_HUMAN Elongin-B OS=Homo sapiens OX=9606 GN=ELOB PE=1 SV=1,3,3,13.6,118
TPT1,-0.1762719045,0.487202751675235,0,P13693;Q5W0H4;A0A0B4J2C3;J3KPG2;E9PJF7;Q56UQ5;Q9HAU6;H0YCX0,P13693;Q5W0H4;A0A0B4J2C3;J3KPG2;E9PJF7,9;9;9;5;5;2;1;1,9;9;9;5;5;2;1;1,9;9;9;5;5;2;1;1,Translationally-controlled tumor protein,TPT1,sp|P13693|TCTP_HUMAN Translationally-controlled tumor protein OS=Homo sapiens OX=9606 GN=TPT1 PE=1 SV=1;tr|Q5W0H4|Q5W0H4_HUMAN Translationally-controlled tumor protein OS=Homo sapiens OX=9606 GN=TPT1 PE=1 SV=1;tr|A0A0B4J2C3|A0A0B4J2C3_HUMAN Translationally,9,9,35.5,172
PWP2,-0.3164042742,0.0298960724158972,0,Q15269;A0A0B4J2E5;C9J544,Q15269;A0A0B4J2E5,8;8;2,8;8;2,7;7;2,Periodic tryptophan protein 2 homolog,PWP2,sp|Q15269|PWP2_HUMAN Periodic tryptophan protein 2 homolog OS=Homo sapiens OX=9606 GN=PWP2 PE=2 SV=2;tr|A0A0B4J2E5|A0A0B4J2E5_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 GN=LOC102724159 PE=1 SV=1,8,7,9.7,919
SET;SETSIP,-0.235081502,0.182164284092202,0,Q01105;A0A0C4DFV9;P0DME0;A0A087X027,Q01105;A0A0C4DFV9;P0DME0;A0A087X027,10;10;7;7,10;10;7;7,10;10;7;7,Protein SET;Protein SETSIP,SET;SETSIP,sp|Q01105|SET_HUMAN Protein SET OS=Homo sapiens OX=9606 GN=SET PE=1 SV=3;tr|A0A0C4DFV9|A0A0C4DFV9_HUMAN Protein SET OS=Homo sapiens OX=9606 GN=SET PE=1 SV=1;sp|P0DME0|SETLP_HUMAN Protein SETSIP OS=Homo sapiens OX=9606 GN=SETSIP PE=1 SV=1;tr|A0A087X027|A0A0,10,10,32.1,290
RPSA,0.1861003619,0.162742237183148,0,P08865;C9J9K3;A0A0C4DG17;F8WD59,P08865;C9J9K3;A0A0C4DG17;F8WD59,24;24;24;14,24;24;24;14,24;24;24;14,40S ribosomal protein SA,RPSA,sp|P08865|RSSA_HUMAN 40S ribosomal protein SA OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=4;tr|C9J9K3|C9J9K3_HUMAN 40S ribosomal protein SA (Fragment) OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=8;tr|A0A0C4DG17|A0A0C4DG17_HUMAN 40S ribosomal protein SA OS=Homo sap,24,24,68.8,295
HTRA2,0.029767633,0.91944088667804,0,O43464;A0A0C4DG44;P83110,O43464;A0A0C4DG44,7;7;1,7;7;1,7;7;1,"Serine protease HTRA2, mitochondrial",HTRA2,"sp|O43464|HTRA2_HUMAN Serine protease HTRA2, mitochondrial OS=Homo sapiens OX=9606 GN=HTRA2 PE=1 SV=2;tr|A0A0C4DG44|A0A0C4DG44_HUMAN Serine protease HTRA2, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=HTRA2 PE=1 SV=1",7,7,25.1,458
DDX46,-0.338365654,0.0296364540131981,0,Q7L014;A0A0C4DG89;D6RJA6,Q7L014;A0A0C4DG89,15;15;4,15;15;4,15;15;4,Probable ATP-dependent RNA helicase DDX46,DDX46,sp|Q7L014|DDX46_HUMAN Probable ATP-dependent RNA helicase DDX46 OS=Homo sapiens OX=9606 GN=DDX46 PE=1 SV=2;tr|A0A0C4DG89|A0A0C4DG89_HUMAN Probable ATP-dependent RNA helicase DDX46 OS=Homo sapiens OX=9606 GN=DDX46 PE=1 SV=1,15,15,16.8,1031
ECI2,-0.8240565694,0.0935533011185801,0,O75521;A0A0C4DGA2;F1LLU7,O75521;A0A0C4DGA2;F1LLU7,2;2;1,2;2;1,2;2;1,"Enoyl-CoA delta isomerase 2, mitochondrial",ECI2,"sp|O75521|ECI2_HUMAN Enoyl-CoA delta isomerase 2 OS=Homo sapiens OX=9606 GN=ECI2 PE=1 SV=4;tr|A0A0C4DGA2|A0A0C4DGA2_HUMAN Enoyl-CoA delta isomerase 2, mitochondrial OS=Homo sapiens OX=9606 GN=ECI2 PE=1 SV=1;tr|F1LLU7|F1LLU7_HUMAN Enoyl-CoA delta isomerase ",2,2,5.6,394
CHD4,-0.2396889209,0.0748315445958335,0,Q14839;A0A2R8Y425;A0A0C4DGG9;A0A2R8Y521;A0A2R8Y212;F5GWX5;A0A2R8YFD8;A0A2R8YD40;A0A2R8YDJ9;A0A2U3TZM0;A0A2R8YFK9;A0A2R8Y5J0;A0A2R8Y4X2;A0A2R8YDW2;A0A2R8Y8C1;A0A2R8Y445;A0A2R8YER1;A0A2R8Y7I0;A0A2R8Y7M9;A0A2R8Y8B3;K7EMY3;A0A2R8Y5M9;A0A2R8YE38,Q14839;A0A2R8Y425;A0A0C4DGG9;A0A2R8Y521;A0A2R8Y212;F5GWX5;A0A2R8YFD8;A0A2R8YD40;A0A2R8YDJ9;A0A2U3TZM0;A0A2R8YFK9;A0A2R8Y5J0;A0A2R8Y4X2;A0A2R8YDW2;A0A2R8Y8C1;A0A2R8Y445;A0A2R8YER1;A0A2R8Y7I0;A0A2R8Y7M9,18;18;18;18;18;18;18;18;18;18;18;18;17;16;12;12;12;10;10;7;5;4;4,18;18;18;18;18;18;18;18;18;18;18;18;17;16;12;12;12;10;10;7;5;4;4,6;6;6;6;6;6;6;6;6;6;6;6;6;5;1;1;1;6;6;0;0;1;1,Chromodomain-helicase-DNA-binding protein 4,CHD4,sp|Q14839|CHD4_HUMAN Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=2;tr|A0A2R8Y425|A0A2R8Y425_HUMAN Chromodomain-helicase-DNA-binding protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=1;tr|A0A0C4DGG9|A0A0C4D,18,6,13.4,1912
CAPNS1,0.206608785,0.112460283709853,0,P04632;K7ELJ7;A0A0C4DGQ5;K7EIV0;A0A075B7C0;U3KQE2;K7EM73;K7EKD8;U3KPR7;Q96L46;K7ES78;K7EMQ1,P04632;K7ELJ7;A0A0C4DGQ5;K7EIV0;A0A075B7C0;U3KQE2;K7EM73;K7EKD8,8;8;8;7;7;6;6;4;3;1;1;1,8;8;8;7;7;6;6;4;3;1;1;1,8;8;8;7;7;6;6;4;3;1;1;1,Calpain small subunit 1,CAPNS1,sp|P04632|CPNS1_HUMAN Calpain small subunit 1 OS=Homo sapiens OX=9606 GN=CAPNS1 PE=1 SV=1;tr|K7ELJ7|K7ELJ7_HUMAN Calpain small subunit 1 OS=Homo sapiens OX=9606 GN=CAPNS1 PE=1 SV=1;tr|A0A0C4DGQ5|A0A0C4DGQ5_HUMAN Calpain small subunit 1 OS=Homo sapiens OX=9,8,8,32.1,268
DDOST,-0.0678212342,0.576493552208049,0,P39656;A0A0C4DGS1;U3KQ84,P39656;A0A0C4DGS1,11;11;5,11;11;5,11;11;5,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,DDOST,sp|P39656|OST48_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Homo sapiens OX=9606 GN=DDOST PE=1 SV=4;tr|A0A0C4DGS1|A0A0C4DGS1_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=H,11,11,28.3,456
LAMTOR5,-1.2246835577,0.000378405566776164,1,O43504;R4GMU8;E9PLX3;A0A0C4DGV4,O43504;R4GMU8;E9PLX3;A0A0C4DGV4,1;1;1;1,1;1;1;1,1;1;1;1,Ragulator complex protein LAMTOR5,LAMTOR5,sp|O43504|LTOR5_HUMAN Ragulator complex protein LAMTOR5 OS=Homo sapiens OX=9606 GN=LAMTOR5 PE=1 SV=1;tr|R4GMU8|R4GMU8_HUMAN Ragulator complex protein LAMTOR5 OS=Homo sapiens OX=9606 GN=LAMTOR5 PE=1 SV=1;tr|E9PLX3|E9PLX3_HUMAN Ragulator complex protein LAMT,1,1,22,91
