Gene_names,PWP1_vs_BirA_logFC,PWP1_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_PWP1_N1,Peptides_PWP1_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_PWP1_N1,Razor___unique_peptides_PWP1_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_PWP1_N1,Unique_peptides_PWP1_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_PWP1_N1,Identification_type_PWP1_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_PWP1_N1,Ratio_H_L_PWP1_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_PWP1_N1,Ratio_H_L_normalized_PWP1_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____PWP1_N1,Ratio_H_L_variability_____PWP1_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_PWP1_N1,Ratio_H_L_count_PWP1_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_PWP1_N1,Ratio_H_L_iso_count_PWP1_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_PWP1_N1,Ratio_H_L_type_PWP1_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_PWP1_N1____,Sequence_coverage_PWP1_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_PWP1_N1,Intensity_L_PWP1_N1,Intensity_H_PWP1_N1,Intensity_PWP1_N2,Intensity_L_PWP1_N2,Intensity_H_PWP1_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_PWP1_N1,metacell_Intensity_L_PWP1_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
NHP2L1,2.40387646717681,0.000274198250359396,P55769;B1AHD1;A0A3B3IUA2;A0A3B3IRU2;A0A3B3ISH1,P55769;B1AHD1;A0A3B3IUA2,9;9;9;4;1,9;9;9;4;1,9;9;9;4;1,"NHP2-like protein 1;NHP2-like protein 1, N-terminally processed",sp|P55769|NH2L1_HUMAN NHP2-like protein 1 OS=Homo sapiens OX=9606 GN=SNU13 PE=1 SV=3;tr|B1AHD1|B1AHD1_HUMAN Ribonucloprotein OS=Homo sapiens OX=9606 GN=SNU13 PE=1 SV=1;tr|A0A3B3IUA2|A0A3B3IUA2_HUMAN Ribonucloprotein OS=Homo sapiens OX=9606 GN=SNU13 PE=1 SV,5,9,9,9,4,3,7,4,4,3,7,4,4,3,7,4,53.9,53.9,53.9,14.173,128,128;132;272;73;41,0.0,33.632,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.29528,0.89077,29.881,24,7,Leave out requantified,0.38328,0.34749,0.28725,0.34499,1.2265,1.0296,0.89077,0.88364,14.318,22.508,34.854,35.501,4,3,10,7,3,1,3,0,Median,Median,Leave out requantified,Leave out requantified,34.4,33.6,51.6,32.0,5396700000,4024000000,1372700000,205890000,147670000,58227000,216880000,162460000,54416000,2533500000,1921600000,611890000,2440500000,1792300000,648200000,,,,334,310;311;2462;2463;9158;10768;10769;14094;14695,True;True;True;True;True;True;True;True;True,324;325;326;2634;2635;9934;11687;11688;11689;15205;15847,828;829;830;831;832;833;834;7260;7261;26486;26487;31295;31296;31297;31298;31299;31300;40573;42179;42180;42181;42182;42183;42184,1625;1626;1627;1628;1629;1630;1631;1632;1633;1634;1635;14077;14078;50401;50402;59192;59193;59194;59195;59196;59197;59198;59199;59200;59201;59202;59203;59204;76398;79221;79222;79223;79224;79225;79226;79227,1626;1635;14077;14078;50401;59193;59204;76398;79226,,,,,-1;-1;-1;-1;-1,protein_335,quanti,quanti,quanti,quanti
HM13,21.8739886626594,2.2480199937694e-07,Q8TCT9;A0A3B3IUB5;A0A075B6F6;A0A0S2Z6F0;A0A3B3IT72;A0A0C4DGU3,Q8TCT9;A0A3B3IUB5;A0A075B6F6;A0A0S2Z6F0;A0A3B3IT72,3;3;2;2;2;1,3;3;2;2;2;1,3;3;2;2;2;1,Minor histocompatibility antigen H13,sp|Q8TCT9|HM13_HUMAN Minor histocompatibility antigen H13 OS=Homo sapiens OX=9606 GN=HM13 PE=1 SV=1;tr|A0A3B3IUB5|A0A3B3IUB5_HUMAN Minor histocompatibility antigen H13 OS=Homo sapiens OX=9606 GN=HM13 PE=1 SV=1;tr|A0A075B6F6|A0A075B6F6_HUMAN Minor histocomp,6,3,3,3,0,0,3,3,0,0,3,3,0,0,3,3,12.2,12.2,12.2,41.488,377,377;420;272;345;365;143,0.0,10.8,,,By MS/MS,By MS/MS,0.40108,1.0852,7.4241,7,2,Leave out requantified,,,0.34728,0.45833,,,1.109,1.1994,,,20.938,10.977,0,0,3,4,0,0,1,1,Median,Median,Plateau,Leave out requantified,0.0,0.0,12.2,12.2,409630000,276510000,133110000,0,0,0,0,0,0,150400000,109860000,40543000,259230000,166660000,92570000,,,,335,5407;12067;13307,True;True;True,5796;13058;14379,15239;15240;34842;34843;34844;38352;38353,29039;65576;65577;65578;65579;65580;72184;72185;72186;72187,29039;65579;72185,,,,,-1;-1;-1;-1;-1;-1,protein_336,quanti,quanti,imputed MEC,imputed MEC
GLA,1.22364124027595,0.140889458946547,P06280;A0A3B3IUC4;A0A669KAY7;A0A669KB83;A0A3B3IRU3;V9GYN5,P06280;A0A3B3IUC4;A0A669KAY7;A0A669KB83;A0A3B3IRU3;V9GYN5,4;4;2;2;2;2,4;4;2;2;2;2,4;4;2;2;2;2,Alpha-galactosidase A,sp|P06280|AGAL_HUMAN Alpha-galactosidase A OS=Homo sapiens OX=9606 GN=GLA PE=1 SV=1;tr|A0A3B3IUC4|A0A3B3IUC4_HUMAN Alpha-galactosidase OS=Homo sapiens OX=9606 GN=GLA PE=1 SV=1;tr|A0A669KAY7|A0A669KAY7_HUMAN Alpha-galactosidase A (Fragment) OS=Homo sapiens ,6,4,4,4,1,2,4,3,1,2,4,3,1,2,4,3,12.6,12.6,12.6,48.766,429,429;470;198;199;199;222,0.0,11.176,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.64993,1.6615,27.702,11,3,Leave out requantified,0.73543,0.82722,0.48082,0.57437,1.963,2.0198,1.4216,1.3617,,22.771,26.481,27.264,1,3,4,3,0,2,1,0,Median,Median,Leave out requantified,Leave out requantified,2.6,5.4,12.6,9.8,488890000,274870000,214020000,19298000,10718000,8580100,84247000,41321000,42926000,209790000,117120000,92667000,175560000,105710000,69844000,,,,336,1348;11389;15862;17872,True;True;True;True,1442;12342;17093;19231,3956;3957;32967;32968;45347;45348;45349;51200;51201;51202;51203,7447;7448;62281;62282;84884;84885;84886;96176;96177;96178;96179;96180;96181;96182;96183;96184,7447;62281;84884;96181,,,,,-1;-1;-1;-1;-1;-1,protein_337,quanti,quanti,quanti,quanti
DEK,1.55069400372652,0.0369923934655398,P35659;H0Y993;A0A494C028;H0Y8X0;B4DFG0;A0A494C198;D6RDA2;D6R9L5,P35659;H0Y993;A0A494C028;H0Y8X0;B4DFG0;A0A494C198,9;9;9;7;6;5;3;3,9;9;9;7;6;5;3;3,9;9;9;7;6;5;3;3,Protein DEK,"sp|P35659|DEK_HUMAN Protein DEK OS=Homo sapiens OX=9606 GN=DEK PE=1 SV=1;tr|H0Y993|H0Y993_HUMAN DEK oncogene (DNA binding), isoform CRA_b OS=Homo sapiens OX=9606 GN=DEK PE=1 SV=2;tr|A0A494C028|A0A494C028_HUMAN Protein DEK OS=Homo sapiens OX=9606 GN=DEK PE=",8,9,9,9,4,2,8,7,4,2,8,7,4,2,8,7,26.9,26.9,26.9,42.674,375,375;380;380;285;347;303;122;162,0.0,22.419,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.39004,1.052,30.129,24,4,Leave out requantified,0.33639,0.38957,0.39444,0.4057,1.0733,1.0661,1.1994,1.0644,33.464,21.307,31.807,32.437,4,2,9,9,2,0,1,1,Median,Median,Leave out requantified,Leave out requantified,12.8,5.9,26.1,23.5,2265600000,1614100000,651490000,194970000,149720000,45245000,105850000,73274000,32573000,1007300000,729770000,277550000,957440000,661320000,296120000,,,,341,7963;10733;11152;11931;11932;11933;14049;15813;20296,True;True;True;True;True;True;True;True;True,8640;11647;12095;12920;12921;12922;15158;17043;21866,23071;23072;23073;31193;31194;32368;32369;32370;32371;32372;34449;34450;34451;34452;34453;34454;34455;34456;34457;40437;40438;40439;40440;45227;58335;58336,44027;58998;58999;59000;59001;59002;61257;61258;61259;61260;61261;61262;61263;64922;64923;64924;64925;64926;64927;64928;64929;64930;76154;76155;76156;76157;76158;76159;84675;110290;110291,44027;58998;61257;64924;64928;64930;76155;84675;110291,,,,,-1;-1;-1;-1;-1;-1;-1;-1,protein_342,quanti,quanti,quanti,quanti
EBP,2.68898700968872,0.00432969213835473,Q15125;C9J719;C9JJ78;A0A494C0F3,Q15125;C9J719;C9JJ78;A0A494C0F3,2;2;2;2,2;2;2;2,2;2;2;2,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase","sp|Q15125|EBP_HUMAN 3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase OS=Homo sapiens OX=9606 GN=EBP PE=1 SV=3;tr|C9J719|C9J719_HUMAN 3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase (Fragment) OS=Homo sapiens OX=9606 GN=EBP PE=1 SV=8;tr|C9JJ78|C9JJ78_HUM",4,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,11.3,11.3,11.3,26.352,230,230;145;160;285,0.0,4.2573,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.26355,0.65593,33.108,7,3,Leave out requantified,0.1976,0.29571,0.27767,0.28168,0.68495,0.82895,0.90282,0.70021,,,17.637,42.348,1,1,3,2,0,0,3,0,Median,Median,Median,Median,7.0,7.0,11.3,11.3,1855400000,1419100000,436280000,50214000,39566000,10647000,61960000,46546000,15414000,1144100000,893760000,250300000,599120000,439210000,159910000,,,,342,284;18075,True;True,296;19440,743;744;51746;51747;51748;51749;51750,1457;1458;97181;97182;97183;97184;97185;97186;97187;97188;97189,1457;97186,,,,,-1;-1;-1;-1,protein_343,quanti,quanti,quanti,quanti
PGM3,-20.1894258505661,9.63728111840196e-08,O95394;A0A494C0G1;H0Y987;D6RCD1;D6RC77;D6RCQ8;D6RF77;A0A494C163;A0A494C099;A0A087WT27;J3KN95;A0A494C1E2,O95394;A0A494C0G1;H0Y987;D6RCD1;D6RC77;D6RCQ8;D6RF77;A0A494C163;A0A494C099;A0A087WT27;J3KN95;A0A494C1E2,2;2;2;1;1;1;1;1;1;1;1;1,2;2;2;1;1;1;1;1;1;1;1;1,2;2;2;1;1;1;1;1;1;1;1;1,Phosphoacetylglucosamine mutase,sp|O95394|AGM1_HUMAN Phosphoacetylglucosamine mutase OS=Homo sapiens OX=9606 GN=PGM3 PE=1 SV=1;tr|A0A494C0G1|A0A494C0G1_HUMAN Phosphoacetylglucosamine mutase OS=Homo sapiens OX=9606 GN=PGM3 PE=1 SV=1;tr|H0Y987|H0Y987_HUMAN Phosphoacetylglucosamine mutase O,12,2,2,2,2,2,0,0,2,2,0,0,2,2,0,0,4.1,4.1,4.1,59.851,542,542;501;566;71;114;146;156;252;285;420;441;461,0.0,2.6458,By MS/MS,By MS/MS,,,0.36948,0.75638,14.175,4,2,Median,0.30617,0.43948,,,0.67889,0.86171,,,2.2417,5.3945,,,2,2,0,0,1,1,0,0,Median,Median,Median,Median,4.1,4.1,0.0,0.0,52268000,37015000,15253000,25629000,18524000,7104700,26640000,18491000,8148400,0,0,0,0,0,0,,,,343,12695;20954,True;True,13729;22551,36628;36629;60128;60129,68977;68978;113474;113475,68978;113474,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_344,imputed MEC,imputed MEC,quanti,quanti
PARN,19.6751649201332,8.17364134011623e-08,O95453;A0A494C0Q6;A0A494C0W0;A0A494C002;A0A494C156;A0A494BZU6;A0A494BZW7;A0A494C0P9;A0A494C1K5;A0A494C0Q2;A0A494C1N1;A0A494C0K5,O95453;A0A494C0Q6;A0A494C0W0;A0A494C002;A0A494C156;A0A494BZU6;A0A494BZW7;A0A494C0P9;A0A494C1K5;A0A494C0Q2;A0A494C1N1;A0A494C0K5,2;2;2;1;1;1;1;1;1;1;1;1,2;2;2;1;1;1;1;1;1;1;1;1,2;2;2;1;1;1;1;1;1;1;1;1,Poly(A)-specific ribonuclease PARN,sp|O95453|PARN_HUMAN Poly(A)-specific ribonuclease PARN OS=Homo sapiens OX=9606 GN=PARN PE=1 SV=1;tr|A0A494C0Q6|A0A494C0Q6_HUMAN Poly(A)-specific ribonuclease PARN OS=Homo sapiens OX=9606 GN=PARN PE=1 SV=1;tr|A0A494C0W0|A0A494C0W0_HUMAN Poly(A)-specific ri,12,2,2,2,0,0,2,2,0,0,2,2,0,0,2,2,4.1,4.1,4.1,73.45,639,639;581;664;349;446;488;499;524;577;585;590;614,0.012992,1.0345,,,By MS/MS,By MS/MS,0.36553,0.96366,0.70022,2,0,Median,,,0.32836,0.40691,,,0.9589,0.96844,,,,,0,0,1,1,0,0,0,0,Median,Median,Median,Median,0.0,0.0,4.1,4.1,85503000,59093000,26409000,0,0,0,0,0,0,39500000,27463000,12038000,46002000,31630000,14372000,,,,344,13958;15616,True;True,15065;16828,40202;40203;44617;44618,75718;75719;83465;83466,75718;83465,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_345,quanti,quanti,imputed MEC,imputed MEC
FKBP2,1.22491861585411,0.00423768729950529,P26885;A0A494C1N0,P26885;A0A494C1N0,3;3,3;3,3;3,Peptidyl-prolyl cis-trans isomerase FKBP2,sp|P26885|FKBP2_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Homo sapiens OX=9606 GN=FKBP2 PE=1 SV=2;tr|A0A494C1N0|A0A494C1N0_HUMAN Peptidylprolyl isomerase OS=Homo sapiens OX=9606 GN=FKBP2 PE=1 SV=1,2,3,3,3,1,2,3,3,1,2,3,3,1,2,3,3,19.0,19.0,19.0,15.649,142,142;171,0.0,11.894,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.37564,1.0313,16.193,9,1,Leave out requantified,0.32056,0.43989,0.29663,0.35718,1.1599,1.185,1.1165,0.95807,,9.2145,17.925,13.152,1,2,3,3,0,0,1,0,Median,Median,Plateau,Leave out requantified,8.5,9.2,19.0,19.0,1128300000,828490000,299840000,73005000,55431000,17574000,117630000,77838000,39791000,456300000,349150000,107140000,481400000,346070000,135330000,,,,351,6631;9210;12105,True;True;True,7166;9991;13101,18945;18946;26631;26632;26633;34941;34942;34943;34944,35875;35876;50641;50642;50643;65786;65787;65788;65789;65790;65791;65792;65793;65794;65795;65796;65797;65798;65799;65800,35876;50641;65793,,,,,-1;-1,protein_352,quanti,quanti,quanti,quanti
PREP,-19.7061621810656,1.57436191940656e-07,P48147;A0A499FJL1,P48147;A0A499FJL1,2;2,2;2,2;2,Prolyl endopeptidase,sp|P48147|PPCE_HUMAN Prolyl endopeptidase OS=Homo sapiens OX=9606 GN=PREP PE=1 SV=2;tr|A0A499FJL1|A0A499FJL1_HUMAN Prolyl endopeptidase OS=Homo sapiens OX=9606 GN=PREP PE=1 SV=1,2,2,2,2,1,2,0,0,1,2,0,0,1,2,0,0,3.8,3.8,3.8,80.699,710,710;644,0.0,2.8524,By MS/MS,By MS/MS,,,0.59096,1.2182,22.981,3,0,Median,0.59096,0.57494,,,1.5829,1.1044,,,,13.875,,,1,2,0,0,0,0,0,0,Median,Median,Median,Median,1.8,3.8,0.0,0.0,44467000,26948000,17519000,19439000,10971000,8468800,25028000,15977000,9050400,0,0,0,0,0,0,,,,352,19014;20731,True;True,20460;22317,54544;59471;59472,102872;102873;112310;112311;112312,102872;112311,,,,,-1;-1,protein_353,imputed MEC,imputed MEC,quanti,quanti
SRSF6,1.28970293384483,0.010594907632972,Q13247;A0A590UJK4;A0A590UK01;A0A590UJP7;A0A590UK80;Q08170;A0A0D9SEM4,Q13247;A0A590UJK4;A0A590UK01;A0A590UJP7;A0A590UK80,6;6;6;6;6;1;1,5;5;5;5;5;0;0,5;5;5;5;5;0;0,Serine/arginine-rich splicing factor 6,sp|Q13247|SRSF6_HUMAN Serine/arginine-rich splicing factor 6 OS=Homo sapiens OX=9606 GN=SRSF6 PE=1 SV=2;tr|A0A590UJK4|A0A590UJK4_HUMAN Serine/arginine-rich-splicing factor 6 OS=Homo sapiens OX=9606 GN=SRSF6 PE=1 SV=1;tr|A0A590UK01|A0A590UK01_HUMAN Serine/a,7,6,5,5,5,3,6,6,4,2,5,5,4,2,5,5,16.3,13.7,13.7,39.586,344,344;226;273;276;1090;494;378,0.0,42.383,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.26869,0.77057,17.647,20,11,Leave out requantified,0.30062,0.31466,0.2142,0.2958,1.0882,0.86332,0.67431,0.82793,46.463,21.037,14.727,16.853,3,2,7,8,1,0,5,5,Median,Median,Median,Leave out requantified,14.2,8.4,16.3,16.3,2045000000,1601000000,444070000,186510000,137570000,48945000,140870000,107980000,32890000,758370000,612940000,145430000,959290000,742480000,216800000,,,,355,1181;2634;4376;10583;10846;17755,True;True;True;False;True;True,1262;2818;4687;11484;11485;11769;19108,3449;3450;3451;3452;3453;3454;7729;7730;7731;7732;12380;12381;12382;30716;30717;30718;30719;30720;30721;30722;30723;31533;31534;31535;31536;50887;50888;50889;50890,6489;6490;6491;6492;6493;6494;6495;6496;14913;14914;14915;14916;14917;14918;23606;23607;23608;23609;23610;58227;58228;58229;58230;58231;58232;58233;58234;58235;58236;58237;58238;58239;58240;58241;58242;58243;58244;58245;58246;58247;59626;59627;59628;59629;59630;59631;59632;59633;95597;95598;95599;95600;95601;95602;95603;95604;95605;95606;95607;95608;95609;95610,6496;14918;23609;58242;59626;95603,,,,,-1;-1;-1;-1;-1;-1;-1,protein_356,quanti,quanti,quanti,quanti
ABCB7,21.5015837046572,5.33996464215218e-08,O75027;A0A590UJS8;B4DGL8;A0A5F9ZA98;A0A2R8Y473;E9PJR8;A0A087WW65;E9PNQ5;A0A2R8Y3N2,O75027;A0A590UJS8;B4DGL8;A0A5F9ZA98;A0A2R8Y473;E9PJR8;A0A087WW65,4;4;4;4;3;2;2;1;1,4;4;4;4;3;2;2;1;1,4;4;4;4;3;2;2;1;1,"ATP-binding cassette sub-family B member 7, mitochondrial","sp|O75027|ABCB7_HUMAN ATP-binding cassette sub-family B member 7, mitochondrial OS=Homo sapiens OX=9606 GN=ABCB7 PE=1 SV=2;tr|A0A590UJS8|A0A590UJS8_HUMAN ATP-binding cassette sub-family B member 7, mitochondrial OS=Homo sapiens OX=9606 GN=ABCB7 PE=1 SV=1;t",9,4,4,4,0,0,4,4,0,0,4,4,0,0,4,4,7.6,7.6,7.6,82.64,752,752;693;702;757;651;188;713;159;159,0.0,5.8221,,,By MS/MS,By MS/MS,0.42326,1.0828,25.37,8,5,Median,,,0.36243,0.46635,,,1.0839,1.0828,,,36.529,12.625,0,0,4,4,0,0,3,2,Median,Median,Median,Median,0.0,0.0,7.6,7.6,302780000,209070000,93706000,0,0,0,0,0,0,149600000,103280000,46315000,153180000,105790000,47391000,,,,356,1584;6443;9579;18407,True;True;True;True,1698;6957;10399;19799,4741;4742;18411;18412;27765;27766;52744;52745,9212;9213;34858;52629;52630;99289;99290,9213;34858;52630;99290,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_357,quanti,quanti,imputed MEC,imputed MEC
SAE1,-20.4092186787291,1.05809026809347e-05,Q9UBE0;A0A590UK93;A0A590UKC5;M0QZS6;B3KNJ4;M0R375;A0A590UKA0;M0QX65,Q9UBE0;A0A590UK93;A0A590UKC5;M0QZS6;B3KNJ4;M0R375;A0A590UKA0;M0QX65,2;2;2;2;2;1;1;1,2;2;2;2;2;1;1;1,2;2;2;2;2;1;1;1,"SUMO-activating enzyme subunit 1;SUMO-activating enzyme subunit 1, N-terminally processed",sp|Q9UBE0|SAE1_HUMAN SUMO-activating enzyme subunit 1 OS=Homo sapiens OX=9606 GN=SAE1 PE=1 SV=1;tr|A0A590UK93|A0A590UK93_HUMAN SUMO-activating enzyme subunit 1 OS=Homo sapiens OX=9606 GN=SAE1 PE=1 SV=1;tr|A0A590UKC5|A0A590UKC5_HUMAN SUMO-activating enzyme ,8,2,2,2,2,1,0,0,2,1,0,0,2,1,0,0,9.0,9.0,9.0,38.449,346,346;210;235;265;299;50;127;205,0.0090909,1.1803,By MS/MS,By MS/MS,,,0.38221,1.2871,16.058,3,0,Plateau,0.37664,0.49445,,,1.0965,1.0772,,,22.663,,,,2,1,0,0,0,0,0,0,Median,Median,Median,Median,9.0,2.6,0.0,0.0,77012000,49166000,27846000,58294000,36406000,21888000,18718000,12760000,5957800,0,0,0,0,0,0,,,,358,6067;12266,True;True,6546;13276,17363;35431;35432,33065;66773,33065;66773,,,,,-1;-1;-1;-1;-1;-1;-1;-1,protein_359,imputed MEC,imputed MEC,quanti,quanti
AMPD2,-1.94594792242941,0.0156019101684419,Q01433;A0A5F9UK94;H0Y360;A0A590UK85;A0A590UJY6;A0A590UJX5,Q01433;A0A5F9UK94;H0Y360;A0A590UK85;A0A590UJY6,6;6;6;5;5;2,6;6;6;5;5;2,6;6;6;5;5;2,AMP deaminase 2,sp|Q01433|AMPD2_HUMAN AMP deaminase 2 OS=Homo sapiens OX=9606 GN=AMPD2 PE=1 SV=2;tr|A0A5F9UK94|A0A5F9UK94_HUMAN AMP deaminase OS=Homo sapiens OX=9606 GN=AMPD2 PE=1 SV=1;tr|H0Y360|H0Y360_HUMAN AMP deaminase OS=Homo sapiens OX=9606 GN=AMPD2 PE=1 SV=2;tr|A0A5,6,6,6,6,3,3,2,2,3,3,2,2,3,3,2,2,7.6,7.6,7.6,100.69,879,879;825;836;564;660;183,0.0,10.202,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.35791,0.9182,14.291,11,6,Leave out requantified,0.29828,0.3116,0.36165,0.98937,0.82449,0.8589,0.86219,2.5639,26.402,8.403,17.582,135.62,3,4,2,2,1,3,1,1,Median,Median,Median,Median,3.8,3.5,2.0,1.9,547920000,271860000,276060000,72817000,53149000,19668000,169460000,121050000,48409000,51763000,36061000,15702000,253890000,61603000,192280000,,,,360,9417;11789;20476;21016;21062;21108,True;True;True;True;True;True,10222;12765;22053;22617;22667;22714,27254;34058;34059;58822;58823;58824;58825;60291;60292;60420;60535,51685;64187;64188;111136;111137;111138;111139;113738;113739;113740;114026;114214,51685;64187;111139;113739;114026;114214,,,,,-1;-1;-1;-1;-1;-1,protein_361,quanti,quanti,quanti,quanti
SACM1L,1.57654848369529,0.0361520891583146,Q9NTJ5;E9PGZ4;A0A5F9ZHN7;C9JV50;F8WDN7,Q9NTJ5;E9PGZ4;A0A5F9ZHN7;C9JV50;F8WDN7,6;6;6;3;3,6;6;6;3;3,6;6;6;3;3,Phosphatidylinositide phosphatase SAC1,sp|Q9NTJ5|SAC1_HUMAN Phosphatidylinositol-3-phosphatase SAC1 OS=Homo sapiens OX=9606 GN=SACM1L PE=1 SV=2;tr|E9PGZ4|E9PGZ4_HUMAN Phosphatidylinositide phosphatase SAC1 OS=Homo sapiens OX=9606 GN=SACM1L PE=1 SV=1;tr|A0A5F9ZHN7|A0A5F9ZHN7_HUMAN Phosphatidylin,5,6,6,6,1,1,6,3,1,1,6,3,1,1,6,3,11.2,11.2,11.2,66.966,587,587;484;609;187;287,0.0,10.305,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.3202,0.83572,27.589,11,1,Leave out requantified,0.27582,0.36507,0.29267,0.3771,0.67786,0.83572,0.93424,0.88772,,0.0,28.928,14.908,1,2,5,3,0,0,0,1,Median,Median,Leave out requantified,Median,2.4,2.4,11.2,5.6,431140000,317930000,113220000,16315000,12515000,3800300,44859000,31806000,13054000,213390000,160590000,52804000,156580000,113020000,43560000,,,,367,5152;6358;14827;16187;17387;17789,True;True;True;True;True;True,5515;6868;15989;17442;18706;19145,14533;14534;18210;18211;18212;18213;18214;42520;42521;46322;49804;50992,27652;27653;34549;34550;34551;34552;79763;79764;86718;93315;95770,27653;34550;79763;86718;93315;95770,,,,,-1;-1;-1;-1;-1,protein_368,quanti,quanti,quanti,quanti
MRPL2,2.22997668812417,0.0106821106682933,Q5T653;A0A669KAX9;C9IY40,Q5T653;A0A669KAX9;C9IY40,6;6;3,6;6;3,6;6;3,"39S ribosomal protein L2, mitochondrial","sp|Q5T653|RM02_HUMAN 39S ribosomal protein L2, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL2 PE=1 SV=2;tr|A0A669KAX9|A0A669KAX9_HUMAN Uncharacterized protein (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=1;tr|C9IY40|C9IY40_HUMAN 39S ribosomal protein L2, mit",3,6,6,6,1,1,5,2,1,1,5,2,1,1,5,2,31.8,31.8,31.8,33.3,305,305;238;225,0.0,8.4206,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.39186,1.0432,27.171,10,3,Leave out requantified,0.27677,0.44828,0.35655,0.42851,0.71677,1.0105,1.0769,1.124,,,30.166,25.055,1,1,6,2,1,0,2,0,Median,Median,Leave out requantified,Median,3.3,3.9,28.5,15.4,506920000,348480000,158450000,17971000,12451000,5520500,21361000,15747000,5613900,298320000,219530000,78787000,169280000,100750000,68524000,,,,368,96;3547;9411;14640;15314;20427,True;True;True;True;True;True,96;3794;10216;15790;16512;22002,222;10173;10174;10175;27246;42055;43826;43827;58679;58680,422;19517;51675;51676;79021;82034;82035;110886;110887;110888;110889,422;19517;51675;79021;82034;110888,,,,,-1;-1;-1,protein_369,quanti,quanti,quanti,quanti
