ERCC8_vs_zBirA,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
AKR1C2;AKR1C1,-0.6768736012,0.388440075314784,0,P52895;B4DK69;Q04828;S4R3P0;H0Y804;P42330;A6NHU4;S4R3Z2;A0A0A0MSS8,P52895;B4DK69;Q04828;S4R3P0;H0Y804,4;4;3;2;2;1;1;1;1,4;4;3;2;2;1;1;1;1,4;4;3;2;2;1;1;1;1,Aldo-keto reductase family 1 member C2;Aldo-keto reductase family 1 member C1,AKR1C2;AKR1C1,sp|P52895|AK1C2_HUMAN Aldo-keto reductase family 1 member C2 OS=Homo sapiens OX=9606 GN=AKR1C2 PE=1 SV=3;tr|B4DK69|B4DK69_HUMAN Aldo-keto reductase family 1 member C2 OS=Homo sapiens OX=9606 GN=AKR1C2 PE=1 SV=1;sp|Q04828|AK1C1_HUMAN Aldo-keto reductase fam,4,4,20.7,323
,-0.4285875303,0.00728523534986332,0,B4DLN1;Q9UBX3;F6RGN5;I3L1E8,B4DLN1,9;3;3;1,9;3;3;1,3;3;3;1,,,"tr|B4DLN1|B4DLN1_HUMAN cDNA FLJ60124, highly similar to Mitochondrial dicarboxylate carrier OS=Homo sapiens OX=9606 PE=2 SV=1",9,3,29.4,442
NQO1,0.0643818371,0.670673989297125,0,P15559;B4DLR8;H3BRK3;H3BNV2,P15559;B4DLR8;H3BRK3,5;5;5;2,5;5;5;2,5;5;5;2,NAD(P)H dehydrogenase [quinone] 1,NQO1,sp|P15559|NQO1_HUMAN NAD(P)H dehydrogenase [quinone] 1 OS=Homo sapiens OX=9606 GN=NQO1 PE=1 SV=1;tr|B4DLR8|B4DLR8_HUMAN NAD(P)H dehydrogenase [quinone] 1 OS=Homo sapiens OX=9606 GN=NQO1 PE=1 SV=1;tr|H3BRK3|H3BRK3_HUMAN NAD(P)H dehydrogenase [quinone] 1 OS=,5,5,21.5,274
PTPN1,0.1022137286,0.340527684473214,0,P18031;B4DSN5,P18031;B4DSN5,2;2,2;2,2;2,Tyrosine-protein phosphatase non-receptor type 1;Tyrosine-protein phosphatase non-receptor type,PTPN1,sp|P18031|PTN1_HUMAN Tyrosine-protein phosphatase non-receptor type 1 OS=Homo sapiens OX=9606 GN=PTPN1 PE=1 SV=1;tr|B4DSN5|B4DSN5_HUMAN Tyrosine-protein phosphatase non-receptor type OS=Homo sapiens OX=9606 GN=PTPN1 PE=1 SV=1,2,2,8,435
MTAP,-0.326270663,0.056493082833181,0,Q13126;B4DUC8;J3QSB7;F2Z2F3;F8WES2;J3KRN1,Q13126;B4DUC8;J3QSB7,9;9;8;3;2;1,9;9;8;3;2;1,9;9;8;3;2;1,S-methyl-5-thioadenosine phosphorylase;Purine nucleoside phosphorylase,MTAP,sp|Q13126|MTAP_HUMAN S-methyl-5-thioadenosine phosphorylase OS=Homo sapiens OX=9606 GN=MTAP PE=1 SV=2;tr|B4DUC8|B4DUC8_HUMAN S-methyl-5-thioadenosine phosphorylase OS=Homo sapiens OX=9606 GN=MTAP PE=1 SV=1;tr|J3QSB7|J3QSB7_HUMAN Purine nucleoside phospho,9,9,49.5,283
NME7,0.1198272085,0.387108925013921,0,Q9Y5B8;E9PNU1;B4DXC8,Q9Y5B8;E9PNU1;B4DXC8,2;2;2,2;2;2,2;2;2,Nucleoside diphosphate kinase 7,NME7,sp|Q9Y5B8|NDK7_HUMAN Nucleoside diphosphate kinase 7 OS=Homo sapiens OX=9606 GN=NME7 PE=1 SV=1;tr|E9PNU1|E9PNU1_HUMAN Nucleoside diphosphate kinase 7 OS=Homo sapiens OX=9606 GN=NME7 PE=1 SV=1;tr|B4DXC8|B4DXC8_HUMAN Nucleoside diphosphate kinase 7 OS=Homo s,2,2,8.8,376
FXR1,0.1755947982,0.429019835835652,0,P51114;E9PFF5;B4DXZ6;E7EU85;C9JZE0;C9JY20;Q06787;R9WNI0;A8MQB8;A0A087WXI3;G3V0J0,P51114;E9PFF5;B4DXZ6;E7EU85,10;10;10;9;3;3;2;2;2;1;1,10;10;10;9;3;3;2;2;2;1;1,6;6;6;6;3;3;0;0;0;0;0,Fragile X mental retardation syndrome-related protein 1,FXR1,sp|P51114|FXR1_HUMAN Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=3;tr|E9PFF5|E9PFF5_HUMAN Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=1;tr|B4DXZ6|B4DXZ6,10,6,18,621
HS1BP3,-0.9883611175,0.00191648843338698,0,Q53T59;B5MC96;F6TR53;A0A494C0K6;A0A0D9SFN1,Q53T59;B5MC96;F6TR53;A0A494C0K6,6;6;6;4;1,6;6;6;4;1,6;6;6;4;1,HCLS1-binding protein 3,HS1BP3,sp|Q53T59|H1BP3_HUMAN HCLS1-binding protein 3 OS=Homo sapiens OX=9606 GN=HS1BP3 PE=1 SV=1;tr|B5MC96|B5MC96_HUMAN HCLS1-binding protein 3 OS=Homo sapiens OX=9606 GN=HS1BP3 PE=1 SV=1;tr|F6TR53|F6TR53_HUMAN HCLS1-binding protein 3 OS=Homo sapiens OX=9606 GN=H,6,6,12.8,392
PPM1F,-0.5626114247,0.0149701961603198,0,P49593;B5MCT7;C9J2F3;A8MX49,P49593;B5MCT7,3;3;1;1,3;3;1;1,3;3;1;1,Protein phosphatase 1F,PPM1F,sp|P49593|PPM1F_HUMAN Protein phosphatase 1F OS=Homo sapiens OX=9606 GN=PPM1F PE=1 SV=3;tr|B5MCT7|B5MCT7_HUMAN Protein phosphatase 1F OS=Homo sapiens OX=9606 GN=PPM1F PE=1 SV=1,3,3,10.1,454
RAN,-0.0597063425,0.56069119788945,0,P62826;B5MDF5;J3KQE5;F5H018;H0YFC6;B4DV51;A0A087X0W0,P62826;B5MDF5;J3KQE5;F5H018,21;21;20;17;10;10;1,21;21;20;17;10;10;1,21;21;20;17;10;10;1,GTP-binding nuclear protein Ran,RAN,sp|P62826|RAN_HUMAN GTP-binding nuclear protein Ran OS=Homo sapiens OX=9606 GN=RAN PE=1 SV=3;tr|B5MDF5|B5MDF5_HUMAN GTP-binding nuclear protein Ran OS=Homo sapiens OX=9606 GN=RAN PE=1 SV=1;tr|J3KQE5|J3KQE5_HUMAN GTP-binding nuclear protein Ran (Fragment) O,21,21,56.9,216
SEPT10,-0.20874331,0.352634347693357,0,Q9P0V9;E7EW69;E7EX04;B5ME97;F5GYV2;F5H1F2;C9JEW2;C9JNR7,Q9P0V9;E7EW69;E7EX04;B5ME97,6;6;6;6;2;2;1;1,5;5;5;5;2;2;1;1,5;5;5;5;2;2;1;1,Septin-10,SEPT10,sp|Q9P0V9|SEP10_HUMAN Septin-10 OS=Homo sapiens OX=9606 GN=SEPTIN10 PE=1 SV=2;tr|E7EW69|E7EW69_HUMAN Septin-10 OS=Homo sapiens OX=9606 GN=SEPTIN10 PE=1 SV=1;tr|E7EX04|E7EX04_HUMAN Septin-10 OS=Homo sapiens OX=9606 GN=SEPTIN10 PE=1 SV=1;tr|B5ME97|B5ME97_HUM,6,5,20.5,454
DDX27,-0.022941421,0.910989063488914,0,Q96GQ7;B7Z6D5;A0A087X059,Q96GQ7;B7Z6D5;A0A087X059,9;9;5,9;9;5,9;9;5,Probable ATP-dependent RNA helicase DDX27,DDX27,sp|Q96GQ7|DDX27_HUMAN Probable ATP-dependent RNA helicase DDX27 OS=Homo sapiens OX=9606 GN=DDX27 PE=1 SV=2;tr|B7Z6D5|B7Z6D5_HUMAN Probable ATP-dependent RNA helicase DDX27 OS=Homo sapiens OX=9606 GN=DDX27 PE=1 SV=1;tr|A0A087X059|A0A087X059_HUMAN Probable A,9,9,15.6,796
RANBP3,-0.4291892367,0.0129967412908077,0,Q9H6Z4;B7Z7F3;K7ENJ2;K7EID7;K7ENB9;K7EPW1;K7EN31,Q9H6Z4;B7Z7F3;K7ENJ2;K7EID7;K7ENB9;K7EPW1;K7EN31,2;2;1;1;1;1;1,2;2;1;1;1;1;1,2;2;1;1;1;1;1,Ran-binding protein 3,RANBP3,sp|Q9H6Z4|RANB3_HUMAN Ran-binding protein 3 OS=Homo sapiens OX=9606 GN=RANBP3 PE=1 SV=1;tr|B7Z7F3|B7Z7F3_HUMAN Ran-binding protein 3 OS=Homo sapiens OX=9606 GN=RANBP3 PE=1 SV=1;tr|K7ENJ2|K7ENJ2_HUMAN Ran-binding protein 3 OS=Homo sapiens OX=9606 GN=RANBP3 ,2,2,6,567
NMT1,-0.1416341545,0.231742910824749,0,P30419;K7EN82;B7Z8J4,P30419;K7EN82;B7Z8J4,2;2;2,2;2;2,2;2;2,Glycylpeptide N-tetradecanoyltransferase 1,NMT1,sp|P30419|NMT1_HUMAN Glycylpeptide N-tetradecanoyltransferase 1 OS=Homo sapiens OX=9606 GN=NMT1 PE=1 SV=2;tr|K7EN82|K7EN82_HUMAN Glycylpeptide N-tetradecanoyltransferase 1 (Fragment) OS=Homo sapiens OX=9606 GN=NMT1 PE=1 SV=1;tr|B7Z8J4|B7Z8J4_HUMAN Glycylpe,2,2,5,496
ACADM,-0.5093860266,0.0246198459240863,0,P11310;B7Z9I1;Q5T4U5;H0YDT5,P11310;B7Z9I1;Q5T4U5,9;9;9;3,9;9;9;3,9;9;9;3,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADM,"sp|P11310|ACADM_HUMAN Medium-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADM PE=1 SV=1;tr|B7Z9I1|B7Z9I1_HUMAN Medium-chain-specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADM PE=1 SV=1;tr|Q5",9,9,26.4,421
SUMO1,-0.1846174499,0.126712142862515,0,P63165;B8ZZN6;B8ZZ67;G2XKQ0;B8ZZJ0;B9A032,P63165;B8ZZN6;B8ZZ67;G2XKQ0,3;3;2;2;1;1,3;3;2;2;1;1,3;3;2;2;1;1,Small ubiquitin-related modifier 1;Small ubiquitin-related modifier,SUMO1,sp|P63165|SUMO1_HUMAN Small ubiquitin-related modifier 1 OS=Homo sapiens OX=9606 GN=SUMO1 PE=1 SV=1;tr|B8ZZN6|B8ZZN6_HUMAN Small ubiquitin-related modifier 1 OS=Homo sapiens OX=9606 GN=SUMO1 PE=1 SV=1;tr|B8ZZ67|B8ZZ67_HUMAN SMT3 suppressor of mif two 3 hom,3,3,27.7,101
PTMA,-0.0129201215,0.890377433002388,0,P06454;B8ZZQ6,P06454;B8ZZQ6,3;3,3;3,3;3,"Prothymosin alpha;Prothymosin alpha, N-terminally processed;Thymosin alpha-1",PTMA,sp|P06454|PTMA_HUMAN Prothymosin alpha OS=Homo sapiens OX=9606 GN=PTMA PE=1 SV=2;tr|B8ZZQ6|B8ZZQ6_HUMAN Prothymosin alpha OS=Homo sapiens OX=9606 GN=PTMA PE=1 SV=1,3,3,17.1,111
HIBCH,-0.9379283748,0.215272918395013,0,Q6NVY1;B8ZZZ0;H7C400,Q6NVY1;B8ZZZ0,3;3;1,3;3;1,3;3;1,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",HIBCH,"sp|Q6NVY1|HIBCH_HUMAN 3-hydroxyisobutyryl-CoA hydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=HIBCH PE=1 SV=2;tr|B8ZZZ0|B8ZZZ0_HUMAN 3-hydroxyisobutyryl-CoA hydrolase, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=HIBCH PE=1 SV=1",3,3,9.1,386
IMMT,0.1308282518,0.544158511441148,0,Q16891;C9J406;B9A067;H7C463;A0A087WYS0,Q16891;C9J406;B9A067;H7C463,4;4;4;3;1,4;4;4;3;1,4;4;4;3;1,MICOS complex subunit MIC60,IMMT,sp|Q16891|MIC60_HUMAN MICOS complex subunit MIC60 OS=Homo sapiens OX=9606 GN=IMMT PE=1 SV=1;tr|C9J406|C9J406_HUMAN MICOS complex subunit MIC60 OS=Homo sapiens OX=9606 GN=IMMT PE=1 SV=1;tr|B9A067|B9A067_HUMAN MICOS complex subunit MIC60 OS=Homo sapiens OX=9,4,4,6.5,758
DKC1,-0.1566052923,0.260337406721283,0,O60832;C9IYT0;H7C0M1;H7C2Q9;H7BZF2,O60832;C9IYT0;H7C0M1;H7C2Q9,5;5;4;3;1,5;5;4;3;1,5;5;4;3;1,H/ACA ribonucleoprotein complex subunit 4,DKC1,sp|O60832|DKC1_HUMAN H/ACA ribonucleoprotein complex subunit DKC1 OS=Homo sapiens OX=9606 GN=DKC1 PE=1 SV=3;tr|C9IYT0|C9IYT0_HUMAN H/ACA ribonucleoprotein complex subunit DKC1 (Fragment) OS=Homo sapiens OX=9606 GN=DKC1 PE=1 SV=8;tr|H7C0M1|H7C0M1_HUMAN H/AC,5,5,11.1,514
GFM1,-0.7398007459,0.545382480686516,0,Q96RP9;F8WAU4;C9IZ01,Q96RP9;F8WAU4;C9IZ01,4;4;4,4;4;4,4;4;4,"Elongation factor G, mitochondrial",GFM1,"sp|Q96RP9|EFGM_HUMAN Elongation factor G, mitochondrial OS=Homo sapiens OX=9606 GN=GFM1 PE=1 SV=2;tr|F8WAU4|F8WAU4_HUMAN Elongation factor G, mitochondrial OS=Homo sapiens OX=9606 GN=GFM1 PE=1 SV=1;tr|C9IZ01|C9IZ01_HUMAN Elongation factor G, mitochondrial ",4,4,6.4,751
PFN2,-0.1791057315,0.135998229585949,0,C9J0J7;G5E9Q6;C9JQ45;C9J2N0,C9J0J7;G5E9Q6;C9JQ45,6;6;3;1,6;6;3;1,3;3;0;0,Profilin,PFN2,tr|C9J0J7|C9J0J7_HUMAN Profilin OS=Homo sapiens OX=9606 GN=PFN2 PE=1 SV=1;tr|G5E9Q6|G5E9Q6_HUMAN Profilin OS=Homo sapiens OX=9606 GN=PFN2 PE=1 SV=1;tr|C9JQ45|C9JQ45_HUMAN Profilin OS=Homo sapiens OX=9606 GN=PFN2 PE=1 SV=1,6,3,53.8,91
SRI,-0.3514039555,0.179499212510495,0,P30626;C9J0K6;B4DHQ6,P30626;C9J0K6,8;8;2,8;8;2,8;8;2,Sorcin,SRI,sp|P30626|SORCN_HUMAN Sorcin OS=Homo sapiens OX=9606 GN=SRI PE=1 SV=1;tr|C9J0K6|C9J0K6_HUMAN Sorcin OS=Homo sapiens OX=9606 GN=SRI PE=1 SV=1,8,8,52,198
EEF1E1;EEF1E1-BLOC1S5,0.3315606972,0.049825293402899,0,O43324;D6RBD7;C9J1V9;D6RCQ0;H0YAL7,O43324;D6RBD7;C9J1V9;D6RCQ0;H0YAL7,2;2;2;1;1,2;2;2;1;1,2;2;2;1;1,Eukaryotic translation elongation factor 1 epsilon-1,EEF1E1;EEF1E1-BLOC1S5,sp|O43324|MCA3_HUMAN Eukaryotic translation elongation factor 1 epsilon-1 OS=Homo sapiens OX=9606 GN=EEF1E1 PE=1 SV=1;tr|D6RBD7|D6RBD7_HUMAN Eukaryotic translation elongation factor 1 epsilon-1 OS=Homo sapiens OX=9606 GN=EEF1E1 PE=1 SV=1;tr|C9J1V9|C9J1V9_H,2,2,12.1,174
RPL37A,0.2915813608,0.0599285958575293,0,P61513;C9J4Z3;M0R0A1;Q6P4E4;E9PEL3;M0R2L6;G5E9R3;A6NKH3,P61513;C9J4Z3;M0R0A1;Q6P4E4;E9PEL3;M0R2L6,4;4;3;3;3;3;1;1,4;4;3;3;3;3;1;1,4;4;3;3;3;3;1;1,60S ribosomal protein L37a,RPL37A,sp|P61513|RL37A_HUMAN 60S ribosomal protein L37a OS=Homo sapiens OX=9606 GN=RPL37A PE=1 SV=2;tr|C9J4Z3|C9J4Z3_HUMAN 60S ribosomal protein L37a OS=Homo sapiens OX=9606 GN=RPL37A PE=1 SV=1;tr|M0R0A1|M0R0A1_HUMAN 60S ribosomal protein L37a OS=Homo sapiens OX=,4,4,42.4,92
PDCD10,0.3289700845,0.186938398622404,0,Q9BUL8;F8WDF3;C9J932;H7C5M9;C9JSA3;C9JND6;C9J6F3;C9J5C3,Q9BUL8;F8WDF3;C9J932;H7C5M9;C9JSA3;C9JND6;C9J6F3;C9J5C3,1;1;1;1;1;1;1;1,1;1;1;1;1;1;1;1,1;1;1;1;1;1;1;1,Programmed cell death protein 10,PDCD10,sp|Q9BUL8|PDC10_HUMAN Programmed cell death protein 10 OS=Homo sapiens OX=9606 GN=PDCD10 PE=1 SV=1;tr|F8WDF3|F8WDF3_HUMAN Programmed cell death protein 10 OS=Homo sapiens OX=9606 GN=PDCD10 PE=1 SV=1;tr|C9J932|C9J932_HUMAN Programmed cell death protein 10 (,1,1,4.7,212
PFN2,0.1974980423,0.168113963785826,0,P35080;C9J712,P35080;C9J712,4;4,1;1,1;1,Profilin-2,PFN2,sp|P35080|PROF2_HUMAN Profilin-2 OS=Homo sapiens OX=9606 GN=PFN2 PE=1 SV=3;tr|C9J712|C9J712_HUMAN Profilin OS=Homo sapiens OX=9606 GN=PFN2 PE=1 SV=1,4,1,27.9,140
RAB7A,-0.2602529218,0.0787542063195583,0,P51149;C9J8S3;C9J4V0;C9IZZ0;C9J592;C9J4S4;C9J7D1,P51149;C9J8S3;C9J4V0;C9IZZ0;C9J592;C9J4S4,8;8;7;6;5;4;3,8;8;7;6;5;4;3,8;8;7;6;5;4;3,Ras-related protein Rab-7a,RAB7A,sp|P51149|RAB7A_HUMAN Ras-related protein Rab-7a OS=Homo sapiens OX=9606 GN=RAB7A PE=1 SV=1;tr|C9J8S3|C9J8S3_HUMAN Ras-related protein Rab-7a OS=Homo sapiens OX=9606 GN=RAB7A PE=1 SV=1;tr|C9J4V0|C9J4V0_HUMAN Ras-related protein Rab-7a OS=Homo sapiens OX=96,8,8,31.4,207
RAB6A;RAB6B;RAB39A,0.0352778238,0.767562992725592,0,P20340;Q9NRW1;Q14964;C9JB90;C9JU14;J3KR73,P20340;Q9NRW1;Q14964;C9JB90;C9JU14;J3KR73,2;2;2;2;2;2,2;2;2;2;2;2,2;2;2;2;2;2,Ras-related protein Rab-6A;Ras-related protein Rab-6B;Ras-related protein Rab-39A,RAB6A;RAB6B;RAB39A,sp|P20340|RAB6A_HUMAN Ras-related protein Rab-6A OS=Homo sapiens OX=9606 GN=RAB6A PE=1 SV=3;sp|Q9NRW1|RAB6B_HUMAN Ras-related protein Rab-6B OS=Homo sapiens OX=9606 GN=RAB6B PE=1 SV=1;sp|Q14964|RB39A_HUMAN Ras-related protein Rab-39A OS=Homo sapiens OX=960,2,2,6.2,208
APEH,-0.7073867373,0.00682366586401095,0,P13798;C9JIF9;H7C393;H7C1U0;C9JLK2;F8WEH5,P13798;C9JIF9,9;9;4;4;2;1,9;9;4;4;2;1,9;9;4;4;2;1,Acylamino-acid-releasing enzyme,APEH,sp|P13798|ACPH_HUMAN Acylamino-acid-releasing enzyme OS=Homo sapiens OX=9606 GN=APEH PE=1 SV=4;tr|C9JIF9|C9JIF9_HUMAN Acylamino-acid-releasing enzyme OS=Homo sapiens OX=9606 GN=APEH PE=1 SV=1,9,9,17.8,732
POLR2H,-0.6716343034,0.0410903511236982,0,P52434;C9JLU1,P52434;C9JLU1,2;2,2;2,2;2,"DNA-directed RNA polymerases I, II, and III subunit RPABC3",POLR2H,"sp|P52434|RPAB3_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC3 OS=Homo sapiens OX=9606 GN=POLR2H PE=1 SV=4;tr|C9JLU1|C9JLU1_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC3 (Fragment) OS=Homo sapiens OX=9606 GN=POLR2H PE=1",2,2,21.3,150
C7orf50,-1.8402482068,0.00895538730395052,1,Q9BRJ6;H7C0T1;H7C2R9;C9JQV0,Q9BRJ6;H7C0T1;H7C2R9;C9JQV0,2;2;2;2,2;2;2;2,2;2;2;2,Uncharacterized protein C7orf50,C7orf50,sp|Q9BRJ6|CG050_HUMAN Uncharacterized protein C7orf50 OS=Homo sapiens OX=9606 GN=C7orf50 PE=1 SV=1;tr|H7C0T1|H7C0T1_HUMAN Uncharacterized protein C7orf50 (Fragment) OS=Homo sapiens OX=9606 GN=C7orf50 PE=1 SV=1;tr|H7C2R9|H7C2R9_HUMAN Uncharacterized protein,2,2,13.9,194
TRMT10C,-0.1518138584,0.159303315044126,0,Q7L0Y3;C9JVB6,Q7L0Y3;C9JVB6,2;2,2;2,2;2,Mitochondrial ribonuclease P protein 1,TRMT10C,sp|Q7L0Y3|TM10C_HUMAN tRNA methyltransferase 10 homolog C OS=Homo sapiens OX=9606 GN=TRMT10C PE=1 SV=2;tr|C9JVB6|C9JVB6_HUMAN tRNA methyltransferase 10 homolog C (Fragment) OS=Homo sapiens OX=9606 GN=TRMT10C PE=1 SV=1,2,2,7.4,403
RCC1,0.0979624622,0.449836537237504,0,P18754;C9JW69;C9JRH2;C9J3R0;C9JMJ4;C9JQZ4,P18754;C9JW69;C9JRH2;C9J3R0;C9JMJ4;C9JQZ4,4;4;3;3;3;3,4;4;3;3;3;3,4;4;3;3;3;3,Regulator of chromosome condensation,RCC1,sp|P18754|RCC1_HUMAN Regulator of chromosome condensation OS=Homo sapiens OX=9606 GN=RCC1 PE=1 SV=1;tr|C9JW69|C9JW69_HUMAN Regulator of chromosome condensation (Fragment) OS=Homo sapiens OX=9606 GN=RCC1 PE=1 SV=1;tr|C9JRH2|C9JRH2_HUMAN Regulator of chromos,4,4,10.7,421
RPL22L1,-0.0495069779,0.885770048942658,0,Q6P5R6;C9JYQ9;H0Y8C2,Q6P5R6;C9JYQ9;H0Y8C2,5;5;5,3;3;3,3;3;3,60S ribosomal protein L22-like 1,RPL22L1,sp|Q6P5R6|RL22L_HUMAN 60S ribosomal protein L22-like 1 OS=Homo sapiens OX=9606 GN=RPL22L1 PE=1 SV=2;tr|C9JYQ9|C9JYQ9_HUMAN 60S ribosomal protein L22-like 1 OS=Homo sapiens OX=9606 GN=RPL22L1 PE=1 SV=1;tr|H0Y8C2|H0Y8C2_HUMAN 60S ribosomal protein L22-like 1,5,3,46.7,122
RFC4,-0.2318472886,0.0572428496070008,0,P35249;C9JZI1;C9J8M3;C9JTT7;C9JXZ7;C9JGY5;F8WE44;H7C1P0,P35249;C9JZI1;C9J8M3;C9JTT7,11;11;10;7;5;2;2;1,11;11;10;7;5;2;2;1,11;11;10;7;5;2;2;1,Replication factor C subunit 4,RFC4,sp|P35249|RFC4_HUMAN Replication factor C subunit 4 OS=Homo sapiens OX=9606 GN=RFC4 PE=1 SV=2;tr|C9JZI1|C9JZI1_HUMAN Replication factor C subunit 4 OS=Homo sapiens OX=9606 GN=RFC4 PE=1 SV=1;tr|C9J8M3|C9J8M3_HUMAN Replication factor C subunit 4 (Fragment) O,11,11,35.5,363
RPL32,0.2447006383,0.0490665645227647,0,P62910;D3YTB1;F8W727;D3YTI8,P62910;D3YTB1;F8W727,9;9;9;1,9;9;9;1,9;9;9;1,60S ribosomal protein L32,RPL32,sp|P62910|RL32_HUMAN 60S ribosomal protein L32 OS=Homo sapiens OX=9606 GN=RPL32 PE=1 SV=2;tr|D3YTB1|D3YTB1_HUMAN 60S ribosomal protein L32 (Fragment) OS=Homo sapiens OX=9606 GN=RPL32 PE=1 SV=1;tr|F8W727|F8W727_HUMAN 60S ribosomal protein L32 OS=Homo sapien,9,9,59.3,135
HLA-B,-1.2013305256,0.00378752949684688,1,Q2L6G2;D9J307;D5H3J5;A0A140TA14;A0A140TA13;A0A140TA11;A0A140T9Y5;A0A140T997;A0A140T953;A0A1W2PNZ7;A0A140T9W2;Q53YP1;A0A140T9U0;A0A140T9M0,Q2L6G2;D9J307;D5H3J5;A0A140TA14;A0A140TA13;A0A140TA11;A0A140T9Y5;A0A140T997;A0A140T953,6;6;6;4;4;4;4;4;4;2;2;2;2;2,4;4;4;3;3;3;3;3;3;2;2;2;2;2,2;2;2;2;2;2;2;2;2;0;0;0;0;0,,HLA-B,tr|Q2L6G2|Q2L6G2_HUMAN HLA class I histocompatibility antigen B alpha chain OS=Homo sapiens OX=9606 GN=HLA-B PE=1 SV=1;tr|D9J307|D9J307_HUMAN HLA class I antigen OS=Homo sapiens OX=9606 GN=HLA-B PE=1 SV=1;tr|D5H3J5|D5H3J5_HUMAN HLA class I histocompatibili,6,2,24,362
EXOSC9,-0.0045952944,0.97534529382343,0,Q06265;D6R905;D6RIY6;H0Y9L5;D6RA17;D6RAP4,Q06265;D6R905;D6RIY6;H0Y9L5;D6RA17,3;3;3;2;2;1,3;3;3;2;2;1,3;3;3;2;2;1,Exosome complex component RRP45,EXOSC9,sp|Q06265|EXOS9_HUMAN Exosome complex component RRP45 OS=Homo sapiens OX=9606 GN=EXOSC9 PE=1 SV=3;tr|D6R905|D6R905_HUMAN Exosome complex component RRP45 (Fragment) OS=Homo sapiens OX=9606 GN=EXOSC9 PE=1 SV=1;tr|D6RIY6|D6RIY6_HUMAN Exosome complex component,3,3,8,439
HNRNPAB,-0.029232922,0.783215796758928,0,D6R9P3;D6RD18;D6RBZ0;Q99729,D6R9P3;D6RD18;D6RBZ0;Q99729,12;12;12;10,12;12;12;10,12;12;12;10,Heterogeneous nuclear ribonucleoprotein A/B,HNRNPAB,tr|D6R9P3|D6R9P3_HUMAN Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens OX=9606 GN=HNRNPAB PE=1 SV=1;tr|D6RD18|D6RD18_HUMAN Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens OX=9606 GN=HNRNPAB PE=1 SV=1;tr|D6RBZ0|D6RBZ0_HUMAN Heterogen,12,12,32.1,280
DBN1,-0.3125332791,0.0618231688676362,0,Q16643;D6R9W4;D6RFI1;D6RCR4,Q16643;D6R9W4;D6RFI1;D6RCR4,4;4;3;2,4;4;3;2,4;4;3;2,Drebrin,DBN1,sp|Q16643|DREB_HUMAN Drebrin OS=Homo sapiens OX=9606 GN=DBN1 PE=1 SV=4;tr|D6R9W4|D6R9W4_HUMAN Drebrin (Fragment) OS=Homo sapiens OX=9606 GN=DBN1 PE=1 SV=1;tr|D6RFI1|D6RFI1_HUMAN Drebrin (Fragment) OS=Homo sapiens OX=9606 GN=DBN1 PE=1 SV=1;tr|D6RCR4|D6RCR4_,4,4,6.3,649
EIF4E,0.2472289761,0.0845975564533063,0,D6RBW1;P06730;H0Y8J7;A6NMX2;D6RHE2;H0Y8X3,D6RBW1;P06730;H0Y8J7,7;6;4;1;1;1,7;6;4;1;1;1,7;6;4;1;1;1,Eukaryotic translation initiation factor 4E,EIF4E,tr|D6RBW1|D6RBW1_HUMAN Eukaryotic translation initiation factor 4E OS=Homo sapiens OX=9606 GN=EIF4E PE=1 SV=1;sp|P06730|IF4E_HUMAN Eukaryotic translation initiation factor 4E OS=Homo sapiens OX=9606 GN=EIF4E PE=1 SV=2;tr|H0Y8J7|H0Y8J7_HUMAN Eukaryotic tran,7,7,21.2,245
