Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity DDA1_N1,Intensity DDA1_N2,Intensity U2OS-BirA-alone_N1,Intensity U2OS-BirA-alone_N2
Q9UNS2;J3QL22;J3QS85;J3KTQ1;J3QKR0;C9JLV5;H7C3P9,Q9UNS2;J3QL22;J3QS85;J3KTQ1;J3QKR0;C9JLV5;H7C3P9,2;1;1;1;1;1;1,2;1;1;1;1;1;1,2;1;1;1;1;1;1,COP9 signalosome complex subunit 3,COPS3,sp|Q9UNS2|CSN3_HUMAN COP9 signalosome complex subunit 3 OS=Homo sapiens OX=9606 GN=COPS3 PE=1 SV=3;tr|J3QL22|J3QL22_HUMAN COP9 signalosome complex subunit 3 OS=Homo sapiens OX=9606 GN=COPS3 PE=1 SV=1;tr|J3QS85|J3QS85_HUMAN COP9 signalosome complex subunit,2,2,6.6,4.44813127545976,4.42301530869759,24.4359347199364,24.0583762724662
Q5TZA2;B1AKD8;A0A087WW81,Q5TZA2;B1AKD8;A0A087WW81,2;2;1,2;2;1,2;2;1,Rootletin,CROCC,sp|Q5TZA2|CROCC_HUMAN Rootletin OS=Homo sapiens OX=9606 GN=CROCC PE=1 SV=1;tr|B1AKD8|B1AKD8_HUMAN Rootletin (Fragment) OS=Homo sapiens OX=9606 GN=CROCC PE=1 SV=2;tr|A0A087WW81|A0A087WW81_HUMAN Rootletin (Fragment) OS=Homo sapiens OX=9606 GN=CROCC PE=1 SV=6,2,2,1.0,26.4596553663494,26.8285669116631,25.5081511709835,25.2228405876449
P48729;D6REM4;U3KPX3;A0A590UJ43;Q8N752;E7ETM0;A0A5F9W493;H0Y9X2;U3KQK7,P48729;D6REM4;U3KPX3;A0A590UJ43;Q8N752;E7ETM0;A0A5F9W493,3;3;3;3;2;2;2;1;1,3;3;3;3;2;2;2;1;1,2;2;2;2;1;2;2;1;1,Casein kinase I isoform alpha;Casein kinase I isoform alpha-like,CSNK1A1;CSNK1A1L,sp|P48729|KC1A_HUMAN Casein kinase I isoform alpha OS=Homo sapiens OX=9606 GN=CSNK1A1 PE=1 SV=2;tr|D6REM4|D6REM4_HUMAN Casein kinase I isoform alpha OS=Homo sapiens OX=9606 GN=CSNK1A1 PE=1 SV=1;tr|U3KPX3|U3KPX3_HUMAN Casein kinase I isoform alpha OS=Homo s,3,2,9.8,24.9565530543195,25.425728133037,22.3413667971526,22.4673478290382
P49674;P48730;H0Y645;B0QY35;B0QY34;A0A669KBC0;H7BYT1;H0Y2N6;J3QQI9;B0QY36,P49674;P48730;H0Y645;B0QY35;B0QY34;A0A669KBC0;H7BYT1;H0Y2N6;J3QQI9;B0QY36,2;2;2;2;2;2;2;1;1;1,2;2;2;2;2;2;2;1;1;1,2;2;2;2;2;2;2;1;1;1,Casein kinase I isoform epsilon;Casein kinase I isoform delta,CSNK1E;CSNK1D,sp|P49674|KC1E_HUMAN Casein kinase I isoform epsilon OS=Homo sapiens OX=9606 GN=CSNK1E PE=1 SV=1;sp|P48730|KC1D_HUMAN Casein kinase I isoform delta OS=Homo sapiens OX=9606 GN=CSNK1D PE=1 SV=2;tr|H0Y645|H0Y645_HUMAN Casein kinase I isoform epsilon (Fragment,2,2,4.3,23.3336085240731,24.7156013484838,4.42168670121973,4.40094061045596
P67870;Q5SRQ6;Q5SRQ3;N0E644;A0A0G2JM58;N0E472;A0A0G2JM12,P67870;Q5SRQ6;Q5SRQ3;N0E644;A0A0G2JM58;N0E472;A0A0G2JM12,2;2;2;1;1;1;1,2;2;2;1;1;1;1,2;2;2;1;1;1;1,Casein kinase II subunit beta,CSNK2B;CSNK2B-LY6G5B-1181;CSNK2B-LY6G5B-562;CSNK2B-LY6G5B--991,sp|P67870|CSK2B_HUMAN Casein kinase II subunit beta OS=Homo sapiens OX=9606 GN=CSNK2B PE=1 SV=1;tr|Q5SRQ6|Q5SRQ6_HUMAN Casein kinase II subunit beta OS=Homo sapiens OX=9606 GN=CSNK2B PE=1 SV=2;tr|Q5SRQ3|Q5SRQ3_HUMAN Casein kinase II subunit beta OS=Homo sa,2,2,17.2,23.8637242537562,24.0186958579031,24.4597647887325,24.3508609583074
P04080;A0A1W2PS52,P04080;A0A1W2PS52,2;1,2;1,2;1,Cystatin-B,CSTB,sp|P04080|CYTB_HUMAN Cystatin-B OS=Homo sapiens OX=9606 GN=CSTB PE=1 SV=2;tr|A0A1W2PS52|A0A1W2PS52_HUMAN Cystatin-B OS=Homo sapiens OX=9606 GN=CSTB PE=1 SV=1,2,2,24.5,24.2589685154216,24.0037601398496,24.402300643813,24.1044560668272
Q9H467,Q9H467,2,2,2,CUE domain-containing protein 2,CUEDC2,sp|Q9H467|CUED2_HUMAN CUE domain-containing protein 2 OS=Homo sapiens OX=9606 GN=CUEDC2 PE=1 SV=1,2,2,9.1,23.6706605708355,23.2583935074264,22.7864618801451,22.1812262789066
P39880,P39880,30,30,2,Homeobox protein cut-like 1,CUX1,sp|P39880|CUX1_HUMAN Homeobox protein cut-like 1 OS=Homo sapiens OX=9606 GN=CUX1 PE=1 SV=3,30,2,25.5,29.6218983573736,30.2822868005614,23.1010446624755,23.6879514244439
Q7L576;A0A0G2JR96;A0A0G2JQT1;H0YL50;A0A0G2JQH3;A0A087WVZ5,Q7L576;A0A0G2JR96;A0A0G2JQT1,4;3;3;1;1;1,4;3;3;1;1;1,2;1;1;1;1;1,Cytoplasmic FMR1-interacting protein 1,CYFIP1,sp|Q7L576|CYFP1_HUMAN Cytoplasmic FMR1-interacting protein 1 OS=Homo sapiens OX=9606 GN=CYFIP1 PE=1 SV=1;tr|A0A0G2JR96|A0A0G2JR96_HUMAN Cytoplasmic FMR1-interacting protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=CYFIP1 PE=1 SV=4;tr|A0A0G2JQT1|A0A0G2JQT1_H,4,2,3.4,22.5239658045221,24.4766385532903,24.9055930337713,24.3376289790479
Q9UBU7;B4DXK0,Q9UBU7;B4DXK0,2;1,2;1,2;1,Protein DBF4 homolog A,DBF4,sp|Q9UBU7|DBF4A_HUMAN Protein DBF4 homolog A OS=Homo sapiens OX=9606 GN=DBF4 PE=1 SV=1;tr|B4DXK0|B4DXK0_HUMAN Protein DBF4 homolog A OS=Homo sapiens OX=9606 GN=DBF4 PE=1 SV=1,2,2,4.2,23.3934899661149,24.9088942919397,4.42168670121973,4.40094061045596
Q9UHI6,Q9UHI6,2,2,2,Probable ATP-dependent RNA helicase DDX20,DDX20,sp|Q9UHI6|DDX20_HUMAN Probable ATP-dependent RNA helicase DDX20 OS=Homo sapiens OX=9606 GN=DDX20 PE=1 SV=2,2,2,3.4,22.7301790439355,24.3293841228408,23.5376554100809,23.1269476671942
F6UJC5;A0A140TA18;A0A140T9X9;H0YCC6,F6UJC5;A0A140TA18;A0A140T9X9,8;8;6;2,2;2;0;0,2;2;0;0,,DDX39B,tr|F6UJC5|F6UJC5_HUMAN Spliceosome RNA helicase DDX39B (Fragment) OS=Homo sapiens OX=9606 GN=DDX39B PE=1 SV=1;tr|A0A140TA18|A0A140TA18_HUMAN Spliceosome RNA helicase DDX39B (Fragment) OS=Homo sapiens OX=9606 GN=DDX39B PE=1 SV=1;tr|A0A140T9X9|A0A140T9X9_HUM,8,2,32.7,23.2055805778115,21.6900423181093,26.6193291533945,26.5761459263426
Q13838;Q5STU3;A0A0G2JJZ9;A0A140T9X3;F6WLT2;F6TRA5;A0A140T996;F6S4E6;A0A0A0MT12;A0A140T9L4;A0A140T973;A0A140T9K1;F6R6M7;A0A0G2JJL7;F6QYI9;H0Y400;A0A140T9N3;A0A140T9K2,Q13838;Q5STU3;A0A0G2JJZ9;A0A140T9X3;F6WLT2;F6TRA5;A0A140T996;F6S4E6;A0A0A0MT12,13;11;11;9;9;7;7;7;7;5;5;5;4;4;4;4;2;2,13;11;11;9;9;7;7;7;7;5;5;5;4;4;4;4;2;2,2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0,Spliceosome RNA helicase DDX39B,DDX39B,sp|Q13838|DX39B_HUMAN Spliceosome RNA helicase DDX39B OS=Homo sapiens OX=9606 GN=DDX39B PE=1 SV=1;tr|Q5STU3|Q5STU3_HUMAN Spliceosome RNA helicase DDX39B OS=Homo sapiens OX=9606 GN=DDX39B PE=1 SV=2;tr|A0A0G2JJZ9|A0A0G2JJZ9_HUMAN Spliceosome RNA helicase DDX,13,2,37.4,28.3148408524999,28.2537220677025,28.1393638327732,27.8137224866112
Q9NXZ2,Q9NXZ2,2,2,2,Probable ATP-dependent RNA helicase DDX43,DDX43,sp|Q9NXZ2|DDX43_HUMAN Probable ATP-dependent RNA helicase DDX43 OS=Homo sapiens OX=9606 GN=DDX43 PE=1 SV=2,2,2,3.5,4.44813127545976,4.42301530869759,23.0981867044783,22.85918062675
Q8TDD1;H0YHH7;F8VRX4,Q8TDD1;H0YHH7;F8VRX4,2;1;1,2;1;1,2;1;1,ATP-dependent RNA helicase DDX54,DDX54,sp|Q8TDD1|DDX54_HUMAN ATP-dependent RNA helicase DDX54 OS=Homo sapiens OX=9606 GN=DDX54 PE=1 SV=2;tr|H0YHH7|H0YHH7_HUMAN ATP-dependent RNA helicase DDX54 (Fragment) OS=Homo sapiens OX=9606 GN=DDX54 PE=1 SV=1;tr|F8VRX4|F8VRX4_HUMAN ATP-dependent RNA helicas,2,2,2.7,25.4100550814084,26.2171232745296,26.8156780206834,26.6674968536018
O75398,O75398,2,2,2,Deformed epidermal autoregulatory factor 1 homolog,DEAF1,sp|O75398|DEAF1_HUMAN Deformed epidermal autoregulatory factor 1 homolog OS=Homo sapiens OX=9606 GN=DEAF1 PE=1 SV=1,2,2,5.0,24.2427083496,24.641520840024,4.42168670121973,4.40094061045596
P35659;D6R9L5;H0Y8X0;A0A494C198;H0Y993;B4DFG0;A0A494C028,P35659;D6R9L5;H0Y8X0;A0A494C198;H0Y993;B4DFG0;A0A494C028,2;2;2;2;2;1;1,2;2;2;2;2;1;1,2;2;2;2;2;1;1,Protein DEK,DEK,sp|P35659|DEK_HUMAN Protein DEK OS=Homo sapiens OX=9606 GN=DEK PE=1 SV=1;tr|D6R9L5|D6R9L5_HUMAN Protein DEK OS=Homo sapiens OX=9606 GN=DEK PE=1 SV=2;tr|H0Y8X0|H0Y8X0_HUMAN Protein DEK OS=Homo sapiens OX=9606 GN=DEK PE=1 SV=2;tr|A0A494C198|A0A494C198_HUMAN,2,2,8.3,25.4205012618333,25.9840931484364,23.1757933941365,22.8914870660134
P49366;M0R253;M0QX43;A0A3B3IU31;B4E3M2;Q5J8M5;A0A087WZK0;M0R0J4;M0QYZ7;M0R264,P49366;M0R253;M0QX43;A0A3B3IU31;B4E3M2;Q5J8M5;A0A087WZK0;M0R0J4;M0QYZ7;M0R264,2;2;2;2;2;2;2;1;1;1,2;2;2;2;2;2;2;1;1;1,2;2;2;2;2;2;2;1;1;1,Deoxyhypusine synthase,DHPS,sp|P49366|DHYS_HUMAN Deoxyhypusine synthase OS=Homo sapiens OX=9606 GN=DHPS PE=1 SV=1;tr|M0R253|M0R253_HUMAN Deoxyhypusine synthase OS=Homo sapiens OX=9606 GN=DHPS PE=1 SV=1;tr|M0QX43|M0QX43_HUMAN Deoxyhypusine synthase OS=Homo sapiens OX=9606 GN=DHPS PE=1,2,2,10.0,22.9679136462985,24.4409136558093,24.5858905422668,23.2480039803347
Q8IY37;F5H3Y4,Q8IY37;F5H3Y4,2;2,2;2,2;2,Probable ATP-dependent RNA helicase DHX37,DHX37,sp|Q8IY37|DHX37_HUMAN Probable ATP-dependent RNA helicase DHX37 OS=Homo sapiens OX=9606 GN=DHX37 PE=1 SV=1;tr|F5H3Y4|F5H3Y4_HUMAN Probable ATP-dependent RNA helicase DHX37 (Fragment) OS=Homo sapiens OX=9606 GN=DHX37 PE=1 SV=2,2,2,2.3,25.0043603874309,25.6010772868647,4.42168670121973,4.40094061045596
Q8IX18;J3KTK0;F5H625;J3KSW6,Q8IX18;J3KTK0;F5H625;J3KSW6,2;1;1;1,2;1;1;1,2;1;1;1,Probable ATP-dependent RNA helicase DHX40,DHX40,sp|Q8IX18|DHX40_HUMAN Probable ATP-dependent RNA helicase DHX40 OS=Homo sapiens OX=9606 GN=DHX40 PE=1 SV=2;tr|J3KTK0|J3KTK0_HUMAN Probable ATP-dependent RNA helicase DHX40 (Fragment) OS=Homo sapiens OX=9606 GN=DHX40 PE=1 SV=1;tr|F5H625|F5H625_HUMAN Probabl,2,2,3.2,25.5727099396914,25.1921964774509,4.42168670121973,4.40094061045596
Q8TE73,Q8TE73,2,2,2,"Dynein heavy chain 5, axonemal",DNAH5,"sp|Q8TE73|DYH5_HUMAN Dynein heavy chain 5, axonemal OS=Homo sapiens OX=9606 GN=DNAH5 PE=1 SV=3",2,2,1.0,28.7266991075247,29.2107380337781,4.42168670121973,4.40094061045596
Q8N4W6,Q8N4W6,2,2,2,DnaJ homolog subfamily C member 22,DNAJC22,sp|Q8N4W6|DJC22_HUMAN DnaJ homolog subfamily C member 22 OS=Homo sapiens OX=9606 GN=DNAJC22 PE=1 SV=1,2,2,8.2,4.44813127545976,4.42301530869759,25.0808685872898,24.7270774757501
Q99615;K7ESP1;K7ENB7;K7ELJ8;K7EPP7;K7EIH8,Q99615;K7ESP1;K7ENB7;K7ELJ8;K7EPP7;K7EIH8,2;2;1;1;1;1,2;2;1;1;1;1,2;2;1;1;1;1,DnaJ homolog subfamily C member 7,DNAJC7,sp|Q99615|DNJC7_HUMAN DnaJ homolog subfamily C member 7 OS=Homo sapiens OX=9606 GN=DNAJC7 PE=1 SV=2;tr|K7ESP1|K7ESP1_HUMAN DnaJ homolog subfamily C member 7 (Fragment) OS=Homo sapiens OX=9606 GN=DNAJC7 PE=1 SV=1;tr|K7ENB7|K7ENB7_HUMAN DnaJ homolog subfamil,2,2,7.1,27.2227853236185,27.0556966836495,22.8400548646535,23.1437487793686
Q9Y6K1;A0A0C4DG02;Q9UBC3;F8WE91,Q9Y6K1;A0A0C4DG02;Q9UBC3;F8WE91,2;2;1;1,2;2;1;1,2;2;1;1,DNA (cytosine-5)-methyltransferase 3A;DNA (cytosine-5)-methyltransferase 3B,DNMT3A;DNMT3B,sp|Q9Y6K1|DNM3A_HUMAN DNA (cytosine-5)-methyltransferase 3A OS=Homo sapiens OX=9606 GN=DNMT3A PE=1 SV=4;tr|A0A0C4DG02|A0A0C4DG02_HUMAN DNA (cytosine-5)-methyltransferase 3A OS=Homo sapiens OX=9606 GN=DNMT3A PE=1 SV=1;sp|Q9UBC3|DNM3B_HUMAN DNA (cytosine-5)-,2,2,2.6,23.6822822540596,24.1442935303143,4.42168670121973,4.40094061045596
Q96BY6;A0A2R8YD85;H7C0I3,Q96BY6;A0A2R8YD85;H7C0I3,2;2;1,2;2;1,2;2;1,Dedicator of cytokinesis protein 10,DOCK10,sp|Q96BY6|DOC10_HUMAN Dedicator of cytokinesis protein 10 OS=Homo sapiens OX=9606 GN=DOCK10 PE=1 SV=3;tr|A0A2R8YD85|A0A2R8YD85_HUMAN Dedicator of cytokinesis protein 10 OS=Homo sapiens OX=9606 GN=DOCK10 PE=1 SV=1;tr|H7C0I3|H7C0I3_HUMAN Dedicator of cytokin,2,2,1.4,4.44813127545976,4.42301530869759,23.1933551055491,23.8782638561272
Q8N1I0;A0A590UJM5;C9J637;A0A590UJ51;H0Y7H7;H0Y599;C9J7D9,Q8N1I0;A0A590UJM5;C9J637;A0A590UJ51;H0Y7H7;H0Y599;C9J7D9,2;2;2;2;2;2;1,2;2;2;2;2;2;1,2;2;2;2;2;2;1,Dedicator of cytokinesis protein 4,DOCK4,sp|Q8N1I0|DOCK4_HUMAN Dedicator of cytokinesis protein 4 OS=Homo sapiens OX=9606 GN=DOCK4 PE=1 SV=3;tr|A0A590UJM5|A0A590UJM5_HUMAN Dedicator of cytokinesis protein 4 OS=Homo sapiens OX=9606 GN=DOCK4 PE=1 SV=1;tr|C9J637|C9J637_HUMAN Dedicator of cytokinesis,2,2,1.4,24.0573849565494,23.3519162219771,4.42168670121973,4.40094061045596
Q01658,Q01658,2,2,2,Protein Dr1,DR1,sp|Q01658|NC2B_HUMAN Protein Dr1 OS=Homo sapiens OX=9606 GN=DR1 PE=1 SV=1,2,2,15.3,24.8625423948871,25.2301535753513,4.42168670121973,4.40094061045596
P51452;K7ES89,P51452;K7ES89,2;1,2;1,2;1,Dual specificity protein phosphatase 3,DUSP3,sp|P51452|DUS3_HUMAN Dual specificity protein phosphatase 3 OS=Homo sapiens OX=9606 GN=DUSP3 PE=1 SV=1;tr|K7ES89|K7ES89_HUMAN Dual specificity protein phosphatase (Fragment) OS=Homo sapiens OX=9606 GN=DUSP3 PE=1 SV=1,2,2,14.6,4.44813127545976,4.42301530869759,23.7209848377199,24.3778909763675
O00716,O00716,2,2,2,Transcription factor E2F3,E2F3,sp|O00716|E2F3_HUMAN Transcription factor E2F3 OS=Homo sapiens OX=9606 GN=E2F3 PE=1 SV=1,2,2,10.8,25.0991272142661,25.459327049396,4.42168670121973,4.40094061045596
Q96F86;H3BPN4,Q96F86;H3BPN4,2;1,2;1,2;1,Enhancer of mRNA-decapping protein 3,EDC3,sp|Q96F86|EDC3_HUMAN Enhancer of mRNA-decapping protein 3 OS=Homo sapiens OX=9606 GN=EDC3 PE=1 SV=1;tr|H3BPN4|H3BPN4_HUMAN Enhancer of mRNA-decapping protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=EDC3 PE=1 SV=1,2,2,4.3,4.44813127545976,4.42301530869759,23.9500247098922,24.2256010933299
O60869,O60869,2,2,2,Endothelial differentiation-related factor 1,EDF1,sp|O60869|EDF1_HUMAN Endothelial differentiation-related factor 1 OS=Homo sapiens OX=9606 GN=EDF1 PE=1 SV=1,2,2,18.2,25.5238760967687,25.0674317346929,25.6716866121573,25.631481052565
P49770;H0YK01,P49770;H0YK01,2;1,2;1,2;1,Translation initiation factor eIF-2B subunit beta,EIF2B2,sp|P49770|EI2BB_HUMAN Translation initiation factor eIF-2B subunit beta OS=Homo sapiens OX=9606 GN=EIF2B2 PE=1 SV=3;tr|H0YK01|H0YK01_HUMAN Translation initiation factor eIF-2B subunit beta (Fragment) OS=Homo sapiens OX=9606 GN=EIF2B2 PE=1 SV=2,2,2,7.7,23.5129198164929,23.2930562214672,23.5342154778295,23.7827679079175
Q7L2H7;E9PRI2;E9PN86;E7ESM3;J3KNJ2,Q7L2H7;E9PRI2;E9PN86;E7ESM3;J3KNJ2,2;1;1;1;1,2;1;1;1;1,2;1;1;1;1,Eukaryotic translation initiation factor 3 subunit M,EIF3M,sp|Q7L2H7|EIF3M_HUMAN Eukaryotic translation initiation factor 3 subunit M OS=Homo sapiens OX=9606 GN=EIF3M PE=1 SV=1;tr|E9PRI2|E9PRI2_HUMAN Eukaryotic translation initiation factor 3 subunit M OS=Homo sapiens OX=9606 GN=EIF3M PE=1 SV=1;tr|E9PN86|E9PN86_HU,2,2,8.3,22.4389572953581,24.3873515874647,24.2185975266551,23.9590765261506
O43768;A6NMQ3;Q5T5H1;A0A1W2PRU0,O43768;A6NMQ3;Q5T5H1;A0A1W2PRU0,3;3;3;2,3;3;3;2,2;2;2;2,Alpha-endosulfine,ENSA,sp|O43768|ENSA_HUMAN Alpha-endosulfine OS=Homo sapiens OX=9606 GN=ENSA PE=1 SV=1;tr|A6NMQ3|A6NMQ3_HUMAN Alpha-endosulfine OS=Homo sapiens OX=9606 GN=ENSA PE=1 SV=2;tr|Q5T5H1|Q5T5H1_HUMAN Alpha-endosulfine OS=Homo sapiens OX=9606 GN=ENSA PE=1 SV=1;tr|A0A1W2,3,2,36.4,23.7994650333168,23.1274200778998,26.063610676774,25.8774571437302
Q9H2F5;A0A590UJN0,Q9H2F5;A0A590UJN0,2;2,2;2,2;2,Enhancer of polycomb homolog 1,EPC1,sp|Q9H2F5|EPC1_HUMAN Enhancer of polycomb homolog 1 OS=Homo sapiens OX=9606 GN=EPC1 PE=1 SV=1;tr|A0A590UJN0|A0A590UJN0_HUMAN Enhancer of polycomb homolog OS=Homo sapiens OX=9606 GN=EPC1 PE=1 SV=1,2,2,4.3,24.4516764709617,23.1406943670023,4.42168670121973,4.40094061045596
Q15375;Q5JZY3;J3KQG3,Q15375,3;1;1,2;1;1,2;1;1,Ephrin type-A receptor 7,EPHA7,sp|Q15375|EPHA7_HUMAN Ephrin type-A receptor 7 OS=Homo sapiens OX=9606 GN=EPHA7 PE=1 SV=3,3,2,5.7,26.6774781418281,26.8237577664483,24.325808304234,23.5929761496839
B1AKC9;P29323,B1AKC9;P29323,3;2,2;1,2;1,Receptor protein-tyrosine kinase;Ephrin type-B receptor 2,EPHB2,tr|B1AKC9|B1AKC9_HUMAN Ephrin type-B receptor 2 OS=Homo sapiens OX=9606 GN=EPHB2 PE=1 SV=1;sp|P29323|EPHB2_HUMAN Ephrin type-B receptor 2 OS=Homo sapiens OX=9606 GN=EPHB2 PE=1 SV=5,3,2,6.2,4.44813127545976,4.42301530869759,24.5792442452469,24.7971905025005
O95208;F6PQP6;E9PBC1;I3L2B2;I3L356;I3L2H1,O95208;F6PQP6;E9PBC1;I3L2B2;I3L356;I3L2H1,2;2;2;2;1;1,2;2;2;2;1;1,2;2;2;2;1;1,Epsin-2,EPN2,sp|O95208|EPN2_HUMAN Epsin-2 OS=Homo sapiens OX=9606 GN=EPN2 PE=1 SV=3;tr|F6PQP6|F6PQP6_HUMAN Epsin-2 (Fragment) OS=Homo sapiens OX=9606 GN=EPN2 PE=1 SV=8;tr|E9PBC1|E9PBC1_HUMAN Epsin-2 OS=Homo sapiens OX=9606 GN=EPN2 PE=1 SV=1;tr|I3L2B2|I3L2B2_HUMAN Epsin,2,2,3.1,4.44813127545976,4.42301530869759,23.8298543918037,23.7462215261033
P58107;A0A075B730,P58107;A0A075B730,6;6,2;2,2;2,Epiplakin,EPPK1,sp|P58107|EPIPL_HUMAN Epiplakin OS=Homo sapiens OX=9606 GN=EPPK1 PE=1 SV=3;tr|A0A075B730|A0A075B730_HUMAN Epiplakin OS=Homo sapiens OX=9606 GN=EPPK1 PE=1 SV=2,6,2,8.8,4.44813127545976,4.42301530869759,23.2684232084496,23.9475299302967
O15083;H7C4G9,O15083;H7C4G9,9;7,2;2,2;2,ERC protein 2,ERC2,sp|O15083|ERC2_HUMAN ERC protein 2 OS=Homo sapiens OX=9606 GN=ERC2 PE=1 SV=3;tr|H7C4G9|H7C4G9_HUMAN ERC protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=ERC2 PE=1 SV=1,9,2,6.5,4.44813127545976,4.42301530869759,24.8815703184077,24.2416177946756
P0DP91;Q03468;Q8N328;D6R9X7,P0DP91;Q03468;Q8N328;D6R9X7,2;1;1;1,2;1;1;1,2;1;1;1,DNA excision repair protein ERCC-6;PiggyBac transposable element-derived protein 3,ERCC6;PGBD3,sp|P0DP91|ERPG3_HUMAN Chimeric ERCC6-PGBD3 protein OS=Homo sapiens OX=9606 GN=ERCC6 PE=1 SV=1;sp|Q03468|ERCC6_HUMAN DNA excision repair protein ERCC-6 OS=Homo sapiens OX=9606 GN=ERCC6 PE=1 SV=1;sp|Q8N328|PGBD3_HUMAN PiggyBac transposable element-derived pr,2,2,2.5,24.1644595250418,24.2941908770441,4.42168670121973,4.40094061045596
G3V279;P84090,G3V279;P84090,2;1,2;1,2;1,Enhancer of rudimentary homolog,ERH,tr|G3V279|G3V279_HUMAN Enhancer of rudimentary homolog OS=Homo sapiens OX=9606 GN=ERH PE=1 SV=1;sp|P84090|ERH_HUMAN Enhancer of rudimentary homolog OS=Homo sapiens OX=9606 GN=ERH PE=1 SV=1,2,2,57.7,25.9039855227751,25.7909666892084,25.1032958134005,28.9088484928241
P43268;B7Z5F4,P43268;B7Z5F4,3;2,3;2,2;1,ETS translocation variant 4,ETV4,sp|P43268|ETV4_HUMAN ETS translocation variant 4 OS=Homo sapiens OX=9606 GN=ETV4 PE=1 SV=3;tr|B7Z5F4|B7Z5F4_HUMAN ETS translocation variant 4 OS=Homo sapiens OX=9606 GN=ETV4 PE=1 SV=1,3,2,14.3,22.9095261713059,26.2761840542818,22.5831828736285,22.3103853457926
Q6NZ36;H7C3A6;H7C2E6;H7C361,Q6NZ36;H7C3A6;H7C2E6;H7C361,2;2;2;2,2;2;2;2,2;2;2;2,Fanconi anemia-associated protein of 20 kDa,FAAP20;C1orf86,sp|Q6NZ36|FAP20_HUMAN Fanconi anemia core complex-associated protein 20 OS=Homo sapiens OX=9606 GN=FAAP20 PE=1 SV=2;tr|H7C3A6|H7C3A6_HUMAN Fanconi anemia core complex-associated protein 20 (Fragment) OS=Homo sapiens OX=9606 GN=FAAP20 PE=1 SV=1;tr|H7C2E6|H7,2,2,19.4,23.4626380620501,21.6013210365799,22.0841885851869,20.7542579337936
Q7Z309;G1UD79,Q7Z309;G1UD79,2;1,2;1,2;1,Protein FAM122B,FAM122B;SPACIA2,sp|Q7Z309|F122B_HUMAN Protein FAM122B OS=Homo sapiens OX=9606 GN=FAM122B PE=1 SV=2;tr|G1UD79|G1UD79_HUMAN Protein FAM122B OS=Homo sapiens OX=9606 GN=FAM122B PE=1 SV=1,2,2,14.2,26.9561542076024,26.7231222027128,4.42168670121973,4.40094061045596
Q9Y6X4;D6RB01,Q9Y6X4;D6RB01,2;2,2;2,2;2,Soluble lamin-associated protein of 75 kDa,FAM169A,sp|Q9Y6X4|F169A_HUMAN Soluble lamin-associated protein of 75 kDa OS=Homo sapiens OX=9606 GN=FAM169A PE=1 SV=2;tr|D6RB01|D6RB01_HUMAN Soluble lamin-associated protein of 75 kDa OS=Homo sapiens OX=9606 GN=FAM169A PE=1 SV=1,2,2,5.2,24.420533386329,23.2661368449903,4.42168670121973,4.40094061045596
C9JLW8;I3L2L5;I3L317;I3L4Q0,C9JLW8;I3L2L5;I3L317;I3L4Q0,2;2;2;2,2;2;2;2,2;2;2;2,Protein FAM195B,FAM195B,sp|C9JLW8|MCRI1_HUMAN Mapk-regulated corepressor-interacting protein 1 OS=Homo sapiens OX=9606 GN=MCRIP1 PE=1 SV=1;tr|I3L2L5|I3L2L5_HUMAN Mapk-regulated corepressor-interacting protein 1 OS=Homo sapiens OX=9606 GN=MCRIP1 PE=1 SV=1;tr|I3L317|I3L317_HUMAN Ma,2,2,20.6,4.44813127545976,4.42301530869759,23.1742472853396,23.9052897694853
Q9Y285;K7EK06;K7ER16;K7EPH2;K7ER00,Q9Y285;K7EK06;K7ER16;K7EPH2;K7ER00,2;1;1;1;1,2;1;1;1;1,2;1;1;1;1,Phenylalanine--tRNA ligase alpha subunit,FARSA,sp|Q9Y285|SYFA_HUMAN Phenylalanine--tRNA ligase alpha subunit OS=Homo sapiens OX=9606 GN=FARSA PE=1 SV=3;tr|K7EK06|K7EK06_HUMAN Phenylalanine--tRNA ligase alpha subunit (Fragment) OS=Homo sapiens OX=9606 GN=FARSA PE=1 SV=8;tr|K7ER16|K7ER16_HUMAN Phenylalan,2,2,6.5,4.44813127545976,4.42301530869759,22.5995060973031,22.809489464994
Q6V0I7,Q6V0I7,2,2,2,Protocadherin Fat 4,FAT4,sp|Q6V0I7|FAT4_HUMAN Protocadherin Fat 4 OS=Homo sapiens OX=9606 GN=FAT4 PE=1 SV=2,2,2,0.9,4.44813127545976,4.42301530869759,29.7632083389711,23.5493372151286
