SMU1_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
HADH,0.1107711121,0.845821995503941,0,Q16836;A0A1W2PQV5;A0A1W2PNM1;A0A0A0MSE2;A0A0D9SFP2;E9PF18;A0A1W2PQ78;A0A1W2PQC2;A0A1W2PRT2,Q16836;A0A1W2PQV5;A0A1W2PNM1;A0A0A0MSE2;A0A0D9SFP2;E9PF18;A0A1W2PQ78,3;3;3;3;3;3;2;1;1,3;3;3;3;3;3;2;1;1,3;3;3;3;3;3;2;1;1,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",HADH,"sp|Q16836|HCDH_HUMAN Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=HADH PE=1 SV=3;tr|A0A1W2PQV5|A0A1W2PQV5_HUMAN Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=HADH PE=1 SV=1;tr|A0A1W2PNM1|A0",3,3,14,314
PLS3,0.8322369241,0.0427302623950306,0,P13797;A0A0A0MSQ0;H7C4N2,P13797;A0A0A0MSQ0,6;6;2,5;5;2,3;3;1,Plastin-3,PLS3,sp|P13797|PLST_HUMAN Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=4;tr|A0A0A0MSQ0|A0A0A0MSQ0_HUMAN Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=1,6,3,11.1,630
PITPNB,0.156062305,0.737618723880219,0,P48739;A0A0A0MSW4;B3KYB6;B3KYB7,P48739;A0A0A0MSW4;B3KYB6;B3KYB7,5;5;3;3,5;5;3;3,4;4;2;2,Phosphatidylinositol transfer protein beta isoform,PITPNB,sp|P48739|PIPNB_HUMAN Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens OX=9606 GN=PITPNB PE=1 SV=2;tr|A0A0A0MSW4|A0A0A0MSW4_HUMAN Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens OX=9606 GN=PITPNB PE=1 SV=1;tr|B3KYB6|B3K,5,4,19.9,271
ILK,1.1248095778,0.0132229627093483,1,Q13418;A0A0A0MTH3;E9PQ52;A0A087WW45;A0A087WWY6,Q13418;A0A0A0MTH3,3;3;1;1;1,3;3;1;1;1,3;3;1;1;1,Integrin-linked protein kinase,ILK,sp|Q13418|ILK_HUMAN Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=2;tr|A0A0A0MTH3|A0A0A0MTH3_HUMAN Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=1,3,3,7.3,452
ADSL,0.6388589733,0.106247608973406,0,P30566;A0A1B0GWJ0;A0A1B0GTJ7;A0A0A6YY92;A0A096LNY6;A0A1B0GWF8;A0A096LNY5;A0A1B0GTG9;B4DEP1;A0A1W2PRX2;A0A096LP72;A0A096LNY4;V9GY96;A0A096LP92;A0A096LP76;A0A096LPA2,P30566;A0A1B0GWJ0;A0A1B0GTJ7;A0A0A6YY92;A0A096LNY6;A0A1B0GWF8,7;7;7;7;5;4;3;3;2;2;2;2;1;1;1;1,7;7;7;7;5;4;3;3;2;2;2;2;1;1;1;1,7;7;7;7;5;4;3;3;2;2;2;2;1;1;1;1,Adenylosuccinate lyase,ADSL,sp|P30566|PUR8_HUMAN Adenylosuccinate lyase OS=Homo sapiens OX=9606 GN=ADSL PE=1 SV=2;tr|A0A1B0GWJ0|A0A1B0GWJ0_HUMAN Adenylosuccinate lyase OS=Homo sapiens OX=9606 GN=ADSL PE=1 SV=1;tr|A0A1B0GTJ7|A0A1B0GTJ7_HUMAN Adenylosuccinate lyase OS=Homo sapiens OX=9,7,7,21.5,484
TMED7;TMED7-TICAM2,0.3360197838,0.311781339364504,0,Q9Y3B3;A0A0A6YYA0,Q9Y3B3;A0A0A6YYA0,2;2,2;2,2;2,Transmembrane emp24 domain-containing protein 7,TMED7;TMED7-TICAM2,sp|Q9Y3B3|TMED7_HUMAN Transmembrane emp24 domain-containing protein 7 OS=Homo sapiens OX=9606 GN=TMED7 PE=1 SV=2;tr|A0A0A6YYA0|A0A0A6YYA0_HUMAN Protein TMED7-TICAM2 OS=Homo sapiens OX=9606 GN=TMED7-TICAM2 PE=3 SV=1,2,2,10.3,224
NAA15,0.8324639331,0.0178693586470086,0,Q9BXJ9;A0A0B4J1W3;Q6N069,Q9BXJ9;A0A0B4J1W3,6;6;1,6;6;1,6;6;1,"N-alpha-acetyltransferase 15, NatA auxiliary subunit",NAA15,"sp|Q9BXJ9|NAA15_HUMAN N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1;tr|A0A0B4J1W3|A0A0B4J1W3_HUMAN N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1",6,6,8,866
SRSF7,0.7538995831,0.153204613619247,0,Q16629;A0A0B4J1Z1;C9JAB2,Q16629;A0A0B4J1Z1;C9JAB2,6;6;6,6;6;6,6;6;6,Serine/arginine-rich splicing factor 7,SRSF7,sp|Q16629|SRSF7_HUMAN Serine/arginine-rich splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1;tr|A0A0B4J1Z1|A0A0B4J1Z1_HUMAN Serine/arginine-rich-splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1;tr|C9JAB2|C9JAB2_HUMAN Serine/arginine-,6,6,29,238
LARP1,0.3201420621,0.234492437902987,0,Q6PKG0;A0A0B4J210;E5RH50;H0YC33;H0YC73;H0YBW1,Q6PKG0;A0A0B4J210;E5RH50,4;4;3;1;1;1,4;4;3;1;1;1,4;4;3;1;1;1,La-related protein 1,LARP1,sp|Q6PKG0|LARP1_HUMAN La-related protein 1 OS=Homo sapiens OX=9606 GN=LARP1 PE=1 SV=2;tr|A0A0B4J210|A0A0B4J210_HUMAN La-related protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=LARP1 PE=1 SV=5;tr|E5RH50|E5RH50_HUMAN La-related protein 1 (Fragment) OS=Homo s,4,4,7.3,1096
TPT1,0.0393830987,0.915089442680579,0,P13693;Q5W0H4;A0A0B4J2C3;J3KPG2;E9PJF7;Q56UQ5;Q9HAU6;H0YCX0,P13693;Q5W0H4;A0A0B4J2C3;J3KPG2;E9PJF7,9;9;9;5;5;2;1;1,9;9;9;5;5;2;1;1,9;9;9;5;5;2;1;1,Translationally-controlled tumor protein,TPT1,sp|P13693|TCTP_HUMAN Translationally-controlled tumor protein OS=Homo sapiens OX=9606 GN=TPT1 PE=1 SV=1;tr|Q5W0H4|Q5W0H4_HUMAN Translationally-controlled tumor protein OS=Homo sapiens OX=9606 GN=TPT1 PE=1 SV=1;tr|A0A0B4J2C3|A0A0B4J2C3_HUMAN Translationally,9,9,35.5,172
PWP2,0.45755956,0.163519840747366,0,Q15269;A0A0B4J2E5;C9J544,Q15269;A0A0B4J2E5;C9J544,2;2;1,2;2;1,1;1;1,Periodic tryptophan protein 2 homolog,PWP2,sp|Q15269|PWP2_HUMAN Periodic tryptophan protein 2 homolog OS=Homo sapiens OX=9606 GN=PWP2 PE=2 SV=2;tr|A0A0B4J2E5|A0A0B4J2E5_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 GN=LOC102724159 PE=1 SV=1;tr|C9J544|C9J544_HUMAN Periodic tryptophan protein,2,1,2.6,919
SET;SETSIP,-0.4535658882,0.122837900810304,0,Q01105;A0A0C4DFV9;P0DME0;A0A087X027,Q01105;A0A0C4DFV9;P0DME0;A0A087X027,9;9;6;6,9;9;6;6,9;9;6;6,Protein SET;Protein SETSIP,SET;SETSIP,sp|Q01105|SET_HUMAN Protein SET OS=Homo sapiens OX=9606 GN=SET PE=1 SV=3;tr|A0A0C4DFV9|A0A0C4DFV9_HUMAN Protein SET OS=Homo sapiens OX=9606 GN=SET PE=1 SV=1;sp|P0DME0|SETLP_HUMAN Protein SETSIP OS=Homo sapiens OX=9606 GN=SETSIP PE=1 SV=1;tr|A0A087X027|A0A0,9,9,32.1,290
RPSA,0.0055512541,0.986011283770834,0,P08865;C9J9K3;A0A0C4DG17;F8WD59,P08865;C9J9K3;A0A0C4DG17;F8WD59,21;21;21;12,21;21;21;12,21;21;21;12,40S ribosomal protein SA,RPSA,sp|P08865|RSSA_HUMAN 40S ribosomal protein SA OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=4;tr|C9J9K3|C9J9K3_HUMAN 40S ribosomal protein SA (Fragment) OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=8;tr|A0A0C4DG17|A0A0C4DG17_HUMAN 40S ribosomal protein SA OS=Homo sap,21,21,68.8,295
CAPNS1,0.957206581,0.0914109222376601,0,P04632;A0A0C4DGQ5;K7ELJ7;K7EM73;K7EIV0;A0A075B7C0;U3KQE2;K7EKD8;U3KPR7;K7EMQ1;K7ES78,P04632;A0A0C4DGQ5;K7ELJ7;K7EM73;K7EIV0;A0A075B7C0;U3KQE2;K7EKD8,9;9;8;7;7;7;6;6;4;2;1,9;9;8;7;7;7;6;6;4;2;1,9;9;8;7;7;7;6;6;4;2;1,Calpain small subunit 1,CAPNS1,sp|P04632|CPNS1_HUMAN Calpain small subunit 1 OS=Homo sapiens OX=9606 GN=CAPNS1 PE=1 SV=1;tr|A0A0C4DGQ5|A0A0C4DGQ5_HUMAN Calpain small subunit 1 OS=Homo sapiens OX=9606 GN=CAPNS1 PE=1 SV=1;tr|K7ELJ7|K7ELJ7_HUMAN Calpain small subunit 1 OS=Homo sapiens OX=9,9,9,41.4,268
DDOST,0.2305493882,0.411879152425091,0,P39656;A0A0C4DGS1;U3KQ84,P39656;A0A0C4DGS1;U3KQ84,10;10;6,10;10;6,10;10;6,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,DDOST,sp|P39656|OST48_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Homo sapiens OX=9606 GN=DDOST PE=1 SV=4;tr|A0A0C4DGS1|A0A0C4DGS1_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=H,10,10,21.5,456
DDX3X;DDX3Y,-0.6358033393,0.147241369870927,0,O00571;A0A0D9SFB3;A0A2R8Y645;A0A2R8Y4A4;A0A2U3TZJ9;A0A2R8YFS5;A0A2R8YFR4;A0A2R8YCW1;A0A0D9SG12;A0A2R8YF78;F6S8Q4;A0A2R8Y7T2;A0A2R8YDT5;A0A0D9SF53;A0A2R8Y5G6;O15523;A0A2R8YDH3;A0A0J9YVQ7;A0A087WVZ1;D6RCM4;Q9NQI0;H0Y960;C9J081,O00571;A0A0D9SFB3;A0A2R8Y645;A0A2R8Y4A4;A0A2U3TZJ9;A0A2R8YFS5;A0A2R8YFR4;A0A2R8YCW1;A0A0D9SG12;A0A2R8YF78;F6S8Q4;A0A2R8Y7T2;A0A2R8YDT5;A0A0D9SF53;A0A2R8Y5G6;O15523;A0A2R8YDH3,19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;17;13;7;6;2;2;1;1,18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;16;12;7;6;2;2;1;1,18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;16;12;7;6;2;2;1;1,ATP-dependent RNA helicase DDX3X;ATP-dependent RNA helicase DDX3Y,DDX3X;DDX3Y,sp|O00571|DDX3X_HUMAN ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3;tr|A0A0D9SFB3|A0A0D9SFB3_HUMAN ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=1;tr|A0A2R8Y645|A0A2R8Y645_HUMAN ATP-dependent RNA he,19,18,27.5,662
SPTAN1,1.3488473031,0.131510228537887,0,Q13813;A0A0D9SF54;A0A0D9SGF6,Q13813;A0A0D9SF54;A0A0D9SGF6,7;7;7,7;7;7,7;7;7,"Spectrin alpha chain, non-erythrocytic 1",SPTAN1,"sp|Q13813|SPTN1_HUMAN Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=3;tr|A0A0D9SF54|A0A0D9SF54_HUMAN Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=1;tr|A0A0D9SGF6|A0A0D9SGF6_HUMAN Sp",7,7,4.2,2472
HSPA1A;HSPA1B,0.5475679282,0.0809440726702716,0,P0DMV8;A0A0G2JIW1;P0DMV9;V9GZ37,P0DMV8;A0A0G2JIW1;P0DMV9;V9GZ37,36;36;36;20,33;33;33;19,21;21;21;11,Heat shock 70 kDa protein 1A;Heat shock 70 kDa protein 1B,HSPA1A;HSPA1B,sp|P0DMV8|HS71A_HUMAN Heat shock 70 kDa protein 1A OS=Homo sapiens OX=9606 GN=HSPA1A PE=1 SV=1;tr|A0A0G2JIW1|A0A0G2JIW1_HUMAN Heat shock 70 kDa protein 1B OS=Homo sapiens OX=9606 GN=HSPA1B PE=1 SV=1;sp|P0DMV9|HS71B_HUMAN Heat shock 70 kDa protein 1B OS=Hom,36,21,52.1,641
PSMB9,1.9549113009,0.11756009165132,0,P28065;A2ACR1;A0A0G2JJA7;A2ACR0;A0A0G2JJQ0;A0A0G2JJ13;A0A0G2JHI2,P28065;A2ACR1;A0A0G2JJA7,3;3;3;1;1;1;1,3;3;3;1;1;1;1,3;3;3;1;1;1;1,Proteasome subunit beta type-9;Proteasome subunit beta type,PSMB9,sp|P28065|PSB9_HUMAN Proteasome subunit beta type-9 OS=Homo sapiens OX=9606 GN=PSMB9 PE=1 SV=2;tr|A2ACR1|A2ACR1_HUMAN Proteasome subunit beta OS=Homo sapiens OX=9606 GN=PSMB9 PE=1 SV=1;tr|A0A0G2JJA7|A0A0G2JJA7_HUMAN Proteasome subunit beta OS=Homo sapiens ,3,3,18.3,219
CSNK2B;CSNK2B-LY6G5B-1181;CSNK2B-LY6G5B--991,2.7950166679,0.0122680701107312,1,P67870;Q5SRQ6;Q5SRQ3;N0E472;A0A0G2JM12;N0E644;A0A0G2JM58,P67870;Q5SRQ6;Q5SRQ3;N0E472;A0A0G2JM12,4;4;4;4;4;1;1,4;4;4;4;4;1;1,4;4;4;4;4;1;1,Casein kinase II subunit beta,CSNK2B;CSNK2B-LY6G5B-1181;CSNK2B-LY6G5B--991,sp|P67870|CSK2B_HUMAN Casein kinase II subunit beta OS=Homo sapiens OX=9606 GN=CSNK2B PE=1 SV=1;tr|Q5SRQ6|Q5SRQ6_HUMAN Casein kinase II subunit beta OS=Homo sapiens OX=9606 GN=CSNK2B PE=1 SV=2;tr|Q5SRQ3|Q5SRQ3_HUMAN Casein kinase II subunit beta OS=Homo sa,4,4,22.8,215
PUF60,0.6002853348,0.289121320397895,0,A0A0J9YVR6;E9PQ56;A0A0J9YYL3;A0A0J9YVP6;Q9UHX1;A0A0J9YWM1;H0YEM1;A0A0J9YXJ8;A0A0J9YXX5;H0YCP8;E9PMU7;E9PN18;E9PL19,A0A0J9YVR6;E9PQ56;A0A0J9YYL3;A0A0J9YVP6;Q9UHX1;A0A0J9YWM1;H0YEM1;A0A0J9YXJ8;A0A0J9YXX5;H0YCP8;E9PMU7;E9PN18,7;7;7;7;6;6;6;6;6;5;4;4;3,7;7;7;7;6;6;6;6;6;5;4;4;3,7;7;7;7;6;6;6;6;6;5;4;4;3,Poly(U)-binding-splicing factor PUF60,PUF60,tr|A0A0J9YVR6|A0A0J9YVR6_HUMAN Poly(U)-binding-splicing factor PUF60 (Fragment) OS=Homo sapiens OX=9606 GN=PUF60 PE=1 SV=3;tr|E9PQ56|E9PQ56_HUMAN Poly(U)-binding-splicing factor PUF60 (Fragment) OS=Homo sapiens OX=9606 GN=PUF60 PE=1 SV=8;tr|A0A0J9YYL3|A0A0,7,7,35,314
MATR3,0.9007779793,0.135837505797567,0,P43243;A0A0R4J2E8;A8MXP9;D6REM6;D6R991;B3KM87;H0Y8T4;Q68E03;D6RCM3;D6REK4;D6R8Z5;D6RIA2;D6RB45;D6RE02;A0A1B0GX04;D6RBS2;D6R9F3;D6RBI2;D6RAY2;D6RAM9;D6RBK5,P43243;A0A0R4J2E8;A8MXP9;D6REM6;D6R991;B3KM87,25;25;25;21;15;14;10;6;5;5;5;4;4;4;4;4;4;4;3;3;3,25;25;25;21;15;14;10;6;5;5;5;4;4;4;4;4;4;4;3;3;3,25;25;25;21;15;14;10;6;5;5;5;4;4;4;4;4;4;4;3;3;3,Matrin-3,MATR3,sp|P43243|MATR3_HUMAN Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=2;tr|A0A0R4J2E8|A0A0R4J2E8_HUMAN Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=1;tr|A8MXP9|A8MXP9_HUMAN Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=1;tr|D6REM6|D6REM6_HUMAN M,25,25,41.9,847
PROCR,0.9388185585,0.0161220512228723,0,Q9UNN8;A0A0U1RQQ4,Q9UNN8;A0A0U1RQQ4,2;2,2;2,2;2,Endothelial protein C receptor,PROCR,sp|Q9UNN8|EPCR_HUMAN Endothelial protein C receptor OS=Homo sapiens OX=9606 GN=PROCR PE=1 SV=1;tr|A0A0U1RQQ4|A0A0U1RQQ4_HUMAN Endothelial protein C receptor (Fragment) OS=Homo sapiens OX=9606 GN=PROCR PE=1 SV=1,2,2,10.9,238
HLA-A,-1.1578368887,0.0103014298641351,1,A0A140T955;A0A140T933;A0A1W2PRT9;Q53Z42;A0A140T9I0;A0A140T9X5;A0A140T913;A0A1W2PPQ2;P10321;A0A1W2PRU9;A2AEA2,A0A140T955;A0A140T933;A0A1W2PRT9;Q53Z42;A0A140T9I0;A0A140T9X5;A0A140T913;A0A1W2PPQ2,11;11;11;11;11;11;11;10;5;5;5,11;11;11;11;11;11;11;10;5;5;5,4;4;4;4;4;4;4;4;0;0;0,,HLA-A,"tr|A0A140T955|A0A140T955_HUMAN HLA class I histocompatibility antigen, A alpha chain OS=Homo sapiens OX=9606 GN=HLA-A PE=1 SV=1;tr|A0A140T933|A0A140T933_HUMAN HLA class I histocompatibility antigen, A alpha chain (Fragment) OS=Homo sapiens OX=9606 GN=HLA-A",11,4,45.2,299
,0.5974331517,0.287590926563049,0,A0A1B0GTF8;A8K968,A0A1B0GTF8;A8K968,4;4,3;3,1;1,,,tr|A0A1B0GTF8|A0A1B0GTF8_HUMAN Band 4.1-like protein 3 OS=Homo sapiens OX=9606 GN=EPB41L3 PE=1 SV=1;tr|A8K968|A8K968_HUMAN Band 4.1-like protein 3 OS=Homo sapiens OX=9606 GN=EPB41L3 PE=1 SV=1,4,1,7.2,571
ALDH7A1,0.2567980733,0.424737336354736,0,P49419;A0A1B0GUA1;A0A1B0GTG2;A0A1B0GW82;A0A1B0GW77;A0A1B0GV49;A0A1B0GTJ4;A0A1B0GTY9;A0A1B0GUY0;A0A0J9YWF7;F8WDY6;A0A1B0GVU0;F8VVF2;H0YHM6,P49419;A0A1B0GUA1;A0A1B0GTG2;A0A1B0GW82;A0A1B0GW77;A0A1B0GV49;A0A1B0GTJ4;A0A1B0GTY9;A0A1B0GUY0,7;7;7;7;7;6;6;5;4;3;1;1;1;1,7;7;7;7;7;6;6;5;4;3;1;1;1;1,7;7;7;7;7;6;6;5;4;3;1;1;1;1,Alpha-aminoadipic semialdehyde dehydrogenase,ALDH7A1,sp|P49419|AL7A1_HUMAN Alpha-aminoadipic semialdehyde dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH7A1 PE=1 SV=5;tr|A0A1B0GUA1|A0A1B0GUA1_HUMAN Alpha-aminoadipic semialdehyde dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH7A1 PE=1 SV=1;tr|A0A1B0GTG2|A0A1B0GTG,7,7,24.5,539
CTSD,-0.3418593622,0.238000748456879,0,P07339;A0A1B0GW44;A0A1B0GV23;A0A1B0GVD5;A0A1B0GWE8;H7C469;A0A1B0GU92;A0A1B0GU03;H7C1V0;A0A1B0GVP3;F8W787;F8WD96;C9JH19;A0A1B0GVF1;A0A1B0GV01,P07339;A0A1B0GW44;A0A1B0GV23;A0A1B0GVD5;A0A1B0GWE8;H7C469;A0A1B0GU92;A0A1B0GU03;H7C1V0;A0A1B0GVP3,9;9;9;9;9;7;7;7;6;6;3;3;3;1;1,9;9;9;9;9;7;7;7;6;6;3;3;3;1;1,9;9;9;9;9;7;7;7;6;6;3;3;3;1;1,Cathepsin D;Cathepsin D light chain;Cathepsin D heavy chain,CTSD,sp|P07339|CATD_HUMAN Cathepsin D OS=Homo sapiens OX=9606 GN=CTSD PE=1 SV=1;tr|A0A1B0GW44|A0A1B0GW44_HUMAN Cathepsin D OS=Homo sapiens OX=9606 GN=CTSD PE=1 SV=1;tr|A0A1B0GV23|A0A1B0GV23_HUMAN Cathepsin D OS=Homo sapiens OX=9606 GN=CTSD PE=1 SV=1;tr|A0A1B0GV,9,9,23.1,412
DPYSL2,0.9510333485,0.0507540423008364,0,Q16555;A0A1C7CYX9;E5RFU4,Q16555;A0A1C7CYX9,14;14;2,14;14;2,12;12;2,Dihydropyrimidinase-related protein 2,DPYSL2,sp|Q16555|DPYL2_HUMAN Dihydropyrimidinase-related protein 2 OS=Homo sapiens OX=9606 GN=DPYSL2 PE=1 SV=1;tr|A0A1C7CYX9|A0A1C7CYX9_HUMAN Dihydropyrimidinase-related protein 2 OS=Homo sapiens OX=9606 GN=DPYSL2 PE=1 SV=1,14,12,39.3,572
SFXN3,-0.425561943,0.461330063609992,0,Q9BWM7;A0A1P0AYU5;S4R3N9,Q9BWM7;A0A1P0AYU5;S4R3N9,8;8;6,8;8;6,7;7;6,Sideroflexin-3,SFXN3,sp|Q9BWM7|SFXN3_HUMAN Sideroflexin-3 OS=Homo sapiens OX=9606 GN=SFXN3 PE=1 SV=3;tr|A0A1P0AYU5|A0A1P0AYU5_HUMAN Sidoreflexin OS=Homo sapiens OX=9606 GN=SFXN3 PE=1 SV=1;tr|S4R3N9|S4R3N9_HUMAN Sideroflexin-3 OS=Homo sapiens OX=9606 GN=SFXN3 PE=1 SV=1,8,7,33,321
ME2,1.1416955597,0.00742950757159767,1,P23368;A0A1W2PQT3;A0A1W2PPH1;A0A1W2PQY8;A0A1W2PQF8;A0A1W2PQH3;A0A1W2PQ37;A0A1W2PR68;A0A1W2PRH1;A0A1W2PRS2;A0A1W2PRY9;A0A1W2PQH4,P23368;A0A1W2PQT3;A0A1W2PPH1;A0A1W2PQY8;A0A1W2PQF8;A0A1W2PQH3;A0A1W2PQ37;A0A1W2PR68,7;7;7;7;6;6;5;5;1;1;1;1,7;7;7;7;6;6;5;5;1;1;1;1,7;7;7;7;6;6;5;5;1;1;1;1,"NAD-dependent malic enzyme, mitochondrial",ME2,"sp|P23368|MAOM_HUMAN NAD-dependent malic enzyme, mitochondrial OS=Homo sapiens OX=9606 GN=ME2 PE=1 SV=1;tr|A0A1W2PQT3|A0A1W2PQT3_HUMAN Malic enzyme OS=Homo sapiens OX=9606 GN=ME2 PE=1 SV=1;tr|A0A1W2PPH1|A0A1W2PPH1_HUMAN Malic enzyme OS=Homo sapiens OX=9606",7,7,16.3,584
POLR2B,1.6083349085,0.0619676922750387,0,P30876;C9J4M6;A0A1W2PPT5;C9J2Y9,P30876;C9J4M6;A0A1W2PPT5;C9J2Y9,8;8;8;8,8;8;8;8,8;8;8;8,DNA-directed RNA polymerase II subunit RPB2;DNA-directed RNA polymerase,POLR2B,sp|P30876|RPB2_HUMAN DNA-directed RNA polymerase II subunit RPB2 OS=Homo sapiens OX=9606 GN=POLR2B PE=1 SV=1;tr|C9J4M6|C9J4M6_HUMAN DNA-directed RNA polymerase subunit beta OS=Homo sapiens OX=9606 GN=POLR2B PE=1 SV=3;tr|A0A1W2PPT5|A0A1W2PPT5_HUMAN DNA-dire,8,8,10.9,1174
DDX17,0.16617536,0.634793900331765,0,Q92841;A0A1X7SBZ2;A0A5H1ZRQ2;A0A1W2PQ51,Q92841;A0A1X7SBZ2;A0A5H1ZRQ2;A0A1W2PQ51,23;23;23;23,14;14;14;14,13;13;13;13,Probable ATP-dependent RNA helicase DDX17,DDX17,sp|Q92841|DDX17_HUMAN Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens OX=9606 GN=DDX17 PE=1 SV=2;tr|A0A1X7SBZ2|A0A1X7SBZ2_HUMAN Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens OX=9606 GN=DDX17 PE=1 SV=1;tr|A0A5H1ZRQ2|A0A5H1ZRQ2_HUMAN Pr,23,13,30,729
GCSH,1.115645691,0.0103803569012736,1,P23434;A0A1W2PQV2;H3BUH9,P23434;A0A1W2PQV2;H3BUH9,3;3;3,3;3;3,3;3;3,"Glycine cleavage system H protein, mitochondrial",GCSH,"sp|P23434|GCSH_HUMAN Glycine cleavage system H protein, mitochondrial OS=Homo sapiens OX=9606 GN=GCSH PE=1 SV=2;tr|A0A1W2PQV2|A0A1W2PQV2_HUMAN Glycine cleavage system H protein, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=GCSH PE=1 SV=1;tr|H3BUH9|H",3,3,19.1,173
PHGDH,-0.5999614496,0.116444130619242,0,O43175;A0A286YF22;A0A2C9F2M7;A0A286YFA2;A0A286YFL2;A0A286YFM8;A0A286YFC8;A0A286YFB2;A0A286YER3;A0A286YF78;A0A286YFF3;A0A286YF34;A0A286YFK5;A0A286YFE1,O43175;A0A286YF22;A0A2C9F2M7;A0A286YFA2;A0A286YFL2;A0A286YFM8,18;18;16;15;13;9;7;7;6;6;3;3;3;2,18;18;16;15;13;9;7;7;6;6;3;3;3;2,18;18;16;15;13;9;7;7;6;6;3;3;3;2,D-3-phosphoglycerate dehydrogenase,PHGDH,sp|O43175|SERA_HUMAN D-3-phosphoglycerate dehydrogenase OS=Homo sapiens OX=9606 GN=PHGDH PE=1 SV=4;tr|A0A286YF22|A0A286YF22_HUMAN D-3-phosphoglycerate dehydrogenase OS=Homo sapiens OX=9606 GN=PHGDH PE=1 SV=1;tr|A0A2C9F2M7|A0A2C9F2M7_HUMAN D-3-phosphoglycer,18,18,45,533
POLR1C,1.2322717237,0.00419782103102675,1,O15160;A0A2R8YEZ4;A0A2R8Y5D3;A0A2R8Y8D6;E7EQB9;H0Y723;A0A2R8YEY5;D6RDJ3,O15160;A0A2R8YEZ4;A0A2R8Y5D3;A0A2R8Y8D6;E7EQB9;H0Y723;A0A2R8YEY5,5;5;5;4;4;3;3;2,5;5;5;4;4;3;3;2,5;5;5;4;4;3;3;2,DNA-directed RNA polymerases I and III subunit RPAC1,POLR1C,sp|O15160|RPAC1_HUMAN DNA-directed RNA polymerases I and III subunit RPAC1 OS=Homo sapiens OX=9606 GN=POLR1C PE=1 SV=1;tr|A0A2R8YEZ4|A0A2R8YEZ4_HUMAN DNA-directed RNA polymerases I and III subunit RPAC1 OS=Homo sapiens OX=9606 GN=POLR1C PE=1 SV=1;tr|A0A2R8,5,5,16.8,346
