Gene_names,SMU1_vs_BirA_logFC,SMU1_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_SMU1_N1,Peptides_SMU1_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_SMU1_N1,Razor___unique_peptides_SMU1_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_SMU1_N1,Unique_peptides_SMU1_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_SMU1_N1,Identification_type_SMU1_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_SMU1_N1,Ratio_H_L_SMU1_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_SMU1_N1,Ratio_H_L_normalized_SMU1_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____SMU1_N1,Ratio_H_L_variability_____SMU1_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_SMU1_N1,Ratio_H_L_count_SMU1_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_SMU1_N1,Ratio_H_L_iso_count_SMU1_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_SMU1_N1,Ratio_H_L_type_SMU1_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_SMU1_N1____,Sequence_coverage_SMU1_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_SMU1_N1,Intensity_L_SMU1_N1,Intensity_H_SMU1_N1,Intensity_SMU1_N2,Intensity_L_SMU1_N2,Intensity_H_SMU1_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_SMU1_N1,metacell_Intensity_L_SMU1_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
THRAP3,-0.635332177186708,0.0502232286498844,Q9Y2W1;A0A3B3ITZ9,Q9Y2W1;A0A3B3ITZ9,8;8,8;8,8;8,Thyroid hormone receptor-associated protein 3,sp|Q9Y2W1|TR150_HUMAN Thyroid hormone receptor-associated protein 3 OS=Homo sapiens OX=9606 GN=THRAP3 PE=1 SV=2;tr|A0A3B3ITZ9|A0A3B3ITZ9_HUMAN Thyroid hormone receptor-associated protein 3 OS=Homo sapiens OX=9606 GN=THRAP3 PE=1 SV=1,2,8,8,8,5,7,3,2,5,7,3,2,5,7,3,2,11.4,11.4,11.4,108.66,955,955;910,0.0,22.859,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.36959,1.0291,21.141,21,7,Leave out requantified,0.34038,0.42265,0.13016,0.55012,1.0474,1.0364,0.14343,0.61481,24.817,22.679,103.82,113.14,6,8,4,3,1,0,4,2,Leave out requantified,Leave out requantified,Median,Median,7.5,10.7,4.1,3.5,1124400000,835260000,289150000,273820000,196010000,77803000,411180000,276790000,134380000,224210000,194350000,29863000,215200000,168110000,47097000,,,,302,1638;1656;7780;10321;11561;13023;13634;17101,True;True;True;True;True;True;True;True,2084;2103;9943;13070;14549;16316;17053;21352,5036;5082;5083;5084;22812;29980;29981;29982;33263;33264;37258;37259;37260;37261;37262;37263;37264;37265;37266;39003;39004;49179,8524;8525;8526;8597;8598;8599;37247;37248;48438;48439;48440;48441;48442;48443;53804;53805;60198;60199;60200;60201;60202;60203;60204;60205;60206;60207;60208;60209;60210;60211;63032;63033;80065,8525;8597;37248;48442;53805;60204;63032;80065,,,,,-1;-1,protein_303,quanti,quanti,quanti,quanti
GLA,-19.9532310016321,5.6044468346173e-06,P06280;A0A3B3IUC4;A0A669KAY7;A0A669KB83;A0A3B3IRU3;V9GYN5,P06280;A0A3B3IUC4;A0A669KAY7;A0A669KB83;A0A3B3IRU3;V9GYN5,2;2;1;1;1;1,2;2;1;1;1;1,2;2;1;1;1;1,Alpha-galactosidase A,sp|P06280|AGAL_HUMAN Alpha-galactosidase A OS=Homo sapiens OX=9606 GN=GLA PE=1 SV=1;tr|A0A3B3IUC4|A0A3B3IUC4_HUMAN Alpha-galactosidase OS=Homo sapiens OX=9606 GN=GLA PE=1 SV=1;tr|A0A669KAY7|A0A669KAY7_HUMAN Alpha-galactosidase A (Fragment) OS=Homo sapiens ,6,2,2,2,1,2,0,0,1,2,0,0,1,2,0,0,5.4,5.4,5.4,48.766,429,429;470;198;199;199;222,0.0,3.3287,By MS/MS,By MS/MS,,,0.81173,1.9912,19.863,4,2,Median,0.73543,0.82722,,,1.963,2.0198,,,,22.771,,,1,3,0,0,0,2,0,0,Median,Median,Median,Median,2.6,5.4,0.0,0.0,103550000,52039000,51506000,19298000,10718000,8580100,84247000,41321000,42926000,0,0,0,0,0,0,,,,305,13043;14692,True;True,16337;18337,37311;37312;42070;42071,60273;60274;68401;68402;68403,60273;68401,,,,,-1;-1;-1;-1;-1;-1,protein_306,imputed MEC,imputed MEC,quanti,quanti
DEK,0.0925884948106201,0.9214028364963,P35659;H0Y993;A0A494C028;H0Y8X0;A0A494C198;B4DFG0;D6RDA2;D6R9L5,P35659;H0Y993;A0A494C028;H0Y8X0;A0A494C198;B4DFG0,5;5;5;4;3;3;2;2,5;5;5;4;3;3;2;2,5;5;5;4;3;3;2;2,Protein DEK,"sp|P35659|DEK_HUMAN Protein DEK OS=Homo sapiens OX=9606 GN=DEK PE=1 SV=1;tr|H0Y993|H0Y993_HUMAN DEK oncogene (DNA binding), isoform CRA_b OS=Homo sapiens OX=9606 GN=DEK PE=1 SV=2;tr|A0A494C028|A0A494C028_HUMAN Protein DEK OS=Homo sapiens OX=9606 GN=DEK PE=",8,5,5,5,3,1,2,3,3,1,2,3,3,1,2,3,15.5,15.5,15.5,42.674,375,375;380;380;285;303;347;122;162,0.0,6.6383,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.26015,0.50519,133.67,8,6,Median,0.41036,0.46323,0.24544,0.090017,1.2076,1.2395,0.26756,0.087869,22.661,,,51.906,3,1,1,3,2,0,1,3,Median,Median,Median,Median,12.0,5.1,6.1,8.5,353660000,285320000,68339000,146450000,112710000,33741000,45838000,26967000,18871000,63380000,56035000,7345100,97988000,89606000,8382100,,,,312,8897;9212;9830;9831;11684,True;True;True;True;True,11354;11730;12475;12476;14692,26179;26180;27017;28621;28622;28623;28624;28625;33586,42513;42514;43873;46220;46221;46222;46223;46224;46225;54344;54345,42513;43873;46221;46225;54345,,,,,-1;-1;-1;-1;-1;-1;-1;-1,protein_313,quanti,quanti,quanti,quanti
SUCLG1,-0.64661478392183,0.0478756653216932,P53597;A0A494C0D1;H7C233,P53597;A0A494C0D1,3;3;1,3;3;1,3;3;1,"Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial","sp|P53597|SUCA_HUMAN Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLG1 PE=1 SV=4;tr|A0A494C0D1|A0A494C0D1_HUMAN Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial OS=Homo sapiens OX=960",3,3,3,3,3,3,2,2,3,3,2,2,3,3,2,2,11.6,11.6,11.6,36.249,346,346;211;105,0.0,3.6261,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.42285,1.3217,15.633,10,6,Leave out requantified,0.39629,0.51433,0.19861,0.25619,1.3695,1.361,0.20588,0.25165,17.669,25.853,1.2468,45.777,3,3,2,2,1,1,2,2,Plateau,Median,Median,Median,11.6,11.6,7.2,7.2,405040000,289710000,115330000,118920000,78674000,40242000,130670000,84756000,45909000,82303000,68893000,13409000,73155000,57383000,15772000,,,,314,6370;6371;8705,True;True;True,8155;8156;11103,18763;18764;18765;18766;18767;18768;25585;25586;25587;25588,30657;30658;30659;30660;30661;30662;30663;30664;30665;30666;30667;41607;41608;41609;41610;41611;41612,30657;30667;41611,,,,,-1;-1;-1,protein_315,quanti,quanti,quanti,quanti
PGM3,-19.7678850118124,9.52253046439131e-08,O95394;A0A494C0G1;H0Y987;D6RCD1;D6RC77;D6RCQ8;D6RF77;A0A494C163;A0A494C099;A0A087WT27;J3KN95;A0A494C1E2,O95394;A0A494C0G1;H0Y987;D6RCD1;D6RC77;D6RCQ8;D6RF77;A0A494C163;A0A494C099;A0A087WT27;J3KN95;A0A494C1E2,2;2;2;1;1;1;1;1;1;1;1;1,2;2;2;1;1;1;1;1;1;1;1;1,2;2;2;1;1;1;1;1;1;1;1;1,Phosphoacetylglucosamine mutase,sp|O95394|AGM1_HUMAN Phosphoacetylglucosamine mutase OS=Homo sapiens OX=9606 GN=PGM3 PE=1 SV=1;tr|A0A494C0G1|A0A494C0G1_HUMAN Phosphoacetylglucosamine mutase OS=Homo sapiens OX=9606 GN=PGM3 PE=1 SV=1;tr|H0Y987|H0Y987_HUMAN Phosphoacetylglucosamine mutase O,12,2,2,2,2,2,0,0,2,2,0,0,2,2,0,0,4.1,4.1,4.1,59.851,542,542;501;566;71;114;146;156;252;285;420;441;461,0.0,2.7973,By MS/MS,By MS/MS,,,0.36948,0.75638,14.175,4,2,Median,0.30617,0.43948,,,0.67889,0.86171,,,2.2417,5.3945,,,2,2,0,0,1,1,0,0,Median,Median,Median,Median,4.1,4.1,0.0,0.0,52268000,37015000,15253000,25629000,18524000,7104700,26640000,18491000,8148400,0,0,0,0,0,0,,,,316,10479;17153,True;True,13249;21423,30386;30387;49328;49329,49152;49153;80267;80268,49152;80268,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_317,imputed MEC,imputed MEC,quanti,quanti
CLUH,-0.172993900952964,0.780390174133573,O75153;K7EIG1;I3L2B0;A0A494C0R8;I3L318,O75153;K7EIG1;I3L2B0;A0A494C0R8,7;7;7;7;2,7;7;7;7;2,7;7;7;7;2,Clustered mitochondria protein homolog,sp|O75153|CLU_HUMAN Clustered mitochondria protein homolog OS=Homo sapiens OX=9606 GN=CLUH PE=1 SV=2;tr|K7EIG1|K7EIG1_HUMAN Clustered mitochondria protein homolog (Fragment) OS=Homo sapiens OX=9606 GN=CLUH PE=1 SV=2;tr|I3L2B0|I3L2B0_HUMAN Clustered mitocho,5,7,7,7,2,6,3,2,2,6,3,2,2,6,3,2,6.0,6.0,6.0,146.67,1309,1309;1251;1297;1348;164,0.0,20.049,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.58011,1.4427,22.196,12,8,Leave out requantified,0.5081,0.54295,0.29528,0.1221,1.3937,1.3328,0.3043,0.13271,39.361,17.602,68.452,29.414,2,5,3,2,1,2,3,2,Median,Leave out requantified,Median,Median,2.0,5.0,3.0,2.0,317490000,230510000,86976000,44200000,27921000,16279000,142140000,92332000,49805000,77781000,64732000,13048000,53371000,45527000,7843700,,,,318,1645;1953;2246;8599;13826;16455;17155,True;True;True;True;True;True;True,2092;2501;2502;2868;10971;17274;20561;21425,5057;5058;5059;5060;6015;6016;6827;25268;39520;39521;39522;47380;49331,8562;8563;8564;8565;8566;8567;8568;8569;8570;10219;10220;10221;11530;41069;63899;63900;63901;63902;77237;80270,8565;10219;11530;41069;63902;77237;80270,,,,,-1;-1;-1;-1;-1,protein_319,quanti,quanti,quanti,quanti
NOP56,2.71717885616475,0.000346657125446732,O00567;A0A494C128;H0Y653;H0YDU4;Q5JXT2,O00567;A0A494C128;H0Y653;H0YDU4,11;11;7;7;3,11;11;7;7;3,11;11;7;7;3,Nucleolar protein 56,sp|O00567|NOP56_HUMAN Nucleolar protein 56 OS=Homo sapiens OX=9606 GN=NOP56 PE=1 SV=4;tr|A0A494C128|A0A494C128_HUMAN Nucleolar protein 56 OS=Homo sapiens OX=9606 GN=NOP56 PE=1 SV=1;tr|H0Y653|H0Y653_HUMAN Nucleolar protein 56 (Fragment) OS=Homo sapiens OX=9,5,11,11,11,4,4,9,9,4,4,9,9,4,4,9,9,22.6,22.6,22.6,66.049,594,594;478;219;252;281,0.0,28.139,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.25638,0.2765,98.419,28,25,Median,0.31734,0.32859,0.15973,0.11872,0.8613,0.86183,0.16451,0.1317,7.0874,13.149,83.021,67.313,4,4,11,9,3,3,10,9,Median,Linear,Median,Median,7.4,7.1,19.2,17.5,1335500000,1167200000,168330000,89729000,67691000,22038000,85989000,63133000,22856000,589550000,515490000,74066000,570240000,520870000,49370000,,,,320,6081;8060;8653;9061;9646;10876;15908;16228;16540;17003;17293,True;True;True;True;True;True;True;True;True;True;True,7812;10317;11041;11550;12245;13732;19885;20273;20675;21231;21232;21590,18010;18011;23704;25451;25452;25453;25454;26607;28112;28113;31439;31440;45783;45784;45785;46700;46701;47649;47650;47651;47652;48911;48912;48913;48914;48915;48916;49697;49698;49699;49700,29419;29420;38626;41370;41371;41372;41373;41374;41375;43192;45425;45426;45427;50748;50749;50750;74591;74592;74593;76102;76103;77705;77706;77707;77708;77709;79636;79637;79638;79639;79640;79641;79642;79643;80887;80888;80889;80890,29420;38626;41372;43192;45427;50749;74593;76103;77707;79640;80890,,,,,-1;-1;-1;-1;-1,protein_321,quanti,quanti,quanti,quanti
ANKRD20A3;ANKRD20A1;ANKRD20A2,20.9290407659151,7.46262150473431e-05,A0A494C151;Q5VUR7;Q5TYW2;Q5SQ80;Q4UJ75,A0A494C151;Q5VUR7;Q5TYW2;Q5SQ80,3;2;2;2;1,3;2;2;2;1,3;2;2;2;1,Ankyrin repeat domain-containing protein 20A3;Ankyrin repeat domain-containing protein 20A1;Ankyrin repeat domain-containing protein 20A2,tr|A0A494C151|A0A494C151_HUMAN Ankyrin repeat domain-containing protein 20A1 (Fragment) OS=Homo sapiens OX=9606 GN=ANKRD20A1 PE=4 SV=1;sp|Q5VUR7|A20A3_HUMAN Putative ankyrin repeat domain-containing protein 20A3 OS=Homo sapiens OX=9606 GN=ANKRD20A3P PE=5 S,5,3,3,3,0,0,1,2,0,0,1,2,0,0,1,2,3.7,3.7,3.7,133.24,1160,1160;823;823;823;823,0.02236,1.2135,,,By MS/MS,By MS/MS,0.55766,0.72404,13.042,2,2,Median,,,0.58222,0.53413,,,0.66025,0.79398,,,,,0,0,1,1,0,0,1,1,Median,Median,Median,Median,0.0,0.0,1.4,2.3,235740000,184550000,51196000,0,0,0,0,0,0,21697000,14885000,6812100,214050000,169660000,44384000,,,,323,2789;6033;7892,True;True;True,3585;7758;10098,8452;17882;23168,14124;29214;37761,14124;29214;37761,188,,619,,-1;-1;-1;-1;-1,protein_324,quanti,quanti,imputed MEC,imputed MEC
TPP2,0.222233546289541,0.586533489092304,P29144;A0A494C1B8;Q5VZU9;A0A494C1S4;A0A494C0U1,P29144;A0A494C1B8;Q5VZU9;A0A494C1S4;A0A494C0U1,2;2;2;1;1,2;2;2;1;1,2;2;2;1;1,Tripeptidyl-peptidase 2,sp|P29144|TPP2_HUMAN Tripeptidyl-peptidase 2 OS=Homo sapiens OX=9606 GN=TPP2 PE=1 SV=4;tr|A0A494C1B8|A0A494C1B8_HUMAN Tripeptidyl-peptidase 2 OS=Homo sapiens OX=9606 GN=TPP2 PE=1 SV=1;tr|Q5VZU9|Q5VZU9_HUMAN Tripeptidyl-peptidase 2 OS=Homo sapiens OX=9606 G,5,2,2,2,1,1,1,2,1,1,1,2,1,1,1,2,2.3,2.3,2.3,138.35,1249,1249;1173;1262;192;1179,0.0,3.3765,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.85723,0.89424,128.54,5,4,Median,1.0281,0.83904,0.85723,0.29466,3.2692,2.1582,0.89424,0.31563,,,,140.89,1,1,1,2,0,1,1,2,Median,Median,Median,Median,1.0,1.0,1.0,2.3,151310000,74427000,76887000,33263000,13280000,19983000,35784000,16932000,18852000,35690000,15463000,20227000,46577000,28752000,17825000,,,,326,1756;9748,True;True,2233;12366,5383;28361;28362;28363;28364,9123;45820;45821;45822;45823,9123;45820,,,,,-1;-1;-1;-1;-1,protein_327,quanti,quanti,quanti,quanti
FKBP2,0.289743000813626,0.282232360515542,P26885;A0A494C1N0,P26885;A0A494C1N0,2;2,2;2,2;2,Peptidyl-prolyl cis-trans isomerase FKBP2,sp|P26885|FKBP2_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Homo sapiens OX=9606 GN=FKBP2 PE=1 SV=2;tr|A0A494C1N0|A0A494C1N0_HUMAN Peptidylprolyl isomerase OS=Homo sapiens OX=9606 GN=FKBP2 PE=1 SV=1,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,9.2,9.2,9.2,15.649,142,142;171,0.0,8.4212,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.14168,0.14872,167.14,8,5,Median,0.32056,0.43989,0.095454,0.11776,1.1599,1.185,0.10123,0.090225,,9.2145,5.099,132.04,1,2,2,3,0,0,2,3,Median,Median,Median,Plateau,8.5,9.2,9.2,9.2,401710000,327560000,74148000,73005000,55431000,17574000,117630000,77838000,39791000,97792000,88821000,8970900,113280000,105470000,7811400,,,,328,7677;9963,True;True,9798;9799;12633,22469;22470;22471;22472;28991;28992;28993;28994,36716;36717;36718;36719;46767;46768;46769;46770;46771;46772;46773;46774;46775;46776;46777,36716;46770,,,,,-1;-1,protein_329,quanti,quanti,quanti,quanti
PREP,0.409693356736877,0.16620038895307,P48147;A0A499FJL1,P48147;A0A499FJL1,3;3,3;3,3;3,Prolyl endopeptidase,sp|P48147|PPCE_HUMAN Prolyl endopeptidase OS=Homo sapiens OX=9606 GN=PREP PE=1 SV=2;tr|A0A499FJL1|A0A499FJL1_HUMAN Prolyl endopeptidase OS=Homo sapiens OX=9606 GN=PREP PE=1 SV=1,2,3,3,3,1,2,1,2,1,2,1,2,1,2,1,2,6.2,6.2,6.2,80.699,710,710;644,0.0,4.062,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.59096,1.0012,62.479,5,2,Median,0.59096,0.57494,0.27447,0.87146,1.5829,1.1044,0.31098,0.99685,,13.875,,,1,2,1,1,0,0,1,1,Median,Median,Median,Median,1.8,3.8,1.8,4.2,95911000,69526000,26385000,19439000,10971000,8468800,25028000,15977000,9050400,21230000,19341000,1889400,30213000,23237000,6976300,,,,329,15401;15606;16954,True;True;True,19205;19471;21170,44094;44762;48760;48761;48762;48763,71824;71825;72867;79428;79429;79430;79431,71825;72867;79430,,,,,-1;-1,protein_330,quanti,quanti,quanti,quanti
S100A2,1.33852387817668,0.133354587699121,A0A590UJ49;P29034;R4GN49,A0A590UJ49;P29034;R4GN49,2;1;1,2;1;1,2;1;1,Protein S100-A2,tr|A0A590UJ49|A0A590UJ49_HUMAN Protein S100 OS=Homo sapiens OX=9606 GN=S100A2 PE=1 SV=1;sp|P29034|S10A2_HUMAN Protein S100-A2 OS=Homo sapiens OX=9606 GN=S100A2 PE=1 SV=3;tr|R4GN49|R4GN49_HUMAN Protein S100-A2 OS=Homo sapiens OX=9606 GN=S100A2 PE=1 SV=1,3,2,2,2,1,1,1,2,1,1,1,2,1,1,1,2,35.1,35.1,35.1,10.985,97,97;98;64,0.0,3.9141,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.11919,0.12681,166.68,5,3,Median,0.62558,0.72122,0.11919,0.068822,1.7915,1.8502,0.12681,0.074661,,,,1.1444,1,1,1,2,0,0,1,2,Median,Median,Median,Median,17.5,17.5,17.5,35.1,215730000,180860000,34870000,24365000,15074000,9291400,40904000,23989000,16915000,32870000,30080000,2789700,117590000,111710000,5874400,,,,331,2286;3213,True;True,2924;4108,6944;6945;6946;6947;9626,11702;11703;11704;11705;11706;11707;11708;15930,11702;15930,,,,,-1;-1;-1,protein_332,quanti,quanti,quanti,quanti
SRSF6,0.278309577756598,0.271692862759139,A0A590UK80;Q13247;A0A590UJK4;A0A590UK01;A0A590UJP7;Q08170;B4DJK0;B4DUA4;A0A0D9SEM4,A0A590UK80;Q13247;A0A590UJK4;A0A590UK01;A0A590UJP7,6;5;5;5;5;1;1;1;1,6;5;5;5;5;1;1;1;1,5;4;4;4;4;0;0;0;0,Serine/arginine-rich splicing factor 6,tr|A0A590UK80|A0A590UK80_HUMAN Uncharacterized protein (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=1;sp|Q13247|SRSF6_HUMAN Serine/arginine-rich splicing factor 6 OS=Homo sapiens OX=9606 GN=SRSF6 PE=1 SV=2;tr|A0A590UJK4|A0A590UJK4_HUMAN Serine/arginine-rich-,9,6,6,5,4,3,5,5,4,3,5,5,3,2,4,4,6.1,6.1,5.2,120.93,1090,1090;344;226;273;276;494;124;138;378,0.0,32.644,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.31265,1.0441,29.33,16,11,Leave out requantified,0.30062,0.36285,0.097398,0.045051,1.0882,1.1044,0.10609,0.067735,35.804,21.44,35.124,59.477,4,3,5,4,1,1,5,4,Leave out requantified,Plateau,Median,Median,3.9,2.7,4.5,4.9,2407100000,2018400000,388730000,535150000,401600000,133550000,588820000,418050000,170770000,672370000,621010000,51358000,610800000,577750000,33049000,,,,335,1044;2292;3687;8783;10366;14609,True;True;True;True;True;True,1340;2930;4680;11203;11204;13116;18239,3215;3216;6954;6955;6956;6957;10842;10843;25827;25828;25829;25830;25831;25832;30084;41854;41855;41856;41857,5369;5370;5371;5372;11719;11720;11721;11722;17777;17778;17779;42019;42020;42021;42022;42023;42024;42025;42026;42027;42028;48620;68102;68103;68104;68105;68106;68107;68108;68109;68110;68111;68112,5370;11719;17779;42027;48620;68102,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_336,quanti,quanti,quanti,quanti
SAE1,-21.3351441283029,5.84118762552464e-07,Q9UBE0;A0A590UK93;A0A590UKC5;M0QZS6;B3KNJ4;M0R375;A0A590UKA0;M0QX65,Q9UBE0;A0A590UK93;A0A590UKC5;M0QZS6;B3KNJ4;M0R375;A0A590UKA0;M0QX65,2;2;2;2;2;1;1;1,2;2;2;2;2;1;1;1,2;2;2;2;2;1;1;1,"SUMO-activating enzyme subunit 1;SUMO-activating enzyme subunit 1, N-terminally processed",sp|Q9UBE0|SAE1_HUMAN SUMO-activating enzyme subunit 1 OS=Homo sapiens OX=9606 GN=SAE1 PE=1 SV=1;tr|A0A590UK93|A0A590UK93_HUMAN SUMO-activating enzyme subunit 1 OS=Homo sapiens OX=9606 GN=SAE1 PE=1 SV=1;tr|A0A590UKC5|A0A590UKC5_HUMAN SUMO-activating enzyme ,8,2,2,2,2,2,0,0,2,2,0,0,2,2,0,0,9.0,9.0,9.0,38.449,346,346;210;235;265;299;50;127;205,0.0092497,1.6028,By MS/MS,By MS/MS,,,0.39356,1.1259,13.66,4,1,Median,0.37664,0.44764,,,1.0965,1.1259,,,22.663,6.2593,,,2,2,0,0,0,1,0,0,Median,Median,Median,Median,9.0,9.0,0.0,0.0,165730000,119030000,46702000,58294000,36406000,21888000,107440000,82624000,24814000,0,0,0,0,0,0,,,,336,5057;10106,True;True,6450;12815,14872;14873;29404;29405,24391;24392;47481,24392;47481,,,,,-1;-1;-1;-1;-1;-1;-1;-1,protein_337,imputed MEC,imputed MEC,quanti,quanti
AMPD2,-0.504865440234081,0.291619057017119,Q01433;A0A5F9UK94;H0Y360;A0A590UK85;A0A590UJY6;E9PJF6;A0A590UJX5,Q01433;A0A5F9UK94;H0Y360;A0A590UK85;A0A590UJY6,7;7;7;4;4;1;1,7;7;7;4;4;1;1,7;7;7;4;4;1;1,AMP deaminase 2,sp|Q01433|AMPD2_HUMAN AMP deaminase 2 OS=Homo sapiens OX=9606 GN=AMPD2 PE=1 SV=2;tr|A0A5F9UK94|A0A5F9UK94_HUMAN AMP deaminase OS=Homo sapiens OX=9606 GN=AMPD2 PE=1 SV=1;tr|H0Y360|H0Y360_HUMAN AMP deaminase OS=Homo sapiens OX=9606 GN=AMPD2 PE=1 SV=2;tr|A0A5,7,7,7,7,3,3,3,2,3,3,3,2,3,3,3,2,9.0,9.0,9.0,100.69,879,879;825;836;564;660;103;183,0.0,10.11,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.29828,0.82449,10.554,11,8,Leave out requantified,0.29828,0.3116,3.8171,1.2611,0.82449,0.8589,5.4609,1.5208,26.402,8.403,295.1,131.27,3,4,2,2,1,3,2,2,Median,Median,Median,Median,3.8,3.5,3.6,2.5,920230000,312290000,607940000,72817000,53149000,19668000,169460000,121050000,48409000,492440000,80231000,412210000,185520000,57865000,127660000,,,,338,4660;9735;11619;16732;17201;17243;17282,True;True;True;True;True;True;True,5910;12350;14617;20912;21475;21529;21576,13621;28331;28332;28333;33411;48210;48211;49440;49441;49565;49664;49665,22434;45778;45779;45780;54058;78584;78585;80457;80458;80459;80696;80822;80823,22434;45779;54058;78584;80458;80696;80822,,,,,-1;-1;-1;-1;-1;-1;-1,protein_339,quanti,quanti,quanti,quanti
ASL,-19.2091557474612,1.24771831726209e-07,P04424;A0A5F9ZHC6;A0A5F9ZHM8,P04424;A0A5F9ZHC6;A0A5F9ZHM8,2;2;2,2;2;2,2;2;2,Argininosuccinate lyase,sp|P04424|ARLY_HUMAN Argininosuccinate lyase OS=Homo sapiens OX=9606 GN=ASL PE=1 SV=4;tr|A0A5F9ZHC6|A0A5F9ZHC6_HUMAN Argininosuccinate lyase OS=Homo sapiens OX=9606 GN=ASL PE=1 SV=1;tr|A0A5F9ZHM8|A0A5F9ZHM8_HUMAN Argininosuccinate lyase (Fragment) OS=Homo ,3,2,2,2,1,1,1,0,1,1,1,0,1,1,1,0,4.3,4.3,4.3,51.657,464,464;163;347,0.0,2.9827,By MS/MS,By MS/MS,By MS/MS,,0.33279,0.75765,8.0473,2,2,Median,0.30947,0.35786,,,0.71574,0.80202,,,,,,,1,1,0,0,1,1,0,0,Median,Median,Median,Median,2.4,2.4,1.9,0.0,35022000,25671000,9351000,14089000,10213000,3876200,20933000,15458000,5474800,0,0,0,0,0,0,,,,340,1655;4014,True;True,2102;5078,5080;5081;11755,8595;8596;19269,8596;19269,,,,,-1;-1;-1,protein_341,imputed MEC,imputed MEC,quanti,quanti
