Gene_names,TRPC4AP_vs_BirA_logFC,TRPC4AP_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_TRCP4AC_N1,Peptides_TRCP4AC_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_TRCP4AC_N1,Razor___unique_peptides_TRCP4AC_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_TRCP4AC_N1,Unique_peptides_TRCP4AC_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_TRCP4AC_N1,Identification_type_TRCP4AC_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_TRCP4AC_N1,Ratio_H_L_TRCP4AC_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_TRCP4AC_N1,Ratio_H_L_normalized_TRCP4AC_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____TRCP4AC_N1,Ratio_H_L_variability_____TRCP4AC_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_TRCP4AC_N1,Ratio_H_L_count_TRCP4AC_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_TRCP4AC_N1,Ratio_H_L_iso_count_TRCP4AC_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_TRCP4AC_N1,Ratio_H_L_type_TRCP4AC_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_TRCP4AC_N1____,Sequence_coverage_TRCP4AC_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_TRCP4AC_N1,Intensity_L_TRCP4AC_N1,Intensity_H_TRCP4AC_N1,Intensity_TRCP4AC_N2,Intensity_L_TRCP4AC_N2,Intensity_H_TRCP4AC_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_TRCP4AC_N1,metacell_Intensity_L_TRCP4AC_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
ATXN2L,0.180568673762497,0.784926376097052,Q8WWM7;H3BUF6,Q8WWM7;H3BUF6,3;2,3;2,3;2,Ataxin-2-like protein,sp|Q8WWM7|ATX2L_HUMAN Ataxin-2-like protein OS=Homo sapiens OX=9606 GN=ATXN2L PE=1 SV=2;tr|H3BUF6|H3BUF6_HUMAN Ataxin-2-like protein OS=Homo sapiens OX=9606 GN=ATXN2L PE=1 SV=1,2,3,3,3,1,1,3,1,1,1,3,1,1,1,3,1,5.1,5.1,5.1,113.37,1075,1075;1068,0.0,4.2849,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.45065,0.84007,32.56,6,2,Leave out requantified,0.33361,0.6111,0.43352,0.43755,1.0139,1.4692,0.84007,0.8918,,,7.0422,,1,1,3,1,1,0,1,0,Median,Median,Median,Median,2.1,2.1,5.1,1.3,147590000,93305000,54281000,28081000,21165000,6915500,24850000,13287000,11563000,77616000,47040000,30575000,17040000,11813000,5227300,,,,2137,5912;6947;14344,True;True;True,6187;7273;14974,17545;17546;20578;42160;42161;42162,35510;35511;41685;84821;84822;84823;84824,35511;41685;84821,,,,,-1;-1,protein_2138,quanti,quanti,quanti,quanti
PSPC1,2.77047436152049,0.00165304698656742,Q8WXF1;X6RDA4,Q8WXF1;X6RDA4,5;4,5;4,5;4,Paraspeckle component 1,sp|Q8WXF1|PSPC1_HUMAN Paraspeckle component 1 OS=Homo sapiens OX=9606 GN=PSPC1 PE=1 SV=1;tr|X6RDA4|X6RDA4_HUMAN Paraspeckle component 1 (Fragment) OS=Homo sapiens OX=9606 GN=PSPC1 PE=1 SV=1,2,5,5,5,1,2,4,5,1,2,4,5,1,2,4,5,15.5,15.5,15.5,58.743,523,523;248,0.0,7.9418,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.29314,0.6175,12.499,12,2,Leave out requantified,0.19899,0.34349,0.28805,0.28041,0.50371,0.71002,0.62716,0.60231,,12.223,24.445,15.099,1,2,4,5,0,0,0,2,Median,Median,Leave out requantified,Leave out requantified,4.4,7.5,12.4,15.5,443310000,332400000,110910000,17242000,11849000,5393100,33062000,25318000,7743900,213690000,165080000,48606000,179320000,130160000,49167000,,,,2139,3497;3513;8374;11238;14235,True;True;True;True;True,3650;3667;8769;11747;14864,10279;10280;10323;10324;24919;24920;33217;33218;33219;33220;41854;41855,20719;20720;20797;20798;20799;20800;50373;50374;66610;66611;66612;66613;66614;66615;66616;66617;66618;66619;66620;66621;66622;84153;84154,20720;20798;50374;66620;84154,,,,,-1;-1,protein_2140,quanti,quanti,quanti,quanti
DNAJC9,0.0147265345583314,0.972601468717697,Q8WXX5,Q8WXX5,3,3,3,DnaJ homolog subfamily C member 9,sp|Q8WXX5|DNJC9_HUMAN DnaJ homolog subfamily C member 9 OS=Homo sapiens OX=9606 GN=DNAJC9 PE=1 SV=1,1,3,3,3,1,1,2,1,1,1,2,1,1,1,2,1,17.7,17.7,17.7,29.909,260,260,0.0,3.6464,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.42097,0.90523,16.878,5,2,Median,0.26657,0.3419,0.52048,0.42097,0.77135,0.88283,1.1109,0.90523,,,11.82,,1,1,2,1,0,0,1,1,Median,Median,Median,Median,8.8,8.8,8.8,4.2,173550000,107760000,65789000,25559000,18763000,6796300,41714000,25470000,16244000,84202000,47839000,36363000,22071000,15685000,6385900,,,,2142,3115;11069;16451,True;True;True,3252;11571;17167,9269;32730;32731;48535;48536,18811;65543;65544;97957;97958;97959;97960,18811;65543;97957,,,,,-1,protein_2143,quanti,quanti,quanti,quanti
H1FX,2.0243089814367,0.0220076062598365,Q92522,Q92522,4,4,4,Histone H1x,sp|Q92522|H1X_HUMAN Histone H1.10 OS=Homo sapiens OX=9606 GN=H1-10 PE=1 SV=1,1,4,4,4,1,2,3,4,1,2,3,4,1,2,3,4,24.4,24.4,24.4,22.487,213,213,0.0,76.438,By MS/MS,By MS/MS,By MS/MS,By MS/MS,1.1506,2.2886,21.581,9,3,Leave out requantified,1.2452,1.4591,1.1304,1.0614,3.8723,3.7355,2.4414,2.4002,,49.476,9.141,21.426,1,2,2,4,0,1,0,2,Median,Median,Median,Median,5.6,14.1,19.2,24.4,544840000,251170000,293670000,29412000,13638000,15774000,74335000,29905000,44430000,191550000,83943000,107610000,249540000,123690000,125860000,,,,2145,1304;7859;13625;17205,True;True;True;True,1366;8227;14231;17945,3984;3985;3986;3987;23248;23249;40004;40005;40006;50659;50660,8117;8118;8119;8120;8121;8122;8123;8124;8125;8126;8127;8128;8129;46993;46994;46995;79992;79993;79994;79995;79996;102185;102186;102187;102188,8122;46995;79995;102188,,,,,-1,protein_2146,quanti,quanti,quanti,quanti
NDRG1,3.51681155753459,0.00590231624506133,Q92597;E5RJY1;E7ESM1;E5RIM2;E5RIR1;E5RGM5;E5RIV1;E5RG99;E5RI76;E5RH82;E5RK17,Q92597;E5RJY1;E7ESM1;E5RIM2,6;3;3;3;2;2;2;1;1;1;1,6;3;3;3;2;2;2;1;1;1;1,6;3;3;3;2;2;2;1;1;1;1,Protein NDRG1,sp|Q92597|NDRG1_HUMAN Protein NDRG1 OS=Homo sapiens OX=9606 GN=NDRG1 PE=1 SV=1;tr|E5RJY1|E5RJY1_HUMAN Protein NDRG1 OS=Homo sapiens OX=9606 GN=NDRG1 PE=1 SV=1;tr|E7ESM1|E7ESM1_HUMAN Protein NDRG1 OS=Homo sapiens OX=9606 GN=NDRG1 PE=1 SV=1;tr|E5RIM2|E5RIM2_,11,6,6,6,1,1,4,5,1,1,4,5,1,1,4,5,30.2,30.2,30.2,42.835,394,394;103;141;216;158;165;193;100;133;156;167,0.0,12.605,By matching,By MS/MS,By MS/MS,By MS/MS,0.33687,0.71419,16.114,15,3,Leave out requantified,0.67164,0.9655,0.32511,0.33384,1.2622,2.4849,0.68547,0.70005,,,11.2,14.786,1,1,5,8,0,1,1,1,Median,Median,Leave out requantified,Leave out requantified,4.1,3.6,18.8,26.6,458300000,319580000,138720000,7670400,5259200,2411200,35205000,20366000,14839000,213370000,150780000,62591000,202060000,143180000,58881000,,,,2147,3481;5095;12777;12819;13851;16777,True;True;True;True;True;True,3631;3632;5308;13359;13401;14466;17499,10228;10229;14952;14953;14954;37570;37571;37675;37676;37677;37678;37679;40704;49425;49426,20620;20621;30209;30210;30211;30212;30213;30214;30215;75193;75194;75195;75368;75369;75370;75371;75372;75373;75374;75375;75376;75377;81434;99702;99703;99704,20621;30209;75193;75369;81434;99702,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_2148,quanti,quanti,quanti,quanti
HSPH1,0.436527838741199,0.176485809280643,Q92598;R4GN69,Q92598,35;7,31;7,8;4,Heat shock protein 105 kDa,sp|Q92598|HS105_HUMAN Heat shock protein 105 kDa OS=Homo sapiens OX=9606 GN=HSPH1 PE=1 SV=1,2,35,31,8,18,17,25,22,16,16,22,19,6,5,5,4,44.6,41.5,11.7,96.864,858,858;115,0.0,185.74,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.46035,1.1105,25.372,83,17,Leave out requantified,0.2992,0.37984,0.50274,0.47475,0.95156,0.99422,1.1494,1.1658,46.693,18.264,20.211,16.926,16,18,27,22,6,6,3,2,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,21.8,23.7,38.5,31.7,7240800000,4829300000,2411500000,893040000,676720000,216320000,1557700000,1109400000,448270000,2930500000,1968500000,962040000,1859500000,1074600000,784900000,,,,2148,517;606;607;2273;2487;3598;3717;4001;4240;4241;4388;4389;5115;5926;6433;6468;8831;9139;9224;9235;10339;10455;10456;10913;11347;11348;11706;12112;12971;13322;13655;13680;13681;13724;15663,True;True;True;True;True;True;True;True;True;True;False;False;True;True;True;True;True;True;True;True;True;False;False;True;True;True;True;True;True;True;True;True;True;True;True,538;632;633;2377;2600;3754;3874;4164;4408;4409;4563;4564;5328;6202;6729;6769;9245;9561;9647;9658;10801;10921;10922;10923;11413;11858;11859;12247;12665;13558;13921;14265;14290;14291;14334;16348,1476;1709;1710;1711;1712;1713;1714;6909;7574;7575;7576;7577;10559;10560;10561;10892;10893;10894;10895;11636;11637;12318;12319;12320;12321;12749;12750;12751;12752;12753;12754;14996;17585;17586;19079;19080;19081;19082;19083;19205;19206;26388;26389;27251;27472;27489;27490;30619;30620;30621;30941;30942;30943;30944;30945;30946;30947;32271;32272;32273;33558;33559;33560;33561;33562;34561;34562;35643;35644;35645;35646;38123;38124;38125;39165;39166;39167;40109;40110;40111;40112;40113;40114;40203;40204;40205;40206;40207;40208;40209;40326;40327;46183;46184;46185;46186,2906;3362;3363;3364;3365;3366;3367;3368;3369;3370;3371;3372;3373;3374;14040;15502;15503;15504;15505;15506;15507;15508;15509;15510;15511;21247;21248;21249;21250;21251;21252;21253;21254;21890;21891;21892;21893;21894;21895;21896;21897;21898;21899;21900;21901;21902;21903;21904;21905;21906;21907;21908;23385;23386;23387;23388;24749;24750;24751;24752;24753;24754;24755;24756;24757;24758;25697;25698;25699;25700;25701;25702;25703;25704;25705;25706;25707;25708;25709;25710;25711;25712;25713;25714;25715;25716;30278;30279;35593;35594;38748;38749;38750;38751;38752;38753;38754;38958;38959;38960;38961;38962;53285;53286;53287;55005;55397;55398;55413;61429;61430;61431;61432;61433;61434;61435;62047;62048;62049;62050;62051;62052;62053;62054;62055;62056;64642;64643;64644;64645;64646;64647;64648;64649;67320;67321;67322;67323;67324;67325;67326;67327;67328;67329;67330;69370;69371;69372;71377;71378;71379;71380;71381;71382;71383;71384;71385;71386;71387;71388;71389;71390;71391;71392;76327;76328;76329;78348;78349;78350;78351;78352;78353;78354;80227;80228;80229;80230;80231;80232;80233;80234;80235;80236;80237;80238;80239;80240;80241;80242;80243;80244;80443;80444;80445;80446;80447;80448;80449;80450;80451;80452;80453;80454;80662;80663;93137;93138;93139;93140;93141;93142;93143;93144;93145;93146;93147;93148;93149;93150,2906;3364;3374;14040;15505;21250;21897;23386;24750;24755;25699;25716;30278;35593;38750;38962;53285;55005;55397;55413;61430;62047;62052;64648;67320;67323;69371;71385;76327;78350;80233;80448;80454;80662;93147,,3,,621,-1;-1,protein_2149,quanti,quanti,quanti,quanti
GCN1L1,-2.42948759503135,0.0570817364338778,Q92616,Q92616,17,17,17,Translational activator GCN1,sp|Q92616|GCN1_HUMAN eIF-2-alpha kinase activator GCN1 OS=Homo sapiens OX=9606 GN=GCN1 PE=1 SV=6,1,17,17,17,11,11,2,3,11,11,2,3,11,11,2,3,7.9,7.9,7.9,292.75,2671,2671,0.0,73.591,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.35549,0.85957,33.742,27,11,Leave out requantified,0.26036,0.34385,0.42695,0.51835,0.83613,0.94714,0.76506,1.0614,26.072,55.402,10.592,19.829,11,11,2,3,6,4,0,1,Leave out requantified,Leave out requantified,Median,Median,5.1,4.8,1.2,1.4,642220000,434440000,207790000,208880000,148420000,60460000,292250000,191070000,101180000,32916000,20082000,12834000,108170000,74860000,33309000,,,,2149,64;1155;1211;1681;1971;2117;4196;5682;9150;9187;9196;9231;10127;10494;13158;13591;16328,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,64;1206;1265;1755;2061;2208;4363;5925;9572;9610;9619;9654;10581;10968;13750;14196;17040,147;148;3457;3657;3658;5212;5213;6099;6509;6510;6511;6512;12188;16667;16668;27282;27376;27404;27481;27482;30035;31062;31063;38689;39916;48177;48178,251;252;253;254;255;6905;7311;7312;10685;10686;10687;12530;12531;13339;13340;13341;13342;13343;13344;24460;33646;33647;33648;55070;55221;55282;55408;60306;62277;62278;77418;79819;97275;97276;97277,252;6905;7312;10686;12530;13344;24460;33647;55070;55221;55282;55408;60306;62277;77418;79819;97277,,,,,-1,protein_2150,quanti,quanti,quanti,quanti
ANP32B,21.9405952340195,1.12960986988466e-07,Q92688,Q92688,5,4,4,Acidic leucine-rich nuclear phosphoprotein 32 family member B,sp|Q92688|AN32B_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member B OS=Homo sapiens OX=9606 GN=ANP32B PE=1 SV=1,1,5,4,4,0,0,4,3,0,0,3,3,0,0,3,3,22.3,22.3,22.3,28.787,251,251,0.0,5.2112,,,By MS/MS,By MS/MS,0.35183,0.81094,23.699,6,0,Leave out requantified,,,0.34514,0.35865,,,0.81547,0.77373,,,21.667,34.076,0,0,3,3,0,0,0,0,Median,Median,Leave out requantified,Leave out requantified,0.0,0.0,22.3,13.9,327200000,240640000,86564000,0,0,0,0,0,0,229600000,163740000,65862000,97605000,76904000,20701000,,,,2151,6125;6126;8746;12961;12963,True;True;True;False;True,6402;6403;9155;13548;13550,18083;18084;18085;26110;26111;26112;38090;38091;38096,36552;36553;36554;36555;52826;52827;52828;76246;76247;76269;76270;76271;76272;76273,36552;36553;52828;76246;76273,,,,,-1,protein_2152,quanti,quanti,imputed MEC,imputed MEC
TFG,2.31612409600249,0.00217723896444265,Q92734;C9JTY3;C9JUE0;C9JJP5,Q92734;C9JTY3;C9JUE0;C9JJP5,3;2;2;2,3;2;2;2,3;2;2;2,Protein TFG,sp|Q92734|TFG_HUMAN Protein TFG OS=Homo sapiens OX=9606 GN=TFG PE=1 SV=2;tr|C9JTY3|C9JTY3_HUMAN Protein TFG (Fragment) OS=Homo sapiens OX=9606 GN=TFG PE=1 SV=1;tr|C9JUE0|C9JUE0_HUMAN Protein TFG (Fragment) OS=Homo sapiens OX=9606 GN=TFG PE=1 SV=1;tr|C9JJP5,4,3,3,3,1,1,3,3,1,1,3,3,1,1,3,3,13.8,13.8,13.8,43.447,400,400;128;157;181,0.0,12.597,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.40063,0.91574,58.324,8,4,Leave out requantified,0.49587,0.94574,0.40063,0.39691,1.6333,2.4348,0.91574,0.90373,,,5.7052,21.223,1,1,3,3,1,0,1,2,Median,Median,Median,Median,4.2,4.2,13.8,13.8,431460000,285940000,145520000,36293000,23050000,13243000,34174000,16742000,17432000,212310000,143680000,68635000,148690000,102470000,46214000,,,,2152,9786;11377;12148,True;True;True,10227;11890;12706,28991;28992;33651;33652;33653;33654;35798;35799,58178;58179;58180;58181;67519;67520;67521;67522;67523;71698;71699;71700;71701;71702,58179;67520;71700,,,,,-1;-1;-1;-1,protein_2153,quanti,quanti,quanti,quanti
UFD1L,-1.67939823751399,0.00171333177614576,Q92890;C9IZG3,Q92890;C9IZG3,2;1,2;1,2;1,Ubiquitin fusion degradation protein 1 homolog,sp|Q92890|UFD1_HUMAN Ubiquitin recognition factor in ER-associated degradation protein 1 OS=Homo sapiens OX=9606 GN=UFD1 PE=1 SV=3;tr|C9IZG3|C9IZG3_HUMAN Ubiquitin recognition factor in ER-associated degradation protein 1 (Fragment) OS=Homo sapiens OX=9606,2,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,11.4,11.4,11.4,34.5,307,307;190,0.0,7.4469,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.97762,2.4208,8.4939,9,0,Leave out requantified,0.75193,0.99822,1.5653,1.1316,2.4811,2.5411,2.9787,2.2084,11.975,24.36,23.651,0.091269,2,3,2,2,0,0,0,0,Median,Plateau,Median,Median,11.4,11.4,4.2,4.2,247890000,124890000,123000000,75946000,40113000,35833000,90718000,49899000,40818000,51513000,19449000,32064000,29716000,15433000,14283000,,,,2157,7832;10362,True;True,8198;10828,23151;23152;30692;30693;30694;30695;30696;30697;30698,46791;46792;46793;46794;46795;61578;61579;61580;61581;61582;61583;61584;61585;61586;61587;61588;61589;61590;61591;61592;61593;61594;61595;61596;61597,46792;61597,,,,,-1;-1,protein_2158,quanti,quanti,quanti,quanti
UPF1,-0.336720110941673,0.434923948638224,Q92900,Q92900,10,10,10,Regulator of nonsense transcripts 1,sp|Q92900|RENT1_HUMAN Regulator of nonsense transcripts 1 OS=Homo sapiens OX=9606 GN=UPF1 PE=1 SV=2,1,10,10,10,8,5,5,4,8,5,5,4,8,5,5,4,10.9,10.9,10.9,124.34,1129,1129,0.0,26.77,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.42428,0.98291,38.179,20,6,Leave out requantified,0.30569,0.41689,0.52186,0.63591,0.74805,0.92955,1.0616,1.4782,36.285,7.5282,27.666,47.166,7,4,5,4,3,1,2,0,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,8.9,4.8,5.6,4.0,476030000,310170000,165870000,127620000,91898000,35724000,92775000,61301000,31474000,166980000,105430000,61557000,88656000,51541000,37115000,,,,2158,659;2114;2823;3948;5100;6000;9229;10011;13372;14754,True;True;True;True;True;True;True;True;True;True,688;2205;2950;4110;5313;6277;9652;10462;13971;15395,1869;1870;6492;6493;6494;6495;8482;8483;11501;11502;14965;14966;14967;14968;17789;17790;27478;27479;29716;29717;29718;39301;43343;43344,3707;3708;3709;13311;13312;13313;13314;13315;17294;17295;23083;23084;30235;30236;30237;30238;30239;35993;35994;55405;55406;59678;59679;59680;78595;87265;87266;87267,3707;13313;17295;23083;30236;35994;55405;59679;78595;87266,,,,,-1,protein_2159,quanti,quanti,quanti,quanti
COPS5,0.802952495634351,0.0607806430642256,Q92905,Q92905,2,2,2,COP9 signalosome complex subunit 5,sp|Q92905|CSN5_HUMAN COP9 signalosome complex subunit 5 OS=Homo sapiens OX=9606 GN=COPS5 PE=1 SV=4,1,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,5.1,5.1,5.1,37.578,334,334,0.0,3.7396,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.46271,0.88613,88.711,5,2,Median,0.34859,0.47487,0.1847,0.46511,0.76685,0.88613,0.3308,0.94796,,,142.1,,1,1,2,1,0,1,1,0,Median,Median,Median,Median,2.4,2.4,5.1,2.4,74284000,51584000,22701000,10676000,7570900,3105100,11141000,7719200,3421600,35342000,25607000,9735500,17125000,10687000,6438400,,,,2159,6891;16698,True;True,7212;17420,20410;20411;20412;20413;49247,41343;41344;41345;41346;99369,41344;99369,,,,,-1,protein_2160,quanti,quanti,quanti,quanti
SMARCC1,-0.382985731394964,0.690404495702695,Q92922;F8WE13,Q92922;F8WE13,4;2,4;2,3;2,SWI/SNF complex subunit SMARCC1,sp|Q92922|SMRC1_HUMAN SWI/SNF complex subunit SMARCC1 OS=Homo sapiens OX=9606 GN=SMARCC1 PE=1 SV=3;tr|F8WE13|F8WE13_HUMAN SWI/SNF complex subunit SMARCC1 OS=Homo sapiens OX=9606 GN=SMARCC1 PE=1 SV=1,2,4,4,3,2,3,3,1,2,3,3,1,1,2,2,0,5.9,5.9,4.8,122.87,1105,1105;133,0.0,6.9127,By MS/MS,By MS/MS,By MS/MS,By matching,0.53656,1.1817,29.395,9,1,Leave out requantified,0.44966,0.5869,0.53656,0.56854,1.0356,1.3802,1.1599,1.1612,18.67,43.064,13.663,,2,3,3,1,0,0,1,0,Median,Leave out requantified,Median,Median,3.9,4.6,5.2,1.1,191720000,124620000,67105000,26182000,17189000,8993100,55502000,34260000,21242000,95020000,64970000,30050000,15020000,8200000,6820200,,,,2160,17;120;601;13144,True;True;True;True,17;121;626;13736,42;43;44;310;1697;38640;38641;38642;38643,78;79;80;81;82;83;84;85;86;87;88;613;614;3346;77309;77310;77311;77312,81;613;3346;77311,,,,,-1;-1,protein_2161,quanti,quanti,quanti,quanti
TNPO1,-2.2095956061318,0.0101490965851946,Q92973;O14787;A0A075B780;K7ENW1;K7ESC1;E7EW37;S4R398,Q92973,8;3;3;2;2;2;1,8;3;3;2;2;2;1,8;3;3;2;2;2;1,Transportin-1,sp|Q92973|TNPO1_HUMAN Transportin-1 OS=Homo sapiens OX=9606 GN=TNPO1 PE=1 SV=2,7,8,8,8,7,7,1,4,7,7,1,4,7,7,1,4,12.6,12.6,12.6,102.35,898,898;897;766;85;109;136;193,0.0,17.046,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.38348,0.9724,17.148,20,6,Leave out requantified,0.32216,0.38242,0.60478,0.54243,0.92493,0.99861,1.3846,1.6235,17.407,28.62,,25.279,8,8,1,3,2,3,0,1,Leave out requantified,Leave out requantified,Median,Plateau,8.8,11.2,1.3,5.5,581130000,400790000,180340000,172890000,129930000,42965000,263630000,185810000,77817000,57353000,34007000,23346000,87259000,51047000,36212000,,,,2162,8698;11940;12756;13122;13123;13223;14306;14685,True;True;True;True;True;True;True;True,9102;12488;13338;13713;13714;13817;14936;15323,25930;25931;25932;35185;37502;37503;38578;38579;38580;38581;38582;38583;38584;38878;38879;38880;42062;42063;42064;42065;43145,52403;52404;52405;70481;75048;75049;75050;75051;77213;77214;77215;77216;77217;77218;77219;77220;77768;77769;77770;77771;77772;84601;84602;84603;84604;84605;84606;84607;84608;84609;84610;84611;84612;86836,52404;70481;75051;77215;77220;77770;84605;86836,,,,,-1;-1;-1;-1;-1;-1;-1,protein_2163,quanti,quanti,quanti,quanti
MYDGF,0.813188572823876,0.0574237831673688,Q969H8;M0QXF7;M0QYN0,Q969H8;M0QXF7;M0QYN0,5;4;4,5;4;4,5;4;4,Myeloid-derived growth factor,sp|Q969H8|MYDGF_HUMAN Myeloid-derived growth factor OS=Homo sapiens OX=9606 GN=MYDGF PE=1 SV=1;tr|M0QXF7|M0QXF7_HUMAN Myeloid-derived growth factor (Fragment) OS=Homo sapiens OX=9606 GN=MYDGF PE=1 SV=1;tr|M0QYN0|M0QYN0_HUMAN Myeloid-derived growth factor O,3,5,5,5,3,3,4,3,3,3,4,3,3,3,4,3,32.4,32.4,32.4,18.795,173,173;84;189,0.0,23.502,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.34401,1.0464,20.723,11,4,Leave out requantified,0.34422,0.38324,0.47806,0.39437,1.1943,1.002,1.147,1.0061,14.589,11.539,43.643,40.112,3,3,3,2,1,1,2,0,Median,Median,Plateau,Median,14.5,14.5,30.1,23.1,920760000,677860000,242900000,138910000,100620000,38296000,143550000,99830000,43718000,435600000,334990000,100600000,202710000,142420000,60286000,,,,2167,3292;4303;13784;13785;13861,True;True;True;True;True,3434;4473;14395;14396;14476,9701;9702;12513;12514;12515;40503;40504;40505;40506;40507;40508;40738;40739,19579;19580;19581;19582;19583;19584;19585;19586;25194;25195;25196;25197;25198;25199;81046;81047;81048;81049;81050;81051;81052;81053;81054;81055;81056;81057;81058;81059;81060;81508;81509;81510;81511,19580;25199;81047;81055;81511,,,,,-1;-1;-1,protein_2168,quanti,quanti,quanti,quanti
SYAP1,19.1158556791094,7.29926314176157e-08,Q96A49,Q96A49,2,2,2,Synapse-associated protein 1,sp|Q96A49|SYAP1_HUMAN Synapse-associated protein 1 OS=Homo sapiens OX=9606 GN=SYAP1 PE=1 SV=1,1,2,2,2,0,0,2,2,0,0,2,2,0,0,2,2,4.5,4.5,4.5,39.933,352,352,0.0050684,1.4899,,,By MS/MS,By MS/MS,0.65566,1.1872,27.711,4,0,Leave out requantified,,,0.71743,0.5992,,,1.2843,1.0974,,,31.909,23.514,0,0,2,2,0,0,0,0,Median,Median,Median,Median,0.0,0.0,4.5,4.5,57441000,32653000,24787000,0,0,0,0,0,0,35879000,20290000,15589000,21562000,12364000,9198000,,,,2172,2365;2366,True;True,2475;2476,7229;7230;7231;7232,14829;14830;14831,14829;14830,,,,,-1,protein_2173,quanti,quanti,imputed MEC,imputed MEC
