Gene_names,KATNB1_vs_zBirA_logFC,KATNB1_vs_zBirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_KATNB1_N1,Peptides_KATNB1_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_KATNB1_N1,Razor___unique_peptides_KATNB1_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_KATNB1_N1,Unique_peptides_KATNB1_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_KATNB1_N1,Identification_type_KATNB1_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_KATNB1_N1,Ratio_H_L_KATNB1_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_KATNB1_N1,Ratio_H_L_normalized_KATNB1_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____KATNB1_N1,Ratio_H_L_variability_____KATNB1_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_KATNB1_N1,Ratio_H_L_count_KATNB1_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_KATNB1_N1,Ratio_H_L_iso_count_KATNB1_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_KATNB1_N1,Ratio_H_L_type_KATNB1_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_KATNB1_N1____,Sequence_coverage_KATNB1_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_KATNB1_N1,Intensity_L_KATNB1_N1,Intensity_H_KATNB1_N1,Intensity_KATNB1_N2,Intensity_L_KATNB1_N2,Intensity_H_KATNB1_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_KATNB1_N1,metacell_Intensity_L_KATNB1_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
DFFA,2.97059899784379,0.00423257691937885,O00273;K7ERT1,O00273;K7ERT1,8;4,8;4,8;4,DNA fragmentation factor subunit alpha,sp|O00273|DFFA_HUMAN DNA fragmentation factor subunit alpha OS=Homo sapiens OX=9606 GN=DFFA PE=1 SV=1;tr|K7ERT1|K7ERT1_HUMAN DNA fragmentation factor subunit alpha OS=Homo sapiens OX=9606 GN=DFFA PE=1 SV=1,2,8,8,8,1,1,6,7,1,1,6,7,1,1,6,7,27.5,27.5,27.5,36.521,331,331;159,0.0,13.471,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.77674,1.3737,31.339,18,8,Leave out requantified,0.43984,0.51669,0.71402,0.78148,1.036,1.1665,1.3155,1.3737,,8.6419,29.023,31.82,1,2,7,8,1,2,1,4,Median,Median,Leave out requantified,Leave out requantified,4.8,4.8,19.9,27.5,983450000,561040000,422410000,15070000,10316000,4753400,42923000,27549000,15374000,560530000,309380000,251150000,364930000,213800000,151130000,,,,1060,88;318;4078;5265;11729;11730;11792;12846,True;True;True;True;True;True;True;True,89;337;4355;5602;12586;12587;12651;13772,221;222;852;853;11431;11432;14574;33636;33637;33638;33639;33640;33802;33803;36709;36710;36711;36712,389;390;391;1807;1808;23814;23815;23816;23817;23818;30339;70701;70702;70703;70704;70705;70706;70707;70708;70709;70710;70711;70712;71007;71008;71009;76946;76947;76948;76949;76950,391;1807;23815;30339;70701;70709;71009;76949,,,,,-1;-1,protein_1061,quanti,quanti,quanti,quanti
CLIC1,-0.553556160688711,0.033815869659737,O00299,O00299,25,25,25,Chloride intracellular channel protein 1,sp|O00299|CLIC1_HUMAN Chloride intracellular channel protein 1 OS=Homo sapiens OX=9606 GN=CLIC1 PE=1 SV=4,1,25,25,25,18,20,16,17,18,20,16,17,18,20,16,17,94.2,94.2,94.2,26.922,241,241,0.0,101.47,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.47942,1.0119,14.513,95,17,Leave out requantified,0.29692,0.3391,0.57142,0.56197,0.99179,0.94593,1.0129,1.0297,18.571,8.3501,17.967,14.056,22,25,25,23,6,8,2,1,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,58.9,66.0,85.5,85.5,11516000000,7660100000,3855700000,2096400000,1586000000,510440000,2258900000,1678400000,580570000,4211900000,2584700000,1627200000,2948500000,1811000000,1137500000,,,,1061,455;456;817;3585;4813;5119;5120;5766;5767;6833;6834;7836;9194;9824;10121;10387;10713;10714;14176;14177;19415;19416;21257;21420;21421,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,481;482;863;3839;5136;5450;5451;6167;6168;6169;7327;7328;8421;9875;10558;10559;10884;11167;11168;11506;11507;11508;15182;15183;20716;20717;22679;22858;22859,1255;1256;1257;1258;1259;1260;1261;1262;2253;10226;10227;10228;13378;14165;14166;14167;16072;16073;16074;16075;16076;16077;16078;16079;19280;19281;19282;19283;19284;19285;19286;19287;19288;19289;22215;22216;22217;22218;26211;26212;28129;28130;28131;28132;28133;28134;28135;28136;28137;29070;29071;29813;29814;29815;29816;30766;30767;30768;30769;30770;30771;30772;30773;30774;30775;30776;30777;30778;30779;30780;40380;40381;40382;40383;40384;40385;55172;55173;55174;55175;55176;55177;55178;60300;60301;60302;60766;60767;60768;60769;60770;60771;60772;60773;60774;60775,2671;2672;2673;2674;2675;2676;2677;2678;2679;2680;2681;2682;2683;2684;2685;2686;2687;4625;21510;21511;21512;21513;21514;21515;21516;21517;21518;21519;27819;27820;29486;29487;29488;29489;29490;33735;33736;33737;33738;33739;33740;33741;33742;33743;33744;33745;33746;40371;40372;40373;40374;40375;40376;40377;40378;40379;40380;40381;40382;40383;40384;40385;40386;40387;40388;40389;40390;46721;46722;46723;46724;46725;46726;46727;46728;46729;46730;46731;46732;46733;55229;55230;55231;59209;59210;59211;59212;59213;59214;59215;59216;59217;59218;59219;59220;59221;59222;59223;59224;59225;59226;59227;59228;59229;59230;59231;59232;59233;59234;59235;59236;59237;61159;61160;61161;61162;61163;61164;61165;61166;61167;61168;61169;61170;61171;61172;61173;61174;62741;62742;62743;62744;62745;62746;62747;62748;64788;64789;64790;64791;64792;64793;64794;64795;64796;64797;64798;64799;64800;64801;64802;64803;64804;64805;64806;64807;64808;64809;64810;64811;64812;64813;64814;64815;64816;64817;64818;64819;64820;64821;64822;64823;64824;84598;84599;84600;84601;84602;84603;84604;84605;84606;84607;84608;84609;116172;116173;116174;116175;116176;116177;116178;116179;116180;116181;116182;116183;126935;126936;126937;126938;126939;126940;126941;126942;126943;126944;126945;126946;126947;126948;126949;126950;126951;126952;126953;126954;128078;128079;128080;128081;128082;128083;128084;128085;128086;128087;128088;128089;128090;128091;128092,2676;2682;4625;21515;27820;29487;29490;33738;33742;40373;40387;46722;55231;59223;61163;62744;64806;64810;84600;84609;116173;116182;126949;128083;128088,,110,,32,-1,protein_1062,quanti,quanti,quanti,quanti
EIF3F,0.265413627319969,0.441846224654025,O00303;H0YDT6;E9PQV8;A0A1W2PP79,O00303,13;3;2;2,13;3;2;2,13;3;2;2,Eukaryotic translation initiation factor 3 subunit F,sp|O00303|EIF3F_HUMAN Eukaryotic translation initiation factor 3 subunit F OS=Homo sapiens OX=9606 GN=EIF3F PE=1 SV=1,4,13,13,13,8,11,11,11,8,11,11,11,8,11,11,11,49.9,49.9,49.9,37.563,357,357;100;124;124,0.0,62.983,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.68259,1.2306,20.61,45,10,Leave out requantified,0.32016,0.36095,0.72768,0.74274,0.92133,0.90442,1.3387,1.3268,17.438,17.938,9.945,4.8833,8,12,12,13,3,3,1,3,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,28.0,46.5,40.1,40.1,4189600000,2605400000,1584200000,378910000,283700000,95211000,727290000,521090000,206200000,1625500000,939610000,685930000,1457900000,861040000,596850000,,,,1062,2484;3513;4872;7871;8471;10731;10732;17311;17919;19198;19207;20085;20822,True;True;True;True;True;True;True;True;True;True;True;True;True,2667;2668;3763;5197;8456;9110;11525;11526;18477;19123;20467;20477;21431;22225,7331;7332;7333;7334;7335;7336;7337;10023;10024;10025;10026;13527;13528;13529;13530;22316;22317;22318;22319;24172;30806;30807;30808;30809;30810;30811;48993;48994;50775;50776;50777;50778;54423;54424;54425;54426;54427;54428;54450;54451;57006;57007;57008;59163;59164;59165,15585;15586;15587;15588;15589;15590;15591;15592;15593;15594;15595;21057;21058;21059;21060;21061;21062;21063;21064;21065;28118;28119;28120;28121;28122;28123;28124;28125;28126;28127;28128;46937;46938;46939;46940;46941;46942;46943;46944;46945;50960;64864;64865;64866;64867;64868;64869;64870;64871;64872;64873;64874;64875;64876;64877;64878;64879;64880;64881;64882;64883;64884;64885;102387;102388;102389;102390;102391;102392;106609;106610;106611;106612;106613;106614;106615;106616;106617;106618;106619;106620;106621;106622;114462;114463;114464;114465;114466;114467;114468;114469;114470;114471;114472;114473;114474;114475;114476;114477;114522;114523;114524;114525;120075;120076;120077;120078;120079;120080;124598;124599;124600;124601;124602,15587;21059;28123;46940;50960;64866;64885;102390;106611;114462;114525;120078;124601,,,,,-1;-1;-1;-1,protein_1063,quanti,quanti,quanti,quanti
IPO5,0.380251617252956,0.371898049373414,O00410;H0Y8C6;E7ETV3;H0Y3V4;E7EQT5;E7EV12;E7EWK4;E7EX05;E7ESZ1;E7ETV8;C9JZD8;C9JQT6;C9J875;O60518;C9JXE0;F8WF30;C9JZ53;C9J583,O00410;H0Y8C6,24;23;7;6;5;5;2;2;2;2;2;2;2;1;1;1;1;1,24;23;7;6;5;5;2;2;2;2;2;2;2;1;1;1;1;1,24;23;7;6;5;5;2;2;2;2;2;2;2;1;1;1;1;1,Importin-5,sp|O00410|IPO5_HUMAN Importin-5 OS=Homo sapiens OX=9606 GN=IPO5 PE=1 SV=4;tr|H0Y8C6|H0Y8C6_HUMAN Importin-5 (Fragment) OS=Homo sapiens OX=9606 GN=IPO5 PE=1 SV=1,18,24,24,24,7,8,20,11,7,8,20,11,7,8,20,11,31.6,31.6,31.6,123.63,1097,1097;1099;170;151;126;124;99;101;88;80;74;70;57;1105;46;45;36;34,0.0,55.757,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.53494,0.94894,35.034,47,7,Leave out requantified,0.21733,0.29921,0.59451,0.54959,0.74756,0.77978,1.0193,0.96332,27.097,22.602,36.265,38.562,8,7,21,11,2,2,1,2,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,10.6,11.9,27.1,14.1,2108400000,1357900000,750420000,216250000,166470000,49780000,245780000,189100000,56687000,1204100000,722950000,481140000,442220000,279420000,162810000,,,,1064,12;973;1109;2008;3617;3918;4834;5329;8774;9392;11357;11490;12364;13135;13896;16876;17706;18696;19154;19277;19886;20024;20753;20754,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,12;1034;1183;2152;3871;4189;5157;5671;9425;10091;12192;12333;13259;14079;14888;18019;18898;19937;20422;20561;21227;21366;22154;22155,34;35;2778;2779;3201;5917;5918;10296;10297;10298;11060;13417;13418;14755;14756;24983;24984;26820;26821;32663;33000;33001;33002;33003;35376;37467;37468;37469;37470;39581;47768;47769;47770;47771;50170;50171;52992;52993;52994;54313;54728;54729;56525;56839;56840;58977;58978;58979;58980,59;60;61;62;63;5717;5718;5719;5720;6677;6678;6679;12554;12555;12556;12557;21630;23162;27891;27892;30792;30793;30794;52595;52596;52597;52598;52599;52600;52601;52602;56578;68824;69460;69461;69462;69463;74231;78496;78497;78498;78499;82865;99793;99794;99795;99796;99797;105213;105214;105215;111465;111466;111467;111468;111469;114220;114221;115207;115208;119211;119732;119733;124236;124237;124238;124239;124240,59;5719;6678;12555;21630;23162;27891;30794;52598;56578;68824;69460;74231;78499;82865;99793;105214;111465;114220;115208;119211;119733;124236;124240,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_1065,quanti,quanti,quanti,quanti
DNM1L,0.567185284050947,0.0323146732482783,O00429;F8VZ52;B4DPZ9;F8W1W3;F8VUJ9;F8VR28;F8VYL3;B4DDQ3;H0YHY4;H0YI79,O00429,23;7;6;6;5;4;4;4;3;1,23;7;6;6;5;4;4;4;3;1,23;7;6;6;5;4;4;4;3;1,Dynamin-1-like protein,sp|O00429|DNM1L_HUMAN Dynamin-1-like protein OS=Homo sapiens OX=9606 GN=DNM1L PE=1 SV=2,10,23,23,23,11,13,15,15,11,13,15,15,11,13,15,15,34.9,34.9,34.9,81.876,736,736;261;156;168;172;97;117;180;54;48,0.0,83.406,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.50317,0.93835,20.193,55,11,Leave out requantified,0.26608,0.38371,0.57207,0.55037,0.70605,0.86085,1.0207,0.98932,35.724,17.079,11.364,23.342,11,13,16,15,5,4,2,0,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,16.4,19.7,27.3,26.9,2741100000,1754600000,986460000,324330000,202820000,121510000,348310000,249090000,99214000,1140000000,715950000,424090000,928420000,586770000,341650000,,,,1067,1412;1413;2639;3287;5876;6825;7569;7728;7998;7999;10568;10697;12777;15327;16816;16864;16865;17101;17165;17166;17781;19266;21070,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1513;1514;2834;3526;6281;7318;8136;8299;8595;8596;11358;11488;13700;16394;17959;18007;18008;18256;18322;18323;18976;20550;22484,4134;4135;4136;4137;7731;9456;9457;16362;16363;19259;19260;21518;21519;21520;21521;21907;21908;22743;22744;22745;22746;22747;30341;30342;30343;30674;30675;36523;36524;36525;36526;43414;43415;47609;47610;47738;47739;47740;47741;47742;48411;48412;48413;48598;48599;48600;48601;48602;48603;50374;50375;54706;54707;54708;59823;59824,8633;8634;8635;8636;8637;8638;8639;8640;8641;8642;8643;8644;16340;19957;19958;19959;34344;34345;34346;34347;34348;34349;40338;45284;45285;45286;45287;45288;45289;45290;45291;45292;45293;46024;46025;46026;46027;46028;48024;48025;48026;48027;48028;48029;48030;48031;63902;63903;63904;63905;64508;64509;76568;76569;76570;76571;76572;76573;76574;76575;76576;90694;90695;90696;90697;90698;99523;99524;99525;99743;99744;99745;99746;99747;99748;99749;99750;99751;101155;101156;101157;101158;101159;101160;101591;101592;101593;101594;101595;101596;101597;101598;101599;105636;105637;105638;105639;105640;105641;105642;115176;115177;115178;125933;125934;125935;125936,8634;8644;16340;19958;34346;40338;45291;46024;48024;48031;63904;64509;76570;90698;99523;99749;99750;101157;101594;101597;105638;115177;125934,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_1068,quanti,quanti,quanti,quanti
RTCA,19.1465333611932,1.02365128872518e-07,O00442;A6NIC1,O00442;A6NIC1,2;1,2;1,2;1,RNA 3-terminal phosphate cyclase,sp|O00442|RTCA_HUMAN RNA 3-terminal phosphate cyclase OS=Homo sapiens OX=9606 GN=RTCA PE=1 SV=1;tr|A6NIC1|A6NIC1_HUMAN RNA 3-terminal phosphate cyclase OS=Homo sapiens OX=9606 GN=RTCA PE=1 SV=1,2,2,2,2,0,0,2,2,0,0,2,2,0,0,2,2,6.6,6.6,6.6,39.336,366,366;49,0.0,5.6096,,,By MS/MS,By MS/MS,0.53748,0.87407,0.74718,4,0,Leave out requantified,,,0.5346,0.54038,,,0.86827,0.87992,,,5.5952,7.0896,0,0,2,2,0,0,0,0,Median,Median,Median,Median,0.0,0.0,6.6,6.6,68169000,41387000,26782000,0,0,0,0,0,0,39757000,23713000,16045000,28412000,17674000,10737000,,,,1068,655;20102,True;True,691;21448,1789;1790;57056;57057,3670;3671;120163;120164;120165,3671;120163,,,,,-1;-1,protein_1069,quanti,quanti,imputed MEC,imputed MEC
NDUFA4,19.7115448137478,9.522549396143e-06,O00483,O00483,2,2,2,Cytochrome c oxidase subunit NDUFA4,sp|O00483|NDUA4_HUMAN Cytochrome c oxidase subunit NDUFA4 OS=Homo sapiens OX=9606 GN=NDUFA4 PE=1 SV=1,1,2,2,2,0,1,2,1,0,1,2,1,0,1,2,1,37.0,37.0,37.0,9.3697,81,81,0.0,3.8253,,By MS/MS,By MS/MS,By MS/MS,3.0153,5.4526,10.429,3,2,Plateau,,,2.8233,2.8146,,,5.1031,4.9784,,,14.61,,0,0,2,1,0,0,2,0,Median,Median,Median,Median,0.0,12.3,37.0,12.3,286440000,74115000,212320000,0,0,0,0,0,0,225550000,58413000,167130000,60891000,15703000,45188000,,,,1069,5397;9949,True;True,5745;10693,14956;14957;14958;14959;28499,31265;31266;31267;31268;31269;31270;31271;59952,31266;59952,,,,,-1,protein_1070,quanti,quanti,imputed MEC,imputed MEC
PSMD14,0.966503821804384,0.0170789932572733,O00487,O00487,6,6,6,26S proteasome non-ATPase regulatory subunit 14,sp|O00487|PSDE_HUMAN 26S proteasome non-ATPase regulatory subunit 14 OS=Homo sapiens OX=9606 GN=PSMD14 PE=1 SV=1,1,6,6,6,3,3,6,6,3,3,6,6,3,3,6,6,31.9,31.9,31.9,34.577,310,310,0.0,18.335,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.44781,1.0629,13.492,18,1,Leave out requantified,0.24718,0.34156,0.5942,0.59168,0.85172,0.86334,1.0903,1.05,23.834,10.58,12.833,6.6912,3,3,5,7,0,0,0,1,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,17.1,17.1,31.9,31.9,1467200000,919640000,547570000,125770000,89205000,36570000,143860000,102630000,41230000,583900000,362890000,221010000,613680000,364910000,248760000,,,,1070,2171;2195;10857;14954;19179;20320,True;True;True;True;True;True,2327;2357;11660;15999;20448;21692,6391;6392;6393;6394;6497;6498;31155;31156;31157;31158;42367;42368;42369;54381;54382;54383;54384;57734;57735,13481;13482;13483;13484;13485;13486;13487;13488;13489;13490;13491;13492;13493;13494;13495;13496;13497;13768;13769;65623;65624;65625;65626;65627;65628;65629;65630;65631;65632;88527;88528;88529;88530;88531;114374;114375;114376;114377;114378;114379;114380;114381;114382;114383;114384;114385;114386;121622;121623;121624;121625;121626,13496;13769;65631;88530;114375;121625,,,,,-1,protein_1071,quanti,quanti,quanti,quanti
PODXL,0.534640027676005,0.035644377440187,O00592,O00592,5,5,5,Podocalyxin,sp|O00592|PODXL_HUMAN Podocalyxin OS=Homo sapiens OX=9606 GN=PODXL PE=1 SV=2,1,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,8.8,8.8,8.8,58.635,558,558,0.0,11.818,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.43489,0.9309,37.303,12,0,Leave out requantified,0.28385,0.52238,0.41346,0.45743,0.97818,1.3793,0.77399,0.8859,30.0,24.915,9.0508,33.653,3,3,3,3,0,0,0,0,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,5.9,5.9,5.2,5.2,1256600000,850940000,405650000,148530000,105150000,43380000,182100000,114840000,67264000,543980000,374990000,168990000,381980000,255960000,126020000,,,,1073,2061;10048;10049;10877;11592,True;True;True;True;True,2212;10801;10802;11680;12440,6093;6094;28839;28840;28841;28842;28843;28844;31208;31209;33274;33275,12897;12898;60701;60702;60703;60704;60705;60706;60707;60708;65723;65724;70002;70003;70004;70005;70006,12897;60703;60707;65724;70002,,,,,-1,protein_1074,quanti,quanti,quanti,quanti
CYR61,22.9945767001288,5.69990829043851e-08,O00622,O00622,12,12,12,Protein CYR61,sp|O00622|CCN1_HUMAN CCN family member 1 OS=Homo sapiens OX=9606 GN=CCN1 PE=1 SV=1,1,12,12,12,0,0,11,8,0,0,11,8,0,0,11,8,29.1,29.1,29.1,42.026,381,381,0.0,34.055,,,By MS/MS,By MS/MS,2.5319,4.5713,37.903,19,7,Leave out requantified,,,2.1088,2.8551,,,3.9449,5.2062,,,24.389,55.83,0,0,10,9,0,0,4,3,Median,Median,Leave out requantified,Leave out requantified,0.0,0.0,25.7,22.0,1916300000,600330000,1316000000,0,0,0,0,0,0,1118400000,356660000,761700000,797970000,243680000,554290000,,,,1074,2509;2592;3886;5090;5256;5257;6145;7540;7541;8293;11661;15264,True;True;True;True;True;True;True;True;True;True;True;True,2699;2786;4154;5420;5593;5594;6587;8107;8108;8917;12512;16329,7404;7619;10973;14086;14087;14555;14556;14557;14558;17321;17322;21446;21447;21448;21449;23659;23660;33428;33429;43246,15729;16116;22980;22981;22982;22983;29317;29318;30307;30308;30309;30310;30311;36452;36453;36454;36455;45126;45127;45128;45129;45130;45131;45132;49889;49890;49891;49892;49893;49894;49895;70297;70298;90337,15729;16116;22982;29317;30307;30311;36453;45126;45131;49891;70298;90337,,,,,-1,protein_1075,quanti,quanti,imputed MEC,imputed MEC
PPP6C,0.469739310244631,0.056832097802531,O00743,O00743,4,4,4,"Serine/threonine-protein phosphatase 6 catalytic subunit;Serine/threonine-protein phosphatase 6 catalytic subunit, N-terminally processed",sp|O00743|PPP6_HUMAN Serine/threonine-protein phosphatase 6 catalytic subunit OS=Homo sapiens OX=9606 GN=PPP6C PE=1 SV=1,1,4,4,4,2,2,3,4,2,2,3,4,2,2,3,4,19.7,19.7,19.7,35.144,305,305,0.0,11.665,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.55903,1.074,29.215,11,1,Leave out requantified,0.3303,0.42199,0.64736,0.5843,0.8971,1.0322,1.194,1.0513,25.301,0.86346,11.47,29.146,2,2,3,4,0,1,0,0,Median,Median,Leave out requantified,Leave out requantified,8.2,8.2,12.5,19.7,416310000,260850000,155460000,43743000,32190000,11553000,58133000,37255000,20878000,183350000,116840000,66509000,131090000,74564000,56524000,,,,1075,1663;5434;12462;20199,True;True;True;True,1790;5785;13372;21553,4943;4944;4945;4946;15052;35682;35683;57302;57303;57304;57305,10536;10537;10538;10539;10540;10541;10542;10543;31448;74933;74934;74935;74936;74937;74938;74939;120697;120698;120699;120700,10538;31448;74938;120698,,,,,-1,protein_1076,quanti,quanti,quanti,quanti
PDXK,-0.780455557893571,0.0125058361461837,O00764;F2Z2Y4;A8MV33,O00764;F2Z2Y4,12;10;2,12;10;2,12;10;2,Pyridoxal kinase,sp|O00764|PDXK_HUMAN Pyridoxal kinase OS=Homo sapiens OX=9606 GN=PDXK PE=1 SV=1;tr|F2Z2Y4|F2Z2Y4_HUMAN Pyridoxal kinase OS=Homo sapiens OX=9606 GN=PDXK PE=1 SV=1,3,12,12,12,7,8,8,7,7,8,8,7,7,8,8,7,52.9,52.9,52.9,35.102,312,312;272;87,0.0,32.23,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.45839,0.89206,24.156,36,6,Leave out requantified,0.26757,0.45233,0.45302,0.45184,0.904,1.2191,0.83475,0.8024,76.38,9.8418,20.585,15.867,8,10,9,9,1,3,1,1,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,42.0,47.1,37.2,36.9,2885200000,2012800000,872440000,546770000,422370000,124410000,763140000,521660000,241480000,874900000,585990000,288910000,700380000,482740000,217640000,,,,1077,1710;6540;9714;9715;11552;12485;12794;18410;18514;19628;20384;20385,True;True;True;True;True;True;True;True;True;True;True;True,1839;7015;10437;10438;12399;13398;13718;19630;19745;20948;21762;21763,5063;5064;5065;5066;18480;18481;18482;27772;27773;27774;27775;33167;33168;33169;33170;35757;35758;36569;36570;52143;52144;52466;55797;55798;55799;55800;55801;55802;55803;55804;55805;55806;57925;57926;57927;57928;57929,10784;10785;10786;10787;10788;10789;10790;10791;10792;38819;38820;38821;38822;58455;58456;58457;58458;58459;58460;58461;69781;69782;69783;69784;69785;69786;75100;75101;75102;75103;75104;76668;76669;76670;76671;76672;76673;109524;109525;109526;109527;109528;109529;109530;109531;109532;110352;117601;117602;117603;117604;117605;117606;117607;117608;117609;117610;117611;117612;117613;117614;117615;122080;122081;122082;122083;122084;122085;122086;122087;122088;122089,10787;38820;58456;58458;69783;75103;76672;109525;110352;117605;122083;122089,,,,,-1;-1;-1,protein_1078,quanti,quanti,quanti,quanti
TXNDC9,17.7443527632267,2.48494227353686e-07,O14530;F8WCJ3;B8ZZX4,O14530;F8WCJ3;B8ZZX4,2;1;1,2;1;1,2;1;1,Thioredoxin domain-containing protein 9,sp|O14530|TXND9_HUMAN Thioredoxin domain-containing protein 9 OS=Homo sapiens OX=9606 GN=TXNDC9 PE=1 SV=2;tr|F8WCJ3|F8WCJ3_HUMAN Thioredoxin domain-containing protein 9 OS=Homo sapiens OX=9606 GN=TXNDC9 PE=1 SV=1;tr|B8ZZX4|B8ZZX4_HUMAN Thioredoxin domain-c,3,2,2,2,0,0,1,2,0,0,1,2,0,0,1,2,8.8,8.8,8.8,26.534,226,226;122;135,0.00049407,2.6376,,,By MS/MS,By MS/MS,2.1842,3.6253,3.451,2,0,Median,,,2.1567,2.212,,,3.5379,3.7148,,,,,0,0,1,1,0,0,0,0,Median,Median,Median,Median,0.0,0.0,4.0,8.8,49660000,15525000,34135000,0,0,0,0,0,0,24093000,8272500,15821000,25567000,7252500,18315000,,,,1079,4139;19265,True;True,4419;20549,11559;54704;54705,24066;115174;115175,24066;115174,,,,,-1;-1;-1,protein_1080,quanti,quanti,imputed MEC,imputed MEC
