KATNB1_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
DDX1,0.0861000504,0.346588871404779,0,Q92499;A0A087X2G1;F1T0B3,Q92499;A0A087X2G1;F1T0B3,27;27;27,27;27;27,27;27;27,ATP-dependent RNA helicase DDX1,DDX1,sp|Q92499|DDX1_HUMAN ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=2;tr|A0A087X2G1|A0A087X2G1_HUMAN ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=1;tr|F1T0B3|F1T0B3_HUMAN ATP-dependent RNA helicase DDX1 O,27,27,50.4,740
GPS1,-0.2640288081,0.20834332487592,0,Q13098;C9JFE4;A0A096LP07;A0A096LPJ3;A8K070;J3QS88;J3KTB0;J3QLT0;J3KSA5;J3KRJ4;J3QS84;J3QLE8;J3QL53;J3KRE8;J3QQX0,Q13098;C9JFE4;A0A096LP07;A0A096LPJ3;A8K070;J3QS88;J3KTB0;J3QLT0;J3KSA5;J3KRJ4;J3QS84;J3QLE8;J3QL53;J3KRE8,5;5;5;5;5;4;4;4;4;4;3;3;3;3;1,5;5;5;5;5;4;4;4;4;4;3;3;3;3;1,5;5;5;5;5;4;4;4;4;4;3;3;3;3;1,COP9 signalosome complex subunit 1,GPS1,sp|Q13098|CSN1_HUMAN COP9 signalosome complex subunit 1 OS=Homo sapiens OX=9606 GN=GPS1 PE=1 SV=4;tr|C9JFE4|C9JFE4_HUMAN COP9 signalosome complex subunit 1 OS=Homo sapiens OX=9606 GN=GPS1 PE=1 SV=2;tr|A0A096LP07|A0A096LP07_HUMAN COP9 signalosome complex su,5,5,14.1,491
PYCRL,-0.4141114698,0.0411014825948569,0,Q53H96;A0A0A0MQS1;F8WEI0;B5MD87,Q53H96;A0A0A0MQS1,4;4;1;1,4;4;1;1,4;4;1;1,Pyrroline-5-carboxylate reductase 3;Pyrroline-5-carboxylate reductase,PYCRL,sp|Q53H96|P5CR3_HUMAN Pyrroline-5-carboxylate reductase 3 OS=Homo sapiens OX=9606 GN=PYCR3 PE=1 SV=3;tr|A0A0A0MQS1|A0A0A0MQS1_HUMAN Pyrroline-5-carboxylate reductase OS=Homo sapiens OX=9606 GN=PYCR3 PE=1 SV=1,4,4,19.3,274
WDR18,-0.9597525482,0.109106896888991,0,Q9BV38;U3KQC1;A0A0A0MQU0;K7EIR0;A0A087X237;K7EKX5;K7EML4,Q9BV38;U3KQC1;A0A0A0MQU0;K7EIR0,3;3;3;2;1;1;1,3;3;3;2;1;1;1,3;3;3;2;1;1;1,WD repeat-containing protein 18,WDR18,sp|Q9BV38|WDR18_HUMAN WD repeat-containing protein 18 OS=Homo sapiens OX=9606 GN=WDR18 PE=1 SV=2;tr|U3KQC1|U3KQC1_HUMAN WD repeat-containing protein 18 (Fragment) OS=Homo sapiens OX=9606 GN=WDR18 PE=1 SV=1;tr|A0A0A0MQU0|A0A0A0MQU0_HUMAN WD repeat-containin,3,3,8.1,432
VDAC2,0.3283890491,0.0276465728658672,0,P45880;A0A0A0MR02;Q5JSD2;Q5JSD1;A2A3S1,P45880;A0A0A0MR02;Q5JSD2;Q5JSD1,15;15;11;11;6,15;15;11;11;6,15;15;11;11;6,Voltage-dependent anion-selective channel protein 2,VDAC2,sp|P45880|VDAC2_HUMAN Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=2;tr|A0A0A0MR02|A0A0A0MR02_HUMAN Voltage-dependent anion-selective channel protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=1;tr,15,15,54.8,294
HNRNPUL1,-1.020854221,0.0282153630287527,1,Q9BUJ2;A0A0A0MRA5;B7Z4B8;M0R3F1;M0QYZ0;M0R203;M0QYM5;M0QZV6;M0R0K8;M0QYI8,Q9BUJ2;A0A0A0MRA5;B7Z4B8;M0R3F1;M0QYZ0,10;10;10;9;8;1;1;1;1;1,10;10;10;9;8;1;1;1;1;1,10;10;10;9;8;1;1;1;1;1,Heterogeneous nuclear ribonucleoprotein U-like protein 1,HNRNPUL1,sp|Q9BUJ2|HNRL1_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens OX=9606 GN=HNRNPUL1 PE=1 SV=2;tr|A0A0A0MRA5|A0A0A0MRA5_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens OX=9606 GN=HNRNPUL1 PE=1 SV,10,10,14.6,856
EPB41L3,0.3521349711,0.185739142628006,0,Q9Y2J2;A0A0A0MRA8;A0A0A0MSA4;J3KT37;A0A0J9YY18;J3QS55;J3QKK4;J3QR33;J3KRD1;J3KS70;J3QKY2;J3QLU5;J3QRQ6;A0A0J9YW31;A0A2R8Y4N6;A0A1B0GWG0;A0A3B3IUD6;J3QS83,Q9Y2J2;A0A0A0MRA8;A0A0A0MSA4,11;11;10;4;3;3;2;2;2;2;2;2;2;1;1;1;1;1,11;11;10;4;3;3;2;2;2;2;2;2;2;1;1;1;1;1,2;2;2;0;0;2;2;2;2;2;2;2;2;0;0;0;0;0,"Band 4.1-like protein 3;Band 4.1-like protein 3, N-terminally processed",EPB41L3,sp|Q9Y2J2|E41L3_HUMAN Band 4.1-like protein 3 OS=Homo sapiens OX=9606 GN=EPB41L3 PE=1 SV=2;tr|A0A0A0MRA8|A0A0A0MRA8_HUMAN Band 4.1-like protein 3 OS=Homo sapiens OX=9606 GN=EPB41L3 PE=1 SV=1;tr|A0A0A0MSA4|A0A0A0MSA4_HUMAN Band 4.1-like protein 3 OS=Homo sa,11,2,14,1087
SNX6,-0.1195954043,0.392673903142775,0,Q9UNH7;A0A0A0MRI2;G3V5X9;H0YJF8;G3V4Z5;G3V2U1;G3V5U2,Q9UNH7;A0A0A0MRI2,7;7;3;2;2;1;1,7;7;3;2;2;1;1,7;7;3;2;2;1;1,"Sorting nexin-6;Sorting nexin-6, N-terminally processed",SNX6,sp|Q9UNH7|SNX6_HUMAN Sorting nexin-6 OS=Homo sapiens OX=9606 GN=SNX6 PE=1 SV=1;tr|A0A0A0MRI2|A0A0A0MRI2_HUMAN Sorting nexin OS=Homo sapiens OX=9606 GN=SNX6 PE=1 SV=1,7,7,24.9,406
PCMT1,-0.0614030723,0.662721769839049,0,P22061;A0A0A0MRJ6;H7BY58;A0A3F2YNX8;F6S8N6;F8WDT3;F8WAV5;F8WAX2;H7C4X2;C9J0F2,P22061;A0A0A0MRJ6;H7BY58;A0A3F2YNX8;F6S8N6,7;7;7;6;6;2;2;2;1;1,7;7;7;6;6;2;2;2;1;1,7;7;7;6;6;2;2;2;1;1,Protein-L-isoaspartate(D-aspartate) O-methyltransferase;Protein-L-isoaspartate O-methyltransferase,PCMT1,sp|P22061|PIMT_HUMAN Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=4;tr|A0A0A0MRJ6|A0A0A0MRJ6_HUMAN Protein-L-isoaspartate O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=1;tr|H7BY58|H7BY58_HU,7,7,52,227
NOLC1,0.4095609658,0.0399138096506057,0,Q14978;A0A0A0MRM9;S4R349;S4R402,Q14978;A0A0A0MRM9,7;7;3;2,7;7;3;2,5;5;1;0,Nucleolar and coiled-body phosphoprotein 1,NOLC1,sp|Q14978|NOLC1_HUMAN Nucleolar and coiled-body phosphoprotein 1 OS=Homo sapiens OX=9606 GN=NOLC1 PE=1 SV=2;tr|A0A0A0MRM9|A0A0A0MRM9_HUMAN Nucleolar and coiled-body phosphoprotein 1 (Fragment) OS=Homo sapiens OX=9606 GN=NOLC1 PE=1 SV=1,7,5,12.3,699
ABI1,-0.5552295881,0.0149278759053276,0,Q8IZP0;B6VEX4;A0A0A0MRT6,Q8IZP0;B6VEX4;A0A0A0MRT6,3;3;3,3;3;3,3;3;3,Abl interactor 1,ABI1,sp|Q8IZP0|ABI1_HUMAN Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1 PE=1 SV=4;tr|B6VEX4|B6VEX4_HUMAN Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1 PE=1 SV=1;tr|A0A0A0MRT6|A0A0A0MRT6_HUMAN Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1 PE=1 SV=1,3,3,8.7,508
DCTN3,-0.221550511,0.0775661346779438,0,O75935;X6RA56;A0A0A0MRV8;X6RLR1;X6RCK5,O75935;X6RA56;A0A0A0MRV8;X6RLR1;X6RCK5,5;5;5;5;4,5;5;5;5;4,5;5;5;5;4,Dynactin subunit 3,DCTN3,sp|O75935|DCTN3_HUMAN Dynactin subunit 3 OS=Homo sapiens OX=9606 GN=DCTN3 PE=1 SV=1;tr|X6RA56|X6RA56_HUMAN Dynactin subunit 3 OS=Homo sapiens OX=9606 GN=DCTN3 PE=1 SV=1;tr|A0A0A0MRV8|A0A0A0MRV8_HUMAN Dynactin subunit 3 (Fragment) OS=Homo sapiens OX=9606 GN,5,5,18.8,186
HADH,-0.7398464998,0.0444120551823064,0,Q16836;A0A1W2PQV5;A0A1W2PNM1;A0A0A0MSE2;A0A0D9SFP2;E9PF18;A0A1W2PQ78;A0A1W2PQC2;A0A1W2PRT2,Q16836;A0A1W2PQV5;A0A1W2PNM1;A0A0A0MSE2;A0A0D9SFP2;E9PF18;A0A1W2PQ78,3;3;3;3;3;3;2;1;1,3;3;3;3;3;3;2;1;1,3;3;3;3;3;3;2;1;1,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",HADH,"sp|Q16836|HCDH_HUMAN Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=HADH PE=1 SV=3;tr|A0A1W2PQV5|A0A1W2PQV5_HUMAN Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=HADH PE=1 SV=1;tr|A0A1W2PNM1|A0",3,3,14,314
NUP214,0.00351316,0.987419834745883,0,P35658;A0A0A0MSW3;A0A494C1F2;H0Y837;H0YF36;A0A494C104;E9PKD2;B7ZAV2,P35658;A0A0A0MSW3;A0A494C1F2;H0Y837,3;3;3;2;1;1;1;1,3;3;3;2;1;1;1;1,3;3;3;2;1;1;1;1,Nuclear pore complex protein Nup214,NUP214,sp|P35658|NU214_HUMAN Nuclear pore complex protein Nup214 OS=Homo sapiens OX=9606 GN=NUP214 PE=1 SV=2;tr|A0A0A0MSW3|A0A0A0MSW3_HUMAN Nuclear pore complex protein Nup214 OS=Homo sapiens OX=9606 GN=NUP214 PE=1 SV=1;tr|A0A494C1F2|A0A494C1F2_HUMAN Nuclear pore,3,3,2.6,2090
PITPNB,-0.3655334448,0.110793919774638,0,P48739;A0A0A0MSW4;B3KYB6;B3KYB7,P48739;A0A0A0MSW4;B3KYB6;B3KYB7,5;5;4;4,5;5;4;4,4;4;3;3,Phosphatidylinositol transfer protein beta isoform,PITPNB,sp|P48739|PIPNB_HUMAN Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens OX=9606 GN=PITPNB PE=1 SV=2;tr|A0A0A0MSW4|A0A0A0MSW4_HUMAN Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens OX=9606 GN=PITPNB PE=1 SV=1;tr|B3KYB6|B3K,5,4,28.8,271
IVD,0.0352390593,0.685381789801715,0,P26440;A0A0A0MT83;A0A0S2Z4K7;H0YLC3;H7C4G6;H0YKV0;A0A087WVD3;H0YN10,P26440;A0A0A0MT83;A0A0S2Z4K7;H0YLC3,6;6;5;3;2;1;1;1,6;6;5;3;2;1;1;1,6;6;5;3;2;1;1;1,"Isovaleryl-CoA dehydrogenase, mitochondrial",IVD,"sp|P26440|IVD_HUMAN Isovaleryl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=IVD PE=1 SV=2;tr|A0A0A0MT83|A0A0A0MT83_HUMAN Isovaleryl-CoA dehydrogenase isoform 1 OS=Homo sapiens OX=9606 GN=IVD PE=1 SV=2;tr|A0A0S2Z4K7|A0A0S2Z4K7_HUMAN Isovalery",6,6,17.1,426
RBP1,-1.531482961,0.000983985861201424,1,A0A0A0MTB9;H0YAK8;P09455;A0A0A0MQT0,A0A0A0MTB9;H0YAK8;P09455;A0A0A0MQT0,2;2;2;1,2;2;2;1,2;2;2;1,Retinol-binding protein 1,RBP1,tr|A0A0A0MTB9|A0A0A0MTB9_HUMAN Retinol-binding protein 1 OS=Homo sapiens OX=9606 GN=RBP1 PE=1 SV=1;tr|H0YAK8|H0YAK8_HUMAN Retinol-binding protein 1 OS=Homo sapiens OX=9606 GN=RBP1 PE=1 SV=2;sp|P09455|RET1_HUMAN Retinol-binding protein 1 OS=Homo sapiens OX=,2,2,23.1,91
ILK,-0.2232839169,0.267496408697836,0,Q13418;A0A0A0MTH3;A0A087WWY6;E9PQ52;A0A087WW45,Q13418;A0A0A0MTH3,6;6;2;1;1,6;6;2;1;1,6;6;2;1;1,Integrin-linked protein kinase,ILK,sp|Q13418|ILK_HUMAN Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=2;tr|A0A0A0MTH3|A0A0A0MTH3_HUMAN Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=1,6,6,15.9,452
ELOVL5,-0.0147387903,0.911548422349436,0,Q9NYP7;A0A0A0MTI6,Q9NYP7;A0A0A0MTI6,1;1,1;1,1;1,Elongation of very long chain fatty acids protein 5;Elongation of very long chain fatty acids protein,ELOVL5,sp|Q9NYP7|ELOV5_HUMAN Elongation of very long chain fatty acids protein 5 OS=Homo sapiens OX=9606 GN=ELOVL5 PE=1 SV=1;tr|A0A0A0MTI6|A0A0A0MTI6_HUMAN Elongation of very long chain fatty acids protein OS=Homo sapiens OX=9606 GN=ELOVL5 PE=1 SV=1,1,1,4.3,299
CUL2,-2.4971588191,0.000122028223540562,1,Q13617;Q5T2B5;A0A0A0MTN0;Q5T2B7,Q13617;Q5T2B5;A0A0A0MTN0,4;4;4;1,4;4;4;1,4;4;4;1,Cullin-2,CUL2,sp|Q13617|CUL2_HUMAN Cullin-2 OS=Homo sapiens OX=9606 GN=CUL2 PE=1 SV=2;tr|Q5T2B5|Q5T2B5_HUMAN Cullin-2 OS=Homo sapiens OX=9606 GN=CUL2 PE=1 SV=1;tr|A0A0A0MTN0|A0A0A0MTN0_HUMAN Cullin-2 OS=Homo sapiens OX=9606 GN=CUL2 PE=1 SV=1,4,4,5.6,745
TTN,0.1989935837,0.816791363646518,0,Q8WZ42;A0A0A0MTS7;A0A0A0MRA3,Q8WZ42;A0A0A0MTS7;A0A0A0MRA3,6;6;3,6;6;3,6;6;3,Titin,TTN,sp|Q8WZ42|TITIN_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=4;tr|A0A0A0MTS7|A0A0A0MTS7_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=1;tr|A0A0A0MRA3|A0A0A0MRA3_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=1,6,6,0.2,34350
TMED7;TMED7-TICAM2,-0.2399614753,0.0491214788081739,0,Q9Y3B3;A0A0A6YYA0,Q9Y3B3;A0A0A6YYA0,2;2,2;2,2;2,Transmembrane emp24 domain-containing protein 7,TMED7;TMED7-TICAM2,sp|Q9Y3B3|TMED7_HUMAN Transmembrane emp24 domain-containing protein 7 OS=Homo sapiens OX=9606 GN=TMED7 PE=1 SV=2;tr|A0A0A6YYA0|A0A0A6YYA0_HUMAN Protein TMED7-TICAM2 OS=Homo sapiens OX=9606 GN=TMED7-TICAM2 PE=3 SV=1,2,2,10.3,224
LUC7L2,-0.2409854007,0.0430988421145902,0,Q9Y383;A0A0A6YYJ8;B8ZZ10;A8MYV2;B8ZZ09,Q9Y383;A0A0A6YYJ8,7;7;3;3;1,7;7;3;3;1,4;4;0;0;0,Putative RNA-binding protein Luc7-like 2,LUC7L2,sp|Q9Y383|LC7L2_HUMAN Putative RNA-binding protein Luc7-like 2 OS=Homo sapiens OX=9606 GN=LUC7L2 PE=1 SV=2;tr|A0A0A6YYJ8|A0A0A6YYJ8_HUMAN Putative RNA-binding protein Luc7-like 2 OS=Homo sapiens OX=9606 GN=LUC7L2 PE=4 SV=1,7,4,24.5,392
NAA15,-0.0302537283,0.847706017265427,0,Q9BXJ9;A0A0B4J1W3;Q6N069,Q9BXJ9;A0A0B4J1W3,6;6;1,6;6;1,6;6;1,"N-alpha-acetyltransferase 15, NatA auxiliary subunit",NAA15,"sp|Q9BXJ9|NAA15_HUMAN N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1;tr|A0A0B4J1W3|A0A0B4J1W3_HUMAN N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1",6,6,7.6,866
SRSF7,0.1290217299,0.499497974257961,0,Q16629;A0A0B4J1Z1;C9JAB2,Q16629;A0A0B4J1Z1;C9JAB2,6;6;6,6;6;6,5;5;5,Serine/arginine-rich splicing factor 7,SRSF7,sp|Q16629|SRSF7_HUMAN Serine/arginine-rich splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1;tr|A0A0B4J1Z1|A0A0B4J1Z1_HUMAN Serine/arginine-rich-splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1;tr|C9JAB2|C9JAB2_HUMAN Serine/arginine-,6,5,24.8,238
TPT1,0.5026067304,0.091744632894362,0,P13693;Q5W0H4;A0A0B4J2C3;J3KPG2;E9PJF7;H0YCX0;Q56UQ5;Q9HAU6,P13693;Q5W0H4;A0A0B4J2C3;J3KPG2;E9PJF7,12;12;12;7;6;3;2;1,12;12;12;7;6;3;2;1,12;12;12;7;6;3;2;1,Translationally-controlled tumor protein,TPT1,sp|P13693|TCTP_HUMAN Translationally-controlled tumor protein OS=Homo sapiens OX=9606 GN=TPT1 PE=1 SV=1;tr|Q5W0H4|Q5W0H4_HUMAN Translationally-controlled tumor protein OS=Homo sapiens OX=9606 GN=TPT1 PE=1 SV=1;tr|A0A0B4J2C3|A0A0B4J2C3_HUMAN Translationally,12,12,55.2,172
PWP2,-0.4008652475,0.0946635781069659,0,Q15269;A0A0B4J2E5;C9J544,Q15269;A0A0B4J2E5,5;5;1,3;3;1,3;3;1,Periodic tryptophan protein 2 homolog,PWP2,sp|Q15269|PWP2_HUMAN Periodic tryptophan protein 2 homolog OS=Homo sapiens OX=9606 GN=PWP2 PE=2 SV=2;tr|A0A0B4J2E5|A0A0B4J2E5_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 GN=LOC102724159 PE=1 SV=1,5,3,6.5,919
GSTZ1,-0.051857153,0.891764606005983,0,O43708;G3V267;G3V5T0;A0A0C4DFM0;A0A0A0MR33;G3V4T6;G3V3B9;H0YJN8,O43708;G3V267;G3V5T0;A0A0C4DFM0;A0A0A0MR33;G3V4T6;G3V3B9,5;5;5;5;4;4;3;1,5;5;5;5;4;4;3;1,5;5;5;5;4;4;3;1,Maleylacetoacetate isomerase,GSTZ1,sp|O43708|MAAI_HUMAN Maleylacetoacetate isomerase OS=Homo sapiens OX=9606 GN=GSTZ1 PE=1 SV=3;tr|G3V267|G3V267_HUMAN Maleylacetoacetate isomerase OS=Homo sapiens OX=9606 GN=GSTZ1 PE=1 SV=1;tr|G3V5T0|G3V5T0_HUMAN Maleylacetoacetate isomerase OS=Homo sapiens ,5,5,34.3,216
SET,-0.3421594576,0.0622916487967285,0,Q01105;A0A0C4DFV9,Q01105;A0A0C4DFV9,10;10,10;10,3;3,Protein SET,SET,sp|Q01105|SET_HUMAN Protein SET OS=Homo sapiens OX=9606 GN=SET PE=1 SV=3;tr|A0A0C4DFV9|A0A0C4DFV9_HUMAN Protein SET OS=Homo sapiens OX=9606 GN=SET PE=1 SV=1,10,3,32.1,290
RPSA,0.4894024698,0.00884447837129137,0,P08865;C9J9K3;A0A0C4DG17;F8WD59,P08865;C9J9K3;A0A0C4DG17;F8WD59,25;25;25;15,25;25;25;15,25;25;25;15,40S ribosomal protein SA,RPSA,sp|P08865|RSSA_HUMAN 40S ribosomal protein SA OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=4;tr|C9J9K3|C9J9K3_HUMAN 40S ribosomal protein SA (Fragment) OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=8;tr|A0A0C4DG17|A0A0C4DG17_HUMAN 40S ribosomal protein SA OS=Homo sap,25,25,68.8,295
DDX46,0.0551358797,0.572513828242044,0,Q7L014;A0A0C4DG89;D6RJA6,Q7L014;A0A0C4DG89,9;9;2,9;9;2,9;9;2,Probable ATP-dependent RNA helicase DDX46,DDX46,sp|Q7L014|DDX46_HUMAN Probable ATP-dependent RNA helicase DDX46 OS=Homo sapiens OX=9606 GN=DDX46 PE=1 SV=2;tr|A0A0C4DG89|A0A0C4DG89_HUMAN Probable ATP-dependent RNA helicase DDX46 OS=Homo sapiens OX=9606 GN=DDX46 PE=1 SV=1,9,9,10.2,1031
CHD4,-0.4317277659,0.00721664052716248,0,Q14839;A0A2R8Y425;A0A0C4DGG9;A0A2R8Y521;A0A2R8Y212;F5GWX5;A0A2R8YFD8;A0A2U3TZM0;A0A2R8YFK9;A0A2R8Y5J0;A0A2R8YDJ9;A0A2R8YD40;A0A2R8Y4X2;A0A2R8Y7I0;A0A2R8Y7M9;A0A2R8YDW2;A0A2R8YER1;A0A2R8Y8C1;A0A2R8Y445;Q8TDI0;A0A2R8Y5M9;A0A2R8YE38;A0A2R8Y685;A0A2R8Y8B3;K7EMY3;A0A2R8Y5Z7;F2Z2R5;F5H6N4;A0A2R8Y795,Q14839;A0A2R8Y425;A0A0C4DGG9;A0A2R8Y521;A0A2R8Y212;F5GWX5;A0A2R8YFD8;A0A2U3TZM0;A0A2R8YFK9;A0A2R8Y5J0;A0A2R8YDJ9;A0A2R8YD40;A0A2R8Y4X2;A0A2R8Y7I0;A0A2R8Y7M9;A0A2R8YDW2;A0A2R8YER1;A0A2R8Y8C1;A0A2R8Y445,10;10;10;10;10;10;10;10;10;10;9;9;8;8;8;7;5;5;5;3;3;3;2;2;2;2;1;1;1,10;10;10;10;10;10;10;10;10;10;9;9;8;8;8;7;5;5;5;3;3;3;2;2;2;2;1;1;1,9;9;9;9;9;9;9;9;9;9;8;8;7;7;7;6;4;4;4;2;2;2;2;2;1;2;1;1;1,Chromodomain-helicase-DNA-binding protein 4,CHD4,sp|Q14839|CHD4_HUMAN Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=2;tr|A0A2R8Y425|A0A2R8Y425_HUMAN Chromodomain-helicase-DNA-binding protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=1;tr|A0A0C4DGG9|A0A0C4D,10,9,7.4,1912
CAPNS1,-0.1015985326,0.265370911073487,0,P04632;A0A0C4DGQ5;K7ELJ7;A0A075B7C0;U3KQE2;K7EIV0;K7EKD8;K7EM73;U3KPR7;Q96L46;K7EMQ1;K7ES78,P04632;A0A0C4DGQ5;K7ELJ7;A0A075B7C0;U3KQE2;K7EIV0;K7EKD8;K7EM73,13;13;12;11;10;10;9;8;6;2;2;1,13;13;12;11;10;10;9;8;6;2;2;1,13;13;12;11;10;10;9;8;6;2;2;1,Calpain small subunit 1,CAPNS1,sp|P04632|CPNS1_HUMAN Calpain small subunit 1 OS=Homo sapiens OX=9606 GN=CAPNS1 PE=1 SV=1;tr|A0A0C4DGQ5|A0A0C4DGQ5_HUMAN Calpain small subunit 1 OS=Homo sapiens OX=9606 GN=CAPNS1 PE=1 SV=1;tr|K7ELJ7|K7ELJ7_HUMAN Calpain small subunit 1 OS=Homo sapiens OX=9,13,13,55.2,268
DDOST,-0.4337401981,0.0179054177756229,0,P39656;A0A0C4DGS1;U3KQ84,P39656;A0A0C4DGS1,12;12;5,12;12;5,12;12;5,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,DDOST,sp|P39656|OST48_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Homo sapiens OX=9606 GN=DDOST PE=1 SV=4;tr|A0A0C4DGS1|A0A0C4DGS1_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=H,12,12,37.3,456
LAMTOR5,-0.2588014314,0.0669003597877919,0,O43504;R4GMU8;E9PLX3;A0A0C4DGV4,O43504;R4GMU8;E9PLX3;A0A0C4DGV4,1;1;1;1,1;1;1;1,1;1;1;1,Ragulator complex protein LAMTOR5,LAMTOR5,sp|O43504|LTOR5_HUMAN Ragulator complex protein LAMTOR5 OS=Homo sapiens OX=9606 GN=LAMTOR5 PE=1 SV=1;tr|R4GMU8|R4GMU8_HUMAN Ragulator complex protein LAMTOR5 OS=Homo sapiens OX=9606 GN=LAMTOR5 PE=1 SV=1;tr|E9PLX3|E9PLX3_HUMAN Ragulator complex protein LAMT,1,1,22,91
DDX3X,-0.0877717559,0.329843482384825,0,O00571;A0A2R8Y645;A0A0D9SF53;A0A2R8Y4A4;A0A2R8YFS5;A0A2U3TZJ9;A0A2R8YFR4;A0A0D9SG12;A0A2R8YCW1;A0A2R8YF78;A0A0D9SFB3;A0A2R8Y5G6;A0A2R8YDT5;A0A2R8Y7T2;F6S8Q4;A0A2R8YDH3;A0A0J9YVQ7;A0A087WVZ1;Q9NQI0;C9J081;D6RCM4;A0A2R8YF89;H0Y960;C9J8G5;A0A2R8Y650;A0A2R8YCU0;A0A087WX09;A0A2R8Y4D2,O00571;A0A2R8Y645;A0A0D9SF53;A0A2R8Y4A4;A0A2R8YFS5;A0A2U3TZJ9;A0A2R8YFR4;A0A0D9SG12;A0A2R8YCW1;A0A2R8YF78;A0A0D9SFB3;A0A2R8Y5G6;A0A2R8YDT5;A0A2R8Y7T2;F6S8Q4;A0A2R8YDH3,26;26;26;26;26;26;26;26;26;26;26;25;25;25;22;21;8;6;2;2;2;1;1;1;1;1;1;1,25;25;25;25;25;25;25;25;25;25;25;24;24;24;21;20;8;6;2;2;2;1;1;1;1;1;1;1,4;4;4;4;4;4;4;4;4;4;4;3;3;3;4;3;2;1;0;0;0;1;0;0;1;1;1;0,ATP-dependent RNA helicase DDX3X,DDX3X,sp|O00571|DDX3X_HUMAN ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3;tr|A0A2R8Y645|A0A2R8Y645_HUMAN ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=1;tr|A0A0D9SF53|A0A0D9SF53_HUMAN ATP-dependent RNA he,26,4,38.5,662
SPTAN1,-0.4445704908,0.104083425607263,0,Q13813;A0A0D9SF54;A0A0D9SGF6,Q13813;A0A0D9SF54;A0A0D9SGF6,20;20;20,20;20;20,20;20;20,"Spectrin alpha chain, non-erythrocytic 1",SPTAN1,"sp|Q13813|SPTN1_HUMAN Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=3;tr|A0A0D9SF54|A0A0D9SF54_HUMAN Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=1;tr|A0A0D9SGF6|A0A0D9SGF6_HUMAN Sp",20,20,11,2472
