DCAF11_vs_BirA,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
SEPT8,-0.4545781823,0.147563781432982,0,Q92599;A0A087X142;A6NMH6;A6NFQ9;F8W8I8;C9JV02;A0A0A0MRP8;C9J4G8,Q92599;A0A087X142;A6NMH6;A6NFQ9;F8W8I8,7;7;7;7;7;2;1;1,6;6;6;6;6;1;1;1,6;6;6;6;6;1;1;1,Septin-8,SEPT8,sp|Q92599|SEPT8_HUMAN Septin-8 OS=Homo sapiens OX=9606 GN=SEPTIN8 PE=1 SV=4;tr|A0A087X142|A0A087X142_HUMAN Septin-8 OS=Homo sapiens OX=9606 GN=SEPTIN8 PE=1 SV=1;tr|A6NMH6|A6NMH6_HUMAN Septin-8 OS=Homo sapiens OX=9606 GN=SEPTIN8 PE=1 SV=1;tr|A6NFQ9|A6NFQ9_H,7,6,24.4,483
STAU1,-0.0073700179,0.981384291123939,0,O95793;A0A087X1A5;Q5JW30,O95793;A0A087X1A5;Q5JW30,3;3;2,3;3;2,3;3;2,Double-stranded RNA-binding protein Staufen homolog 1,STAU1,sp|O95793|STAU1_HUMAN Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens OX=9606 GN=STAU1 PE=1 SV=2;tr|A0A087X1A5|A0A087X1A5_HUMAN Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens OX=9606 GN=STAU1 PE=1 SV=1;tr|Q5JW30,3,3,7.1,577
PSME2,-0.5765333132,0.00756572493957173,0,Q9UL46;A0A087X1Z3;H0YM70,Q9UL46;A0A087X1Z3;H0YM70,7;7;5,7;7;5,7;7;5,Proteasome activator complex subunit 2,PSME2,sp|Q9UL46|PSME2_HUMAN Proteasome activator complex subunit 2 OS=Homo sapiens OX=9606 GN=PSME2 PE=1 SV=4;tr|A0A087X1Z3|A0A087X1Z3_HUMAN Proteasome activator complex subunit 2 OS=Homo sapiens OX=9606 GN=PSME2 PE=1 SV=1;tr|H0YM70|H0YM70_HUMAN Proteasome activ,7,7,34.7,239
AP2B1,0.2178089109,0.249941938659365,0,P63010;A0A087X253;A0A087WYD1;A0A087WU93;A0A087WZQ6;K7EJX1;K7EN71;K7ERB2,P63010;A0A087X253,11;11;5;5;5;1;1;1,11;11;5;5;5;1;1;1,6;6;1;1;1;0;0;0,AP-2 complex subunit beta,AP2B1,sp|P63010|AP2B1_HUMAN AP-2 complex subunit beta OS=Homo sapiens OX=9606 GN=AP2B1 PE=1 SV=1;tr|A0A087X253|A0A087X253_HUMAN AP complex subunit beta OS=Homo sapiens OX=9606 GN=AP2B1 PE=1 SV=1,11,6,13.4,937
BSG,-0.2643002888,0.161785148093604,0,P35613;A0A087X2B5;I3L192;A0A087WUV8;R4GMX5;R4GN83;A0A2R8YDZ0,P35613;A0A087X2B5;I3L192;A0A087WUV8;R4GMX5,5;5;4;4;3;2;1,5;5;4;4;3;2;1,5;5;4;4;3;2;1,Basigin,BSG,sp|P35613|BASI_HUMAN Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=2;tr|A0A087X2B5|A0A087X2B5_HUMAN Basigin (Fragment) OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=1;tr|I3L192|I3L192_HUMAN Basigin (Fragment) OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=8;tr|A0A087WUV,5,5,16.4,385
SRSF3,0.0114271696,0.915919399428258,0,P84103;A0A087X2D0,P84103;A0A087X2D0,4;4,4;4,4;4,Serine/arginine-rich splicing factor 3,SRSF3,sp|P84103|SRSF3_HUMAN Serine/arginine-rich splicing factor 3 OS=Homo sapiens OX=9606 GN=SRSF3 PE=1 SV=1;tr|A0A087X2D0|A0A087X2D0_HUMAN Serine/arginine-rich-splicing factor 3 OS=Homo sapiens OX=9606 GN=SRSF3 PE=1 SV=1,4,4,35.4,164
MRPL45,0.2449579319,0.593198601621236,0,Q9BRJ2;A0A087X2D5;A0A0G2JMS5;A0A087WU62,Q9BRJ2;A0A087X2D5;A0A0G2JMS5;A0A087WU62,3;3;2;2,3;3;2;2,3;3;2;2,"39S ribosomal protein L45, mitochondrial",MRPL45,"sp|Q9BRJ2|RM45_HUMAN 39S ribosomal protein L45, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL45 PE=1 SV=2;tr|A0A087X2D5|A0A087X2D5_HUMAN 39S ribosomal protein L45, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL45 PE=1 SV=1;tr|A0A0G2JMS5|A0A0G2JMS5_HUMAN 39S",3,3,16.3,306
DDX1,-0.1605680727,0.14236220020767,0,Q92499;A0A087X2G1;F1T0B3,Q92499;A0A087X2G1;F1T0B3,20;20;20,20;20;20,20;20;20,ATP-dependent RNA helicase DDX1,DDX1,sp|Q92499|DDX1_HUMAN ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=2;tr|A0A087X2G1|A0A087X2G1_HUMAN ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=1;tr|F1T0B3|F1T0B3_HUMAN ATP-dependent RNA helicase DDX1 O,20,20,43.8,740
GPS1,-0.2742460029,0.192762826721169,0,Q13098;C9JFE4;A0A096LP07;A0A096LPJ3;A8K070;J3QS84;J3QS88;J3KTB0;J3QLE8;J3QLT0;J3QL53;J3KRE8;J3KSA5;J3KRJ4;J3QQX0,Q13098;C9JFE4;A0A096LP07;A0A096LPJ3;A8K070;J3QS84;J3QS88;J3KTB0;J3QLE8;J3QLT0;J3QL53;J3KRE8;J3KSA5;J3KRJ4,3;3;3;3;3;2;2;2;2;2;2;2;2;2;1,3;3;3;3;3;2;2;2;2;2;2;2;2;2;1,3;3;3;3;3;2;2;2;2;2;2;2;2;2;1,COP9 signalosome complex subunit 1,GPS1,sp|Q13098|CSN1_HUMAN COP9 signalosome complex subunit 1 OS=Homo sapiens OX=9606 GN=GPS1 PE=1 SV=4;tr|C9JFE4|C9JFE4_HUMAN COP9 signalosome complex subunit 1 OS=Homo sapiens OX=9606 GN=GPS1 PE=1 SV=2;tr|A0A096LP07|A0A096LP07_HUMAN COP9 signalosome complex su,3,3,8.4,491
VDAC2,0.1504071146,0.245473343973867,0,P45880;A0A0A0MR02;Q5JSD2;Q5JSD1;A2A3S1,P45880;A0A0A0MR02;Q5JSD2;Q5JSD1,14;14;10;10;6,14;14;10;10;6,14;14;10;10;6,Voltage-dependent anion-selective channel protein 2,VDAC2,sp|P45880|VDAC2_HUMAN Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=2;tr|A0A0A0MR02|A0A0A0MR02_HUMAN Voltage-dependent anion-selective channel protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=1;tr,14,14,47.3,294
HNRNPUL1,-0.9714711727,0.0316951097038236,0,Q9BUJ2;M0R3F1;A0A0A0MRA5;B7Z4B8;M0QYZ0;M0QYM5;M0QYI8,Q9BUJ2;M0R3F1;A0A0A0MRA5;B7Z4B8;M0QYZ0,5;5;5;5;4;1;1,5;5;5;5;4;1;1,5;5;5;5;4;1;1,Heterogeneous nuclear ribonucleoprotein U-like protein 1,HNRNPUL1,sp|Q9BUJ2|HNRL1_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens OX=9606 GN=HNRNPUL1 PE=1 SV=2;tr|M0R3F1|M0R3F1_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=HNRNPUL1 PE=1,5,5,7.8,856
EPB41L3,0.3004220828,0.260866475897667,0,A0A0A0MRA8;A0A1B0GTF8;A8K968;Q9Y2J2;A0A0A0MSA4;J3KT37;A0A2R8YFR9;A0A2U3TZH6;A0A3B3IU06;A0A2R8Y5Z6;A0A2R8Y5G2;A0A2R8Y570;A0A2R8YCW8;A0A2R8Y6G5;P11171;Q4VB86;A0A3B3IUD6;A0A2R8Y7Y3;A0A2R8Y7N0;A0A2R8Y420;A0A2R8Y6D0;A0A3B3ITP0;A0A1B0GWG0;A0A2R8Y4N6;J3QS55;A0A2R8YD30,A0A0A0MRA8;A0A1B0GTF8;A8K968;Q9Y2J2;A0A0A0MSA4;J3KT37,5;5;5;5;4;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,5;5;5;5;4;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,4;4;4;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,"Band 4.1-like protein 3;Band 4.1-like protein 3, N-terminally processed",EPB41L3,tr|A0A0A0MRA8|A0A0A0MRA8_HUMAN Band 4.1-like protein 3 OS=Homo sapiens OX=9606 GN=EPB41L3 PE=1 SV=1;tr|A0A1B0GTF8|A0A1B0GTF8_HUMAN Band 4.1-like protein 3 OS=Homo sapiens OX=9606 GN=EPB41L3 PE=1 SV=1;tr|A8K968|A8K968_HUMAN Band 4.1-like protein 3 OS=Homo s,5,4,6.3,918
SNX6,0.2960338129,0.170500191358518,0,Q9UNH7;A0A0A0MRI2;H0YJF8;G3V4Z5;G3V5X9;G3V2U1;G3V5U2,Q9UNH7;A0A0A0MRI2,7;7;2;2;2;1;1,7;7;2;2;2;1;1,7;7;2;2;2;1;1,"Sorting nexin-6;Sorting nexin-6, N-terminally processed",SNX6,sp|Q9UNH7|SNX6_HUMAN Sorting nexin-6 OS=Homo sapiens OX=9606 GN=SNX6 PE=1 SV=1;tr|A0A0A0MRI2|A0A0A0MRI2_HUMAN Sorting nexin OS=Homo sapiens OX=9606 GN=SNX6 PE=1 SV=1,7,7,23.9,406
PCMT1,0.052979863,0.752371792252688,0,P22061;A0A3F2YNX8;A0A0A0MRJ6;H7BY58;F6S8N6;C9J0F2,P22061;A0A3F2YNX8;A0A0A0MRJ6;H7BY58;F6S8N6,4;4;4;4;3;1,4;4;4;4;3;1,4;4;4;4;3;1,Protein-L-isoaspartate(D-aspartate) O-methyltransferase;Protein-L-isoaspartate O-methyltransferase,PCMT1,sp|P22061|PIMT_HUMAN Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=4;tr|A0A3F2YNX8|A0A3F2YNX8_HUMAN Protein-L-isoaspartate O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=1;tr|A0A0A0MRJ6|A0A0A,4,4,37.9,227
NOLC1,-0.0279306763,0.872258167103043,0,Q14978;A0A0A0MRM9;S4R402;S4R341;S4R349,Q14978;A0A0A0MRM9;S4R402;S4R341;S4R349,6;6;3;3;3,6;6;3;3;3,6;6;3;3;3,Nucleolar and coiled-body phosphoprotein 1,NOLC1,sp|Q14978|NOLC1_HUMAN Nucleolar and coiled-body phosphoprotein 1 OS=Homo sapiens OX=9606 GN=NOLC1 PE=1 SV=2;tr|A0A0A0MRM9|A0A0A0MRM9_HUMAN Nucleolar and coiled-body phosphoprotein 1 (Fragment) OS=Homo sapiens OX=9606 GN=NOLC1 PE=1 SV=1;tr|S4R402|S4R402_HUM,6,6,8.2,699
HADH,-0.5421390437,0.271184961860118,0,Q16836;A0A1W2PQV5;A0A1W2PNM1;A0A0A0MSE2;A0A0D9SFP2;E9PF18;A0A1W2PQ78;A0A1W2PQC2;A0A1W2PRT2,Q16836;A0A1W2PQV5;A0A1W2PNM1;A0A0A0MSE2;A0A0D9SFP2;E9PF18;A0A1W2PQ78,3;3;3;3;3;3;2;1;1,3;3;3;3;3;3;2;1;1,3;3;3;3;3;3;2;1;1,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",HADH,"sp|Q16836|HCDH_HUMAN Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=HADH PE=1 SV=3;tr|A0A1W2PQV5|A0A1W2PQV5_HUMAN Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=HADH PE=1 SV=1;tr|A0A1W2PNM1|A0",3,3,14,314
PLS3,-0.3112368554,0.0205643214518897,0,P13797;A0A0A0MSQ0;H7C4N2;U3KQI3;Q5TBN3,P13797;A0A0A0MSQ0,8;8;3;2;1,8;8;3;2;1,6;6;2;1;0,Plastin-3,PLS3,sp|P13797|PLST_HUMAN Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=4;tr|A0A0A0MSQ0|A0A0A0MSQ0_HUMAN Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=1,8,6,18.7,630
PITPNB,-0.0651453539,0.813734590597565,0,P48739;A0A0A0MSW4;B3KYB6;B3KYB7;I3L3W1;I3L2X8;I3L471;I3L4C0;I3L4U7;I3L459,P48739;A0A0A0MSW4;B3KYB6;B3KYB7,6;6;4;3;1;1;1;1;1;1,6;6;4;3;1;1;1;1;1;1,5;5;3;2;0;0;0;0;0;0,Phosphatidylinositol transfer protein beta isoform,PITPNB,sp|P48739|PIPNB_HUMAN Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens OX=9606 GN=PITPNB PE=1 SV=2;tr|A0A0A0MSW4|A0A0A0MSW4_HUMAN Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens OX=9606 GN=PITPNB PE=1 SV=1;tr|B3KYB6|B3K,6,5,26.2,271
IVD,-0.3961220286,0.162171169140246,0,P26440;A0A0A0MT83;A0A0S2Z4K7;H0YLC3;H0YKV0;H0YN10;H7C4G6;A0A087WVD3,P26440;A0A0A0MT83;A0A0S2Z4K7;H0YLC3,6;6;5;3;2;2;2;1,6;6;5;3;2;2;2;1,6;6;5;3;2;2;2;1,"Isovaleryl-CoA dehydrogenase, mitochondrial",IVD,"sp|P26440|IVD_HUMAN Isovaleryl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=IVD PE=1 SV=2;tr|A0A0A0MT83|A0A0A0MT83_HUMAN Isovaleryl-CoA dehydrogenase isoform 1 OS=Homo sapiens OX=9606 GN=IVD PE=1 SV=2;tr|A0A0S2Z4K7|A0A0S2Z4K7_HUMAN Isovalery",6,6,13.6,426
ELOVL5,-0.0668550228,0.56829803560259,0,Q9NYP7;A0A0A0MTI6,Q9NYP7;A0A0A0MTI6,1;1,1;1,1;1,Elongation of very long chain fatty acids protein 5;Elongation of very long chain fatty acids protein,ELOVL5,sp|Q9NYP7|ELOV5_HUMAN Elongation of very long chain fatty acids protein 5 OS=Homo sapiens OX=9606 GN=ELOVL5 PE=1 SV=1;tr|A0A0A0MTI6|A0A0A0MTI6_HUMAN Elongation of very long chain fatty acids protein OS=Homo sapiens OX=9606 GN=ELOVL5 PE=1 SV=1,1,1,4.3,299
ADSL,0.2483823292,0.0704116788888646,0,P30566;A0A1B0GWJ0;A0A1B0GTJ7;A0A0A6YY92;A0A096LNY6;A0A096LNY5;A0A1B0GTG9;A0A1B0GWF8;B4DEP1;A0A1W2PRX2;A0A096LP72;A0A096LNY4;V9GY96;A0A096LP92;A0A096LP76;A0A096LPA2,P30566;A0A1B0GWJ0;A0A1B0GTJ7;A0A0A6YY92;A0A096LNY6;A0A096LNY5;A0A1B0GTG9;A0A1B0GWF8,6;6;6;6;4;3;3;3;2;2;2;2;1;1;1;1,6;6;6;6;4;3;3;3;2;2;2;2;1;1;1;1,6;6;6;6;4;3;3;3;2;2;2;2;1;1;1;1,Adenylosuccinate lyase,ADSL,sp|P30566|PUR8_HUMAN Adenylosuccinate lyase OS=Homo sapiens OX=9606 GN=ADSL PE=1 SV=2;tr|A0A1B0GWJ0|A0A1B0GWJ0_HUMAN Adenylosuccinate lyase OS=Homo sapiens OX=9606 GN=ADSL PE=1 SV=1;tr|A0A1B0GTJ7|A0A1B0GTJ7_HUMAN Adenylosuccinate lyase OS=Homo sapiens OX=9,6,6,17.6,484
TMED7;TMED7-TICAM2,0.173690801,0.158755703726041,0,Q9Y3B3;A0A0A6YYA0,Q9Y3B3;A0A0A6YYA0,2;2,2;2,2;2,Transmembrane emp24 domain-containing protein 7,TMED7;TMED7-TICAM2,sp|Q9Y3B3|TMED7_HUMAN Transmembrane emp24 domain-containing protein 7 OS=Homo sapiens OX=9606 GN=TMED7 PE=1 SV=2;tr|A0A0A6YYA0|A0A0A6YYA0_HUMAN Protein TMED7-TICAM2 OS=Homo sapiens OX=9606 GN=TMED7-TICAM2 PE=3 SV=1,2,2,10.3,224
NAA15;NAA16,-0.2005277794,0.204442958581608,0,Q9BXJ9;A0A0B4J1W3;Q6N069,Q9BXJ9;A0A0B4J1W3;Q6N069,4;4;2,4;4;2,4;4;2,"N-alpha-acetyltransferase 15, NatA auxiliary subunit;N-alpha-acetyltransferase 16, NatA auxiliary subunit",NAA15;NAA16,"sp|Q9BXJ9|NAA15_HUMAN N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1;tr|A0A0B4J1W3|A0A0B4J1W3_HUMAN N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1;sp|Q6N069|N",4,4,5.1,866
SRSF7,0.4154657108,0.0781870370073955,0,Q16629;A0A0B4J1Z1;C9JAB2,Q16629;A0A0B4J1Z1;C9JAB2,6;6;6,6;6;6,6;6;6,Serine/arginine-rich splicing factor 7,SRSF7,sp|Q16629|SRSF7_HUMAN Serine/arginine-rich splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1;tr|A0A0B4J1Z1|A0A0B4J1Z1_HUMAN Serine/arginine-rich-splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1;tr|C9JAB2|C9JAB2_HUMAN Serine/arginine-,6,6,26.9,238
TCEB2,-0.4157691647,0.0166373783994778,0,Q15370;A0A0B4J296;B8ZZU8;I3L0M9,Q15370;A0A0B4J296,3;3;1;1,3;3;1;1,3;3;1;1,Transcription elongation factor B polypeptide 2,TCEB2,sp|Q15370|ELOB_HUMAN Elongin-B OS=Homo sapiens OX=9606 GN=ELOB PE=1 SV=1;tr|A0A0B4J296|A0A0B4J296_HUMAN Elongin-B OS=Homo sapiens OX=9606 GN=ELOB PE=1 SV=1,3,3,13.6,118
RPS15,-0.2251177041,0.571198143735158,0,P62841;K7EM56;A0A0B4J2B4;S4R417;K7ELC2;S4R456;K7EJ78;K7EQJ5,P62841;K7EM56;A0A0B4J2B4;S4R417;K7ELC2;S4R456;K7EJ78;K7EQJ5,4;4;4;4;4;3;3;3,4;4;4;4;4;3;3;3,4;4;4;4;4;3;3;3,40S ribosomal protein S15,RPS15,sp|P62841|RS15_HUMAN 40S ribosomal protein S15 OS=Homo sapiens OX=9606 GN=RPS15 PE=1 SV=2;tr|K7EM56|K7EM56_HUMAN 40S ribosomal protein S15 OS=Homo sapiens OX=9606 GN=RPS15 PE=1 SV=2;tr|A0A0B4J2B4|A0A0B4J2B4_HUMAN 40S ribosomal protein S15 OS=Homo sapiens O,4,4,42.8,145
TPT1,0.7040173767,0.0331898067275951,0,P13693;Q5W0H4;A0A0B4J2C3;J3KPG2;E9PJF7;Q56UQ5;Q9HAU6;H0YCX0,P13693;Q5W0H4;A0A0B4J2C3;J3KPG2;E9PJF7,10;10;10;6;6;3;1;1,10;10;10;6;6;3;1;1,10;10;10;6;6;3;1;1,Translationally-controlled tumor protein,TPT1,sp|P13693|TCTP_HUMAN Translationally-controlled tumor protein OS=Homo sapiens OX=9606 GN=TPT1 PE=1 SV=1;tr|Q5W0H4|Q5W0H4_HUMAN Translationally-controlled tumor protein OS=Homo sapiens OX=9606 GN=TPT1 PE=1 SV=1;tr|A0A0B4J2C3|A0A0B4J2C3_HUMAN Translationally,10,10,35.5,172
PWP2,0.204629339,0.53185584566842,0,Q15269;A0A0B4J2E5;C9J544,Q15269;A0A0B4J2E5,3;3;1,3;3;1,1;1;1,Periodic tryptophan protein 2 homolog,PWP2,sp|Q15269|PWP2_HUMAN Periodic tryptophan protein 2 homolog OS=Homo sapiens OX=9606 GN=PWP2 PE=2 SV=2;tr|A0A0B4J2E5|A0A0B4J2E5_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 GN=LOC102724159 PE=1 SV=1,3,1,3.8,919
SET,-0.3665546505,0.0525064362207748,0,Q01105;A0A0C4DFV9,Q01105;A0A0C4DFV9,10;10,10;10,3;3,Protein SET,SET,sp|Q01105|SET_HUMAN Protein SET OS=Homo sapiens OX=9606 GN=SET PE=1 SV=3;tr|A0A0C4DFV9|A0A0C4DFV9_HUMAN Protein SET OS=Homo sapiens OX=9606 GN=SET PE=1 SV=1,10,3,32.1,290
RPSA,0.515453633,0.00705520182416892,0,P08865;C9J9K3;A0A0C4DG17;F8WD59,P08865;C9J9K3;A0A0C4DG17;F8WD59,22;22;22;12,22;22;22;12,22;22;22;12,40S ribosomal protein SA,RPSA,sp|P08865|RSSA_HUMAN 40S ribosomal protein SA OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=4;tr|C9J9K3|C9J9K3_HUMAN 40S ribosomal protein SA (Fragment) OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=8;tr|A0A0C4DG17|A0A0C4DG17_HUMAN 40S ribosomal protein SA OS=Homo sap,22,22,68.8,295
HTRA2,-0.5055108264,0.0226466389410738,0,O43464;A0A0C4DG44,O43464;A0A0C4DG44,2;2,2;2,2;2,"Serine protease HTRA2, mitochondrial",HTRA2,"sp|O43464|HTRA2_HUMAN Serine protease HTRA2, mitochondrial OS=Homo sapiens OX=9606 GN=HTRA2 PE=1 SV=2;tr|A0A0C4DG44|A0A0C4DG44_HUMAN Serine protease HTRA2, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=HTRA2 PE=1 SV=1",2,2,6.3,458
DDX46,-0.1788707021,0.136752572551782,0,Q7L014;A0A0C4DG89;D6RJA6,Q7L014;A0A0C4DG89,8;8;2,8;8;2,8;8;2,Probable ATP-dependent RNA helicase DDX46,DDX46,sp|Q7L014|DDX46_HUMAN Probable ATP-dependent RNA helicase DDX46 OS=Homo sapiens OX=9606 GN=DDX46 PE=1 SV=2;tr|A0A0C4DG89|A0A0C4DG89_HUMAN Probable ATP-dependent RNA helicase DDX46 OS=Homo sapiens OX=9606 GN=DDX46 PE=1 SV=1,8,8,10.1,1031
CHD4,-0.2616907971,0.0478954820213952,0,Q14839;A0A2R8Y425;A0A0C4DGG9;A0A2R8Y521;A0A2R8Y212;A0A2R8YDW2;A0A2R8Y4X2;F5GWX5;A0A2R8YFD8;A0A2R8YD40;A0A2R8YDJ9;A0A2U3TZM0;A0A2R8YFK9;A0A2R8Y5J0;A0A2R8Y7M9;A0A2R8Y7I0;A0A2R8YER1;A0A2R8Y445;A0A2R8Y8C1;A0A2R8Y5M9;A0A2R8YE38;Q8TDI0;K7EMY3;A0A2R8Y5Z7;A0A2R8Y685;A0A2R8Y8B3,Q14839;A0A2R8Y425;A0A0C4DGG9;A0A2R8Y521;A0A2R8Y212;A0A2R8YDW2;A0A2R8Y4X2;F5GWX5;A0A2R8YFD8;A0A2R8YD40;A0A2R8YDJ9;A0A2U3TZM0;A0A2R8YFK9;A0A2R8Y5J0;A0A2R8Y7M9;A0A2R8Y7I0;A0A2R8YER1;A0A2R8Y445;A0A2R8Y8C1,7;7;7;7;7;7;7;7;7;7;7;7;7;7;6;6;4;4;4;3;3;2;2;1;1;1,7;7;7;7;7;7;7;7;7;7;7;7;7;7;6;6;4;4;4;3;3;2;2;1;1;1,6;6;6;6;6;6;6;6;6;6;6;6;6;6;5;5;3;3;3;2;2;1;1;1;1;1,Chromodomain-helicase-DNA-binding protein 4,CHD4,sp|Q14839|CHD4_HUMAN Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=2;tr|A0A2R8Y425|A0A2R8Y425_HUMAN Chromodomain-helicase-DNA-binding protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=1;tr|A0A0C4DGG9|A0A0C4D,7,6,5.6,1912
CAPNS1,0.249026323,0.049484852847507,0,P04632;A0A0C4DGQ5;K7EIV0;A0A075B7C0;K7ELJ7;U3KQE2;K7EM73;K7EKD8;U3KPR7;K7ES78;K7EMQ1,P04632;A0A0C4DGQ5;K7EIV0;A0A075B7C0;K7ELJ7;U3KQE2;K7EM73;K7EKD8;U3KPR7,10;10;9;9;9;8;7;6;5;1;1,10;10;9;9;9;8;7;6;5;1;1,10;10;9;9;9;8;7;6;5;1;1,Calpain small subunit 1,CAPNS1,sp|P04632|CPNS1_HUMAN Calpain small subunit 1 OS=Homo sapiens OX=9606 GN=CAPNS1 PE=1 SV=1;tr|A0A0C4DGQ5|A0A0C4DGQ5_HUMAN Calpain small subunit 1 OS=Homo sapiens OX=9606 GN=CAPNS1 PE=1 SV=1;tr|K7EIV0|K7EIV0_HUMAN Calpain small subunit 1 (Fragment) OS=Homo s,10,10,41.4,268
DDOST,-0.3204717491,0.040538216949204,0,P39656;A0A0C4DGS1;U3KQ84,P39656;A0A0C4DGS1;U3KQ84,9;9;5,9;9;5,9;9;5,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,DDOST,sp|P39656|OST48_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Homo sapiens OX=9606 GN=DDOST PE=1 SV=4;tr|A0A0C4DGS1|A0A0C4DGS1_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=H,9,9,21.9,456
LAMTOR5,-0.3656208625,0.0242949941986255,0,O43504;R4GMU8;E9PLX3;A0A0C4DGV4,O43504;R4GMU8;E9PLX3;A0A0C4DGV4,1;1;1;1,1;1;1;1,1;1;1;1,Ragulator complex protein LAMTOR5,LAMTOR5,sp|O43504|LTOR5_HUMAN Ragulator complex protein LAMTOR5 OS=Homo sapiens OX=9606 GN=LAMTOR5 PE=1 SV=1;tr|R4GMU8|R4GMU8_HUMAN Ragulator complex protein LAMTOR5 OS=Homo sapiens OX=9606 GN=LAMTOR5 PE=1 SV=1;tr|E9PLX3|E9PLX3_HUMAN Ragulator complex protein LAMT,1,1,22,91
