Gene_names,DCAF11_vs_BirA_logFC,DCAF11_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alon_N1,Peptides_BirA_alon_N2,Peptides_DCAF11_N1,Peptides_DCAF11_N2,Razor___unique_peptides_BirA_alon_N1,Razor___unique_peptides_BirA_alon_N2,Razor___unique_peptides_DCAF11_N1,Razor___unique_peptides_DCAF11_N2,Unique_peptides_BirA_alon_N1,Unique_peptides_BirA_alon_N2,Unique_peptides_DCAF11_N1,Unique_peptides_DCAF11_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alon_N1,Identification_type_BirA_alon_N2,Identification_type_DCAF11_N1,Identification_type_DCAF11_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alon_N1,Ratio_H_L_BirA_alon_N2,Ratio_H_L_DCAF11_N1,Ratio_H_L_DCAF11_N2,Ratio_H_L_normalized_BirA_alon_N1,Ratio_H_L_normalized_BirA_alon_N2,Ratio_H_L_normalized_DCAF11_N1,Ratio_H_L_normalized_DCAF11_N2,Ratio_H_L_variability_____BirA_alon_N1,Ratio_H_L_variability_____BirA_alon_N2,Ratio_H_L_variability_____DCAF11_N1,Ratio_H_L_variability_____DCAF11_N2,Ratio_H_L_count_BirA_alon_N1,Ratio_H_L_count_BirA_alon_N2,Ratio_H_L_count_DCAF11_N1,Ratio_H_L_count_DCAF11_N2,Ratio_H_L_iso_count_BirA_alon_N1,Ratio_H_L_iso_count_BirA_alon_N2,Ratio_H_L_iso_count_DCAF11_N1,Ratio_H_L_iso_count_DCAF11_N2,Ratio_H_L_type_BirA_alon_N1,Ratio_H_L_type_BirA_alon_N2,Ratio_H_L_type_DCAF11_N1,Ratio_H_L_type_DCAF11_N2,Sequence_coverage_BirA_alon_N1____,Sequence_coverage_BirA_alon_N2____,Sequence_coverage_DCAF11_N1____,Sequence_coverage_DCAF11_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alon_N1,Intensity_L_BirA_alon_N1,Intensity_H_BirA_alon_N1,Intensity_BirA_alon_N2,Intensity_L_BirA_alon_N2,Intensity_H_BirA_alon_N2,Intensity_DCAF11_N1,Intensity_L_DCAF11_N1,Intensity_H_DCAF11_N1,Intensity_DCAF11_N2,Intensity_L_DCAF11_N2,Intensity_H_DCAF11_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_DCAF11_N1,metacell_Intensity_L_DCAF11_N2,metacell_Intensity_L_BirA_alon_N1,metacell_Intensity_L_BirA_alon_N2
RSL1D1,1.89696037838748,0.00479261620078265,O76021;J3QSV6;I3L3U9;I3L3C4;I3L234;I3L1A3;J3KPU7;I3L2F2;I3L4T8;I3L1Y4,O76021;J3QSV6;I3L3U9;I3L3C4,14;12;11;8;3;2;1;1;1;1,14;12;11;8;3;2;1;1;1;1,14;12;11;8;3;2;1;1;1;1,Ribosomal L1 domain-containing protein 1,sp|O76021|RL1D1_HUMAN Ribosomal L1 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=RSL1D1 PE=1 SV=3;tr|J3QSV6|J3QSV6_HUMAN Ribosomal L1 domain-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=RSL1D1 PE=1 SV=1;tr|I3L3U9|I3L3U9_HUMAN Ribosom,10,14,14,14,5,3,10,11,5,3,10,11,5,3,10,11,32.7,32.7,32.7,54.972,490,490;430;296;158;98;93;39;43;46;47,0.0,14.728,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.50071,0.97356,12.425,30,6,Leave out requantified,0.32333,0.34134,0.55207,0.49473,1.0261,0.9239,1.0923,0.93008,10.682,2.006,14.635,12.325,5,3,9,13,1,0,1,4,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,14.3,12.9,20.6,25.3,1614300000,1043900000,570420000,170020000,122370000,47648000,174790000,120750000,54034000,289830000,175430000,114400000,979710000,625370000,354340000,,,,1200,1829;2907;3481;4823;7043;7263;8635;8752;8792;9888;11733;11901;14208;15431,True;True;True;True;True;True;True;True;True;True;True;True;True;True,2091;3324;3961;5566;8188;8475;10095;10232;10277;11517;13628;13816;13817;16430;16431;17874,5836;8996;8997;8998;8999;10555;10556;14817;14818;14819;21799;21800;22530;22531;27011;27388;27389;27503;27504;27505;30737;36158;36159;36624;36625;36626;36627;36628;43663;43664;43665;47648,11228;17178;17179;17180;17181;19932;19933;28031;41328;41329;41330;42701;42702;42703;42704;50915;51675;51676;51677;51883;51884;51885;51886;51887;51888;51889;51890;51891;57772;67909;68780;68781;68782;82406;82407;82408;82409;82410;90341,11228;17180;19933;28031;41329;42703;50915;51676;51891;57772;67909;68780;82406;90341,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_1201,quanti,quanti,quanti,quanti
CIAO1,-21.3465494919722,6.56502771340346e-08,O76071,O76071,4,4,4,Probable cytosolic iron-sulfur protein assembly protein CIAO1,sp|O76071|CIAO1_HUMAN Probable cytosolic iron-sulfur protein assembly protein CIAO1 OS=Homo sapiens OX=9606 GN=CIAO1 PE=1 SV=1,1,4,4,4,3,4,0,0,3,4,0,0,3,4,0,0,14.2,14.2,14.2,37.84,339,339,0.0,3.4223,By MS/MS,By MS/MS,,,0.43625,1.0919,22.38,7,0,Leave out requantified,0.43655,0.44912,,,1.2811,1.0518,,,16.992,21.264,,,3,4,0,0,0,0,0,0,Leave out requantified,Leave out requantified,Median,Median,14.2,14.2,0.0,0.0,181580000,123250000,58333000,71660000,48626000,23034000,109920000,74620000,35299000,0,0,0,0,0,0,,,,1201,6592;6929;10088;13092,True;True;True;True,7683;8059;11741;15153,20490;20491;21485;31272;31273;40226;40227,38792;38793;40732;40733;58752;58753;75437;75438,38792;40732;58753;75437,,,,,-1,protein_1202,imputed MEC,imputed MEC,quanti,quanti
SRP72,0.065694342543722,0.891319996615088,O76094;D6RDY6;R4GNC1,O76094;D6RDY6;R4GNC1,6;5;4,6;5;4,6;5;4,Signal recognition particle subunit SRP72,sp|O76094|SRP72_HUMAN Signal recognition particle subunit SRP72 OS=Homo sapiens OX=9606 GN=SRP72 PE=1 SV=3;tr|D6RDY6|D6RDY6_HUMAN Signal recognition particle subunit SRP72 (Fragment) OS=Homo sapiens OX=9606 GN=SRP72 PE=1 SV=3;tr|R4GNC1|R4GNC1_HUMAN Signal ,3,6,6,6,3,2,3,4,3,2,3,4,3,2,3,4,8.8,8.8,8.8,74.605,671,671;335;220,0.0,5.9356,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.66639,1.4314,42.204,11,3,Leave out requantified,0.75062,0.54796,0.79525,0.59161,2.5976,1.3997,1.5398,1.0868,24.443,23.736,52.639,49.014,3,2,3,3,1,1,1,0,Plateau,Median,Median,Leave out requantified,5.5,3.9,5.5,7.2,365740000,200920000,164820000,117130000,66355000,50778000,76589000,47297000,29291000,77401000,35646000,41755000,94614000,51623000,42992000,,,,1202,2264;6336;12762;13393;14974;15633,True;True;True;True;True;True,2607;7393;14788;15486;17338;18109,7218;19713;19714;19715;19716;39262;41152;46214;46215;46216;48255;48256,13967;13968;13969;37431;37432;37433;37434;37435;73762;77267;87539;87540;87541;87542;91504;91505;91506;91507,13969;37433;73762;77267;87541;91505,,,,,-1;-1;-1,protein_1203,quanti,quanti,quanti,quanti
MTA2,1.66149451127089,0.0460580625818396,O94776,O94776,8,8,8,Metastasis-associated protein MTA2,sp|O94776|MTA2_HUMAN Metastasis-associated protein MTA2 OS=Homo sapiens OX=9606 GN=MTA2 PE=1 SV=1,1,8,8,8,3,2,5,7,3,2,5,7,3,2,5,7,17.4,17.4,17.4,75.022,668,668,0.0,6.7002,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.62307,1.1004,12.411,19,3,Leave out requantified,0.39572,0.59666,0.71253,0.66334,0.92319,1.3044,1.1927,1.1244,42.382,13.161,42.072,8.2291,3,2,5,9,1,1,0,1,Median,Median,Leave out requantified,Leave out requantified,6.1,3.4,11.4,15.9,404850000,251540000,153310000,47101000,31431000,15670000,39389000,25669000,13720000,43141000,25598000,17544000,275220000,168840000,106370000,,,,1204,991;2388;4495;4733;11796;12471;13735;14658,True;True;True;True;True;True;True;True,1123;2745;5150;5458;13698;14458;15902;16947,3086;7599;7600;7601;7602;13643;13644;13645;14546;36329;36330;36331;38361;38362;42292;42293;42294;45094;45095;45096,5884;14645;14646;14647;14648;14649;25918;27577;68230;68231;72055;79773;79774;79775;85282,5884;14646;25918;27577;68231;72055;79773;85282,,,,,-1,protein_1205,quanti,quanti,quanti,quanti
TOMM70A,1.07410713321288,0.0180313540155242,O94826,O94826,6,6,6,Mitochondrial import receptor subunit TOM70,sp|O94826|TOM70_HUMAN Mitochondrial import receptor subunit TOM70 OS=Homo sapiens OX=9606 GN=TOMM70 PE=1 SV=1,1,6,6,6,2,3,3,4,2,3,3,4,2,3,3,4,12.0,12.0,12.0,67.454,608,608,0.0,10.326,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.6554,1.1638,33.818,11,4,Leave out requantified,0.29888,0.30027,0.65641,0.59601,0.79543,0.6504,1.2802,1.0639,31.216,33.72,11.162,48.951,2,2,3,4,1,1,0,2,Median,Median,Leave out requantified,Median,2.8,4.6,7.7,5.9,287390000,171020000,116370000,41646000,29226000,12420000,46683000,33514000,13169000,46510000,29502000,17008000,152550000,78780000,73770000,,,,1205,29;3108;4787;11045;16211;16439,True;True;True;True;True;True,29;3545;5525;12826;18767;19034,78;79;9541;14722;14723;14724;14725;34139;34140;34141;49988;50688,143;144;145;146;18043;18044;27880;27881;27882;27883;27884;27885;64212;64213;64214;64215;64216;94779;96168,145;18044;27882;64215;94779;96168,,,,,-1,protein_1206,quanti,quanti,quanti,quanti
GLS,0.724470352336596,0.0654299143272874,O94925;H7BZD1;C9JIJ6;B7Z509;H7C201,O94925,7;3;1;1;1,7;3;1;1;1,6;3;0;0;0,"Glutaminase kidney isoform, mitochondrial","sp|O94925|GLSK_HUMAN Glutaminase kidney isoform, mitochondrial OS=Homo sapiens OX=9606 GN=GLS PE=1 SV=1",5,7,7,6,3,3,4,6,3,3,4,6,2,2,4,5,17.9,17.9,14.8,73.46,669,669;114;164;174;182,0.0,8.0829,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.64621,1.4302,27.858,18,0,Leave out requantified,0.34311,0.64621,0.74106,0.85212,1.0426,1.5342,1.3699,1.5013,8.425,7.9882,67.19,26.868,4,4,4,6,0,0,0,0,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,6.9,7.3,8.8,15.2,591720000,341610000,250110000,99545000,69310000,30235000,126250000,75554000,50699000,101810000,53382000,48427000,264120000,143360000,120750000,,,,1207,3157;4040;4558;5573;11338;14306;16046,True;True;True;True;True;True;True,3598;4595;5225;5226;6508;13155;16546;18584,9654;9655;12219;13860;13861;13862;13863;13864;17344;17345;34945;44001;44002;44003;44004;49514;49515;49516,18235;18236;23024;26275;26276;26277;26278;26279;32885;32886;32887;65682;83157;83158;83159;83160;83161;83162;83163;83164;93932;93933;93934;93935;93936;93937;93938;93939;93940;93941,18236;23024;26278;32886;65682;83162;93935,,,,,-1;-1;-1;-1;-1,protein_1208,quanti,quanti,quanti,quanti
ZRANB2,-0.40103110960256,0.551981964367811,O95218,O95218,2,2,2,Zinc finger Ran-binding domain-containing protein 2,sp|O95218|ZRAB2_HUMAN Zinc finger Ran-binding domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ZRANB2 PE=1 SV=2,1,2,2,2,1,2,1,1,1,2,1,1,1,2,1,1,6.1,6.1,6.1,37.404,330,330,0.0,2.0347,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.50645,1.1427,7.4683,5,2,Median,0.3788,0.47141,0.58651,0.63338,1.0727,1.1712,1.1494,1.1427,,13.068,,,1,2,1,1,0,2,0,0,Median,Median,Median,Median,3.3,6.1,3.3,3.3,129360000,88998000,40357000,22965000,16371000,6594100,58691000,43167000,15524000,23405000,14611000,8794300,24295000,14849000,9445400,,,,1210,4728;13355,True;True,5452;15445,14530;14531;14532;14533;41033,27554;27555;27556;27557;77032,27555;77032,,,,,-1,protein_1211,quanti,quanti,quanti,quanti
VAPB,-0.166074817852266,0.645005648311179,O95292;E5RK64;Q9P0L0,O95292;E5RK64,4;3;1,4;3;1,4;3;1,Vesicle-associated membrane protein-associated protein B/C,sp|O95292|VAPB_HUMAN Vesicle-associated membrane protein-associated protein B/C OS=Homo sapiens OX=9606 GN=VAPB PE=1 SV=3;tr|E5RK64|E5RK64_HUMAN Vesicle-associated membrane protein-associated protein B/C OS=Homo sapiens OX=9606 GN=VAPB PE=1 SV=1,3,4,4,4,2,2,3,3,2,2,3,3,2,2,3,3,23.0,23.0,23.0,27.228,243,243;71;249,0.0,5.4386,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.49275,1.0205,1.55,10,3,Leave out requantified,0.31479,0.46865,0.62792,0.51691,1.0345,1.2256,1.1167,0.93119,1.9301,15.473,6.9471,13.303,2,2,3,3,1,0,1,1,Median,Median,Median,Median,11.5,11.5,16.5,18.1,281080000,186360000,94717000,72404000,55128000,17275000,79287000,51154000,28133000,35048000,19940000,15107000,94338000,60136000,34202000,,,,1211,938;4948;6139;8181,True;True;True;True,1057;5721;7159;9566,2902;2903;2904;15227;15228;19073;19074;25552;25553;25554,5547;5548;5549;5550;28835;28836;36291;36292;48203;48204;48205,5548;28836;36291;48205,,,,,-1;-1;-1,protein_1212,quanti,quanti,quanti,quanti
PAPSS2,-1.87297387738139,0.015125216011069,O95340,O95340,5,3,3,Bifunctional 3-phosphoadenosine 5-phosphosulfate synthase 2;Sulfate adenylyltransferase;Adenylyl-sulfate kinase,sp|O95340|PAPS2_HUMAN Bifunctional 3-phosphoadenosine 5-phosphosulfate synthase 2 OS=Homo sapiens OX=9606 GN=PAPSS2 PE=1 SV=2,1,5,3,3,3,3,3,2,2,2,1,1,2,2,1,1,10.1,7.2,7.2,69.5,614,614,0.0,2.3692,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.39827,0.75469,0.083622,6,1,Leave out requantified,0.34533,0.34047,0.63087,0.57205,0.96202,0.65984,1.0704,0.98666,89.66,19.078,,,2,2,1,1,1,0,0,0,Median,Median,Median,Median,6.8,9.0,5.7,5.0,97247000,61869000,35378000,49019000,30814000,18204000,26863000,19163000,7700000,4698500,2511500,2187000,16668000,9380600,7286900,,,,1212,1304;4244;4420;15168;15178,True;False;False;True;True,1495;4841;5060;17572;17583,4168;12844;12845;13437;13438;13439;46861;46862;46863;46864;46897,8011;24308;24309;25527;25528;88900;88901;88902;88903;88904;88964,8011;24309;25528;88902;88964,,,,,-1,protein_1213,quanti,quanti,quanti,quanti
SMC2,-2.13696716682777,0.0329763980387198,O95347,O95347,6,6,6,Structural maintenance of chromosomes protein 2,sp|O95347|SMC2_HUMAN Structural maintenance of chromosomes protein 2 OS=Homo sapiens OX=9606 GN=SMC2 PE=1 SV=2,1,6,6,6,5,4,1,2,5,4,1,2,5,4,1,2,6.6,6.6,6.6,135.65,1197,1197,0.0,10.368,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.44619,1.075,33.412,13,2,Leave out requantified,0.30451,0.50196,0.49809,0.64256,0.95218,1.285,0.84717,1.238,30.994,2.2333,,13.214,5,4,1,3,1,1,0,0,Leave out requantified,Leave out requantified,Median,Median,5.8,4.4,0.8,2.5,373760000,225310000,148450000,126670000,84714000,41957000,154410000,92084000,62329000,8232000,4955800,3276200,84448000,43555000,40893000,,,,1213,4018;4840;8447;12492;14222;16603,True;True;True;True;True;True,4569;5587;5588;9880;14480;16452;19222,12147;12148;14889;14890;14891;26445;38412;38413;43729;43730;43731;51187;51188,22878;22879;28225;28226;28227;28228;49971;72148;72149;72150;82587;82588;82589;82590;82591;97122;97123;97124;97125,22878;28227;49971;72150;82588;97122,,,,,-1,protein_1214,quanti,quanti,quanti,quanti
IPO7,1.06618413238347,0.0604911271573866,O95373;E9PLJ0;E9PLB2,O95373,11;2;2,11;2;2,11;2;2,Importin-7,sp|O95373|IPO7_HUMAN Importin-7 OS=Homo sapiens OX=9606 GN=IPO7 PE=1 SV=1,3,11,11,11,3,3,5,8,3,3,5,8,3,3,5,8,13.5,13.5,13.5,119.52,1038,1038;64;130,0.0,13.828,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.62386,1.0987,32.244,20,1,Leave out requantified,0.31143,0.2775,0.72574,0.67545,0.86592,0.76331,1.2869,1.2159,10.28,15.242,19.457,26.256,3,3,5,9,0,0,0,1,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,5.2,5.6,7.7,9.2,987240000,632570000,354670000,121880000,97615000,24262000,148140000,114320000,33821000,147440000,75991000,71448000,569790000,344650000,225140000,,,,1215,781;3896;5394;7249;9859;9860;10904;10905;12791;12792;15148,True;True;True;True;True;True;True;True;True;True;True,877;878;4432;6260;8458;11488;11489;12667;12668;14818;14819;17547,2396;2397;2398;2399;2400;11778;16667;16668;22482;30665;30666;30667;33721;33722;33723;33724;33725;39335;39336;39337;46791;46792,4520;4521;4522;4523;4524;4525;4526;4527;4528;4529;4530;4531;22183;22184;22185;31460;42624;42625;42626;42627;57629;57630;57631;63377;63378;63379;63380;63381;63382;63383;73885;73886;73887;88719;88720;88721;88722,4524;22185;31460;42624;57630;57631;63379;63381;73886;73887;88720,,,,,-1;-1;-1,protein_1216,quanti,quanti,quanti,quanti
AHSA1,0.587932275224667,0.12130680424351,O95433;G3V438;H0YJG7;H0YJ63;G3V3W9;H0YJU2,O95433;G3V438;H0YJG7,11;8;7;4;3;3,11;8;7;4;3;3,11;8;7;4;3;3,Activator of 90 kDa heat shock protein ATPase homolog 1,sp|O95433|AHSA1_HUMAN Activator of 90 kDa heat shock protein ATPase homolog 1 OS=Homo sapiens OX=9606 GN=AHSA1 PE=1 SV=1;tr|G3V438|G3V438_HUMAN Activator of 90 kDa heat shock protein ATPase homolog 1 (Fragment) OS=Homo sapiens OX=9606 GN=AHSA1 PE=1 SV=1;tr,6,11,11,11,4,4,9,9,4,4,9,9,4,4,9,9,33.7,33.7,33.7,38.274,338,338;203;216;90;100;133,0.0,19.326,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.62234,1.3237,11.997,28,1,Leave out requantified,0.43334,0.42861,0.64891,0.67485,1.3016,1.1889,1.279,1.2839,10.075,21.649,12.19,12.873,5,5,9,9,0,0,1,0,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,11.8,11.8,31.1,29.9,1665600000,1096900000,568710000,352270000,252560000,99713000,353280000,244450000,108820000,293410000,176260000,117150000,666630000,423610000,243020000,,,,1217,286;940;2737;3191;6772;8325;13928;14627;14628;16659;16660,True;True;True;True;True;True;True;True;True;True;True,323;1059;3138;3640;7881;9728;16118;16912;16913;19287;19288,839;840;2906;2907;8543;8544;9762;9763;21041;21042;21043;26033;26034;42826;42827;44987;44988;44989;51362;51363;51364;51365;51366;51367;51368;51369;51370;51371,1596;1597;1598;1599;1600;1601;5552;5553;5554;16330;16331;16332;16333;18437;18438;39855;39856;39857;39858;39859;49143;80759;80760;85078;85079;85080;85081;85082;97425;97426;97427;97428;97429;97430;97431;97432;97433;97434;97435;97436;97437;97438;97439;97440;97441;97442;97443;97444;97445;97446;97447;97448;97449;97450;97451;97452,1600;5553;16332;18437;39857;49143;80760;85078;85082;97427;97444,,,,,-1;-1;-1;-1;-1;-1,protein_1218,quanti,quanti,quanti,quanti
AP2A1;AP2A2,0.152462378121445,0.871172344423317,O95782;O94973;M0R2D9;E9PR62;A0A0G2JQM1;A0A0G2JS82,O95782;O94973,4;2;1;1;1;1,4;2;1;1;1;1,4;2;1;1;1;1,AP-2 complex subunit alpha-1;AP-2 complex subunit alpha-2,sp|O95782|AP2A1_HUMAN AP-2 complex subunit alpha-1 OS=Homo sapiens OX=9606 GN=AP2A1 PE=1 SV=3;sp|O94973|AP2A2_HUMAN AP-2 complex subunit alpha-2 OS=Homo sapiens OX=9606 GN=AP2A2 PE=1 SV=2,6,4,4,4,2,2,1,4,2,2,1,4,2,2,1,4,4.3,4.3,4.3,107.54,977,977;939;57;378;634;917,0.0,5.6451,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.5428,1.0293,6.5602,9,5,Leave out requantified,0.39214,0.46188,0.55339,0.60396,0.84726,1.0028,0.88931,1.1153,38.326,6.8683,,15.25,2,2,1,4,2,1,0,2,Median,Median,Median,Linear,1.9,2.1,1.0,4.3,161150000,98201000,62947000,23915000,14363000,9552400,39019000,24571000,14448000,6335200,4241100,2094100,91879000,55027000,36852000,,,,1219,277;1209;2288;4687,True;True;True;True,311;1377;2635;5402,803;804;3799;3800;3801;7288;14398;14399;14400,1530;1531;1532;7213;7214;7215;14080;27295;27296;27297;27298,1532;7213;14080;27297,,,,,-1;-1;-1;-1;-1;-1,protein_1220,quanti,quanti,quanti,quanti
BAG2,-0.350540182669128,0.54144868131679,O95816,O95816,6,6,6,BAG family molecular chaperone regulator 2,sp|O95816|BAG2_HUMAN BAG family molecular chaperone regulator 2 OS=Homo sapiens OX=9606 GN=BAG2 PE=1 SV=1,1,6,6,6,2,3,3,2,2,3,3,2,2,3,3,2,43.6,43.6,43.6,23.772,211,211,0.0,17.992,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.4261,0.99708,18.369,10,3,Leave out requantified,0.25896,0.33397,0.52211,0.58374,0.75282,0.81542,1.0212,1.1134,47.503,20.067,14.31,4.2384,2,3,3,2,1,1,0,1,Median,Median,Leave out requantified,Median,12.3,20.9,22.7,12.3,473220000,324620000,148600000,84921000,67281000,17640000,197950000,144100000,53850000,85544000,52908000,32637000,104810000,60337000,44475000,,,,1221,3866;6062;8619;11367;12295;13767,True;True;True;True;True;True,4397;7066;10077;13189;14257;15940,11685;11686;11687;18774;26970;35029;37809;42388;42389;42390,22011;22012;22013;22014;22015;35572;50854;65826;65827;70961;70962;79974;79975;79976;79977;79978;79979,22011;35572;50854;65827;70961;79978,,,,,-1,protein_1222,quanti,quanti,quanti,quanti
AIFM1,-19.7909313691297,1.56811491331805e-06,O95831,O95831,2,2,2,"Apoptosis-inducing factor 1, mitochondrial","sp|O95831|AIFM1_HUMAN Apoptosis-inducing factor 1, mitochondrial OS=Homo sapiens OX=9606 GN=AIFM1 PE=1 SV=1",1,2,2,2,2,1,0,0,2,1,0,0,2,1,0,0,3.8,3.8,3.8,66.9,613,613,0.0,3.1316,By MS/MS,By MS/MS,,,0.78891,1.7684,53.087,3,1,Median,0.54675,0.78891,,,1.5414,1.7684,,,74.233,,,,2,1,0,0,1,0,0,0,Median,Median,Median,Median,3.8,2.0,0.0,0.0,67254000,44736000,22518000,46306000,31336000,14970000,20948000,13400000,7547900,0,0,0,0,0,0,,,,1222,3066;6637,True;True,3498;7732,9448;9449;20636,17923;17924;17925;39072,17924;39072,,,,,-1,protein_1223,imputed MEC,imputed MEC,quanti,quanti
BPNT1,-2.07107990878716,0.00705970232704267,O95861;A6NF51;F8VVW8;F8VZG4;F8W1J0,O95861;A6NF51,7;6;3;3;3,7;6;3;3;3,7;6;3;3;3,"3(2),5-bisphosphate nucleotidase 1","sp|O95861|BPNT1_HUMAN 3(2),5-bisphosphate nucleotidase 1 OS=Homo sapiens OX=9606 GN=BPNT1 PE=1 SV=1;tr|A6NF51|A6NF51_HUMAN 3(2),5-bisphosphate nucleotidase 1 OS=Homo sapiens OX=9606 GN=BPNT1 PE=1 SV=2",5,7,7,7,6,5,1,1,6,5,1,1,6,5,1,1,32.1,32.1,32.1,33.392,308,308;291;130;136;170,0.0,16.525,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.46594,1.0932,29.227,12,3,Leave out requantified,0.32219,0.46176,0.53451,0.47016,1.1345,1.2894,1.003,0.88051,36.178,20.168,,,6,4,1,1,2,1,0,0,Leave out requantified,Leave out requantified,Median,Median,28.2,19.2,3.6,3.6,420000000,279000000,141000000,197710000,138480000,59237000,152170000,98817000,53354000,28475000,16382000,12093000,41640000,25324000,16316000,,,,1223,1576;1662;7745;9486;11127;12302;14673,True;True;True;True;True;True;True,1802;1902;9070;11046;12913;14266;16965,5069;5337;5338;24148;24149;29472;29473;29474;29475;34343;37835;45132;45133,9704;10272;10273;45644;45645;55315;55316;55317;55318;55319;55320;55321;55322;55323;64562;64563;71011;71012;71013;85343;85344;85345,9704;10273;45645;55319;64563;71013;85343,,,,,-1;-1;-1;-1;-1,protein_1224,quanti,quanti,quanti,quanti
TXNDC12,2.17928387657302,0.00818905043280287,O95881;V9GY50;V9GYV4,O95881,7;1;1,7;1;1,7;1;1,Thioredoxin domain-containing protein 12,sp|O95881|TXD12_HUMAN Thioredoxin domain-containing protein 12 OS=Homo sapiens OX=9606 GN=TXNDC12 PE=1 SV=1,3,7,7,7,1,1,6,4,1,1,6,4,1,1,6,4,40.1,40.1,40.1,19.206,172,172;55;56,0.0,7.9917,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.46822,1.1101,29.068,12,1,Leave out requantified,0.44952,0.4877,0.50855,0.41407,1.3211,1.2594,0.91622,0.73289,,,27.741,28.438,1,1,6,4,0,0,0,1,Median,Median,Leave out requantified,Leave out requantified,12.8,12.8,36.0,27.9,286280000,181690000,104590000,26389000,17320000,9068800,41728000,25353000,16375000,105340000,66424000,38917000,112830000,72595000,40231000,,,,1225,2687;4316;6254;6255;13695;14768;16164,True;True;True;True;True;True;True,3085;4928;7296;7297;15852;17076;18715,8404;8405;13068;13069;19476;19477;19478;19479;42158;42159;45475;49843,16115;16116;16117;24734;24735;24736;24737;24738;36984;36985;36986;36987;36988;79501;79502;79503;79504;85995;94536;94537;94538,16117;24734;36987;36988;79503;85995;94536,,,,,-1;-1;-1,protein_1226,quanti,quanti,quanti,quanti
TOMM40,19.4817863129261,1.6852539214427e-07,O96008;K7EKG4,O96008;K7EKG4,2;1,2;1,2;1,Mitochondrial import receptor subunit TOM40 homolog,sp|O96008|TOM40_HUMAN Mitochondrial import receptor subunit TOM40 homolog OS=Homo sapiens OX=9606 GN=TOMM40 PE=1 SV=1;tr|K7EKG4|K7EKG4_HUMAN Mitochondrial import receptor subunit TOM40 homolog (Fragment) OS=Homo sapiens OX=9606 GN=TOMM40 PE=1 SV=1,2,2,2,2,0,0,1,1,0,0,1,1,0,0,1,1,8.9,8.9,8.9,37.893,361,361;168,0.0,2.7729,,,By MS/MS,By MS/MS,0.33975,0.60426,10.245,2,1,Median,,,0.32024,0.36044,,,0.56203,0.64966,,,,,0,0,1,1,0,0,1,0,Median,Median,Median,Median,0.0,0.0,5.0,3.9,34668000,25361000,9306800,0,0,0,0,0,0,12847000,9806100,3040700,21821000,15555000,6266100,,,,1227,7330;11776,True;True,8561;13676,22774;36279,43122;68124,43122;68124,,,,,-1;-1,protein_1228,quanti,quanti,imputed MEC,imputed MEC
