Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity TLE3-N1,Intensity TLE3-N2,Intensity BirA-alone-N1,Intensity BirA-alone-N2
Q02952,Q02952,20,20,20,A-kinase anchor protein 12,AKAP12,sp|Q02952|AKA12_HUMAN A-kinase anchor protein 12 OS=Homo sapiens OX=9606 GN=AKAP12 PE=1 SV=4,20,20,18.5,4.20850867790137,4.29066777690332,28.6428569685844,28.2236600888725
Q9Y2D5,Q9Y2D5,32,32,6,A-kinase anchor protein 2,AKAP2,sp|Q9Y2D5|AKAP2_HUMAN A-kinase anchor protein 2 OS=Homo sapiens OX=9606 GN=AKAP2 PE=1 SV=3,32,6,50.1,4.20850867790137,4.29066777690332,32.1911647318126,31.9791015052204
O43823;M0QYL4,O43823,14;4,14;4,14;4,A-kinase anchor protein 8,AKAP8,sp|O43823|AKAP8_HUMAN A-kinase anchor protein 8 OS=Homo sapiens OX=9606 GN=AKAP8 PE=1 SV=1,14,14,27.0,27.9700486492608,26.4145136310142,4.43802889902157,4.4166468749236
Q9ULX6;V9GZ50;M0R1Y5;M0QYT7,Q9ULX6,10;4;1;1,10;4;1;1,10;4;1;1,A-kinase anchor protein 8-like,AKAP8L,sp|Q9ULX6|AKP8L_HUMAN A-kinase anchor protein 8-like OS=Homo sapiens OX=9606 GN=AKAP8L PE=1 SV=4,10,10,20.3,27.4248636398278,26.8002059534945,4.43802889902157,4.4166468749236
Q99996;A0A0A0MRF6;A0A087WX84;A0A0A0MRE9;Q6PJH3,Q99996;A0A0A0MRF6;A0A087WX84;A0A0A0MRE9,4;4;3;3;1,4;4;3;3;1,4;4;3;3;1,A-kinase anchor protein 9,AKAP9,sp|Q99996|AKAP9_HUMAN A-kinase anchor protein 9 OS=Homo sapiens OX=9606 GN=AKAP9 PE=1 SV=4;tr|A0A0A0MRF6|A0A0A0MRF6_HUMAN A-kinase anchor protein 9 OS=Homo sapiens OX=9606 GN=AKAP9 PE=1 SV=1;tr|A0A087WX84|A0A087WX84_HUMAN A-kinase anchor protein 9 OS=Homo,4,4,1.7,28.7161379850515,28.2644123004799,4.43802889902157,4.4166468749236
P51648;J3QRD1;A0A5F9ZI12;A0A5F9ZHI5;A0A5F9ZGX4;A0A5F9ZHN9;A0A5K1VW72;I3L1M4;J3QS00;A0A5F9ZHP6;A0A5F9ZHZ9,P51648;J3QRD1;A0A5F9ZI12;A0A5F9ZHI5;A0A5F9ZGX4;A0A5F9ZHN9;A0A5K1VW72;I3L1M4,4;4;4;4;4;4;3;2;1;1;1,4;4;4;4;4;4;3;2;1;1;1,4;4;4;4;4;4;3;2;1;1;1,Fatty aldehyde dehydrogenase,ALDH3A2,sp|P51648|AL3A2_HUMAN Aldehyde dehydrogenase family 3 member A2 OS=Homo sapiens OX=9606 GN=ALDH3A2 PE=1 SV=1;tr|J3QRD1|J3QRD1_HUMAN Aldehyde dehydrogenase family 3 member A2 OS=Homo sapiens OX=9606 GN=ALDH3A2 PE=1 SV=1;tr|A0A5F9ZI12|A0A5F9ZI12_HUMAN Aldehy,4,4,11.5,4.20850867790137,4.29066777690332,25.801291948581,25.1967053728
A0A096LP10;A0A087WT15,A0A096LP10,6;2,6;2,2;2,,ALG13,tr|A0A096LP10|A0A096LP10_HUMAN Putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13 (Fragment) OS=Homo sapiens OX=9606 GN=ALG13 PE=1 SV=1,6,2,35.8,23.4497259900058,22.5115692944745,26.0234587758761,25.2427810239592
A0A0K2YUJ3;Q9UM73;A0A087WZL3,A0A0K2YUJ3;Q9UM73;A0A087WZL3,2;1;1,2;1;1,2;1;1,ALK tyrosine kinase receptor;Tyrosine-protein kinase receptor,ALK,tr|A0A0K2YUJ3|A0A0K2YUJ3_HUMAN Tyrosine-protein kinase receptor OS=Homo sapiens OX=9606 GN=ALK PE=1 SV=1;sp|Q9UM73|ALK_HUMAN ALK tyrosine kinase receptor OS=Homo sapiens OX=9606 GN=ALK PE=1 SV=3;tr|A0A087WZL3|A0A087WZL3_HUMAN Tyrosine-protein kinase recept,2,2,5.4,27.9156451842628,27.9749730057486,4.43802889902157,4.4166468749236
Q8TCU4;A0A087WV20;A0A087WTU9;H7C1D9;A0A494BZW1,Q8TCU4;A0A087WV20;A0A087WTU9,68;68;68;31;11,68;68;68;31;11,68;68;68;31;11,Alstrom syndrome protein 1,ALMS1,sp|Q8TCU4|ALMS1_HUMAN Alstrom syndrome protein 1 OS=Homo sapiens OX=9606 GN=ALMS1 PE=1 SV=4;tr|A0A087WV20|A0A087WV20_HUMAN Alstrom syndrome protein 1 OS=Homo sapiens OX=9606 GN=ALMS1 PE=1 SV=1;tr|A0A087WTU9|A0A087WTU9_HUMAN Alstrom syndrome protein 1 OS=Ho,68,68,25.6,29.5565284775637,29.7663556186615,30.051547178979,29.4418382402224
E9PB61;Q86V81,E9PB61;Q86V81,4;3,4;3,4;3,THO complex subunit 4,ALYREF,tr|E9PB61|E9PB61_HUMAN THO complex subunit 4 OS=Homo sapiens OX=9606 GN=ALYREF PE=1 SV=1;sp|Q86V81|THOC4_HUMAN THO complex subunit 4 OS=Homo sapiens OX=9606 GN=ALYREF PE=1 SV=3,4,4,24.6,24.350183092885,23.7736422910924,25.6566825678769,24.9272339790603
Q01433;A0A5F9UK94;H0Y360;A0A590UK85;A0A590UJY6;E9PJF6;A0A590UJX5;E9PIJ1;H0YF16,Q01433;A0A5F9UK94;H0Y360;A0A590UK85;A0A590UJY6,10;10;10;7;7;3;3;2;2,10;10;10;7;7;3;3;2;2,10;10;10;7;7;3;3;2;2,AMP deaminase 2,AMPD2,sp|Q01433|AMPD2_HUMAN AMP deaminase 2 OS=Homo sapiens OX=9606 GN=AMPD2 PE=1 SV=2;tr|A0A5F9UK94|A0A5F9UK94_HUMAN AMP deaminase OS=Homo sapiens OX=9606 GN=AMPD2 PE=1 SV=1;tr|H0Y360|H0Y360_HUMAN AMP deaminase OS=Homo sapiens OX=9606 GN=AMPD2 PE=1 SV=2;tr|A0A5,10,10,13.7,4.20850867790137,4.29066777690332,27.355146740306,27.163653668047
Q9H1A4;H0Y564;F8WAS1;A0A2R8YF63,Q9H1A4;H0Y564,12;7;1;1,12;7;1;1,12;7;1;1,Anaphase-promoting complex subunit 1,ANAPC1,sp|Q9H1A4|APC1_HUMAN Anaphase-promoting complex subunit 1 OS=Homo sapiens OX=9606 GN=ANAPC1 PE=1 SV=1;tr|H0Y564|H0Y564_HUMAN Anaphase-promoting complex subunit 1 (Fragment) OS=Homo sapiens OX=9606 GN=ANAPC1 PE=1 SV=1,12,12,7.8,4.20850867790137,4.29066777690332,26.9828318992247,26.0072937181229
Q9UJX5;D6RAP6;D6RFM7,Q9UJX5,15;3;2,15;3;2,15;3;2,Anaphase-promoting complex subunit 4,ANAPC4,sp|Q9UJX5|APC4_HUMAN Anaphase-promoting complex subunit 4 OS=Homo sapiens OX=9606 GN=ANAPC4 PE=1 SV=2,15,15,25.4,24.753329798133,23.3791477658731,27.4883811401795,27.7180342463976
A0A5F9ZH58;A0A5F9ZH35;A0A5F9ZHY6;A0A5F9ZHA1;A0A5F9ZGY4;A0A5F9ZH30;A0A5F9ZH38;A0A5F9ZI53;A0A5F9ZI69;A0A5F9ZGX8;A0A5F9ZGZ5;A0A5F9ZI30;A0A5F9ZHC9;A0A5F9ZH70;A0A5F9ZHR2;A0A5F9ZHL9;A0A5F9ZI73;A0A5F9ZHJ4;A0A5F9ZI65;I6L894;A0A5F9ZI18;A0A5F9ZHE4;D6RHE1;A0A5F9ZHR8;A0A5F9ZHL5;A0A5F9ZHG3;A0A5F9ZGY3;A0A5F9ZH34;A0A5F9ZI40;A0A5F9ZHN5;A0A5F9ZH19;A0A5F9ZGS5;A0A5F9ZGS7;A0A5F9ZGY1;A0A5F9ZHQ5;A0A5F9ZHJ6;Q01484;A0A5F9ZI81;A0A5F9ZGZ1;A0A5F9ZI15;A0A5F9ZH39;A0A5F9ZHD2;A0A5F9ZGX3;A0A5F9ZHS1;A0A5F9ZI56;A0A5F9ZI36;A0A5F9ZHF7;A0A5F9ZHT4;A0A5F9ZI46;A0A5F9ZHT8;A0A5F9ZHQ3;A0A5F9ZH17;A0A5F9ZHL3;A0A5F9ZHE2;A0A5F9ZI08;A0A5F9ZH03;A0A5F9ZHN0;A0A5F9ZHM6;A0A5F9ZI45;E9PHW9;A0A5F9ZH10;A0A5F9ZI16;A0A5F9ZH99;A0A5F9ZH18;E9PCH6;A0A0U1RQN6;A0A669KB19;H0Y8Y2;A0A5F9ZHV4;B7Z651;H0Y931;A0A5F9ZI41;A0A5K1VW73;H0YAG3;D6RIY9;A0A087WZ65;A0A087X0B4;D6RHY3,A0A5F9ZH58;A0A5F9ZH35;A0A5F9ZHY6;A0A5F9ZHA1;A0A5F9ZGY4;A0A5F9ZH30;A0A5F9ZH38;A0A5F9ZI53;A0A5F9ZI69;A0A5F9ZGX8;A0A5F9ZGZ5;A0A5F9ZI30;A0A5F9ZHC9;A0A5F9ZH70;A0A5F9ZHR2;A0A5F9ZHL9;A0A5F9ZI73;A0A5F9ZHJ4;A0A5F9ZI65;I6L894;A0A5F9ZI18;A0A5F9ZHE4;D6RHE1;A0A5F9ZHR8;A0A5F9ZHL5;A0A5F9ZHG3;A0A5F9ZGY3;A0A5F9ZH34;A0A5F9ZI40;A0A5F9ZHN5;A0A5F9ZH19;A0A5F9ZGS5;A0A5F9ZGS7;A0A5F9ZGY1;A0A5F9ZHQ5;A0A5F9ZHJ6;Q01484;A0A5F9ZI81;A0A5F9ZGZ1;A0A5F9ZI15;A0A5F9ZH39;A0A5F9ZHD2;A0A5F9ZGX3;A0A5F9ZHS1;A0A5F9ZI56;A0A5F9ZI36;A0A5F9ZHF7;A0A5F9ZHT4;A0A5F9ZI46;A0A5F9ZHT8;A0A5F9ZHQ3;A0A5F9ZH17;A0A5F9ZHL3;A0A5F9ZHE2;A0A5F9ZI08;A0A5F9ZH03;A0A5F9ZHN0;A0A5F9ZHM6;A0A5F9ZI45;E9PHW9;A0A5F9ZH10;A0A5F9ZI16;A0A5F9ZH99;A0A5F9ZH18;E9PCH6;A0A0U1RQN6;A0A669KB19;H0Y8Y2;A0A5F9ZHV4;B7Z651;H0Y931,25;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;23;23;23;23;23;23;23;23;23;23;23;23;23;22;22;22;22;22;22;22;22;22;22;22;22;21;19;18;16;16;16;16;16;15;14;14;14;13;13;11;5;3;2;1;1;1,25;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;23;23;23;23;23;23;23;23;23;23;23;23;23;22;22;22;22;22;22;22;22;22;22;22;22;21;19;18;16;16;16;16;16;15;14;14;14;13;13;11;5;3;2;1;1;1,21;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;18;15;14;14;14;14;14;14;11;11;13;13;10;12;9;5;3;2;0;0;0,Ankyrin-2,ANK2,tr|A0A5F9ZH58|A0A5F9ZH58_HUMAN Ankyrin-2 OS=Homo sapiens OX=9606 GN=ANK2 PE=1 SV=1;tr|A0A5F9ZH35|A0A5F9ZH35_HUMAN Ankyrin-2 OS=Homo sapiens OX=9606 GN=ANK2 PE=1 SV=1;tr|A0A5F9ZHY6|A0A5F9ZHY6_HUMAN Ankyrin-2 OS=Homo sapiens OX=9606 GN=ANK2 PE=1 SV=1;tr|A0A5,25,21,22.3,4.20850867790137,4.29066777690332,29.0531020866642,28.935536155538
Q12955;A0A087WTF3,Q12955,5;2,2;1,2;1,Ankyrin-3,ANK3,sp|Q12955|ANK3_HUMAN Ankyrin-3 OS=Homo sapiens OX=9606 GN=ANK3 PE=1 SV=3,5,2,1.9,25.5351059021018,27.0287579565593,4.43802889902157,4.4166468749236
Q8IWZ3;H0Y4P6;A0A0A0MQZ8;H0Y7Y3;H0Y785;H0Y472;H7C2E1,Q8IWZ3,43;11;9;9;9;9;1,25;10;9;9;9;9;1,7;7;7;7;6;6;1,Ankyrin repeat and KH domain-containing protein 1,ANKHD1,sp|Q8IWZ3|ANKH1_HUMAN Ankyrin repeat and KH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ANKHD1 PE=1 SV=1,43,7,25.1,25.4504183980319,27.3304832372096,28.3767489947912,28.3341543275568
H7C0V5,H7C0V5,6,3,3,,ANKHD1-EIF4EBP3,tr|H7C0V5|H7C0V5_HUMAN ANKHD1-EIF4EBP3 readthrough (Fragment) OS=Homo sapiens OX=9606 GN=ANKHD1-EIF4EBP3 PE=4 SV=1,6,3,12.9,22.7815678287903,22.1248041296928,22.7074829937707,24.4367608419954
Q86XL3;F5H1D4,Q86XL3;F5H1D4,2;1,2;1,2;1,Ankyrin repeat and LEM domain-containing protein 2,ANKLE2,sp|Q86XL3|ANKL2_HUMAN Ankyrin repeat and LEM domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ANKLE2 PE=1 SV=4;tr|F5H1D4|F5H1D4_HUMAN Ankyrin repeat and LEM domain-containing protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=ANKLE2 PE=1 SV=1,2,2,3.4,4.20850867790137,4.29066777690332,23.1681836393822,22.8641211411291
Q6UB98,Q6UB98,4,4,4,Ankyrin repeat domain-containing protein 12,ANKRD12,sp|Q6UB98|ANR12_HUMAN Ankyrin repeat domain-containing protein 12 OS=Homo sapiens OX=9606 GN=ANKRD12 PE=1 SV=3,4,4,3.0,24.6807108719523,24.5020922185607,24.557832469261,24.3476964441584
O75179;H0YM23;H0YLQ3;A0A1W2PQ15,O75179;H0YM23,52;50;21;19,52;50;21;19,34;32;12;10,Ankyrin repeat domain-containing protein 17,ANKRD17,sp|O75179|ANR17_HUMAN Ankyrin repeat domain-containing protein 17 OS=Homo sapiens OX=9606 GN=ANKRD17 PE=1 SV=3;tr|H0YM23|H0YM23_HUMAN Ankyrin repeat domain-containing protein 17 (Fragment) OS=Homo sapiens OX=9606 GN=ANKRD17 PE=1 SV=1,52,34,25.7,28.3439690509379,29.1484599020376,31.4788969297103,30.191311833015
Q8NF67,Q8NF67,3,3,3,Putative ankyrin repeat domain-containing protein 20A12 pseudogene,ANKRD20A12P,sp|Q8NF67|A2012_HUMAN Putative ankyrin repeat domain-containing protein 20A12 pseudogene OS=Homo sapiens OX=9606 GN=ANKRD20A12P PE=5 SV=3,3,3,10.3,23.6771286159259,23.6118396881926,26.3755895383239,24.2324244405929
O15084;B4DIW9;Q8N8A2;H7C4A0;H7C209;A0A2R8Y7Y4,O15084;B4DIW9,7;6;1;1;1;1,7;6;1;1;1;1,7;6;1;1;1;1,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A,ANKRD28,sp|O15084|ANR28_HUMAN Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A OS=Homo sapiens OX=9606 GN=ANKRD28 PE=1 SV=5;tr|B4DIW9|B4DIW9_HUMAN Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A OS=Homo sapiens,7,7,10.3,4.20850867790137,4.29066777690332,26.8030426277096,26.0547174148817
Q6AI12;K7ERW4,Q6AI12,16;4,16;4,16;4,Ankyrin repeat domain-containing protein 40,ANKRD40,sp|Q6AI12|ANR40_HUMAN Ankyrin repeat domain-containing protein 40 OS=Homo sapiens OX=9606 GN=ANKRD40 PE=1 SV=2,16,16,42.1,27.6352645458132,29.0503539471315,23.4332624725697,23.5265635956813
Q8NB46,Q8NB46,5,5,5,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C,ANKRD52,sp|Q8NB46|ANR52_HUMAN Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C OS=Homo sapiens OX=9606 GN=ANKRD52 PE=1 SV=3,5,5,7.2,4.20850867790137,4.29066777690332,25.5926910715236,25.0229722186525
Q92625;A0A3B3ISP1;A0A3B3ITU5,Q92625;A0A3B3ISP1,23;22;8,23;22;8,23;22;8,Ankyrin repeat and SAM domain-containing protein 1A,ANKS1A,sp|Q92625|ANS1A_HUMAN Ankyrin repeat and SAM domain-containing protein 1A OS=Homo sapiens OX=9606 GN=ANKS1A PE=1 SV=4;tr|A0A3B3ISP1|A0A3B3ISP1_HUMAN Ankyrin repeat and SAM domain-containing protein 1A OS=Homo sapiens OX=9606 GN=ANKS1A PE=1 SV=1,23,23,28.7,4.20850867790137,4.29066777690332,29.0798417616539,29.1940628026594
Q9NQW6;H7C3S1;H7C1K5;H7C1C2;C9JJT6;H7C0Y6;H7C167,Q9NQW6,41;10;9;7;5;1;1,41;10;9;7;5;1;1,41;10;9;7;5;1;1,Actin-binding protein anillin,ANLN,sp|Q9NQW6|ANLN_HUMAN Anillin OS=Homo sapiens OX=9606 GN=ANLN PE=1 SV=2,41,41,44.6,28.0092388435569,28.5624181160946,30.1452803674298,29.9427958247474
Q9BTT0;E9PPH5;Q5TB19;E9PLC4,Q9BTT0;E9PPH5,3;2;1;1,3;2;1;1,3;2;1;1,Acidic leucine-rich nuclear phosphoprotein 32 family member E,ANP32E,sp|Q9BTT0|AN32E_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member E OS=Homo sapiens OX=9606 GN=ANP32E PE=1 SV=1;tr|E9PPH5|E9PPH5_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member E (Fragment) OS=Homo sapiens OX=9606 GN=ANP32,3,3,12.3,24.5459839558323,24.5428590046885,26.6500671970334,25.5374184365192
P04083;Q5T3N1;Q5T3N0,P04083;Q5T3N1,19;10;6,19;10;6,19;10;6,Annexin A1;Annexin,ANXA1,sp|P04083|ANXA1_HUMAN Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2;tr|Q5T3N1|Q5T3N1_HUMAN Annexin (Fragment) OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=1,19,19,60.1,26.7784379298734,26.9962574509005,29.5121474907467,29.5700587869993
P07355;H0YN42;A6NMY6;H0YMU9;H0YMD0;H0YM50;H0YKS4;H0YNP5;H0YN28;H0YMM1;H0YL33;H0YKX9;H0YMT9;H0YLV6;H0YKZ7;H0YMW4;H0YKL9;H0YNA0;H0YKV8;H0YMD9;H0YN52;H0YNB8;H0YKN4;H0YLE2,P07355;H0YN42;A6NMY6;H0YMU9;H0YMD0;H0YM50;H0YKS4;H0YNP5,29;24;22;22;22;18;18;15;13;13;13;11;11;11;11;9;9;9;8;7;7;5;5;2,29;24;22;22;22;18;18;15;13;13;13;11;11;11;11;9;9;9;8;7;7;5;5;2,29;24;22;22;22;18;18;15;13;13;13;11;11;11;11;9;9;9;8;7;7;5;5;2,Annexin A2;Annexin;Putative annexin A2-like protein,ANXA2;ANXA2P2,sp|P07355|ANXA2_HUMAN Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2;tr|H0YN42|H0YN42_HUMAN Annexin (Fragment) OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=1;sp|A6NMY6|AXA2L_HUMAN Putative annexin A2-like protein OS=Homo sapiens OX=9606 GN=ANXA2P2 PE=5,29,29,75.5,29.1493082111573,28.5697510390896,32.9195786100478,33.1444144906163
P08758;E9PHT9;D6RBL5;D6RBE9,P08758;E9PHT9;D6RBL5,4;3;2;1,4;3;2;1,4;3;2;1,Annexin A5;Annexin,ANXA5,sp|P08758|ANXA5_HUMAN Annexin A5 OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=2;tr|E9PHT9|E9PHT9_HUMAN Annexin OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=1;tr|D6RBL5|D6RBL5_HUMAN Annexin OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=1,4,4,14.7,4.20850867790137,4.29066777690332,24.7476050131339,25.0764714887988
O00203;Q13367;A0A2R8Y2A8;A0A590UKC4;A0A5F9UJV3;A0A590UJ60;A0A590UJW5;A0A590UK04;A0A590UJU0;A0A590UKD3;F5GWU4;A0A590UK30;A0A590UJE5;H0YBD0;A0A590UK69;A0A590UJ44;A0A590UJU7;F5GYB0,O00203,19;3;3;3;3;3;3;2;2;2;2;1;1;1;1;1;1;1,19;3;3;3;3;3;3;2;2;2;2;1;1;1;1;1;1;1,19;3;3;3;3;3;3;2;2;2;2;1;1;1;1;1;1;1,AP-3 complex subunit beta-1,AP3B1,sp|O00203|AP3B1_HUMAN AP-3 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP3B1 PE=1 SV=3,19,19,21.8,4.20850867790137,4.29066777690332,27.9656521959396,27.4970895873912
O14617;A0A2R8Y611;A0A2R8Y4J3;A0A087WYN6,O14617;A0A2R8Y611;A0A2R8Y4J3,15;11;9;3,15;11;9;3,15;11;9;3,AP-3 complex subunit delta-1,AP3D1,sp|O14617|AP3D1_HUMAN AP-3 complex subunit delta-1 OS=Homo sapiens OX=9606 GN=AP3D1 PE=1 SV=1;tr|A0A2R8Y611|A0A2R8Y611_HUMAN AP-3 complex subunit delta-1 (Fragment) OS=Homo sapiens OX=9606 GN=AP3D1 PE=1 SV=1;tr|A0A2R8Y4J3|A0A2R8Y4J3_HUMAN AP-3 complex subu,15,15,17.2,4.20850867790137,4.29066777690332,28.1783091678173,27.5967623420646
O00213;J3KPL8;A0A075B7G8;A0A087X0V7;A0A087WYH9;V9GYR7;V9GY97,O00213;J3KPL8;A0A075B7G8;A0A087X0V7;A0A087WYH9,12;12;11;8;8;5;4,12;12;11;8;8;5;4,11;11;10;7;7;5;3,Amyloid beta A4 precursor protein-binding family B member 1,APBB1,sp|O00213|APBB1_HUMAN Amyloid-beta A4 precursor protein-binding family B member 1 OS=Homo sapiens OX=9606 GN=APBB1 PE=1 SV=2;tr|J3KPL8|J3KPL8_HUMAN Amyloid-beta A4 precursor protein-binding family B member 1 OS=Homo sapiens OX=9606 GN=APBB1 PE=1 SV=1;tr|A0,12,11,24.6,25.3362333110964,25.5982683610735,26.3792634677559,26.1567470797613
Q92870;H0YAJ5;G5E9Y1;H0Y9U9;H0YA92,Q92870;H0YAJ5;G5E9Y1,5;5;5;1;1,4;4;4;1;1,4;4;4;1;1,Amyloid beta A4 precursor protein-binding family B member 2,APBB2,sp|Q92870|APBB2_HUMAN Amyloid-beta A4 precursor protein-binding family B member 2 OS=Homo sapiens OX=9606 GN=APBB2 PE=1 SV=3;tr|H0YAJ5|H0YAJ5_HUMAN Amyloid-beta A4 precursor protein-binding family B member 2 (Fragment) OS=Homo sapiens OX=9606 GN=APBB2 PE=1,5,4,7.4,4.20850867790137,4.29066777690332,24.4466375833564,25.3485433887186
P25054;E9PFT7;A0A2Q2SV78;D6RFL6;R4GMU6;E7EMH9,P25054;E9PFT7;A0A2Q2SV78,5;5;4;1;1;1,5;5;4;1;1;1,5;5;4;1;1;1,Adenomatous polyposis coli protein,APC,sp|P25054|APC_HUMAN Adenomatous polyposis coli protein OS=Homo sapiens OX=9606 GN=APC PE=1 SV=2;tr|E9PFT7|E9PFT7_HUMAN Adenomatous polyposis coli protein (Fragment) OS=Homo sapiens OX=9606 GN=APC PE=1 SV=8;tr|A0A2Q2SV78|A0A2Q2SV78_HUMAN Adenomatous polypos,5,5,2.9,4.20850867790137,4.29066777690332,24.7812176175879,25.8322422001827
Q9BZZ5;G3V1C3;E9PQK6;H0YER7,Q9BZZ5;G3V1C3,7;7;3;2,7;7;3;2,7;7;3;2,Apoptosis inhibitor 5,API5,sp|Q9BZZ5|API5_HUMAN Apoptosis inhibitor 5 OS=Homo sapiens OX=9606 GN=API5 PE=1 SV=3;tr|G3V1C3|G3V1C3_HUMAN Apoptosis inhibitor 5 OS=Homo sapiens OX=9606 GN=API5 PE=1 SV=1,7,7,16.8,25.3189217373046,25.3634589176104,26.6687144891004,26.6374082752079
P48444;B0YIW6;Q6P1Q5;E9PK34,P48444;B0YIW6;Q6P1Q5,12;12;7;2,12;12;7;2,12;12;7;2,Coatomer subunit delta,ARCN1,sp|P48444|COPD_HUMAN Coatomer subunit delta OS=Homo sapiens OX=9606 GN=ARCN1 PE=1 SV=1;tr|B0YIW6|B0YIW6_HUMAN Coatomer subunit delta OS=Homo sapiens OX=9606 GN=ARCN1 PE=1 SV=1;tr|Q6P1Q5|Q6P1Q5_HUMAN Coatomer subunit delta OS=Homo sapiens OX=9606 GN=ARCN1 P,12,12,24.9,4.20850867790137,4.29066777690332,27.0953691732819,27.4769964441479
P61204;P84077;F5H423;P84085;C9J1Z8;F5H0C7;F5H1V1;F5H6T5;F8WDB3;H0YGG7,P61204;P84077;F5H423;P84085;C9J1Z8,7;7;6;4;4;3;1;1;1;1,7;7;6;4;4;3;1;1;1;1,4;4;3;1;1;0;0;0;0;1,ADP-ribosylation factor 3;ADP-ribosylation factor 1;ADP-ribosylation factor 5,ARF3;ARF1;ARF5,sp|P61204|ARF3_HUMAN ADP-ribosylation factor 3 OS=Homo sapiens OX=9606 GN=ARF3 PE=1 SV=2;sp|P84077|ARF1_HUMAN ADP-ribosylation factor 1 OS=Homo sapiens OX=9606 GN=ARF1 PE=1 SV=2;tr|F5H423|F5H423_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=3 SV,7,4,47.0,23.0054059366595,24.8264348257681,27.0283364240389,27.082432836852
P18085;C9JPM4;C9JAK5;U3KQF2,P18085;C9JPM4;C9JAK5,5;5;3;2,2;2;2;2,2;2;2;2,ADP-ribosylation factor 4,ARF4,sp|P18085|ARF4_HUMAN ADP-ribosylation factor 4 OS=Homo sapiens OX=9606 GN=ARF4 PE=1 SV=3;tr|C9JPM4|C9JPM4_HUMAN ADP-ribosylation factor 4 (Fragment) OS=Homo sapiens OX=9606 GN=ARF4 PE=1 SV=1;tr|C9JAK5|C9JAK5_HUMAN ADP-ribosylation factor 4 OS=Homo sapiens,5,2,38.9,23.0996712298696,22.6027939953843,4.43802889902157,4.4166468749236
Q8N6T3;F8VWH9;F8W1U7;E5RHC5;E5RHT6;E5RHH7;F8VWB3;E5RGL6;H0YIQ0;E5RIU2,Q8N6T3;F8VWH9;F8W1U7;E5RHC5;E5RHT6,25;22;18;17;14;7;6;4;3;2,25;22;18;17;14;7;6;4;3;2,25;22;18;17;14;7;6;4;3;2,ADP-ribosylation factor GTPase-activating protein 1,ARFGAP1,sp|Q8N6T3|ARFG1_HUMAN ADP-ribosylation factor GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARFGAP1 PE=1 SV=2;tr|F8VWH9|F8VWH9_HUMAN ADP-ribosylation factor GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARFGAP1 PE=1 SV=1;tr|F8W1U7|F8W1U7_,25,25,61.1,29.5386769129155,28.530365494188,30.281955311637,30.6361639169566
